This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 BE/ME portfolios in Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.
19910220  -0.15  -0.62  -0.39  -0.60  -1.00  -0.56
19910221  -0.45   0.16   0.61  -0.39  -0.24  -0.52
19910222  -1.49  -0.86  -1.22  -1.05  -1.36  -1.11
19910225  -0.17   0.36  -0.13   0.94   1.44   1.66
19910226   0.89   0.67   1.06  -0.47  -0.09  -0.16
19910227  -0.17   0.50  -0.16  -0.59  -0.69   0.21
19910228   0.55   0.54   0.25   0.80   0.81   0.41
19910301  -2.59  -1.50  -2.09  -2.65  -2.31  -2.31
19910304  -0.90  -0.36  -0.56  -1.26  -1.19  -0.22
19910305   0.20   0.48   0.47   0.24   0.18   0.15
19910306   0.14   0.33   0.85   0.52   0.91   1.61
19910307   0.76   0.72   0.48   0.07   0.35   0.03
19910308   0.68   0.68   0.80   1.00  -0.02   0.27
19910311   0.02  -0.21   0.07  -1.47  -0.73  -0.78
19910312   1.64   1.39   0.97   2.24   1.69   0.88
19910313  -0.22  -0.28  -0.20  -0.98  -0.98  -1.25
19910314   1.01   0.61   0.50   0.87   0.90   0.65
19910315   0.31   0.35   0.61   1.05   0.88   0.55
19910318  -0.06  -0.02   0.05   0.39   0.35  -0.22
19910319  -0.24  -0.50  -0.22  -0.37  -0.12  -0.34
19910320  -1.83  -2.45  -1.92  -2.36  -2.31  -2.88
19910321   0.73   0.73   0.73   0.73   0.73   0.73
19910322   0.43   0.41  -0.01   0.78   0.40   0.12
19910325  -1.52  -1.64  -1.33  -1.47  -1.15  -1.14
19910326   0.61   0.30   0.22  -0.16  -0.31  -0.14
19910327  -1.00  -0.65  -0.50  -1.01  -1.14  -0.88
19910328  -0.62  -0.20   0.06  -0.97  -1.01  -0.64
19910329   0.76   1.16   1.23   0.54   0.67   0.89
19910401   0.23   0.15   0.63  -0.64  -0.16  -0.24
19910402   2.13   1.47   1.67   2.46   2.19   2.02
19910403   2.19   2.22   2.05   2.16   2.28   2.29
19910404   1.28   1.37   1.63   0.72   1.35   1.09
19910405   0.20   0.50   0.24  -0.08  -0.51  -0.41
19910408   0.12  -0.01   0.02  -0.86  -0.60  -0.58
19910409   1.63   1.06   1.12   0.45   0.35   0.58
19910410  -0.63  -0.78  -1.03  -1.12  -0.93  -0.95
19910411   0.00   0.13   0.20   0.45   0.29   0.20
19910412   0.13   0.67   0.43   0.54   0.80   0.67
19910415   1.70   1.48   1.96   1.86   1.76   1.66
19910416  -0.21   0.02   0.54   0.21   0.08  -0.16
19910417  -0.47  -0.39  -0.14  -0.83  -0.73  -0.10
19910418  -1.34  -1.26  -0.80  -1.44  -1.07  -1.08
19910419  -1.96  -1.49  -1.31  -1.75  -2.29  -1.66
19910422  -2.20  -1.25  -1.60  -1.66  -1.83  -1.95
19910423   1.10   0.42   0.40   1.61   1.38   1.51
19910424  -0.66  -0.46  -0.20  -0.57  -0.28  -0.80
19910425  -1.17  -1.31  -0.67  -1.37  -0.99  -1.05
19910426  -0.48  -0.49  -0.30   0.40   0.22  -0.02
19910429   0.31   0.31   0.31   0.31   0.31   0.31
19910430   0.69   0.73   0.66   1.34   1.36   1.05
19910501   0.24   0.68   0.82   1.28   0.78   0.86
19910502   0.28   1.05   0.51  -0.50  -0.07  -0.28
19910503  -0.32  -0.32  -0.32  -0.32  -0.32  -0.32
19910506   0.06   0.06   0.06   0.06   0.06   0.06
19910507  -0.35   0.50   0.32   0.15   0.04   0.21
19910508  -0.63  -0.90  -0.73  -0.78  -0.72  -1.01
19910509  -0.06  -0.29  -0.08  -0.54  -0.60  -0.56
19910510   0.77   0.88   0.64   0.47   0.45   0.40
19910513  -0.85  -1.09  -1.18  -1.03  -1.18  -1.42
19910514   0.60   0.52   0.37   0.76   0.86   0.41
19910515  -1.09  -0.94  -0.87  -0.20  -0.21  -0.48
19910516  -1.02  -0.97  -1.19  -0.29  -0.54  -1.05
19910517  -0.28  -0.21  -0.19  -0.64  -0.30  -0.13
19910520  -1.16  -1.15  -0.71  -0.31  -0.57  -0.75
19910521  -0.13   0.32   0.41   0.38   0.48   0.30
19910522  -0.28  -0.04  -0.18  -0.55  -0.65  -0.58
19910523   0.26   0.70   0.49   1.02   1.10   1.16
19910524  -0.73  -0.53  -0.98  -0.84  -0.74  -0.39
19910527  -0.36  -0.59  -0.43  -0.59  -0.24  -0.47
19910528  -0.23  -0.16  -0.12  -0.09  -0.05  -0.02
19910529   0.77   0.37   0.30  -0.27   0.22   0.52
19910530   0.52   0.49   0.79   1.22   0.86   0.62
19910531   0.23   0.20   0.11   0.39   0.43   0.52
19910603  -0.32  -0.40  -0.54  -0.82  -0.26  -0.25
19910604   0.05  -0.09  -0.04  -0.89  -0.43  -0.20
19910605  -0.79  -0.65  -0.67  -1.03  -1.32  -0.96
19910606  -1.15  -0.56  -0.72  -0.68  -0.59  -0.50
19910607  -0.60  -0.80  -0.39  -0.80  -0.90  -0.89
19910610  -2.80  -2.41  -2.29  -2.67  -2.37  -2.18
19910611   0.46   0.77   0.26   0.66   0.50   0.87
19910612  -0.69  -0.85  -0.30  -0.65  -0.58  -0.55
19910613   1.38   1.51   1.05   1.17   0.81   1.75
19910614   1.83   1.48   1.61   0.94   1.03   1.00
19910617  -0.12  -0.25   0.14  -0.83  -0.65  -0.75
19910618  -1.08  -0.93  -0.36  -0.73  -0.65  -0.88
19910619  -2.05  -1.81  -1.42  -2.26  -1.63  -1.24
19910620   1.01   0.99   1.02   1.33   1.23   1.32
19910621   0.19   0.74   0.20   0.91   0.34   0.31
19910624  -1.32  -1.18  -0.97  -1.62  -1.49  -1.06
19910625  -0.68  -0.58  -0.27   0.79   0.24   0.77
19910626   0.87   0.67   0.57  -0.16   0.38   0.13
19910627  -0.93  -0.66  -0.40  -0.34  -1.16  -0.40
19910628  -0.48  -0.70  -0.21  -0.57  -0.60  -0.43
19910701   2.17   1.66   1.50   2.61   2.20   2.40
19910702  -0.33   0.01   0.02  -0.62  -0.48  -0.18
19910703  -2.87  -2.32  -2.67  -2.99  -3.00  -2.86
19910704  -1.36  -1.65  -1.33  -0.87  -1.30  -0.29
19910705  -0.91  -0.68  -0.78  -0.72   0.10  -0.14
19910708  -3.88  -3.70  -3.26  -3.70  -3.02  -3.02
19910709  -1.03  -1.25  -0.65   1.06   1.35   2.27
19910710   2.78   3.12   2.84   3.45   2.35   2.49
19910711   0.72   1.07   0.66  -0.39   0.18  -0.10
19910712   2.56   2.13   2.20   1.74   1.66   1.43
19910715   2.09   1.93   1.34   1.39   1.41   1.04
19910716   0.11   0.17  -0.20  -0.77  -0.66  -0.98
19910717  -0.41  -0.56  -0.08  -0.94  -0.64  -0.78
19910718  -1.27  -1.17  -0.80  -0.42  -0.58  -0.40
19910719   0.06   0.46   0.26   0.14   0.25   0.37
19910722  -1.76  -1.59  -1.48  -1.38  -0.98  -1.22
19910723  -0.35  -0.35  -0.39   0.34   0.43   0.42
19910724   0.62   0.78   0.40   1.51   1.60   0.72
19910725  -0.84  -1.07  -0.79  -0.90  -0.83  -0.98
19910726   1.06   1.11   1.13   1.50   1.36   1.69
19910729  -0.36  -0.41  -0.30  -0.70  -0.48  -0.65
19910730   1.02   0.78   0.64   1.44   1.31   1.29
19910731   1.22   1.26   0.89   1.12   0.76   1.07
19910801  -0.50  -0.59  -0.87  -0.25  -0.57  -0.65
19910802   0.43   0.60   0.63   0.19   0.47   0.49
19910805  -0.41  -0.26  -0.27  -0.47  -0.67  -0.80
19910806  -0.56  -0.28  -0.20  -0.32  -0.70  -0.37
19910807  -0.24  -0.38  -0.45   0.53   0.96  -0.28
19910808  -0.94  -0.98  -0.70  -0.90  -0.79  -1.08
19910809  -1.03  -1.29  -1.34  -0.96  -0.71  -1.04
19910812  -1.81  -1.58  -1.50  -1.38  -1.27  -1.30
19910813  -1.27  -1.17  -1.35  -0.51  -0.47  -0.39
19910814   0.20   0.24   0.03   1.31   1.36   0.96
19910815  -0.38  -0.54  -0.13  -0.97  -0.69  -1.04
19910816  -1.58  -1.53  -1.49  -0.98  -1.45  -2.12
19910819  -4.72  -4.14  -3.79  -5.94  -5.89  -6.23
19910820  -0.92  -1.52  -1.54   2.12   1.93   2.25
19910821   1.55   1.81   1.59   2.86   2.45   2.40
19910822   3.47   2.65   2.96   1.65   1.82   2.63
19910823  -1.97  -1.46  -1.43  -2.18  -1.94  -2.03
19910826  -1.71  -1.31  -1.42  -1.93  -1.62  -1.21
19910827  -0.78  -0.99  -0.74  -0.07  -0.24  -0.20
19910828  -0.44  -0.30  -0.60  -0.03  -0.50   0.03
19910829   0.64   0.21   0.22   1.37   1.16   0.91
19910830   1.12   1.05   0.76   1.38   1.81   1.59
19910902   0.84   0.91   1.00   0.86   1.12   1.21
19910903   0.81   1.09   0.83   0.15   0.38  -0.07
19910904   0.18   0.85   0.30   0.07   0.25   0.29
19910905   0.51   0.04   0.28   0.01   0.30   0.06
19910906   1.09   0.94   0.72   0.50   0.48   0.71
19910909   1.00   1.08   1.38   0.69   0.56   0.57
19910910  -0.70  -0.58  -0.39  -0.57  -0.49  -0.52
19910911  -0.35  -0.31  -0.84  -0.19  -0.05  -0.03
19910912   1.23   0.90   0.69   0.81   0.78   0.40
19910913   1.50   1.24   1.37   2.18   2.31   1.98
19910916   0.25   0.25   0.25   0.25   0.25   0.25
19910917   1.64   1.32   0.65   1.02   1.03   1.09
19910918  -0.26  -0.01   0.20  -0.90  -0.84  -0.42
19910919  -0.62  -0.35   0.01  -0.23  -0.61  -0.52
19910920  -0.73  -1.02  -0.13  -0.55  -0.05  -0.45
19910923   0.99   0.99   0.99   0.99   0.99   0.99
19910924  -0.42  -0.10   0.21   0.51   0.53   0.81
19910925   0.82   0.86   0.97   1.40   0.57   1.06
19910926   0.71   0.62   0.55   0.82   0.68   0.65
19910927   0.98   1.06   0.48  -0.26   0.28   0.17
19910930   0.88   0.57   0.69   0.73   0.63   0.32
19911001   1.27   0.99   0.58   0.99   0.84   0.64
19911002   0.67   1.15   0.91   1.32   0.80   0.81
19911003   2.72   2.56   1.93   3.34   2.57   2.00
19911004   0.24   0.30   0.58   1.01   0.55   0.33
19911007   0.60   0.21   0.14   0.12   0.14  -0.45
19911008  -1.01  -1.04  -1.24  -1.62  -1.33  -1.10
19911009  -0.49  -0.66  -0.85  -0.08  -0.02  -0.09
19911010  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08
19911011   0.02  -0.21   0.09   0.10   0.09   0.00
19911014  -0.56  -0.26  -0.32  -0.79  -0.65  -0.78
19911015  -0.48  -0.57  -0.61   0.15   0.21  -0.17
19911016   0.28   0.43   0.18  -0.01   0.30   0.35
19911017   0.45   0.56   0.34   0.75   0.69   0.36
19911018   0.97   0.71   0.65   1.30   1.23   1.34
19911021   0.09   0.10  -0.11  -0.29  -0.59  -0.52
19911022  -0.01   0.04  -0.53  -0.62  -0.59  -0.53
19911023   0.21   0.08   0.55  -0.66  -0.73  -0.62
19911024   1.14   0.94   1.01   0.79   0.64   0.89
19911025  -0.22  -0.12  -0.18  -0.56  -0.63  -0.54
19911028  -0.25  -0.74  -0.45  -0.80  -1.02  -0.86
19911029   2.05   2.03   1.74   1.56   1.77   1.83
19911030   0.00  -0.10  -0.20  -0.61  -0.69  -0.81
19911031   0.44   0.41   0.54   0.80   0.80   1.20
19911101   0.08   0.01  -0.08  -0.02   0.01  -0.30
19911104   1.09   1.09   1.09   1.09   1.09   1.09
19911105  -0.96  -0.84  -0.77  -0.78  -0.87  -1.01
19911106  -1.16  -0.96  -0.30  -0.78  -0.95  -0.43
19911107  -0.14  -0.34  -0.16  -0.43  -0.53  -0.87
19911108  -0.95  -1.00  -1.07  -0.62  -0.73  -0.38
19911111  -0.56  -0.25  -0.18  -0.24  -0.48  -0.36
19911112   0.53   0.48   0.04   0.69   0.82   0.81
19911113  -0.69  -0.74  -0.51  -0.99  -0.60  -0.94
19911114  -0.70  -0.42  -0.50  -0.59  -0.67  -0.78
19911115  -0.95  -0.76  -0.85  -0.81  -0.40  -1.13
19911118  -2.03  -2.18  -2.16  -1.60  -1.67  -1.59
19911119   0.09  -0.21   0.10  -0.60  -0.27  -0.34
19911120  -0.56  -0.45  -0.84  -0.69  -0.16  -0.67
19911121   0.00  -0.04  -0.28   0.30   0.14   0.05
19911122  -0.63  -0.24  -0.63   0.37   0.30  -0.25
19911125   0.03   0.66   0.55   0.47   0.63   0.60
19911126  -0.28  -0.60  -0.49  -0.06  -0.07  -0.04
19911127  -1.61  -1.83  -2.02  -1.87  -1.64  -2.01
19911128  -0.63  -0.85  -0.81  -0.82  -0.48  -0.64
19911129  -1.07  -1.00  -0.97  -0.60  -0.36  -0.11
19911202  -1.73  -1.70  -1.30  -2.20  -2.26  -1.87
19911203   0.99   0.89   0.82   1.01   0.90   1.91
19911204   1.72   1.46   1.27   1.50   0.92   1.10
19911205   0.57   1.19   0.67  -0.72  -0.15   0.17
19911206   0.34   0.57   0.56  -0.03  -0.13  -0.04
19911209  -0.18  -0.16  -0.03  -0.37  -0.52  -0.24
19911210  -1.05  -1.12  -1.06  -0.87  -1.13  -1.53
19911211  -1.28  -1.22  -0.90  -1.35  -1.49  -1.61
19911212   0.98   0.88   0.80   0.69   0.83   1.36
19911213   2.07   1.71   1.60   2.74   3.04   2.61
19911216   0.79   0.98   1.08   0.34   0.19   0.33
19911217  -0.16  -0.28  -0.17  -0.55  -0.67  -0.66
19911218  -0.51  -0.79  -0.72  -0.64  -0.75  -0.75
19911219  -1.09  -0.88  -1.00  -1.98  -2.01  -1.90
19911220   0.09   0.09  -0.09  -0.63  -0.51  -0.79
19911223   0.81   0.81   0.81   0.81   0.81   0.81
19911224  -1.42  -1.57  -1.54  -1.41  -1.17  -1.29
19911225   1.34   0.84   0.69   2.78   2.61   2.75
19911226   0.76   0.52   0.51   1.03   0.77   0.69
19911227   0.61   0.57   0.54   0.28   0.56   0.34
19911230   0.78   0.35   0.42   2.06   2.43   1.72
19911231   0.68   0.68   0.68   0.68   0.68   0.68
19920101   0.00   0.00   0.00   0.00   0.00   0.00
19920102   0.32   0.32   0.32   0.32   0.32   0.32
19920103  -0.24  -0.24  -0.24  -0.24  -0.24  -0.24
19920106   1.68   1.25   0.32   3.50   3.25   3.66
19920107  -0.82  -0.49  -0.40  -1.37  -1.26  -1.18
19920108  -1.58  -1.51  -1.55  -3.01  -3.83  -3.38
19920109  -0.31  -0.70  -0.64  -0.25   0.23   0.00
19920110  -2.12  -2.05  -2.16  -3.70  -3.64  -3.29
19920113  -1.21  -1.17  -1.12  -2.16  -2.39  -1.97
19920114  -0.39  -0.50  -0.47   0.16   0.60   0.34
19920115  -1.25  -1.25  -1.25  -1.25  -1.25  -1.25
19920116  -0.68  -0.70  -0.39  -0.70  -0.26   0.46
19920117  -0.36  -0.55  -0.52  -0.48  -0.43  -0.25
19920120   1.07   1.17   1.45   1.06   1.22   1.60
19920121  -0.31   0.10   0.07   0.23   0.25   0.69
19920122   1.23   1.01   1.16   1.83   1.97   2.43
19920123  -1.67  -1.55  -1.18  -0.34  -0.43  -0.45
19920124  -1.03  -0.50  -0.34  -1.01  -1.45  -1.27
19920127  -1.89  -2.14  -1.90  -2.49  -2.30  -1.87
19920128   0.38  -0.09  -0.27   0.32   0.54   0.32
19920129   0.12   0.12   0.36   0.56   0.05   0.12
19920130   0.15   0.52   0.23   0.59   0.30   0.45
19920131   2.75   2.40   2.41   2.39   2.48   2.24
19920203   0.50   0.43   0.48  -0.07  -0.47  -0.05
19920204  -0.65   0.05  -0.05  -0.50  -0.23  -0.46
19920205   0.56   0.46   0.62   0.10   0.03   0.18
19920206   0.98   0.86   0.58   1.05   0.51  -0.02
19920207   0.76   0.57   0.81   0.13  -0.16   0.25
19920210  -1.78  -1.80  -1.57  -2.34  -1.88  -2.00
19920211  -0.18  -0.18  -0.18  -0.18  -0.18  -0.18
19920212  -1.30  -1.59  -1.56  -1.69  -1.97  -1.40
19920213  -0.18  -0.70  -0.49  -0.51  -0.60  -0.45
19920214  -1.71  -1.47  -1.37  -2.28  -1.97  -2.37
19920217   0.50  -0.01  -0.18   0.92   1.11   1.20
19920218  -1.33  -0.95  -0.98  -2.29  -1.99  -1.74
19920219  -1.14  -0.91  -0.91  -1.56  -1.80  -1.41
19920220  -0.15  -0.09  -0.43  -0.34   0.29  -0.08
19920221   1.00   0.78   0.71   2.18   1.72   1.44
19920224  -0.71  -0.50  -0.47  -1.22  -1.29  -1.29
19920225  -0.41  -0.31  -0.41   0.17  -0.37  -0.68
19920226   0.78   0.36   0.26   1.29   1.01   0.40
19920227   0.37   0.66   0.30   0.36   0.23   0.25
19920228  -0.01   0.13   0.16   0.14   0.25   0.24
19920302   0.13   0.22   0.10  -0.20   0.38  -0.43
