This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.
199804  -5.79  -4.59  -3.80  -4.06  -1.40  -0.25
199805  -4.34  -4.08  -3.87  -4.39  -4.20  -5.11
199806   1.16   1.42   0.20  -0.37   1.30   0.91
199807  -2.06  -1.04  -0.33  -3.70  -0.49  -0.69
199808  -9.90  -7.41  -6.82  -8.56  -7.92 -10.09
199809  -6.62  -5.58  -5.95  -4.44  -2.61  -3.11
199810  15.84  12.22  11.03  20.52  16.91  14.78
199811   6.13   5.64   7.04   2.58   0.99   7.18
199812   0.14   1.90   4.79   0.97   4.83   2.75
199901   0.73   0.12   0.14   1.25   0.61   1.76
199902  -1.68  -2.37   1.91  -3.03  -2.93  -1.77
199903  14.40  12.12  15.79  11.83  13.73  15.12
199904  12.01   9.43  10.56   4.24   4.64   4.15
199905  -5.68  -5.70  -5.12  -5.05  -4.77  -4.79
199906  12.67  12.10  24.55   4.22   9.52  13.32
199907   7.35   6.84   6.45   8.10   9.03  12.56
199908   2.35   3.35   6.62   3.35   5.02   1.78
199909   1.77   2.33   5.21   5.92   4.89   9.92
199910  -0.02  -2.39  -0.47   2.71   3.31  11.30
199911  -4.71  -2.44   1.19  -2.93   0.09  17.15
199912  -7.41  -7.36  -3.66  -4.58   1.77   9.51
200001   0.27  -1.03  -1.71   0.17  -4.88  -7.12
200002  -3.26  -3.79   1.83  -6.98  -4.83   1.44
200003  11.07  10.12   6.00  11.08  10.21   3.91
200004 -11.87 -10.23 -10.41  -5.55  -4.53 -10.81
200005   2.09   3.62  -1.02  -1.32  -0.90 -12.44
200006  11.44  12.79  10.16   7.64   7.11   4.58
200007 -12.45  -9.25 -11.37 -13.63 -10.28 -11.76
200008   8.25   5.89   7.36  10.42   5.83   5.47
200009  -5.59  -3.39  -6.08  -5.48  -3.12  -4.27
200010 -10.69  -8.10  -9.93  -5.06  -6.77  -7.78
200011   2.32   0.93  -1.26  -5.35  -1.62  -2.17
200012  -8.30  -7.15  -8.69  -8.13  -5.44 -14.10
200101  -0.12  -1.81   0.10   1.38  -3.38   1.57
200102   1.42   1.56   0.29  -5.73  -4.25  -7.52
200103  -2.46  -3.03  -3.63  -5.85  -3.32  -2.96
200104  13.81  11.14   8.28  10.21   8.54   8.28
200105   0.67   1.32   5.37  -1.32   0.50   0.17
200106  -1.11  -0.85  -4.02  -5.91  -4.91  -5.83
200107  -7.58  -5.86  -9.22  -7.97  -7.03 -10.48
200108   2.89   2.08   0.75  -0.09  -1.73  -7.24
200109  -9.43  -6.52  -9.52 -11.97  -5.65  -5.49
200110   2.24   1.57   4.63   1.10   0.12   2.89
200111  -6.87  -5.11  -4.01  -1.50  -1.33   0.66
200112 -12.24  -9.12 -10.64  -7.33  -7.20  -8.13
200201  -5.80  -5.20  -5.38  -7.23  -8.71  -7.12
200202   8.08   6.65   5.21   5.55   5.10   4.39
200203   3.27   2.78   5.78   5.39   4.50   7.87
200204   5.59   5.59   6.00   6.68   5.74   3.89
200205  10.76   8.65   9.14   7.27   7.30   5.85
200206  -3.25  -2.33  -2.37  -4.73  -4.11  -5.16
200207  -1.21  -1.40  -3.00  -5.12  -7.42  -6.52
200208  -1.45  -0.46  -3.56  -0.56  -0.65  -1.91
200209  -3.13  -3.45  -6.68  -3.45  -4.11  -7.06
200210  -8.04  -6.33  -8.29  -4.94  -7.20  -5.29
200211  -2.45  -1.42  -2.09   2.87   3.79   5.29
200212  -0.41   0.66  -0.61   0.05  -1.00  -5.10
200301   1.57  -0.35  -0.05  -2.53  -3.70  -4.82
200302   7.19   6.23   3.00   3.57   0.99  -0.10
200303   1.14   0.77  -0.43  -2.87  -3.14  -3.57
200304   5.05   3.00   4.92   4.58   0.18  -1.09
200305   5.74   5.55   6.61   3.20   3.59   5.98
200306  10.09   5.47   7.84   7.27   7.21   6.66
200307   2.21   1.15   3.53   5.80   3.13   1.91
200308  11.49   8.05   7.19  12.24   8.46   8.36
200309   8.40   8.39  11.09   5.02   5.52   8.31
200310   6.36   3.35  10.95   7.08   1.70   3.05
200311  -8.05  -5.33  -7.15  -4.95  -3.07  -2.54
200312   5.32   6.30   4.64   7.12   5.98   6.22
200401   7.90   5.34   6.95   2.85   0.29   2.79
200402  -0.72   0.97  -0.04  -2.66  -0.62   2.53
200403  22.43  19.90  24.66  14.87  12.26  13.17
200404  -0.20   0.20   4.02  -4.64  -6.10  -5.21
200405  -6.36  -4.10  -6.82  -3.30  -2.45  -2.07
200406   9.19   9.33  12.96   4.40   3.80   6.43
200407  -7.03  -4.78  -8.68  -8.55  -5.26  -6.14
200408   2.18   0.97   1.02   0.00   1.41   1.24
200409  -2.59  -2.67  -5.23  -2.51  -2.58  -3.49
200410   3.60   2.13   1.56   2.47   2.38   2.55
200411   3.81   2.37   3.59   5.18   4.31   2.25
200412   4.55   4.69   4.74   4.39   5.14   5.85
200501   5.53   4.42   4.98  -0.61  -1.34  -2.64
200502   4.64   4.54   2.72   2.54   1.70   0.59
200503   1.21   1.70   0.33  -1.37  -1.07  -2.00
200504  -0.83   0.22   1.63  -2.17  -1.86  -2.88
200505  -4.44  -3.58  -4.46  -2.30  -2.04  -2.28
200506   2.49   2.02   2.74   1.63   0.84   0.40
200507   2.20   2.07   1.79   0.63   1.17   0.31
200508   4.22   3.49   2.21   7.20   8.08   6.34
200509   2.74   3.88   1.20   9.73  10.02   5.67
200510   2.27   1.32   2.83   0.06  -0.20  -1.21
200511   2.00   2.56   3.25   3.22   2.16   5.58
200512  11.52  11.22  15.95   8.60   7.83  13.09
200601   3.10   5.58   3.31   4.53   4.34   2.33
200602  -6.73  -5.95  -6.24  -2.04  -0.96  -2.70
200603   2.27   3.28   3.53   2.28   3.02   3.99
200604   1.41   2.09   0.64   1.88   3.37   2.30
200605  -9.42  -7.73  -9.09  -4.93  -7.25  -8.10
200606  -3.39  -3.42  -2.53  -1.07  -1.26  -1.47
200607  -6.43  -4.50  -9.86  -0.77  -0.73  -2.49
200608   1.80   1.36   3.32   2.40   0.03   3.12
200609  -2.61  -2.15  -3.39  -1.60  -1.51  -1.14
200610  -0.64  -0.59  -0.91   1.54   1.25   2.94
200611  -2.31  -0.23  -2.80   0.94  -0.33   0.02
200612   0.05   0.65  -1.19   0.81   1.80   3.71
200701   2.07   0.69   1.48   1.05   1.06   0.43
200702   3.89   4.06   0.73   5.34   3.39   3.04
200703  -0.52   0.06  -1.85  -0.44  -1.00  -2.46
200704  -3.07  -1.86  -4.70  -3.34  -0.79  -2.59
200705  -2.54  -2.52  -2.33  -0.13   1.42   1.63
200706   2.16   2.84   2.21  -1.69  -0.04   1.01
200707   1.22   1.17  -0.78  -0.80  -0.22   0.51
200708  -5.21  -4.50  -8.30  -0.46  -3.94  -4.35
200709  -1.07   0.16  -1.42   1.10   1.54   3.24
200710   0.05   0.05   7.33   1.42  -1.51   0.80
200711  -1.73  -3.51  -5.19   0.36  -2.09  -3.28
200712  -4.98  -4.38  -6.46  -3.18  -3.99  -3.96
200801  -2.15  -4.76  -6.98  -4.48  -4.74  -4.57
200802   1.91   2.56   3.68   0.18   1.08   1.43
200803   0.94  -0.09  -2.76  -1.01  -4.36  -6.04
200804   0.36   0.48   0.51   4.58   9.21   7.25
200805   4.18   3.86   2.68   1.15   3.18   1.56
200806  -3.07  -3.38  -7.64  -4.44  -7.45  -7.92
200807  -1.86  -3.08  -6.72   0.95  -2.68  -5.73
200808  -4.78  -5.51  -9.17  -4.55  -3.71  -3.94
200809  -7.77  -7.35 -10.88  -6.38 -11.36 -13.28
200810  -5.28  -5.79 -15.19 -10.59 -15.41 -15.76
200811   4.26   3.80   3.71   1.85   1.91  -4.40
200812   9.61   8.82   9.73  10.58   7.00   7.31
200901  -3.24  -4.69  -3.16  -6.14  -9.16  -5.58
200902 -12.41 -12.45 -14.76 -12.61 -14.60  -8.76
200903   1.72   2.11   3.54  -3.43   4.64   3.18
200904   3.07   2.36   6.04   3.91   9.74  12.49
200905  10.07  11.24  17.56   8.81  12.77  10.49
200906   6.47   6.98   9.59   1.85   4.43   1.08
200907   1.03   3.58   3.56   5.30   3.57   4.44
200908   5.55   6.03   7.43   2.51   4.07   2.19
200909  -1.25   0.63   1.68  -1.91  -0.58  -0.85
200910  -3.36  -2.46  -2.27  -2.20  -3.49  -0.35
200911  -5.77  -4.47  -6.44  -3.33  -0.17  -2.27
200912  -1.10  -2.03  -2.00   3.71  -2.10   1.79
201001   3.16   2.90   2.60   0.95   2.51   2.93
201002   1.69   1.26   1.15   0.00   0.87   0.84
201003   5.37   4.69   4.89   5.06   4.37   5.26
201004   5.73   3.47   6.28   0.95   0.01  -0.54
201005  -7.43  -6.48  -7.45  -9.37  -6.64  -8.89
201006   0.09   1.30   0.35  -1.41  -0.02  -1.35
201007   1.87   1.05   1.75   3.39   3.37   2.51
201008  -6.03  -2.33  -1.68  -4.59  -2.44  -0.56
201009   5.05   3.84   3.00   8.34   4.20   1.88
201010  -2.39  -2.82  -1.47   1.89   1.26   1.70
201011   5.98   1.88   1.32   3.89   1.74   0.18
201012  12.24  10.54   9.20   6.73   7.61   7.21
201101   2.93   2.48   1.62   1.95  -0.14  -1.01
201102   5.89   4.03   4.64   4.56   4.64   5.30
201103  -7.00  -4.39  -5.84  -8.90  -9.19  -8.76
201104  -1.06  -0.99   0.26   1.17   0.41   1.38
201105  -1.28  -2.90  -1.31  -0.83  -2.64  -0.90
201106   5.22   4.36   3.68   2.05   1.68   3.44
201107   3.50   4.98   5.06   3.95   4.27   3.26
201108  -3.56  -2.59  -3.41  -9.37  -7.52  -7.40
201109  -1.79   0.72  -0.90  -2.15   0.46  -0.48
201110  -2.49  -4.68  -3.09   0.04  -0.85  -2.01
201111  -1.36  -1.49  -2.74  -3.16  -3.75  -5.82
201112   2.51   2.36   2.35   0.32   1.77   0.62
201201   8.59   6.88   4.69   4.41   4.16   3.06
201202   1.11  -0.17   1.47   4.07   3.53   4.47
201203   2.86   2.23   2.89   1.52   1.17   1.24
201204   0.50   0.56   2.26  -3.05  -1.60  -1.94
201205  -9.58  -7.39  -7.04  -9.18  -7.61  -9.50
201206   5.47   3.49   3.29   4.29   4.93   4.96
201207  -2.47  -1.71  -1.31  -2.30  -2.45  -0.18
201208  -0.91  -0.88  -1.08   0.05  -1.26  -0.51
201209   1.26   2.25   2.56   2.53   1.82   2.72
201210  -0.73  -3.00  -1.32  -0.79  -2.67  -2.13
201211   1.68   1.30   0.82   2.33   1.67   1.43
201212   4.83   2.55   1.62   4.78   4.15   2.67
201301   5.35   4.07   5.92   4.42   3.17   3.37
201302   2.15   2.28   4.36   3.68   2.95   1.72
201303   9.16   6.11  11.43   4.71   5.54   5.24
201304  11.43   5.58  12.97  10.01   8.00   8.80
201305  -8.34  -6.42  -3.18  -4.66  -5.62  -5.25
201306  -4.79  -2.41  -6.18   1.50   2.38  -0.03
201307   4.69   2.86   4.75   1.02   0.52   2.29
201308  -3.02  -1.92  -2.00  -2.72  -2.46  -2.71
201309  12.67   9.69  11.42   9.29   7.70   9.27
201310  -0.54  -0.42   0.59  -0.44   0.33  -1.08
201311  -0.46  -1.23  -1.43   1.44   1.19   1.72
201312   1.67   0.68   1.19   0.41   0.60   1.42
201401   2.36   2.10   2.68  -3.00  -3.98  -2.18
201402  -2.58  -1.97  -3.31   0.60  -0.67  -0.48
201403  -0.35   1.12   0.30  -1.86  -1.01  -1.56
201404  -3.02  -1.43  -1.80  -2.02  -2.43  -2.61
201405   3.68   1.39   2.82   5.51   3.58   3.32
201406   8.49   7.23   8.79   5.99   5.41   5.15
201407   1.87   0.60   0.35   1.34   0.44   0.67
201408   1.48   0.35  -0.18  -2.15  -1.85  -2.84
201409  -2.46  -1.06  -3.98  -1.67  -1.13   0.02
201410  -4.89  -3.73  -5.11  -1.36  -1.53  -2.40
201411  -1.17  -2.47  -0.76  -1.41  -0.24   1.34
201412   0.51   2.25   0.40  -0.19  -1.84  -0.84
201501   2.71   2.89   2.01   4.53   1.79   2.84
201502   2.34   1.86   1.30   4.45   6.82   5.57
201503   0.23   1.84   4.02   1.02   2.41   1.90
201504   3.17   3.18   2.27   3.82   4.29   2.67
201505  -0.55   0.29  -0.88   0.96   1.17   0.90
201506   1.87   1.89   3.85  -0.09  -0.82  -1.75
201507   0.15  -0.73   0.89   3.78   0.01   0.18
201508  -2.53  -2.25  -4.90  -3.65  -5.79  -6.60
201509  -3.45  -3.46  -3.75  -6.78  -6.40  -6.45
201510   4.66   5.31   4.99   8.39   9.43  11.00
201511   0.93   2.11   2.51  -2.45  -0.21   0.87
201512   1.30   0.88   0.76   1.48   0.20  -0.14
201601  -6.27  -7.60  -7.48  -5.66  -8.60  -8.06
201602   0.06  -0.65  -0.76  -0.46  -2.65  -2.68
201603   6.59   7.52  10.06   2.93   6.07   4.74
201604   4.83   3.95   4.94   5.44   4.44   5.87
201605  -1.93   0.19   0.56  -1.19  -0.99  -1.12
201606  -0.42  -0.72  -0.88  -1.39  -3.52  -2.70
201607   6.27   7.82   4.89   5.34   6.32   8.83
201608  -2.22  -3.32  -3.28  -3.37  -1.41   1.16
201609   5.59   5.80   6.92   4.01   3.10   0.35
201610   2.27   2.55   2.15   0.92   1.06   2.85
201611  -4.23  -4.00  -5.30  -4.03  -2.82  -3.99
201612   1.45   2.20   2.21   0.92   1.02   1.85
201701   5.85   5.09   5.92   3.25   3.83   4.00
201702   4.01   3.42   3.47   1.28   0.78   0.66
201703   1.31   1.89   2.27   1.55   0.50   0.60
201704  -0.10   0.38   0.08   2.00   1.50   0.93
201705   4.10   3.62   6.02   3.28   1.84   2.93
201706   2.52   2.84   2.67   1.46   1.76   0.56
201707   4.76   3.89   3.60   3.22   2.15   1.34
201708   2.55   2.99   2.02   0.42  -0.35   0.65
201709   2.26   2.33   1.28   2.82   1.52   1.09
201710   3.10   3.02   3.11   4.81   4.33   3.96
201711   1.93   1.69   4.16   1.64   2.28   4.34
201712   3.44   3.06   3.19   2.92   0.28   0.72
201801   6.57   4.43   7.17   4.31   4.38   4.26
201802  -1.59  -1.42   0.73  -1.36  -1.44  -1.43
201803  -3.19  -1.50  -0.31  -3.32  -1.32   0.78
201804  -0.97   0.06  -2.94   0.87   0.75   0.12
201805  -1.41  -1.02   2.24  -2.17  -1.83   0.01
201806  -3.68  -2.50  -3.22  -3.38  -2.17  -1.57
201807  -0.89  -0.38  -1.56   0.54   0.32  -0.42
201808  -1.07  -1.18   1.07  -0.84  -0.85   1.53
201809   0.73   1.44   0.99   4.33   3.13   2.26
201810  -7.73  -8.36 -10.39  -7.46  -7.75 -10.93
201811   0.68   1.75   2.09  -0.15   0.59   2.59
201812  -8.86  -9.71 -13.27  -6.52  -6.02  -8.02
201901   3.97   2.96   5.90   6.02   5.23   5.53
201902   1.79   2.33   3.30  -0.68  -0.60   2.37
201903   0.02  -0.62   0.75   0.26  -0.32   1.72
201904   0.26   1.27   1.01  -0.29   2.02   2.39
201905  -3.87  -2.99  -2.68  -3.05  -3.84  -3.91
201906   2.62   2.48   1.65   2.36   3.12   2.62
201907   0.94   1.21   2.25  -0.70   0.35   1.85
201908  -2.86  -2.39  -3.83  -0.72  -0.57  -1.45
201909   4.22   3.50   3.18   4.09   4.63   3.19
201910   5.49   6.01   6.05   5.47   4.78   4.29
201911   1.43   0.96   2.92   0.82   0.37   0.93
201912   2.76   3.54   3.21   1.35   1.96   3.25
202001  -3.27  -3.13  -3.74  -1.40  -1.08  -3.02
202002 -14.40 -13.40 -14.89  -9.44  -9.98  -8.83
202003  -3.43  -3.28  -5.46  -5.48  -4.76  -5.62
202004   4.61   4.51   9.36   2.26   3.49   9.74
202005   7.29   6.79  10.64   4.86   6.74   7.08
202006  -0.47  -0.43   0.12  -2.63   0.22   1.94



  Average Equal Weighted Returns -- Monthly
               Small                 Big
          Low     2    High    Low     2    High
199007   5.79   6.17   6.72   2.82   3.08   2.66
199008 -16.70 -14.61 -17.53 -14.11 -12.89 -12.50
199009 -16.40 -16.04 -15.92 -18.58 -16.19 -17.68
199010  29.99  29.20  29.45  31.82  27.82  29.59
199011 -19.40 -18.29 -19.38 -17.25 -15.44 -15.73
199012  -1.81  -1.88  -2.74   0.91   1.40  -0.84
199101  -5.81  -7.10  -7.34  -1.38  -0.02  -1.25
199102  27.18  28.07  27.03  19.54  18.12  17.52
199103  -1.43  -0.31  -0.42  -3.94  -3.20  -3.18
199104   4.70   5.12   2.35   1.26   2.08   3.43
199105  -2.04  -2.84  -2.03  -2.06  -1.39  -1.99
199106  -5.84  -6.84  -5.64  -8.03  -7.19  -6.20
199107  -0.32  -0.12  -1.29   1.32   1.16   1.21
199108 -11.61 -11.79 -12.51  -8.80  -8.32  -9.29
199109  13.27  11.09  12.16  15.11  11.42  12.01
199110   8.62   7.68   6.82   4.76   3.75   4.44
199111 -10.30 -10.35 -11.06 -10.08  -8.59 -10.15
199112   4.56   5.16   3.24   3.96   4.22   3.46
199201  -5.93  -6.24  -6.55  -3.68  -4.15  -4.36
199202  -3.57  -5.01  -4.06  -4.43  -5.96  -6.04
199203 -12.63 -12.80 -11.97 -11.85  -9.37 -11.66
199204 -10.82 -10.77  -9.72  -8.66  -7.01  -7.19
199205  14.85  15.89  15.53  12.55  10.14  11.14
199206  -8.65  -9.92  -9.26  -9.74  -7.93  -9.84
199207  -7.31  -7.99  -8.61  -3.44  -5.13  -7.37
199208  10.73  12.03  12.55  17.05  14.51  16.05
199209   1.78   1.88   1.68  -1.52  -2.01  -2.46
199210  -7.60  -5.98  -7.21  -6.55  -5.15  -5.36
199211  -0.62  -0.94  -1.53   1.46   1.80   2.53
199212   2.08   2.52   1.52  -1.65  -1.39  -0.90
199301  -2.39  -2.76  -3.39  -1.34  -0.68  -1.21
199302   7.53   6.64   8.15   3.95   4.10   5.02
199303  16.95  16.55  17.67  16.52  15.14  17.51
199304  19.84  18.32  18.34  18.26  16.88  16.24
199305  20.14  17.82  19.91   6.98   6.06   6.61
199306  -6.26  -6.03  -6.26  -3.93  -4.83  -5.60
199307   1.15   2.58   2.69   6.47   5.95   6.05
199308   1.38   2.21   2.86   1.82   2.19   2.88
199309  -6.40  -4.41  -3.97  -5.70  -4.04  -2.33
199310 -10.40  -9.59  -8.56  -4.64  -4.11  -6.23
199311 -17.68 -15.82 -15.73 -18.92 -15.20 -15.06
199312   2.52   1.91   0.57   3.18   2.28   1.16
199401  21.29  16.93  17.80  20.38  15.89  17.15
199402   5.29   4.26   5.62   4.62   4.04   4.14
199403   4.11   4.07   3.44   0.40  -0.21  -0.42
199404   9.02   6.70   5.87   3.76   3.61   2.87
199405   2.08   0.42   0.20   2.33   1.67  -0.66
199406  13.74  11.89  10.18   7.74   6.39   7.38
199407  -3.91  -2.84  -2.82  -4.47  -3.05  -2.45
199408  -1.70  -1.84  -2.24  -0.33  -0.01  -0.73
199409  -4.79  -3.84  -3.38  -3.07  -2.34  -4.63
199410   4.52   3.05   1.68   3.17   2.30  -0.04
199411  -7.25  -6.96  -7.52  -7.08  -6.21  -6.49
199412   3.44   1.68   1.65   3.04   1.83   2.58
199501  -6.98  -3.71  -2.83  -6.79  -6.07  -2.64
199502  -4.10  -4.68  -5.62  -6.66  -4.96  -6.11
199503   6.80   6.00   5.99   7.73   8.21   7.56
199504   1.35   2.08   1.45   4.16   3.28   3.32
199505  -9.78  -7.85  -8.41  -9.14  -7.27  -7.46
199506  -5.95  -5.77  -6.54  -5.19  -3.74  -3.50
199507   6.37   5.38   4.79   8.63   5.34   5.43
199508   1.69  -0.36  -0.61   1.01  -2.36  -2.12
199509  -4.78  -4.18  -2.81  -2.81  -2.81  -1.04
199510  -2.06  -1.74  -3.07  -3.51  -3.45  -3.03
199511   7.67   4.69   3.47   5.04   3.98   2.33
199512   9.05   7.97   7.41   5.79   4.41   4.62
199601   3.00   2.27   1.90   1.55  -0.16  -0.50
199602  -2.55  -1.50  -0.88  -1.24  -0.84  -0.86
199603   3.50   1.76   1.58   3.52   2.78   2.43
199604  15.77  13.33  11.67   7.49   8.75   8.02
199605  -2.99  -2.91  -2.65  -4.42  -4.06  -4.15
199606  -2.06  -0.71  -0.10   0.52   0.31   0.10
199607  -6.43  -4.79  -4.25  -5.93  -4.64  -3.98
199608  -3.33  -3.58  -4.33  -5.10  -4.89  -4.20
199609  -1.48  -1.70  -1.87   2.33   2.18   1.38
199610  -4.89  -5.14  -6.00  -6.86  -6.66  -6.53
199611  -4.45  -2.88  -3.91  -1.79  -0.95  -0.94
199612 -12.39 -10.50 -10.34  -9.92  -8.22  -6.80
199701 -10.26  -9.20  -9.92 -11.39  -9.77  -8.67
199702  -0.62   0.04  -1.11   0.36   0.91   0.58
199703  -8.10  -6.68  -7.33  -5.61  -4.90  -5.66
199704  -3.61  -4.10  -3.29   0.33   0.34   2.17
199705  16.97  16.69  17.60  14.99  14.65  15.06
199706   2.98   3.92   3.35   3.75   3.72   3.75
199707 -13.14 -10.97 -10.63  -8.49  -6.71  -1.82
199708  -9.65  -9.61 -11.54  -9.24  -9.97 -12.36
199709 -16.83 -13.66 -13.63  -8.53  -6.59  -5.21
199710   3.45   0.75  -0.82  -1.29  -1.41  -2.46
199711 -20.29 -16.58 -18.71 -16.10 -10.37 -11.93
199712 -16.10 -14.48 -12.48 -14.63 -13.19 -12.47
199801  36.86  27.31  29.20  23.51  18.71  17.92
199802   8.56   5.98   4.06   6.00   4.42   1.32
