This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 OP/BE portfolios in Developed.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  OP/BE is operating profitability at the last fiscal year end of the prior calendar
year divided by BE as of 6 months before formation.  Firms with negative
OP are included in any portfolio.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



    Average Value Weighted Returns -- Daily
                 Small                 Big
,SMALL LoBO,ME1 BO2,SMALL HiBO,BIG LoBO,ME2 BO2,BIG HiBO
20080416   ,1.29   ,1.39   ,1.24   ,2.28   ,2.47   ,2.26
20080417   ,0.05  ,-0.01  ,-0.02  ,-0.05   ,0.06  ,-0.12
20080418   ,0.26   ,0.19   ,0.20   ,1.05   ,1.09   ,1.04
20080421   ,0.37   ,0.47   ,0.59   ,0.00   ,0.19   ,0.39
20080422  ,-0.13  ,-0.10   ,0.10  ,-0.63  ,-0.82  ,-0.59
20080423  ,-0.24  ,-0.27  ,-0.41   ,0.04   ,0.03   ,0.00
20080424  ,-0.38  ,-0.44  ,-0.61  ,-0.24  ,-0.22  ,-0.60
20080425   ,0.42   ,0.49   ,0.46   ,1.00   ,1.14   ,1.10
20080428   ,0.57   ,0.66   ,0.71   ,0.84   ,0.68   ,0.77
20080429  ,-0.46  ,-0.47  ,-0.57  ,-0.53  ,-0.77  ,-0.78
20080430   ,0.72   ,0.69   ,0.71   ,0.42   ,0.51   ,0.32
20080501  ,-0.35  ,-0.33  ,-0.44   ,0.34   ,0.09   ,0.02
20080502   ,0.26   ,0.41   ,0.40   ,0.76   ,0.89   ,1.13
20080505   ,0.72   ,0.47   ,0.77   ,0.10   ,0.24   ,0.40
20080506   ,0.55   ,0.38   ,0.46   ,0.66   ,0.34   ,0.55
20080507  ,-0.47  ,-0.20  ,-0.04  ,-0.53  ,-0.58  ,-0.45
20080508   ,0.52   ,0.48   ,0.59   ,0.30   ,0.08   ,0.46
20080509   ,0.36   ,0.08   ,0.24  ,-0.50  ,-0.43  ,-0.43
20080512   ,0.46   ,0.44   ,0.29   ,0.86   ,0.72   ,0.71
20080513  ,-0.11  ,-0.22  ,-0.35  ,-0.19  ,-0.10   ,0.05
20080514   ,0.22   ,0.32   ,0.17   ,0.59   ,0.37   ,0.42
20080515   ,0.70   ,0.63   ,0.60   ,0.86   ,0.93   ,0.86
20080516   ,0.91   ,0.67   ,0.95   ,0.55   ,0.81   ,0.99
20080519   ,0.08   ,0.14   ,0.10   ,0.15   ,0.10   ,0.30
20080520   ,0.48   ,0.33   ,0.63  ,-0.60  ,-0.58  ,-0.55
20080521   ,0.20   ,0.03   ,0.02  ,-0.77  ,-0.87  ,-0.80
20080522  ,-0.07  ,-0.31  ,-0.37  ,-0.11   ,0.10   ,0.02
20080523   ,0.10  ,-0.11   ,0.05  ,-0.51  ,-0.78  ,-0.90
20080526  ,-0.16  ,-0.47  ,-0.37  ,-0.43  ,-0.41  ,-0.49
20080527  ,-0.19  ,-0.10  ,-0.47   ,0.15   ,0.07  ,-0.07
20080528  ,-0.12  ,-0.28  ,-0.20   ,0.09   ,0.24   ,0.45
20080529  ,-0.04  ,-0.01  ,-0.18   ,0.35   ,0.31   ,0.10
20080530   ,0.68   ,0.52   ,0.62   ,0.86   ,0.87   ,0.70
20080602  ,-0.16   ,0.02   ,0.13  ,-0.43  ,-0.60  ,-0.41
20080603  ,-0.60  ,-0.73  ,-0.64  ,-0.46  ,-0.47  ,-0.45
20080604   ,0.10   ,0.08  ,-0.24  ,-0.08   ,0.18  ,-0.09
20080605   ,0.62   ,0.76   ,0.48   ,1.03   ,0.95   ,1.10
20080606   ,0.13  ,-0.12   ,0.08  ,-1.13  ,-1.11  ,-1.02
20080609  ,-1.26  ,-1.42  ,-1.53  ,-1.69  ,-1.45  ,-1.21
20080610  ,-1.38  ,-1.34  ,-1.77  ,-1.57  ,-1.37  ,-1.50
20080611  ,-0.29  ,-0.27  ,-0.23  ,-1.10  ,-1.09  ,-1.01
20080612  ,-0.79  ,-0.80  ,-0.96  ,-0.39  ,-0.55  ,-0.58
20080613   ,0.00  ,-0.09  ,-0.16   ,0.56   ,0.65   ,0.70
20080616   ,0.45   ,0.74   ,0.54   ,0.94   ,0.81   ,0.76
20080617   ,0.08   ,0.26   ,0.42  ,-0.03   ,0.17   ,0.40
20080618  ,-0.13  ,-0.19  ,-0.21  ,-0.90  ,-0.97  ,-0.93
20080619  ,-0.29  ,-0.49  ,-0.50  ,-0.60  ,-0.62  ,-0.50
20080620  ,-0.23  ,-0.27  ,-0.24  ,-1.11  ,-1.06  ,-1.24
20080623  ,-1.04  ,-1.00  ,-0.97  ,-1.51  ,-0.95  ,-0.55
20080624  ,-0.53  ,-0.58  ,-0.76  ,-0.53  ,-0.57  ,-0.94
20080625   ,0.47   ,0.43   ,0.41   ,1.24   ,1.07   ,0.97
20080626  ,-0.38  ,-0.37  ,-0.37  ,-1.64  ,-1.73  ,-1.60
20080627  ,-0.39  ,-0.52  ,-0.52  ,-0.69  ,-0.58  ,-0.34
20080630  ,-0.43  ,-0.49  ,-0.69  ,-0.65  ,-0.38  ,-0.12
20080701  ,-0.48  ,-0.54  ,-0.52  ,-0.66  ,-0.71  ,-0.83
20080702  ,-0.70  ,-1.06  ,-0.83  ,-1.23  ,-1.36  ,-1.54
20080703  ,-1.43  ,-1.54  ,-1.63  ,-1.27  ,-1.04  ,-0.97
20080704   ,0.14   ,0.05   ,0.03  ,-0.24  ,-0.40  ,-0.16
20080707  ,-0.53  ,-0.30  ,-0.26  ,-0.14   ,0.08   ,0.10
20080708  ,-0.76  ,-0.53  ,-0.86  ,-0.22  ,-0.52  ,-0.64
20080709   ,0.03   ,0.19   ,0.24   ,0.18   ,0.48   ,0.22
20080710  ,-0.24  ,-0.13  ,-0.15  ,-0.37  ,-0.40  ,-0.38
20080711   ,0.40   ,0.12   ,0.09  ,-0.85  ,-0.68  ,-0.55
20080714  ,-0.50  ,-0.41  ,-0.37  ,-0.78  ,-0.16  ,-0.08
20080715  ,-0.77  ,-0.69  ,-0.72  ,-1.25  ,-1.32  ,-1.32
20080716  ,-0.01   ,0.18  ,-0.24   ,1.42   ,1.24   ,1.11
20080717   ,0.86   ,1.04   ,1.12   ,1.92   ,1.73   ,1.39
20080718   ,0.01  ,-0.15  ,-0.09   ,0.55   ,0.15  ,-0.16
20080721   ,0.83   ,0.97   ,0.93   ,0.93   ,1.11   ,1.08
20080722  ,-0.20   ,0.15  ,-0.26   ,0.20   ,0.14  ,-0.03
20080723   ,0.23   ,0.52   ,0.60   ,0.84   ,0.89   ,0.37
20080724  ,-0.21  ,-0.11  ,-0.04  ,-1.59  ,-1.38  ,-1.48
20080725  ,-0.14  ,-0.18  ,-0.55  ,-0.32  ,-0.36  ,-0.39
20080728  ,-0.46  ,-0.29  ,-0.07  ,-0.97  ,-0.64  ,-0.45
20080729  ,-0.50  ,-0.32  ,-0.46   ,0.24   ,0.05  ,-0.09
20080730   ,0.44   ,0.57   ,0.64   ,1.55   ,1.51   ,1.55
20080731   ,0.25   ,0.24  ,-0.08   ,0.20  ,-0.37  ,-0.41
20080801  ,-0.62  ,-0.49  ,-0.85  ,-0.79  ,-1.04  ,-1.29
20080804  ,-0.82  ,-1.02  ,-1.16  ,-1.14  ,-1.17  ,-1.65
20080805  ,-0.64  ,-0.19  ,-0.28   ,0.87   ,1.36   ,0.67
20080806   ,0.13   ,0.41   ,0.40   ,1.00   ,0.89   ,1.15
20080807  ,-0.63  ,-0.74  ,-0.11  ,-1.35  ,-1.06  ,-0.95
20080808  ,-0.73  ,-0.52  ,-0.78   ,0.24   ,0.35   ,0.05
20080811  ,-0.11   ,0.22   ,0.16   ,0.64   ,0.80   ,0.64
20080812  ,-0.56  ,-0.35  ,-0.48  ,-0.51  ,-0.53  ,-0.57
20080813  ,-0.57  ,-0.48  ,-0.69  ,-0.92  ,-0.90  ,-0.71
20080814  ,-0.27  ,-0.38  ,-0.31   ,0.18   ,0.08   ,0.21
20080815  ,-0.32  ,-0.35  ,-0.37  ,-0.12  ,-0.01  ,-0.22
20080818  ,-0.27  ,-0.14   ,0.04  ,-0.53  ,-0.38  ,-0.27
20080819  ,-0.72  ,-0.76  ,-0.81  ,-1.56  ,-1.36  ,-1.15
20080820  ,-0.04   ,0.12   ,0.04   ,0.06   ,0.31   ,0.55
20080821   ,0.69   ,0.47   ,0.67   ,0.70   ,0.38   ,0.64
20080822  ,-0.36  ,-0.33  ,-0.49   ,0.50   ,0.42   ,0.28
20080825  ,-0.28  ,-0.15   ,0.12  ,-0.55  ,-0.62  ,-0.64
20080826  ,-0.40  ,-0.51  ,-0.52  ,-0.36  ,-0.25  ,-0.18
20080827   ,0.28   ,0.34   ,0.46   ,0.78   ,0.62   ,0.79
20080828   ,0.34   ,0.35   ,0.36   ,1.27   ,1.03   ,0.87
20080829   ,0.41   ,0.39   ,0.43   ,0.55   ,0.28   ,0.26
20080901  ,-0.51  ,-0.51  ,-0.57  ,-0.55  ,-0.52  ,-0.59
20080902  ,-0.78  ,-0.66  ,-0.85  ,-0.41  ,-0.45  ,-1.02
20080903  ,-0.35  ,-0.19  ,-0.28  ,-0.85  ,-0.71  ,-0.99
20080904  ,-1.75  ,-1.60  ,-1.71  ,-2.62  ,-2.80  ,-2.90
20080905  ,-0.66  ,-1.13  ,-1.13  ,-0.81  ,-1.15  ,-1.10
20080908   ,0.24   ,0.72   ,0.95   ,1.75   ,1.67   ,1.42
20080909  ,-1.51  ,-1.02  ,-1.00  ,-2.43  ,-2.29  ,-2.96
20080910  ,-1.05  ,-0.74  ,-0.70  ,-0.60  ,-0.36  ,-0.25
20080911  ,-0.50  ,-0.51  ,-0.34  ,-0.50  ,-0.22   ,0.18
20080912   ,1.19   ,0.91   ,1.23   ,1.91   ,1.47   ,2.01
20080915  ,-1.80  ,-1.21  ,-1.17  ,-2.86  ,-2.35  ,-2.79
20080916  ,-2.25  ,-1.77  ,-2.35  ,-1.81  ,-1.37  ,-1.54
20080917  ,-0.81  ,-0.59  ,-0.28  ,-2.23  ,-1.94  ,-2.02
20080918   ,0.37   ,0.14  ,-0.07   ,1.64   ,0.99   ,0.94
20080919   ,3.55   ,2.97   ,2.98   ,6.69   ,5.45   ,5.56
20080922   ,1.01   ,0.78   ,1.38  ,-0.80  ,-0.57  ,-0.13
20080923  ,-1.30  ,-1.29  ,-1.49  ,-2.05  ,-1.84  ,-1.99
20080924  ,-0.42  ,-0.59  ,-0.56  ,-0.20  ,-0.61  ,-0.82
20080925   ,0.12   ,0.01  ,-0.17   ,0.84   ,0.85   ,0.65
20080926  ,-0.79  ,-0.78  ,-0.99  ,-1.48  ,-1.26  ,-1.50
20080929  ,-3.66  ,-3.22  ,-3.37  ,-7.04  ,-6.02  ,-6.22
20080930  ,-1.81  ,-1.44  ,-2.26   ,1.32   ,0.95   ,0.67
20081001  ,-0.33  ,-0.49  ,-0.58   ,0.11  ,-0.56  ,-0.91
20081002  ,-2.29  ,-2.13  ,-2.70  ,-3.77  ,-3.63  ,-4.36
20081003  ,-1.15  ,-1.48  ,-1.44  ,-1.20  ,-1.09  ,-1.19
20081006  ,-5.89  ,-5.05  ,-5.64  ,-6.53  ,-6.11  ,-6.13
20081007  ,-2.98  ,-2.85  ,-2.86  ,-3.69  ,-3.02  ,-3.08
20081008  ,-4.55  ,-4.52  ,-5.04  ,-4.16  ,-3.86  ,-4.00
20081009  ,-1.48  ,-1.47  ,-1.27  ,-3.21  ,-3.14  ,-2.92
20081010  ,-4.90  ,-4.06  ,-4.87  ,-5.16  ,-5.19  ,-5.40
20081013   ,5.26   ,4.42   ,4.69   ,8.60   ,8.98   ,9.31
20081014   ,3.87   ,3.69   ,4.67   ,4.18   ,3.20   ,3.12
20081015  ,-3.54  ,-3.21  ,-3.08  ,-6.39  ,-6.67  ,-7.21
20081016  ,-0.97  ,-1.42  ,-1.75  ,-2.29  ,-1.91  ,-1.59
20081017  ,-0.03  ,-0.23  ,-0.31   ,0.91   ,0.85   ,0.80
20081020   ,1.36   ,1.24   ,1.29   ,3.61   ,3.73   ,3.91
20081021  ,-1.48  ,-0.96  ,-0.69  ,-1.52  ,-1.41  ,-1.59
20081022  ,-3.06  ,-3.00  ,-2.67  ,-5.99  ,-6.07  ,-6.18
20081023  ,-1.66  ,-1.53  ,-1.63  ,-2.13  ,-1.27  ,-1.54
20081024  ,-4.52  ,-4.08  ,-4.64  ,-5.36  ,-5.16  ,-5.39
20081027  ,-3.60  ,-3.61  ,-3.90  ,-5.19  ,-4.89  ,-4.52
20081028   ,1.96   ,1.24   ,1.13   ,4.69   ,5.14   ,5.61
20081029   ,4.05   ,3.36   ,3.94   ,6.25   ,5.25   ,5.52
20081030   ,2.72   ,2.63   ,2.96   ,4.76   ,4.36   ,4.65
20081031   ,1.08   ,1.23   ,1.25   ,0.96   ,0.41   ,0.60
20081103   ,1.41   ,1.23   ,0.97   ,1.33   ,1.22   ,0.93
20081104   ,3.62   ,3.04   ,3.39   ,5.76   ,5.53   ,5.59
20081105  ,-0.24   ,0.09   ,0.33  ,-1.60  ,-1.61  ,-2.08
20081106  ,-3.07  ,-3.07  ,-3.35  ,-6.21  ,-6.00  ,-6.20
20081107   ,0.29  ,-0.07  ,-0.01   ,0.92   ,1.01   ,0.93
20081110   ,0.06   ,0.33   ,0.64   ,0.20   ,0.70   ,0.80
20081111  ,-2.54  ,-2.40  ,-2.48  ,-4.10  ,-3.90  ,-4.33
20081112  ,-2.47  ,-1.99  ,-1.96  ,-4.37  ,-4.09  ,-4.29
20081113   ,0.82   ,0.36   ,0.21   ,2.49   ,2.56   ,2.64
20081114  ,-1.32  ,-1.29  ,-1.25  ,-2.10  ,-2.05  ,-2.24
20081117  ,-0.72  ,-0.46  ,-0.56  ,-1.78  ,-1.44  ,-1.84
20081118  ,-1.09  ,-1.38  ,-1.48  ,-1.31  ,-1.01  ,-1.15
20081119  ,-2.82  ,-2.69  ,-2.65  ,-5.40  ,-4.62  ,-5.20
20081120  ,-4.36  ,-3.68  ,-3.81  ,-6.16  ,-5.94  ,-6.33
20081121   ,1.05   ,0.94   ,0.91   ,2.60   ,3.05   ,3.49
20081124   ,3.35   ,3.03   ,3.20   ,7.37   ,6.12   ,7.12
20081125   ,1.20   ,1.54   ,1.52   ,2.26   ,2.11   ,2.56
20081126   ,0.99   ,0.90   ,0.28   ,2.59   ,1.41   ,2.09
20081127   ,1.01   ,0.90   ,0.89   ,1.92   ,1.64   ,1.66
20081128   ,0.58   ,0.48   ,0.61   ,1.04   ,0.67   ,0.58
20081201  ,-2.82  ,-2.64  ,-2.30  ,-5.88  ,-5.89  ,-6.38
20081202   ,0.48   ,0.44   ,0.09   ,1.20   ,1.18   ,1.25
20081203   ,0.22   ,0.47   ,0.33   ,1.31   ,1.04   ,0.97
20081204  ,-0.76  ,-0.58  ,-0.88  ,-1.39  ,-1.60  ,-1.96
20081205   ,0.08   ,0.00  ,-0.21   ,0.58   ,0.05  ,-0.17
20081208   ,2.80   ,3.16   ,2.87   ,5.11   ,5.46   ,6.02
20081209  ,-0.56  ,-0.31  ,-0.33   ,0.14   ,0.07   ,0.27
20081210   ,0.99   ,1.33   ,1.06   ,1.79   ,2.11   ,2.79
20081211   ,1.24   ,0.69   ,1.10  ,-0.01  ,-0.15  ,-0.02
20081212  ,-0.03  ,-0.28  ,-0.57  ,-0.56  ,-1.03  ,-1.17
20081215   ,1.13   ,1.17   ,1.27   ,0.91   ,1.04   ,1.07
20081216   ,2.66   ,2.70   ,2.57   ,3.75   ,3.23   ,3.64
20081217   ,1.37   ,1.44   ,1.45   ,1.46   ,1.48   ,1.67
20081218  ,-1.84  ,-1.86  ,-1.67  ,-0.81  ,-1.45  ,-2.20
20081219  ,-0.93  ,-0.86  ,-0.97  ,-0.45  ,-0.80  ,-0.55
20081222  ,-0.43  ,-0.64  ,-0.69  ,-1.84  ,-1.53  ,-1.82
20081223  ,-0.11  ,-0.55  ,-0.63  ,-0.58  ,-0.43  ,-0.76
20081224   ,0.61   ,0.32   ,0.27   ,0.06   ,0.11   ,0.20
20081225   ,0.15   ,0.18   ,0.15   ,0.23   ,0.17   ,0.16
20081226   ,0.12   ,0.33   ,0.26   ,0.51   ,0.53   ,0.60
20081229   ,0.57   ,0.43   ,0.59   ,0.63   ,0.50   ,0.60
20081230   ,2.11   ,1.77   ,1.85   ,2.56   ,2.48   ,2.38
20081231   ,1.69   ,0.94   ,0.77   ,1.26   ,0.74   ,1.67
20090101   ,0.21   ,0.16   ,0.21   ,0.15   ,0.16   ,0.17
20090102   ,2.31   ,1.45   ,1.53   ,2.70   ,2.77   ,2.85
20090105   ,1.45   ,0.65   ,0.81   ,0.78   ,0.61   ,0.99
20090106   ,2.43   ,1.52   ,1.36   ,2.59   ,1.76   ,2.77
20090107   ,0.56   ,0.52   ,0.53  ,-1.29  ,-0.90  ,-1.23
20090108   ,0.84   ,0.17   ,0.22  ,-0.11  ,-0.28  ,-0.21
20090109  ,-0.52  ,-1.07  ,-0.92  ,-1.03  ,-1.80  ,-1.79
20090112  ,-1.37  ,-1.15  ,-1.32  ,-2.61  ,-2.12  ,-2.56
20090113  ,-1.38  ,-1.62  ,-2.07  ,-1.46  ,-1.70  ,-1.72
20090114  ,-1.10  ,-1.33  ,-1.13  ,-3.12  ,-2.87  ,-2.88
20090115  ,-0.53  ,-0.61  ,-0.62  ,-0.66  ,-0.91  ,-0.45
20090116   ,1.20   ,1.10   ,0.76   ,1.70   ,1.36   ,1.50
20090119  ,-0.75  ,-0.85  ,-1.01  ,-1.32  ,-1.25  ,-0.84
20090120  ,-3.01  ,-2.65  ,-2.89  ,-4.69  ,-4.49  ,-4.13
20090121   ,1.10   ,0.88   ,1.20   ,2.66   ,2.26   ,2.10
20090122  ,-0.76  ,-0.70  ,-0.68  ,-1.30  ,-1.09  ,-1.18
20090123  ,-0.27  ,-0.82  ,-0.81   ,0.13  ,-0.47  ,-0.19
20090126   ,1.07   ,0.93   ,1.07   ,1.42   ,1.97   ,1.65
20090127   ,0.55   ,0.74   ,0.61   ,1.14   ,1.16   ,1.45
20090128   ,1.22   ,1.02   ,1.08   ,3.15   ,2.84   ,2.50
20090129  ,-1.12  ,-1.33  ,-1.17  ,-2.49  ,-2.41  ,-2.45
20090130  ,-0.50  ,-0.85  ,-0.99  ,-1.53  ,-1.77  ,-1.80
20090202  ,-0.48  ,-0.42  ,-0.58  ,-1.55  ,-1.41  ,-1.66
20090203   ,0.99   ,0.66   ,1.00   ,0.99   ,1.53   ,1.98
20090204  ,-0.26  ,-0.17  ,-0.16   ,0.39   ,0.80   ,1.31
20090205   ,0.33   ,0.00  ,-0.04   ,0.48   ,0.33   ,0.81
20090206   ,1.96   ,1.40   ,1.63   ,3.27   ,2.97   ,3.29
20090209   ,0.76   ,0.27   ,0.58   ,0.66   ,0.76   ,0.78
20090210  ,-1.67  ,-1.54  ,-1.57  ,-3.20  ,-3.16  ,-3.48
20090211   ,0.12  ,-0.19  ,-0.28   ,0.41  ,-0.07  ,-0.03
20090212  ,-0.46  ,-0.55  ,-0.68  ,-0.96  ,-0.88  ,-0.72
20090213   ,0.47   ,0.22   ,0.31  ,-0.07   ,0.02   ,0.31
20090216  ,-0.30  ,-0.22  ,-0.34  ,-0.57  ,-0.83  ,-0.57
20090217  ,-2.44  ,-2.52  ,-2.60  ,-4.51  ,-4.35  ,-4.40
20090218  ,-0.79  ,-0.87  ,-1.20  ,-1.21  ,-1.20  ,-1.28
20090219   ,0.10  ,-0.07   ,0.12  ,-0.87  ,-0.09   ,0.35
20090220  ,-0.61  ,-0.65  ,-0.52  ,-1.69  ,-1.80  ,-1.72
20090223  ,-1.68  ,-2.00  ,-1.79  ,-2.69  ,-2.71  ,-2.80
20090224   ,0.25   ,0.24  ,-0.06   ,1.90   ,1.25   ,1.50
20090225  ,-0.98  ,-0.76  ,-0.71  ,-0.92  ,-0.70  ,-0.53
20090226   ,0.21  ,-0.31  ,-0.12   ,0.43   ,0.32   ,0.06
20090227  ,-0.36  ,-0.26  ,-0.19  ,-1.34  ,-1.15  ,-0.69
20090302  ,-2.70  ,-2.73  ,-2.64  ,-4.89  ,-5.25  ,-5.35
20090303  ,-1.15  ,-1.21  ,-1.03  ,-1.79  ,-1.29  ,-0.72
20090304   ,1.50   ,1.51   ,1.42   ,3.21   ,3.43   ,3.96
20090305  ,-1.79  ,-1.74  ,-1.21  ,-3.66  ,-3.75  ,-3.04
20090306  ,-0.02  ,-0.42  ,-0.45  ,-1.29  ,-0.82  ,-1.15
20090309  ,-1.49  ,-1.72  ,-1.81  ,-1.64  ,-1.30  ,-1.13
20090310   ,2.25   ,2.24   ,1.80   ,5.32   ,5.26   ,4.99
20090311   ,1.25   ,1.17   ,1.38   ,2.04   ,1.85   ,1.75
20090312   ,1.84   ,1.57   ,1.27   ,2.65   ,1.91   ,1.68
20090313   ,1.20   ,0.93   ,1.02   ,1.26   ,1.35   ,1.40
20090316   ,1.04   ,1.17   ,1.40   ,1.28   ,1.67   ,1.65
20090317   ,1.31   ,1.17   ,1.39   ,2.40   ,1.60   ,1.76
20090318   ,3.00   ,3.05   ,3.24   ,3.93   ,3.13   ,2.68
20090319   ,1.79   ,1.48   ,1.84   ,1.66   ,1.45   ,1.68
20090320  ,-0.30  ,-0.81  ,-0.45  ,-1.61  ,-1.29  ,-1.42
20090323   ,3.05   ,3.05   ,2.69   ,5.81   ,5.09   ,4.91
20090324  ,-0.09  ,-0.46   ,0.06  ,-0.55  ,-0.83  ,-0.72
20090325   ,1.68   ,1.26   ,1.11   ,1.07   ,1.00   ,0.89
20090326   ,1.57   ,1.47   ,1.34   ,2.34   ,1.83   ,2.03
20090327  ,-0.58  ,-0.79  ,-0.45  ,-1.62  ,-1.58  ,-1.56
20090330  ,-1.33  ,-1.80  ,-1.57  ,-4.49  ,-4.06  ,-3.94
20090331   ,0.89   ,0.41   ,0.46   ,1.51   ,1.40   ,1.17
20090401   ,1.21   ,1.05   ,1.25   ,1.97   ,2.06   ,2.05
20090402   ,3.11   ,3.40   ,3.31   ,4.97   ,5.33   ,5.29
20090403   ,0.98   ,0.83   ,1.10   ,1.13   ,1.39   ,1.16
20090406   ,0.15   ,0.14   ,0.44  ,-0.64  ,-0.63  ,-0.63
20090407  ,-0.59  ,-1.01  ,-0.66  ,-2.09  ,-1.99  ,-2.16
20090408   ,0.70   ,0.50   ,0.37   ,0.84   ,0.60   ,0.50
20090409   ,2.13   ,2.23   ,2.01   ,3.75   ,3.53   ,3.73
20090410   ,0.10   ,0.17   ,0.30   ,0.17   ,0.26   ,0.25
20090413   ,1.28   ,1.25   ,1.27   ,1.37   ,1.07   ,0.88
20090414   ,0.81   ,1.21   ,0.94   ,0.17   ,0.13  ,-0.02
20090415   ,1.31   ,1.15   ,0.73   ,0.78   ,0.31   ,0.21
20090416   ,1.05   ,1.17   ,1.03   ,1.64   ,1.44   ,1.73
20090417   ,0.93   ,0.79   ,0.71   ,0.97   ,1.16   ,1.55
20090420  ,-1.43  ,-1.51  ,-1.31  ,-3.77  ,-3.75  ,-3.87
20090421   ,0.96   ,0.54   ,0.25   ,1.05   ,0.93   ,1.25
20090422   ,0.63   ,0.54   ,0.65   ,0.78   ,0.88   ,1.13
20090423   ,1.29   ,1.03   ,1.17   ,1.22   ,0.89   ,1.24
20090424   ,1.89   ,1.58   ,1.48   ,2.16   ,2.16   ,2.29
20090427  ,-0.58  ,-0.74  ,-0.98  ,-1.48  ,-1.09  ,-1.38
20090428   ,0.22  ,-0.20  ,-0.17  ,-0.78  ,-0.81  ,-1.05
20090429   ,2.14   ,1.95   ,1.88   ,2.79   ,2.77   ,2.48
20090430   ,0.87   ,0.81   ,1.02   ,1.25   ,1.10   ,1.25
20090501   ,0.78   ,0.46   ,0.94   ,0.54   ,0.87   ,1.06
20090504   ,2.47   ,2.73   ,2.49   ,4.26   ,3.72   ,3.64
20090505   ,0.94   ,0.72   ,0.90   ,0.52   ,0.24   ,0.37
20090506   ,1.60   ,1.76   ,1.37   ,1.81   ,1.47   ,1.28
20090507   ,0.89   ,0.49   ,0.80  ,-0.24  ,-0.15  ,-0.22
20090508   ,3.22   ,3.00   ,3.04   ,3.57   ,3.20   ,2.84
20090511   ,0.21  ,-0.13   ,0.05  ,-1.36  ,-1.68  ,-1.86
20090512   ,0.88   ,0.45   ,0.43  ,-0.52  ,-0.27  ,-0.21
20090513  ,-1.04  ,-1.26  ,-1.13  ,-3.01  ,-2.99  ,-2.90
20090514   ,0.20   ,0.08  ,-0.17   ,0.35   ,0.50   ,0.41
20090515   ,0.17   ,0.11   ,0.15  ,-0.09  ,-0.25   ,0.24
20090518   ,1.64   ,1.13   ,1.08   ,2.19   ,2.16   ,2.05
20090519   ,1.38   ,1.36   ,1.59   ,1.81   ,1.98   ,1.77
20090520   ,1.67   ,1.43   ,1.44   ,1.20   ,1.25   ,1.05
20090521   ,0.20   ,0.00   ,0.10  ,-1.04  ,-1.30  ,-1.29
20090522   ,0.86   ,0.29   ,0.41   ,0.17   ,0.21   ,0.33
20090525   ,0.58   ,0.69   ,0.56   ,0.51   ,0.13   ,0.17
20090526   ,0.93   ,1.07   ,0.89   ,1.03   ,1.16   ,1.43
20090527  ,-0.21  ,-0.13  ,-0.12  ,-0.20  ,-0.48  ,-0.43
20090528   ,0.41   ,0.33   ,0.33   ,0.30   ,0.33   ,0.25
20090529   ,2.10   ,2.08   ,2.13   ,1.88   ,1.85   ,2.19
20090601   ,1.73   ,1.89   ,1.90   ,2.52   ,2.87   ,3.01
20090602   ,1.16   ,1.17   ,1.44   ,0.68   ,1.00   ,1.24
20090603  ,-1.03  ,-0.42  ,-0.79  ,-1.97  ,-1.95  ,-2.12
20090604   ,0.91   ,0.54   ,0.32   ,0.68   ,0.56   ,0.29
20090605  ,-0.42  ,-0.64  ,-0.70  ,-0.74  ,-0.57  ,-0.61
20090608   ,0.30  ,-0.16  ,-0.01  ,-0.61  ,-0.78  ,-0.61
20090609   ,1.16   ,0.97   ,1.12   ,1.07   ,1.11   ,1.34
20090610   ,0.43   ,0.42   ,0.65   ,0.65   ,0.58   ,0.67
20090611   ,1.80   ,1.05   ,1.40   ,1.68   ,1.25   ,1.28
20090612  ,-0.25  ,-0.37  ,-0.21  ,-0.46  ,-0.47  ,-0.57
20090615  ,-1.18  ,-1.26  ,-1.07  ,-2.57  ,-2.66  ,-2.46
20090616  ,-0.67  ,-0.73  ,-0.68  ,-1.36  ,-1.13  ,-1.23
20090617   ,0.10   ,0.26   ,0.19  ,-0.84  ,-0.65  ,-0.76
20090618  ,-0.16  ,-0.46  ,-0.54  ,-0.21   ,0.02  ,-0.21
20090619   ,0.68   ,0.52   ,0.45   ,0.98   ,0.94   ,0.70
20090622  ,-1.74  ,-1.35  ,-1.35  ,-2.94  ,-2.78  ,-3.15
20090623  ,-0.30  ,-0.20  ,-0.11   ,0.09  ,-0.02   ,0.05
20090624  ,-0.02   ,0.15   ,0.12   ,1.20   ,1.05   ,1.01
20090625   ,1.23   ,1.08   ,1.09   ,1.56   ,1.50   ,1.76
20090626   ,1.26   ,1.35   ,1.23   ,0.91   ,0.87   ,0.99
20090629   ,0.02   ,0.21  ,-0.11   ,0.48   ,0.60   ,0.53
20090630  ,-0.29  ,-0.08   ,0.09  ,-0.30  ,-0.40  ,-0.40
20090701   ,0.88   ,0.97   ,0.94   ,0.92   ,1.10   ,1.04
20090702  ,-1.13  ,-1.19  ,-1.09  ,-2.33  ,-2.25  ,-2.31
20090703  ,-0.02  ,-0.06  ,-0.08  ,-0.21  ,-0.31  ,-0.21
20090706  ,-0.46  ,-0.31  ,-0.59  ,-0.89  ,-0.69  ,-0.90
