This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 D/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  D/P is the total dividends paid from July of t-1 to June of t per dollar of equity in June of t.
Firms with negative or zero
D/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
196510   6.83   5.91   4.64   2.96   1.52   4.73
196511   5.56   3.97   2.61   1.77  -1.05  -2.60
196512   4.11   3.01   3.58   1.50   0.45   1.52
196601   5.82   5.16   5.60   0.88  -0.08   1.75
196602   3.04   2.60   1.91  -0.47  -2.02  -1.72
196603  -1.70  -1.57  -3.05  -0.31  -3.16  -4.18
196604   6.59   5.22   3.45   3.59   1.68  -1.19
196605 -10.37  -9.19  -7.28  -4.50  -4.25  -6.15
196606   0.81   0.11  -0.69  -1.05  -1.58  -1.44
196607  -1.14  -0.90  -0.69  -2.32  -0.68  -0.38
196608 -11.45  -9.78  -7.77  -7.95  -6.87  -6.83
196609  -1.99  -1.08  -0.81  -2.23   0.75   0.07
196610  -2.19   0.92   0.41   2.46   7.67   4.76
196611   8.75   2.69  -0.20   7.41  -1.20  -3.73
196612   4.25   1.43   0.78  -0.45   1.00   0.52
196701  17.63  13.95  14.97   7.87   6.18  10.19
196702   3.94   2.62   1.81   3.17  -0.12  -1.41
196703   7.25   7.15   3.75   4.81   3.34   4.25
196704   5.27   4.15   2.52   6.07   2.48   3.82
196705  -1.30  -0.89  -1.71  -5.00  -3.76  -3.73
196706   9.64   7.33   5.16   2.64   1.90   0.46
196707   7.33   9.44   7.18   3.68   4.16   6.14
196708  -1.18   0.91   1.46  -0.96  -0.89   0.04
196709   6.78   5.32   3.31   3.92   2.41   2.95
196710  -2.74  -2.10  -3.29   0.33  -4.55  -4.63
196711   2.09   0.59  -0.18   2.32   0.00  -0.54
196712   9.73   6.87   5.26   2.52   3.02   2.51
196801  -2.03   0.96   4.57  -7.51  -2.25  -0.24
196802  -6.44  -3.82  -1.86  -3.80  -2.66  -1.52
196803  -1.74  -0.29  -0.90   3.56  -0.97  -0.60
196804  17.92  12.29  10.56  11.81   6.56   6.45
196805   9.54   8.02   6.35   3.72   0.52   0.71
196806   0.21   1.30   3.54  -0.78   2.89   2.31
196807  -4.58  -2.85  -0.23  -5.77  -1.24   1.02
196808   4.40   5.01   1.63   1.53   1.74   1.44
196809   7.11   6.58   4.88   2.39   5.43   4.06
196810   0.63   2.32   2.95  -2.21   1.98   2.97
196811   8.02   7.69   6.41   6.70   5.47   4.45
196812  -1.10  -1.14   0.22  -4.91  -3.83  -3.27
196901  -1.10  -1.39   0.30  -2.00  -0.74   0.60
196902  -9.27  -7.06  -5.64  -4.36  -5.09  -4.12
196903   3.75   2.48   0.34   4.20   2.73   2.68
196904   1.76   0.69  -0.18   3.24   1.76   1.39
196905   1.10  -0.37   0.13  -0.29   0.36   1.01
196906 -12.73 -10.48  -8.55  -3.05  -7.15  -6.61
196907 -10.67  -9.05  -5.98  -5.07  -7.65  -5.48
196908   8.82   5.13   1.47   7.57   4.53   2.18
196909  -0.08  -1.01  -3.29  -0.78  -3.84  -3.42
196910   9.07   7.05   6.27   6.26   5.06   3.76
196911  -4.87  -5.12  -4.12  -1.95  -3.85  -3.54
196912  -3.27  -5.37  -4.89   0.47  -1.70  -3.26
197001  -6.90  -4.10  -0.50  -8.05  -9.35  -4.83
197002   3.53   3.53   4.82   4.15   7.08   7.01
197003  -3.13  -1.02   1.66  -2.70   0.64   2.82
197004 -18.69 -12.57  -8.37 -11.05  -9.50  -6.93
197005 -12.28  -9.03  -7.10  -8.65  -5.31  -3.03
197006  -7.17  -6.43  -4.30  -6.56  -2.42  -5.55
197007   8.38   9.34   5.56   4.27   9.91   9.42
197008   5.76   5.36   7.34   4.25   4.20   6.82
197009  12.21  10.02   7.45   6.80   1.42   1.52
197010  -4.67  -4.77  -4.27  -0.56  -1.92  -1.08
197011   2.09   2.69   3.37   5.06   4.92   7.24
197012   9.87  10.03  10.42   4.90   7.17   6.29
197101   9.52  12.11  10.00   4.80   5.02   2.49
197102   4.39   2.82   2.41   2.24   0.57   1.59
197103   8.27   5.32   4.53   5.83   2.84   2.81
197104   4.71   3.32   3.58   3.89   3.10   3.55
197105  -3.71  -4.68  -5.10  -2.67  -4.11  -4.13
197106   0.54  -1.11  -1.72   1.02   0.72  -0.60
197107  -4.97  -4.01  -2.50  -4.73  -3.44  -2.83
197108   4.36   4.64   3.87   5.21   6.27  -0.37
197109   0.49  -0.64  -1.96   0.42  -0.79  -1.11
197110  -6.41  -4.49  -4.08  -3.83  -4.71  -2.29
197111  -2.28  -2.88  -1.60   1.20  -0.21  -0.29
197112  12.08  11.80   9.18  10.02   7.62   8.21
197201   7.85   6.08   6.76   3.28   1.05   0.80
197202   5.49   3.34   0.57   5.88   1.75   0.15
197203   0.79  -0.05   0.11   1.76   1.99  -2.07
197204   1.00   1.88   0.02   1.25   0.95  -1.11
197205  -0.56  -1.83  -1.92   4.20  -0.60   1.32
197206  -3.25  -2.41  -1.75  -0.81  -3.32  -2.15
197207  -3.85  -2.68  -0.19   1.37  -1.42  -0.41
197208  -0.65   2.47   2.93   0.23   6.18   7.87
197209  -3.20  -3.32  -1.23   0.07  -2.07   0.55
197210  -3.16  -0.64   2.11   0.62   0.78   2.24
197211   5.52   6.25   7.01   1.91   7.25   7.75
197212  -0.15  -1.18  -0.60   3.06   0.23  -0.50
197301  -5.83  -5.13  -3.14  -1.31  -5.39   0.09
197302 -10.29  -7.19  -3.29  -2.25  -4.64  -4.57
197303  -3.94  -2.23  -0.95  -0.87  -1.26   1.02
197304  -8.83  -4.93  -2.71  -6.16  -4.97  -0.31
197305  -9.32  -7.66  -3.76  -0.37  -1.81  -2.59
197306  -4.29  -2.91  -1.33  -0.25  -2.36   0.33
197307  15.77  12.42   4.75   6.28   3.10   1.65
197308  -4.57  -5.48  -3.72  -3.26  -2.75  -2.88
197309   9.77  12.40   7.34   1.14   9.59   7.92
197310   0.68  -1.48  -0.38   0.92  -0.87  -2.35
197311 -22.09 -19.47 -12.60 -10.81 -11.32 -11.85
197312  -1.84  -1.43  -1.75  -1.41   6.17   2.06
197401   8.28  11.67   9.95  -2.51  -0.66   6.24
197402  -0.37   1.40   2.16  -0.83   0.83   1.56
197403   0.67   0.07  -0.24  -1.81  -2.97  -2.60
197404  -6.22  -3.19  -4.78  -3.63  -4.64  -6.62
197405  -8.21  -6.78  -7.05  -1.48  -5.16  -3.13
197406  -2.53  -1.33  -2.40  -1.16  -1.58  -3.38
197407  -6.37  -3.79  -2.00 -10.66  -3.98  -3.18
197408  -9.57  -8.45  -6.94  -9.82  -8.06  -6.31
197409  -9.73  -6.17  -5.16 -14.84  -7.54  -5.30
197410  12.12   7.25   5.55  21.88  16.13   7.02
197411  -4.20  -4.71  -3.57  -4.26  -3.88  -3.08
197412  -6.90  -4.90  -5.69  -4.08   0.47  -1.26
197501  25.44  23.87  25.64  10.01  13.21  21.41
197502   5.47   3.82   1.17   9.70   2.82   1.52
197503   7.39   6.03   4.01   3.15   2.87   0.59
197504   5.80   3.58   1.00   5.32   5.13   0.71
197505   8.76   5.47   4.07   5.42   4.35   7.59
197506   5.50   6.07   7.66   3.51   6.24   7.98
197507  -3.40  -1.88  -1.16  -8.65  -4.36  -4.07
197508  -5.26  -4.43  -3.03  -2.54  -1.75  -1.53
197509  -5.10  -2.38  -2.21  -4.81  -3.08  -1.85
197510   2.27   2.89   2.48   6.84   5.72   5.89
197511   1.69   3.66   3.04   3.15   3.15   3.48
197512  -0.96  -0.47  -0.78  -2.62  -0.14   0.65
197601  18.34  17.59  15.27  11.67  12.57  11.39
197602   9.63   7.93   5.20  -2.23   2.29   0.43
197603   0.48   1.81   1.24   2.96   2.38   2.81
197604  -2.21  -0.21   0.47  -2.42  -0.35   1.16
197605  -1.98  -1.81  -1.21  -1.46   0.87  -1.91
197606   3.97   3.61   2.55   5.02   4.16   4.53
197607  -1.60   1.04   2.25  -1.44  -1.01   1.37
197608  -2.24  -0.72   0.32  -0.55  -0.78   3.22
197609   3.60   2.36   2.66   1.92   2.83   2.86
197610  -2.51  -1.31  -0.25  -2.96  -2.02  -0.24
197611   4.63   3.14   3.15  -0.71   0.20   2.54
197612   9.52   9.51   8.49   4.05   7.28   6.11
197701   1.40   1.05   2.61  -7.30  -4.22   0.42
197702  -0.73   0.76  -0.51  -1.95  -1.46  -1.42
197703   1.29   0.26   0.33  -1.43  -1.12  -0.75
197704   1.85   2.39   0.89  -1.67   1.32   2.21
197705  -0.04   0.36   0.20  -2.29  -1.59   1.03
197706   7.65   5.42   4.03   6.35   3.99   3.83
197707  -0.47   1.05   1.35  -2.04  -1.59  -0.82
197708  -0.37  -0.21  -0.87   0.32  -1.07  -3.04
197709   2.56   1.11   0.66  -0.15  -1.11   1.56
197710  -3.41  -1.55  -0.66  -4.82  -3.88  -3.56
197711   9.50   7.53   4.63   5.56   4.28   2.43
197712   3.40   1.35   1.00   0.75   0.30   0.76
197801  -4.97  -2.82  -1.30  -7.24  -6.25  -4.50
197802   2.83   1.84   1.33  -2.44  -2.06   0.26
197803   7.17   6.01   4.04   3.22   2.43   2.95
197804   9.70   8.01   4.90  11.65  10.48   3.62
197805   7.76   5.58   2.32   3.51   1.91  -0.23
197806   0.48   0.22   0.47  -0.49  -1.93  -1.72
197807   7.22   4.73   3.33   7.40   6.52   3.19
197808   8.22   7.96   5.96   4.56   3.71   2.94
197809  -1.72  -0.68   0.77  -2.55  -1.60   1.51
197810 -21.73 -16.84 -12.11 -12.43  -9.83  -7.58
197811   8.17   4.49   1.99   4.13   2.57   2.80
197812   3.61   1.87   0.83   2.66   2.25   0.08
197901   7.87   8.23   6.33   2.40   5.00   5.04
197902  -2.63  -2.27  -0.77  -4.87  -3.08  -1.67
197903  10.53   8.01   4.85   6.88   6.31   4.74
197904   2.74   2.70   1.50   1.00   0.48   0.10
197905  -1.61  -1.38   0.21  -2.30  -1.45  -0.94
197906   5.79   5.43   4.85   5.56   3.65   4.55
197907   2.26   3.12   4.07   2.78   0.91   1.18
197908   8.62   7.56   5.74   8.01   6.37   4.09
197909   0.20  -0.75  -1.57   1.25  -0.03  -0.66
197910 -10.38 -10.34  -9.83  -6.05  -7.16  -6.42
197911  10.41   5.57   4.77   9.31   5.82   3.22
197912   7.26   5.48   2.51   4.41   2.75  -0.97
198001   7.88   6.61   4.69   8.09   6.23   3.50
198002  -1.42  -2.78  -4.39  -0.83   0.27  -0.65
198003 -18.84 -15.66 -12.75 -12.66 -10.71  -7.55
198004   6.52   5.28   7.33   4.52   3.97   6.73
198005   8.68   7.81   7.95   5.70   5.67   5.88
198006   5.23   4.45   4.00   4.22   3.72   2.20
198007  12.09  10.07   5.39   7.89   6.84   3.39
198008   6.57   4.81   1.99   3.52   0.54   1.61
198009   4.20   3.00   1.02   7.57   1.86  -1.15
198010   4.15   2.34   0.41   4.34   0.97  -0.52
198011   8.94   4.02   1.40  17.88  10.59   2.49
198012  -3.85  -1.45  -0.13  -5.78  -2.70  -0.07
198101  -2.05   1.00   3.16  -8.90  -3.97   1.72
198102   1.03   2.63   2.19   1.14   2.86   1.43
198103   8.96   7.72   6.00   3.87   3.43   4.24
198104   3.84   3.88   2.68  -4.37  -1.69   1.51
198105   4.09   2.05   1.34   0.04  -0.23   2.36
198106  -2.95   1.25   2.00  -1.82   0.10   1.10
198107  -2.98  -1.79  -1.13   1.70   0.22  -0.84
198108  -8.50  -4.89  -3.23  -7.14  -6.07  -2.82
198109  -8.43  -6.00  -3.70  -7.16  -6.55  -2.49
198110   8.76   6.13   5.67  10.84   4.68   3.21
198111   3.11   5.20   5.24   3.38   5.52   5.04
198112  -1.89  -0.26  -0.85  -4.06  -2.65  -2.16
198201  -4.88  -3.42   0.04  -3.55  -3.83   0.65
198202  -5.07  -3.18  -0.71  -7.69  -5.87  -1.86
198203  -1.41  -0.40   1.51  -2.18  -0.71   0.48
198204   6.58   4.94   3.94   5.82   4.59   2.82
198205  -3.32  -0.95  -1.34  -5.12  -2.05  -1.84
198206  -2.48  -1.81  -0.99  -3.05  -1.55  -1.58
198207  -0.78  -0.69  -0.70  -1.67  -1.68  -3.16
198208   8.54   8.51   8.82  11.31  12.26  13.33
198209   3.55   5.21   4.97   2.17   2.34   0.29
198210  14.42  12.08  11.06  12.99  12.02   8.42
198211  10.26   8.19   7.15   6.85   4.61   1.96
198212   2.40   0.55   0.47   0.91   1.66   1.85
198301   5.82   4.68   4.54   2.59   2.24   5.48
198302   6.34   6.24   5.25   3.91   2.97   1.64
198303   6.14   5.67   5.59   3.25   3.65   2.94
198304   7.88   7.40   6.59   5.48   8.25   7.52
198305   5.96   5.10   3.29   2.35  -1.59   0.47
198306   5.31   3.68   1.50   6.05   4.76   0.17
198307  -3.00  -0.19   2.35  -5.07  -3.87  -1.01
198308  -4.44  -1.74   0.12  -1.74   0.19   4.23
198309   1.99   3.18   5.65   0.49   2.91   1.13
198310  -6.87  -3.33  -0.56  -5.53  -0.84  -0.05
198311   4.86   4.37   3.86   3.73   2.33   1.58
198312  -1.16   0.40   0.15  -1.57  -0.09  -1.17
198401  -3.39   0.27   1.77  -5.41  -1.67   2.67
198402  -5.69  -4.39  -2.59  -6.15  -4.18  -1.83
198403   1.02   2.51   0.92   2.56   1.93   0.21
198404   0.25   0.68  -0.03   0.28   0.18   1.49
198405  -5.40  -4.54  -3.21  -6.32  -5.23  -4.20
198406   4.17   2.28   2.69   4.39   2.86   2.14
198407  -3.11  -2.58  -0.58  -2.39  -1.21  -1.88
198408  13.22  10.15   7.95  12.48  10.78  11.25
198409  -0.24   1.07   4.09  -2.88  -0.76   2.90
198410  -0.97  -0.32   2.88  -0.85   1.53  -0.13
198411  -1.75   0.40   1.70  -3.41  -0.78   0.40
198412   1.66   2.60   3.40   3.02   2.25   2.50
198501  12.35   9.66   7.68  11.57   8.09   5.85
198502   2.97   2.49   1.33   0.82   1.86   2.26
198503  -1.71  -0.79   1.39  -0.34  -0.55   1.39
198504  -1.30   0.57   3.25  -2.13  -1.10   1.77
198505   4.89   3.75   4.46   7.48   6.16   5.42
198506   2.32   2.63   4.17   2.51   0.80   1.98
198507   2.40   2.68   0.58  -0.04   0.73  -2.30
198508  -1.33   0.59   0.72  -0.89  -0.95   0.67
198509  -5.22  -3.65  -2.45  -5.54  -2.91  -3.14
198510   4.19   4.80   2.43   4.03   4.46   5.73
198511   7.53   6.43   6.00   7.91   8.70   4.83
198512   4.67   4.11   3.70   4.57   5.22   4.10
198601   2.93   1.22   1.06   2.47   1.13  -0.41
198602   7.71   8.26   6.41   8.30   8.46   6.75
198603   5.00   4.96   4.72   5.95   6.24   5.22
198604   1.19   0.48   0.77  -0.62  -1.18  -1.94
198605   5.21   4.81   3.08   5.88   5.30   5.26
198606   1.32   1.35   2.94   1.38   1.99   2.28
198607  -8.39  -6.15  -4.01  -7.21  -6.46  -2.31
198608   2.73   3.20   5.68   4.79   6.15  10.02
198609  -6.35  -4.48  -4.72 -10.88  -8.62  -6.69
198610   3.23   1.83   2.90   6.76   5.21   5.04
198611   0.70  -0.45   0.30   1.23   1.90   2.37
198612  -1.71  -2.39  -1.26  -1.85  -2.83  -2.79
198701  11.19   9.91   8.20  13.55  13.50  10.93
198702   7.86   5.43   2.61   8.87   5.06  -0.28
198703   1.91   2.72   1.75   0.69   2.15   3.28
198704  -3.25  -2.75  -3.77  -1.75  -1.73  -1.21
198705  -1.06  -0.20   0.24   2.07   0.11   0.97
198706   3.35   4.99   3.40   4.64   5.58   4.80
198707   2.98   4.14   2.38   6.66   5.03   2.33
198708   3.81   4.12   3.41   4.65   3.64   4.05
198709  -3.14  -0.64  -2.28  -2.03  -2.38  -2.39
198710 -29.79 -26.03 -18.41 -24.82 -23.09 -15.02
198711  -3.71  -3.73  -1.88  -8.43  -7.77  -6.97
198712   7.91   6.79   2.27   9.58   7.88   3.69
198801   3.63   5.61   6.07   0.83   3.85   9.45
198802   9.42   7.51   5.39   7.05   5.50   1.71
198803   4.09   3.75   1.02  -2.66  -2.97  -2.50
198804   0.37   1.52   1.36   0.08   0.48   1.60
198805  -0.77  -1.59  -0.52  -0.15   0.19   2.20
198806   7.01   6.24   4.94   5.89   6.15   2.19
198807  -0.55  -0.10   0.12  -2.16  -1.13   1.23
198808  -3.03  -2.12   0.07  -4.10  -2.89  -1.29
198809   3.65   2.69   2.28   4.98   4.58   3.04
198810  -0.38   0.08   0.78   0.47   2.76   3.14
198811  -2.23  -2.13  -1.55  -2.50  -1.89  -0.51
198812   3.16   2.97   1.09   3.78   1.67   0.85
198901   3.84   4.62   3.16   6.28   7.53   5.90
198902   0.93   1.71   0.87  -2.03  -2.47  -1.61
198903   2.49   2.75   0.87   2.03   1.76   3.18
198904   4.67   3.76   2.84   5.89   5.04   4.38
198905   2.77   3.69   3.13   5.18   3.49   4.10
198906  -0.10  -0.64   0.73  -0.49  -0.96   0.64
198907   4.27   3.97   2.89   8.96  10.70   5.86
198908   3.97   3.44   2.40   1.07   2.63   1.37
198909   0.62  -0.42  -0.55   0.76  -0.87  -0.09
198910  -4.56  -5.86  -4.85  -3.25  -2.23  -2.17
198911   1.03   0.37  -0.20   1.85   2.57   1.65
198912   0.63  -1.01  -0.80   0.40   2.65   2.91
199001  -9.91  -6.97  -6.35  -7.76  -7.55  -5.55
199002   3.09   1.41   1.90   1.59   0.95   1.86
199003   3.67   1.85   1.71   3.11   3.20   0.69
199004  -2.70  -3.54  -3.98  -1.74  -2.16  -3.64
199005   6.60   4.09   1.59  11.35   9.63   7.20
199006   0.88  -0.41   0.51   0.29  -0.37  -1.50
199007  -3.91  -3.45  -3.86  -1.50   0.15  -0.11
199008 -12.96 -11.73  -7.66  -9.02  -8.96  -7.84
199009  -8.54  -7.98  -6.43  -6.41  -4.18  -3.62
199010  -5.47  -6.20  -4.00  -1.32  -0.76   1.04
199011   7.49   6.00   5.28   7.70   6.58   5.02
199012   5.69   4.94   1.58   4.28   2.90   1.29
199101   7.10   6.36   4.98   5.18   4.74   1.90
199102  10.36  10.54   9.38   8.59   6.82   6.50
199103   5.64   4.98   3.29   3.69   1.86   2.77
199104   0.96   1.91   1.79  -0.23   0.31   0.76
199105   5.00   4.23   2.96   4.15   4.93   2.39
199106  -2.58  -1.52  -2.36  -5.28  -4.10  -2.92
199107   3.10   2.35   4.56   6.29   4.07   3.64
199108   3.81   2.58   3.58   2.64   2.95   1.72
199109   1.64  -0.27  -1.12  -2.42  -2.38   0.87
199110   1.85   0.81   1.65   2.21   1.48   1.02
199111  -4.10  -3.34  -2.11  -1.07  -5.22  -3.85
199112   9.70   7.54   5.75  14.50  12.90   6.23
199201   5.78   6.83   7.02  -1.87  -1.81  -1.40
199202   2.44   3.88   5.26   0.60   1.59   0.70
199203  -1.82   0.11   0.71  -2.75  -1.22  -1.61
199204  -3.13   0.16   1.26  -0.30   2.37   6.64
199205   0.56   1.78   2.95   1.64   0.01   0.69
199206  -4.76  -1.54  -0.51  -3.06  -2.24   1.02
199207   3.85   3.36   4.89   4.48   3.12   5.04
199208  -2.72  -1.55  -0.17  -1.70  -2.95  -0.91
199209   2.24   1.18   0.04   0.91   1.83   0.46
199210   2.95   1.65   0.47   2.88   1.09  -1.97
199211   6.79   5.98   3.57   4.52   4.94   0.55
199212   3.62   4.41   4.06   1.05   1.23   2.07
199301   3.63   4.59   2.97  -0.18   0.62   1.12
199302  -0.34   1.07   2.33  -1.34   0.52   4.94
199303   2.64   3.06   3.06   2.26   2.11   2.53
199304  -3.56  -2.04  -2.30  -4.68  -2.08  -1.14
199305   2.99   1.71   0.99   3.95   2.25   1.09
199306   1.36  -0.25   1.64  -1.39   0.69   2.06
199307   1.08   2.78   2.54  -0.57  -0.70   0.66
199308   3.74   3.47   2.80   4.53   2.73   4.04
199309   1.96   2.31   1.98   0.68  -1.51  -0.20
199310   0.79   1.69   1.17   2.27   1.03   1.01
199311  -2.51  -2.28  -1.79  -1.82   0.00  -2.57
199312   4.41   4.55   1.50   1.27   2.53   0.59
199401   2.12   1.87   1.73   3.20   3.20   2.58
199402  -0.46   0.03  -0.15  -0.34  -3.08  -4.27
199403  -4.91  -4.32  -3.07  -4.25  -4.22  -3.55
199404   0.63   0.03  -0.05  -0.95   1.69   2.75
199405  -1.25   0.39  -0.74   0.89   2.30   0.63
199406  -2.04  -0.28  -0.73  -3.43  -2.06  -1.88
199407   1.41   1.95   1.63   3.02   3.29   3.14
199408   4.68   3.72   2.97   4.56   3.85   3.36
199409  -0.53  -0.30  -0.75  -3.17  -2.67  -2.02
199410  -2.21  -1.77  -0.67   3.01   1.17   1.82
199411  -4.23  -3.27  -2.80  -3.99  -4.38  -2.40
199412   2.37   2.37   3.10   0.64   2.60   0.47
199501   0.00   0.07  -0.17   2.98   1.41   4.93
199502   4.13   3.87   2.96   5.09   4.87   2.61
199503   2.03   0.63   0.14   3.07   2.90   1.89
199504   2.03   2.58   2.34   1.41   3.36   2.54
199505   1.42   1.94   1.33   3.63   3.68   4.38
199506   3.81   2.81   2.54   5.25   1.98   0.16
199507   6.16   3.72   2.36   4.97   3.10   2.41
199508   3.52   3.50   1.78  -0.72   0.61   1.93
199509   3.10   1.54   3.32   2.05   5.40   4.94
199510  -4.75  -2.87  -1.96  -1.09  -1.24   0.75
199511   3.28   3.49   2.73   3.43   6.39   3.91
199512   2.20   2.54   0.90  -1.46   1.90   4.51
199601  -0.21  -0.18   0.54   3.49   4.44   1.67
199602   2.93   2.08   0.97   3.76   0.23   0.26
199603   4.54   1.34   1.63   0.57   2.11   0.84
199604   4.34   2.30   0.55   2.35   0.50   0.55
199605   3.21   3.22   2.43   3.57   2.51   1.62
199606  -2.29  -0.05   0.24  -1.15   0.94   1.56
199607  -5.40  -4.82  -2.18  -5.21  -4.25  -3.52
199608   4.50   4.96   3.29   4.15   2.66   0.87
199609   2.78   2.80   3.11   5.66   6.15   3.12
199610   0.41   2.13   1.75   0.71   2.54   4.60
199611   3.96   5.74   4.72   7.59   7.75   6.10
199612   2.78   2.68   3.11  -1.13  -2.41  -0.17
199701   2.01   1.98   1.32   6.04   5.92   4.29
199702  -0.14   2.74   2.18  -1.11   2.01   2.64
199703  -3.18  -2.62  -1.78  -3.96  -4.66  -3.74
199704   0.53   1.49  -0.01   6.90   6.19   2.80
199705   9.95   7.86   6.84   5.78   5.74   5.60
199706   6.48   6.98   5.22   3.42   5.96   3.60
199707   5.38   5.04   4.63   9.34   6.79   5.98
199708   2.34   2.07   3.06  -6.39  -6.23  -2.45
199709   7.65   8.03   6.20   5.34   5.81   5.61
199710  -1.96  -0.94  -0.69  -3.52  -2.95  -1.64
199711  -0.15   1.83   2.30   5.10   4.12   5.64
199712   2.19   4.65   6.70   1.49   3.17   3.82
199801  -1.38  -1.94  -2.71   0.86   0.99  -1.78
199802   7.72   6.88   3.90   8.85   6.27   5.40
199803   4.60   4.48   3.85   4.50   4.73   6.57
199804   1.50   1.46  -0.38   3.60   0.72  -1.46
199805  -3.68  -2.40  -2.03  -2.50  -1.58  -0.68
199806  -1.67   0.56   0.15   4.86   3.01   1.39
199807  -6.69  -6.09  -5.32   0.51  -3.11  -1.05
199808 -18.18 -15.25 -10.06 -17.63 -14.60  -8.19
199809   5.68   3.55   4.37   4.42   4.47   8.76
199810   3.45   2.58   2.70  10.41   9.44   4.45
199811   4.69   3.61   2.72   8.22   5.01   4.00
199812   2.72   2.11   1.86   8.90   3.22   2.29
199901  -3.54  -2.73  -3.77   4.87  -0.49  -1.47
199902  -6.71  -5.63  -6.09  -2.70  -0.64  -3.90
199903  -1.93  -2.19  -1.84   4.84   2.47  -0.42
199904   7.96   8.84   6.42   2.35   4.87   9.77
199905   3.12   1.42   4.26  -3.68  -1.89  -0.18
199906   4.46   4.92   2.68   6.16   3.64   2.27
199907  -3.05  -1.06   1.16  -3.36  -2.91  -3.26
199908  -5.20  -3.88  -2.42  -0.22  -2.70  -2.34
199909  -1.45  -1.90  -1.63  -3.36  -3.72  -4.52
199910  -2.42  -1.12  -0.93   6.45   7.69   1.39
199911   3.52  -0.81  -0.64   3.12  -1.23  -4.84
199912   3.49  -0.50  -1.25   4.73  -0.89  -2.80
200001  -4.61  -5.90  -3.89  -2.72  -3.62  -3.93
200002   6.57  -0.93  -1.22  -1.63  -9.47  -9.29
200003   2.53   1.24   1.72  11.25  10.54  10.79
200004   0.19   1.56   2.01  -0.92   0.09   1.88
200005  -0.50  -1.06  -1.03  -0.76   2.19   5.63
200006   4.87   1.89   0.19   2.18  -3.24  -6.42
200007   0.59   1.86   4.65  -0.75   0.10   4.21
200008   5.75   4.34   4.63   5.62   3.48  10.37
200009  -1.53   0.64   1.30  -6.10   4.18   2.83
200010   2.08   0.54  -1.01  -1.16   6.73   1.00
200011  -3.61  -1.19  -0.25  -5.91  -1.47  -1.01
200012  12.70   8.93   7.64   2.25   3.95   9.76
200101   2.82   3.67   4.38   1.16  -2.15   1.03
200102  -1.21   1.23   1.98  -8.18  -0.31   1.19
200103  -1.99   0.05   1.02  -6.87  -3.27   0.56
200104   7.45   3.38   3.60   8.05   3.43   4.55
200105   1.68   2.93   4.80   0.17   2.53   2.90
200106   4.27   5.78   4.34  -2.44  -3.62  -1.10
200107  -0.75   0.37   0.51   0.58   0.92  -0.02
200108  -0.39   0.10   1.37  -6.77  -3.56  -2.02
200109 -11.04  -8.91  -7.01  -9.41  -3.84  -4.92
200110   3.93   1.59   0.01   3.89  -1.82  -1.95
