yearmo,SENT^ ,SENT,pdnd,ripo,nipo,cefd,se,sd,s,,indpro,consdur,consnon,consserv,recess,employ,cpi
197112.0000,-1.2396,-0.8496,13.5415,24.3000,48.0000,13.3483,750.7500,3130.4167,0.2874,,40.3174,107.4000,245.6000,375.4000,0.0000,72109.0000,41.1000
197201.0000,-1.1642,-0.6596,9.5339,17.8000,39.0000,11.2480,835.4167,2467.9167,0.2924,,41.2866,110.5000,243.2000,377.7000,0.0000,72441.0000,41.1000
197202.0000,-1.2006,-0.7413,9.8508,27.8000,38.0000,15.4744,1042.4167,2425.9167,0.2991,,41.6800,109.3000,246.6000,380.3000,0.0000,72648.0000,41.3000
197203.0000,-1.1589,-0.6032,10.7577,22.1000,66.0000,16.4871,977.4167,2350.9167,0.3092,,41.9758,112.3000,251.3000,385.6000,0.0000,72944.0000,41.4000
197204.0000,-1.1169,-0.5766,14.0390,19.7000,66.0000,17.7771,865.4167,2507.9167,0.2994,,42.4207,112.9000,252.2000,387.5000,0.0000,73162.0000,41.5000
197205.0000,-1.0539,-0.5886,15.6668,5.8000,49.0000,20.1898,1148.4167,2546.9167,0.3067,,42.3956,114.5000,255.4000,388.1000,0.0000,73469.0000,41.6000
197206.0000,-0.9669,-0.4789,16.0810,10.3000,66.0000,19.1622,1787.4167,2650.9167,0.3151,,42.5178,114.8000,255.3000,391.4000,0.0000,73758.0000,41.7000
197207.0000,-1.0241,-0.5490,19.0016,0.9000,32.0000,18.3172,1120.4167,2560.9167,0.2918,,42.5004,116.6000,258.0000,395.3000,0.0000,73709.0000,41.9000
197208.0000,-0.9949,-0.4695,20.5395,20.0000,51.0000,20.0090,950.4167,2040.9167,0.2932,,43.0644,118.3000,259.6000,398.5000,0.0000,74141.0000,42.0000
197209.0000,-0.8842,-0.4052,21.9006,10.9000,32.0000,18.1953,1071.4167,1747.9167,0.2951,,43.3948,117.9000,262.7000,400.6000,0.0000,74264.0000,42.1000
197210.0000,-0.9268,-0.4595,22.8869,-1.9000,43.0000,18.8875,1455.4167,2433.9167,0.3014,,43.9709,122.0000,267.7000,405.2000,0.0000,74674.0000,42.3000
197211.0000,-0.9959,-0.4087,23.9250,8.2000,40.0000,17.0983,1035.4167,2439.9167,0.3080,,44.4866,123.4000,267.9000,409.2000,0.0000,74973.0000,42.4000
197212.0000,-0.8514,-0.2837,20.4640,-1.4000,40.0000,16.0062,771.4167,2721.9167,0.3113,,45.0000,124.8000,268.6000,412.7000,0.0000,75268.0000,42.5000
197301.0000,-0.6725,-0.3246,22.8681,0.1000,31.0000,19.2418,1050.0000,1276.0000,0.3240,,45.2914,129.3000,272.5000,414.7000,0.0000,75617.0000,42.6000
197302.0000,-0.4517,-0.1228,25.5168,-0.8000,21.0000,14.3219,1004.0000,957.0000,0.3354,,45.9647,131.9000,276.2000,417.7000,0.0000,76014.0000,42.9000
197303.0000,-0.3764,-0.1418,26.5753,-4.8000,9.0000,13.3005,1817.0000,2117.0000,0.3512,,45.9868,134.3000,277.6000,420.8000,0.0000,76284.0000,43.3000
197304.0000,-0.4408,-0.2636,26.8934,9.7000,8.0000,11.9443,758.0000,1739.0000,0.3563,,45.9274,132.5000,279.4000,423.9000,0.0000,76455.0000,43.6000
197305.0000,-0.7823,-0.4976,29.6005,-5.1000,8.0000,14.5218,822.0000,1721.0000,0.3586,,46.2184,133.3000,280.7000,427.6000,0.0000,76648.0000,43.9000
197306.0000,-0.9181,-0.6990,31.6320,-5.0000,2.0000,16.0561,822.0000,2756.0000,0.3409,,46.2516,128.1000,284.1000,432.1000,0.0000,76887.0000,44.2000
197307.0000,-1.0243,-0.8216,28.1204,-2.9000,1.0000,16.2645,762.0000,1870.0000,0.3409,,46.4427,130.1000,289.9000,434.1000,0.0000,76913.0000,44.3000
197308.0000,-1.0542,-0.9791,27.3095,2.7000,6.0000,17.0362,424.0000,1382.0000,0.3374,,46.3634,128.6000,287.5000,437.2000,0.0000,77168.0000,45.1000
197309.0000,-1.1601,-1.0658,25.8249,18.9000,5.0000,17.2887,549.0000,1366.0000,0.3310,,46.7782,133.7000,292.3000,443.2000,0.0000,77276.0000,45.2000
197310.0000,-1.2414,-1.2180,25.4090,-10.3000,9.0000,18.3772,1040.0000,2358.0000,0.3235,,47.0944,129.3000,293.4000,445.5000,0.0000,77607.0000,45.6000
197311.0000,-1.4136,-1.4572,27.8037,1.7000,5.0000,21.9649,1305.0000,2258.0000,0.3306,,47.3422,129.1000,299.1000,448.7000,0.0000,77920.0000,45.9000
197312.0000,-1.1972,-1.2190,28.2405,.,0.0000,16.4768,769.0000,2469.0000,0.3331,,47.2312,126.3000,300.6000,449.8000,1.0000,78031.0000,46.2000
197401.0000,-1.3690,-1.1358,25.3318,.,0.0000,11.0041,415.8333,2948.4167,0.3046,,46.9002,126.7000,305.0000,452.8000,1.0000,78100.0000,46.6000
197402.0000,-1.5277,-1.3652,24.8467,6.2000,5.0000,13.0846,571.8333,2151.4167,0.2857,,46.7547,124.8000,309.3000,455.6000,1.0000,78254.0000,47.2000
197403.0000,-1.5515,-1.3964,24.5952,-12.5000,2.0000,11.3016,745.8333,2507.4167,0.2603,,46.7680,128.5000,312.3000,460.7000,1.0000,78296.0000,47.8000
197404.0000,-1.8596,-1.6468,20.4139,.,0.0000,15.6738,786.8333,2315.4167,0.2567,,46.6012,129.0000,315.2000,466.5000,1.0000,78382.0000,48.0000
197405.0000,-1.9138,-1.7499,20.4040,.,0.0000,15.4021,192.8333,3007.4167,0.2344,,46.9779,132.0000,318.6000,471.9000,1.0000,78549.0000,48.6000
197406.0000,-1.9144,-1.7827,22.5106,0.0000,2.0000,14.3627,511.8333,2505.4167,0.2293,,46.9246,130.8000,320.2000,477.0000,1.0000,78604.0000,49.0000
197407.0000,-1.9015,-1.8020,20.5679,.,0.0000,17.0023,540.8333,2756.4167,0.2189,,46.9465,133.4000,324.4000,480.2000,1.0000,78636.0000,49.4000
197408.0000,-2.1582,-2.0268,17.9876,.,0.0000,20.6345,310.8333,2391.4167,0.2105,,46.4902,140.9000,328.7000,485.2000,1.0000,78619.0000,50.0000
197409.0000,-1.8321,-1.7789,15.4838,.,0.0000,15.2470,490.8333,1265.4167,0.2098,,46.5124,134.7000,329.9000,490.5000,1.0000,78610.0000,50.6000
197410.0000,-2.1341,-2.0860,20.1757,.,0.0000,22.1856,838.8333,3839.4167,0.1974,,46.3395,131.0000,331.5000,496.7000,1.0000,78630.0000,51.1000
197411.0000,-2.2279,-2.3157,18.5732,.,0.0000,24.2373,400.8333,3369.4167,0.1726,,44.8159,125.4000,331.5000,499.3000,1.0000,78265.0000,51.5000
197412.0000,-1.8923,-1.9978,19.5290,.,0.0000,16.6580,439.8333,3005.4167,0.1631,,43.2364,125.0000,329.7000,507.1000,1.0000,77652.0000,51.9000
197501.0000,-1.7459,-1.8134,19.2525,-1.4000,1.0000,14.2539,571.5833,4787.2500,0.1589,,42.6437,129.5000,334.4000,511.6000,1.0000,77293.0000,52.1000
197502.0000,-1.9978,-1.9850,20.3606,5.0000,1.0000,18.5920,620.5833,3903.2500,0.1532,,41.6572,134.8000,336.1000,518.5000,1.0000,76918.0000,52.5000
197503.0000,-1.9994,-2.0075,20.0301,.,0.0000,19.4360,895.5833,4476.2500,0.1493,,41.2130,131.0000,338.1000,521.4000,1.0000,76648.0000,52.7000
197504.0000,-1.9481,-2.0170,15.6754,.,0.0000,21.4540,1098.5833,3189.2500,0.1522,,41.2483,132.0000,336.2000,526.8000,0.0000,76460.0000,52.9000
197505.0000,-1.5683,-2.0171,16.0964,.,0.0000,22.4088,1498.5833,4293.2500,0.1712,,41.1540,138.1000,348.8000,532.0000,0.0000,76624.0000,53.2000
