yearmo,SENT^ ,SENT,pdnd,ripo,nipo,cefd,se,sd,s,,indpro,consdur,consnon,consserv,recess,employ,cpi
197506.0000,-1.6567,-2.0269,15.6438,-0.8000,2.0000,21.4552,1003.5833,4608.2500,0.1722,,41.4216,140.0000,349.5000,537.3000,0.0000,76521.0000,53.6000
197507.0000,-1.5225,-1.8737,14.3600,9.1000,1.0000,19.2498,655.5833,3728.2500,0.1708,,41.8198,145.0000,353.6000,541.2000,0.0000,76770.0000,54.2000
197508.0000,-1.6345,-1.8815,14.8553,-4.1000,1.0000,21.0808,561.5833,1830.2500,0.1767,,42.2548,145.4000,357.4000,544.1000,0.0000,77153.0000,54.3000
197509.0000,-1.7017,-1.9172,14.1388,-7.1000,3.0000,21.4695,834.5833,2004.2500,0.1796,,42.7754,149.9000,356.8000,548.1000,0.0000,77228.0000,54.6000
197510.0000,-1.6878,-1.8163,16.3030,-0.1000,3.0000,18.8184,1545.5833,3158.2500,0.1930,,42.9700,148.0000,355.7000,557.1000,0.0000,77540.0000,54.9000
197511.0000,-1.9161,-1.8757,17.0593,0.0000,1.0000,21.2268,781.5833,3299.2500,0.1990,,43.0627,153.2000,360.4000,562.1000,0.0000,77685.0000,55.3000
197512.0000,-2.1353,-1.9138,16.7112,-8.8000,1.0000,21.5259,795.5833,3477.2500,0.2026,,43.5959,158.9000,362.9000,570.3000,0.0000,78017.0000,55.5000
197601.0000,-2.0580,-1.7600,16.9581,5.1000,6.0000,18.4088,579.6667,2792.0000,0.2106,,44.2338,161.2000,369.3000,576.7000,0.0000,78503.0000,55.6000
197602.0000,-2.2581,-1.8399,14.1682,25.0000,1.0000,17.6322,927.6667,2905.0000,0.2194,,44.6687,164.2000,366.0000,577.5000,0.0000,78816.0000,55.8000
197603.0000,-2.2770,-1.8058,14.4807,12.9000,2.0000,19.8581,2047.6667,4575.0000,0.2363,,44.7103,164.5000,367.0000,583.3000,0.0000,79048.0000,55.9000
197604.0000,-2.1709,-1.7773,14.3391,.,0.0000,21.7376,528.6667,2985.0000,0.2287,,44.9525,167.6000,371.3000,586.5000,0.0000,79292.0000,56.1000
197605.0000,-2.2614,-1.8104,15.2176,-4.1000,4.0000,22.3492,1192.6667,2986.0000,0.2300,,45.1731,162.2000,370.4000,590.1000,0.0000,79312.0000,56.5000
197606.0000,-2.1534,-1.7609,15.7851,1.6000,4.0000,21.3511,1394.6667,4865.0000,0.2348,,45.1831,167.9000,377.6000,595.0000,0.0000,79376.0000,56.8000
197607.0000,-2.1529,-1.6792,15.9518,9.4000,4.0000,21.4743,629.6667,2577.0000,0.2399,,45.4519,169.7000,377.9000,602.0000,0.0000,79547.0000,57.1000
197608.0000,-2.2099,-1.7667,17.1322,-0.9000,2.0000,22.6351,678.6667,2677.0000,0.2376,,45.7737,168.7000,381.0000,608.3000,0.0000,79704.0000,57.4000
197609.0000,-2.2494,-1.7985,18.1984,-1.6000,6.0000,22.0605,554.6667,4268.0000,0.2232,,45.9055,171.2000,382.9000,614.7000,0.0000,79892.0000,57.6000
197610.0000,-2.1858,-1.8041,19.2221,-6.2000,1.0000,20.7741,948.6667,3469.0000,0.2130,,45.9220,170.9000,387.3000,618.5000,0.0000,79911.0000,57.9000
197611.0000,-2.4220,-1.8833,18.0063,-4.3000,1.0000,22.1612,690.6667,2758.0000,0.2138,,46.6016,173.2000,388.2000,627.5000,0.0000,80240.0000,58.0000
197612.0000,-2.2866,-1.7727,18.6249,2.1000,4.0000,19.6360,920.6667,5404.0000,0.2079,,47.0857,182.2000,393.2000,636.0000,0.0000,80448.0000,58.2000
197701.0000,-2.0257,-1.6467,16.6911,-0.7000,4.0000,17.4509,650.9167,3902.0833,0.2047,,46.8261,177.8000,394.5000,642.7000,0.0000,80690.0000,58.5000
197702.0000,-1.8927,-1.5250,16.8140,32.8000,2.0000,17.1895,868.9167,2054.0833,0.2071,,47.5387,184.1000,397.7000,649.5000,0.0000,80988.0000,59.1000
197703.0000,-1.8037,-1.4311,16.5203,32.8000,3.0000,15.2449,1243.9167,4466.0833,0.1954,,48.1302,189.9000,397.1000,651.3000,0.0000,81391.0000,59.5000
197704.0000,-1.7850,-1.4284,13.8784,90.7000,5.0000,15.4143,639.9167,3214.0833,0.1963,,48.5780,188.9000,402.1000,656.4000,0.0000,81728.0000,60.0000
197705.0000,-1.9447,-1.6114,12.5882,-1.4000,1.0000,18.4126,1296.9167,2653.0833,0.1991,,48.9881,188.6000,404.6000,663.9000,0.0000,82088.0000,60.3000
197706.0000,-1.9587,-1.5915,11.5938,-2.9000,5.0000,17.7248,1083.9167,4452.0833,0.1959,,49.3428,190.2000,404.4000,668.9000,0.0000,82488.0000,60.7000
197707.0000,-1.8830,-1.5649,11.6317,11.3000,3.0000,17.1903,743.9167,3545.0833,0.1941,,49.4131,191.7000,409.8000,678.9000,0.0000,82834.0000,61.0000
197708.0000,-1.8688,-1.5908,10.9102,17.5000,2.0000,17.0437,605.9167,2931.0833,0.1921,,49.4274,194.2000,409.0000,682.5000,0.0000,83075.0000,61.2000
197709.0000,-1.8418,-1.5895,10.6986,8.8000,1.0000,16.4559,674.9167,3294.0833,0.1975,,49.6665,196.1000,410.9000,687.6000,0.0000,83532.0000,61.4000
197710.0000,-1.8267,-1.5732,10.6555,11.5000,4.0000,15.5213,982.9167,3189.0833,0.1990,,49.7589,197.1000,418.8000,695.5000,0.0000,83800.0000,61.6000
197711.0000,-1.6049,-1.5210,9.1819,12.1000,2.0000,15.2379,1894.9167,3440.0833,0.2144,,49.8149,200.8000,426.5000,699.7000,0.0000,84173.0000,61.9000
197712.0000,-1.5310,-1.4872,8.0444,8.2000,3.0000,14.4034,1089.9167,4874.0833,0.2189,,49.8936,204.2000,425.6000,706.3000,0.0000,84410.0000,62.1000
197801.0000,-1.5079,-1.5025,6.5133,45.0000,3.0000,15.4948,651.9167,2518.6667,0.2247,,49.2047,191.2000,424.2000,714.0000,0.0000,84594.0000,62.5000
197802.0000,-1.4727,-1.4793,5.0109,-12.5000,2.0000,15.4809,544.9167,2269.6667,0.2190,,49.4519,198.5000,431.2000,725.4000,0.0000,84948.0000,62.9000
197803.0000,-1.4257,-1.3748,3.6051,-15.0000,2.0000,14.2801,840.9167,3758.6667,0.2159,,50.3920,204.7000,437.8000,735.0000,0.0000,85460.0000,63.4000
197804.0000,-1.2727,-1.1604,1.2913,58.1000,6.0000,16.4792,492.9167,2949.6667,0.2147,,51.4438,213.5000,438.8000,744.1000,0.0000,86162.0000,63.9000
197805.0000,-1.2933,-1.2161,-0.4864,80.0000,2.0000,19.4771,1057.9167,3134.6667,0.2090,,51.6239,217.0000,445.7000,749.3000,0.0000,86509.0000,64.5000
197806.0000,-1.2963,-1.2353,-2.3839,68.5000,4.0000,20.1906,1423.9167,3948.6667,0.2164,,51.9809,218.1000,449.9000,757.8000,0.0000,86950.0000,65.2000
197807.0000,-1.3172,-1.3326,-2.8306,23.8000,3.0000,22.3811,526.9167,3856.6667,0.2117,,51.9572,215.3000,450.7000,760.8000,0.0000,87204.0000,65.7000
197808.0000,-1.3838,-1.2989,-4.6634,20.0000,4.0000,22.8391,800.9167,2667.6667,0.2158,,52.1531,221.8000,454.3000,770.8000,0.0000,87483.0000,66.0000
197809.0000,-1.2600,-1.2177,-4.0670,34.8000,6.0000,23.0063,945.9167,3043.6667,0.2211,,52.2862,213.1000,461.8000,777.9000,0.0000,87621.0000,66.5000
197810.0000,-1.2700,-1.1873,2.0028,4.4000,5.0000,22.4041,1187.9167,2654.6667,0.2266,,52.7031,220.3000,461.9000,784.7000,0.0000,87956.0000,67.1000
197811.0000,-1.2667,-1.1785,0.0480,-0.4000,5.0000,22.9268,744.9167,2619.6667,0.2121,,53.1001,222.3000,469.5000,788.8000,0.0000,88391.0000,67.4000
197812.0000,-1.1905,-1.1342,-0.2326,-2.7000,8.0000,23.5337,1138.9167,3419.6667,0.2194,,53.3889,224.2000,476.8000,795.5000,0.0000,88671.0000,67.7000
197901.0000,-1.0075,-0.9560,-1.4948,7.6000,6.0000,22.9577,657.7500,3191.0833,0.2165,,53.0435,220.5000,478.9000,802.9000,0.0000,88808.0000,68.3000
197902.0000,-1.0152,-1.0074,-2.4625,2.5000,3.0000,23.7121,906.7500,2342.0833,0.2220,,53.3331,224.0000,484.3000,809.5000,0.0000,89055.0000,69.1000
197903.0000,-0.9414,-1.0626,-5.4619,11.3000,6.0000,24.3142,665.7500,3814.0833,0.2189,,53.4972,225.3000,490.5000,815.4000,0.0000,89479.0000,69.8000
197904.0000,-0.8805,-1.0416,-7.5758,25.6000,5.0000,23.3120,572.7500,3817.0833,0.2163,,52.8947,222.7000,489.1000,826.7000,0.0000,89417.0000,70.6000
197905.0000,-0.7983,-0.9511,-8.0829,64.6000,8.0000,24.4925,585.7500,3660.0833,0.2065,,53.3176,224.4000,499.4000,835.0000,0.0000,89789.0000,71.5000
197906.0000,-0.4940,-0.7361,-9.1145,50.6000,9.0000,25.2758,874.7500,5248.0833,0.1924,,53.3158,219.3000,511.7000,844.7000,0.0000,90108.0000,72.3000
197907.0000,-0.3457,-0.5875,-9.1366,22.3000,5.0000,22.9886,974.7500,3199.0833,0.2022,,53.2432,226.0000,511.3000,848.8000,0.0000,90217.0000,73.1000
197908.0000,-0.1888,-0.5028,-9.8295,0.9000,5.0000,22.1650,1217.7500,2944.0833,0.2077,,52.8891,231.3000,524.2000,860.0000,0.0000,90300.0000,73.8000
197909.0000,-0.0923,-0.4699,-9.8187,24.7000,4.0000,21.5533,1280.7500,3106.0833,0.2127,,52.9468,235.4000,531.5000,867.0000,0.0000,90327.0000,74.6000
197910.0000,-0.4232,-0.7536,-9.3606,4.6000,11.0000,23.7234,1022.7500,3617.0833,0.2062,,53.2382,228.3000,533.8000,879.6000,0.0000,90481.0000,75.2000
197911.0000,-0.3559,-0.7123,-11.2922,28.0000,6.0000,22.6381,1238.7500,2674.0833,0.2135,,53.1886,229.0000,541.1000,887.2000,0.0000,90573.0000,75.9000
197912.0000,-0.2429,-0.6573,-13.9761,27.4000,13.0000,19.9318,1326.7500,2526.0833,0.2201,,53.2612,229.9000,543.3000,893.1000,0.0000,90672.0000,76.7000
198001.0000,-0.3663,-0.7262,-15.5711,73.5000,14.0000,20.9159,1386.5000,4890.9167,0.2237,,53.5021,239.6000,554.2000,903.5000,0.0000,90800.0000,77.8000
198002.0000,-0.4166,-0.7109,-16.6127,119.1000,8.0000,21.6339,1606.5000,2912.9167,0.2312,,53.5079,232.9000,560.2000,908.3000,1.0000,90883.0000,78.9000
198003.0000,-0.5869,-0.5268,-13.4171,28.5000,9.0000,19.8773,1592.5000,2827.9167,0.2483,,53.3284,223.6000,565.4000,919.1000,1.0000,90994.0000,80.1000
198004.0000,-0.4713,-0.5724,-12.1991,39.0000,9.0000,20.5389,912.5000,4831.9167,0.2483,,52.2375,212.4000,565.2000,917.7000,1.0000,90849.0000,81.0000
198005.0000,-0.1582,-0.3306,-12.6815,21.6000,13.0000,17.5098,1742.5000,7391.9167,0.2474,,50.9676,208.5000,566.4000,925.1000,1.0000,90420.0000,81.8000
198006.0000,-0.1266,-0.2634,-14.2872,13.9000,18.0000,17.2150,1373.5000,8204.9167,0.2419,,50.3335,214.9000,566.1000,937.8000,1.0000,90101.0000,82.7000
198007.0000,-0.2163,-0.2264,-16.9958,12.7000,26.0000,16.7524,1416.5000,6873.9167,0.2339,,49.9417,226.7000,570.3000,950.1000,1.0000,89840.0000,82.7000
198008.0000,-0.1517,-0.2921,-19.6164,51.7000,24.0000,18.5146,1234.5000,4269.9167,0.2296,,50.1226,224.0000,579.4000,960.4000,0.0000,90099.0000,83.3000
198009.0000,-0.0351,-0.3390,-21.2044,37.4000,25.0000,19.8751,2119.5000,2972.9167,0.2392,,50.9338,225.4000,579.8000,975.2000,0.0000,90213.0000,84.0000
198010.0000,-0.0175,-0.3189,-22.5520,74.5000,34.0000,19.5194,2463.5000,3331.9167,0.2553,,51.5801,236.3000,588.0000,992.8000,0.0000,90490.0000,84.8000
198011.0000,0.0951,-0.1292,-21.8249,53.3000,23.0000,17.9093,1782.5000,2111.9167,0.2629,,52.4731,236.7000,588.7000,1001.4000,0.0000,90747.0000,85.5000
198012.0000,0.4124,0.2568,-22.8888,69.1000,35.0000,13.5261,2858.5000,2584.9167,0.2780,,52.7676,235.7000,597.0000,1019.0000,0.0000,90943.0000,86.3000
198101.0000,0.5561,0.3528,-22.9220,31.9000,24.0000,17.4455,2258.5000,3374.0833,0.2924,,52.4688,239.9000,609.8000,1020.4000,0.0000,91033.0000,87.0000
198102.0000,0.8132,0.5800,-22.6230,50.5000,32.0000,17.9280,1381.5000,2835.0833,0.2905,,52.2219,247.3000,614.3000,1022.6000,0.0000,91105.0000,87.9000
198103.0000,0.8744,0.6917,-26.0755,37.8000,39.0000,14.5734,2206.5000,4276.0833,0.2907,,52.5009,250.9000,618.1000,1034.0000,0.0000,91210.0000,88.5000
198104.0000,0.7273,0.6437,-29.6470,16.8000,56.0000,16.7447,2296.5000,4598.0833,0.3046,,52.2665,241.7000,621.5000,1041.2000,0.0000,91283.0000,89.1000
198105.0000,0.4420,0.5515,-34.5714,16.3000,46.0000,18.4700,2435.5000,3081.0833,0.3294,,52.5783,239.8000,620.6000,1053.4000,0.0000,91296.0000,89.8000
198106.0000,0.5349,0.7400,-29.9970,13.4000,62.0000,14.6916,3993.5000,5602.0833,0.3655,,52.8272,241.4000,626.5000,1066.6000,0.0000,91490.0000,90.6000
198107.0000,0.4091,0.5792,-28.8765,15.6000,42.0000,19.0292,1772.5000,2995.0833,0.3894,,53.1722,245.2000,626.5000,1070.4000,0.0000,91601.0000,91.6000
198108.0000,0.5041,0.8244,-26.5325,3.6000,37.0000,18.0577,1539.5000,1617.0833,0.4077,,53.1672,260.4000,629.8000,1076.5000,1.0000,91565.0000,92.3000
198109.0000,0.5152,1.0114,-24.2631,2.2000,20.0000,14.9389,1957.5000,2798.0833,0.4073,,52.8548,250.2000,631.1000,1084.3000,1.0000,91477.0000,93.2000
198110.0000,0.6295,1.0765,-26.1695,2.4000,37.0000,18.6006,1581.5000,2846.0833,0.4023,,52.4951,237.3000,633.4000,1093.2000,1.0000,91380.0000,93.4000
198111.0000,0.8790,1.2141,-22.8978,5.9000,27.0000,15.4716,1852.5000,6725.0833,0.3762,,51.8972,237.0000,633.7000,1100.0000,1.0000,91171.0000,93.7000
198112.0000,1.1744,1.4391,-22.8103,4.7000,28.0000,12.7366,2073.5000,3894.0833,0.3622,,51.3277,236.3000,640.0000,1112.5000,1.0000,90895.0000,94.0000
198201.0000,0.9243,1.2735,-22.8547,6.2000,15.0000,14.8944,1656.6667,952.8333,0.3695,,50.3077,241.0000,637.3000,1118.8000,1.0000,90565.0000,94.3000
198202.0000,0.8028,1.3878,-21.5106,2.0000,14.0000,10.8779,1685.6667,1991.8333,0.3771,,51.2996,249.3000,643.4000,1128.5000,1.0000,90563.0000,94.6000
198203.0000,0.8998,1.5175,-20.4693,0.2000,13.0000,8.9017,2188.6667,4624.8333,0.3750,,50.9105,249.0000,638.9000,1136.2000,1.0000,90434.0000,94.5000
198204.0000,0.7042,1.3992,-21.8357,21.6000,18.0000,10.8967,2289.6667,2687.8333,0.3860,,50.4590,244.9000,637.5000,1144.0000,1.0000,90150.0000,94.9000
198205.0000,0.8661,1.4590,-20.4051,2.1000,19.0000,10.4643,2731.6667,4532.8333,0.3803,,50.1366,256.8000,638.6000,1149.1000,1.0000,90107.0000,95.8000
198206.0000,0.8668,1.3597,-19.6125,29.9000,14.0000,6.9378,1745.6667,3340.8333,0.3717,,49.9690,246.0000,640.0000,1162.0000,1.0000,89865.0000,97.0000
198207.0000,0.7271,1.1937,-18.5349,-0.9000,14.0000,8.9543,2333.6667,4046.8333,0.3711,,49.8127,247.8000,652.6000,1171.9000,1.0000,89521.0000,97.5000
198208.0000,0.4009,0.9785,-18.0942,0.3000,11.0000,9.6646,2810.6667,6665.8333,0.3557,,49.3780,248.6000,647.0000,1184.5000,1.0000,89363.0000,97.7000
198209.0000,0.1962,0.8457,-17.4620,7.1000,16.0000,10.1119,2530.6667,5874.8333,0.3459,,49.2276,260.0000,649.6000,1195.1000,1.0000,89183.0000,97.9000
198210.0000,0.1412,0.7779,-21.4788,22.2000,22.0000,9.2879,2913.6667,7233.8333,0.3378,,48.7850,254.1000,656.5000,1215.2000,1.0000,88907.0000,98.2000
198211.0000,0.0573,0.8307,-25.6934,60.7000,22.0000,4.9411,3435.6667,5524.8333,0.3560,,48.5953,268.1000,655.0000,1226.2000,1.0000,88786.0000,98.0000
198212.0000,0.2068,0.8486,-25.6179,31.5000,44.0000,2.4366,4239.6667,5748.8333,0.3648,,48.2401,270.8000,658.8000,1232.0000,0.0000,88771.0000,97.6000
198301.0000,0.1763,0.6767,-30.1907,32.6000,24.0000,5.8543,3140.0000,6327.6667,0.3535,,49.1748,268.3000,655.1000,1250.6000,0.0000,88990.0000,97.8000
198302.0000,0.1611,0.5458,-30.9569,22.1000,41.0000,7.3718,4652.0000,5597.6667,0.3601,,48.8671,266.8000,652.9000,1257.3000,0.0000,88917.0000,97.9000
198303.0000,-0.0674,0.3698,-30.6745,32.8000,60.0000,11.0019,6411.0000,7075.6667,0.3776,,49.2655,271.6000,663.1000,1268.1000,0.0000,89090.0000,97.9000
198304.0000,-0.0369,0.4637,-23.9958,34.0000,43.0000,9.9561,4453.0000,7773.6667,0.3725,,49.8681,281.7000,665.3000,1279.4000,0.0000,89364.0000,98.6000
198305.0000,-0.1685,0.4026,-28.2350,44.0000,68.0000,11.1460,4472.0000,8775.6667,0.3683,,50.2070,288.8000,672.7000,1284.3000,0.0000,89644.0000,99.2000
198306.0000,-0.0992,0.4910,-30.6403,48.2000,85.0000,11.0015,5921.0000,4002.6667,0.3879,,50.5080,298.2000,681.1000,1296.7000,0.0000,90021.0000,99.5000
198307.0000,0.0230,0.6637,-28.3888,28.3000,95.0000,7.7672,3924.0000,4308.6667,0.3950,,51.2740,303.4000,686.3000,1314.7000,0.0000,90437.0000,99.9000
198308.0000,-0.0206,0.6875,-26.0746,12.5000,104.0000,10.0876,3394.0000,4305.6667,0.4055,,51.8458,301.2000,688.2000,1331.1000,0.0000,90129.0000,100.2000
198309.0000,0.1080,0.8220,-25.5456,12.0000,84.0000,8.9866,3703.0000,4623.6667,0.4154,,52.6317,302.6000,690.8000,1341.5000,0.0000,91247.0000,100.7000
198310.0000,0.6513,1.3735,-20.6697,7.5000,86.0000,2.1384,3842.0000,4813.6667,0.4282,,53.0647,313.7000,693.8000,1350.1000,0.0000,91520.0000,101.0000
198311.0000,0.9828,1.6520,-22.0404,6.6000,84.0000,3.3017,4028.0000,5833.6667,0.4299,,53.2564,315.9000,696.5000,1353.9000,0.0000,91875.0000,101.2000
198312.0000,1.1264,1.8532,-21.7589,2.5000,109.0000,2.9340,3639.0000,4931.6667,0.4300,,53.5313,328.3000,699.2000,1366.1000,0.0000,92230.0000,101.3000
198401.0000,1.7631,2.2656,-19.8306,12.6000,67.0000,-1.4493,2043.0000,8721.8333,0.4164,,54.5975,336.8000,710.5000,1372.0000,0.0000,92673.0000,101.9000
198402.0000,1.9537,2.4005,-21.1738,10.8000,61.0000,-3.2812,2379.0000,8324.8333,0.3961,,54.8377,328.7000,701.5000,1373.3000,0.0000,93157.0000,102.4000
198403.0000,1.9013,2.3419,-19.9720,11.5000,56.0000,-1.0816,2096.0000,6420.8333,0.3760,,55.1047,328.8000,707.4000,1395.5000,0.0000,93429.0000,102.6000
198404.0000,1.6448,2.0467,-20.8464,13.1000,39.0000,1.6815,1785.0000,7336.8333,0.3628,,55.4593,336.0000,716.6000,1404.9000,0.0000,93792.0000,103.1000
198405.0000,1.9371,2.3219,-20.3661,8.9000,50.0000,-0.2256,1809.0000,5288.8333,0.3588,,55.7123,341.7000,719.7000,1413.1000,0.0000,94098.0000,103.4000
198406.0000,1.9381,2.3134,-20.2676,7.2000,49.0000,1.3355,2221.0000,8118.8333,0.3231,,55.9079,346.1000,730.9000,1418.6000,0.0000,94479.0000,103.7000
198407.0000,1.8659,2.1987,-18.5612,14.8000,39.0000,0.2537,1332.0000,9383.8333,0.2924,,56.0852,341.5000,720.2000,1432.9000,0.0000,94789.0000,104.1000
198408.0000,1.6741,1.8548,-19.1333,8.2000,51.0000,3.1564,2054.0000,11937.8333,0.2651,,56.1353,339.7000,721.9000,1450.6000,0.0000,95032.0000,104.5000
198409.0000,1.7268,1.7972,-17.9133,10.4000,28.0000,1.0010,1533.0000,9299.8333,0.2413,,56.0340,345.0000,731.7000,1457.2000,0.0000,95344.0000,105.0000
198410.0000,1.4150,1.4418,-16.5858,16.4000,40.0000,2.9633,1947.0000,13477.8333,0.2133,,55.9427,343.0000,728.7000,1459.5000,0.0000,95629.0000,105.3000
198411.0000,1.4239,1.4402,-14.3378,14.0000,40.0000,0.6044,2407.0000,12598.8333,0.1926,,56.1631,358.4000,736.7000,1476.3000,0.0000,95982.0000,105.3000
198412.0000,1.1858,1.2245,-15.9463,12.3000,32.0000,1.1496,1022.0000,8992.8333,0.1707,,56.2299,360.1000,732.9000,1489.7000,0.0000,96107.0000,105.3000
198501.0000,1.0002,1.1072,-18.3078,13.5000,30.0000,1.0760,1507.2500,9601.5833,0.1663,,56.1365,365.5000,737.0000,1516.2000,0.0000,96372.0000,105.5000
198502.0000,0.8362,0.9820,-18.4710,19.6000,26.0000,3.4249,2668.2500,7889.5833,0.1686,,56.3356,364.9000,745.7000,1530.2000,0.0000,96503.0000,106.0000
198503.0000,0.8725,0.9041,-17.4104,29.3000,39.0000,3.0727,2316.2500,15503.5833,0.1591,,56.4232,373.6000,744.4000,1530.4000,0.0000,96842.0000,106.4000
198504.0000,0.9298,0.9005,-15.0261,7.0000,40.0000,3.2416,2892.2500,12712.5833,0.1596,,56.2716,365.7000,754.0000,1539.8000,0.0000,97038.0000,106.9000
198505.0000,0.7836,0.8161,-14.1848,23.2000,40.0000,3.3141,3110.2500,13600.5833,0.1582,,56.3525,384.3000,753.9000,1558.2000,0.0000,97312.0000,107.3000
198506.0000,0.6403,0.6931,-13.5905,14.6000,40.0000,3.8963,4265.2500,19513.5833,0.1577,,56.3903,369.7000,750.4000,1569.3000,0.0000,97459.0000,107.6000
198507.0000,0.6189,0.6277,-14.9807,14.4000,45.0000,3.5609,3159.2500,12697.5833,0.1634,,56.0242,376.3000,755.2000,1584.1000,0.0000,97648.0000,107.8000
198508.0000,0.6394,0.7141,-14.1119,4.9000,46.0000,1.7313,3348.2500,15327.5833,0.1664,,56.2533,390.3000,761.2000,1600.6000,0.0000,97840.0000,108.0000
198509.0000,0.5485,0.7101,-12.6294,14.9000,44.0000,1.3641,2423.2500,12695.5833,0.1673,,56.4939,422.7000,765.0000,1606.9000,0.0000,98045.0000,108.3000
198510.0000,0.5554,0.6323,-11.6584,3.6000,65.0000,3.3586,2276.2500,13133.5833,0.1691,,56.2610,379.2000,766.0000,1610.6000,0.0000,98233.0000,108.7000
198511.0000,0.5475,0.5744,-12.6841,7.8000,49.0000,3.8774,2607.2500,14775.5833,0.1680,,56.4503,380.8000,775.2000,1615.1000,0.0000,98443.0000,109.0000
198512.0000,0.6269,0.6947,-13.0836,5.6000,43.0000,3.4855,4941.2500,18302.5833,0.1765,,57.0454,391.2000,778.9000,1641.2000,0.0000,98609.0000,109.3000
198601.0000,0.8217,0.8320,-15.1842,4.7000,37.0000,1.8097,3398.5833,20831.5833,0.1745,,57.3112,401.4000,784.4000,1641.3000,0.0000,98732.0000,109.6000
198602.0000,0.6823,0.7169,-15.3356,11.9000,52.0000,5.5840,4460.5833,26607.5833,0.1669,,56.9304,389.4000,776.7000,1654.2000,0.0000,98847.0000,109.3000
198603.0000,0.5911,0.6968,-14.3083,24.8000,71.0000,7.1001,5519.5833,32111.5833,0.1665,,56.5414,384.1000,776.7000,1662.8000,0.0000,98934.0000,108.8000
198604.0000,0.4326,0.6244,-15.3184,16.3000,48.0000,7.0231,5604.5833,35021.5833,0.1613,,56.5654,404.0000,761.4000,1669.8000,0.0000,99121.0000,108.6000
198605.0000,0.4878,0.6590,-15.4890,14.1000,88.0000,7.9940,6512.5833,20432.5833,0.1673,,56.6850,414.2000,768.6000,1674.7000,0.0000,99248.0000,108.9000
198606.0000,0.5510,0.6501,-14.0743,10.9000,122.0000,10.4183,5035.5833,27942.5833,0.1647,,56.4959,403.7000,772.3000,1685.7000,0.0000,99155.0000,109.5000
198607.0000,0.7486,0.8903,-11.7961,8.8000,95.0000,7.2022,4325.5833,23904.5833,0.1619,,56.8096,415.9000,771.6000,1693.7000,0.0000,99473.0000,109.5000
198608.0000,0.8784,0.9872,-10.7453,8.2000,92.0000,5.6213,5762.5833,25619.5833,0.1630,,56.7348,434.4000,768.5000,1695.7000,0.0000,99588.0000,109.7000
198609.0000,0.8768,1.0691,-10.6275,16.8000,67.0000,3.6179,3261.5833,19968.5833,0.1616,,56.8483,486.8000,773.1000,1711.9000,0.0000,99934.0000,110.2000
198610.0000,0.9829,1.1037,-10.8233,3.9000,86.0000,1.9614,5104.5833,30614.5833,0.1603,,57.1179,434.9000,778.3000,1719.7000,0.0000,100121.0000,110.3000
198611.0000,1.1307,1.2474,-10.2661,6.7000,90.0000,0.1665,6597.5833,26413.5833,0.1643,,57.3826,420.0000,775.2000,1733.2000,0.0000,100308.0000,110.4000
198612.0000,1.2077,1.2904,-11.0754,3.3000,105.0000,0.9179,6246.5833,24033.5833,0.1647,,57.8627,468.5000,783.5000,1745.1000,0.0000,100509.0000,110.5000
198701.0000,1.2872,1.2553,-13.1921,15.3000,38.0000,2.7547,2924.0833,28947.0000,0.1602,,57.6873,399.7000,782.9000,1752.9000,0.0000,100678.0000,111.2000
198702.0000,1.1065,1.1183,-16.6328,10.8000,58.0000,5.9840,3776.0833,26967.0000,0.1586,,58.4361,427.0000,805.8000,1769.0000,0.0000,100919.0000,111.6000
198703.0000,1.0592,1.0619,-16.0900,14.6000,73.0000,7.1228,9819.0833,28333.0000,0.1696,,58.5202,428.8000,803.5000,1781.0000,0.0000,101164.0000,112.1000
198704.0000,1.0600,1.0926,-13.2675,9.4000,57.0000,7.6763,4226.0833,25450.0000,0.1708,,58.8852,437.6000,809.0000,1792.2000,0.0000,101499.0000,112.7000
198705.0000,0.9756,0.9875,-13.3158,7.5000,51.0000,8.8945,6547.0833,19065.0000,0.1716,,59.2656,434.0000,812.4000,1802.0000,0.0000,101728.0000,113.1000
198706.0000,0.8407,0.9011,-11.2783,9.7000,80.0000,8.5865,6253.0833,28739.0000,0.1739,,59.5423,445.7000,815.4000,1811.6000,0.0000,101900.0000,113.5000
198707.0000,0.6905,0.7622,-9.8680,13.9000,84.0000,9.9629,5349.0833,25719.0000,0.1753,,59.9560,452.4000,817.3000,1825.0000,0.0000,102247.0000,113.8000
198708.0000,0.4988,0.6269,-10.6471,9.2000,63.0000,11.3828,4212.0833,21719.0000,0.1737,,60.4517,468.9000,822.5000,1839.4000,0.0000,102420.0000,114.4000
198709.0000,0.5750,0.6594,-11.5089,8.5000,60.0000,10.4890,5667.0833,30085.0000,0.1743,,60.6087,460.3000,822.2000,1844.0000,0.0000,102647.0000,115.0000
198710.0000,0.3587,0.5408,-5.1940,4.9000,38.0000,11.8604,3088.0833,24339.0000,0.1728,,61.4886,443.1000,824.2000,1867.3000,0.0000,103138.0000,115.3000
198711.0000,0.4574,0.5716,-5.8755,11.6000,21.0000,8.4676,704.0833,21858.0000,0.1615,,61.8151,447.4000,826.2000,1870.6000,0.0000,103372.0000,115.4000
198712.0000,0.0861,0.2635,-7.6552,4.2000,7.0000,12.7000,783.0833,20128.0000,0.1504,,62.1113,459.4000,830.0000,1884.7000,0.0000,103661.0000,115.4000
