This file was created using the 202005 Bloomberg database.

Missing data are indicated by -99.99.



,WML
20010123    ,0.89
20010124   ,-0.32
20010125   ,-0.05
20010126    ,0.94
20010129    ,0.16
20010130   ,-0.63
20010131   ,-0.36
20010201    ,0.70
20010202    ,0.70
20010205    ,0.90
20010206   ,-0.28
20010207    ,0.99
20010208    ,0.29
20010209    ,1.19
20010212   ,-0.44
20010213    ,0.65
20010214    ,1.52
20010215   ,-1.09
20010216    ,1.18
20010219    ,0.55
20010220    ,0.33
20010221    ,1.12
20010222    ,0.61
20010223    ,0.54
20010226   ,-0.61
20010227    ,0.00
20010228    ,1.04
20010301    ,1.19
20010302    ,0.05
20010305   ,-0.30
20010306   ,-2.07
20010307   ,-0.09
20010308    ,0.43
20010309    ,1.25
20010312    ,1.32
20010313    ,0.23
20010314    ,0.44
20010315   ,-0.58
20010316   ,-0.02
20010319    ,0.53
20010320   ,-0.41
20010321    ,0.48
20010322   ,-0.23
20010323   ,-1.25
20010326   ,-0.76
20010327    ,0.15
20010328    ,0.84
20010329    ,1.58
20010330    ,0.35
20010402    ,0.31
20010403    ,2.07
20010404   ,-0.01
20010405   ,-1.26
20010406    ,0.23
20010409    ,0.55
20010410   ,-0.75
20010411   ,-0.75
20010412   ,-0.53
20010413    ,0.04
20010416    ,0.26
20010417    ,1.11
20010418   ,-3.35
20010419   ,-1.77
20010420    ,0.62
20010423    ,0.73
20010424    ,0.57
20010425    ,0.38
20010426   ,-0.25
20010427   ,-0.21
20010430   ,-0.97
20010501   ,-0.40
20010502   ,-1.19
20010503    ,0.77
20010504    ,0.13
20010507   ,-0.82
20010508    ,0.17
20010509    ,0.87
20010510    ,0.11
20010511    ,0.62
20010514    ,0.67
20010515    ,0.13
20010516    ,0.65
20010517   ,-0.64
20010518    ,0.33
20010521   ,-0.18
20010522   ,-0.70
20010523    ,0.85
20010524   ,-0.08
20010525    ,0.01
20010528    ,0.17
20010529    ,0.87
20010530    ,1.57
20010531    ,0.66
20010601    ,0.59
20010604    ,0.32
20010605   ,-0.26
20010606    ,0.42
20010607    ,0.31
20010608   ,-0.02
20010611    ,1.00
20010612    ,1.37
20010613    ,0.01
20010614    ,1.23
20010615    ,0.58
20010618    ,0.93
20010619    ,0.49
20010620    ,1.04
20010621    ,0.03
20010622   ,-0.08
20010625    ,0.72
20010626    ,0.80
20010627    ,0.29
20010628   ,-0.46
20010629   ,-0.80
20010702   ,-0.13
20010703    ,0.26
20010704    ,0.94
20010705    ,1.31
20010706    ,1.41
20010709    ,0.33
20010710   ,-0.26
20010711    ,1.00
20010712   ,-1.43
20010713   ,-0.22
20010716    ,0.65
20010717    ,0.41
20010718    ,0.30
20010719   ,-0.63
20010720    ,0.65
20010723   ,-0.20
20010724    ,0.31
20010725   ,-0.23
20010726   ,-0.41
20010727   ,-0.29
20010730   ,-0.40
20010731   ,-0.44
20010801   ,-0.62
20010802   ,-0.88
20010803    ,0.42
20010806    ,0.50
20010807    ,0.62
20010808    ,1.07
20010809    ,1.40
20010810    ,0.64
20010813    ,0.50
20010814   ,-0.95
20010815    ,0.84
20010816    ,1.53
20010817    ,0.92
20010820    ,0.67
20010821   ,-0.05
20010822    ,0.81
20010823    ,0.28
20010824   ,-1.05
20010827   ,-0.54
20010828    ,0.98
20010829    ,0.41
20010830    ,0.60
20010831    ,0.48
20010903    ,0.90
20010904   ,-0.14
20010905    ,1.79
20010906    ,1.80
20010907    ,0.71
20010910    ,0.47
20010911    ,1.10
20010912    ,0.22
20010913    ,0.45
20010914    ,1.80
20010917   ,-0.49
20010918    ,0.06
20010919   ,-0.18
20010920    ,0.92
20010921    ,0.54
20010924   ,-2.14
20010925   ,-0.39
20010926    ,0.13
20010927    ,0.33
20010928    ,0.08
20011001    ,1.17
20011002    ,0.02
20011003    ,0.30
20011004   ,-2.12
20011005    ,0.13
20011008    ,0.05
20011009   ,-0.23
20011010   ,-0.77
20011011   ,-2.10
20011012   ,-0.20
20011015    ,0.91
20011016   ,-1.06
20011017   ,-2.27
20011018    ,0.94
20011019    ,0.14
20011022   ,-0.80
20011023   ,-1.65
20011024   ,-0.69
20011025    ,0.83
20011026   ,-1.00
20011029    ,1.00
20011030    ,2.13
20011031   ,-0.14
20011101   ,-0.56
20011102   ,-0.38
20011105   ,-1.08
20011106   ,-0.54
20011107   ,-0.23
20011108   ,-1.22
20011109    ,0.36
20011112    ,0.91
20011113   ,-1.69
20011114   ,-1.48
20011115   ,-2.53
20011116   ,-1.45
20011119   ,-1.91
20011120    ,1.71
20011121    ,0.96
20011122   ,-0.82
20011123   ,-0.14
20011126   ,-1.14
20011127    ,0.57
20011128    ,1.34
20011129    ,0.62
20011130   ,-0.39
20011203    ,0.83
20011204   ,-0.60
20011205   ,-2.46
20011206   ,-1.06
20011207   ,-0.31
20011210    ,0.59
20011211    ,0.04
20011212    ,0.33
20011213    ,1.84
20011214    ,0.29
20011217   ,-0.25
20011218    ,0.49
20011219    ,0.59
20011220    ,0.62
20011221    ,0.71
20011224    ,0.00
20011225   ,-0.03
20011226    ,0.01
20011227   ,-0.49
20011228   ,-0.29
20011231   ,-0.12
20020101    ,0.00
20020102   ,-0.48
20020103   ,-1.23
20020104   ,-0.96
20020107   ,-0.30
20020108    ,0.33
20020109    ,0.03
20020110    ,0.51
20020111    ,0.12
20020114    ,1.03
20020115    ,0.71
20020116    ,0.82
20020117   ,-0.35
20020118    ,0.37
20020121    ,0.79
20020122    ,0.37
20020123    ,0.37
20020124   ,-0.23
20020125   ,-0.17
20020128    ,0.11
20020129    ,0.26
20020130    ,1.06
20020131    ,0.02
20020201    ,0.79
20020204    ,0.99
20020205    ,1.00
20020206    ,0.72
20020207   ,-0.57
20020208   ,-0.22
20020211   ,-0.32
20020212    ,0.40
20020213    ,0.38
20020214   ,-0.06
20020215    ,0.23
20020218    ,0.19
20020219    ,1.03
20020220    ,0.24
20020221   ,-0.39
20020222    ,0.77
20020225   ,-0.18
20020226   ,-0.19
20020227   ,-0.76
20020228   ,-0.28
20020301   ,-0.48
20020304   ,-2.00
20020305   ,-0.38
20020306   ,-0.63
20020307   ,-1.51
20020308   ,-1.00
20020311   ,-0.17
20020312    ,1.28
20020313    ,0.69
20020314   ,-0.25
20020315   ,-0.29
20020318   ,-0.05
20020319   ,-0.05
20020320    ,0.45
20020321    ,0.21
20020322    ,0.30
20020325    ,0.47
20020326    ,0.06
20020327    ,0.21
20020328   ,-0.12
20020329    ,0.02
20020401    ,0.16
20020402    ,0.18
20020403   ,-0.20
20020404    ,0.17
20020405    ,0.17
20020408    ,0.53
20020409    ,0.13
20020410    ,0.39
20020411    ,0.82
20020412    ,0.44
20020415   ,-0.11
20020416   ,-1.03
20020417   ,-0.48
20020418    ,0.65
20020419    ,0.22
20020422    ,1.11
20020423   ,-0.03
20020424    ,0.51
20020425    ,0.20
20020426    ,0.50
20020429    ,0.02
20020430    ,0.35
20020501    ,0.08
20020502    ,0.79
20020503    ,1.00
20020506    ,0.21
20020507    ,0.54
20020508   ,-1.06
20020509   ,-0.17
20020510    ,1.07
20020513    ,0.03
20020514   ,-0.54
20020515   ,-0.66
20020516   ,-0.04
20020517   ,-0.19
20020520   ,-0.22
20020521    ,0.32
20020522    ,0.44
20020523   ,-0.07
20020524    ,0.20
20020527    ,0.19
20020528    ,0.28
20020529    ,0.31
20020530    ,0.72
20020531   ,-0.40
20020603    ,0.54
20020604    ,0.59
20020605   ,-0.02
20020606    ,0.39
20020607    ,0.31
20020610   ,-0.09
20020611   ,-0.10
20020612    ,0.58
20020613    ,0.41
20020614    ,0.58
20020617   ,-0.71
20020618    ,0.44
20020619    ,0.78
20020620    ,0.82
20020621    ,0.37
20020624    ,1.07
20020625   ,-0.36
20020626    ,0.44
20020627   ,-0.20
20020628   ,-0.58
20020701   ,-0.05
20020702    ,1.26
20020703    ,0.62
20020704   ,-0.78
20020705   ,-1.41
20020708    ,0.35
20020709    ,0.41
20020710    ,0.89
20020711    ,0.70
20020712   ,-0.45
20020715    ,0.93
20020716   ,-0.57
20020717   ,-1.16
20020718   ,-0.26
20020719    ,1.30
20020722    ,0.63
20020723    ,0.66
20020724    ,0.39
20020725   ,-0.46
20020726   ,-0.05
20020729   ,-1.34
20020730    ,0.93
20020731    ,0.75
20020801    ,0.88
20020802    ,0.11
20020805    ,0.50
20020806   ,-0.25
20020807    ,0.86
20020808   ,-0.93
20020809   ,-0.26
20020812    ,0.76
20020813    ,0.02
20020814    ,1.07
20020815   ,-0.80
20020816   ,-0.13
20020819   ,-1.27
20020820    ,0.57
20020821   ,-0.38
20020822   ,-1.01
20020823    ,0.58
20020826    ,0.03
20020827   ,-0.15
20020828    ,1.02
20020829    ,0.45
20020830    ,0.03
20020902    ,0.64
20020903    ,1.17
20020904   ,-0.02
20020905    ,0.54
20020906   ,-0.36
20020909    ,0.67
20020910   ,-0.21
20020911   ,-0.17
20020912    ,1.34
20020913    ,0.72
20020916    ,0.54
20020917    ,0.72
20020918    ,1.08
20020919    ,0.31
20020920   ,-0.11
20020923    ,1.11
20020924    ,0.12
20020925   ,-0.71
20020926   ,-1.27
20020927   ,-0.12
20020930    ,1.80
20021001   ,-0.48
20021002   ,-0.83
20021003    ,0.93
20021004    ,1.07
20021007    ,0.94
20021008    ,0.14
20021009    ,0.00
20021010   ,-1.00
20021011   ,-1.71
20021014    ,0.13
20021015   ,-2.59
20021016    ,0.64
20021017   ,-1.76
20021018   ,-0.23
20021021   ,-0.53
20021022    ,0.63
20021023    ,1.76
20021024   ,-0.81
20021025    ,0.18
20021028   ,-1.25
20021029    ,1.35
20021030   ,-0.79
20021031   ,-0.25
20021101    ,0.35
20021104   ,-2.76
20021105   ,-0.82
20021106   ,-0.03
20021107    ,1.28
20021108    ,1.26
20021111    ,1.30
20021112   ,-0.36
20021113    ,0.46
20021114   ,-0.87
20021115   ,-0.48
20021118   ,-0.54
20021119    ,0.59
20021120   ,-0.75
20021121   ,-2.73
20021122   ,-1.05
20021125   ,-0.86
20021126    ,0.93
20021127   ,-1.24
20021128   ,-1.64
20021129   ,-0.35
20021202   ,-1.29
20021203    ,1.25
20021204    ,0.84
20021205    ,0.88
20021206    ,0.40
20021209    ,1.39
20021210   ,-0.08
20021211   ,-0.20
20021212    ,1.06
20021213    ,1.16
20021216   ,-0.92
20021217    ,0.54
20021218    ,1.52
20021219    ,0.77
20021220   ,-0.40
20021223    ,0.22
20021224   ,-0.07
20021225   ,-0.05
20021226    ,0.05
20021227    ,1.08
20021230   ,-0.05
20021231   ,-0.27
20030101    ,0.00
20030102   ,-1.55
20030103   ,-0.39
20030106   ,-0.14
20030107    ,0.45
20030108    ,0.61
20030109   ,-0.50
20030110   ,-0.40
20030113   ,-0.50
20030114   ,-0.47
20030115    ,0.05
20030116    ,0.30
20030117    ,0.95
20030120    ,0.49
20030121    ,0.08
20030122    ,0.26
20030123   ,-0.01
20030124    ,0.16
20030127    ,1.37
20030128    ,0.25
20030129    ,0.15
20030130   ,-0.60
20030131    ,0.22
20030203   ,-0.69
20030204    ,1.23
20030205   ,-0.19
20030206    ,0.54
20030207    ,0.42
20030210    ,0.25
20030211   ,-0.65
20030212    ,0.46
20030213    ,0.36
20030214   ,-0.50
20030217   ,-1.09
20030218   ,-0.12
20030219    ,0.83
20030220    ,0.57
20030221    ,0.21
20030224    ,0.92
20030225    ,1.49
20030226    ,0.99
20030227    ,0.01
20030228   ,-0.40
20030303   ,-0.49
20030304    ,0.89
20030305    ,0.48
20030306    ,0.60
20030307    ,1.06
20030310    ,1.24
20030311    ,0.38
20030312    ,0.35
20030313   ,-1.73
20030314   ,-1.84
20030317   ,-0.78
20030318   ,-0.74
20030319   ,-0.81
20030320    ,0.33
20030321   ,-1.54
20030324    ,1.50
20030325    ,0.35
20030326    ,0.12
20030327    ,0.65
20030328    ,0.47
20030331    ,1.91
20030401    ,0.03
20030402   ,-1.55
20030403   ,-0.50
20030404   ,-0.46
20030407   ,-2.36
20030408    ,0.54
20030409    ,0.23
20030410    ,0.96
20030411    ,0.01
20030414   ,-0.14
20030415   ,-1.33
20030416   ,-0.43
20030417   ,-0.30
20030418   ,-0.23
20030421   ,-0.10
20030422   ,-0.05
20030423   ,-1.11
20030424    ,0.63
20030425    ,0.82
20030428   ,-0.52
20030429   ,-0.78
20030430   ,-0.89
20030501   ,-0.04
20030502   ,-0.89
20030505   ,-0.65
20030506   ,-0.94
20030507   ,-0.47
20030508    ,0.94
20030509   ,-0.04
20030512   ,-0.34
20030513    ,0.04
20030514   ,-0.24
20030515   ,-0.08
20030516   ,-0.31
20030519    ,1.08
20030520    ,0.24
20030521    ,0.34
20030522   ,-0.70
20030523    ,0.15
20030526   ,-0.21
20030527    ,0.26
20030528   ,-0.53
20030529   ,-0.12
20030530   ,-0.24
20030602   ,-1.47
20030603    ,0.21
20030604   ,-0.61
20030605   ,-0.68
20030606   ,-1.23
20030609   ,-0.29
20030610   ,-0.29
20030611   ,-0.63
20030612   ,-0.83
20030613    ,0.43
20030616    ,0.00
20030617   ,-0.62
20030618    ,0.06
20030619    ,0.40
20030620    ,0.16
20030623    ,0.34
20030624    ,0.62
20030625    ,0.18
20030626    ,0.27
20030627   ,-0.11
20030630   ,-0.26
20030701   ,-0.19
20030702   ,-0.92
20030703   ,-0.33
20030704   ,-0.16
20030707   ,-1.15
20030708   ,-0.76
20030709    ,0.06
20030710    ,0.38
20030711   ,-0.14
20030714   ,-0.25
20030715   ,-0.15
20030716   ,-0.22
20030717   ,-0.22
20030718    ,0.01
20030721   ,-0.03
20030722   ,-0.03
20030723    ,0.17
20030724    ,0.29
20030725    ,0.32
20030728    ,0.03
20030729    ,0.21
20030730   ,-0.15
20030731    ,0.03
20030801    ,0.17
20030804   ,-0.13
20030805   ,-0.15
20030806    ,0.10
20030807    ,0.16
20030808    ,0.01
20030811   ,-0.02
20030812    ,0.22
20030813    ,0.17
20030814   ,-0.26
20030815   ,-0.14
20030818    ,0.07
20030819    ,0.13
20030820   ,-0.21
20030821   ,-0.37
20030822   ,-0.64
20030825   ,-0.04
20030826    ,0.16
20030827   ,-0.03
20030828   ,-0.14
20030829    ,0.06
20030901    ,0.15
20030902    ,0.08
20030903   ,-0.13
20030904   ,-0.38
20030905    ,0.06
20030908   ,-0.03
20030909    ,0.24
20030910   ,-0.37
20030911   ,-0.24
20030912    ,0.31
20030915    ,0.04
20030916    ,0.24
20030917    ,0.39
20030918    ,0.18
20030919   ,-0.28
20030922   ,-0.79
20030923    ,0.05
20030924   ,-0.47
20030925   ,-0.85
20030926    ,0.33
20030929    ,0.12
20030930    ,0.19
20031001   ,-0.14
20031002    ,0.53
20031003    ,0.59
20031006    ,0.37
20031007    ,0.50
20031008    ,0.26
20031009   ,-0.03
20031010    ,0.33
20031013   ,-0.02
20031014    ,0.65
20031015    ,0.45
20031016    ,0.40
20031017    ,0.16
20031020    ,0.29
20031021   ,-0.42
20031022   ,-0.22
20031023   ,-1.01
20031024    ,0.38
20031027    ,0.59
20031028    ,0.57
20031029    ,0.63
20031030   ,-0.17
20031031   ,-0.14
20031103    ,0.09
20031104    ,0.03
20031105    ,0.04
20031106   ,-0.35
20031107   ,-0.04
20031110   ,-0.50
20031111   ,-1.33
20031112    ,0.00
20031113    ,0.34
20031114   ,-0.75
20031117   ,-1.66
20031118    ,0.35
20031119   ,-0.58
20031120    ,0.21
20031121    ,0.27
20031124   ,-0.09
20031125    ,0.94
20031126    ,0.63
20031127    ,0.37
20031128   ,-0.20
20031201    ,0.50
20031202    ,0.36
20031203    ,0.23
20031204   ,-0.05
20031205   ,-0.22
20031208   ,-0.85
20031209   ,-0.28
20031210   ,-0.73
20031211    ,0.11
20031212    ,0.19
20031215    ,0.86
20031216   ,-0.70
20031217   ,-0.52
20031218   ,-0.39
20031219    ,0.08
20031222   ,-0.09
20031223   ,-0.09
20031224    ,0.10
20031225    ,0.36
20031226    ,0.45
20031229    ,0.60
20031230    ,0.29
20031231   ,-0.11
20040101   ,-0.01
20040102    ,0.25
20040105    ,0.42
20040106    ,0.16
20040107    ,0.45
20040108    ,0.55
20040109    ,0.35
20040112   ,-0.26
20040113   ,-0.23
20040114    ,0.38
20040115    ,0.21
20040116    ,0.35
20040119    ,0.45
20040120    ,0.00
20040121   ,-0.19
20040122   ,-0.02
20040123    ,0.08
20040126   ,-0.29
20040127    ,0.33
20040128   ,-0.33
20040129   ,-0.47
20040130    ,0.52
20040202   ,-0.11
20040203   ,-0.36
20040204   ,-0.54
20040205    ,0.26
20040206    ,0.87
20040209    ,0.49
20040210   ,-0.01
20040211    ,0.24
20040212    ,0.34
20040213   ,-0.10
20040216    ,0.25
20040217    ,0.38
20040218   ,-0.15
20040219   ,-0.27
20040220   ,-0.60
20040223   ,-0.13
20040224   ,-0.74
20040225   ,-0.16
20040226    ,0.20
20040227    ,0.43
20040301    ,0.33
20040302    ,0.19
20040303    ,0.06
20040304    ,0.17
20040305    ,0.07
20040308   ,-0.01
20040309   ,-0.41
20040310   ,-0.68
20040311   ,-0.47
20040312    ,0.21
20040315   ,-0.16
20040316    ,0.12
20040317    ,0.68
20040318   ,-0.17
20040319   ,-0.09
20040322   ,-0.66
20040323    ,0.33
20040324    ,0.63
20040325    ,0.42
20040326    ,0.44
20040329    ,0.22
20040330   ,-0.15
20040331    ,0.37
20040401    ,0.74
20040402    ,0.31
20040405    ,0.27
20040406    ,0.11
20040407   ,-0.16
20040408    ,0.23
20040409   ,-0.59
20040412    ,0.33
20040413    ,0.33
20040414   ,-0.17
20040415   ,-0.73
20040416   ,-0.55
20040419   ,-0.57
20040420    ,0.35
20040421   ,-0.03
20040422   ,-0.33
20040423    ,0.05
20040426    ,0.00
20040427   ,-0.07
20040428    ,0.20
20040429   ,-0.70
20040430   ,-0.47
20040503    ,0.00
20040504    ,0.18
20040505    ,0.00
20040506   ,-0.68
20040507   ,-0.37
20040510   ,-2.38
20040511   ,-0.33
20040512    ,0.94
20040513   ,-0.44
20040514   ,-0.95
20040517   ,-2.19
20040518    ,1.12
20040519    ,1.62
20040520    ,0.02
20040521    ,0.74
20040524    ,0.44
20040525   ,-0.11
20040526    ,0.10
20040527   ,-0.11
20040528    ,0.42
20040531    ,0.14
20040601    ,0.11
20040602   ,-0.10
20040603   ,-0.27
20040604   ,-0.38
20040607    ,0.54
20040608    ,0.29
20040609   ,-0.23
20040610    ,0.04
20040611    ,0.21
20040614    ,0.10
20040615   ,-0.10
20040616    ,0.09
20040617    ,0.20
20040618   ,-0.02
20040621   ,-0.07
20040622   ,-0.12
20040623   ,-0.06
20040624    ,0.27
20040625    ,0.27
20040628    ,0.23
20040629    ,0.44
20040630    ,0.37
20040701   ,-0.08
20040702   ,-0.09
20040705   ,-0.22
20040706   ,-0.31
20040707    ,0.07
20040708   ,-0.29
20040709    ,0.56
20040712    ,0.21
20040713    ,0.23
20040714    ,0.09
20040715    ,0.07
20040716    ,0.13
20040719    ,0.13
20040720   ,-0.06
20040721   ,-0.14
20040722    ,0.00
20040723   ,-0.23
20040726   ,-0.56
20040727   ,-0.81
20040728    ,0.22
20040729   ,-0.55
20040730    ,0.43
20040802    ,0.05
20040803   ,-0.23
20040804    ,0.06
20040805    ,0.05
20040806    ,0.17
20040809   ,-0.01
20040810    ,0.53
20040811    ,0.32
20040812    ,0.29
20040813   ,-0.29
20040816   ,-0.39
20040817   ,-0.16
20040818   ,-0.07
20040819    ,0.11
20040820    ,0.35
20040823   ,-0.21
20040824   ,-0.07
20040825    ,0.05
20040826   ,-0.04
20040827    ,0.35
20040830    ,0.20
20040831    ,0.39
20040901    ,0.00
20040902    ,0.08
20040903   ,-0.04
20040906   ,-0.38
20040907   ,-0.04
20040908    ,0.08
20040909    ,0.10
20040910   ,-0.25
20040913   ,-0.37
20040914   ,-0.13
20040915    ,0.13
20040916   ,-0.04
20040917   ,-0.02
20040920    ,0.23
20040921    ,0.03
20040922    ,0.10
20040923    ,0.26
20040924    ,0.08
20040927    ,0.12
20040928    ,0.09
20040929   ,-0.08
20040930    ,0.48
20041001   ,-0.12
20041004   ,-0.30
20041005    ,0.11
20041006    ,0.11
20041007    ,0.09
20041008    ,0.26
20041011    ,0.11
20041012    ,0.13
20041013   ,-0.28
20041014   ,-0.02
20041015    ,0.03
20041018    ,0.25
20041019   ,-0.24
20041020    ,0.09
20041021   ,-0.20
20041022    ,0.14
20041025    ,0.04
20041026   ,-0.16
20041027    ,0.05
20041028   ,-0.34
20041029    ,0.07
20041101   ,-0.09
20041102    ,0.08
20041103   ,-0.09
20041104    ,0.34
20041105   ,-0.36
20041108   ,-0.08
20041109    ,0.04
20041110   ,-0.01
20041111   ,-0.28
20041112    ,0.18
20041115    ,0.20
20041116    ,0.18
20041117   ,-0.15
20041118   ,-0.09
20041119    ,0.34
20041122    ,0.15
20041123    ,0.22
20041124    ,0.20
20041125   ,-0.03
20041126    ,0.14
20041129    ,0.00
20041130    ,0.22
20041201   ,-0.13
20041202   ,-0.31
20041203   ,-0.10
20041206   ,-0.01
20041207   ,-0.24
20041208   ,-0.22
20041209   ,-0.09
20041210    ,0.09
20041213   ,-0.11
20041214    ,0.18
20041215    ,0.26
20041216    ,0.25
20041217    ,0.61
20041220    ,0.21
20041221    ,0.17
20041222   ,-0.06
20041223   ,-0.06
20041224   ,-0.06
20041227    ,0.21
20041228    ,0.21
20041229    ,0.04
20041230    ,0.19
20041231    ,0.09
20050103   ,-0.11
20050104   ,-0.15
20050105    ,0.04
20050106   ,-0.07
20050107   ,-0.04
20050110   ,-0.02
20050111    ,0.49
20050112    ,0.10
20050113    ,0.06
20050114    ,0.34
20050117    ,0.03
20050118    ,0.22
20050119    ,0.09
20050120   ,-0.04
20050121    ,0.31
20050124    ,0.35
20050125    ,0.02
20050126    ,0.03
20050127    ,0.10
20050128   ,-0.12
20050131    ,0.05
20050201    ,0.15
20050202    ,0.36
20050203    ,0.17
20050204   ,-0.09
20050207   ,-0.16
20050208   ,-0.14
20050209   ,-0.04
20050210   ,-0.02
20050211    ,0.06
20050214    ,0.05
20050215    ,0.11
20050216   ,-0.09
20050217   ,-0.05
20050218    ,0.08
20050221   ,-0.10
20050222    ,0.01
20050223    ,0.10
20050224    ,0.39
20050225    ,0.13
20050228    ,0.42
20050301    ,0.01
20050302   ,-0.20
20050303    ,0.01
20050304    ,0.24
20050307    ,0.11
20050308   ,-0.12
20050309    ,0.09
20050310   ,-0.28
20050311    ,0.16
20050314   ,-0.01
20050315    ,0.09
20050316    ,0.18
20050317    ,0.21
20050318    ,0.25
20050321    ,0.19
20050322    ,0.16
20050323   ,-0.26
20050324   ,-0.26
20050325   ,-0.08
20050328   ,-0.13
20050329   ,-0.26
20050330   ,-0.37
20050331    ,0.80
20050401    ,0.51
20050404    ,0.39
20050405   ,-0.13
20050406    ,0.06
20050407    ,0.05
20050408    ,0.01
20050411   ,-0.07
20050412    ,0.11
20050413   ,-0.10
20050414   ,-0.48
20050415   ,-0.42
20050418   ,-0.66
20050419    ,0.74
20050420    ,0.34
20050421   ,-0.22
20050422    ,0.50
20050425    ,0.34
20050426    ,0.05
20050427   ,-0.14
20050428   ,-0.36
20050429    ,0.13
20050502    ,0.34
20050503   ,-0.09
20050504   ,-0.12
20050505    ,0.19
20050506    ,0.27
20050509    ,0.14
20050510    ,0.38
20050511    ,0.03
20050512   ,-0.37
20050513   ,-0.39
20050516   ,-0.35
20050517   ,-0.21
20050518   ,-0.07
20050519    ,0.12
20050520   ,-0.03
20050523    ,0.10
20050524    ,0.21
20050525    ,0.02
20050526    ,0.03
20050527    ,0.15
20050530    ,0.11
20050531    ,0.21
20050601    ,0.07
20050602    ,0.10
20050603    ,0.12
20050606    ,0.25
20050607   ,-0.09
20050608    ,0.12
20050609    ,0.19
20050610    ,0.23
20050613    ,0.11
20050614    ,0.01
20050615    ,0.08
20050616   ,-0.04
20050617    ,0.28
20050620    ,0.22
20050621   ,-0.30
20050622   ,-0.09
20050623    ,0.20
20050624    ,0.20
20050627    ,0.34
20050628    ,0.13
20050629   ,-0.10
20050630    ,0.04
20050701    ,0.00
20050704    ,0.23
20050705    ,0.21
20050706    ,0.09
20050707    ,0.16
20050708    ,0.15
20050711   ,-0.10
20050712    ,0.04
20050713    ,0.08
20050714   ,-0.37
20050715   ,-0.22
20050718    ,0.03
20050719    ,0.14
20050720    ,0.08
20050721   ,-0.08
20050722    ,0.15
20050725    ,0.33
20050726   ,-0.06
20050727    ,0.14
20050728    ,0.10
20050729    ,0.20
20050801    ,0.15
20050802    ,0.29
20050803   ,-0.07
20050804    ,0.20
20050805   ,-0.25
20050808    ,0.39
20050809    ,0.32
20050810    ,0.16
20050811    ,0.15
20050812    ,0.00
20050815   ,-0.05
20050816   ,-0.13
20050817   ,-0.41
20050818   ,-0.21
20050819    ,0.16
20050822    ,0.48
20050823    ,0.14
20050824    ,0.04
20050825    ,0.07
20050826    ,0.13
20050829    ,0.13
20050830    ,0.49
20050831    ,0.37
20050901    ,0.54
20050902    ,0.13
20050905    ,0.03
20050906   ,-0.29
20050907   ,-0.12
20050908   ,-0.14
20050909    ,0.29
20050912    ,0.26
20050913    ,0.01
20050914   ,-0.01
20050915    ,0.40
20050916    ,0.18
20050919    ,0.42
20050920    ,0.36
20050921    ,0.26
20050922    ,0.13
20050923   ,-0.11
20050926    ,0.14
20050927    ,0.14
20050928    ,0.52
20050929    ,0.40
20050930   ,-0.17
20051003    ,0.23
20051004   ,-0.63
20051005   ,-0.81
20051006   ,-1.11
20051007    ,0.33
20051010    ,0.07
20051011    ,0.90
20051012    ,0.07
20051013   ,-0.71
20051014   ,-0.37
20051017    ,0.28
20051018   ,-0.14
20051019   ,-0.40
20051020   ,-0.02
20051021   ,-0.09
20051024    ,0.53
20051025    ,0.42
20051026    ,0.43
20051027    ,0.41
20051028   ,-0.19
20051031    ,0.53
20051101    ,0.62
20051102    ,0.18
20051103    ,0.28
20051104    ,0.17
20051107   ,-0.23
20051108   ,-0.03
20051109   ,-0.39
20051110   ,-0.67
20051111    ,0.08
20051114   ,-0.21
20051115    ,0.21
20051116    ,0.39
20051117    ,0.42
20051118   ,-0.05
20051121    ,0.04
20051122    ,0.29
20051123   ,-0.20
20051124   ,-0.20
20051125    ,0.44
20051128   ,-0.24
20051129    ,0.12
20051130    ,0.34
20051201    ,0.27
20051202    ,0.55
20051205    ,0.74
20051206    ,0.13
20051207   ,-0.05
20051208   ,-0.25
20051209    ,0.38
20051212    ,0.40
20051213    ,0.39
20051214   ,-0.07
20051215   ,-0.21
20051216   ,-0.05
20051219    ,0.19
20051220    ,0.48
20051221    ,0.16
20051222   ,-0.02
20051223   ,-0.05
20051226    ,0.20
20051227   ,-0.23
20051228    ,0.09
20051229    ,0.13
20051230    ,0.05
20060102   ,-0.04
20060103    ,0.34
20060104    ,0.32
20060105   ,-0.57
20060106   ,-0.20
20060109    ,0.09
20060110   ,-0.37
20060111   ,-0.15
20060112    ,0.42
20060113    ,0.22
20060116    ,0.38
20060117   ,-0.12
20060118   ,-1.10
20060119    ,1.14
20060120    ,0.23
20060123   ,-0.53
20060124    ,0.60
20060125    ,0.59
20060126    ,0.31
20060127    ,0.51
20060130    ,0.50
20060131    ,0.09
20060201    ,0.15
20060202   ,-0.06
20060203    ,0.28
20060206    ,0.64
20060207   ,-0.15
20060208   ,-1.00
20060209   ,-0.15
20060210   ,-0.63
20060213   ,-1.39
20060214    ,0.08
20060215   ,-0.09
20060216   ,-0.07
20060217   ,-0.33
20060220   ,-0.47
20060221    ,1.21
20060222    ,0.14
20060223    ,0.59
20060224    ,0.34
20060227    ,0.12
20060228   ,-0.36
20060301   ,-0.03
20060302   ,-0.15
20060303   ,-0.40
20060306   ,-0.33
20060307   ,-0.70
20060308   ,-0.47
20060309    ,0.33
20060310    ,0.51
