This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 BE/ME portfolios in Developed.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.
200303  -0.01   0.03  -0.16   0.63  -0.90  -1.32
200304  10.49   8.89   7.56   8.13   9.45   9.51
200305  10.88   9.86   9.05   5.35   6.66   8.17
200306   4.00   3.10   4.68   1.39   2.29   2.25
200307   4.34   4.31   4.93   0.74   3.00   3.03
200308   4.93   4.59   6.41   2.12   2.39   3.24
200309   4.22   3.07   4.19   0.99   0.95   1.23
200310   6.89   6.93   7.32   3.59   7.01   8.14
200311   1.35   2.39   1.38   1.47   2.13   1.82
200312   4.01   4.05   4.88   5.56   5.80   6.60
200401   3.87   4.52   6.00   1.74   1.61   3.31
200402   1.54   2.38   2.19   1.58   2.28   2.31
200403   4.06   1.89   4.07  -1.19   0.24  -0.30
200404  -2.24  -2.84  -3.58  -0.88  -3.13  -2.87
200405  -1.21   0.18  -0.83   0.83   1.09   0.89
200406   4.07   4.08   5.22   1.87   2.11   2.76
200407  -6.28  -4.83  -3.73  -5.00  -2.31  -2.84
200408  -0.89  -0.16   0.72  -0.01   0.93   0.85
200409   3.79   4.00   2.90   1.21   2.59   3.05
200410   3.26   3.43   2.87   2.19   2.97   2.91
200411   7.43   7.84   7.65   4.40   5.36   6.71
200412   3.54   3.93   4.47   4.15   3.55   4.26
200501  -0.52  -0.23   1.07  -2.63  -1.78  -1.25
200502   2.84   3.28   4.45   2.22   3.85   3.41
200503  -3.56  -2.30  -0.82  -1.60  -2.25  -1.25
200504  -3.61  -3.77  -2.59  -1.64  -2.75  -2.60
200505   0.57   1.84   0.47   2.20   1.07   2.25
200506   2.84   3.46   3.48  -0.40   2.36   2.24
200507   4.65   5.11   4.38   3.95   3.32   3.92
200508   1.25   2.18   2.10   0.89   1.30   1.62
200509   1.37   2.59   2.42   1.67   2.93   2.52
200510  -2.88  -2.73  -1.78  -1.54  -3.17  -2.17
200511   3.77   3.40   2.76   3.16   3.50   2.67
200512   6.11   3.69   4.65   2.07   3.23   2.44
200601   6.69   8.02   7.45   3.52   4.87   5.58
200602  -2.02   0.18  -0.52  -0.80   0.29   0.41
200603   4.09   4.82   4.84   2.48   2.64   2.61
200604   3.20   3.96   3.68   2.15   3.38   4.29
200605  -7.10  -4.92  -5.09  -3.40  -3.76  -3.04
200606  -2.07  -1.33  -1.68   0.12  -0.12  -0.10
200607  -3.94  -2.17  -1.57  -1.31   1.16   1.31
200608   3.23   2.50   2.59   2.82   2.88   1.98
200609  -0.44  -0.44   0.15   1.21   0.86   1.61
200610   4.63   4.26   3.77   3.72   3.56   3.84
200611   2.71   3.24   2.92   2.16   2.96   2.75
200612   1.87   1.76   2.45   0.81   2.85   2.93
200701   1.88   1.97   2.61   1.79   0.82   1.33
200702   0.50   1.26   1.56  -0.63  -0.23  -0.13
200703   1.68   2.47   2.68   1.70   2.77   1.67
200704   2.75   3.66   3.52   4.20   4.42   4.05
200705   1.23   2.33   2.49   2.80   3.04   2.80
200706  -0.11   0.50   0.98  -0.25  -0.22  -1.21
200707  -2.09  -1.87  -1.42  -0.77  -2.03  -3.24
200708  -4.40  -3.23  -3.86   0.48  -0.46  -1.02
200709   4.04   2.52   2.18   5.96   4.58   4.56
200710   6.74   3.75   2.50   4.40   3.33   2.63
200711  -7.88  -7.89  -6.80  -2.83  -3.95  -5.23
200712  -2.83  -1.39  -1.88  -1.70  -0.82  -1.10
200801 -10.45  -8.88  -6.34  -8.45  -7.15  -7.23
200802   1.98   1.84   1.92   0.31   0.38  -1.25
200803  -2.83  -1.31  -1.05  -1.43  -1.11  -0.26
200804   2.22   3.49   1.89   5.51   5.42   5.00
200805   3.35   3.99   3.01   3.21   1.78   0.38
200806  -7.74  -6.81  -6.34  -6.44  -7.88 -10.04
200807  -3.92  -2.66  -1.81  -2.81  -3.52  -0.75
200808  -2.97  -2.37  -2.02  -1.50  -2.22  -2.16
200809 -14.27 -13.65 -11.48 -12.66 -12.45 -10.55
200810 -24.77 -22.58 -19.80 -17.50 -18.75 -22.41
200811  -7.73  -7.52  -6.68  -5.09  -5.98  -9.38
200812   6.22   5.92   6.85   3.74   4.72   4.00
200901  -5.35  -6.90  -8.44  -6.08  -9.09 -12.21
200902  -8.41  -8.68 -11.18  -7.92 -10.06 -13.48
200903   7.43   6.38   5.43   7.09   7.01   9.05
200904  14.77  14.11  11.96   8.11  11.47  16.48
200905  12.46  10.72  11.27   9.01  10.27  10.18
200906   3.36   1.76   1.86   0.75  -1.34  -0.95
200907   6.49   7.19   9.48   6.57   9.35  11.43
200908   3.41   4.70   7.13   1.48   4.11   6.94
200909   6.04   5.59   6.42   4.14   4.22   4.88
200910  -2.63  -2.39  -3.26  -0.64  -1.92  -4.38
200911   1.41   1.19   1.16   4.93   3.64   2.47
200912   1.99   2.67   2.92   1.37   2.15   2.04
201001  -1.93  -1.67  -1.05  -3.58  -4.18  -4.60
201002   1.04   1.09   1.77   1.56   1.05   1.13
201003   5.02   5.99   7.80   4.94   6.26   8.30
201004   3.19   3.25   4.93  -0.35   0.70  -0.43
201005  -8.60  -9.11 -11.06  -8.55  -9.53 -11.06
201006  -2.15  -2.41  -4.43  -1.65  -3.58  -4.76
201007   6.93   7.25   6.91   7.56   8.06  10.18
201008  -3.67  -4.40  -4.73  -3.04  -3.21  -5.83
201009  12.52  11.64   9.76  10.29   9.26   9.83
201010   4.32   4.11   2.98   4.40   3.97   3.26
201011  -1.10  -0.27  -0.24  -1.55  -2.32  -3.91
201012   9.33   9.85   9.80   6.09   7.55   9.19
201101  -0.05   0.81   1.89   0.75   2.37   4.48
201102   3.33   3.73   3.71   2.93   3.96   3.45
201103   0.71   0.78  -0.29   0.06  -0.74  -2.10
201104   4.55   3.85   2.65   5.01   4.93   3.29
201105  -2.62  -2.15  -3.09  -0.84  -2.49  -3.01
201106  -2.46  -2.27  -1.02  -1.24  -1.54  -1.68
201107  -0.53  -0.72  -0.62   0.22  -1.68  -4.07
201108  -7.91  -8.52  -7.84  -5.70  -7.38  -9.37
201109 -11.05 -11.55  -8.62  -8.80  -8.85  -9.74
201110   9.69   8.81   5.69   9.99  10.42  10.25
201111  -3.80  -4.12  -3.13  -1.90  -1.91  -4.07
201112  -2.07  -0.79   0.22  -1.13  -0.25   0.22
201201   8.07   7.98   6.81   5.97   4.75   5.67
201202   4.44   4.46   3.78   5.25   4.52   5.32
201203   0.34   0.98   1.53   2.37   0.44   1.11
201204  -0.70  -1.05  -1.34  -0.17  -0.64  -2.96
201205  -9.79  -9.80  -8.46  -8.14  -9.00  -9.35
201206   4.10   3.13   3.81   3.71   4.89   6.87
201207  -0.99  -0.17  -1.13   1.40   1.70  -0.52
201208   2.58   2.89   2.63   2.65   2.36   3.88
201209   4.27   4.04   4.40   2.30   2.58   4.55
201210  -1.63  -0.54  -0.52  -1.82  -0.34   1.74
201211  -0.16   0.16   0.77   2.08   0.89   1.34
201212   2.28   3.53   5.17   0.55   2.02   4.67
201301   5.14   5.60   6.35   4.19   5.41   6.95
201302   0.27   0.17   0.40   0.56   0.42  -1.12
201303   3.81   2.60   2.31   2.97   2.48   0.70
201304   2.54   1.29   2.59   2.69   2.75   4.42
201305   0.29   0.44  -0.23   0.17  -0.22   2.48
201306  -2.55  -2.13  -2.52  -2.85  -2.09  -2.92
201307   6.02   5.76   5.70   5.52   4.89   6.75
201308  -0.37  -0.83  -0.96  -1.31  -2.26  -2.17
201309   8.05   7.17   7.29   5.63   5.10   5.20
201310   0.43   2.48   3.44   3.34   3.93   4.27
201311   1.91   1.63   1.41   1.78   1.78   2.03
201312   2.02   2.18   1.75   2.51   1.97   2.16
201401  -0.09  -1.12  -0.97  -4.00  -3.30  -3.50
201402   3.70   4.11   4.52   5.52   4.93   4.95
201403  -2.27   0.40   1.10  -1.15   0.55   1.19
201404  -3.31  -1.57  -0.93   0.66   1.00   0.79
201405   0.68   0.90   0.69   2.41   1.73   1.37
201406   4.37   4.02   3.63   1.59   1.97   1.86
201407  -3.18  -3.49  -2.47  -1.97  -1.71  -2.25
201408   1.62   1.61   1.03   2.43   1.96   1.53
201409  -5.53  -5.10  -6.02  -2.30  -2.75  -3.39
201410   1.12   0.25  -1.66   1.55   0.64  -1.35
201411   0.36  -0.58  -1.34   2.55   2.44   0.18
201412  -0.05   0.29  -0.09  -1.61  -1.70  -1.52
201501  -1.18  -2.34  -1.98   0.16  -1.79  -3.89
201502   6.17   5.93   4.75   5.55   6.02   6.27
201503   0.47   0.15  -0.19  -0.66  -1.54  -1.62
201504   2.95   2.94   4.84   1.49   2.52   4.12
201505   2.10   1.98   0.71   0.89   0.23  -0.01
201506   0.35  -0.20  -0.68  -1.99  -2.56  -2.26
201507  -0.61  -0.75  -3.73   3.03   1.49  -0.36
201508  -6.86  -4.34  -4.33  -6.38  -6.25  -6.35
201509  -4.23  -4.14  -4.08  -3.11  -3.51  -5.30
201510   4.19   5.94   5.24   7.50   7.96   7.11
201511   3.35   0.53   0.00   0.00  -0.64  -0.64
201512   0.03  -0.66  -1.97  -1.30  -1.64  -2.70
201601 -10.53  -7.55  -7.24  -6.17  -4.88  -7.94
201602  -0.51   0.63   0.27  -0.36  -0.17  -1.56
201603   8.36   8.05   8.09   6.33   6.79   7.43
201604   2.62   2.26   4.63   0.55   1.09   4.50
201605   1.60   0.35  -0.73   1.09   0.88  -0.80
201606  -2.72  -2.61  -1.50  -0.75  -1.20  -3.42
201607   4.96   5.79   6.22   4.64   4.20   4.31
201608  -0.01   0.79   1.34  -0.91  -0.01   2.12
201609   4.13   2.35   2.52   0.94   1.00   0.09
201610  -4.62  -3.51  -0.81  -3.30  -2.31   1.07
201611  -0.31   2.16   3.47  -0.75   1.08   4.24
201612   0.26   2.17   3.34   1.48   1.80   3.94
201701   3.40   2.78   3.20   3.32   2.41   2.44
201702   2.28   1.37   1.36   3.56   2.25   0.99
201703   2.56   2.13   0.63   2.39   1.33   0.71
201704   2.30   2.89   1.36   2.40   2.49   0.56
201705   2.68   2.19   0.51   3.65   2.36   0.65
201706   2.19   2.03   2.65  -0.75   0.37   2.25
201707   2.08   2.70   3.10   2.31   2.41   3.33
201708   0.54  -0.39   0.05   1.44  -0.08  -0.74
201709   2.78   4.06   4.02   1.33   2.34   3.37
201710   1.44   0.96   1.07   3.12   1.27   1.67
201711   1.06   1.60   1.37   2.34   2.03   1.78
201712   2.76   1.85   2.17   0.84   1.58   1.66
201801   5.59   3.97   3.62   6.14   4.91   5.26
201802  -2.28  -3.25  -3.88  -2.57  -4.76  -4.55
201803  -0.33  -0.36  -0.98  -1.73  -1.71  -1.92
201804  -0.39   0.84   1.60   0.57   0.99   2.13
201805   4.08   1.90   0.44   2.81   0.55  -2.59
201806  -0.89  -1.01  -1.55   0.36   0.01  -1.75
201807  -0.77   1.11   0.89   2.54   3.01   3.27
201808   1.58   0.54  -0.78   4.43   0.03  -1.59
201809  -0.71  -1.32  -0.65   0.23   0.77   0.77
201810 -11.61 -10.17  -8.97  -9.18  -7.06  -6.92
201811   1.90   0.29  -0.48   0.80   1.68   0.75
201812  -9.17  -8.41  -7.62  -7.41  -6.92  -7.84
201901   8.10   7.71   7.03   8.19   7.09   7.83
201902   3.90   3.15   2.52   4.36   2.99   1.56
201903   0.74  -1.45  -1.90   2.91   1.00  -1.00
201904   2.54   2.96   2.17   4.23   3.08   4.09
201905  -4.07  -5.78  -5.99  -5.57  -5.22  -7.06
201906   4.00   4.81   4.58   7.00   6.23   6.09
201907  -1.44  -0.74  -0.76   0.93   0.44  -1.08
201908  -3.17  -4.01  -4.56  -0.68  -2.17  -4.68
201909   0.04   2.40   3.63   0.40   1.95   5.13
201910   3.60   3.70   3.24   3.24   2.31   2.53
201911   5.04   2.40   1.93   3.57   2.66   2.20
201912   3.73   4.65   4.79   3.24   2.66   3.45
202001  -2.28  -3.23  -4.90   1.46  -0.72  -4.66
202002  -9.87  -9.54  -9.91  -7.61  -8.28  -9.70
202003 -15.28 -17.34 -20.05  -8.13 -12.83 -21.78
202004  15.61  11.49  10.11  12.10   9.74   8.35
202005  10.37   6.93   4.39   6.47   5.00   2.26
202006   3.28   2.69   2.32   4.65   0.96   2.12



  Average Equal Weighted Returns -- Monthly
               Small                 Big
          Low     2    High    Low     2    High
199007   2.09   1.62   1.36   2.38   2.35   2.43
199008 -10.44 -10.15  -7.73 -11.36 -11.68 -11.73
199009 -10.20  -9.29  -7.82 -12.24 -12.12 -13.11
199010   2.11   1.23  -2.64  11.48  10.56   9.57
199011  -0.83  -0.39  -0.37  -3.52  -3.24  -3.46
199012   0.34   0.37  -0.15   1.32   1.13   0.71
199101   1.89   1.55   3.55   1.87   1.86   2.32
199102  13.44  11.93  10.73  13.15  12.47  13.59
199103   2.46   1.52   2.99  -1.81  -2.24  -1.66
199104   1.03   1.14   1.69   0.12   0.48   0.90
199105   0.70  -0.29   0.17   0.65   0.93   1.37
199106  -5.25  -4.80  -3.24  -6.12  -5.86  -5.23
199107   2.69   2.91   3.47   3.13   3.14   3.91
199108  -0.34   0.75   0.71  -1.50  -1.51  -1.08
199109   4.43   4.98   3.46   4.76   4.36   3.82
199110   1.76   1.15   1.37   1.84   0.89   0.78
199111  -1.47  -2.47  -1.58  -4.89  -5.12  -5.19
199112   4.41   3.89   2.10   7.45   5.56   5.12
199201   2.75   1.82   6.94  -1.80  -0.81   1.40
199202   0.85   0.60   3.56  -1.65  -1.26  -0.43
199203  -5.65  -3.49  -1.55  -6.03  -4.96  -4.97
199204  -2.67   0.21   0.43  -2.71  -0.51   0.71
199205   5.10   5.04   4.75   5.69   5.93   5.13
199206  -3.64  -2.69  -2.29  -4.46  -4.01  -3.48
199207  -1.71  -1.96  -1.24  -1.40  -1.67  -3.14
199208  -1.29  -0.54  -1.48   3.24   2.47   1.30
199209  -1.02  -1.97  -2.43  -1.28  -1.61  -2.99
199210  -3.43  -4.10  -3.23  -2.44  -3.50  -1.53
199211   2.74   1.30   1.65   2.88   1.13   0.90
199212   2.99   3.15   3.37   0.65   1.59   1.40
199301   3.59   3.48   5.91   0.47   1.52   2.35
199302   0.54   2.04   3.52   0.22   3.10   3.09
199303   6.72   7.08   7.94   6.96   7.05   8.12
199304   4.93   4.99   5.59   3.29   5.61   7.44
199305   7.07   6.09   6.08   4.25   3.05   3.65
199306  -2.82  -2.15  -0.80  -3.18  -2.32  -1.97
199307   1.60   1.46   3.92   1.48   2.53   3.19
199308   4.84   5.91   6.92   5.01   4.99   5.65
199309  -0.73   0.20   1.08  -0.77  -1.01  -2.15
199310   2.64   2.41   2.96   0.59   0.19   0.18
199311  -4.32  -2.53  -1.96  -5.82  -6.22  -7.15
199312   4.24   5.42   5.18   3.86   5.27   6.71
199401   8.77   8.99  11.93   7.48   8.25  10.93
199402  -0.24   1.27   2.04  -0.32   0.00  -0.18
199403  -4.24  -2.70  -1.39  -2.89  -2.40  -0.91
199404   0.75   1.87   2.89   1.63   2.77   3.65
199405  -1.30  -1.23   0.36  -0.78  -0.73  -0.30
199406  -2.10  -1.02  -0.22  -0.27   0.92   1.02
199407   0.78   1.09   1.69   1.68   2.14   1.81
199408   2.65   2.11   1.94   3.16   2.33   1.43
199409  -0.03   0.11   0.77  -2.00  -2.71  -2.36
199410   0.06   0.23   0.65   1.73   1.90   1.10
199411  -5.75  -4.79  -4.52  -5.41  -5.04  -5.46
199412  -0.62  -0.07   0.22   1.32   1.28   1.56
199501  -0.90  -0.38   0.33  -2.57  -1.88  -1.57
199502   1.22   1.60   1.60   1.04   0.83   0.44
199503   2.22   2.43   1.82   4.85   3.91   2.50
199504   1.81   2.26   2.34   1.93   3.04   3.32
199505   0.67   0.54   1.26  -0.43  -0.68  -0.24
199506   2.20   2.30   1.84   1.19  -0.14  -0.37
199507   6.19   5.02   4.24   5.83   5.51   4.13
199508   2.20   1.86   1.28  -0.76  -1.13  -1.53
199509   1.54   1.47   2.07   1.61   0.99   0.64
199510  -2.87  -2.92  -2.33  -1.95  -2.44  -2.39
199511   0.94   0.44   0.32   2.52   2.53   2.22
199512   2.36   2.37   2.00   1.78   2.65   3.13
199601   2.85   2.64   3.18   1.21   1.67   2.19
199602   3.85   3.00   3.56   2.67   1.67   1.39
199603   1.78   2.07   2.55   1.66   2.15   1.40
199604   6.35   5.50   4.65   4.05   4.86   3.59
199605   4.52   4.02   4.50   0.68  -0.11   0.55
199606  -3.40  -2.48  -1.11  -1.44  -0.60  -0.04
199607  -7.98  -4.93  -2.94  -5.98  -4.17  -3.81
199608   3.53   3.38   2.62   2.48   1.80   1.64
199609   1.05   0.74   1.42   3.31   2.58   1.85
199610  -1.69  -0.09   1.40  -1.65  -0.87   0.18
199611   1.14   2.59   3.52   2.40   3.48   4.11
199612  -1.92  -0.45   0.38  -2.22  -1.43  -0.86
199701   0.81   1.62   2.04  -1.84  -0.79  -0.21
199702   0.12   0.85   1.96  -0.90   0.28   1.37
199703  -5.58  -3.04  -1.12  -3.64  -2.13  -2.05
199704  -3.89  -2.54  -1.65  -0.06   0.75   0.25
199705   8.80   8.40   6.93  11.25   8.47   7.74
199706   0.16   1.88   2.64   2.91   3.57   3.54
199707  -1.52  -0.10   0.43   2.91   2.61   2.60
199708   0.62   0.53   0.52  -3.76  -2.87  -3.57
199709   3.07   4.01   3.59   4.29   4.16   4.20
199710  -4.07  -4.59  -2.56  -5.34  -4.52  -3.58
199711  -6.75  -5.37  -4.61  -2.03  -2.02  -2.68
199712  -4.43  -4.47  -3.04  -1.60  -1.76  -0.14
199801   6.04   2.73   4.05   3.37   3.08   4.63
199802   6.68   7.53   7.25   7.55   7.73   8.92
199803   2.29   2.61   3.17   2.94   3.23   4.69
199804   1.47   2.01   1.87   0.67   0.79  -0.23
199805  -3.04  -2.78  -1.31  -2.98  -2.23  -1.58
199806  -4.02  -4.33  -3.40  -0.86  -1.71  -1.64
199807  -3.15  -3.66  -2.95  -1.69  -2.15  -3.01
199808 -16.66 -14.99 -12.49 -14.34 -14.31 -13.79
199809   1.90   1.31   0.63   2.73   1.54   0.82
199810   4.07   4.94   6.36   8.86   9.25   8.03
199811   6.09   4.88   5.18   5.61   3.31   4.36
199812   2.02   0.80   0.51   5.44   3.27   1.87
