This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
               Small                 Big
          Low     2    High    Low     2    High
199606  -2.45  -2.05  -3.38  -0.70  -0.91  -1.15
199607  -5.34  -3.73  -6.15  -4.23  -5.38  -5.80
199608   5.11   5.82   5.24   4.60   3.91   4.60
199609   3.44   2.79   3.09   2.67   2.42   0.90
199610   6.12   4.69   5.43   2.67   1.38   0.60
199611  13.13   6.44   9.57   9.15   7.84   5.35
199612   1.05   0.35  -0.62   0.50  -0.53   0.12
199701  -0.06  -0.04  -0.43  -2.57  -1.59  -1.31
199702   6.13   5.00   6.58   2.36   1.76   2.40
199703  -0.02  -1.94  -2.27  -3.66  -3.15  -4.69
199704  -1.72  -0.86  -1.47  -0.10   0.45  -0.49
199705   4.24   4.04   4.48   6.18   4.15   6.23
199706  -2.06  -1.79  -2.78   0.13   3.39   0.90
199707   2.64   1.18   2.64   0.37   1.15   1.42
199708  -0.78   0.01  -2.15  -4.58  -3.67  -5.26
199709  -0.59  -2.58  -0.54   2.58   2.40   0.70
199710 -19.13 -19.05 -22.48 -20.05 -22.41 -26.99
199711  -5.46  -6.52  -7.89  -3.48  -3.05  -4.08
199712  -5.23  -5.13  -5.26  -3.66  -1.15  -4.09
199801  -5.49  -6.65  -6.00  -7.88 -13.32 -15.21
199802  13.99  15.80  14.13  14.46  24.02  27.17
199803  -2.16  -1.81  -5.37  -3.43  -0.89  -0.50
199804  -3.03  -3.06  -2.64  -4.58  -5.84  -4.15
199805  -8.47 -11.39 -11.70 -10.68 -12.43 -15.51
199806 -11.62 -11.40 -14.04  -8.62 -10.47 -13.31
199807   1.06  -1.91  -1.10  -1.98  -4.04  -4.95
199808 -14.72 -13.43 -16.05 -15.92 -17.86 -13.64
199809   6.21   6.95   6.50  11.23  12.47   9.39
199810  13.94  21.33  18.51  23.13  24.25  16.46
199811   8.48   5.74  10.54   7.47  10.29   6.90
199812  -2.70  -2.74  -4.99  -3.79  -1.73  -4.66
199901   2.59   0.83   2.29   1.63  -1.11  -2.09
199902   1.28  -0.27  -0.19  -1.39  -0.78  -0.34
199903   3.35   1.41   3.03   7.31   7.29   7.92
199904  22.36  21.74  26.42  17.88  16.89  22.54
199905   6.77  10.05   9.85  -3.38  -2.43  -1.26
199906  10.96  12.90  12.07   6.54  10.41  14.66
199907   6.38   0.91   1.54  -4.11  -0.26   0.58
199908  -2.33  -3.14  -2.99  -3.14  -1.72  -2.24
199909   9.86   3.65   2.49  -5.87  -1.56   0.38
199910   1.35   1.92   0.08  -0.52  -0.65  -0.75
199911  11.58   5.28   4.24   5.17   4.62   4.39
199912  12.65   8.71   9.59   8.99   4.94   8.02
200001  21.39  10.17   8.36  -9.21  -6.51  -7.25
200002  10.98   4.59   5.19  -4.12  -4.66  -2.26
200003   9.09   5.03   2.20   1.73   1.32   0.82
200004 -21.79 -13.27 -16.02  -4.51  -1.82  -4.20
200005 -12.08  -9.83  -9.81 -10.57  -6.02  -5.33
200006   6.44   5.92   5.06  13.46  10.56  12.41
200007   5.84   3.57   4.90  -0.92   0.56  -1.20
200008  -0.29   0.84  -1.11   3.04   2.34   2.17
200009 -12.27  -7.84 -11.17  -9.37  -7.45 -10.63
200010  -9.85  -5.49  -6.74  -5.75  -2.25  -6.97
200011   1.15   0.58  -1.03   0.88   1.02  -1.14
200012  -0.77   2.02  -0.36   4.30   4.68   0.88
200101   0.73   0.39   1.84   3.02   3.82   4.58
200102  -1.98  -2.03  -4.14  -0.32  -1.78  -5.18
200103 -13.58 -11.36 -15.34 -12.31 -11.35 -16.21
200104   6.05   6.39   7.45   4.54   9.04   7.59
200105   5.59   5.37   1.78   2.14   0.81   0.14
200106  -1.40   0.33  -0.96   2.72   4.38   0.40
200107  -4.43  -2.08  -5.26  -1.96  -1.15  -4.99
200108  -1.29  -0.84  -3.21   1.24   0.49  -1.15
200109 -13.92 -15.30 -18.29 -12.05 -12.23 -15.76
200110   7.35   8.72  11.45   5.60   5.61   7.36
200111  11.18   8.93  14.79   7.86   7.82   7.99
200112   1.24   2.30   0.36   3.44   2.69   2.04
200201   6.38   7.58   7.43   6.03   3.13   2.50
200202   1.06   2.59   0.18   1.54   1.24  -1.45
200203   4.27   5.20   5.58   2.48   4.55   2.54
200204   1.44   1.65  -0.85   2.86   2.32  -1.72
200205   6.18   7.19   4.23   4.17   2.51   3.67
200206  -5.92  -5.34  -7.38  -3.02  -2.28  -7.56
200207  -9.24  -7.19  -8.96  -6.20  -5.79  -7.30
200208   1.69  -0.26   1.04  -1.53   1.95   2.25
200209  -6.40  -6.58  -8.70  -8.63  -6.28  -8.38
200210   0.51   1.99   1.78   3.76   3.53   2.06
200211   1.13   1.96   0.85   4.01   2.20   1.84
200212   0.45   0.56   1.48  -1.84   0.19  -0.37
200301   4.28   4.15   4.31   3.00   3.37   4.19
200302   0.79   0.91  -2.28   0.72   0.39  -3.32
200303  -4.26  -3.28  -4.64  -2.07  -0.80  -1.37
200304   1.04   1.31   3.23   4.57   4.57   5.72
200305  11.22  13.95   8.88  11.12   8.25   9.21
200306   4.55   5.75   3.92   4.66   5.69   6.00
200307  11.69  10.12  10.49   3.42   4.32   3.79
200308  17.27  11.29  10.77   7.11   6.08   4.11
200309  13.60  10.72  12.30   7.89   6.76   6.27
200310   8.57   7.74   9.06   5.50   6.34   7.81
200311  -0.25   0.95   1.18  -1.40   0.62   0.75
200312   5.30   4.56   3.78   5.62   5.53   4.70
200401   8.41   7.06   6.53   7.33   3.73   3.74
200402   5.33   4.80   4.40   3.58   3.15   2.32
200403  -2.91  -3.50  -3.98  -0.15   0.42  -1.40
200404  -9.07  -6.60  -8.10  -4.27  -4.48  -7.26
200405  -4.16  -2.34  -3.00   0.04   0.18   2.06
200406  -3.07  -1.54  -2.72   1.69   0.43   0.36
200407   3.80   3.46   1.85   1.10   2.20   2.36
200408  -0.40   1.12  -0.77   2.30   3.16   1.99
200409   6.03   5.23   5.23   5.00   6.16   6.39
200410   4.96   3.77   3.66   3.54   4.69   4.71
200411  13.27   9.72  11.03   8.64   7.66   5.07
200412   1.08   1.68   1.66   3.58   2.65   2.88
200501   1.43   2.18   2.30   0.76   1.19   0.23
200502   1.08   2.15   1.36   3.16   2.59   3.65
200503  -2.51  -2.90  -3.21  -2.90  -2.65  -1.90
200504  -2.63  -2.22  -3.92  -1.62  -0.32  -1.02
200505  -4.33  -2.00  -4.47   0.76  -0.10  -0.80
200506   0.19   2.51  -0.59   5.02   3.96   5.49
200507   4.06   2.45   4.72   4.16   4.31   2.89
200508   2.17   2.24   1.75  -0.12   0.34   1.49
200509   6.31   3.75   5.33   2.32   2.32   5.40
200510  -2.21  -3.63  -4.24  -4.39  -6.24  -6.26
200511   0.82   1.83   1.85   3.76   3.09   4.48
200512   1.94   3.70   0.83   1.89   2.14   1.52
200601   6.93   6.50   7.98   4.95   5.64   6.07
200602   4.31   0.78   0.75   1.48   1.59   0.63
200603   5.38   4.48   4.45   3.42   2.63   3.41
200604   8.94   7.36  10.39   4.04   5.65   5.25
200605  -3.36  -4.66  -5.77  -4.98  -5.35  -5.90
200606  -2.73  -2.68  -4.46  -0.22   0.26   0.43
200607   5.81   2.34   6.31   1.98   0.92   1.45
200608   2.07   2.41   2.27   3.24   3.19   2.24
200609   3.54   1.91  -1.90   2.04   1.59   0.65
200610   8.90   6.60  10.21   6.60   4.83   7.62
200611  11.30   6.99   8.13   5.82   5.30   5.79
200612   5.41   2.96   4.69   3.40   3.89   3.98
200701  10.43   5.80   5.64   3.64   3.26   1.54
200702   6.14   4.57   3.17   3.00   1.92   1.53
200703   7.84   8.67   6.22   5.22   4.22   5.31
200704  13.02  10.92  11.28   5.26   4.94   6.23
200705  13.07  10.65  10.15   1.89   4.25   3.77
200706  11.57   8.92   8.10   2.01   3.28   3.73
200707  11.01   7.93   4.06  -0.10   1.69   3.86
200708 -12.57 -13.14 -15.26  -5.20  -5.13  -8.93
200709  10.11   9.06  10.85   7.75  11.04  14.74
200710   8.22   7.18   8.12   5.37   7.87  10.02
200711  -5.07  -7.19  -7.33  -5.69  -6.19  -8.84
200712  -1.69  -1.00  -3.82  -0.50  -0.30  -2.32
200801 -12.30 -12.91 -14.57  -9.23 -11.08 -17.43
200802   5.19   5.89   2.78   4.19   3.73   8.30
200803  -9.57  -9.51 -11.67  -4.43  -4.13 -10.66
200804   3.61   4.87   6.51   5.48   6.46   9.54
200805   7.41   3.55   9.28   1.83   1.82   4.95
200806  -7.50  -8.90  -9.25  -8.41 -10.06 -12.06
200807  -2.81  -5.98  -8.76  -2.95  -3.62  -8.70
200808 -10.17 -10.27 -14.49  -3.93  -6.97 -11.59
200809 -15.85 -17.84 -20.05 -14.13 -18.83 -23.91
200810 -28.16 -28.91 -35.08 -27.69 -29.29 -35.71
200811  -4.32  -6.57  -8.05  -6.89  -7.17  -9.28
200812   9.93  12.35  11.31  10.74  10.91  14.70
200901  -6.45  -6.54  -7.10  -5.84  -8.37  -4.67
200902  -0.82  -2.40   0.53  -8.32  -6.27  -3.53
200903  11.53   7.33  13.82  14.94  13.23  14.98
200904  19.21  16.28  21.68  15.57  20.11  24.15
200905  30.88  31.66  32.43  16.31  26.87  28.47
200906   3.94   3.33  -0.12   2.36   0.82   3.82
200907  13.95  14.24  15.30  12.84  12.23  13.86
200908   8.00  10.64   9.78   0.74   3.24   4.11
200909  13.61  10.58  13.55   6.97   8.67   7.86
200910   4.79   4.83   4.71   2.23   1.40   1.85
200911   5.31   3.62   4.04   2.67   1.81   4.31
200912  -0.18   0.61   1.11   3.21   3.48   3.07
201001   0.54   0.93  -0.58  -4.89  -4.92  -6.78
201002  -0.15  -0.41  -0.56   1.34   1.80   1.83
201003   6.81   7.39   6.54   6.23   8.18  10.63
201004   6.01   5.19   5.08   3.67   2.08   0.75
201005 -15.19 -13.27 -17.52 -11.02 -10.81 -13.25
201006  -3.34  -2.52  -5.41  -0.23   0.20  -2.14
201007  13.60  10.73   9.46  10.34   9.13   8.79
201008   0.22  -0.73  -2.01   0.39  -0.09  -0.26
201009  17.90  15.15  15.64  13.99  13.12  12.93
201010   9.06   4.74   5.76   4.32   3.73   4.31
201011   1.36  -1.25  -1.51  -0.76  -0.57  -0.98
201012  12.00   7.74  11.09   9.14   5.41   8.21
201101   1.66  -0.36  -0.89  -1.24  -0.91  -2.16
201102   1.91  -0.12  -0.48  -0.54  -1.14  -1.39
201103   1.60  -0.46  -0.08   0.64   2.98   3.06
201104   4.36   5.72   4.04   3.72   4.59   4.36
201105  -5.89  -5.72  -6.01  -1.84  -1.84  -2.96
201106  -7.73  -3.96  -7.08  -4.18  -2.74  -3.96
201107   6.18   3.82   5.99   1.54   1.87   0.85
201108  -9.06  -8.70 -10.29  -7.28  -6.75  -9.38
201109 -14.53 -13.82 -16.88 -15.49 -15.30 -22.74
201110  12.30  10.73  12.15  15.43  13.91  17.08
201111  -4.69  -4.73  -6.97  -6.66  -6.72  -6.62
201112  -2.86  -1.36  -2.74  -2.70  -0.76  -1.96
201201   8.99   7.35   9.57  10.17  10.19  11.77
201202   9.07   9.93   7.51   7.31   7.75   8.56
201203  -2.00  -1.67  -3.42  -1.65  -1.29  -4.99
201204   0.99   0.15  -2.13   0.52  -0.01   0.57
201205 -11.37  -9.80 -14.16 -12.04 -10.17 -14.36
201206   0.09   0.04  -2.56   0.53   3.92  -0.23
201207   2.87   2.10   2.12   4.72   3.31   1.33
201208   2.16   2.53   0.82   0.97   2.63   1.16
201209   4.72   5.50   4.81   4.05   4.40   6.26
201210   3.33   2.53   1.83   3.50   2.95   1.25
201211  -0.35  -0.40  -2.22   2.26   2.15   1.00
201212   3.39   3.52   1.90   2.06   3.10   4.37
201301   6.85   9.60   6.82   5.55   5.98   5.24
201302   0.77   0.91  -1.43   1.31   1.34  -0.29
201303  -0.70  -2.07  -2.47   2.46  -0.24  -2.30
201304  -4.16  -2.43  -7.34   1.36   0.28  -3.20
201305  -4.13  -4.36  -8.80  -6.63  -5.33  -3.71
201306  -8.73  -7.28 -10.15  -6.68  -5.67  -9.79
201307   9.42   6.37   9.27   2.09   2.44   2.58
201308   3.83   3.18   3.34   0.08  -0.63   2.27
201309   7.64   7.96   7.19   7.11   6.61   8.40
201310   5.23   2.16   3.04   3.08   2.42   2.00
201311  -1.02  -0.22  -2.85  -3.14  -2.77  -1.26
201312   1.06  -0.54  -0.54   0.00  -0.64   0.73
201401   1.29   0.72   1.28  -3.87  -4.81  -4.24
201402   3.72   3.81   4.09   5.25   4.43   6.05
201403   2.34   1.48   2.42   2.37   3.56   0.27
201404  -2.24  -1.80  -3.08   1.42   2.43   0.07
201405   1.54   1.01  -1.17   2.24   0.93   0.80
201406   1.60   0.67   1.71   0.80   0.24   1.29
201407  11.20   6.67   6.09   2.98   1.88   2.71
201408   3.01   2.63   1.16   0.22   0.84   0.07
201409  -5.28  -3.44  -8.10  -7.67  -7.42  -6.95
201410  -0.64  -0.85  -2.44   1.90   2.43   0.81
201411  -2.16  -0.90  -3.11  -2.79  -3.43  -2.16
201412  -5.47  -5.49  -7.23  -2.41  -2.64  -2.63
201501  -3.29  -0.61  -1.88  -1.38  -1.16   0.05
201502   3.88   2.15   2.04   6.07   3.12   3.34
201503   0.84  -0.45  -1.70  -2.56  -0.42  -0.32
201504  15.69  14.51  16.73   5.06   7.65   9.06
201505   6.97   5.21   4.84  -1.01  -0.57  -1.97
201506  -2.01  -2.94  -3.98  -5.94  -5.30  -5.97
201507  -3.46  -5.97  -6.35  -6.50  -4.04  -8.15
201508  -9.40 -10.56 -11.21 -10.94  -9.82  -9.45
201509   1.47   0.54   0.41  -1.12  -2.02  -2.04
201510   8.96   8.13   8.89   8.35   7.42   6.84
201511   0.28  -1.91  -1.78  -1.42  -1.22  -2.34
201512   0.69  -0.38  -0.38   0.68   1.58  -0.01
201601  -6.15  -8.08  -9.77 -10.50  -8.98 -12.03
201602   5.39   3.17   2.29   3.78   2.49   2.11
201603  12.38   9.19   9.26   9.06  10.87   8.63
201604   6.46   5.22   4.45   0.94   1.47   2.13
201605  -1.37   0.48  -1.18  -3.85  -2.08  -0.60
201606   1.96   1.64   0.23  -0.07   0.49  -0.87
201607   7.46   7.28   4.87   4.33   6.50   5.55
201608  -0.03   1.69   0.87   0.50  -0.29   1.26
201609   6.36   3.20   4.62   2.96   1.98   1.35
201610   2.07   1.67   0.30  -1.57  -2.63  -2.49
201611  -1.03   0.14  -2.08  -1.02  -0.04   0.01
201612  -1.33  -0.75  -2.94  -1.21  -0.79  -2.53
201701   8.44   7.05   5.60   4.91   4.38   2.44
201702   5.44   3.13   1.83   2.57   2.13   3.23
201703   1.37   2.07  -0.32   1.64   2.61   2.23
201704  -3.43  -0.92  -2.75  -0.78  -0.43  -0.20
201705  -3.08  -2.05  -2.18  -0.97   1.28  -0.85
201706  -0.66   0.45  -1.28   2.74   3.41   0.99
201707   5.16   4.06   4.60   2.30   3.01   0.81
201708   1.56   1.38   0.94   1.36   1.11  -0.46
201709   4.10   1.98   1.62   1.63  -0.64   1.51
201710   5.41   3.04   5.09   1.39   1.99   3.52
201711   4.60   1.58   3.42  -1.21   0.86   0.37
201712   4.49   2.27   4.04   3.61   2.72   4.51
201801   6.78   4.43   5.84   4.81   4.46   4.22
201802  -4.34  -3.80  -4.26  -2.34  -3.87  -3.46
201803  -0.44  -1.13  -1.46  -3.21  -2.74  -2.78
201804  -3.09  -1.50  -3.29   2.09   0.92  -0.23
201805  -0.08   0.71   0.82   1.04   0.93   0.39
201806  -5.69  -3.92  -6.43  -3.11  -2.43  -2.67
201807   1.86  -0.11  -0.43  -0.53   1.60  -0.22
201808  -3.63  -3.38  -4.68  -2.16  -2.01  -1.36
201809  -0.83  -0.31  -1.29   0.11  -0.10  -1.91
201810  -5.86  -7.28  -9.00  -7.88  -8.58 -12.38
201811   2.91   2.30   2.40   2.08   4.55   6.24
201812  -4.70  -3.33  -6.14  -3.17  -3.50  -4.84
201901   3.53   2.59   2.35   6.76   6.77   6.62
201902   0.50   0.78   0.00   2.79   3.11   4.45
201903   1.11   1.14   1.50   0.46   0.58  -0.88
201904   1.10  -0.37   0.12   1.82   1.05   2.89
201905  -2.84  -2.85  -4.34  -3.40  -4.56  -7.17
201906   0.40  -0.26   0.13   3.11   2.87   4.14
201907   3.33   0.57   2.09  -0.77  -1.09   0.52
201908  -3.68  -3.81  -3.22  -7.02  -6.76  -5.77
201909   2.79   2.58   3.27   2.34   1.67   2.46
201910   1.12   1.60   1.47   2.27   2.18   3.55
201911  -0.01  -1.50  -2.51  -0.22   0.31   1.34
201912   4.53   3.96   4.44   3.60   1.70   3.70
202001  -1.84  -3.28  -3.80  -5.64  -4.37  -2.85
202002  -7.64  -6.91  -8.35  -7.40  -7.57  -7.66
202003 -18.47 -18.13 -21.71 -18.31 -22.13 -18.60
202004  17.74  13.13  20.03  13.25  14.57  16.83
202005   7.80   4.63   9.75   0.60   0.62   5.77
202006   9.05   6.32   8.37   5.08   5.48   6.26



  Average Value Weighted Returns -- Annual
           Small                 Big
       Low    2      High   Low    2      High
1991  50.17  29.33  34.30  34.94  40.71  38.68
1992   3.39  -0.25   0.84   2.06  14.87   2.18
1993  89.27  95.27  89.14  53.23  82.01 109.96
1994  -2.10 -15.55 -24.85  -4.53 -12.39 -27.12
1995   7.47   6.26   1.60  18.59  10.44  23.27
1996  29.46  23.62  29.45  27.63  21.89  19.58
1997 -24.75 -28.38 -31.24 -20.03 -14.56 -33.89
1998 -16.05 -11.89 -24.42   7.36  -7.22 -17.17
1999  69.57  64.89  77.84  38.53  50.75  40.44
2000 -27.67 -19.15 -34.52 -11.57 -12.06 -15.52
2001  -3.04   0.67 -13.88  -0.94  -3.33 -19.21
2002  -3.71   6.54  -5.20   0.51  -9.41  -8.23
2003  79.02  74.02  69.60  46.55  46.40  55.60
2004  19.31  29.38  21.73  26.96  27.80  30.14
2005   4.97  11.03   0.91  13.94  13.09  16.16
2006  52.06  34.63  43.43  36.09  32.65  31.89
2007  51.37  35.51  35.50  25.63  38.62  43.95
2008 -55.96 -60.63 -65.86 -39.19 -49.21 -63.71
2009  86.27  99.43 125.91  51.65  77.25 103.31
2010  36.76  35.11  22.11  25.05  23.59  16.48
2011 -23.94 -21.73 -29.56 -11.15 -14.72 -15.61
2012  19.84  33.16   6.70  25.92  24.86  25.91
2013   9.37  12.11   0.51  14.06  -0.14  13.80
2014  -0.41   2.10 -11.27   0.58  -1.14  -5.06
2015   5.58   1.40  -0.21  -9.93  -8.16 -12.81
2016   7.43  11.06  -1.70  12.75   3.70   6.09
2017  18.73  21.32  13.02  25.47  26.50  26.89
2018 -20.59 -18.09 -24.71 -14.07 -10.52  -6.88
2019   0.15   9.62   6.84  17.53   9.54  23.11



  Average Equal Weighted Returns -- Annual
           Small                 Big
       Low    2      High   Low    2      High
1991  72.01  35.37  44.08  27.53  32.90  32.74
1992   1.69  -0.38   7.81   0.27  11.09   2.92
1993 129.73 100.61 102.11  62.10  85.78  86.84
1994   9.00   1.94 -13.58  -6.32 -11.18 -23.58
1995   7.53   3.41   5.59   8.58   9.83  12.28
1996  53.45  32.82  44.71  27.75  20.12  18.95
1997 -21.95 -26.20 -29.86 -25.46 -22.17 -33.23
1998  -8.98  -8.46 -17.44  -7.45  -6.10 -19.72
1999 126.36  82.26  88.98  30.11  39.53  61.39
2000  -9.89  -6.41 -21.45 -21.28  -9.29 -22.02
2001  -7.56  -2.32 -13.88   1.57   5.74 -15.90
2002   0.19   8.28  -4.84   2.50   6.77 -12.27
2003 100.62  91.48  78.68  62.25  64.33  58.76
2004  23.34  23.95  15.26  36.78  33.70  25.00
2005   5.95  10.09   1.05  13.06  10.62  15.54
2006  71.99  40.11  50.27  36.14  33.99  35.68
2007  94.49  61.81  44.50  23.99  33.93  32.02
2008 -52.33 -57.31 -66.04 -46.92 -54.31 -66.81
2009 158.43 136.59 170.88  79.84 100.95 145.13
2010  54.88  35.39  23.95  34.47  28.07  23.01
2011 -18.15 -19.39 -28.17 -19.55 -14.54 -26.82
2012  22.28  22.42   1.97  22.84  31.30  15.16
2013  15.43  12.57  -6.03   5.73   3.02  -0.54
2014   8.14   4.01  -9.02  -0.29  -2.27  -4.44
2015  19.95   5.59   2.89 -11.72  -5.98 -11.94
2016  35.53  26.59  10.06   2.07   7.97   1.11
2017  38.03  26.52  22.12  20.75  24.75  19.50
2018 -16.54 -16.49 -25.36 -12.17 -10.97 -18.46
2019  12.17   4.23   5.03  11.60   7.37  15.96



  Number of Firms in Portfolios
              Small                 Big
          Low    2      High   Low    2      High
199007    440    154    195     64     84     64
199008    434    153    195     64     84     64
199009    434    153    195     64     84     63
199010    432    153    191     64     84     63
199011    413    151    189     63     84     62
199012    407    149    186     62     84     62
199101    404    149    185     62     84     62
199102    402    148    182     60     84     62
199103    400    147    180     60     84     61
199104    395    147    178     60     84     61
199105    391    147    175     59     84     61
199106    387    147    173     59     83     60
199107    393    172    116     61     82     62
199108    390    169    116     61     82     62
199109    387    169    116     60     82     62
199110    371    163    112     60     82     62
199111    363    160    108     60     82     61
199112    359    160    108     60     82     61
199201    358    160    108     60     82     61
199202    355    160    107     60     82     61
199203    351    159    107     60     82     61
199204    348    159    106     60     82     61
199205    346    158    105     59     82     61
199206    344    155    104     58     82     61
199207    504    160    190     71     96     71
199208    501    160    190     71     95     71
199209    500    159    190     71     95     71
199210    497    158    189     71     95     71
199211    494    155    189     71     95     71
199212    492    153    189     71     95     71
199301    491    152    189     71     95     71
199302    491    152    189     71     95     71
199303    491    152    189     71     95     71
199304    490    152    189     71     95     71
199305    490    152    189     71     95     71
199306    488    151    189     71     95     71
199307    480    214    239     90    120     90
199308    478    213    239     90    120     90
199309    473    212    239     90    120     90
199310    473    212    239     90    120     90
199311    472    212    238     90    120     90
199312    468    210    237     90    119     89
199401    468    209    237     90    119     89
199402    465    209    237     90    119     89
199403    464    209    237     90    119     89
199404    464    209    237     90    119     89
199405    462    209    236     90    119     89
199406    462    209    236     90    119     89
199407    485    278    315     98    130     98
199408    484    278    315     98    129     98
199409    484    278    315     98    129     98
199410    483    277    315     98    128     98
199411    480    275    314     98    128     98
199412    479    274    314     98    128     98
199501    478    274    314     98    128     97
199502    476    273    314     98    128     97
199503    474    271    313     98    128     97
199504    471    271    313     98    128     97
199505    467    271    313     98    128     97
199506    466    270    312     98    128     97
199507    377    350    498     92    124     92
199508    374    348    498     92    124     92
199509    372    348    495     92    124     92
199510    372    348    492     92    124     92
199511    371    347    492     92    124     92
199512    371    346    490     92    124     92
199601    371    345    490     91    123     92
199602    370    342    490     91    123     92
199603    369    342    489     90    123     92
199604    366    342    488     89    123     92
199605    366    342    487     89    122     92
199606    366    341    483     89    122     92
199607    561    315    466    100    136    101
199608    558    313    463    100    136    101
199609    557    312    462     98    136    101
199610    554    311    459     98    136    101
199611    553    309    457     98    135    101
199612    553    308    457     98    134    101
199701    550    308    456     97    133    101
199702    547    308    454     97    132    100
199703    545    307    453     96    132    100
199704    544    306    452     96    132    100
199705    542    305    449     96    132    100
199706    540    305    447     96    131     99
199707    654    296    423    108    145    108
199708    653    296    421    108    145    108
199709    653    295    420    108    145    108
199710    651    295    419    108    145    108
199711    651    293    416    108    144    108
199712    648    290    414    108    144    107
199801    646    290    413    108    143    106
199802    645    289    413    108    142    106
199803    643    288    413    107    142    106
199804    640    288    412    107    142    106
199805    640    288    410    106    142    105
199806    635    287    408    105    142    105
199807    535    433    467     88    119     91
199808    533    430    466     88    119     91
199809    531    430    465     86    119     91
199810    530    429    463     85    119     90
199811    529    427    461     85    119     90
199812    527    426    458     85    119     89
199901    525    425    458     84    119     89
199902    524    422    457     83    119     89
199903    522    420    456     83    119     88
199904    521    420    454     82    119     87
199905    521    420    454     82    119     87
199906    520    419    453     82    118     86
199907    621    429    492     90    119     90
199908    619    428    488     89    118     89
199909    616    428    487     89    117     88
199910    615    425    486     88    117     88
199911    613    419    486     88    117     88
199912    612    417    486     88    116     88
200001    611    416    484     88    115     86
200002    610    411    480     88    114     86
200003    610    410    475     88    114     86
200004    607    410    474     88    114     86
200005    606    409    474     87    114     86
200006    605    408    470     86    114     86
200007    739    433    468     88    118     88
200008    737    432    467     87    118     88
200009    734    430    466     86    117     88
200010    733    428    465     86    117     88
200011    732    428    463     86    117     88
200012    732    428    462     86    116     85
200101    729    427    460     85    116     85
200102    727    427    458     85    116     83
200103    724    422    457     85    116     82
200104    719    418    453     81    116     82
200105    718    416    450     80    116     82
200106    714    416    450     80    116     81
200107    677    462    646     82    110     83
200108    675    459    643     82    110     83
200109    673    458    642     81    108     83
200110    670    458    642     79    107     81
200111    668    455    640     79    106     80
200112    663    454    638     79    106     80
200201    661    452    634     79    106     79
200202    661    450    633     79    105     79
200203    658    449    632     79    105     79
200204    657    447    631     79    104     79
200205    654    445    631     79    103     79
200206    651    444    628     79    103     79
200207    906    454    626     89    118     89
200208    906    454    623     88    117     89
200209    903    452    620     88    117     89
200210    899    451    617     88    116     89
200211    898    448    616     88    115     89
200212    894    447    614     88    114     89
200301    889    445    611     88    114     88
200302    884    445    611     88    114     88
200303    882    445    608     88    114     88
200304    879    445    608     88    111     87
200305    879    443    607     87    111     86
200306    879    443    607     87    111     86
200307    916    493    661     90    121     90
200308    915    493    661     89    121     89
200309    913    490    660     89    119     89
200310    910    489    658     88    119     89
200311    910    488    653     87    119     89
200312    910    487    653     87    118     89
200401    906    485    652     87    118     89
200402    905    484    651     87    118     89
200403    904    482    650     87    118     89
200404    902    482    650     87    118     89
200405    900    482    649     87    118     89
200406    900    482    648     87    118     89
200407    917    570    733    106    141    106
200408    913    568    730    105    141    106
200409    912    567    726    105    140    106
200410    911    566    725    104    139    106
200411    909    566    724    104    139    106
200412    889    563    722    104    139    104
200501    893    562    720    104    139    104
200502    891    561    718    104    139    104
200503    891    554    718    104    139    103
200504    890    551    718    104    139    103
200505    888    550    717    104    139    103
200506    884    548    715    104    139    103
200507    931    529    870    112    148    112
200508    928    527    869    108    147    112
200509    926    526    868    107    147    111
200510    923    526    867    105    147    111
200511    915    525    867    105    147    111
200512    914    523    865    105    147    111
200601    913    522    860    104    147    110
200602    912    523    858    104    147    110
200603    910    523    858    104    147    110
200604    909    520    856    104    147    110
200605    906    518    855    103    147    110
200606    904    516    848    103    147    110
200607   1098    666    685    119    160    119
200608   1094    666    681    118    160    117
200609   1088    664    679    118    160    116
200610   1084    662    675    118    160    116
200611   1081    656    674    118    159    116
200612   1077    652    673    117    159    114
200701   1071    648    672    113    159    113
200702   1065    644    667    113    158    112
200703   1063    642    666    113    158    112
200704   1063    639    665    113    158    112
200705   1060    637    662    112    158    112
200706   1055    636    660    112    158    112
200707   1162    593    677    151    204    152
200708   1159    592    673    150    204    151
200709   1155    590    672    148    201    151
200710   1151    587    670    148    200    150
200711   1148    583    670    148    200    149
200712   1146    582    665    147    200    149
200801   1144    580    665    145    200    149
200802   1142    579    663    145    200    146
200803   1140    578    661    145    199    145
200804   1136    576    658    145    198    145
200805   1136    574    656    144    197    145
200806   1132    572    654    143    197    145
200807   1012    686    966    121    160    121
200808   1012    685    965    121    160    120
200809   1008    685    963    121    160    120
200810   1006    684    961    120    160    119
200811    999    684    959    119    160    119
200812    998    682    958    119    159    119
200901    994    681    958    119    158    119
200902    991    680    957    119    157    117
200903    991    680    957    119    157    117
200904    989    678    957    118    157    117
