This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 D/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  D/P is the total dividends paid from July of t-1 to June of t per dollar of equity in June of t.
Firms with negative or zero
D/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
194309   3.23   4.16   1.38   2.10   2.29   1.49
194310  -2.01  -1.01   0.71  -1.08  -1.01   0.07
194311 -10.58  -7.79  -9.14  -8.13  -7.01  -9.16
194312   8.28   8.29   6.81   8.20   6.41   6.01
194401   4.56   3.84   5.07   1.85   2.65   2.66
194402   1.48   0.46   1.88  -0.27  -0.03   1.95
194403   5.46   1.94   3.10   3.20   2.43   2.10
194404  -3.28  -2.68  -2.51  -2.44  -2.35  -3.43
194405   8.38   6.03   6.24   5.99   5.19   4.29
194406  11.08   8.91   9.32   6.22   6.52   6.18
194407  -1.45  -1.58  -0.67  -2.48  -1.04  -0.85
194408   2.97   3.17   1.78   2.30   1.52   1.62
194409  -0.71  -0.12   1.21  -0.90  -0.62   1.39
194410  -1.19   0.31   1.89  -1.02   0.14   1.02
194411   1.96   1.94   2.04   0.37   1.34   1.44
194412   7.51   5.61   5.70   4.20   4.34   5.65
194501   3.73   3.80   5.35   3.12   2.13   2.49
194502   8.98   8.22   8.49   6.67   6.59   7.76
194503  -7.81  -5.48  -5.51  -4.97  -4.33  -4.60
194504  10.45   8.41   7.34   8.97   7.86   6.90
194505   2.99   2.38   1.62   1.65   1.55   0.69
194506   3.72   0.26   3.01  -0.14  -0.67   3.16
194507  -4.50  -3.61  -3.08  -4.08  -2.32  -3.21
194508   9.11   6.78   5.03   9.48   6.45   3.34
194509   6.13   6.97   5.98   5.53   5.42   5.82
194510   7.79   6.58   7.57   4.13   4.61   5.49
194511  11.45   8.51  10.00   6.97   5.05   8.22
194512   2.33   2.82   1.28   2.29   1.76   0.33
194601  10.19   9.49   9.54   6.15   5.46   7.60
194602  -8.26  -7.44  -4.51  -7.13  -5.96  -6.09
194603   7.12   6.19   3.74   7.54   7.57   4.63
194604   6.12   6.91   6.73   3.50   4.92   2.76
194605   6.09   5.68   5.25   5.05   5.28   4.16
194606  -6.25  -5.22  -4.79  -5.74  -4.60  -4.41
194607  -5.18  -5.25  -2.76  -3.70  -3.28  -3.31
194608  -9.51  -7.92  -6.28  -7.45  -7.43  -5.82
194609 -15.88 -14.64 -12.99 -12.57 -10.91 -11.03
194610  -2.79  -1.08  -1.04  -1.99  -2.10  -0.39
194611  -1.27  -1.47  -0.03  -0.19  -0.22  -1.34
194612   4.28   5.66   1.99   6.20   5.48   2.00
194701   3.06   3.75   3.93   1.07   1.15   2.15
194702  -1.54  -0.60  -0.22  -1.64  -1.48  -1.04
194703  -4.06  -3.54  -3.05  -2.29  -2.10  -3.04
194704 -10.80  -8.02  -7.12  -7.95  -6.43  -6.82
194705  -5.93  -4.99  -4.16  -3.83  -2.01  -3.67
194706   5.00   5.25   2.74   6.23   5.62   3.20
194707   6.67   5.05   6.73   4.01   5.27   5.73
194708  -1.80  -2.39  -1.58  -2.12  -1.58  -2.15
194709   1.17  -0.04  -0.53  -0.46  -0.46  -0.36
194710   3.48   2.93   4.32   2.92   3.05   1.30
194711  -3.00  -3.87  -4.12  -2.11  -3.38  -3.15
194712   3.20  -1.34  -1.82   3.69   1.72   0.38
194801  -3.24  -2.37  -0.80  -4.41  -3.85  -0.83
194802  -7.49  -6.65  -5.92  -5.85  -5.21  -6.28
194803   9.20   8.28   6.53   9.11   8.02  10.08
194804   2.78   2.67   2.45   4.51   3.04   3.84
194805   8.33   6.99   8.90   8.20   7.02   6.87
194806  -1.98  -2.19  -2.53  -2.02  -1.74  -2.33
194807  -6.03  -5.41  -4.69  -6.66  -4.24  -4.45
194808  -1.79  -1.18  -0.50  -0.82  -0.29   0.71
194809  -4.74  -4.42  -4.41  -4.71  -3.93  -4.55
194810   6.46   3.76   3.64   6.60   4.62   3.74
194811 -13.39 -10.66 -10.55 -12.17  -9.88 -10.12
194812   0.27  -1.74  -2.83   3.65   1.37   0.04
194901   1.39   2.24   2.65  -0.25   1.22   0.85
194902  -5.64  -3.79  -6.07  -3.36  -3.40  -3.72
194903   7.80   5.44   4.85   5.22   3.40   2.81
194904  -2.54  -3.40  -3.04  -2.82  -3.24  -4.20
194905  -5.99  -4.36  -5.37  -4.46  -3.08  -3.62
194906  -2.25  -1.54  -1.92  -0.55  -0.71  -1.86
194907   4.48   4.75   7.50   5.02   5.94   5.99
194908   1.90   2.50   2.59   1.90   1.43   1.33
194909   4.25   3.14   2.89   3.03   3.57   3.29
194910   5.58   3.75   3.91   2.50   2.57   2.55
194911  -1.94  -0.44  -0.07   1.24   0.48   1.72
194912   7.81   4.76   6.25   4.84   5.36   5.37
195001   3.37   3.01   7.29   1.14   1.86   3.63
195002   2.85   0.43   1.01   1.75   0.31  -0.39
195003  -1.42  -1.42  -2.11   0.42   0.31  -2.06
195004   5.95   4.62   5.24   2.41   3.10   5.34
195005   1.33   2.03   3.57   3.02   3.29   2.93
195006  -8.75  -7.85  -8.90  -7.88  -6.73  -7.07
195007   4.81   4.64   6.68  -1.14   3.00   6.86
195008   5.21   4.42   4.99   4.41   3.72   4.02
195009   5.08   4.33   4.34   5.93   4.88   4.80
195010   0.17  -0.12  -0.53  -1.01  -1.06  -1.71
195011   2.66   0.68   1.04   3.06   1.74   1.40
195012   7.60   7.32   7.00   4.57   5.29   6.47
195101   8.02   8.17   8.16   4.81   6.09   8.09
195102   0.77   0.30   0.53   1.28   1.24   0.50
195103  -3.66  -3.94  -4.83  -2.35  -3.27  -4.93
195104   5.13   3.05   3.69   4.41   3.18   4.68
195105  -3.33  -2.71  -2.98  -1.87  -2.33  -3.20
195106  -6.10  -5.06  -5.99  -2.18  -3.97  -6.29
195107   5.91   4.74   4.26   7.91   5.29   7.87
195108   4.96   4.45   4.02   2.89   3.10   4.42
195109   1.50   2.24   1.76   1.49   0.98   2.10
195110  -3.24  -3.42  -1.45  -3.09  -2.29  -2.70
195111   1.07  -0.77  -1.33   0.47   0.40   0.54
195112   0.84  -0.05  -1.03   3.16   1.25  -0.08
195201   3.41   0.81   1.20   1.36   1.91   1.21
195202  -3.56  -2.19  -2.26  -2.80  -2.73  -2.53
195203   2.26   1.97   1.19   3.54   2.55   3.48
195204  -5.23  -3.90  -4.77  -5.95  -3.53  -4.72
195205   1.13   1.32   1.70   2.78   2.08   1.72
195206   2.89   2.11   1.16   3.14   2.74   2.60
195207  -0.45   1.05   1.06   0.30   1.56   1.21
195208   0.71  -0.23  -0.22  -0.86  -0.79  -0.45
195209  -1.16  -1.57  -2.18  -2.16  -1.78  -3.70
195210  -2.15  -1.98  -1.50  -0.95  -1.25  -1.79
195211   5.23   3.95   4.24   5.06   4.91   5.68
195212   1.54   1.52  -0.13   2.37   2.06   1.40
195301   2.16   3.25   4.58  -0.81   0.52   3.17
195302   1.37   1.76   1.39  -0.15  -0.32  -0.97
195303  -0.94  -1.76  -2.43  -0.91  -1.39  -3.16
195304  -2.18  -2.16  -2.00  -3.17  -2.54  -2.46
195305   0.48  -0.37   0.34  -0.03  -0.34   0.10
195306  -4.37  -3.73  -4.44  -2.55  -3.04  -4.24
195307   1.07   1.66   0.38   2.20   1.82   1.38
195308  -6.45  -4.59  -5.63  -4.60  -4.84  -7.07
195309  -1.78  -1.54  -2.64   0.67  -0.89  -2.66
195310   3.87   3.10   1.76   4.37   3.99   4.51
195311   1.91   0.79   1.00   2.58   2.03   0.04
195312  -1.96  -1.56  -4.38  -0.05  -0.77  -3.97
195401   7.20   6.40   7.61   5.14   5.96   7.59
195402   0.55   0.63   0.23   1.25   1.11   0.59
195403   1.77   2.30   1.54   3.53   2.16   2.98
195404   0.80   1.23  -0.53   3.23   2.00   0.69
195405   4.38   3.30   3.10   2.94   3.29   4.39
195406   0.50   1.20   0.45   0.69   1.49  -0.58
195407   7.98   9.25   6.55   4.81   6.68   6.61
195408  -0.24  -0.51  -0.33  -2.98  -2.11  -3.54
195409   4.48   3.69   3.40   4.91   4.00   4.04
195410  -0.03  -0.32  -0.95  -1.01  -1.19  -0.47
195411   9.41   7.33   7.45   9.79   7.94   8.94
195412   7.85   8.78   8.69   4.76   5.87   9.39
195501   1.95   1.02   1.76  -0.21   0.61   2.29
195502   3.93   4.26   4.28   3.19   3.37   2.79
195503   0.34  -0.32  -0.67   0.34  -1.17  -0.62
195504   0.49   2.44   2.07   2.72   2.37   2.52
195505  -0.08   0.91  -0.74   1.49  -0.17  -0.29
195506   2.38   2.26   2.79   4.44   3.70   2.34
195507   0.76   1.36   1.01  -0.88   1.07   0.71
195508  -0.73  -0.97   0.44   0.56  -0.15   2.03
195509   0.48  -0.88  -1.41  -1.46  -1.99  -1.23
195510  -0.91  -1.03  -0.96  -2.70  -1.98  -0.97
195511   6.37   3.54   2.95   7.50   4.83   4.29
195512   1.53   1.66   1.05   2.99   0.59   1.50
195601  -1.11  -1.98  -1.68  -4.07  -2.37  -2.60
195602   3.48   3.31   2.17   4.34   2.79   2.23
195603   5.11   3.30   2.84   8.10   5.10   2.84
195604   1.08   0.25   0.00   0.74  -0.66   1.09
195605  -3.83  -5.01  -4.20  -4.77  -3.81  -5.48
195606   1.50   0.95   0.72   4.29   1.93   2.14
195607   2.43   3.26   3.43   5.80   3.98   3.72
195608  -2.28  -1.47  -0.73  -3.94  -2.25  -1.45
195609  -3.26  -2.75  -3.19  -6.09  -3.88  -3.66
195610   1.79   0.24   0.19   0.71   0.77   0.79
195611  -0.58  -0.08   0.03   0.54  -0.05  -0.57
195612   2.44   1.89  -0.76   3.37   1.82   1.84
195701   1.50   1.27   2.21  -2.93  -0.55  -0.74
195702  -2.74  -3.03  -2.74  -2.03  -2.36  -3.31
195703   1.88   1.88   0.89   2.34   1.72   1.83
195704   2.56   1.95   1.85   3.89   2.24   1.69
195705   2.41   0.94   0.08   3.88   1.68   0.20
195706  -0.21  -0.36  -0.41  -1.14  -2.07  -1.97
195707   0.75  -0.15   0.95   0.06   0.24   0.21
195708  -5.05  -4.94  -4.54  -6.78  -4.61  -5.64
195709  -6.47  -5.26  -4.12  -6.31  -4.20  -6.11
195710  -9.54  -6.85  -6.54  -5.43  -4.38  -5.70
195711   1.20   1.76  -1.07   4.50   2.28  -1.98
195712  -6.01  -5.30  -6.64  -4.22  -2.85  -7.90
195801  11.25  10.41  12.59   5.02   8.45  12.66
195802  -2.01  -0.56  -1.40  -1.76  -0.82  -2.70
195803   4.28   2.88   2.58   3.79   2.59   2.61
195804   4.05   2.48   2.47   1.62   3.09   3.19
195805   6.44   4.02   1.93   2.86   3.05   2.62
195806   3.91   2.33   2.32   2.93   2.38   1.30
195807   5.25   4.55   6.56   4.65   3.85   8.28
195808   2.95   2.94   2.04   2.33   1.46   2.31
195809   6.30   4.13   5.73   4.72   3.21   5.47
195810   3.66   2.86   2.04   3.24   2.55   2.15
195811   5.95   3.84   3.28   3.88   2.99   2.59
195812   2.11   3.80   3.26   4.44   3.97   2.40
195901   4.86   6.14   6.20  -0.16   2.66   4.91
195902   3.91   3.34   2.10   2.52   1.56   2.88
195903   1.11   1.96   0.37   0.69   0.55  -0.43
195904   1.71   3.03   2.17   2.55   2.32   3.59
195905  -0.16  -0.21   0.86   0.55   0.59   1.23
195906   0.50  -0.41   0.25   0.80  -0.24   0.62
195907   3.03   3.38   2.09   2.77   3.44   1.87
195908  -2.92  -0.44  -1.02  -2.49  -1.43  -1.36
195909  -5.10  -3.92  -4.00  -5.09  -5.36  -4.33
195910   2.50   2.83   0.24   3.42   1.29   0.47
195911   1.75   0.44   0.98   2.99   0.72  -0.46
195912   4.55   1.70  -0.01   1.72   2.04   0.75
196001  -5.18  -2.70  -0.96  -7.72  -5.38  -2.61
196002   0.37   0.16  -0.23   1.05   0.73  -0.58
196003  -3.28  -2.62  -3.17  -2.13  -2.51  -1.40
196004  -3.01  -2.42  -1.34  -1.58  -1.44  -1.12
196005   3.84   0.74   0.33   4.36   1.62   0.06
196006   1.24   2.56   0.94   1.37   2.82   2.40
196007  -2.85  -1.86  -0.38  -4.50  -0.95  -0.51
196008   3.29   3.03   1.51   2.53   3.04   2.94
196009  -7.71  -5.28  -5.60  -7.24  -4.99  -5.64
196010  -5.19  -2.49  -2.16  -2.27  -1.01  -0.58
196011   5.89   3.76   1.48   6.97   4.35   3.28
196012   3.24   4.14   1.09   5.22   4.12   3.13
196101   6.97   8.30   9.05   5.79   7.18   9.49
196102   8.40   6.69   4.42   5.36   4.51   3.55
196103   6.30   5.44   4.32   4.56   2.80   1.42
196104   1.37   2.24   0.74   0.26  -0.36   0.54
196105   4.56   5.30   3.91   3.53   4.08   2.53
196106  -5.71  -5.43  -4.33  -3.32  -3.56  -2.93
196107   0.98   0.19   0.83   1.16   2.40   2.03
196108   0.51   0.41   0.54   3.60   3.02   1.61
196109  -4.62  -2.57  -2.63  -2.74  -1.70  -2.45
196110   0.93   3.16   0.97   2.68   2.43   2.16
196111   5.90   5.54   3.13   4.65   3.89   1.76
196112  -0.10  -0.03  -0.08  -2.44  -0.62  -0.05
196201  -0.83   0.26   2.11  -4.41  -2.77   0.33
196202   1.06   0.89   1.65   0.72   1.45   0.92
196203  -1.57   0.07  -1.56  -1.18  -0.52  -0.73
196204  -9.62  -5.76  -5.41  -8.11  -5.42  -5.59
196205 -12.95 -10.06  -7.85 -12.20  -8.84  -6.10
196206 -10.99  -7.10  -6.87 -11.77  -7.26  -6.75
196207   7.25   6.31   3.99   7.91   4.46   2.92
196208   3.55   3.22   1.23   1.60   2.19   0.44
196209  -6.81  -6.11  -6.50  -6.69  -4.00  -6.01
196210  -4.54  -2.58  -2.06  -1.25  -0.46  -0.63
196211  16.06  12.11  12.09  14.41  10.39  11.58
196212  -2.99  -0.65  -2.98   0.10   1.08  -0.94
196301   9.08   8.40   9.43   5.03   5.39   8.18
196302  -2.10  -1.56  -1.05  -2.44  -1.66  -2.32
196303   1.06   1.43   1.40   1.69   2.19   2.83
196304   3.13   3.95   3.54   3.95   3.82   4.73
196305   4.71   2.80   3.34   2.77   1.07   3.06
196306  -1.50  -1.79  -2.33  -1.40  -1.63  -2.54
196307  -1.45  -0.74  -0.22  -0.52  -0.94  -1.70
196308   4.47   3.67   2.00   6.06   4.89   4.09
196309  -1.17  -1.21  -1.11  -2.64  -2.09  -1.77
196310   2.46   1.15   1.12   2.19   0.91   1.16
196311  -1.99  -2.07  -1.09  -0.66  -1.12  -1.56
196312  -1.26   0.22  -0.90   1.68   1.58   0.65
196401   2.64   3.22   3.31   1.83   1.06   1.59
196402   1.60   2.07   2.66   2.09   1.95   1.60
196403   2.81   2.22   2.19   1.55   1.53   4.41
196404  -0.35  -0.85  -0.05  -0.42   0.27  -0.32
196405   1.52   0.20   0.24   1.04   1.66   0.34
196406   0.54   1.20   0.69   1.60   1.40   1.71
196407   2.77   1.93   3.33   2.17   2.80   2.74
196408   0.24  -0.81  -0.10  -2.09  -0.71  -0.02
196409   3.42   3.03   2.94   3.26   3.02   2.92
196410   1.41   1.84   1.54   0.90   1.60   1.00
196411  -0.28  -0.48  -0.43   0.20   0.10  -0.73
196412  -0.94  -0.95  -2.01  -0.30  -0.65  -1.41
196501   7.45   6.18   6.06   5.77   4.64   4.49
196502   2.98   3.85   2.80   3.25   1.32   1.15
196503   1.29   1.43   1.05  -1.10  -0.13  -0.41
196504   4.59   4.53   3.99   3.06   2.55   3.17
196505   0.04  -0.83  -1.30  -0.20  -1.32  -1.58
196506  -9.66  -8.55  -7.04  -6.79  -6.52  -5.98
196507   3.52   3.05   1.85   3.36   1.74   2.52
196508   5.67   4.12   2.01   4.74   3.21   1.79
196509   4.44   3.22   1.12   3.42   2.61   1.13
196510   7.35   5.61   4.34   3.91   2.63   3.22
196511   4.65   4.42   1.97   3.50   0.60   0.05
196512   4.19   3.43   3.44   2.40   1.33   2.52
196601   6.83   6.00   6.52   2.48   1.37   3.22
196602   2.85   2.65   2.28   0.21  -1.61  -1.22
196603  -1.68  -1.15  -2.35  -0.57  -3.21  -3.05
196604   6.36   5.12   3.08   3.38   1.59   0.96
196605  -9.69  -9.12  -7.56  -5.27  -5.73  -6.77
196606   0.42   0.18  -1.10  -0.72  -1.87  -0.70
196607  -1.56  -1.24  -1.16  -2.03  -1.21  -0.98
196608 -11.65 -10.18  -8.43  -9.64  -8.65  -7.62
196609  -2.72  -1.56  -1.36  -2.70  -0.75  -0.67
196610  -3.45  -0.71  -1.09   0.53   5.61   5.14
196611   6.70   2.11   0.05   8.41   0.06  -2.10
196612   3.74   0.92  -0.26   1.36   2.10   1.15
196701  20.67  15.34  15.78  10.57   8.65  11.59
196702   5.16   3.85   1.79   2.26  -0.10  -1.36
196703   7.02   6.49   3.55   5.34   4.37   3.62
196704   4.27   3.86   2.61   5.38   3.05   1.65
196705  -0.35  -0.92  -0.71  -3.39  -2.22  -2.97
196706  10.68   8.44   5.13   3.53   2.24   2.03
196707   8.20   9.96   7.42   4.57   5.75   5.01
196708  -0.74   0.97   1.46  -1.15  -0.74   0.85
196709   7.26   7.07   4.31   4.09   2.09   1.23
196710  -1.79  -2.26  -2.19  -2.81  -5.22  -5.39
196711   1.07  -0.45  -0.85   1.96   0.18  -1.48
196712  10.17   7.50   4.65   3.06   3.95   3.04
196801   0.31   3.44   6.09  -7.01  -2.08   1.11
196802  -7.21  -4.69  -2.22  -5.85  -3.73  -1.72
196803  -1.42  -1.07  -1.29   2.15  -0.64  -2.23
196804  16.56  13.62  11.47  12.91   8.36   6.87
196805  10.13  10.60   8.41   4.17   2.56   2.36
196806   0.87   1.60   3.82  -0.44   2.94   3.61
196807  -3.91  -2.96  -0.34  -6.38  -2.87  -1.43
196808   4.49   4.24   1.77   1.72   1.67   1.28
196809   6.68   6.52   4.65   5.35   6.06   4.30
196810   0.83   1.78   3.06   0.06   1.46   2.10
196811   7.31   7.04   5.67   6.88   6.68   6.31
196812   0.04  -0.17   0.33  -3.71  -3.18  -1.84
196901  -0.85  -1.07  -0.14  -2.06  -0.62   0.42
196902  -9.86  -7.25  -6.37  -7.56  -6.49  -5.98
196903   2.19   1.40  -0.16   2.92   0.55   0.89
196904   0.30  -0.20  -0.53   2.12   1.11  -0.34
196905   0.22  -0.21  -0.32  -1.22   0.35  -0.90
196906 -13.98 -11.19  -8.70  -8.86  -8.42  -7.58
196907 -11.32  -9.48  -6.81  -7.47  -7.60  -5.61
196908   6.95   3.75   1.12   8.61   4.40   0.90
196909  -1.56  -1.61  -4.11  -0.65  -2.51  -3.46
196910  10.40   7.61   6.26   6.77   7.04   6.04
196911  -5.74  -5.42  -5.29  -3.38  -4.33  -5.18
196912  -6.64  -7.37  -6.97  -1.65  -2.90  -3.26
197001  -4.90  -2.02   0.09  -8.74  -8.15  -4.08
197002   3.15   1.86   3.73   4.32   6.49   6.11
197003  -4.84  -1.24   0.80  -3.34   0.45   1.52
197004 -19.74 -13.29  -8.78 -14.66 -10.69  -8.45
197005 -11.18  -9.30  -7.60 -10.27  -8.73  -6.27
197006  -8.57  -7.10  -5.33  -6.27  -4.85  -6.88
197007   5.85   6.93   5.13   5.68   9.20   7.83
197008   6.00   4.70   5.79   5.24   5.38   4.38
197009  14.56  11.61   7.69   7.59   3.71   3.91
197010  -5.77  -5.43  -4.90  -2.25  -3.16  -2.90
197011  -0.08  -0.14   1.80   4.08   4.26   5.77
197012   9.76  10.64  10.44   6.45   8.44   8.71
197101  13.25  14.57  12.96   6.02   5.87   6.29
197102   6.50   3.85   3.05   3.24   0.85   0.26
197103   6.51   5.81   5.23   5.69   3.39   2.31
197104   3.22   2.42   2.08   4.53   2.50   2.21
197105  -4.58  -5.69  -5.55  -2.51  -3.85  -4.25
197106  -1.87  -2.09  -2.47   0.71  -0.06  -0.67
197107  -5.58  -4.51  -2.66  -4.30  -3.76  -3.28
197108   4.04   4.07   3.31   6.09   4.23   1.56
197109   0.16   0.20  -2.50   0.06  -0.63  -2.15
197110  -5.96  -5.27  -3.92  -5.74  -5.38  -2.78
197111  -3.67  -3.93  -3.24  -0.45  -1.68  -1.87
197112  12.44  12.10   8.54  11.42   9.87   8.63
197201  10.50   8.66   9.46   3.67   1.48   1.70
197202   4.66   4.15   1.37   6.32   2.35  -0.63
197203   0.34  -0.60  -0.29   0.61   0.64  -0.30
197204   0.49   1.91   0.34   0.66   0.72  -1.42
197205  -2.09  -3.07  -2.61   3.00  -1.71  -1.67
197206  -4.19  -3.00  -2.00  -2.16  -4.22  -2.73
197207  -4.14  -3.09  -0.87  -1.46  -2.11  -0.72
197208  -0.65   1.23   1.36   1.04   4.32   5.41
197209  -3.58  -4.01  -1.82  -1.80  -2.39  -1.45
197210  -3.57  -1.27   0.79  -1.08  -0.04   2.69
197211   4.90   5.90   5.87   4.79   7.81   6.77
197212  -1.11  -2.26  -1.42   1.06  -1.06  -2.42
197301  -4.71  -3.69  -2.00  -5.31  -6.81  -2.98
197302  -9.95  -7.23  -4.09  -6.47  -5.56  -3.72
197303  -4.11  -2.55  -1.80  -2.75  -2.44  -1.32
197304  -9.04  -5.49  -3.09  -8.48  -5.88  -1.87
197305 -10.69  -8.30  -5.08  -5.13  -4.55  -2.92
197306  -4.56  -3.28  -2.18  -3.09  -3.50  -1.69
197307  16.04  12.16   6.34  13.29   7.18   1.50
197308  -5.76  -6.54  -4.93  -2.39  -2.32  -3.39
197309   9.23  10.17   5.95   8.15  11.37   8.47
197310   1.67  -1.29  -0.47  -1.19  -0.35  -1.12
197311 -22.78 -19.40 -14.77 -16.49 -16.07 -12.33
197312  -3.94  -4.00  -3.92  -0.61   2.87   1.31
197401  14.30  15.48  12.68   0.77   4.73   6.81
197402  -0.18   1.12   0.86  -0.62   0.67   1.23
197403   1.47   0.76   0.58  -1.64  -2.71  -3.05
197404  -6.15  -4.23  -5.02  -6.50  -5.68  -7.91
197405  -8.16  -7.74  -8.04  -6.00  -6.88  -6.63
197406  -3.86  -2.46  -2.65  -1.97  -4.03  -4.73
197407  -6.45  -4.12  -2.56  -8.70  -4.09  -0.98
197408  -8.54  -7.84  -7.57 -11.53  -9.77  -7.57
197409  -8.15  -6.03  -5.98 -12.10  -8.54  -4.00
197410   8.72   6.21   4.91  20.75  15.48   7.57
197411  -4.89  -5.17  -5.16  -3.47  -4.23  -3.09
197412  -7.60  -7.04  -8.12  -5.12  -2.78  -3.98
197501  28.39  25.43  28.39  16.86  20.07  23.61
197502   5.93   3.36   0.41   7.67   2.28   0.58
197503   7.16   6.12   5.46   5.52   4.98   2.16
197504   3.73   2.46   0.27   5.70   5.21  -0.25
197505   7.26   5.39   4.00   6.68   3.61   6.24
197506   6.24   5.71   7.01   4.46   6.41   8.09
197507  -1.30  -0.04   0.51  -7.73  -4.48  -4.48
197508  -5.27  -4.48  -3.76  -4.27  -3.74  -1.88
197509  -3.84  -2.64  -2.45  -5.68  -4.06  -3.04
197510   2.14   1.76   1.41   5.20   5.54   4.78
197511   2.14   2.80   1.59   2.31   3.94   3.01
197512  -1.25  -0.96  -0.99  -1.92  -0.49   0.23
197601  19.42  17.47  15.48  13.23  15.63  12.27
197602  11.08  10.42   7.42   0.74   4.27   0.82
197603   1.06   0.97   0.23   0.95   1.34   1.25
197604  -0.56  -0.52   0.30  -1.57  -1.49  -0.24
197605  -2.08  -1.65  -1.62  -2.02  -0.98  -2.34
197606   2.45   1.74   1.30   4.85   5.51   4.02
197607  -1.16   0.95   1.52  -1.33  -0.98   1.20
197608  -2.30  -1.12   0.08  -1.77  -2.06   1.83
197609   2.63   1.83   1.59   2.36   1.71   2.06
197610  -2.15  -1.50  -0.71  -3.33  -2.04  -0.97
197611   3.32   2.02   2.03   1.59   1.99   2.11
197612   8.94   9.23   8.08   5.99   7.70   7.19
197701   3.24   2.95   3.55  -5.69  -2.91  -0.36
197702   0.66   0.60  -0.36  -2.80  -1.72  -2.63
197703   1.10   0.44   0.26  -1.18   0.33  -0.76
197704   1.95   2.09   0.89   0.29   1.75   1.91
197705   0.32   0.41  -0.43  -1.37  -2.06  -0.01
197706   6.05   4.34   3.10   6.20   3.67   3.99
197707   0.55   1.86   1.75  -1.61  -2.40  -0.70
197708  -0.22  -0.25  -1.13  -0.57  -2.20  -3.56
197709   1.81   1.23   0.24   0.50  -0.46  -0.39
197710  -2.66  -1.52  -0.99  -4.71  -3.43  -3.23
197711   8.61   6.71   4.04   7.23   5.19   2.84
197712   3.25   1.82   0.49   0.78   0.09  -0.19
197801  -2.91  -1.12  -0.68  -7.03  -5.91  -3.69
197802   3.26   2.25   1.65  -1.33  -1.09  -1.66
197803   7.17   5.86   3.93   4.89   4.40   2.82
197804   8.97   7.15   5.06  10.09   8.50   2.66
197805   7.74   6.44   2.72   4.01   2.92   0.67
197806   0.72   0.42   0.40  -0.66  -1.95  -0.68
197807   5.56   3.84   2.91   7.11   5.62   3.32
197808   9.09   7.77   4.99   6.48   3.94   2.27
197809  -0.77  -0.23   0.60  -2.53  -1.22  -0.68
197810 -21.01 -16.87 -11.79 -16.23 -12.92  -9.58
197811   6.80   3.75   0.90   4.95   1.93   1.10
197812   2.39   0.90   0.22   2.29   0.44  -0.45
197901   9.64   8.95   6.24   4.53   6.77   6.32
197902  -2.33  -1.77  -1.16  -4.93  -4.12  -2.52
197903   8.95   6.67   3.72   8.77   7.06   4.78
197904   3.18   2.52   1.59   1.41   0.68  -0.45
197905  -1.67  -1.19  -0.95  -2.86  -1.49  -0.81
197906   4.77   4.28   3.32   5.56   5.16   4.45
197907   1.64   2.61   3.10   2.79   2.91   1.77
197908   8.28   7.01   4.61   8.33   6.41   3.18
197909  -0.15  -0.84  -1.66   1.00  -0.49  -2.46
197910 -10.61  -9.78  -9.36  -7.22  -9.31  -8.56
197911   8.08   4.06   3.18   9.31   5.76   3.70
197912   7.13   5.04   1.93   4.93   3.32  -0.62
198001   8.85   6.82   5.13   7.32   5.44   1.73
198002  -1.84  -2.98  -4.11  -2.16  -3.87  -5.24
198003 -17.50 -15.14 -13.01 -13.96 -11.85  -7.42
198004   5.72   4.11   5.71   6.02   4.63   8.57
198005   8.55   6.44   6.49   7.62   7.33   6.26
198006   4.43   4.02   3.74   4.77   3.31   2.32
198007  11.07   9.31   5.39  10.51   7.47   3.04
198008   7.24   5.19   2.29   4.96   1.48  -0.33
198009   4.04   3.40   0.78   5.04   2.69  -0.98
198010   4.40   2.25   0.77   2.46  -0.56  -0.96
198011   6.64   2.54   0.07  13.16   6.18  -0.06
198012  -3.97  -2.75  -2.06  -3.78  -1.62   0.65
198101  -0.30   2.24   3.36  -5.77  -1.29   1.04
198102   0.49   1.73   0.87   1.12   2.41   0.85
198103   8.78   7.60   5.53   6.23   7.78   5.98
198104   4.49   3.70   2.50  -0.70  -0.03   0.38
198105   3.42   1.86   0.18   1.28   0.73   1.11
198106  -0.42   1.79   2.13  -3.28  -0.14   1.44
198107  -3.31  -1.76  -0.75  -0.02  -2.02  -2.09
198108  -8.16  -5.45  -3.26  -7.55  -5.98  -4.30
198109  -8.73  -6.33  -4.51  -7.13  -6.14  -4.35
198110   8.26   5.78   4.30  10.05   4.42   3.84
198111   2.79   3.84   4.20   3.14   3.95   4.29
198112  -1.53  -0.95  -0.99  -2.97  -2.24  -2.81
198201  -2.57  -2.08  -0.02  -4.92  -4.11  -1.23
198202  -4.37  -2.75  -1.51  -6.69  -5.15  -1.81
198203  -1.45  -0.77  -0.16  -2.07  -1.67   0.12
198204   5.84   4.56   2.78   5.42   4.68   3.51
198205  -2.88  -1.08  -0.91  -4.49  -4.44  -4.04
