This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
               Small                 Big
          Low     2    High    Low     2    High
199808  -8.73  -9.78 -12.87  -9.72 -10.93 -14.20
199809  -3.36  -3.82  -5.14  -0.33  -3.98  -8.23
199810   1.82   2.45   1.47   5.31   7.35   9.47
199811   1.36   2.03   2.51   3.14   3.67   7.21
199812   1.23   0.28   0.95   3.23   3.96   3.35
199901  -1.56  -1.22   2.20  -1.71  -0.94   1.67
199902   0.55  -0.67   0.73  -0.15  -1.55  -3.94
199903   1.10   0.16  -0.51   2.09  -1.07   0.53
199904   4.16   3.57   4.29   2.55   4.10   3.06
199905   0.58   0.83   0.09  -2.45  -3.20  -5.53
199906   1.81   2.21   2.59   0.66   2.67   2.84
199907   4.20   3.76   5.13   3.49  -0.14  -0.16
199908   3.69   3.27   6.20  -0.68   2.11   3.28
199909   0.71   0.99   1.78  -0.39  -1.14   2.32
199910   0.18  -0.67   2.56   1.66   2.70   2.28
199911   0.72  -0.35   5.72   2.15   1.12   8.11
199912   4.16   3.32   7.64   7.99   7.59  16.90
200001   0.27  -1.70   3.58  -9.47  -8.42  -4.21
200002   5.29   2.32  11.33   3.46   4.48  12.09
200003  -2.34  -0.56  -5.46   4.02   3.37  -2.79
200004  -7.36  -6.24 -11.39  -6.37  -3.00  -4.98
200005   2.05   3.36  -2.17   2.77   1.12  -2.89
200006   3.49   2.83  -0.23   0.18   1.20   1.45
200007  -1.49  -0.35  -2.46  -1.49  -1.39  -0.29
200008  -0.75  -0.42  -0.35   0.23  -1.88  -1.45
200009  -1.31  -1.31  -4.00  -3.87  -4.62  -5.50
200010  -5.27  -5.01 -11.64  -0.62  -1.38  -2.47
200011  -0.32  -1.38 -12.15  -1.53  -3.41  -7.20
200012   6.51   7.48   5.73   6.79   5.69   6.22
200101   2.29   2.86   2.37   1.21   1.22  -0.61
200102  -1.81  -2.05  -7.96  -4.47  -9.51 -12.04
200103  -7.56  -8.22 -12.70  -8.52  -9.05  -8.68
200104   4.64   4.70   4.54   6.61   7.78  10.53
200105  -1.11  -1.39  -4.37  -3.13  -5.29  -6.68
200106  -1.56  -2.82  -7.80  -1.67  -2.71  -5.98
200107   0.21  -0.14  -5.02   0.49   0.22  -1.17
200108   1.61   1.38  -1.92   0.70   0.32  -5.90
200109 -12.95 -14.55 -19.23  -9.71 -13.17  -9.95
200110   2.43   3.42   8.17   1.03   2.78   6.21
200111   4.69   5.62   8.71   1.70   4.11   6.34
200112   0.81   1.73  -0.75   2.43   1.88   2.24
200201  -1.60  -0.44  -2.78  -3.33  -3.45  -7.41
200202   2.39   1.56  -2.30   3.14   0.75  -1.55
200203   4.83   4.59   4.93   5.03   5.78   5.48
200204   4.22   4.92  -0.39   1.63   1.82  -4.48
200205   3.99   3.36  -0.05   0.54   1.83  -0.79
200206   1.78  -0.70  -3.61  -0.83  -2.21  -4.77
200207  -8.02  -6.48  -9.65 -10.33 -11.45  -9.82
200208  -1.98  -0.77  -1.27   0.06   0.95   0.06
200209  -9.81  -9.35 -11.86 -12.96 -14.66 -12.04
200210   2.06   2.60   2.21   8.75  10.72   8.71
200211   5.27   4.07   4.61   3.81   7.04   3.48
200212   1.29   1.93   0.71  -2.15  -4.54  -1.98
200301  -0.90   0.35  -2.23  -2.87  -4.04  -3.74
200302  -2.93  -1.67  -3.57  -3.78  -4.03  -1.82
200303  -0.33  -0.79  -0.91  -0.58  -2.56  -0.92
200304  12.20  10.69  11.07  11.21  15.84  12.56
200305  10.47   9.75  11.37   8.32   7.01   7.03
200306   3.03   2.77   3.17   1.17   0.53   1.83
200307   4.34   2.73   2.80   2.63   1.95  -0.34
200308   4.89   2.64   2.35  -0.67   0.84  -0.38
200309   5.26   6.32   5.05   2.49   2.43   2.93
200310   7.67   5.44   4.92   7.09   6.12   5.35
200311   4.60   5.10   4.52   5.53   3.95   3.87
200312   5.38   5.44   6.09   7.98   7.17   7.75
200401   8.81   5.35   5.21   3.54   2.33  -0.37
200402   4.88   4.01   4.19   1.77   3.45   4.29
200403  -4.15  -1.48  -2.19  -4.34  -3.17  -1.97
200404  -2.35  -0.91  -2.06  -0.87  -1.72  -0.33
200405  -0.25   0.67   1.08   0.79   2.22   1.95
200406   4.02   3.12   2.40   1.87   2.50   1.43
200407  -3.98  -2.23  -2.67  -3.20  -3.43  -2.28
200408  -0.22   0.64   0.12   0.04   0.79   0.59
200409   4.33   3.99   4.66   3.76   4.39   4.08
200410   4.23   4.56   4.34   4.23   4.82   3.39
200411   9.54   9.29   8.49   6.72   7.35   6.09
200412   5.00   4.94   5.07   4.78   4.47   3.81
200501   2.17   2.35   2.41  -1.82  -1.62  -0.90
200502   6.26   4.98   5.51   4.52   4.85   4.57
200503  -2.89  -1.84  -2.70  -2.41  -1.96  -2.84
200504  -1.98  -1.59  -2.04  -1.76  -2.66  -2.84
200505  -1.03  -0.80  -1.07   0.83   0.11   0.08
200506   3.13   2.28   2.65   1.57   1.34   2.25
200507   4.32   4.43   4.95   3.43   4.45   3.80
200508   4.70   3.19   4.84   2.73   2.09   1.44
200509   1.44   1.24   1.99   0.44   2.47   1.96
200510  -3.68  -3.72  -4.46  -1.69  -3.70  -3.17
200511   1.28   1.20   1.50  -0.06   2.02   2.72
200512   5.18   3.86   5.12   3.38   4.30   4.26
200601   7.81   8.58  10.06   5.10   6.85   7.19
200602   3.34   2.79   2.62  -0.47   0.35   2.33
200603   5.85   4.62   5.35   4.56   3.91   4.58
200604   7.15   6.93   7.88   5.75   5.62   4.68
200605  -4.29  -2.79  -5.14  -2.09  -3.51  -3.32
200606  -2.05  -1.05  -1.28   0.32   0.13   0.94
200607   0.31  -0.02  -0.79   0.70   2.04   1.48
200608   2.71   3.21   3.23   3.50   2.62   3.76
200609   1.81   1.44   0.59   1.68   0.68   1.34
200610   4.27   4.68   4.44   3.82   4.11   4.69
200611   6.39   6.39   6.31   4.41   3.66   4.07
200612   4.51   4.13   5.29   3.92   3.12   4.28
200701   3.28   3.01   2.50   1.04   0.93   0.59
200702   1.08   1.58   0.81   0.57  -0.56  -0.45
200703   4.91   4.79   4.49   3.94   4.23   3.93
200704   5.30   6.37   5.67   6.52   6.06   5.49
200705   1.56   1.68   0.86   3.12   1.74   1.63
200706  -0.36  -0.63  -0.15   0.39   0.80  -0.66
200707  -0.37  -0.11  -0.11  -2.26  -2.04  -1.50
200708  -4.58  -3.86  -4.50   0.21  -2.31  -1.94
200709   1.21   1.93   2.50   5.74   4.92   6.21
200710   4.02   4.81   5.53   4.40   4.30   5.73
200711  -7.86  -6.70  -8.55  -1.95  -3.79  -4.32
200712  -3.06  -2.34  -2.97  -1.15  -1.94  -2.34
200801  -8.61  -8.44 -10.49  -9.32  -9.91 -10.60
200802   4.04   4.70   4.65   1.07   1.89   3.07
200803   0.10   1.03  -1.28   0.05   0.15   1.83
200804   2.25   1.88   2.30   4.07   5.09   5.61
200805   1.10   1.13   1.99   1.26   0.15   2.14
200806  -6.57  -5.76  -7.51  -7.77  -9.03  -9.53
200807  -3.71  -4.80  -6.77  -4.14  -3.22  -3.27
200808  -2.85  -4.29  -4.92  -3.60  -4.55  -5.15
200809 -15.59 -15.43 -20.32 -12.05 -14.08 -18.19
200810 -24.45 -25.16 -29.51 -21.72 -18.81 -25.78
200811  -8.36  -7.31  -9.38  -3.45  -8.25  -8.80
200812   7.42   5.67   3.44   8.89   6.11   5.76
200901  -7.87  -7.18  -5.75 -13.10 -10.19 -11.56
200902  -6.89  -5.65  -6.28  -9.53 -11.30  -9.30
200903   4.21   4.46   5.85   5.46   7.07   9.38
200904  14.43  15.44  18.14  12.48  12.87  15.84
200905  13.72  12.90  14.62  10.88  12.48  15.36
200906  -1.22  -0.32  -0.08  -1.35  -1.64  -3.36
200907   7.18   7.28   7.71  10.38  10.79  10.34
200908  10.41   8.50   6.93   5.22   6.57   3.75
200909   7.37   7.38   6.94   5.78   5.82   3.81
200910  -1.52  -0.52  -0.37  -1.11  -2.90  -1.56
200911   1.07   1.62   0.16   3.09   3.96   2.31
200912  -1.37  -0.98  -0.21   2.09   0.51   0.98
201001  -0.81  -1.24  -1.38  -5.43  -6.60  -4.79
201002  -3.53  -2.23  -3.03  -1.86  -2.58  -1.31
201003   6.28   6.09   5.68   5.98   6.25   7.35
201004   0.83   0.24   1.08  -2.57  -1.85  -1.34
201005 -14.20 -11.56 -12.57 -11.91 -12.08 -11.85
201006  -2.01  -0.54  -0.65  -1.41  -0.83  -0.55
201007  10.09  10.80  11.16  13.44  12.22  10.43
201008  -5.05  -4.24  -4.13  -5.77  -4.39  -2.42
201009  13.16  12.28  11.53  11.77  12.13  10.31
201010   5.70   5.02   5.23   3.84   5.58   4.98
201011  -7.01  -7.88  -6.99  -7.90  -8.22  -8.15
201012  12.11  11.19   9.68   8.91   8.63   9.09
201101   4.64   3.17   3.68   4.50   3.74   2.71
201102   2.44   2.28   1.71   3.16   2.79   3.80
201103   1.46   1.67   1.32  -1.23   0.23  -0.36
201104   7.61   6.75   6.40   8.09   8.67   7.81
201105  -2.75  -2.93  -3.41  -4.25  -2.90  -2.24
201106  -3.54  -3.32  -2.95  -2.78  -1.26  -2.10
201107  -3.36  -3.16  -3.04  -2.64  -4.57  -2.01
201108 -10.15  -8.97  -9.25 -10.36 -10.95  -9.02
201109 -12.60 -12.59 -13.08 -10.13 -11.58 -12.53
201110   7.23   7.83   8.22   8.39  11.77  13.40
201111  -7.59  -6.93  -7.49  -4.92  -4.66  -4.18
201112  -3.49  -2.86  -2.92  -1.69  -1.90  -2.74
201201   7.71   8.19   8.95   4.12   5.14   7.06
201202   7.16   7.12   8.95   6.83   5.86   6.57
201203   0.91   0.98   0.14   1.43  -0.14  -1.08
201204  -1.48  -1.00  -1.26  -2.18  -3.27  -1.06
201205 -11.77 -12.21 -12.59 -11.43 -12.04 -13.43
201206   4.05   3.60   2.45   8.36   8.12   5.93
201207  -1.87  -0.82  -0.01  -0.66   0.89   1.88
201208   6.37   4.41   3.69   4.34   4.88   3.94
201209   5.91   5.37   4.61   3.30   3.53   2.97
201210   1.63   1.41   0.64   0.50   2.21   2.10
201211  -0.35   0.86  -0.52   1.65   2.42   3.56
201212   6.45   5.67   4.91   2.96   3.55   2.70
201301   8.16   7.36   5.99   6.77   6.25   5.31
201302  -2.45  -0.54   0.10  -2.81  -2.56  -2.64
201303  -2.57  -1.42  -0.89   0.31  -0.66  -0.70
201304   3.46   3.63   2.31   5.12   4.13   3.71
201305   2.29   2.59   1.98   0.74   0.77   1.36
201306  -3.56  -2.42  -2.87  -3.96  -4.98  -5.42
201307   6.55   6.34   6.10   7.65   7.58   7.51
201308   1.98   1.98   1.23   0.13  -1.60  -0.97
201309   8.25   6.53   7.18   8.24   6.88   6.26
201310   5.61   4.91   3.47   4.90   4.82   3.54
201311   1.80   1.89   2.16   2.08   1.29   0.46
201312   3.07   2.86   2.72   2.56   2.16   2.33
201401   1.20   0.17  -0.16  -2.15  -3.23  -4.91
201402   8.84   7.20   7.54   7.14   8.02   6.54
201403   0.57   0.18  -0.56  -1.39  -0.17  -0.58
201404  -0.25  -0.07   0.09   0.57   2.52   2.48
201405  -0.17   0.27   0.31   0.48   1.09   0.78
201406  -0.24  -0.12   0.09  -1.29   0.26   0.30
201407  -4.66  -4.46  -4.72  -3.40  -4.40  -4.14
201408  -1.35  -1.03  -0.28  -0.21   0.15   0.26
201409  -6.37  -5.20  -5.49  -2.42  -4.16  -4.07
201410  -4.36  -3.39  -3.98  -3.25  -2.11  -2.58
201411   1.47   0.78   0.43   1.98   2.27   2.53
201412  -2.70  -1.27  -1.31  -5.34  -3.47  -2.84
201501  -1.95  -1.70  -2.04  -1.95   0.95   0.25
201502   7.21   6.95   7.27   6.51   5.53   6.72
201503  -2.18  -2.32  -2.73  -1.47  -2.68  -2.49
201504   6.87   5.78   7.09   4.27   4.72   4.86
201505   0.85   0.88   1.76  -0.03  -0.84   0.38
201506  -1.17  -0.90  -1.03  -2.66  -3.64  -2.36
201507   0.86   1.74   1.75   1.73   3.27   2.35
201508  -2.82  -2.69  -2.84  -7.25  -6.28  -5.43
201509  -3.88  -3.47  -2.83  -4.50  -4.80  -3.60
201510   3.63   3.04   3.50   6.46   6.38   6.72
201511  -2.94  -1.33   0.11  -2.07  -1.44  -0.87
201512   1.07   1.34   2.11  -3.52  -1.82  -1.26
201601  -6.84  -6.41  -8.09  -4.79  -6.37  -8.11
201602  -0.16  -0.04  -0.95  -1.37  -1.88  -2.34
201603   8.52   7.87   8.73   5.42   6.82   7.47
201604   2.00   2.42   1.82   3.68   1.65   2.07
201605   0.70   0.71   0.64  -1.19  -0.10  -0.19
201606  -6.91  -6.02  -8.73  -2.18  -5.95  -6.00
201607   5.91   6.12   5.34   3.10   4.70   5.38
201608   2.05   1.85   3.47   1.42   0.29   0.04
201609   1.62   1.62   2.20   1.23   0.74   0.59
201610  -1.81  -3.04  -4.95  -1.79  -3.13  -4.56
201611  -0.57  -2.70  -1.39  -1.08  -2.99  -4.01
201612   3.95   4.77   3.21   5.44   4.80   4.09
201701   5.17   4.54   4.86   3.00   2.17   2.95
201702   0.08   0.97   1.04  -0.53   1.57   1.16
201703   2.47   4.01   2.77   3.82   5.19   4.08
201704   5.44   6.32   7.04   3.59   5.17   4.64
201705   4.72   4.89   5.62   4.72   5.28   5.21
201706   0.47   1.65   0.41  -0.24  -0.61  -1.77
201707   4.25   4.08   4.45   4.87   2.22   3.99
201708  -0.45   0.10   0.67   0.23   0.72  -0.81
201709   1.93   2.84   3.14   2.84   2.98   2.62
201710  -0.32  -0.49   0.11   0.78   0.71   0.99
201711  -0.19  -0.04  -0.22   0.60   0.34  -1.15
201712   3.39   2.62   2.99   1.91   0.89   1.63
201801   6.68   5.28   6.52   6.55   5.20   4.90
201802  -4.73  -3.94  -4.42  -5.37  -5.43  -5.18
201803  -1.22  -1.46  -0.61  -1.62  -0.23   0.50
201804   1.41   2.23   1.50   2.85   2.39   1.90
201805  -2.64  -2.39  -0.43  -3.87  -2.57  -1.25
201806  -1.38  -1.43  -1.95  -1.38  -0.72   0.33
201807   0.17   1.19   1.47   2.49   3.52   2.91
201808  -2.73  -1.41  -1.15  -3.27  -2.63  -1.37
201809  -1.20  -0.30  -0.85   0.96   0.47  -0.67
201810 -10.42  -8.36 -10.57  -8.43  -7.05 -10.59
201811  -3.18  -2.11  -1.94  -0.86  -0.34  -3.01
201812  -5.67  -3.96  -5.35  -4.76  -3.76  -5.08
201901   6.81   6.72   7.42   6.07   5.90   8.01
201902   2.13   2.22   1.23   2.34   3.76   3.57
201903  -1.17  -1.07  -0.67   0.29   1.15   1.52
201904   4.45   3.92   4.00   3.84   3.57   4.87
201905  -4.94  -3.53  -4.17  -5.29  -4.90  -6.09
201906   4.26   4.06   2.93   5.71   6.46   6.84
201907  -2.74  -4.23  -3.54  -2.48  -2.30  -1.78
201908  -1.76  -2.87  -3.98  -3.75  -1.39  -1.48
201909   2.15   1.83   1.44   3.55   1.94   1.75
201910   3.97   3.90   4.64   2.31   3.32   4.83
201911   2.84   2.99   4.42   0.79   1.99   2.51
201912   6.74   5.97   7.15   4.25   3.92   3.55
202001  -2.68  -2.45  -2.09  -3.94  -2.03  -1.21
202002  -9.41  -8.08  -8.57 -10.41  -8.08  -8.40
202003 -21.73 -20.52 -19.20 -17.76 -13.12 -14.32
202004   9.40   9.75  13.03   4.55   5.93   9.13
202005   4.66   5.17   7.76   3.40   4.73   9.02
202006   3.97   2.44   3.39   4.39   3.94   4.20



  Average Equal Weighted Returns -- Monthly
               Small                 Big
          Low     2    High    Low     2    High
199007   4.97   5.45   4.56   5.37   4.73   4.62
199008  -7.98  -9.07  -9.78 -11.77 -11.93 -12.05
199009  -8.35  -8.44 -10.90 -12.98 -12.63 -13.81
199010   3.00   4.88   3.41   6.35   5.80   6.81
199011  -2.05  -2.14  -3.12  -1.16  -2.42  -1.45
199012  -0.57  -0.05  -0.40  -1.01  -0.08  -1.35
199101  -0.50  -2.14  -2.71  -0.08   1.57   0.59
199102   7.87   9.21  10.35  10.90  10.55  11.83
199103  -3.87  -3.32  -1.61  -5.80  -5.05  -6.32
199104  -0.32   0.09  -1.67  -0.49  -1.92  -1.45
199105  -1.90  -1.35  -3.37   1.12   1.21  -0.48
199106  -5.34  -5.52  -7.66  -5.87  -6.36  -7.33
199107   2.08   3.57   2.89   4.14   4.23   4.33
199108  -0.08   0.46   1.47   3.53   1.48   1.16
199109   7.42   5.63   6.54   2.48   3.03   2.77
199110  -2.85  -2.74  -3.48  -3.42  -2.67  -4.08
199111  -0.73  -1.27  -1.89  -3.36  -1.99  -2.29
199112   2.98   4.46   3.14   4.62   5.15   4.94
199201  -0.90  -1.97  -3.74   1.16   1.44   1.03
199202  -0.28   1.37  -0.79  -0.66   0.16  -0.39
199203  -3.61  -2.68  -3.82  -2.37  -2.90  -3.36
199204   6.18   4.06   4.70   5.14   4.76   2.86
199205   7.26   7.11   6.04   4.90   4.60   4.26
199206  -0.09   0.18  -1.41  -2.24  -0.71  -2.68
199207  -5.58  -3.59  -4.98  -6.13  -4.94  -4.81
199208  -2.53   0.07  -1.40  -2.35  -1.83  -1.26
199209  -7.19  -6.85  -6.99  -5.47  -4.77  -5.43
199210 -10.46  -8.79  -8.90  -5.94  -5.55  -5.45
199211  -1.30  -3.31  -3.89  -0.56  -1.05  -1.02
199212   2.33  -0.82  -0.47   1.72   0.78   1.07
199301   7.35   3.65   5.77   2.28   3.95   3.57
199302   2.32   1.37  -0.13   1.03   1.76   1.90
199303   9.16   7.33   5.43   6.17   5.64   4.82
199304   6.76   6.35   5.22   5.20   4.24   3.67
199305   4.08   2.18   1.93   1.78   0.70   1.21
199306  -3.91  -4.91  -5.32  -3.42  -3.20  -5.31
199307   2.27   3.12   2.79   3.22   2.16   1.00
199308   9.88   9.77  10.54   9.69   9.86   9.30
199309   2.07   1.67   0.57  -0.70  -0.45  -1.46
199310   0.96   1.19   0.26   2.42   2.27   1.62
199311  -0.60  -0.32  -0.10  -1.56  -2.50  -3.03
199312   6.28   5.35   5.08   7.50   8.12   7.42
199401  17.16  12.54  12.33  10.95   8.00   7.87
199402   2.78   2.13   1.34  -1.62  -2.02  -2.34
199403  -0.69   0.28  -0.11  -1.76  -0.22  -0.58
199404   4.67   4.01   3.74   5.07   4.62   4.88
199405  -1.08  -0.76  -3.15  -3.81  -3.30  -4.22
199406  -1.09  -0.54  -1.02  -1.77  -0.83  -1.51
199407   1.41   1.82   1.95   4.54   4.58   4.46
199408   1.30   1.91   1.57   0.74   1.62   0.97
199409   0.37   0.58  -0.33  -2.71  -2.99  -2.14
199410   0.99   1.61   1.35   2.38   3.09   2.00
199411  -4.92  -4.23  -4.63  -4.44  -4.21  -4.71
199412   0.69   1.32   0.91   0.91   0.68   0.51
199501   0.91   1.08   0.20  -0.95  -1.24  -1.14
199502   1.50   2.23   1.31   2.04   2.44   1.46
199503   1.05   3.29   2.52   2.00   2.55   0.74
199504   1.08   0.33   1.59   3.21   3.60   3.31
199505   1.95   1.55   2.56   2.35   2.53   1.96
199506   0.84   2.07   1.92   1.38   1.72   0.99
199507   2.42   2.03   3.95   3.50   3.66   5.25
199508  -2.57  -2.22  -2.86  -4.17  -4.22  -3.36
199509   3.24   2.07   2.52   1.73   2.57   2.04
199510  -1.49  -0.69  -0.04  -2.13  -0.93  -2.58
199511  -2.76  -2.99  -2.33  -1.33  -0.16  -2.21
199512   0.43   1.27   1.61   1.60   2.57   2.76
199601  -0.19   1.00   0.53   1.17   1.30   1.60
199602   4.18   3.40   3.99   3.06   3.27   3.55
199603   1.07   1.82   1.81   0.79   1.27   1.16
199604   1.69   0.70   1.20   1.99   1.12   1.88
199605   3.53   3.44   4.41   2.08   2.25   3.17
199606   1.41   0.04  -0.37   0.30   0.36  -0.54
199607   0.71   0.61  -1.08  -1.90  -0.86  -2.85
199608   1.11   1.14   2.79   1.73   2.01   3.24
199609  -1.48  -0.70  -0.62   0.13   0.59   0.73
199610   1.07   2.02   2.06   1.27   1.76   1.84
199611   2.45   2.33   1.94   4.03   3.33   3.60
199612   2.15   2.08   2.71   2.91   3.22   1.88
199701   1.22   0.53   0.79   1.99   0.11   1.33
199702   2.76   2.31   2.59   0.11   0.71   0.79
199703   2.64   1.97   0.66   2.61   1.71   1.94
199704  -1.07  -1.56  -1.70  -1.71  -1.71  -1.56
199705   3.45   3.57   2.82   3.39   3.47   3.78
199706   0.34   2.20  -0.35   3.28   2.80   3.37
199707  -2.15  -1.59  -2.36   1.30   1.83   3.32
199708   0.95   0.68   1.61  -1.77  -2.83  -2.82
199709   5.63   5.64   6.12   9.21   8.00   7.07
199710   0.23  -0.36  -0.58  -3.48  -3.28  -3.51
199711  -1.62  -1.42  -1.27  -1.08   0.14   1.96
199712  -0.96  -0.85  -1.34   1.60   2.37   1.75
199801   2.46   2.16   2.42   2.58   3.45   2.88
199802   6.16   5.96   5.20   8.41   7.88   7.66
199803   7.60   6.32   8.40  11.54   7.72   8.47
199804   4.16   4.96   7.13   3.49   3.25   4.38
199805   4.09   4.60   5.68   2.82   3.74   2.20
199806  -2.97  -2.34  -2.86  -4.92  -2.46  -1.83
199807  -0.66   0.05  -0.04  -0.05   2.34   3.78
