This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Developed_ex_US.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
               Small                 Big
          Low     2    High    Low     2    High
199709  -0.04   0.66   1.24   2.64   2.67   2.36
199710  -3.57  -2.78  -6.06  -4.26  -4.46  -5.39
199711  -6.44  -6.11  -8.12  -6.50  -4.04  -4.42
199712  -5.00  -4.23  -4.00  -3.70  -2.99  -3.34
199801   7.37   6.09   4.85   8.48   6.36   5.35
199802   8.54   7.35   7.06   7.95   8.34   7.39
199803   1.71   1.96   1.23   3.42   2.34   2.83
199804   0.39   1.42   2.01  -0.16   0.03   1.24
199805  -1.08  -0.32  -1.91  -0.50  -0.38  -1.83
199806  -4.13  -3.17  -5.44  -3.29  -1.73  -2.60
199807  -1.57  -1.43  -1.96  -1.66   0.28   1.24
199808  -9.91  -9.94 -12.84 -10.88 -10.48 -12.85
199809  -0.66  -0.15  -0.83  -3.22  -1.57  -3.03
199810   6.82   6.79   5.85  10.59   9.49   9.12
199811   4.09   3.61   4.57   2.48   2.83   4.98
199812   0.37   0.32   0.02   1.29   2.51   2.49
199901   1.88   0.99   2.20  -0.72  -1.16   1.28
199902  -0.06  -0.60   0.10  -1.29  -1.88  -2.87
199903   5.28   3.35   4.80   5.22   4.02   6.20
199904  10.67   9.44  11.87   7.02   5.22   4.93
199905   1.70   1.73   1.68  -2.40  -2.15  -3.45
199906   6.29   6.47   7.41   2.65   3.95   4.81
199907   5.75   4.36   4.79   3.74   2.80   3.80
199908   1.86   2.00   2.96   0.93   1.95   2.92
199909   3.68   2.10   1.95   0.65   0.31   2.27
199910  -0.66  -0.50  -0.20  -0.58  -0.10   1.43
199911   2.03   0.50   4.32  -0.47  -0.93   5.55
199912   4.09   3.25   7.51   4.16   3.96   7.65
200001   7.07   1.96   6.97  -4.71  -5.16  -2.47
200002   5.39   1.57   8.49  -2.19  -1.39   3.93
200003   5.97   3.40   1.77   5.51   5.95   2.01
200004 -10.28  -7.86  -9.91  -3.58  -2.70  -5.24
200005  -1.05   1.17  -2.16   2.62   3.29  -1.53
200006   6.21   4.89   3.67   5.27   4.96   4.44
200007  -2.00  -2.23  -3.01  -3.92  -1.86  -4.13
200008   1.29   1.16   0.71   2.88   2.21   3.44
200009  -4.40  -2.71  -5.18  -3.23  -2.56  -4.35
200010  -7.59  -6.43 -10.19  -3.44  -3.21  -8.27
200011  -1.70  -1.26  -7.51  -0.44  -0.48  -8.07
200012   1.07   2.09  -0.06   3.72   3.71   0.72
200101   3.99   2.64   4.86   1.30   0.85   5.00
200102  -1.46  -0.93  -5.07  -2.70  -2.61  -9.06
200103  -7.48  -6.57 -10.98  -7.69  -7.41 -11.42
200104   6.43   7.15   6.02   8.40   7.81  10.34
200105   1.34   1.12  -0.76  -1.81  -0.84  -2.67
200106  -1.75  -1.83  -6.69  -3.44  -2.51  -8.22
200107  -2.82  -1.86  -6.27  -1.76  -1.32  -5.02
200108   1.06   1.53  -2.52   0.73   0.14  -3.51
200109 -11.12 -11.27 -16.84 -12.00 -11.86 -13.08
200110   3.92   3.88   9.18   2.80   3.14   8.52
200111   3.51   3.22   7.22   3.88   3.76   6.62
200112  -1.64  -1.73  -3.25  -1.15  -0.69  -1.78
200201   1.54   0.17   0.20  -1.84  -2.72  -4.76
200202   2.91   2.60  -1.43   3.17   2.28   0.72
200203   4.47   4.26   4.62   6.07   5.75   5.72
200204   3.61   3.87  -0.66   4.54   3.01  -0.40
200205   6.39   5.45   2.17   4.57   4.35   1.72
200206  -1.08  -1.57  -5.17  -1.87  -2.84  -6.46
200207  -7.00  -4.90  -7.77  -8.46  -8.67  -8.66
200208  -0.44  -0.21  -1.28  -0.87   0.22  -0.03
200209  -8.53  -6.65 -10.10  -9.20  -8.65 -10.24
200210   0.44  -0.12   0.45   2.39   2.75   3.43
200211   3.42   2.20   3.50   5.16   5.18   5.66
200212   1.08   1.16   0.24  -1.47  -0.80  -2.12
200301   2.96   2.15   1.43  -0.62  -1.68  -2.09
200302   0.03   0.88  -2.36  -2.01  -1.78  -1.68
200303  -1.80  -0.71  -3.41  -0.73  -1.09  -1.37
200304   8.27   7.19   8.66  10.99   9.94  11.01
200305  11.57   9.93  11.68   8.18   7.35   9.41
200306   7.30   5.88   6.42   3.77   3.92   4.29
200307   5.20   3.56   5.21   3.83   2.47   1.46
200308   9.97   6.14   6.99   6.25   4.25   3.81
200309  10.30   7.89   8.65   5.14   5.83   5.80
200310   6.92   5.02   7.32   7.91   5.43   5.09
200311   0.95   1.88   1.66   1.29   2.36   1.27
200312   4.59   5.57   4.56   6.29   6.19   6.17
200401  10.39   6.01   7.05   3.94   3.13   2.36
200402   4.05   3.34   3.27   1.79   2.50   3.28
200403   3.35   3.53   2.24   2.19   2.61   3.93
200404  -4.02  -2.39  -2.52  -3.13  -2.73  -3.33
200405  -3.10  -0.97  -1.78   0.34   0.82   0.36
200406   2.44   2.60   2.27   3.89   3.69   3.38
200407  -2.42  -1.48  -2.54  -4.24  -2.70  -4.13
200408  -0.50   0.81  -0.03   0.68   1.37   0.77
200409   3.56   2.37   2.90   2.58   2.96   2.89
200410   4.31   4.10   3.86   4.02   3.59   3.27
200411   8.29   7.12   8.26   7.44   7.11   6.04
200412   2.66   3.83   3.53   4.81   4.61   4.69
200501   3.71   2.71   3.01   0.61   0.37   0.11
200502   5.69   5.01   5.10   4.11   4.10   3.56
200503  -1.30  -0.78  -2.39  -1.76  -1.16  -2.00
200504  -2.90  -1.44  -2.49  -2.36  -2.13  -2.83
200505  -3.01  -2.37  -3.16  -0.07  -0.66  -0.56
200506   1.99   1.93   1.77   2.28   2.16   2.63
200507   4.04   3.65   3.63   3.46   3.34   4.04
200508   4.39   3.38   3.41   4.25   4.07   3.99
200509   2.35   2.40   2.57   4.31   3.40   3.78
200510  -2.15  -1.95  -2.82  -2.78  -3.17  -3.54
200511   0.47   1.20   1.34   2.83   2.60   3.31
200512   4.66   6.02   5.48   6.14   5.46   7.13
200601   7.87   7.12   8.51   6.23   6.59   6.51
200602   1.58  -0.11  -0.10   0.22   0.68  -0.64
200603   4.09   3.76   4.09   4.34   3.53   4.62
200604   6.36   6.10   7.07   4.66   4.88   5.37
200605  -4.14  -4.01  -5.62  -4.47  -3.83  -5.39
200606  -2.70  -1.98  -3.24  -0.88  -0.64  -0.56
200607   0.02  -1.10  -1.32  -0.57   0.41  -1.03
200608   2.55   2.29   2.86   3.39   3.07   3.54
200609   0.34  -0.07  -2.21   0.78   0.54  -0.01
200610   3.60   3.04   3.41   3.88   3.69   4.14
200611   5.29   3.70   2.96   3.49   3.52   3.64
200612   2.42   2.45   2.54   2.66   3.27   2.94
200701   5.93   3.69   3.57   1.95   1.86   1.47
200702   3.40   2.79   1.53   2.04   1.30   1.15
200703   3.92   3.53   2.18   3.31   3.51   3.11
200704   5.73   4.79   4.32   3.36   4.18   2.89
200705   3.95   3.12   2.02   1.23   1.25   1.77
200706   4.32   3.41   2.57  -0.59  -0.18  -0.73
200707   3.16   2.42   0.58  -1.10  -0.73   0.56
200708  -7.23  -5.90  -8.60  -2.63  -2.21  -3.97
200709   3.62   3.35   4.12   3.43   4.04   6.09
200710   3.34   3.41   5.62   4.06   4.09   5.80
200711  -5.44  -6.04  -8.48  -5.48  -5.52  -6.60
200712  -3.04  -2.18  -3.59  -2.42  -1.90  -3.00
200801  -6.90  -7.42  -9.28  -7.33  -7.67  -9.10
200802   4.06   4.68   4.25   2.98   3.36   4.66
200803  -3.99  -2.41  -5.48  -0.59   0.16  -2.52
200804   1.97   2.37   2.32   4.17   4.05   5.08
200805   3.67   2.45   4.09   1.29   1.70   2.52
200806  -5.12  -5.04  -7.56  -9.04  -8.62  -9.72
200807  -4.38  -5.21  -7.90  -2.96  -4.02  -6.26
200808  -6.67  -6.73  -9.46  -2.71  -3.74  -5.21
200809 -13.17 -13.65 -16.91 -11.96 -14.67 -19.77
200810 -21.93 -21.97 -28.29 -21.18 -22.98 -29.42
200811  -4.29  -4.87  -7.02  -3.67  -4.52  -7.68
200812   5.83   6.62   5.34   8.28   7.26   7.65
200901  -2.01  -4.24  -2.02  -7.43  -8.41  -5.49
200902  -5.70  -6.49  -5.69  -9.54  -9.84  -7.50
200903   6.82   5.45   8.30   7.04   9.43  11.93
200904  15.89  14.30  19.26  15.70  17.70  20.83
200905  19.99  18.92  22.31  12.05  16.24  18.84
200906   3.40   2.92   1.82   0.27  -0.34  -0.02
200907   6.52   7.43   7.70   8.39   8.29   9.35
200908   7.64   7.81   6.96   5.32   5.23   4.97
200909   6.87   6.23   7.62   4.98   5.10   4.41
200910   0.49   1.51   1.91  -2.07  -2.32  -0.74
200911   0.68   0.61   0.15   1.48   2.20   1.35
200912  -1.01  -0.80  -0.56   1.05   0.47   1.91
201001   1.45   0.58   0.46  -1.69  -2.10  -2.34
201002  -0.92  -0.37  -0.88  -0.33  -0.15   0.23
201003   5.56   5.26   4.91   6.22   6.61   7.39
201004   4.10   2.99   4.50   0.52  -0.10   0.48
201005 -11.21  -9.85 -12.61 -11.05  -9.83 -11.18
201006  -1.44  -0.57  -2.19  -1.09  -0.90  -1.50
201007   8.92   6.91   7.09   9.19   8.91   8.26
201008  -2.41  -1.93  -2.53  -4.69  -3.10  -1.78
201009  11.92   8.89  10.86  12.35  10.27   9.01
201010   4.92   2.85   3.50   4.23   3.72   4.08
201011  -1.31  -1.98  -2.18  -2.76  -3.74  -3.63
201012  10.91   9.06   9.33  10.51   8.56   9.19
201101   4.78   3.52   3.11   2.48   1.40   1.44
201102   3.63   2.78   2.43   2.90   2.95   3.00
201103  -0.56  -0.46  -0.67  -1.13  -0.58  -0.85
201104   4.94   4.57   4.61   5.11   4.83   4.93
201105  -3.56  -2.90  -3.72  -2.58  -2.66  -2.78
201106  -3.65  -0.79  -3.02  -1.64  -1.02  -1.58
201107   2.06   1.48   2.23  -1.16  -1.30  -0.67
201108  -7.15  -6.56  -7.49  -9.21  -7.89  -7.34
201109 -10.76  -8.92 -12.21 -10.50  -9.99 -11.90
201110   5.26   4.68   7.32   8.55   8.04   9.26
201111  -5.21  -4.28  -6.30  -6.10  -5.25  -4.57
201112  -1.43  -0.53  -1.37  -1.83  -1.51  -2.16
201201   9.33   7.56   9.20   7.72   9.12   8.31
201202   6.40   6.15   6.42   6.37   5.07   7.51
201203  -0.22   0.51  -0.93   0.24   0.09  -1.05
201204  -0.79  -0.68  -0.94  -2.26  -1.00  -0.89
201205 -10.61 -10.12 -12.02 -12.10 -11.40 -13.13
201206   2.42   2.22   0.82   5.61   5.21   4.15
201207  -0.53   0.02  -0.28  -0.18   0.00   1.52
201208   2.98   3.09   2.09   3.59   2.90   2.25
201209   3.99   3.88   3.81   3.59   3.77   4.51
201210   0.98   0.08   0.17   0.86   0.77   0.11
201211  -0.46   0.06  -1.13   0.85   1.60   0.72
201212   4.72   3.35   2.57   4.56   3.77   2.52
201301   8.15   7.30   6.69   5.76   4.80   4.19
201302  -1.43  -0.65  -1.25  -0.32   0.30   0.00
201303   0.55   0.66   0.60   1.37   1.06   0.89
201304   1.17   1.72  -0.35   4.56   3.90   3.09
201305  -1.80  -2.30  -3.65  -1.27  -1.75  -0.97
201306  -4.35  -3.37  -5.97  -2.81  -2.73  -4.36
201307   6.25   4.94   6.62   5.33   5.34   5.55
201308   3.17   1.11   2.16  -0.83  -1.10  -0.94
201309   8.21   8.14   7.99   7.67   6.82   7.19
201310   3.83   2.51   2.72   3.52   3.20   2.31
201311   0.18   0.42  -0.71   0.56   0.43   0.16
201312   1.36   1.21   1.26   2.06   1.39   1.45
201401   3.43   2.35   2.39  -2.20  -2.67  -2.49
201402   3.86   2.65   3.78   5.48   4.94   5.33
201403   0.47   0.55   0.08  -0.04   0.31  -0.44
201404  -0.59   0.13  -0.88   0.19   0.88   0.57
201405   0.66   0.54   0.00   2.02   1.50   1.57
201406   2.87   3.20   3.40   2.05   1.81   2.12
201407   2.82   0.09   0.03  -2.15  -2.15  -2.26
201408   0.66   0.21  -0.02  -0.97  -0.04   0.06
201409  -4.93  -3.59  -5.76  -4.86  -4.90  -4.48
201410  -4.43  -3.85  -4.52  -2.89  -1.28  -1.98
201411  -1.14  -1.06  -1.75   1.22   0.63   0.40
201412  -3.43  -1.89  -3.84  -2.90  -1.72  -1.83
201501  -1.71  -1.38  -2.11  -0.96  -0.38  -0.65
201502   4.53   3.78   3.46   7.21   6.33   6.43
201503  -0.76  -1.00  -1.37  -1.42  -1.39  -1.63
201504   9.07   7.69   9.45   5.40   5.43   6.04
201505   1.86   1.30   1.54  -0.83  -0.64   0.34
201506  -0.15   0.19  -0.81  -2.85  -2.50  -2.25
201507  -2.50  -1.46  -2.16   0.48   0.38  -0.40
201508  -4.63  -4.25  -5.86  -5.44  -4.88  -5.48
201509  -1.90  -2.12  -2.41  -4.11  -4.37  -4.66
201510   4.90   4.92   4.95   6.75   6.82   7.69
201511  -2.09  -1.23  -1.02  -2.11  -0.82  -0.23
201512   0.29   0.68   0.66  -1.38  -0.59  -1.24
201601  -5.39  -6.25  -7.01  -7.06  -6.72  -8.50
201602   2.70   1.12   0.63   0.93  -0.30  -0.07
201603   9.85   8.77   8.81   8.15   8.09   9.27
201604   6.36   5.30   4.94   4.45   3.20   3.15
201605  -1.75  -0.78  -1.15  -1.62  -0.82  -0.05
201606  -0.92  -1.57  -2.76  -4.57  -4.11  -4.92
201607   5.39   5.56   4.80   5.46   5.96   6.02
201608   0.78   0.63   2.24   0.29   0.00   0.41
201609   4.29   3.13   4.21   2.40   1.93   2.08
201610  -0.16  -0.27  -1.15  -0.91  -1.69  -3.23
201611  -1.84  -2.02  -2.55  -1.22  -2.72  -3.44
201612   1.33   2.37   0.67   2.67   3.02   2.04
201701   8.58   6.61   7.10   4.40   3.65   3.77
201702   3.07   2.15   1.33   0.56   1.02   1.63
201703   2.11   2.37   1.29   2.65   3.05   2.50
201704   0.15   2.44   0.64   3.01   3.42   3.71
201705   1.82   3.66   2.54   2.74   3.69   4.18
201706   1.54   2.22   1.24   0.89   1.45   0.53
201707   5.11   4.63   4.26   4.03   3.08   3.46
201708   0.91   1.35   0.73   0.35   1.05   0.60
201709   2.75   1.82   2.20   2.56   1.64   2.15
201710   2.21   1.47   2.27   1.61   1.54   1.12
201711   2.76   1.45   2.57   0.45   0.97   0.95
201712   3.65   2.99   3.72   2.92   2.11   2.48
201801   8.33   5.90   7.27   5.15   4.68   4.59
201802  -3.59  -2.95  -3.79  -4.30  -3.96  -2.71
201803  -1.55  -1.41  -1.32  -1.79  -1.23  -0.09
201804  -1.30  -0.34  -1.27   2.47   1.59   1.31
201805  -1.38  -0.55   0.03  -1.94  -1.56  -0.09
201806  -3.46  -2.36  -3.59  -1.98  -1.45  -1.25
201807   0.31   0.10  -0.23   1.12   1.28   1.21
201808  -1.86  -1.59  -1.47  -1.98  -1.57  -0.54
201809  -0.07  -0.13  -0.05   0.87   0.24  -0.05
201810  -7.73  -7.80 -10.16  -8.70  -8.56 -10.29
201811  -0.35   0.02  -0.65  -0.81   0.12  -0.11
201812  -6.05  -5.22  -7.23  -5.39  -4.75  -6.03
201901   6.30   5.24   6.29   7.39   6.84   8.56
201902   1.49   1.46   0.92   1.95   2.16   2.87
201903   0.10  -0.08  -0.26  -0.34  -0.25   0.48
201904   1.79   1.86   1.32   2.57   3.00   3.60
201905  -3.01  -2.67  -3.78  -5.64  -5.62  -5.21
201906   2.52   2.45   2.21   5.14   5.04   4.99
201907   0.56  -0.46   0.20  -1.97  -2.11  -0.49
201908  -2.43  -3.45  -3.88  -2.44  -2.33  -2.34
201909   1.64   2.08   1.78   3.09   3.14   1.88
201910   2.14   3.05   2.86   4.10   3.93   4.06
201911   0.74   0.52   0.84   1.48   1.82   3.09
201912   5.00   4.87   4.87   3.92   3.29   4.54
202001   0.17  -0.73  -1.59  -3.47  -2.57  -1.87
202002  -9.73  -9.51 -10.49  -9.82  -8.65  -9.09
202003 -15.84 -14.61 -17.67 -17.78 -15.21 -14.67
202004  16.24  11.26  16.51   9.36   8.76  12.72
202005   7.47   6.03   9.10   4.12   4.98   8.54
202006   5.68   3.54   5.98   2.74   2.42   2.03



  Average Value Weighted Returns -- Annual
           Small                 Big
       Low    2      High   Low    2      High
1991   6.13   9.63   4.56   5.74  12.66  10.30
1992 -17.99 -12.12 -14.26  -7.26 -15.30 -22.32
1993  41.42  42.32  39.84  29.70  27.49  28.03
1994  16.42  12.10   3.21  14.57  12.07   1.67
1995   6.19   6.49   7.19   6.57   8.25  11.70
1996   5.94   7.91  10.17   1.10   7.61   6.58
1997 -17.24 -13.44 -16.00  -1.93   2.24   1.50
1998  10.01  10.17   5.90  17.00  15.86  21.26
1999  29.93  25.38  63.66  20.30  24.33  66.07
2000  -7.97  -7.80 -24.84 -11.29 -11.32 -26.37
2001 -10.42  -8.62 -28.17 -17.08 -21.73 -24.78
2002   2.96   4.65 -13.91  -5.82  -9.24 -21.17
2003  70.27  59.05  59.26  46.08  39.14  37.67
2004  33.66  32.16  31.80  18.79  23.24  22.62
2005  24.15  22.91  24.43  16.38  16.31  15.78
2006  17.37  18.18  17.07  25.31  26.51  28.46
2007   8.46  10.70   5.78  16.62  13.15  10.51
2008 -35.29 -41.21 -55.42 -34.93 -43.23 -49.26
2009  30.03  42.80  57.35  24.44  35.73  38.78
2010  25.34  20.52  19.91   8.32  11.06  12.77
2011 -15.28 -11.11 -18.75 -13.24 -11.60 -12.49
2012  17.31  17.14  10.35  17.74  18.22  17.08
2013  27.03  23.23  26.18  30.86  19.94  20.28
2014  -4.90  -3.55  -6.60  -6.25  -3.98  -3.40
2015   3.39   6.32   5.24  -3.97  -2.68   3.53
2016  11.54  10.90   6.00   7.37   1.36   0.00
2017  29.65  33.06  32.18  28.01  27.41  24.29
2018 -19.75 -16.24 -20.08 -15.96 -11.97 -13.27
2019  16.15  17.23  19.60  19.14  21.47  28.65



  Average Equal Weighted Returns -- Annual
           Small                 Big
       Low    2      High   Low    2      High
1991  22.76  11.55   9.28  10.32  10.94   6.47
1992 -11.73 -11.11 -14.27 -16.81 -15.15 -19.15
1993  65.73  50.24  48.00  28.21  30.81  27.47
1994  21.91  18.39   6.48  17.91  14.17   8.30
1995   8.79   7.54  12.13   3.51   5.74   4.15
1996  21.00  15.59  21.90   3.15   5.45   6.27
1997 -12.65 -10.10 -17.41 -12.21  -8.86  -8.76
1998  10.92  11.84   0.87  13.30  17.77  13.13
1999  51.11  38.01  61.26  20.10  16.79  39.69
2000  -1.79  -4.96 -17.03  -2.29   2.06 -18.82
2001  -7.22  -5.85 -25.13 -14.03 -12.28 -24.53
2002   5.84   5.66 -15.16   0.75  -1.51 -15.75
2003  88.82  70.98  72.36  62.30  51.76  51.45
2004  31.89  32.44  29.15  26.48  30.02  25.58
2005  18.85  21.14  15.95  22.60  19.52  20.77
2006  30.12  22.63  19.58  25.87  28.43  24.95
2007  22.64  16.74   4.63   6.88   9.59   8.03
2008 -42.84 -43.09 -57.17 -37.77 -42.53 -54.91
2009  74.19  64.64  87.01  40.23  48.01  72.61
2010  32.06  22.24  19.51  20.53  17.34  17.33
2011 -12.42  -8.15 -15.62 -15.60 -13.52 -13.95
2012  18.21  16.08   8.60  18.72  20.13  15.85
2013  27.38  23.20  16.23  28.11  23.35  19.58
2014  -0.27  -0.93  -7.34  -5.34  -3.00  -3.73
2015   6.28   6.72   3.50  -0.20   2.59   3.04
2016  21.56  16.20  11.21   8.26   4.97   1.47
2017  40.39  38.51  34.15  29.40  30.12  30.59
2018 -17.88 -15.68 -21.10 -16.62 -14.73 -13.89
2019  17.79  15.50  13.67  20.21  19.83  28.45



  Number of Firms in Portfolios
              Small                 Big
          Low    2      High   Low    2      High
199007   1342    891   1180    539    717    541
199008   1336    890   1179    539    717    541
199009   1336    890   1177    539    717    541
199010   1334    889   1173    538    716    541
199011   1314    887   1170    538    715    541
199012   1308    886   1165    537    715    541
199101   1304    885   1164    537    715    540
199102   1300    884   1160    536    715    540
199103   1298    883   1157    536    715    540
199104   1293    882   1155    536    714    539
199105   1288    881   1151    535    714    539
199106   1283    881   1149    535    713    537
199107   1542   1055   1159    547    731    554
199108   1538   1051   1159    547    731    554
199109   1533   1051   1159    545    730    554
199110   1517   1044   1155    545    730    554
199111   1506   1041   1149    545    729    553
199112   1501   1041   1146    545    729    553
199201   1499   1038   1141    544    728    551
199202   1493   1038   1140    544    728    551
199203   1485   1038   1140    544    728    551
199204   1482   1038   1138    543    728    551
199205   1477   1036   1135    542    728    551
199206   1475   1032   1133    540    728    551
199207   2257   1186   1196    612    815    617
199208   2252   1186   1195    611    812    617
199209   2249   1183   1194    611    811    617
199210   2240   1180   1192    610    811    617
199211   2237   1177   1190    610    811    617
199212   2231   1174   1189    610    811    617
199301   2221   1174   1187    610    810    614
199302   2218   1174   1186    610    810    614
199303   2214   1174   1185    610    810    614
199304   2210   1174   1184    610    809    614
199305   2205   1171   1184    610    809    613
199306   2201   1165   1184    608    807    613
199307   2501   1456   1450    629    838    629
199308   2497   1451   1447    629    838    629
199309   2487   1449   1446    629    838    629
199310   2486   1449   1446    628    838    629
199311   2479   1449   1445    628    838    627
199312   2473   1446   1443    628    837    627
199401   2472   1445   1443    627    837    627
199402   2466   1444   1442    627    837    626
199403   2460   1442   1441    627    836    626
199404   2456   1442   1439    626    835    626
199405   2448   1441   1433    626    834    626
199406   2446   1438   1433    626    831    625
199407   2490   1632   1744    690    921    690
199408   2488   1630   1743    690    921    690
199409   2485   1628   1743    690    919    690
199410   2482   1625   1740    689    918    689
199411   2469   1620   1738    688    918    689
199412   2468   1616   1736    688    918    689
199501   2460   1612   1734    686    916    687
199502   2447   1611   1734    686    916    687
199503   2441   1608   1733    686    916    687
199504   2431   1606   1728    684    915    686
199505   2421   1605   1727    684    915    686
199506   2412   1600   1725    684    915    686
199507   2302   1918   2262    695    930    695
199508   2292   1914   2258    693    929    694
199509   2285   1913   2254    693    928    693
199510   2283   1912   2248    693    925    693
199511   2276   1905   2245    692    924    691
199512   2269   1901   2238    691    921    690
199601   2258   1892   2231    688    920    687
199602   2254   1886   2227    686    916    685
199603   2248   1882   2224    685    915    683
199604   2235   1877   2220    683    914    683
199605   2225   1874   2214    679    913    681
199606   2220   1868   2208    678    912    680
199607   2804   1896   2418    724    975    728
199608   2797   1893   2414    722    973    726
199609   2783   1888   2403    718    969    724
199610   2771   1879   2397    716    966    723
199611   2764   1872   2387    715    963    722
199612   2759   1865   2383    715    963    720
199701   2742   1857   2375    710    960    719
199702   2731   1852   2367    709    960    715
199703   2718   1848   2363    709    959    715
199704   2710   1840   2355    709    958    715
199705   2700   1837   2346    706    956    713
199706   2687   1831   2337    705    954    712
199707   3267   2093   2461    679    907    680
199708   3256   2088   2450    678    906    680
199709   3250   2081   2447    674    905    679
199710   3238   2079   2440    672    905    678
199711   3221   2068   2431    672    902    678
199712   3206   2061   2422    672    902    678
199801   3186   2053   2409    670    899    676
199802   3174   2047   2407    669    897    674
199803   3162   2034   2396    667    894    672
199804   3145   2024   2387    666    892    670
199805   3136   2018   2378    664    891    669
199806   3122   2006   2371    662    890    668
199807   3612   2465   2805    566    756    566
199808   3594   2453   2796    563    754    564
199809   3569   2441   2787    560    749    563
199810   3547   2431   2777    557    746    562
199811   3530   2419   2769    556    743    561
199812   3506   2411   2753    551    740    561
199901   3473   2399   2747    545    732    559
199902   3466   2389   2734    540    729    559
199903   3450   2379   2724    537    727    558
199904   3423   2372   2710    536    725    557
199905   3409   2366   2697    533    723    556
199906   3396   2354   2688    531    720    553
199907   3929   2553   2838    549    732    550
199908   3899   2542   2819    544    726    548
199909   3880   2526   2812    542    724    548
199910   3853   2511   2798    536    721    547
199911   3834   2497   2788    534    721    547
199912   3809   2483   2779    529    720    544
200001   3790   2468   2765    526    716    538
200002   3774   2456   2753    525    715    536
200003   3761   2442   2732    523    714    534
200004   3735   2427   2716    520    711    534
200005   3720   2416   2708    517    707    532
200006   3703   2409   2685    516    703    530
200007   4499   2840   2519    518    692    517
200008   4468   2829   2512    514    688    515
200009   4440   2814   2503    510    683    515
200010   4410   2795   2491    501    681    512
200011   4384   2784   2480    499    677    511
200012   4366   2769   2468    497    672    510
200101   4340   2760   2461    493    670    506
200102   4313   2751   2451    493    668    503
200103   4292   2732   2445    493    667    502
200104   4263   2713   2430    484    661    501
200105   4251   2702   2419    482    659    500
200106   4236   2685   2410    481    656    499
200107   4162   2601   3473    504    668    503
200108   4147   2580   3456    502    664    501
200109   4128   2569   3449    501    662    501
200110   4100   2558   3437    500    657    499
200111   4083   2545   3425    495    654    495
200112   4057   2541   3413    494    654    495
200201   4028   2532   3398    492    650    492
200202   4011   2519   3387    492    647    490
200203   3987   2514   3370    488    647    489
200204   3970   2499   3357    487    642    488
200205   3952   2490   3349    486    642    486
200206   3934   2482   3328    484    641    486
200207   4636   2727   3048    505    674    506
200208   4598   2710   3028    503    671    505
200209   4571   2698   3012    500    666    505
200210   4533   2680   2997    494    660    505
200211   4502   2669   2982    491    657    505
200212   4488   2664   2974    487    655    504
200301   4454   2653   2958    482    652    501
200302   4429   2641   2949    481    650    500
200303   4412   2630   2935    481    648    500
200304   4389   2614   2922    478    644    499
200305   4373   2605   2903    476    643    498
200306   4353   2598   2890    472    641    494
200307   4234   2729   3201    519    689    519
200308   4212   2718   3186    515    684    517
200309   4192   2710   3173    512    682    514
200310   4163   2696   3163    510    680    511
200311   4138   2685   3142    509    679    511
200312   4122   2675   3136    509    678    509
200401   4097   2659   3119    509    674    508
200402   4083   2652   3105    507    673    506
200403   4064   2645   3096    506    673    504
200404   4039   2638   3086    505    668    504
200405   4028   2633   3073    503    666    502
200406   4019   2620   3063    502    664    500
200407   4129   2781   3162    576    765    576
200408   4100   2770   3149    573    761    574
200409   4088   2765   3138    570    758    568
200410   4068   2754   3127    568    757    567
200411   4057   2747   3120    566    754    567
200412   3981   2705   3060    564    751    563
200501   3981   2701   3057    564    750    564
200502   3971   2694   3043    561    750    561
200503   3959   2683   3033    558    750    561
200504   3946   2677   3027    557    749    560
200505   3930   2671   3018    554    747    559
200506   3903   2663   3011    551    744    558
200507   3931   2635   3588    613    816    612
200508   3907   2626   3576    606    812    610
200509   3895   2619   3570    605    810    608
200510   3876   2608   3557    600    804    605
200511   3852   2600   3547    600    803    605
200512   3837   2589   3533    596    802    603
200601   3820   2578   3519    593    796    597
200602   3810   2571   3508    592    793    596
200603   3791   2560   3501    590    789    595
200604   3772   2547   3488    586    784    594
200605   3760   2539   3481    584    783    594
200606   3747   2529   3466    582    783    594
200607   4428   2752   3431    621    829    623
200608   4404   2738   3418    617    823    617
200609   4383   2725   3402    612    821    616
200610   4355   2708   3383    606    818    615
200611   4316   2692   3372    606    812    615
200612   4288   2686   3363    604    811    610
200701   4265   2677   3348    596    808    610
200702   4241   2662   3332    595    805    608
200703   4221   2652   3318    594    805    607
200704   4198   2643   3300    592    803    602
200705   4189   2633   3292    588    802    599
200706   4164   2625   3269    585    801    598
200707   4361   3005   3686    625    836    627
200708   4338   2997   3667    620    834    625
200709   4314   2985   3654    616    831    622
200710   4284   2974   3640    614    830    617
200711   4263   2962   3618    613    829    615
200712   4234   2949   3601    612    827    612
200801   4211   2933   3592    611    822    609
200802   4195   2926   3574    609    820    606
200803   4179   2913   3555    607    815    603
200804   4146   2902   3540    606    814    601
200805   4133   2896   3521    604    810    599
200806   4104   2884   3504    601    809    595
