This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  INV is percentage difference in Total Assets at the last fiscal year end of the prior calendar
year from the previous fiscal year as of 6 months before formation.  Firms with negative
INV are included in any portfolio.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



    Average Value Weighted Returns -- Daily
                 Small                 Big
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
19900919  ,-0.46  ,-0.29  ,-0.19  ,-0.84  ,-1.16  ,-0.91
19900920  ,-1.23  ,-1.06  ,-1.21  ,-0.77  ,-1.64  ,-1.48
19900921  ,-0.97  ,-0.68  ,-1.15   ,0.73  ,-0.11   ,0.12
19900924   ,0.59   ,0.59   ,0.59   ,0.59   ,0.59   ,0.59
19900925  ,-2.08  ,-3.04  ,-2.33  ,-3.44  ,-3.68  ,-3.65
19900926  ,-3.09  ,-3.49  ,-3.09  ,-4.60  ,-3.81  ,-3.92
19900927  ,-3.96  ,-3.99  ,-4.33  ,-3.06  ,-2.41  ,-2.52
19900928  ,-3.09  ,-3.87  ,-3.32  ,-3.52  ,-2.41  ,-2.51
19901001  ,-3.15  ,-2.46  ,-3.58  ,-2.34  ,-2.14  ,-1.13
19901002   ,0.44  ,-0.38   ,1.36   ,9.73   ,8.92   ,9.74
19901003   ,4.54   ,3.29   ,3.44   ,0.56   ,0.66   ,0.87
19901004   ,2.05   ,1.65   ,1.72   ,0.48   ,0.02   ,0.75
19901005   ,4.20   ,4.51   ,3.75   ,3.66   ,2.51   ,2.63
19901008   ,4.14   ,3.96   ,4.00   ,4.96   ,4.44   ,3.84
19901009   ,2.30   ,1.41   ,1.76   ,0.15   ,0.37  ,-0.24
19901010   ,0.28   ,0.28   ,0.28   ,0.28   ,0.28   ,0.28
19901011  ,-2.24  ,-2.48  ,-2.70  ,-3.52  ,-2.97  ,-3.36
19901012  ,-0.64  ,-0.12  ,-0.75   ,0.77   ,0.36   ,0.58
19901015   ,1.22   ,1.34   ,2.10   ,3.16   ,3.04   ,3.03
19901016   ,1.88   ,2.01   ,2.27   ,1.65   ,1.94   ,3.03
19901017   ,2.59   ,2.46   ,2.62   ,3.82   ,2.85   ,2.32
19901018   ,1.16   ,1.63   ,2.53   ,2.39   ,2.57   ,1.05
19901019   ,1.71   ,1.70   ,1.85   ,0.60   ,2.00   ,0.97
19901022   ,2.61   ,2.62   ,2.43   ,3.27   ,2.01   ,1.48
19901023  ,-0.18  ,-0.24  ,-0.99  ,-0.51  ,-1.29  ,-0.87
19901024  ,-0.94  ,-0.36  ,-0.45  ,-0.31  ,-1.55  ,-2.01
19901025   ,3.72   ,3.50   ,3.99   ,3.79   ,2.53   ,2.58
19901026  ,-0.66  ,-0.62  ,-0.76  ,-2.01  ,-1.70  ,-1.56
19901029   ,1.15   ,1.50   ,1.26   ,0.75   ,0.53   ,0.28
19901030  ,-0.85  ,-0.87  ,-0.69  ,-0.97  ,-1.32  ,-1.08
19901031   ,0.07  ,-0.20  ,-0.27  ,-1.07  ,-1.14  ,-1.24
19901101  ,-3.95  ,-3.71  ,-4.49  ,-4.69  ,-3.52  ,-3.27
19901102  ,-0.05  ,-0.23   ,0.08   ,3.21   ,0.51   ,0.89
19901105   ,2.89   ,2.94   ,3.10   ,2.12   ,2.30   ,2.18
19901106  ,-1.78  ,-2.34  ,-1.49  ,-2.50  ,-1.03  ,-1.54
19901107  ,-1.91  ,-1.41  ,-1.33  ,-2.00  ,-2.56  ,-2.09
19901108  ,-3.82  ,-3.83  ,-3.38  ,-3.88  ,-2.89  ,-2.94
19901109  ,-1.68  ,-1.97  ,-1.96  ,-0.75  ,-0.71  ,-0.35
19901112   ,0.68   ,0.68   ,0.68   ,0.68   ,0.68   ,0.68
19901113   ,3.22   ,2.60   ,2.87   ,3.91   ,3.01   ,3.08
19901114   ,0.58   ,0.88   ,0.61  ,-0.61  ,-0.03  ,-0.05
19901115  ,-0.39  ,-0.90  ,-1.15  ,-2.35  ,-1.16  ,-0.61
19901116  ,-1.75  ,-1.59  ,-1.56  ,-1.59  ,-1.47  ,-1.73
19901119   ,0.95   ,0.61   ,0.42   ,1.97   ,1.62   ,1.63
19901120  ,-1.42  ,-1.04  ,-1.32  ,-1.94  ,-0.99  ,-1.09
19901121  ,-1.27  ,-1.09  ,-1.58  ,-1.86  ,-0.46  ,-0.80
19901122   ,1.56   ,1.62   ,2.10   ,3.39   ,2.37   ,2.56
19901123  ,-0.02  ,-0.02  ,-0.02  ,-0.02  ,-0.02  ,-0.02
19901126  ,-0.60  ,-0.18  ,-0.75  ,-0.24   ,0.25  ,-0.22
19901127  ,-0.34  ,-0.59  ,-0.42  ,-0.38  ,-0.37  ,-0.32
19901128  ,-3.61  ,-3.16  ,-3.32  ,-3.67  ,-3.05  ,-3.17
19901129  ,-4.97  ,-4.86  ,-4.69  ,-3.99  ,-3.82  ,-3.43
19901130  ,-2.74  ,-2.89  ,-3.13  ,-1.66  ,-1.11  ,-1.16
19901203   ,0.04   ,0.25   ,0.39   ,0.73   ,0.05  ,-0.06
19901204  ,-3.41  ,-3.32  ,-2.54  ,-3.07  ,-2.40  ,-2.44
19901205  ,-1.25  ,-1.79  ,-1.87   ,1.31   ,0.69   ,0.64
19901206   ,2.04   ,1.89   ,2.42   ,3.54   ,3.70   ,3.15
19901207   ,5.20   ,4.86   ,4.94   ,6.94   ,5.24   ,4.81
19901210   ,1.83   ,1.74   ,1.99   ,0.88   ,0.41  ,-0.43
19901211   ,0.86   ,1.20   ,0.74   ,0.88   ,0.70   ,0.52
19901212   ,1.40   ,0.95   ,0.83   ,0.79   ,0.92   ,0.40
19901213   ,1.33   ,0.81   ,0.87   ,2.17   ,1.60   ,1.60
19901214  ,-0.65  ,-1.03  ,-0.85  ,-0.76  ,-1.32  ,-1.74
19901217  ,-1.17  ,-1.48  ,-1.12  ,-2.16  ,-1.41  ,-1.01
19901218  ,-0.53  ,-0.28  ,-0.69   ,0.69   ,0.82   ,0.76
19901219  ,-0.09  ,-0.07   ,0.15  ,-0.06   ,1.64   ,1.23
19901220  ,-2.46  ,-2.14  ,-2.10  ,-2.46  ,-1.75  ,-2.02
19901221  ,-2.52  ,-1.57  ,-2.77  ,-1.94  ,-2.32  ,-2.41
19901224  ,-0.33  ,-0.33  ,-0.33  ,-0.33  ,-0.33  ,-0.33
19901225  ,-1.87  ,-1.87  ,-1.77  ,-2.88  ,-1.92  ,-2.03
19901226  ,-0.52  ,-0.72  ,-0.84   ,0.72  ,-0.18   ,0.35
19901227   ,0.32   ,0.59   ,0.00   ,0.55   ,0.46   ,0.27
19901228   ,0.26   ,0.16   ,0.42  ,-0.02   ,0.74   ,0.98
19901231  ,-0.46  ,-0.46  ,-0.46  ,-0.46  ,-0.46  ,-0.46
19910101   ,0.46   ,0.46   ,0.46   ,0.46   ,0.46   ,0.46
19910102   ,0.39   ,0.39   ,0.39   ,0.39   ,0.39   ,0.39
19910103   ,1.13   ,1.16   ,1.19   ,1.20   ,1.16   ,1.17
19910104  ,-1.52  ,-1.84  ,-1.53  ,-0.07  ,-1.19  ,-1.78
19910107  ,-2.15  ,-1.74  ,-1.90  ,-2.86  ,-2.11  ,-1.68
19910108  ,-2.70  ,-2.18  ,-2.10  ,-2.70  ,-2.15  ,-2.69
19910109   ,1.27   ,0.62   ,0.10   ,2.32   ,0.93   ,1.58
19910110  ,-1.01  ,-1.28  ,-1.52  ,-0.31   ,0.31   ,0.09
19910111   ,0.67   ,0.76   ,0.43   ,1.37   ,0.66   ,1.26
19910114  ,-1.13  ,-1.47  ,-1.02  ,-0.78  ,-0.03  ,-0.56
19910115  ,-0.63  ,-0.63  ,-0.63  ,-0.63  ,-0.63  ,-0.63
19910116  ,-3.82  ,-3.42  ,-3.87  ,-3.70  ,-3.20  ,-3.08
19910117   ,4.76   ,3.53   ,4.70   ,7.19   ,6.53   ,6.64
19910118   ,2.34   ,1.84   ,1.07   ,0.63   ,1.70   ,1.60
19910121  ,-0.99  ,-0.81  ,-1.07  ,-1.21  ,-0.99  ,-1.22
19910122  ,-0.51  ,-0.48  ,-0.79   ,0.07   ,0.69   ,0.17
19910123  ,-2.50  ,-3.11  ,-2.57  ,-1.74  ,-1.36  ,-1.28
19910124  ,-0.09  ,-0.33  ,-0.05   ,0.89   ,1.63   ,1.05
19910125   ,0.29   ,0.84   ,0.42   ,0.96   ,1.46   ,1.29
19910128   ,0.41  ,-0.01   ,0.15   ,0.12  ,-0.17  ,-0.15
19910129   ,0.51   ,0.44   ,0.27   ,0.07   ,0.16   ,0.37
19910130   ,0.21   ,0.75   ,0.13  ,-0.48  ,-0.56  ,-0.43
19910131   ,0.43   ,0.03   ,0.29  ,-0.08   ,0.20   ,0.12
19910201  ,-0.71  ,-0.54  ,-1.02  ,-0.71  ,-0.51  ,-0.58
19910204   ,1.60   ,1.55   ,1.24   ,0.52   ,1.17   ,1.02
19910205   ,3.88   ,4.33   ,3.85   ,3.40   ,2.88   ,2.93
19910206   ,2.56   ,3.29   ,3.40   ,2.51   ,2.42   ,1.97
19910207   ,1.31   ,1.21   ,1.87   ,1.24   ,1.09   ,0.93
19910208   ,2.74   ,2.33   ,2.09   ,0.84   ,1.02   ,0.77
19910211   ,0.14   ,0.14   ,0.14   ,0.14   ,0.14   ,0.14
19910212   ,3.03   ,3.34   ,3.39   ,2.84   ,2.86   ,2.87
19910213   ,1.78   ,2.06   ,1.38   ,0.05   ,0.14   ,0.09
19910214   ,2.45   ,1.82   ,1.64  ,-0.28   ,0.41   ,0.36
19910215  ,-0.66  ,-0.20  ,-0.51  ,-0.73  ,-0.76  ,-0.49
19910218   ,4.51   ,3.71   ,4.78   ,4.46   ,2.38   ,2.99
19910219  ,-0.17   ,0.20   ,0.17  ,-1.01  ,-0.83  ,-0.94
19910220  ,-0.63  ,-0.16  ,-0.84  ,-0.83  ,-0.67  ,-0.89
19910221   ,0.28   ,0.18   ,0.07  ,-0.25  ,-0.28  ,-0.52
19910222  ,-1.27  ,-1.02  ,-1.30  ,-0.89  ,-1.16  ,-1.37
19910225  ,-0.11   ,0.53  ,-0.06   ,0.90   ,1.39   ,1.61
19910226   ,1.19   ,0.10   ,1.36  ,-0.64  ,-0.08  ,-0.27
19910227  ,-0.02   ,0.45  ,-0.23  ,-0.02  ,-0.78  ,-0.39
19910228   ,0.38   ,0.26   ,0.98   ,0.80   ,0.76   ,0.62
19910301  ,-1.91  ,-2.26  ,-1.96  ,-2.67  ,-2.19  ,-2.38
19910304  ,-0.65  ,-0.78  ,-0.54  ,-1.03  ,-1.17  ,-0.65
19910305   ,0.31   ,0.48   ,0.12  ,-0.30   ,0.11   ,0.43
19910306   ,0.45   ,0.37   ,0.12   ,0.43   ,0.62   ,1.63
19910307   ,0.94   ,0.55   ,0.68   ,0.48   ,0.14   ,0.06
19910308   ,0.52   ,1.08   ,0.68   ,1.47   ,0.23   ,0.04
19910311  ,-0.30   ,0.16   ,0.22  ,-1.29  ,-1.09  ,-0.87
19910312   ,1.43   ,1.31   ,1.28   ,2.47   ,1.63   ,1.12
19910313  ,-0.28  ,-0.28  ,-0.16  ,-0.96  ,-0.93  ,-1.16
19910314   ,0.56   ,1.11   ,0.67   ,0.72   ,0.93   ,0.86
19910315   ,0.48   ,0.31   ,0.54   ,0.95   ,1.00   ,0.65
19910318  ,-0.28   ,0.15   ,0.27  ,-0.58   ,0.66   ,0.22
19910319  ,-0.55  ,-0.25  ,-0.02  ,-0.57  ,-0.16  ,-0.23
19910320  ,-1.90  ,-2.22  ,-2.24  ,-3.08  ,-2.03  ,-2.53
19910321   ,0.73   ,0.73   ,0.73   ,0.73   ,0.73   ,0.73
19910322   ,0.19   ,0.36   ,0.51   ,1.14   ,0.33   ,0.21
19910325  ,-1.73  ,-1.59  ,-1.40  ,-1.83  ,-1.05  ,-1.23
19910326   ,0.29   ,0.12   ,0.72   ,0.32  ,-0.39  ,-0.26
19910327  ,-0.70  ,-0.85  ,-0.84  ,-1.50  ,-1.04  ,-0.84
19910328  ,-0.07  ,-0.64  ,-0.10  ,-1.21  ,-0.86  ,-0.83
19910329   ,0.95   ,0.72   ,1.17   ,1.17   ,0.47   ,0.40
19910401   ,0.32   ,0.36   ,0.12  ,-0.73  ,-0.16  ,-0.43
19910402   ,2.07   ,1.57   ,1.67   ,2.19   ,2.55   ,2.00
19910403   ,2.19   ,2.15   ,2.31   ,2.04   ,2.16   ,2.52
19910404   ,1.58   ,1.19   ,1.43   ,1.00   ,0.86   ,1.24
19910405   ,0.23   ,0.28   ,0.36  ,-0.45  ,-0.18  ,-0.35
19910408  ,-0.13   ,0.15   ,0.00  ,-0.73  ,-0.86  ,-0.52
19910409   ,1.43   ,1.71   ,0.96   ,0.59   ,0.37   ,0.46
19910410  ,-0.68  ,-0.80  ,-0.78  ,-0.98  ,-1.09  ,-0.83
19910411   ,0.16   ,0.14  ,-0.03   ,0.37   ,0.26   ,0.43
19910412   ,0.41   ,0.70   ,0.29   ,0.53   ,0.72   ,0.77
19910415   ,1.64   ,1.62   ,1.68   ,1.72   ,1.95   ,1.61
19910416   ,0.08  ,-0.03  ,-0.29   ,0.14   ,0.24  ,-0.11
19910417  ,-0.31  ,-0.22  ,-0.48  ,-1.13  ,-0.76  ,-0.23
19910418  ,-1.16  ,-1.07  ,-1.38  ,-1.18  ,-1.32  ,-1.30
19910419  ,-1.45  ,-1.90  ,-1.47  ,-2.15  ,-1.93  ,-1.99
19910422  ,-1.68  ,-1.67  ,-1.80  ,-2.02  ,-1.70  ,-1.75
19910423   ,0.77   ,0.72   ,0.49   ,1.42   ,1.64   ,1.60
19910424  ,-0.46  ,-0.24  ,-0.53  ,-0.51  ,-0.37  ,-0.71
19910425  ,-1.03  ,-1.06  ,-1.17  ,-1.63  ,-1.04  ,-0.99
19910426  ,-0.62  ,-0.55  ,-0.39  ,-0.01   ,0.33   ,0.34
19910429   ,0.31   ,0.31   ,0.31   ,0.31   ,0.31   ,0.31
19910430   ,0.63   ,0.72   ,0.71   ,1.27   ,1.36   ,1.26
19910501   ,0.59   ,0.86   ,0.82   ,1.64   ,0.88   ,0.76
19910502   ,0.47   ,0.38   ,0.77  ,-0.75  ,-0.18  ,-0.19
19910503  ,-0.32  ,-0.32  ,-0.32  ,-0.32  ,-0.32  ,-0.32
19910506   ,0.06   ,0.06   ,0.06   ,0.06   ,0.06   ,0.06
19910507   ,0.10   ,0.02   ,0.29  ,-0.08   ,0.26   ,0.07
19910508  ,-0.56  ,-0.79  ,-1.08  ,-0.97  ,-0.73  ,-0.76
19910509   ,0.07   ,0.08  ,-0.63  ,-0.58  ,-0.54  ,-0.59
19910510   ,0.87   ,0.54   ,0.71   ,0.59   ,0.44   ,0.32
19910513  ,-1.13  ,-0.82  ,-1.06  ,-1.35  ,-1.15  ,-1.19
19910514   ,0.63   ,0.19   ,0.64   ,0.68   ,0.79   ,0.76
19910515  ,-1.03  ,-0.96  ,-1.05  ,-0.28  ,-0.14  ,-0.38
19910516  ,-1.03  ,-1.16  ,-0.99  ,-0.39  ,-0.46  ,-0.80
19910517  ,-0.40  ,-0.16   ,0.05  ,-0.15  ,-0.52  ,-0.42
19910520  ,-1.23  ,-1.16  ,-0.82  ,-0.49  ,-0.50  ,-0.57
19910521   ,0.22   ,0.22   ,0.07   ,0.30   ,0.24   ,0.69
19910522  ,-0.15  ,-0.38   ,0.02  ,-0.62  ,-0.68  ,-0.55
19910523   ,0.27   ,0.88   ,0.54   ,1.38   ,1.05   ,1.02
19910524  ,-0.96  ,-0.64  ,-0.22  ,-0.80  ,-0.64  ,-0.74
19910527  ,-0.33  ,-0.69  ,-0.59  ,-0.55  ,-0.47  ,-0.36
19910528  ,-0.29  ,-0.14  ,-0.15   ,0.15  ,-0.20  ,-0.04
19910529   ,0.81   ,0.21   ,0.53  ,-0.33   ,0.02   ,0.37
19910530   ,0.84   ,0.56   ,0.40   ,1.09   ,0.96   ,0.81
19910531   ,0.32  ,-0.04   ,0.30   ,0.16   ,0.74   ,0.24
19910603  ,-0.47  ,-0.56  ,-0.28  ,-0.58  ,-0.49  ,-0.37
19910604  ,-0.04  ,-0.06  ,-0.14  ,-0.86  ,-0.55  ,-0.44
19910605  ,-0.63  ,-0.79  ,-0.51  ,-1.12  ,-1.26  ,-0.99
19910606  ,-0.58  ,-1.04  ,-1.08  ,-0.66  ,-0.68  ,-0.54
19910607  ,-0.75  ,-0.42  ,-0.83  ,-0.90  ,-0.76  ,-0.96
19910610  ,-2.45  ,-2.50  ,-2.66  ,-2.35  ,-2.38  ,-2.58
19910611   ,0.67   ,0.14   ,0.61   ,0.16   ,0.60   ,0.95
19910612  ,-0.57  ,-0.60  ,-0.70  ,-0.77  ,-0.71  ,-0.37
19910613   ,1.40   ,1.35   ,1.13   ,1.48   ,0.88   ,1.37
19910614   ,1.73   ,1.65   ,1.46   ,0.70   ,1.12   ,0.84
19910617  ,-0.24  ,-0.45   ,0.15  ,-0.87  ,-0.70  ,-0.79
19910618  ,-0.93  ,-0.88  ,-0.68  ,-0.85  ,-0.66  ,-0.78
19910619  ,-1.75  ,-2.01  ,-1.65  ,-2.61  ,-1.45  ,-1.57
19910620   ,1.16   ,1.11   ,1.05   ,1.56   ,0.96   ,1.48
19910621   ,0.43   ,0.49   ,0.35   ,0.64   ,0.63   ,0.28
19910624  ,-1.22  ,-0.89  ,-1.64  ,-1.30  ,-1.64  ,-1.43
19910625  ,-0.39  ,-0.67  ,-0.32   ,0.89   ,0.44   ,0.65
19910626   ,0.66   ,1.01   ,0.77   ,0.22   ,0.15  ,-0.01
19910627  ,-0.48  ,-0.88  ,-0.80  ,-0.22  ,-0.55  ,-1.04
19910628  ,-0.14  ,-0.67  ,-0.79  ,-0.39  ,-0.90  ,-0.22
19910701   ,2.12   ,1.87   ,1.78   ,3.10   ,2.26   ,2.35
19910702   ,0.01  ,-0.27  ,-0.24  ,-0.95  ,-0.36  ,-0.29
19910703  ,-2.95  ,-2.82  ,-2.69  ,-3.47  ,-2.66  ,-3.13
19910704  ,-1.70  ,-1.32  ,-1.50   ,0.20  ,-0.92  ,-1.40
19910705  ,-0.78  ,-1.09  ,-0.97  ,-0.58  ,-0.57   ,0.28
19910708  ,-4.23  ,-3.83  ,-3.95  ,-3.26  ,-3.44  ,-2.94
19910709  ,-0.70  ,-0.94  ,-0.68   ,1.74   ,1.50   ,1.32
19910710   ,3.27   ,3.48   ,3.32   ,3.09   ,2.74   ,2.63
19910711   ,0.93   ,0.86   ,0.83  ,-0.31  ,-0.02   ,0.01
19910712   ,2.73   ,2.39   ,2.03   ,1.49   ,1.86   ,1.41
19910715   ,2.24   ,1.71   ,1.74   ,1.28   ,1.39   ,1.38
19910716  ,-0.05   ,0.36   ,0.09  ,-0.95  ,-1.06  ,-0.54
19910717  ,-0.51  ,-0.49  ,-0.33  ,-0.94  ,-0.83  ,-0.74
19910718  ,-1.37  ,-1.02  ,-1.03  ,-0.63  ,-0.42  ,-0.49
19910719   ,0.35   ,0.28   ,0.41   ,0.18   ,0.23   ,0.28
19910722  ,-1.75  ,-1.72  ,-1.72  ,-1.39  ,-0.98  ,-1.16
19910723  ,-0.36  ,-0.11  ,-0.25   ,0.39   ,0.43   ,0.44
19910724   ,1.02   ,0.69   ,0.56   ,1.62   ,1.18   ,1.40
19910725  ,-0.87  ,-0.87  ,-0.92  ,-0.64  ,-1.01  ,-1.03
19910726   ,1.27   ,1.43   ,1.00   ,1.34   ,1.58   ,1.58
19910729  ,-0.50  ,-0.47  ,-0.22  ,-0.55  ,-0.46  ,-0.72
19910730   ,0.89   ,0.90   ,0.89   ,1.53   ,1.11   ,1.54
19910731   ,1.44   ,1.17   ,1.02   ,0.49   ,0.98   ,1.10
19910801  ,-0.84  ,-0.77  ,-0.58  ,-0.15  ,-0.67  ,-0.54
19910802   ,0.34   ,0.76   ,0.60   ,0.04   ,0.43   ,0.47
19910805  ,-0.36  ,-0.54  ,-0.21  ,-0.64  ,-0.56  ,-0.67
19910806  ,-0.31  ,-0.56  ,-0.33  ,-0.62  ,-0.40  ,-0.54
19910807  ,-0.43  ,-0.04  ,-0.45   ,0.34   ,0.36   ,0.82
19910808  ,-0.85  ,-0.85  ,-0.99  ,-0.91  ,-0.71  ,-1.03
19910809  ,-1.44  ,-1.31  ,-1.24  ,-1.04  ,-0.99  ,-0.79
19910812  ,-1.77  ,-1.94  ,-1.65  ,-1.63  ,-1.09  ,-1.41
19910813  ,-1.42  ,-1.51  ,-1.36  ,-0.34  ,-0.53  ,-0.44
19910814   ,0.48   ,0.44   ,0.01   ,1.28   ,0.95   ,1.62
19910815  ,-0.39  ,-0.50  ,-0.27  ,-0.59  ,-1.16  ,-0.87
19910816  ,-1.53  ,-1.54  ,-1.76  ,-1.51  ,-1.62  ,-1.46
19910819  ,-4.78  ,-4.51  ,-4.39  ,-6.16  ,-5.96  ,-6.05
19910820  ,-1.00  ,-1.46  ,-1.88   ,1.40   ,2.20   ,2.42
19910821   ,2.04   ,2.04   ,2.14   ,3.15   ,2.86   ,1.99
19910822   ,3.36   ,3.29   ,2.98   ,2.19   ,2.13   ,1.82
19910823  ,-1.97  ,-1.62  ,-1.82  ,-2.01  ,-2.13  ,-1.92
19910826  ,-1.68  ,-1.78  ,-1.69  ,-1.91  ,-1.57  ,-1.56
19910827  ,-0.99  ,-0.89  ,-0.71  ,-0.10  ,-0.40   ,0.12
19910828  ,-0.34  ,-0.40  ,-0.66  ,-0.35  ,-0.09  ,-0.22
19910829   ,0.66   ,0.54   ,0.14   ,1.56   ,1.13   ,0.97
19910830   ,1.07   ,1.18   ,1.09   ,2.01   ,1.37   ,1.66
19910902   ,1.07   ,1.05   ,1.30   ,1.39   ,1.08   ,1.00
19910903   ,1.06   ,1.05   ,1.14   ,0.75   ,0.06  ,-0.04
19910904   ,0.40   ,0.34   ,1.07   ,0.70   ,0.06  ,-0.08
19910905   ,0.62   ,0.57   ,0.20   ,0.35   ,0.14   ,0.22
19910906   ,1.06   ,1.15   ,0.90   ,0.63   ,0.47   ,0.64
19910909   ,1.27   ,1.20   ,1.06   ,0.92   ,0.74   ,0.22
