
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
197501  15.08   8.47  20.36  10.29  18.15   7.01  15.15  10.55  19.00  10.39
197502  10.11  10.16   6.85  10.18   7.41  11.54   8.58  13.04   5.66  13.62
197503  -3.66  -4.07  -1.94  -4.77  -1.96  -3.95   1.09  -6.71  -2.61  -2.10
197504  -1.70   0.48  -1.56  -1.54  -0.82   1.09  -2.90  -1.99  -0.33  -4.75
197505  -1.83  -4.24   1.88  -3.62   2.37  -4.85  -1.18  -3.14   2.51  -6.68
197506 -12.01 -11.39 -11.54 -11.61 -11.62 -12.20 -10.93 -10.08 -12.85 -13.67
197507 -11.99 -13.09  -8.61 -13.50  -9.42 -13.26 -12.21 -14.99  -8.89 -14.23
197508  -0.91  -0.90  -1.72  -1.04  -1.17  -2.22   0.98  -1.10  -2.00   2.08
197509  -5.19  -3.91  -4.41  -1.22  -4.04  -2.40  -5.36  -5.03  -4.26  -8.23
197510   3.56   1.66   2.90   1.04   3.27  -0.31   4.70   2.53   3.46   5.56
197511   2.55   6.73   0.08   2.92   2.20   9.71  -2.70   2.50   0.79   2.43
197512  -0.26  -2.22   1.46  -3.79   0.38  -1.72  -1.82  -4.75  -0.51   0.78
197601  -3.19  -0.15  -3.70  -4.26  -1.50  -1.38  -6.39  -2.62  -2.49  -6.04
197602  -0.74  -1.09   1.32  -3.47  -0.20  -1.67   3.05  -2.01   1.66   4.76
197603 -18.58 -19.79 -16.55 -18.11 -15.63 -20.48 -18.43 -19.99 -16.29 -20.43
197604 -11.15 -11.68 -10.18 -12.29 -10.79  -9.34 -10.06 -11.15 -10.13 -11.85
197605   6.78   9.82   4.55  10.12   4.86  11.34   1.77  11.06   6.22  -0.86
197606   6.67   9.58   1.90   6.93   2.65  12.63   4.66  11.85   1.97   2.69
197607   4.39   6.00   2.06   6.14   0.82   5.20   7.72   7.07   1.03   3.77
197608  -3.33  -1.70  -2.50  -3.65  -2.08  -6.09  -2.32  -5.29  -1.91  -2.62
197609  -8.58  -9.62  -8.03  -8.19 -10.33  -9.32  -8.13  -9.36  -8.29  -8.13
197610 -12.40 -13.86  -8.87 -15.04 -10.98 -15.75 -11.33 -15.90  -9.29 -13.91
197611   5.72   6.75   2.67   5.12   3.61  11.52   6.52  10.12   2.93   2.45
197612   3.25   3.97   0.47  -0.25   1.84   7.08  -3.26   6.37   0.81   5.66
197701  -6.75  -7.77  -4.04  -5.93  -7.29  -7.61  -4.25  -7.12  -6.63  -9.99
197702  -1.89   0.47  -2.39   3.43  -4.37   4.68  -0.66   4.39  -2.58  -3.22
197703  -1.89  -4.27   0.94  -2.19  -0.99   0.46  -3.18   1.71  -0.54  -7.42
197704  -4.53  -5.31  -3.50  -2.88  -1.18  -1.85  -5.05  -0.90  -2.28  -9.07
197705  -4.09  -3.84  -0.87  -2.42   0.00  -1.04  -5.98  -0.92  -0.80  -7.01
197706   5.30   5.49   5.60   4.58   4.75   4.46   5.26   4.80   4.92   5.62
197707  -7.41 -12.24  -4.75  -9.82  -4.14 -12.79  -9.06 -11.05  -5.09  -9.37
197708  19.61  20.30  13.12  16.61  15.06  22.93  13.11  20.67  14.84  31.50
197709  -3.74  -3.12  -0.64  -0.97  -1.76   1.65  -7.05   1.73   0.54 -11.53
197710  -6.95  -7.22  -6.41  -5.79  -8.36  -6.05 -10.32  -6.13  -6.91  -9.78
197711  -5.42  -5.19  -4.69  -4.71  -4.63  -3.48 -12.51  -3.63  -5.18  -9.17
197712  -1.29   0.05  -6.03   1.33  -5.05   2.82 -11.88   2.36  -5.36   2.14
197801   6.71  10.61   5.44   5.05   6.46   8.41   8.74   4.69   7.16   9.63
197802   5.35   6.71   5.60   3.57   3.52   4.80   0.48   3.03   2.80  11.67
197803   3.92  -0.40   6.40   6.75   2.02  -1.75  -5.66   0.03   1.36   7.61
197804  -1.61  -2.96  -0.43  -3.52  -0.96  -2.81  -7.08  -3.42  -0.39   0.51
197805   5.38  10.97   4.27  -0.36   3.72  10.24   5.16   4.41   4.71  11.10
197806  -8.35  -2.91 -15.75   0.22  -0.70  -4.97   0.28  -4.48  -0.90 -26.14
197807   1.29   3.36   1.16   0.06   0.67   2.36   7.05  -0.15   0.89   2.88
197808   8.14  10.74   6.47   7.47   4.46  10.30   6.72   9.28   4.45  14.40
197809  20.71  19.02  22.13  25.25  18.12  25.14  26.80  25.26  21.56  19.98
197810  -2.00  -4.12  -0.95  -0.76   0.63  -3.43   1.07  -0.04  -0.29  -6.75
197811 -10.17 -12.90  -8.61  -8.86 -10.88 -10.05  -5.21  -6.85 -10.01 -13.85
197812   0.46  -0.35   0.61   2.48  -0.14   0.62   2.61   1.55   0.83  -2.31
197901   3.55   3.90   3.44  -1.47   4.04  -4.33   4.22  -3.14   3.50  10.90
197902   5.43  11.07   4.27   3.28   5.09   7.49   7.50   5.16   4.28  11.61
197903   1.76  -3.59   5.46  -0.58   5.75  -1.85  -3.70  -1.36   4.31  -1.48
197904  -5.54  -7.09  -4.06  -5.08  -5.22  -4.47  -4.00  -4.38  -5.65  -7.64
197905   3.03  -1.31   6.44  -4.23   7.20  -4.75  14.06  -3.83   4.98   8.63
197906   2.09   1.74   3.87   3.69   2.68   3.69   5.88   3.61   2.31   1.49
197907   5.66   2.05   7.71   5.57   7.94   4.62   6.17   3.47   8.08   2.30
197908   8.67   4.26  11.16   7.74  11.63   3.82  11.69   4.35  12.70   4.96
197909   3.97   0.99   9.85   2.12  11.22   0.97   1.73   2.97  10.37  -1.31
197910  -8.80  -8.87  -7.02  -8.33  -7.46  -6.60  -9.91  -6.19 -11.15 -10.21
197911  -1.57  -3.81   1.33  -0.13   1.22  -1.86  -0.39  -2.63   0.96  -5.13
197912  -0.47  -1.21   1.02   1.95   1.06   0.89   0.42   0.31   0.90  -1.73
198001   9.57   1.68  13.75  10.28  16.80  -5.84   7.23   6.12  15.90   0.97
198002   1.11   0.51   0.95   0.66   3.31  -1.92   1.69   3.42   1.34   0.10
198003 -10.70  -7.06 -13.25 -11.15 -12.94  -3.69 -12.33 -10.65 -12.61  -4.89
198004   9.70   6.41  13.29   8.55  12.02   3.31   8.23   3.18  11.92   6.78
198005   3.67  -2.15   8.11  -0.33  10.63  -5.69   4.21  -0.85   7.93  -1.29
198006   4.13   5.02   4.67  10.59   4.18  -0.45  -1.32   6.18   6.73  -2.12
198007  11.01   2.50  15.65   6.90  15.79  -0.65   5.74   3.66  15.94   4.71
198008   7.72  10.79   6.02  11.54   6.75   6.18  13.05   9.40  10.00   9.43
198009  12.83  12.64  13.30  20.90  12.64   9.01   9.62  16.37  13.06   5.60
198010  23.95  40.81  15.06  53.63  14.82  18.23  16.02  37.22  22.86  10.66
198011  -8.17  -9.92  -7.23 -11.03  -5.75  -7.43  -7.00  -3.55  -9.27  -7.82
198012  -0.04  -2.33   2.05  -1.31   3.04 -12.96   1.14  -6.47   3.04   0.02
198101  15.08   3.84  19.60  19.59  23.71  -4.83   5.35  16.01  28.29  -4.50
198102   6.56   5.86   8.17   2.55   9.91  14.09   6.73   0.26   8.54   7.10
198103   2.66  -1.83  -2.28  14.48  -2.22  -3.90  -4.73   1.31   1.00  -3.31
198104   4.86   2.24   1.47  11.02   1.27  -0.91  -1.50   3.57   6.17  -0.04
198105   0.30  -9.08   2.16   6.59   2.32  -8.92   3.03  -7.65   1.80  -6.82
198106 -20.35 -17.27 -21.59 -21.96 -22.13 -19.69 -23.34 -21.03 -21.06 -14.75
198107 -10.58 -16.97 -10.74  -6.91 -12.70 -18.55 -10.28 -15.23 -11.07 -14.14
198108  11.37   0.06  11.91  15.44  13.89   1.48   4.74   6.68  15.35  -0.80
198109 -12.78 -10.23 -11.37 -16.03 -12.54  -8.30 -12.16 -12.15 -12.09  -7.60
198110  -8.45  -5.07  -6.80 -11.31  -5.38  -3.77  -0.44  -7.46  -9.07  -3.42
198111  10.63   6.25  13.90   7.67  15.74   4.94   7.26   6.93  13.78   5.96
198112  -3.91  -1.14  -2.70  -5.48  -2.12   1.36  -8.65  -5.28  -1.82  -2.37
198201  -4.63  -0.77  -6.69  -4.22  -7.83   6.85  -2.77  -3.77  -7.26   2.32
198202   2.69   0.13   2.85   3.99   4.59   0.02   3.45   8.33   2.76  -0.69
198203  -3.53  -2.60  -3.87  -2.45  -5.48  -3.63  -2.51  -6.69  -3.26  -3.67
198204  -3.41  -0.23  -5.49  -1.13  -5.15   1.55  -4.14  -2.10  -4.15  -1.94
