cmtcode,date,value
2000004,1996-03-29,-2.4623793812286E-01
2000004,1996-04-30,7.4927031288836E-02
2000004,1996-05-31,2.0338891276614E-01
2000004,1996-06-28,6.7516776219817E-01
2000004,1996-07-31,4.4280619449962E-01
2000004,1996-08-30,2.9595730541835E-01
2000004,1996-09-30,9.4326275397528E-01
2000004,1996-10-31,1.1969803682911E+00
2000004,1996-11-29,7.3895318384256E-01
2000004,1996-12-31,-1.1241233515646E-02
2000004,1997-01-31,4.7032023747872E-01
2000004,1997-02-28,1.6511168425612E-01
2000004,1997-03-31,-9.9181562828867E-02
2000004,1997-04-30,8.2769782481684E-01
2000004,1997-05-30,6.9502799452823E-01
2000004,1997-06-30,7.5219188415797E-01
2000004,1997-07-31,1.1706908258932E+00
2000004,1997-08-29,-4.8478423869586E-03
2000004,1997-09-30,8.3743506438155E-01
2000004,1997-10-31,7.7764471057885E-01
2000004,1997-11-28,1.8129775359943E-01
2000004,1997-12-31,7.9596870121474E-01
2000004,1998-01-30,1.0186827105763E+00
2000004,1998-02-27,2.9660962827706E-02
2000004,1998-03-31,4.4755707411906E-01
2000004,1998-04-30,4.4699291102155E-01
2000004,1998-05-29,5.0576899867907E-01
2000004,1998-06-30,5.6822916252303E-01
2000004,1998-07-31,4.7929793681556E-01
2000004,1998-08-31,1.6170386388673E+00
2000004,1998-09-30,1.2324574554443E+00
2000004,1998-10-30,4.7210140886955E-01
2000004,1998-11-30,-7.0867050117844E-02
2000004,1998-12-31,3.0245586330430E-01
2000004,1999-01-29,3.5842235058073E-01
2000004,1999-02-26,-6.6871715105396E-01
2000004,1999-03-31,8.0400480471833E-01
2000004,1999-04-30,2.9236136571765E-01
2000004,1999-05-28,-1.8160062686629E-01
2000004,1999-06-30,3.5201054469335E-01
2000004,1999-07-30,2.4041211624389E-01
2000004,1999-08-31,3.6211118637003E-01
2000004,1999-09-30,6.6865627466458E-01
2000004,1999-10-29,1.0572035493237E-01
2000004,1999-11-30,1.5048583105529E-01
2000004,1999-12-31,1.1439945246967E-01
2000004,2000-01-31,-1.4169839430560E-01
2000004,2000-02-29,6.8415594087975E-01
2000004,2000-03-31,6.5930582221525E-01
2000004,2000-04-28,1.4962730675432E-01
2000004,2000-05-31,4.9251096745775E-01
2000004,2000-06-30,1.1403473595566E+00
2000004,2000-07-31,6.7518693296577E-01
2000004,2000-08-31,7.7716684795585E-01
2000004,2000-09-29,7.9826529481126E-01
2000004,2000-10-31,6.0541037627404E-01
2000004,2000-11-30,1.0288851274994E+00
2000004,2000-12-29,1.2919167663747E+00
2000004,2001-01-31,1.3518931288390E+00
2000004,2001-02-28,6.8727851740826E-01
2000004,2001-03-30,7.1926338473596E-01
2000004,2001-04-30,2.1535487647222E-01
2000004,2001-05-31,5.3810804236491E-01
2000004,2001-06-29,3.2274927459990E-01
2000004,2001-07-31,1.3110058751922E+00
2000004,2001-08-31,7.1292652144323E-01
2000004,2001-09-28,1.7806649692329E+00
2000004,2001-10-31,1.2042699805259E+00
2000004,2001-11-30,-5.2757229136665E-01
2000004,2001-12-31,2.4950708441788E-02
2000004,2002-01-31,2.6361927826339E-01
2000004,2002-02-28,5.4004499679935E-01
2000004,2002-03-28,-8.5079468712383E-01
2000004,2002-04-30,1.3578211885915E+00
2000004,2002-05-31,4.4140332083736E-01
2000004,2002-06-28,9.4298865692675E-01
2000004,2002-07-31,1.5878177745465E+00
2000004,2002-08-30,4.5717476071892E-01
2000004,2002-09-30,1.0101358920047E+00
2000004,2002-10-31,2.3581927374710E-01
2000004,2002-11-29,-5.0491952240129E-01
2000004,2002-12-31,1.0978699123835E+00
2000004,2003-01-31,8.7488546685192E-02
2000004,2003-02-28,5.2031686190535E-01
2000004,2003-03-31,1.9002054536860E-01
2000004,2003-04-30,1.6256536672721E-01
2000004,2003-05-30,4.6085531328854E-01
2000004,2003-06-30,2.1314896055141E-01
2000004,2003-07-31,-6.8107800389349E-01
2000004,2003-08-29,-2.2827423500676E-01
2000004,2003-09-30,1.2040159894765E+00
2000004,2003-10-31,-5.0998297004805E-01
2000004,2003-11-28,-1.4457193516482E-01
2000004,2003-12-31,6.8338139814628E-01
2000004,2004-01-30,2.9647079190781E-01
2000004,2004-02-27,5.3198802393547E-01
2000004,2004-03-31,3.3965001945470E-01
2000004,2004-04-30,-1.2967512038669E+00
2000004,2004-05-28,-1.4394037946119E-01
2000004,2004-06-30,6.4646464646460E-02
2000004,2004-07-30,3.1806110996023E-01
2000004,2004-08-31,8.3657124717646E-01
2000004,2004-09-30,-1.3963961881159E-01
2000004,2004-10-29,3.4669327542378E-01
2000004,2004-11-30,-5.7200416156072E-01
2000004,2004-12-31,1.8279159950395E-01
2000004,2005-01-31,-9.0540683988031E-02
2000004,2005-02-28,-2.7068902006733E-01
2000004,2005-03-31,1.0916471932722E-02
2000004,2005-04-29,6.0616894206122E-01
2000004,2005-05-31,4.7629400308509E-01
2000004,2005-06-30,1.7776022121273E-01
2000004,2005-07-29,-4.3073607866942E-01
2000004,2005-08-31,7.2281895953393E-01
2000004,2005-09-30,-3.3143149154066E-01
2000004,2005-10-31,-7.6325904737022E-02
2000004,2005-11-30,3.2892238085741E-01
2000004,2005-12-30,3.9833227421381E-01
2000004,2006-01-31,1.6643378964201E-01
2000004,2006-02-28,5.9660747539667E-02
2000004,2006-03-31,1.0064569654643E-01
2000004,2006-04-28,2.9148766931821E-01
2000004,2006-05-31,1.3608959498426E-01
2000004,2006-06-30,1.5003558206869E-01
2000004,2006-07-31,8.2529017764280E-01
2000004,2006-08-31,7.2999912467753E-01
2000004,2006-09-29,4.9885155220605E-01
2000004,2006-10-31,3.8944960654577E-01
2000004,2006-11-30,5.3436286523859E-01
2000004,2006-12-29,-6.0463892085554E-02
2000004,2007-01-31,1.9511939578461E-01
2000004,2007-02-28,8.3436697156145E-01
2000004,2007-03-30,4.3824091419998E-01
2000004,2007-04-30,3.7228012069298E-01
2000004,2007-05-31,-1.8893068553852E-01
2000004,2007-06-29,4.1885008036034E-01
2000004,2007-07-31,1.0287108717171E+00
2000004,2007-08-31,1.0008344880576E+00
2000004,2007-09-28,6.8777012348710E-01
2000004,2007-10-31,4.2783478838006E-01
2000004,2007-11-30,2.0657709664080E+00
2000004,2007-12-31,1.8236244681962E-01
2000004,2008-01-31,2.0304358699389E+00
2000004,2008-02-29,9.9260110755305E-01
2000004,2008-03-31,3.0372380632932E-01
2000004,2008-04-30,-1.2267894489905E+00
2000004,2008-05-30,-5.9919331162809E-01
2000004,2008-06-30,3.5505920131087E-01
2000004,2008-07-31,5.2303811282406E-01
2000004,2008-08-29,4.5336935323869E-01
2000004,2008-09-30,1.0025990464640E+00
2000004,2008-10-31,1.2591908556341E+00
2000004,2008-11-28,1.2121172035806E+00
2000004,2008-12-31,6.5170369954211E-01
2000004,2009-01-30,-4.0856829788170E-01
2000004,2009-02-27,-7.1069628499839E-02
2000004,2009-03-31,5.1586239705051E-01
2000004,2009-04-30,-1.1169105336097E-01
2000004,2009-05-29,8.3092668591981E-02
2000004,2009-06-30,-2.2942750342368E-01
2000004,2009-07-31,1.9197051005371E-01
2000004,2009-08-31,4.4325108943830E-01
2000004,2009-09-30,2.4161414461955E-01
2000004,2009-10-30,2.9461253329526E-01
2000004,2009-11-30,6.7428626362289E-01
2000004,2009-12-31,-6.9704166499380E-01
2000004,2010-01-29,8.9269623470485E-01
2000004,2010-02-26,1.8370373168867E-01
2000004,2010-03-31,-1.5915829401149E-01
2000004,2010-04-30,2.3805010627273E-01
2000004,2010-05-28,5.6446621223491E-01
2000004,2010-06-30,4.2654245764871E-01
2000004,2010-07-30,1.8813672246851E-01
2000004,2010-08-31,1.7470224390485E-01
2000004,2010-09-30,1.5031216208245E-01
2000004,2010-10-29,2.3394678686026E-01
2000004,2010-11-30,-2.9138663943574E-01
2000004,2010-12-31,-1.8724767903988E-01
2000004,2011-01-31,1.8065848173138E-01
2000004,2011-02-28,-1.2402958898246E-01
2000004,2011-03-31,-1.3606947286907E-01
2000004,2011-04-29,5.4917502656838E-01
2000004,2011-05-31,3.7724346605369E-01
2000004,2011-06-30,1.3308250211174E-01
2000004,2011-07-29,2.6981545771611E-01
2000004,2011-08-31,3.6050308515081E-01
2000004,2011-09-30,-1.1433779212948E-01
2000004,2011-10-31,1.3353227243142E-01
2000004,2011-11-30,1.8582891964092E-02
2000004,2011-12-30,4.9102349645381E-02
2000004,2012-01-31,8.6377259223398E-02
2000004,2012-02-29,-1.3032341054267E-01
2000004,2012-03-30,-2.7418064346400E-02
2000004,2012-04-30,2.2891947117121E-01
2000004,2012-05-31,2.8968837459203E-02
2000004,2012-06-29,-6.0677374994685E-02
2000004,2012-07-31,2.6236434570762E-01
2000004,2012-08-31,-2.5122836174933E-02
2000004,2012-09-28,1.9029306954558E-03
2000004,2012-10-31,-5.7372623911170E-02
2000004,2012-11-30,1.0298138135789E-01
2000004,2012-12-31,4.2783799201359E-02
2000004,2013-01-31,3.1692902245186E-02
2000004,2013-02-28,9.2818758158805E-02
2000004,2013-03-28,4.5472058840771E-03
2000004,2013-04-30,1.2327786340161E-01
2000004,2013-05-31,-1.4784339084756E-01
2000004,2013-06-28,-6.7130332866851E-02
2000004,2013-07-31,1.7294009627700E-01
2000004,2013-08-30,-1.4459565450261E-01
2000004,2013-09-30,2.6025716657358E-01
2000004,2013-10-31,9.5195607071033E-02
2000004,2013-11-29,9.4630159161497E-02
2000004,2013-12-31,-1.5188517740221E-01
2000004,2014-01-31,1.8429992937888E-01
2000004,2014-02-28,1.1808232508750E-01
2000004,2014-03-31,-8.6234831362538E-02
2000004,2014-04-30,1.1722799926182E-01
2000004,2014-05-30,1.9891792812918E-01
2000004,2014-06-30,-5.0087436686375E-02
2000004,2014-07-31,-2.4626819049284E-02
2000004,2014-08-29,1.1954629941872E-01
2000004,2014-09-30,-6.8072945281506E-03
2000004,2014-10-31,2.6197097259516E-01
2000004,2014-11-28,1.5466676681646E-01
2000004,2014-12-31,-2.8991443872342E-01
2000004,2015-01-30,5.3000428221729E-01
2000004,2015-02-27,-2.4441415120221E-01
2000004,2015-03-31,2.3851493072086E-01
2000004,2015-04-30,9.6476871392879E-02
2000004,2015-05-29,5.2134887023471E-02
2000004,2015-06-30,3.9380374294626E-02
2000004,2015-07-31,7.5028409366747E-02
2000004,2015-08-31,-9.2977637643941E-02
2000004,2015-09-30,3.9959654802309E-01
2000004,2015-10-30,-1.0920316228674E-01
2000004,2015-11-30,-2.6382802576804E-01
2000004,2015-12-31,-9.2052826653839E-02
2000004,2016-01-29,6.1054377165533E-01
2000004,2016-02-29,1.4106359664795E-01
2000004,2016-03-31,1.8646304977202E-01
2000004,2016-04-29,-4.2633917713653E-02
2000004,2016-05-31,-1.0432680848831E-01
2000004,2016-06-30,6.5374012880875E-01
2000004,2016-07-29,-3.0360537554308E-02
2000004,2016-08-31,-2.5915922830380E-01
2000004,2016-09-30,1.2619472526198E-01
2000004,2016-10-31,-4.2842633548262E-02
2000004,2016-11-30,-3.8127587465554E-01
2000004,2016-12-30,-5.1417078199317E-02
2000004,2017-01-31,8.4751056433729E-02
2000004,2017-02-28,6.2842886364996E-02
2000004,2017-03-31,1.4423023990665E-01
2000004,2017-04-28,1.3167445375111E-01
2000004,2017-05-31,1.0963342662318E-01
2000004,2017-06-30,-7.5247492708409E-02
2000004,2017-07-31,1.9936495094179E-01
2000004,2017-08-31,1.6224260554578E-01
2000004,2017-09-29,-1.8653979606720E-01
2000004,2017-10-31,-7.8797656449024E-02
2000004,2017-11-30,-1.7734149216139E-01
2000004,2017-12-29,-2.0316187599675E-02
2000004,2018-01-31,-3.2744646361233E-01
2000004,2018-02-28,-3.4621992377943E-02
2000004,2018-03-29,1.7427950989541E-01
2000004,2018-04-30,-1.7768173884897E-01
2000004,2018-05-31,3.6563023381988E-01
2000004,2018-06-29,-2.1441710277424E-03
2000004,2018-07-31,-1.8571517007232E-02
2000004,2018-08-31,3.6745299564438E-01
2000004,2018-09-28,-1.7587502325993E-01
2000004,2018-10-31,1.8304222380791E-01
2000004,2018-11-30,4.0990016843265E-01
2000004,2018-12-31,8.3158814003376E-01
2000004,2019-01-31,2.5675029422837E-01
2000004,2019-02-28,6.0997604591235E-02
2000004,2019-03-29,6.9609904028214E-01
2000004,2019-04-30,1.9325938639557E-01
2000004,2019-05-31,8.1636286674590E-01
2000004,2019-06-28,4.3986008325134E-01
2000004,2019-07-31,-6.7050189799047E-02
2000004,2019-08-30,8.3361753385626E-01
2000004,2019-09-30,-1.2973686905310E-01
2000004,2019-10-31,3.2743898564150E-01
2000004,2019-11-29,-1.0379328164069E-01
2000004,2019-12-31,2.2738790643090E-01
2000005,1941-04-30,1.3952614773673E+00
2000005,1941-05-31,2.5536531794967E-01
2000005,1941-06-30,8.8688284435998E-01
2000005,1941-07-31,9.4449459074081E-01
2000005,1941-08-30,-2.9158297155445E-01
2000005,1941-09-30,-4.6796887005302E-02
2000005,1941-10-31,4.0706762828052E-01
2000005,1941-11-29,-2.3677035269644E-01
2000005,1941-12-31,-1.9293664798833E-01
2000005,1942-01-31,2.9972121705381E-02
2000005,1942-02-28,2.9034705757739E-02
2000005,1942-03-31,6.3944758502429E-01
2000005,1942-04-30,-3.3047278929692E-01
2000005,1942-05-29,2.4733942991602E-01
2000005,1942-06-30,9.4023819367585E-02
2000005,1942-07-31,-1.5655916270829E-01
2000005,1942-08-31,2.5755998612112E-01
2000005,1942-09-30,1.3043842445209E-01
2000005,1942-10-31,2.0010371957501E-01
2000005,1942-11-30,2.2507146274321E-01
2000005,1942-12-31,1.6850945572465E-01
2000005,1943-01-30,3.9274909050073E-01
2000005,1943-02-27,1.3355172284386E-01
2000005,1943-03-31,2.1437460814251E-01
2000005,1943-04-30,2.3531728022155E-01
2000005,1943-05-29,5.6920784619569E-01
2000005,1943-06-30,3.3448882567975E-01
2000005,1943-07-31,2.0797519128999E-01
2000005,1943-08-31,2.2873519528262E-02
2000005,1943-09-30,1.4124531284156E-01
2000005,1943-10-30,1.7177399042902E-01
2000005,1943-11-30,1.4549770103574E-01
2000005,1943-12-31,2.0654759214718E-01
2000005,1944-01-31,1.0507751976897E-01
2000005,1944-02-29,1.5511080059237E-01
2000005,1944-03-31,1.9499587500354E-01
2000005,1944-04-29,2.7683134582622E-01
2000005,1944-05-31,4.7780845190072E-02
2000005,1944-06-30,6.7657203502265E-02
2000005,1944-07-31,2.8635441661916E-01
2000005,1944-08-31,2.3993020212301E-01
2000005,1944-09-30,1.1406591866927E-01
2000005,1944-10-31,1.0648619229039E-01
2000005,1944-11-30,8.5689296520420E-02
2000005,1944-12-30,1.0088340459560E-01
2000005,1945-01-31,5.2337403083956E-01
2000005,1945-02-28,3.7780799273052E-01
2000005,1945-03-31,4.3367844246699E-02
2000005,1945-04-30,1.4394215780572E-01
2000005,1945-05-31,1.1856503192645E-01
2000005,1945-06-30,1.8921475875119E-01
2000005,1945-07-31,-3.3017030184167E-03
2000005,1945-08-31,1.2526398820285E-01
2000005,1945-09-29,2.2469703584885E-01
2000005,1945-10-31,1.5954484240109E-01
2000005,1945-11-30,3.0446264634227E-01
2000005,1945-12-31,1.7040106804402E-01
2000005,1946-01-31,3.9222538398815E-01
2000005,1946-02-28,4.8036838188125E-01
2000005,1946-03-30,-3.8206158186030E-01
2000005,1946-04-30,-1.9739380561018E-01
2000005,1946-05-31,5.8903857290080E-02
2000005,1946-06-28,3.2929044826082E-01
2000005,1946-07-31,-7.8782547039870E-03
2000005,1946-08-30,-5.3838982049284E-02
2000005,1946-09-30,-4.7305976537050E-02
2000005,1946-10-31,2.2516435505666E-01
2000005,1946-11-30,-5.3104108868389E-02
2000005,1946-12-31,4.0698585568089E-01
2000005,1947-01-31,2.2676116723386E-01
2000005,1947-02-28,5.8984924589528E-02
2000005,1947-03-31,2.3983396662937E-01
2000005,1947-04-30,-1.3039708228255E-01
2000005,1947-05-29,7.7545068928959E-02
2000005,1947-06-30,7.7980954143238E-02
2000005,1947-07-31,2.7073964751013E-02
2000005,1947-08-29,3.2017850777011E-01
2000005,1947-09-30,1.7977192684193E-02
2000005,1947-10-31,-3.0712190338337E-01
2000005,1947-11-28,-2.3580933131391E-03
2000005,1947-12-31,1.0123196437174E-01
2000005,1948-01-30,1.4627044041038E-01
2000005,1948-02-27,1.8118438788921E-01
2000005,1948-03-31,1.7623207079393E-01
2000005,1948-04-30,1.9137603383208E-01
2000005,1948-05-28,5.3362719561880E-01
2000005,1948-06-30,-8.4369124886243E-02
2000005,1948-07-30,-2.3935851916879E-02
2000005,1948-08-31,-4.3892901320771E-02
2000005,1948-09-30,9.9793047422654E-02
2000005,1948-10-29,1.2743178049664E-01
2000005,1948-11-30,2.0530102582363E-01
2000005,1948-12-31,2.8281889815095E-01
2000005,1949-01-31,2.8202128864984E-01
2000005,1949-02-28,1.1091273286479E-01
2000005,1949-03-31,2.4914276328837E-01
2000005,1949-04-29,1.4571973018771E-01
2000005,1949-05-31,2.6346216129591E-01
2000005,1949-06-30,5.7146202961773E-01
2000005,1949-07-29,1.5509550574002E-01
2000005,1949-08-31,2.2202049496972E-01
2000005,1949-09-30,6.8254851325650E-02
2000005,1949-10-31,7.3518917429776E-02
2000005,1949-11-30,6.8158186693747E-02
2000005,1949-12-30,1.7469380574679E-01
2000005,1950-01-31,-5.0909675517831E-02
2000005,1950-02-28,7.7408718031231E-02
2000005,1950-03-31,4.0181217289913E-03
2000005,1950-04-28,7.7345735437410E-02
2000005,1950-05-31,1.9873532068654E-01
2000005,1950-06-30,2.7889499994621E-02
2000005,1950-07-31,2.0265541530513E-01
2000005,1950-08-31,-7.3612356826454E-02
2000005,1950-09-29,3.3072410016902E-02
2000005,1950-10-31,1.8386228883234E-02
2000005,1950-11-30,1.6190399093340E-01
2000005,1950-12-29,1.2585561613687E-01
2000005,1951-01-31,2.1872737124499E-01
2000005,1951-02-28,6.5474999627962E-02
2000005,1951-03-30,-1.2687861522910E+00
2000005,1951-04-30,5.7459771494086E-01
2000005,1951-05-31,-4.0429480381760E-01
2000005,1951-06-29,4.9910161708926E-01
2000005,1951-07-31,5.7740696596478E-01
2000005,1951-08-31,3.5551576119873E-01
2000005,1951-09-28,-5.6980911394682E-01
2000005,1951-10-31,1.6138180639585E-01
2000005,1951-11-30,3.2494016921160E-01
2000005,1951-12-31,-1.5858403273820E-01
2000005,1952-01-31,3.7706705433399E-01
2000005,1952-02-29,-2.0215735083352E-01
2000005,1952-03-31,6.6565609628153E-01
2000005,1952-04-30,5.3863683447277E-01
2000005,1952-05-29,1.9276403687777E-01
2000005,1952-06-30,-3.5227853223912E-01
2000005,1952-07-31,-3.0380882472880E-01
2000005,1952-08-29,-9.2886116508160E-02
2000005,1952-09-30,-7.3525021537209E-02
2000005,1952-10-31,7.3220614445408E-01
2000005,1952-11-28,2.4235111083243E-01
2000005,1952-12-31,1.8163508661123E-01
2000005,1953-01-30,-2.2984247214454E-02
2000005,1953-02-27,2.6420804496342E-02
2000005,1953-03-31,-1.6602976186393E-01
2000005,1953-04-30,-9.6106930556986E-01
2000005,1953-05-29,-1.1664174469960E+00
2000005,1953-06-30,1.5545431521464E+00
2000005,1953-07-31,5.5512643870124E-01
2000005,1953-08-31,-8.1139762808920E-02
2000005,1953-09-30,1.8771054788953E+00
2000005,1953-10-30,7.5972863453403E-01
2000005,1953-11-30,-2.3715607335984E-01
2000005,1953-12-31,1.1785953731691E+00
2000005,1954-01-29,-1.2167985142119E-01
2000005,1954-02-26,1.0229122671223E+00
2000005,1954-03-31,7.9360135170887E-01
2000005,1954-04-30,1.0189177961811E+00
2000005,1954-05-28,-1.2897268937324E+00
2000005,1954-06-30,6.8440023717252E-01
2000005,1954-07-30,2.8478838653927E-02
2000005,1954-08-31,6.9655852383690E-02
2000005,1954-09-30,-9.5527170777960E-02
2000005,1954-10-29,-6.9680179934863E-02
2000005,1954-11-30,3.8676716920646E-02
2000005,1954-12-31,-9.0560788934266E-02
2000005,1955-01-31,-3.1745923263029E-01
2000005,1955-02-28,-5.2312765891803E-01
2000005,1955-03-31,2.4433026283595E-01
2000005,1955-04-29,4.4346660249574E-02
2000005,1955-05-31,1.3931557135761E-02
2000005,1955-06-30,-3.6399301022911E-01
2000005,1955-07-29,-7.0603649068323E-01
2000005,1955-08-31,6.7370625709051E-02
2000005,1955-09-30,8.1976362900638E-01
2000005,1955-10-31,7.2348435045568E-01
2000005,1955-11-30,-5.3491915474884E-01
2000005,1955-12-30,-1.0906761309588E-01
2000005,1956-01-31,1.0525720300412E+00
2000005,1956-02-29,3.1214321945188E-02
2000005,1956-03-29,-1.0039218820728E+00
2000005,1956-04-30,-1.0995505587097E-02
2000005,1956-05-31,1.1196030185982E+00
2000005,1956-06-29,2.9226450617490E-02
2000005,1956-07-31,-9.4856288645784E-01
2000005,1956-08-31,-1.0283040871486E+00
2000005,1956-09-28,9.1656223583147E-01
2000005,1956-10-31,-2.2065437373511E-01
2000005,1956-11-30,-3.0531291792006E-01
2000005,1956-12-31,9.3860162909222E-02
2000005,1957-01-31,2.3738957787817E+00
2000005,1957-02-28,-1.2496859285754E-01
2000005,1957-03-29,1.7734639791170E-01
2000005,1957-04-30,-1.0122855809883E+00
2000005,1957-05-31,-1.7025691988426E-01
2000005,1957-06-27,2.2331555894444E-01
2000005,1957-07-31,2.3039154513807E-01
2000005,1957-08-30,2.1866771377786E-01
2000005,1957-09-30,-2.4224789694072E-01
2000005,1957-10-31,5.8688475594016E-01
2000005,1957-11-29,3.0780243378669E+00
2000005,1957-12-31,3.1669053952663E+00
2000005,1958-01-31,3.3834689460562E-01
2000005,1958-02-28,1.3857900422754E+00
2000005,1958-03-31,5.2842584539473E-01
2000005,1958-04-30,5.1875443784943E-01
2000005,1958-05-29,6.0231874714957E-01
2000005,1958-06-30,-6.7642763042409E-01
2000005,1958-07-31,-9.0530036548328E-01
2000005,1958-08-29,-3.5616678443783E+00
2000005,1958-09-30,-1.6606539540743E-01
2000005,1958-10-31,2.4377652862215E-02
2000005,1958-11-28,1.1956188512026E+00
2000005,1958-12-31,-1.5009639217846E+00
2000005,1959-01-30,-1.3420942261989E-01
2000005,1959-02-27,1.0739890950608E+00
2000005,1959-03-31,-3.7247276158884E-01
2000005,1959-04-30,-5.2097161924580E-01
2000005,1959-05-29,-1.0098897056176E-02
2000005,1959-06-30,-7.6759369476609E-01
2000005,1959-07-31,3.3623892229065E-01
2000005,1959-08-31,-6.0695615770364E-03
2000005,1959-09-30,5.7126672761978E-01
2000005,1959-10-30,2.1109393265206E+00
2000005,1959-11-30,-9.1473772840746E-01
2000005,1959-12-31,-7.1745101766235E-01
2000005,1960-01-29,1.5409968992365E+00
2000005,1960-02-29,7.1803896219495E-01
2000005,1960-03-31,2.9169960474308E+00
2000005,1960-04-29,-6.4265048518833E-01
2000005,1960-05-31,3.1438437355050E-01
2000005,1960-06-30,2.1675678583918E+00
2000005,1960-07-29,2.7150051015370E+00
2000005,1960-08-31,-8.0428353077259E-02
2000005,1960-09-30,1.7894480290416E-01
2000005,1960-10-31,7.2666508742392E-02
2000005,1960-11-30,-5.2486656184238E-01
2000005,1960-12-30,2.0627250921106E+00
2000005,1961-01-31,-5.9431559056397E-01
2000005,1961-02-28,9.0277605494229E-01
2000005,1961-03-30,3.6496230472102E-01
2000005,1961-04-28,5.3621287045446E-01
2000005,1961-05-31,-2.7699090119803E-01
2000005,1961-06-30,-1.9188875363519E-01
2000005,1961-07-31,1.9788129933853E-01
2000005,1961-08-31,1.9529429958741E-01
2000005,1961-09-29,8.5468889883616E-01
2000005,1961-10-31,2.9355656069389E-01
2000005,1961-11-30,-1.5843799566558E-01
2000005,1961-12-29,-4.2870947904761E-02
2000005,1962-01-31,-4.2296766647172E-01
2000005,1962-02-28,1.4861505868040E+00
2000005,1962-03-30,9.2320835572458E-01
2000005,1962-04-30,2.4507461463896E-01
2000005,1962-05-31,4.8841798583835E-01
2000005,1962-06-29,-2.7657119587349E-01
2000005,1962-07-31,-5.9891446752755E-02
2000005,1962-08-31,1.2145500852943E+00
2000005,1962-09-28,2.4221546411175E-01
2000005,1962-10-31,4.4466668456521E-01
2000005,1962-11-30,6.3120736140251E-01
2000005,1962-12-31,5.2657711133370E-01
2000005,1963-01-31,-2.8726006679052E-01
2000005,1963-02-28,1.7169886868770E-01
2000005,1963-03-29,2.7387469174278E-01
2000005,1963-04-30,3.3511645465708E-01
2000005,1963-05-31,1.0754340144415E-01
2000005,1963-06-28,1.3758126736626E-01
2000005,1963-07-31,-1.8774118341979E-03
2000005,1963-08-30,1.8114396041601E-01
2000005,1963-09-30,2.2334082356075E-01
2000005,1963-10-31,1.1067121384019E-01
2000005,1963-11-29,4.6491068620949E-01
2000005,1963-12-31,-4.0082992979686E-03
2000005,1964-01-31,3.6321235190049E-01
2000005,1964-02-28,1.1637201653627E-01
2000005,1964-03-31,1.3308252836172E-01
2000005,1964-04-30,3.6094016154734E-01
2000005,1964-05-28,7.7369240508496E-01
2000005,1964-06-30,3.8947897424751E-01
2000005,1964-07-31,2.7397908964528E-01
2000005,1964-08-31,2.7135322719242E-01
2000005,1964-09-30,4.1950067201563E-01
2000005,1964-10-30,3.2446463335497E-01
2000005,1964-11-30,8.6592972439107E-02
2000005,1964-12-31,2.4198018195828E-01
2000005,1965-01-29,4.9897507821771E-01
2000005,1965-02-26,1.2161302201155E-01
2000005,1965-03-31,4.5869472859597E-01
2000005,1965-04-30,2.6766137842283E-01
2000005,1965-05-28,2.7786737223016E-01
2000005,1965-06-30,5.1893412959422E-01
2000005,1965-07-30,2.0465399614307E-01
2000005,1965-08-31,1.9233437804942E-01
2000005,1965-09-30,-8.0729024136614E-02
2000005,1965-10-29,3.4234851078396E-02
2000005,1965-11-30,3.5592060232729E-02
2000005,1965-12-31,-1.5175981170289E+00
2000005,1966-01-31,-6.9409739574767E-03
2000005,1966-02-28,-8.0420408309465E-01
2000005,1966-03-31,1.8721287065788E+00
2000005,1966-04-29,-1.8537663541409E-01
2000005,1966-05-31,1.0714668381015E-01
2000005,1966-06-30,-1.7410539084520E-01
2000005,1966-07-29,-3.1522290762754E-01
2000005,1966-08-31,-1.2467187100555E+00
2000005,1966-09-30,2.4194371909145E+00
2000005,1966-10-31,6.0428016949757E-01
2000005,1966-11-30,7.1393949010341E-02
2000005,1966-12-30,2.8320269496675E+00
2000005,1967-01-31,1.0552262781809E+00
2000005,1967-02-28,-1.0041417915135E-01
2000005,1967-03-31,1.8752492305143E+00
2000005,1967-04-28,-7.7421519420619E-01
2000005,1967-05-31,3.7309873337219E-01
2000005,1967-06-30,-2.2622289050541E+00
2000005,1967-07-31,1.2700356589706E+00
2000005,1967-08-31,-3.5828786370803E-01
2000005,1967-09-29,2.9974471502740E-01
2000005,1967-10-31,-9.8234074497749E-01
2000005,1967-11-30,4.1300831792976E-01
2000005,1967-12-29,2.6749503839848E-01
2000005,1968-01-31,1.4534883720930E+00
2000005,1968-02-29,4.6594666078909E-01
2000005,1968-03-29,-2.6138689678531E-01
2000005,1968-04-30,-2.2663684214412E-01
2000005,1968-05-31,7.0365218420741E-01
2000005,1968-06-28,1.6663850172296E+00
2000005,1968-07-31,1.7626525789363E+00
2000005,1968-08-30,2.0978006132223E-01
2000005,1968-09-30,5.1964040311498E-01
2000005,1968-10-31,9.1143422720339E-02
2000005,1968-11-29,-1.6077856665195E-01
2000005,1968-12-31,-1.7329343024084E+00
2000005,1969-01-31,9.2713538319063E-01
2000005,1969-02-28,-1.0076518473488E-01
2000005,1969-03-28,8.7369676106464E-01
2000005,1969-04-30,8.4959955067205E-01
2000005,1969-05-29,-8.7980570957247E-01
2000005,1969-06-30,-8.3960697432104E-01
2000005,1969-07-31,8.5729552936788E-01
2000005,1969-08-29,-2.1539890984521E-01
