This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 BE/ME portfolios in Developed.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.
19910220  -0.31  -0.42  -0.48  -0.85  -0.96  -0.99
19910221   0.40   0.53   0.37  -0.03   0.15  -0.03
19910222  -0.03   0.02   0.01  -0.16  -0.55  -0.46
19910225   0.12   0.30   0.33   0.82   0.71   0.71
19910226  -0.14  -0.12  -0.15  -0.79  -0.68  -0.84
19910227   0.50   0.51   0.23   0.18   0.35   0.68
19910228   0.68   0.91   0.93   0.31   0.42   0.56
19910301  -0.29  -0.28  -0.13  -1.03  -0.88  -0.85
19910304   0.54   0.78   0.76  -0.45  -0.37   0.10
19910305   1.10   1.07   1.00   1.23   0.93   0.90
19910306   0.54   0.63   0.74   0.46   0.89   1.03
19910307   0.17   0.00   0.05  -0.04  -0.08  -0.23
19910308  -0.06  -0.10   0.03   0.24  -0.18  -0.10
19910311  -0.41  -0.44  -0.17  -0.91  -0.80  -0.75
19910312  -0.01   0.01   0.06   0.47   0.51   0.16
19910313   0.27   0.05   0.03   0.08  -0.36  -0.35
19910314   0.47   0.37   0.35   0.65   0.62   0.55
19910315  -0.50  -0.52  -0.40   0.12  -0.08  -0.23
19910318  -0.47  -0.81  -0.52  -0.30  -0.55  -0.83
19910319  -0.88  -0.92  -0.99  -1.04  -0.98  -1.59
19910320  -0.05  -0.12  -0.12  -0.76  -0.86  -1.20
19910321   0.49   0.52   0.50   0.35   0.62   0.51
19910322   0.10  -0.13  -0.16   0.21   0.02  -0.12
19910325  -0.76  -0.85  -0.72  -0.80  -0.68  -0.71
19910326   0.66   0.13   0.37   0.74   0.15   0.32
19910327  -0.05  -0.03   0.00  -0.41  -0.44  -0.39
19910328   0.08   0.38   0.34  -0.38  -0.30  -0.13
19910329   0.35   0.39   0.21   0.30   0.38   0.46
19910401   0.21   0.38   0.36  -0.40  -0.11  -0.17
19910402   1.31   0.99   0.97   2.27   1.75   1.59
19910403   1.02   0.91   0.80   1.14   1.20   1.28
19910404   0.57   0.66   0.65   0.62   0.69   0.61
19910405  -0.32  -0.27  -0.19  -0.44  -0.63  -0.48
19910408  -0.27  -0.21  -0.21  -0.16  -0.20  -0.33
19910409   0.55   0.58   0.42  -0.15   0.10   0.17
19910410  -0.40  -0.54  -0.39  -0.81  -0.70  -0.76
19910411   0.70   0.55   0.67   0.83   0.70   0.63
19910412   0.13   0.10   0.24   0.38   0.48   0.19
19910415   0.56   0.65   0.42   1.08   1.02   0.83
19910416   0.32   0.33   0.43   0.77   0.40   0.32
19910417   0.40   0.26   0.43  -0.01   0.17   0.46
19910418  -0.89  -0.78  -0.51  -1.17  -0.90  -0.68
19910419  -1.53  -1.41  -0.96  -1.76  -1.79  -1.63
19910422  -1.66  -1.59  -1.38  -1.51  -1.63  -1.91
19910423   0.65   0.58   0.36   0.80   1.07   1.08
19910424   0.02  -0.13   0.05  -0.34  -0.17  -0.17
19910425  -0.35  -0.20  -0.24  -0.79  -0.68  -0.64
19910426  -0.32  -0.29  -0.27   0.05  -0.10  -0.22
19910429  -0.49  -0.27  -0.46  -0.51  -0.17  -0.23
19910430   0.52   0.59   0.33   0.92   0.96   0.89
19910501   0.58   0.47   0.42   1.30   0.75   1.01
19910502   0.37   0.41   0.22  -0.05   0.05   0.20
19910503  -0.39  -0.47  -0.34  -0.24  -0.48  -0.60
19910506   0.13   0.17   0.18  -0.01   0.12   0.25
19910507   0.31   0.66   0.41   0.07   0.12   0.27
19910508  -0.24  -0.21  -0.13  -0.43  -0.42  -0.48
19910509   0.19   0.12   0.16   0.40   0.13   0.17
19910510  -0.09   0.04  -0.03  -0.44  -0.29  -0.10
19910513  -0.01   0.02  -0.08  -0.27  -0.42  -0.41
19910514  -0.11  -0.12  -0.18  -0.20  -0.08  -0.36
19910515  -0.95  -0.58  -0.61  -0.52  -0.32  -0.39
19910516   0.02   0.09   0.12   0.30   0.21   0.11
19910517  -0.85  -0.87  -0.81  -0.61  -0.70  -0.72
19910520  -0.17  -0.09  -0.14   0.01  -0.09  -0.11
19910521   0.55   0.56   0.47   0.84   0.82   0.60
19910522  -0.18  -0.15  -0.21  -0.22  -0.26  -0.17
19910523   0.45   0.24   0.13   0.35   0.38   0.44
19910524   0.10   0.13   0.15   0.02   0.00   0.21
19910527  -0.07   0.04  -0.11  -0.14   0.03  -0.07
19910528   0.52   0.46   0.35   0.57   0.44   0.63
19910529  -0.01  -0.03   0.09  -0.16   0.05   0.24
19910530   0.37   0.31   0.36   0.66   0.70   0.40
19910531  -0.05   0.09   0.29   0.17   0.44   0.48
19910603  -0.06   0.18   0.17  -0.54  -0.03   0.01
19910604   0.08   0.13   0.05  -0.30  -0.22  -0.11
19910605  -0.47  -0.22  -0.14  -0.57  -0.68  -0.53
19910606  -0.49  -0.19  -0.23  -0.58  -0.33  -0.33
19910607  -0.76  -0.67  -0.56  -1.00  -1.01  -1.04
19910610  -0.58  -0.27  -0.14  -1.09  -0.98  -0.83
19910611  -0.04  -0.01  -0.27   0.58   0.49   0.58
19910612  -0.93  -1.00  -0.91  -0.92  -1.07  -1.02
19910613   0.21  -0.14   0.00   0.38   0.22   0.40
19910614   0.82   0.48   0.49   0.99   0.92   0.81
19910617  -0.17  -0.13  -0.01  -0.60  -0.43  -0.39
19910618  -0.57  -0.63  -0.46  -0.67  -0.73  -0.62
19910619  -0.48  -0.29  -0.42  -1.18  -0.83  -0.71
19910620   0.04  -0.13  -0.11   0.46   0.36   0.20
19910621   0.04  -0.02  -0.02   0.57   0.30   0.28
19910624  -0.89  -0.56  -0.60  -1.32  -1.11  -1.00
19910625  -0.76  -0.72  -0.58   0.10  -0.16  -0.11
19910626   0.27   0.09   0.05   0.05   0.21  -0.01
19910627  -0.01  -0.11  -0.13   0.21  -0.19  -0.09
19910628  -0.53  -0.36  -0.16  -0.91  -0.90  -0.93
19910701   0.61   0.27   0.26   1.76   1.43   1.36
19910702  -0.29  -0.33  -0.23  -0.28  -0.33  -0.26
19910703  -0.97  -0.85  -0.77  -1.49  -1.55  -1.65
19910704  -0.41  -0.43  -0.30  -0.34  -0.44  -0.10
19910705   0.07   0.26   0.15   0.21   0.38   0.33
19910708  -0.23  -0.32  -0.27  -0.75  -0.66  -1.01
19910709  -0.11  -0.16  -0.21   0.30   0.37   0.99
19910710   0.91   0.69   0.58   1.23   0.92   1.21
19910711  -0.08  -0.12  -0.16  -0.17  -0.03  -0.21
19910712   1.78   1.50   1.21   1.44   1.41   1.46
19910715   0.79   0.62   0.62   1.01   0.82   0.86
19910716  -0.27  -0.05  -0.02  -0.37  -0.36  -0.38
19910717   0.10   0.12   0.02  -0.35  -0.08  -0.23
19910718   0.34   0.38   0.40   0.34   0.39   0.36
19910719   0.60   0.53   0.63   0.22   0.37   0.55
19910722  -0.66  -0.55  -0.34  -0.66  -0.48  -0.72
19910723  -0.32  -0.23  -0.20  -0.25   0.01   0.13
19910724   0.30   0.41   0.30   0.56   0.61   0.38
19910725  -0.59  -0.68  -0.39  -0.39  -0.39  -0.54
19910726   0.60   0.63   0.52   0.80   0.69   0.92
19910729  -0.44  -0.30  -0.36  -0.09  -0.08  -0.40
19910730   0.51   0.35   0.27   1.03   0.69   0.68
19910731   0.66   0.70   0.47   0.71   0.41   0.46
19910801  -0.33  -0.18  -0.26  -0.17  -0.33  -0.41
19910802   0.78   0.61   0.47   0.41   0.53   0.63
19910805   0.12   0.26   0.12  -0.30  -0.21  -0.27
19910806   0.19  -0.06   0.22   0.49   0.21   0.12
19910807   0.07   0.11   0.15   0.40   0.46   0.19
19910808  -0.34  -0.35  -0.34  -0.42  -0.55  -0.54
19910809  -0.47  -0.50  -0.26  -0.67  -0.67  -0.83
19910812  -0.29  -0.23  -0.20  -0.42  -0.34  -0.30
19910813  -0.24  -0.23  -0.01   0.07  -0.10   0.12
19910814   0.06   0.12   0.10   0.71   0.51   0.50
19910815  -0.05  -0.10  -0.14  -0.45  -0.21  -0.49
19910816  -0.86  -0.83  -0.70  -0.90  -1.11  -1.35
19910819  -4.33  -4.26  -4.13  -4.60  -4.70  -5.84
19910820   0.52   0.78   0.69   1.47   1.49   1.80
19910821   2.61   2.70   2.40   3.36   2.95   3.22
19910822   1.63   1.49   1.51   1.10   1.35   1.79
19910823  -0.46  -0.40  -0.22  -0.76  -0.56  -0.69
19910826  -0.05  -0.03  -0.03  -0.50  -0.36  -0.34
19910827  -0.05  -0.09  -0.12  -0.05  -0.21  -0.19
19910828   0.41   0.30   0.22   0.50   0.19   0.38
19910829   0.16   0.12   0.18   0.51   0.42   0.35
19910830   0.34   0.39   0.21   0.36   0.60   0.56
19910902   0.21   0.35   0.23   0.41   0.53   0.59
19910903   0.23   0.32   0.09  -0.31   0.01  -0.01
19910904  -0.08   0.10  -0.13  -0.36  -0.12  -0.12
19910905   0.00   0.05   0.12  -0.18   0.10  -0.10
19910906   0.57   0.74   0.55   0.37   0.35   0.46
19910909   0.90   0.80   0.66   0.46   0.35   0.51
19910910  -0.58  -0.47  -0.51  -0.84  -0.64  -0.60
19910911   0.01  -0.08  -0.07   0.06   0.01  -0.05
19910912   0.67   0.53   0.35   0.85   0.61   0.51
19910913   0.21   0.32   0.10   0.22   0.29   0.64
19910916   0.14   0.18   0.23   0.33   0.42   0.22
19910917   0.35   0.40   0.21   0.47   0.31   0.46
19910918  -0.20  -0.20  -0.09  -0.29  -0.42  -0.30
19910919   0.02  -0.05  -0.07  -0.13  -0.24  -0.30
19910920   0.15   0.13   0.30   0.03   0.14  -0.01
19910923   0.46   0.31   0.13   0.14   0.30   0.37
19910924  -0.19  -0.22  -0.15   0.27   0.23   0.36
19910925   0.09   0.03  -0.08   0.30   0.15   0.30
19910926  -0.06   0.14   0.19   0.08   0.19   0.24
19910927   0.28   0.41   0.13  -0.02   0.20   0.06
19910930   0.58   0.64   0.57   0.74   0.64   0.45
19911001   0.53   0.22   0.03   0.65   0.55   0.32
19911002   0.21   0.22   0.14   0.33   0.16   0.38
19911003   0.20   0.11  -0.07   0.63   0.43   0.51
19911004  -0.33  -0.31  -0.24  -0.19  -0.36  -0.29
19911007  -0.27  -0.36  -0.50  -0.34  -0.37  -0.53
19911008  -0.73  -0.71  -0.52  -0.75  -0.71  -0.75
19911009  -0.20  -0.24  -0.28  -0.29  -0.32  -0.43
19911010  -0.10  -0.22  -0.25   0.04   0.14   0.01
19911011   0.22   0.12   0.27   0.20   0.08   0.13
19911014   0.03   0.03   0.09   0.24   0.28  -0.05
19911015   0.02  -0.04   0.12   0.48   0.39   0.23
19911016   0.75   0.58   0.58   0.35   0.38   0.53
19911017   0.11   0.29   0.28   0.35   0.28   0.09
19911018   0.71   0.48   0.47   0.70   0.67   0.93
19911021  -0.06  -0.03  -0.17  -0.51  -0.53  -0.50
19911022   0.04  -0.12  -0.22  -0.57  -0.47  -0.45
19911023  -0.39  -0.32  -0.35  -0.28  -0.43  -0.49
19911024  -0.14  -0.05   0.03  -0.06  -0.02   0.10
19911025  -0.39  -0.23  -0.24  -0.34  -0.43  -0.37
19911028  -0.15  -0.26  -0.18   0.41   0.04  -0.03
19911029   1.23   1.19   1.02   1.13   1.13   1.36
19911030   0.60   0.46   0.66   0.31   0.24   0.27
19911031   0.59   0.51   0.52   0.44   0.17   0.50
19911101   0.44   0.31   0.18   0.02   0.03  -0.13
19911104   0.37   0.43   0.38   0.35   0.44   0.62
19911105  -0.23  -0.20  -0.24  -0.31  -0.41  -0.44
19911106  -0.06  -0.23   0.06  -0.23  -0.20  -0.15
19911107   0.50   0.43   0.32   0.35   0.25   0.09
19911108  -0.10  -0.21  -0.10  -0.10  -0.24   0.01
19911111   0.27   0.05   0.10   0.13  -0.05  -0.26
19911112   0.45   0.26   0.36   0.93   0.59   0.57
19911113   0.02  -0.19  -0.31  -0.37  -0.32  -0.37
19911114  -0.02  -0.04  -0.03   0.03  -0.27  -0.21
19911115  -1.76  -1.11  -1.08  -1.92  -1.37  -1.34
19911118  -0.46  -0.52  -0.79  -0.23  -0.53  -0.79
19911119  -0.75  -0.59  -0.53  -0.93  -0.69  -0.71
19911120  -0.13  -0.21  -0.27  -0.28  -0.23  -0.46
19911121   0.20   0.15  -0.05   0.36   0.05   0.10
19911122  -0.12  -0.11  -0.36  -0.17  -0.35  -0.46
19911125  -0.50  -0.35  -0.43  -0.06   0.09  -0.03
19911126  -0.35  -0.43  -0.31   0.21   0.29   0.30
19911127  -0.91  -0.89  -0.74  -0.97  -1.10  -1.48
19911128  -0.26  -0.32  -0.29  -0.41  -0.32  -0.41
19911129  -0.27  -0.35  -0.25  -0.32  -0.50  -0.45
19911202  -0.10  -0.36  -0.38   0.11  -0.45  -0.58
19911203   0.48  -0.02  -0.03   0.61   0.30   0.81
19911204   0.50   0.24   0.06   0.70   0.20   0.26
19911205   0.23   0.21   0.04  -0.28  -0.15  -0.16
19911206   0.48   0.38   0.21   0.38   0.21   0.08
19911209  -0.18  -0.32  -0.25   0.00  -0.34  -0.44
19911210  -0.55  -0.67  -0.64  -0.50  -0.65  -1.08
19911211  -0.63  -0.57  -0.52  -0.73  -0.48  -0.76
19911212   0.38   0.40   0.39   0.87   0.76   1.19
19911213   0.94   0.80   0.82   1.37   1.50   1.60
19911216   0.64   0.53   0.48   0.44   0.02   0.08
19911217  -0.16  -0.22  -0.21  -0.17  -0.41  -0.55
19911218  -0.29  -0.23  -0.36  -0.25  -0.20  -0.39
19911219  -0.54  -0.25  -0.45  -0.84  -0.80  -0.97
19911220   0.25   0.25   0.28   0.21   0.35   0.25
19911223   0.97   0.80   1.00   1.52   1.36   1.34
19911224  -0.04   0.04   0.29   0.02   0.08   0.33
19911225   0.35   0.23   0.16   0.96   0.92   1.14
19911226   0.93   0.74   0.88   1.20   0.78   0.83
19911227   0.58   0.44   0.47   0.48   0.30   0.40
19911230   1.05   0.85   1.08   2.06   1.63   1.43
19911231   0.68   0.86   0.81   0.69   0.91   0.64
19920101   0.00   0.00   0.00   0.00   0.00   0.00
19920102  -0.01  -0.04   0.06   0.07   0.10   0.04
19920103   0.30   0.15   0.18  -0.01  -0.01   0.22
19920106   1.40   1.46   1.19   1.39   1.44   1.97
19920107   0.18   0.11   0.28  -0.53  -0.48  -0.39
19920108   0.24   0.06   0.03  -0.81  -1.38  -1.26
19920109  -0.07  -0.57  -0.33  -0.24  -0.37  -0.19
19920110  -1.27  -1.00  -0.75  -1.87  -1.83  -1.78
19920113   0.14   0.15   0.16  -0.59  -0.60  -0.68
19920114   0.30   0.16   0.38   0.52   0.66   0.60
19920115  -0.27  -0.31   0.11  -0.92  -0.39   0.01
19920116  -0.14   0.26   0.53  -0.99   0.05   0.56
19920117   0.77   0.63   0.72   0.18   0.46   0.29
19920120   0.22   0.42   0.40   0.11   0.35   0.56
19920121  -0.66  -0.30  -0.42  -0.36   0.05   0.00
19920122   0.77   0.43   0.43   1.35   0.77   1.01
19920123  -0.47  -0.35  -0.15  -0.40  -0.70  -0.46
19920124  -0.02   0.22   0.16  -0.16  -0.41  -0.33
19920127  -0.88  -0.86  -0.45  -1.11  -0.84  -0.72
19920128   0.27   0.28   0.51   0.27   0.41   0.64
19920129  -0.23  -0.09  -0.10  -0.34  -0.37  -0.36
19920130  -0.26  -0.24  -0.19   0.31  -0.26  -0.34
19920131   1.01   0.76   0.72   0.80   0.75   0.93
19920203   0.62   0.44   0.41   0.14   0.10   0.29
19920204   0.59   0.57   0.52   0.35   0.36   0.23
19920205   0.59   0.60   0.48   0.28   0.02   0.37
19920206   0.56   0.64   0.56   0.17   0.26   0.38
19920207   0.29   0.41   0.34  -0.13  -0.01   0.14
19920210  -0.61  -0.60  -0.30  -0.66  -0.52  -0.65
19920211  -0.41  -0.34  -0.08  -0.39  -0.25  -0.25
19920212   0.03  -0.27   0.06  -0.39  -0.51  -0.60
19920213  -0.61  -0.60  -0.43  -0.85  -0.67  -0.53
19920214  -0.63  -0.38  -0.18  -1.11  -0.83  -0.99
19920217   0.06   0.05  -0.01   0.29   0.36   0.49
19920218  -1.21  -0.88  -0.48  -1.57  -1.10  -0.73
19920219  -0.79  -0.36  -0.15  -0.48  -0.57  -0.36
19920220   0.38   0.32   0.47   0.64   0.57   0.66
19920221   0.10   0.00   0.05   0.29   0.28   0.27
19920224  -0.49  -0.16  -0.07  -0.11  -0.19  -0.30
19920225  -0.39  -0.18  -0.34  -0.02  -0.33  -0.45
19920226   0.77   0.39   0.54   1.38   0.77   0.50
19920227   0.48   0.48   0.41   0.11   0.16   0.36
19920228   0.24   0.13   0.12  -0.06  -0.03   0.18
19920302  -0.13   0.00   0.06  -0.20  -0.02  -0.07
19920303  -0.69  -0.58  -0.36  -0.81  -0.69  -0.94
19920304  -0.66  -0.67  -0.37  -1.08  -0.70  -0.93
19920305  -0.70  -0.60  -0.62  -0.69  -0.71  -0.80
