This file was created by CMPT_ME_BEME_OP_INV_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. 
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
        Lo BM     2   Hi BM  Lo BM     2   Hi BM 
193712 -15.4795 -12.5437 -13.1335  -5.0189  -8.0779 -10.2963
193801   6.0600   8.0149   6.2305   1.2084   3.1610   0.8372
193802   8.2202   5.6939   3.1678   7.9616   6.8909   7.3042
193803 -30.8694 -30.6430 -31.3964 -25.3145 -25.4395 -32.4912
193804  24.5178  23.6821  22.9702  18.0866  17.0991  18.4316
193805  -9.8932  -8.3425  -6.5172  -6.1172  -6.3334  -6.0756
193806  35.3163  33.3933  29.1556  30.4383  29.7331  32.7331
193807  13.8310  16.1764  15.6044   9.0679   9.6462  11.8425
193808  -5.2631  -5.7774 -10.9073  -2.2732  -4.7177  -7.5043
193809  -2.9402  -2.5581  -2.3814   0.4065  -0.5741  -1.8660
193810  14.7755  17.4250  16.9188   9.7702  11.1092  19.6510
193811  -4.8834  -1.8075  -8.0389  -0.4204  -1.7278  -4.7994
193812   5.3566   2.0921  -0.6548   4.0022   4.0101   7.9334
193901  -6.6829  -8.4305  -8.1733  -6.6588  -7.2929  -9.7820
193902   3.3530   4.1867   5.1809   3.5733   4.4055   5.9080
193903 -17.5315 -18.1849 -20.7315 -12.3301 -16.4486 -22.7790
193904  -0.4170   0.1792   1.7669  -0.2375  -0.5780  -0.3405
193905  10.2628   8.5873   8.2953   7.7716   8.8540   9.6287
193906  -7.9035  -8.8237 -10.8659  -5.9273  -7.6029 -12.0076
193907  16.3062  16.4385  12.8030  12.8731  11.3868  16.6355
193908 -12.9566 -12.2000 -10.9791  -9.2353  -8.8013 -11.4303
193909  42.3719  44.1674  74.7147  16.1051  22.9097  40.1694
193910   1.1758  -0.3959  -3.9198   2.3960  -0.3985  -2.6641
193911  -7.9169  -8.7788 -14.6132  -4.0582  -4.9142  -9.2138
193912   3.9320   1.8844  -1.3504   3.4133   2.7857   1.1131
194001  -3.4464  -2.0414  -2.0206  -1.4822  -1.6660  -4.4265
194002   4.0068   4.1699   5.1370   1.3264   2.4702   1.7791
194003   4.0818   2.2886   3.1587   2.6973   1.5026   2.1589
194004   3.3156   1.8582   3.5536  -0.5307   0.6375   1.3777
194005 -28.5108 -27.4568 -31.0221 -24.6203 -24.6878 -27.2893
194006   4.7424   5.5643   7.0139   6.3984   7.1722   9.7511
194007   4.2787   3.8875   2.6303   4.0280   4.0009   3.8047
194008   1.1377   3.5631   2.0297   1.7734   2.9545   1.9405
194009   5.5488   5.2116   4.3843   3.9060   2.8452   2.1442
194010   3.4923   6.5705   3.8378   2.7643   5.8961   9.6349
194011   2.2349   0.4251   0.5971  -1.3218   0.2286  -1.0031
194012  -2.3822  -2.2212  -4.3892   0.3670  -0.2792   0.2953
194101  -3.3245  -2.1693   5.1624  -4.7492  -3.5790  -0.9745
194102  -3.3694  -1.9182  -2.7187  -1.9158  -1.3736  -1.7565
194103   0.0308   0.9334   3.2488   0.1995   0.6835   2.8951
194104  -8.9283  -5.8841  -3.9672  -6.3257  -5.4466  -3.3401
194105   2.3169   0.9227   0.5603   1.2939   1.3647   1.6262
194106   3.8130   7.1643   9.2351   6.0133   6.0733   5.5408
194107  11.4246  12.8887  23.0940   6.8191   8.7245  15.6264
194108  -0.8230  -2.2054   0.0193  -0.2449   0.0715  -1.5670
194109  -3.0659  -2.4674  -2.9118  -1.0265  -1.3707  -1.3623
194110  -5.2066  -6.9364  -6.3531  -5.8665  -5.4869  -5.4923
194111  -2.2039  -5.3547  -4.7057  -1.8234  -2.0156  -2.3109
194112  -7.3869  -9.5555 -14.3405  -4.6311  -4.6015  -6.8647
194201   9.6627  14.9121  27.4152   1.0766   5.1453  10.5906
194202   0.1169  -0.9632  -1.4611  -3.0088  -1.5435  -2.1244
194203  -4.8357  -3.6072  -5.0163  -4.8781  -5.6545  -6.3680
194204  -5.8423  -4.0819  -3.5779  -5.2072  -4.9113  -5.2969
194205  -0.6640   2.4224   1.1822   5.2186   4.3985   1.1270
194206   1.0653   1.4754   3.1901   4.0628   1.5886   2.8032
194207   5.5392   4.3586   5.2909   3.7136   4.1503   6.3671
194208   1.7784   3.0295   3.4092   2.5497   1.4554   3.6892
194209   3.5905   3.4623   9.7083   2.4066   3.2029   3.2704
194210   8.1939   8.8393  14.5808   6.3630   7.8548  11.6519
194211   0.8442  -1.9233  -4.2209  -0.0499   0.3161  -3.6514
194212   2.2280   3.5755   0.2932   5.4149   4.8605   5.6473
194301  14.0784  15.7266  32.7696   6.4593  10.2164  12.3447
194302  12.6035  10.2927  23.7968   5.1422   8.0196  11.7462
194303  11.0785  12.6936  15.9605   6.8560   8.7539  14.7763
194304  -0.5804   3.4107   9.4319  -0.1953   1.6627   4.2817
194305   9.0545   8.4657  14.2161   3.9836   5.9457   7.5901
194306   0.4381   1.1145   0.9632   1.9491   2.1277  -0.0775
194307  -6.0797  -6.4568  -8.3096  -4.6055  -5.9854  -7.0370
194308  -0.8064  -0.1766  -0.7661   1.4844   1.5532   0.0044
194309   3.0376   2.9610   5.9698   2.1440   3.8146   2.7752
194310  -0.5708  -0.0221   0.6623  -1.3280  -0.3965   0.2809
194311  -7.9253  -8.2868 -12.7523  -6.3652  -7.3895 -11.1461
194312   7.0793  10.9201  13.1765   7.4201   8.4893  11.6475
194401   6.0262   5.2180   6.8818   1.7646   2.4944   5.5173
194402   1.0804   1.2492   3.2577   0.4430   0.3177   3.8594
194403   2.4452   3.7928   7.3586   2.1128   4.0550   4.0059
194404  -2.0448  -2.9045  -4.0512  -2.1843  -2.6616  -2.8207
194405   6.0361   8.1133   7.2623   4.7788   6.6049   7.6794
194406  12.5180  11.7679  14.4442   6.2732   8.6949  10.0055
194407  -0.1596  -1.1693  -1.3276  -0.8369  -1.6311  -1.2003
194408   5.4048   4.2001   2.7831   1.5922   2.8751   2.4096
194409   1.5597   0.1598  -0.2001   0.0479  -0.2962   0.6166
194410  -0.2608   0.8290   0.0823  -0.3354   0.1359  -0.7676
194411   1.4270   3.3243   3.3218   1.0825   2.4252   2.3665
194412   5.8168   6.8690  11.7842   3.7931   5.6575   9.5118
194501   5.8810   5.8687   5.3792   2.5453   3.3016   4.0030
194502   6.5791   9.0932  10.7863   5.9463   7.3892  11.4962
194503  -4.6217  -6.6255  -8.1806  -3.8477  -4.6512  -5.3915
194504   7.9250   9.1100   8.9615   7.5385   8.6642  11.1700
194505   3.1916   3.0538   5.0351   1.9608   2.0124   2.9215
194506   3.8684   3.3742   8.7818  -0.3333   0.9501   5.6863
194507  -3.3384  -3.2534  -4.7973  -2.3538  -2.9621  -5.2406
194508   7.8571   7.5788   4.7284   8.1165   7.5379   3.5726
194509   6.7924   6.2754   6.7684   4.7115   6.7722   7.0143
194510   6.8923   8.3209   8.7929   4.2356   5.6629   5.3392
194511  10.5433  10.8657  12.4351   6.3187   7.6332  10.7661
194512   3.6337   3.4935   2.6250   1.7443   2.5236   1.0931
194601  11.2388   9.8814  13.3605   5.5240   7.0881   8.9824
194602  -6.0052  -6.9696  -6.5272  -6.0525  -5.9035  -8.0721
194603   5.1058   5.2421   4.5713   6.7172   8.3189   5.5786
194604   4.3233   8.3571   6.4055   3.9137   4.9768   3.1163
194605   6.8442   5.4433   5.3366   4.4627   5.4847   7.4872
194606  -4.7535  -4.6689  -5.6031  -4.8896  -4.8276  -4.4925
194607  -5.0662  -3.8063  -5.4223  -3.4600  -3.3285  -3.7213
194608  -8.4536  -8.3287  -7.9381  -6.5577  -6.5991  -7.3582
194609 -14.4306 -14.1733 -16.8483 -10.6468 -11.5642 -13.0316
194610  -3.6671  -0.9566   0.0733  -2.0009  -1.6138   0.2888
194611  -2.2063  -1.2088   1.2172   0.0761   0.6301  -0.0825
194612   4.7547   4.2643   3.4332   5.5175   6.6740   4.1522
194701   5.3706   3.3891   5.0376   0.9941   1.3049   2.8581
194702  -1.2742  -0.3080   1.2220  -0.9982  -1.0698  -1.0261
194703  -3.7763  -4.1321  -3.3086  -2.0660  -2.1097  -2.3224
194704 -10.3711  -8.7732  -9.6029  -6.8496  -6.7286  -7.3075
194705  -6.2380  -4.6892  -4.5014  -2.7480  -2.0035  -3.4576
194706   4.7584   5.7400   6.7445   6.3146   5.8262   5.3387
194707   6.0056   6.5804   7.3779   4.1450   5.6132   8.4082
194708  -2.2145  -1.7901  -1.7111  -1.2761  -2.0360  -1.2288
194709   0.3241   0.1591   2.2846  -0.4135   0.7927   0.5877
194710   3.7101   4.1235   3.5148   3.1818   3.8176   2.2126
194711  -5.2000  -3.4566  -2.7057  -2.7440  -1.7839  -2.5579
194712  -0.0391   0.6311   3.4244   2.9963   1.9540   4.9151
194801  -0.5416  -1.7318   0.6033  -3.7119  -3.0471  -1.7530
194802  -7.1174  -6.7149  -6.1528  -5.1464  -5.0409  -5.9537
194803   6.9611   8.4842  11.7406   8.6357   9.8368  11.4722
194804   1.8659   3.0131   5.1590   3.1091   3.9798   5.9982
194805  10.5772   9.4506   8.4597   7.5738   8.5731   8.8430
194806  -2.9834  -2.1111  -0.8134  -1.4738  -1.8807   0.4249
194807  -5.4702  -5.2959  -5.3353  -5.2113  -5.6451  -4.2938
194808  -1.6897  -0.6023  -0.6839   0.1943   0.5744   0.7694
194809  -2.9250  -4.5032  -5.7064  -3.6966  -3.5519  -4.4536
194810   3.7590   4.7887   5.7808   5.5758   5.7541   5.4337
194811 -10.3105 -10.8984 -11.9113  -8.6789  -9.9091 -13.1034
194812   1.1858  -0.8636  -0.6793   4.2067   1.9197   2.3985
194901   2.2995   2.6742   3.6990   0.6704   0.9239   1.1335
194902  -6.0260  -4.7112  -5.5012  -2.1850  -3.0066  -3.7845
194903   7.2170   5.7722   7.7807   4.4703   4.7526   6.3056
194904  -1.8088  -3.6001  -3.3995  -2.7259  -2.6500  -4.3058
194905  -4.9655  -5.1532  -6.1213  -2.3284  -2.7482  -5.2074
194906  -1.8449  -0.9719  -1.1879   0.8301  -0.2062  -2.3415
194907   6.9034   7.1089   5.9693   5.7817   6.1601   6.1129
194908   2.9699   3.0895   1.9927   2.3596   2.1755   2.7074
194909   5.1839   4.2782   4.8127   3.5903   3.8235   4.9762
194910   5.8653   4.6795   5.0145   2.8783   2.9328   2.5899
194911  -0.8880   0.2947  -0.0366   2.1080   1.7221   1.6984
194912   7.3076   7.1168   8.8205   5.9504   5.6632   9.0387
195001   7.5781   4.8244   5.1174   1.1264   2.6560   5.3189
195002   1.6264   3.0102   0.8645   1.4764   1.5353   1.1837
195003   0.5735  -0.9210  -1.3621   1.2052  -0.2958  -0.1728
195004   5.4395   5.2772   7.3721   2.8654   3.7792   6.0769
195005   1.9338   2.5391   3.6370   3.5920   3.8564   3.8663
195006  -8.1297  -7.6598  -9.2245  -6.6741  -6.9090  -6.5432
195007   1.2052   4.2094  12.3322  -2.3532   4.2491  13.8300
195008   4.8328   5.4872   5.2226   4.9739   5.2006   3.0313
195009   5.9026   5.0046   4.9066   6.0323   5.8922   6.2846
195010  -0.8124  -0.3192   0.3715  -0.9936  -0.9355  -0.1306
195011   0.1382   1.9375   4.7841   2.9395   3.1818   7.0096
195012   6.1556   8.6906  13.2292   3.6637   7.7001  11.6061
195101   7.3809   7.5981  10.3215   5.8820   6.6112   8.4458
195102   1.6341   1.1997  -0.0422   1.9374   1.9333  -0.0016
195103  -1.5869  -3.6558  -5.4629  -1.2381  -3.5129  -5.4115
195104   2.1449   3.4117   5.5844   3.3657   4.5595   5.5762
195105  -2.4178  -2.6395  -3.5234  -1.7525  -1.7689  -2.7605
195106  -3.8600  -5.0222  -6.5015  -1.9363  -3.7530  -8.1233
195107   5.5140   4.6523   5.8463   6.9848   6.7480   8.9185
195108   6.6727   5.4249   5.1450   3.7930   4.1751   3.8490
195109   2.5667   2.6969   2.5304   0.9768   2.0630   3.3617
195110  -2.0681  -2.1145  -2.8269  -2.7813  -1.9067  -3.3683
195111   0.3312   0.1545   0.0717   1.2440   1.5336   1.5014
195112   0.7494   1.0434   0.2239   3.1822   2.2011   1.2256
195201   1.6927   1.9232   1.6174   1.9267   1.5928   1.8000
195202  -1.9361  -1.9668  -2.0307  -1.7439  -2.3549  -2.3084
195203   1.1987   2.1143   2.8488   2.9322   3.5513   5.6963
195204  -5.1833  -4.5114  -4.0762  -4.4548  -4.5078  -4.3038
195205   0.8987   2.0051   2.2445   3.0432   2.6214   3.0978
195206   1.7486   2.4391   3.4351   2.8399   3.4228   4.6477
195207   0.9603   1.6126  -0.0343   0.9872   1.4286   1.4124
195208  -0.4833   0.7742   0.2733  -0.0747   0.0660  -1.2799
195209  -0.4037  -0.7511  -1.7422  -1.6165  -1.7112  -2.3024
195210  -0.5267  -1.5081  -1.6030  -1.0384  -0.8909  -0.4199
195211   5.1882   5.0338   5.5399   5.1545   6.4725   7.0113
195212   1.2666   1.6809   1.5327   2.5921   2.6119   3.3909
195301   4.4844   3.9236   4.2117  -0.2545   1.3552   1.6863
195302   1.7585   2.4686   1.9095   0.3626   0.5333  -0.5405
195303  -1.8748  -1.7110  -1.0674  -0.5865  -0.9979  -1.6751
195304  -2.6415  -2.5046  -1.3895  -2.8641  -2.2292  -2.2108
195305   0.9980   0.7880   0.6757   0.2676   0.3923   1.5629
195306  -3.3654  -3.5432  -4.3360  -2.4397  -2.7750  -2.7425
195307   0.3408   1.1930   1.6914   2.3085   1.8598   2.1279
195308  -3.9953  -5.5230  -6.0891  -3.3221  -4.7808  -8.1942
195309  -0.5724  -1.1592  -2.9428   0.6302  -0.2745  -2.2015
195310   2.4008   3.3044   2.6326   4.4237   4.7021   3.9998
195311   2.2367   2.1787   1.1065   3.1014   2.0794   2.9757
195312  -0.9101  -1.7542  -3.5788   0.3829  -0.5300  -3.1794
195401   5.7359   7.0402   9.5148   5.1412   6.7623   8.0170
195402   0.8297   1.0689   0.9192   1.6374   1.9616   0.9077
195403   2.5456   2.7016   2.0269   3.9048   3.1509   1.5643
195404  -0.7337   1.6110   0.1942   2.7373   2.1200   1.4920
195405   3.1867   4.2909   4.4729   3.3507   4.0261   6.5049
195406   0.5539   1.1242   1.7885   1.3291   1.0649   1.0620
195407   5.3551   7.0087  10.3294   5.4957   6.6433   7.2422
195408   0.4546   0.2859  -0.0373  -2.2655  -1.4860  -2.8369
195409   3.1402   4.4560   4.1574   4.2899   5.3511   5.5356
195410  -0.8285  -0.6251  -0.5428  -1.4858   0.0349  -0.5865
195411   6.4465   8.1182   8.6610   8.2492  10.2814  13.4358
195412   8.6402   9.8819  12.6802   4.2254   7.6151  12.9313
195501   0.5306   2.1914   2.5947   0.4126   1.1924   1.3672
195502   3.5598   5.3462   4.8900   3.8013   3.4409   4.2400
195503  -0.9227  -0.1437   0.4585  -0.2451  -0.5579   3.1591
195504   1.5049   1.9534   2.4896   2.8729   2.3095   2.6789
195505   0.1420   0.5857   0.4006   1.1884   0.6843   1.3539
195506   2.3982   3.4866   3.2510   3.7413   4.7733   3.0471
195507   0.1734   1.1322   1.8473  -0.0715   0.6344   1.0325
195508   0.9471   0.4658  -0.3101   1.3687   0.6033   0.9461
195509  -0.0538  -0.2949   0.1846  -1.6404  -1.1273  -1.6266
195510  -2.1210  -1.3743  -1.0933  -1.8417  -1.8304  -2.5275
195511   5.6711   4.3227   4.1918   6.7123   5.6558   8.1789
195512   1.8502   2.5479   2.6544   2.7530   2.2840  -0.8360
195601  -0.2041  -1.6531  -1.3229  -3.2689  -2.3727  -2.9803
195602   2.4667   3.2605   2.5519   4.1702   3.5296   3.7177
195603   2.6446   3.5072   5.0461   6.5771   6.2583   4.8046
195604   0.6846   0.3131   0.3730   0.1841   0.2675   0.2006
195605  -3.3361  -4.0281  -4.3722  -3.6587  -3.5997  -5.9435
195606  -0.2323   1.9767   0.9414   3.7455   2.9232   1.7395
195607   2.8523   3.1979   3.0103   4.8630   4.9221   4.3153
195608  -1.2813  -0.7575  -1.6314  -2.3485  -2.3148  -2.9064
195609  -3.4981  -3.2945  -1.9585  -5.4824  -3.7335  -2.8489
195610  -0.1558   0.9133   0.6357   0.6280   0.8474   1.3566
195611  -0.9036  -0.1131   0.9395   0.5490   1.3597   0.5614
195612   3.1160   1.7629   1.4258   2.9527   3.0116   1.7273
195701   0.7866   1.0143   3.0098  -1.6340  -1.5073  -0.7692
195702  -2.8875  -3.0681  -2.3992  -1.4087  -2.0211  -2.8475
195703   1.1330   2.5240   2.1237   2.5164   2.4379   1.7945
195704   1.2332   2.1785   2.3377   3.4915   2.9603   2.3053
195705   2.9787   0.9777   1.1991   3.4016   2.6027   2.2883
195706  -0.9470  -0.3404   0.5482  -1.2039  -1.6281  -1.0563
195707   0.4756   0.7349   0.4759   0.3043   0.4929   1.0399
195708  -5.1621  -4.4108  -4.6790  -5.9200  -4.2003  -6.0593
195709  -7.9633  -4.6100  -5.1482  -5.4984  -4.5074  -6.2165
195710  -8.3839  -6.2126  -8.9178  -4.8273  -4.1918  -7.3386
195711   2.8729   0.8027   0.7071   4.5886   2.4442   1.3720
195712  -5.6184  -4.8850  -6.4055  -3.6293  -3.4545  -6.1124
195801  14.3211  11.5995  14.6016   6.2870   8.4309  13.3137
195802  -2.6206  -0.4176  -1.1901  -1.1073  -0.6157  -1.9132
195803   5.3927   3.9989   3.0344   3.9322   3.3804   3.3762
195804   3.1369   2.2810   4.7576   2.8048   1.9628   4.6261
195805   6.1531   4.2317   4.4744   3.4934   3.2911   3.2753
195806   2.5106   3.2482   3.6745   2.9926   2.7421   3.2910
195807   3.7339   5.9845   6.5343   4.1703   5.2026   8.1799
195808   4.1430   2.8159   4.1629   1.9345   2.5516   3.7099
195809   5.0925   4.5599   7.3138   3.8572   3.9268   8.8543
195810   7.1632   2.7484   3.2179   2.8990   3.4395   4.3420
195811   8.5884   4.6943   4.2120   4.3186   2.9177   4.3621
195812   3.7599   3.3628   3.6099   4.4888   4.1667   3.5458
195901   4.8594   5.9511   6.5738   0.5881   3.2314   4.8169
195902   2.7126   3.6691   2.6526   2.3071   2.6963   2.5236
195903   2.0240   1.4844   1.7674   0.7286   0.9770  -0.1530
195904   2.1199   2.8813   1.9101   3.0447   2.6095   4.0290
195905  -0.3941   0.7157   0.3214   0.6833   0.7247   2.9854
195906   1.4968   0.0395   0.6952   0.2805   0.7277   1.7170
195907   2.3690   2.6154   3.5807   2.9255   2.8274   3.9332
195908  -1.3280  -1.0196  -1.6185  -1.6776  -1.3428  -1.0623
195909  -5.8082  -4.1523  -3.9658  -5.1445  -4.4970  -4.5059
195910   4.0043   2.2188   0.8971   2.9487   2.3870   0.3765
195911   3.5354   1.6504   0.5077   2.6118   1.2245   0.7668
195912   3.3306   2.5484   2.2874   1.7899   1.6374   2.7760
196001  -4.8615  -2.7453  -1.2428  -5.5561  -5.8070  -4.4384
196002   1.3912   1.2925   0.1036   1.8797   0.5469  -0.3500
196003  -2.6820  -3.0247  -3.0631  -0.6909  -2.1904  -5.0305
196004  -0.4838  -2.3552  -3.0479  -0.4706  -2.1205  -2.9430
196005   4.6531   0.8588   1.4880   4.2245   1.9977   0.6096
196006   2.4858   2.4692   1.2930   2.5676   2.0349   3.1985
196007  -3.2929  -1.9341  -1.2343  -3.3249  -0.5639  -2.4588
196008   4.5720   4.3810   4.3172   3.2585   3.9257   2.0000
196009  -7.8232  -5.8559  -6.2838  -6.1166  -5.1384  -6.6108
196010  -6.3693  -2.5090  -3.1947  -1.4465  -1.1848  -1.1671
196011   5.8669   3.9201   2.4594   6.7081   5.2190   4.1843
196012   3.6172   3.8947   1.8721   4.7738   4.7734   3.3429
196101   8.8683   8.2240   9.9281   5.6265   7.8892  11.1750
196102   8.0141   6.1177   7.4463   5.4592   5.0676   4.4418
196103   7.9312   5.5392   6.1053   3.4160   3.8509   3.1892
196104   0.9050   1.4021   2.1102  -0.2407   0.3716   0.4581
196105   4.8462   5.0816   4.6590   4.1249   3.6996   4.2542
196106  -6.2194  -4.6339  -5.0525  -3.7231  -2.7161  -3.4773
196107  -0.3438   0.8334   0.3595   1.3849   2.6721   0.5484
196108   1.2542   0.3339   1.1474   3.9150   2.8146   2.2374
196109  -4.7535  -3.3432  -3.1762  -1.8404  -2.2311  -3.9487
196110   0.7198   3.2755   0.6776   2.4223   3.0167   1.7105
196111   6.1828   5.7924   4.6785   4.3638   4.4106   3.5942
196112  -2.1874   0.9199   0.2292  -1.8835  -0.5171   1.6369
196201  -2.0142   0.2311   3.2824  -4.2026  -2.0264   0.6928
196202   0.7738   0.8240   2.0541   1.6213   1.4021   1.7767
196203  -0.9189  -0.5129  -0.3523  -0.7006  -0.2344  -1.5833
196204  -7.3333  -7.6677  -6.5309  -6.8429  -5.9615  -6.5970
196205 -11.8352 -10.1031 -10.2282 -10.7426  -8.5013  -7.0869
196206 -10.2902  -7.9957  -7.6234  -9.8903  -7.4099  -7.6879
196207   8.3912   6.5900   7.0046   7.0383   4.8704   4.2319
196208   5.0235   3.3749   2.7784   2.6549   2.4860   1.7887
196209  -8.1659  -7.1152  -6.0031  -5.7982  -4.8117  -5.0707
196210  -5.7601  -4.0861  -2.5621  -1.4796  -0.4366   0.0485
196211  15.8900  13.6795  14.5497  13.7929  11.4935  14.2940
196212  -3.5462  -1.6052  -2.2437   0.6271   0.6572  -0.3861
196301   8.5700   9.0382  10.7603   5.2379   5.4626   8.8722
196302  -2.7338  -1.6820   0.4154  -2.3544  -1.7756  -0.9416
196303   0.5872   1.0805   2.2582   1.7363   2.7495   3.5257
196304   3.6419   2.4130   4.1822   4.2129   3.9096   5.2545
196305   1.8108   2.9170   5.7196   1.7447   2.7716   3.8631
196306  -0.9707  -2.0010  -1.7509  -1.1149  -1.9911  -0.9370
196307  -0.4984  -0.4946  -0.8660  -0.4337  -1.2433  -1.7097
196308   3.6077   2.6522   5.0454   5.6544   5.3482   6.3102
196309  -1.8111   0.0920  -1.5588  -2.5171  -1.4451  -2.5840
196310   1.7415   1.0937   2.1285   1.4377   1.8072   2.1342
196311  -3.3082  -1.7755  -0.9320  -0.7228  -1.2333   1.7428
196312  -1.5113  -0.6159  -1.0609   1.2258   1.6224   2.7257
196401   4.2275   4.1558   4.6580   0.9009   1.3122   3.1604
196402   1.5890   2.6345   3.7656   1.6413   2.4214   4.5999
196403   0.7735   3.2363   4.3042   0.9582   4.1685   3.9890
196404  -1.1529   0.3313  -0.7194  -0.3475   0.3636  -1.1773
196405  -0.4547   0.4864   1.2562   1.2881   0.8894   3.3453
196406   0.7330   0.8218   1.2191   1.4832   1.8369   2.7033
196407   1.8101   3.3808   4.0494   2.7708   2.2770   2.9886
196408  -0.4193  -0.4045  -0.9564  -1.4268  -0.1083  -1.1535
196409   4.4676   3.9025   4.0461   2.7468   3.6387   5.0701
196410   1.3297   1.8865   2.5795   1.1086   1.5571   2.2929
196411  -0.5059  -0.0498  -0.1958   1.2190   0.2604  -2.5196
196412  -0.6375  -1.8084  -1.9611   0.5221  -0.7427  -1.6966
196501   8.1688   7.1363   8.6409   5.1402   4.8017   6.1142
196502   2.5135   3.3507   4.0319   2.2050   3.0178   1.3514
196503   1.6442   1.0511   2.6621  -0.5444  -0.4228   0.4677
196504   3.0499   4.3478   5.0634   2.4166   3.4996   3.0041
196505   0.0820  -0.4814  -0.6251  -0.5799  -0.6187  -1.3508
196506 -10.4563  -9.0224  -8.3988  -5.6759  -7.0542  -7.0406
196507   2.4747   3.2761   3.7639   1.9346   3.0690   3.9314
196508   4.8205   4.9716   4.1333   3.8670   4.4468   3.0001
196509   3.3116   3.5793   3.6061   2.7630   2.8848   4.0482
196510   6.1824   6.6758   6.8855   2.6480   3.8039   5.2372
196511   5.0281   5.6081   6.4746   1.8384   2.4003   1.8052
196512   5.7364   5.3704   5.5458   1.4350   2.3690   4.6277
196601   7.1329   7.6314   8.1779   0.6109   2.6847   5.3742
196602   5.7210   4.1219   5.0297  -1.2512  -0.0515   0.2126
196603   0.4410  -1.7725  -0.9624  -1.0462  -2.2391  -3.7596
196604   6.1084   4.9263   5.5952   2.3157   2.6749   2.4268
196605 -10.3163  -9.8778 -10.2459  -3.9790  -6.1361  -8.4189
196606  -0.7092  -0.5058  -0.1161  -1.6101  -0.2404   0.3144
196607  -2.4696  -1.5582  -0.9171  -0.9639  -1.4068  -1.6397
196608 -11.9368 -10.2756 -10.6169  -8.5644  -7.8211  -8.4752
196609  -2.7719  -1.3481  -1.5175  -1.0834  -1.0863  -1.3863
196610  -5.2863  -2.6332  -1.4128   2.2006   4.5631   4.2144
196611   6.5341   4.0863   2.9458   6.4378   1.9438   0.5042
196612   2.5268   2.6587   0.5907   1.7837   2.0166   1.6585
196701  21.6853  20.3745  19.2323   9.4383  10.3403  13.9127
196702   5.9101   5.3793   5.3881   1.7638   0.1402   0.1880
196703   5.9363   6.2338   5.7987   4.9377   4.5752   5.8101
196704   4.8198   4.1374   3.8351   4.5586   3.1207   3.0625
196705   0.4199  -0.0881  -1.0819  -3.2640  -1.9415  -0.6936
196706  11.1941  10.9618   9.2119   2.4562   2.9588   4.1119
196707   8.9892   8.1327  10.5788   4.6140   5.4939   8.5674
196708  -0.4432   0.8615   1.7463  -0.8461  -0.1959   1.4676
196709   8.6940   7.8416   6.2054   3.3864   2.7257   1.9101
196710   0.3246  -1.7593  -1.7078  -3.5486  -4.6567  -4.4416
196711  -0.0819   0.5382  -1.1564   1.6871   0.3911  -0.2698
196712  12.1969   9.1511   9.4832   2.7393   4.3419   5.2006
196801   1.8177   3.4010   6.4054  -5.6264  -1.5343   0.1146
196802  -7.9797  -5.8723  -5.8477  -4.4193  -3.0181  -3.7667
196803  -1.7132  -1.4249  -0.9546   0.9359  -0.6877  -0.2766
196804  17.6137  15.1097  15.7323  11.4484   8.1995  12.5541
196805  12.5771   9.8443  12.0445   3.9169   2.4936   7.0255
196806  -0.1707   1.7224   2.1996   0.5926   3.6375   0.8436
196807  -5.2630  -2.5707   0.8855  -5.2806  -2.9101  -0.9048
196808   3.9486   4.3099   4.9186   1.4113   1.4628   3.5249
196809   6.6892   7.8861   7.7926   5.3964   5.3755   5.3927
196810  -0.6955   1.5178   1.3129   0.5317   1.6112   2.3064
196811   7.4744   7.4890   6.5918   7.2077   6.9655   7.1697
196812   2.3267   1.2300   0.5234  -3.8436  -2.5896  -1.2843
196901  -0.8241  -0.4424  -0.3827  -2.1571   0.0273   0.5112
196902 -10.8237  -9.0953  -8.0709  -6.8190  -6.0619  -6.3400
196903   2.2335   2.1834   2.3319   2.5721   0.8463   2.3262
196904  -0.3616   0.4696   0.6596   2.8978   0.4729   0.4239
196905   0.2659   1.1668   0.3639  -0.7082   0.5294  -0.6300
196906 -13.4911 -12.3214 -11.7000  -7.6306  -8.1502  -7.8739
196907 -12.0638 -10.6261  -7.9396  -7.0723  -6.5766  -6.9663
196908   6.1318   4.4958   3.2532   8.0247   4.5237   2.6943
196909  -2.5644  -3.4766  -2.3980  -0.0010  -2.6908  -3.3866
196910  12.8298  10.5214   7.6698   7.9540   6.9322   6.0178
196911  -6.9749  -6.2296  -6.6963  -3.0535  -3.7534  -5.0805
196912  -8.9658  -8.1566  -8.1139  -1.7008  -2.3234  -4.1148
197001  -3.4066  -2.2395  -0.8035  -9.2056  -6.8997  -5.3728
197002   2.9482   2.9995   4.9969   4.1646   7.4122   7.8971
197003  -5.6098  -1.6152  -0.3945  -2.3495   0.6101   0.4132
197004 -21.8998 -16.4196 -11.9973 -14.8845 -11.3677  -8.5030
197005  -9.2165  -9.5438  -9.0853 -10.2386  -7.1665  -6.8409
