TICKER,OFTIC,STATPERS,MEASURE,FISCALP,FPI,ESTFLAG,MEANEST,FPEDATS,ACTUAL
@SPX,SPX,17AUG2000,EPS,ANN,1,P,42.05,31DEC2000,40.2339
@SPX,SPX,17AUG2000,EPS,ANN,2,P,45.66,31DEC2001,37.2616
@SPX,SPX,17AUG2000,EPS,ANN,3,P,49.36,31DEC2002,38.0154
@SPX,SPX,14SEP2000,EPS,ANN,1,P,42.24,31DEC2000,40.2339
@SPX,SPX,14SEP2000,EPS,ANN,2,P,46.25,31DEC2001,37.2616
@SPX,SPX,14SEP2000,EPS,ANN,3,P,49.79,31DEC2002,38.0154
@SPX,SPX,19OCT2000,EPS,ANN,1,P,41.94,31DEC2000,40.2339
@SPX,SPX,19OCT2000,EPS,ANN,2,P,45.69,31DEC2001,37.2616
@SPX,SPX,19OCT2000,EPS,ANN,3,P,48.46,31DEC2002,38.0154
@SPX,SPX,16NOV2000,EPS,ANN,1,P,42.05,31DEC2000,40.2339
@SPX,SPX,16NOV2000,EPS,ANN,2,P,46.15,31DEC2001,37.2616
@SPX,SPX,16NOV2000,EPS,ANN,3,P,48.72,31DEC2002,38.0154
@SPX,SPX,14DEC2000,EPS,ANN,1,P,42.05,31DEC2000,40.2339
@SPX,SPX,14DEC2000,EPS,ANN,2,P,46.15,31DEC2001,37.2616
@SPX,SPX,14DEC2000,EPS,ANN,3,P,48.72,31DEC2002,38.0154
@SPX,SPX,18JAN2001,EPS,ANN,1,P,41.22,31DEC2000,40.2339
@SPX,SPX,18JAN2001,EPS,ANN,2,P,45.55,31DEC2001,37.2616
@SPX,SPX,18JAN2001,EPS,ANN,3,P,48.04,31DEC2002,38.0154
@SPX,SPX,15FEB2001,EPS,ANN,1,P,40.98,31DEC2000,40.2339
@SPX,SPX,15FEB2001,EPS,ANN,2,P,45.22,31DEC2001,37.2616
@SPX,SPX,15FEB2001,EPS,ANN,3,P,47.89,31DEC2002,38.0154
@SPX,SPX,15MAR2001,EPS,ANN,1,P,45.47,31DEC2001,37.2616
@SPX,SPX,15MAR2001,EPS,ANN,2,P,48.46,31DEC2002,38.0154
@SPX,SPX,19APR2001,EPS,ANN,1,P,45.32,31DEC2001,37.2616
@SPX,SPX,19APR2001,EPS,ANN,2,P,48.58,31DEC2002,38.0154
@SPX,SPX,17MAY2001,EPS,ANN,1,P,44.9,31DEC2001,37.2616
@SPX,SPX,17MAY2001,EPS,ANN,2,P,48.58,31DEC2002,38.0154
@SPX,SPX,14JUN2001,EPS,ANN,1,P,43.98,31DEC2001,37.2616
@SPX,SPX,14JUN2001,EPS,ANN,2,P,47.39,31DEC2002,38.0154
@SPX,SPX,19JUL2001,EPS,ANN,1,P,43.83,31DEC2001,37.2616
@SPX,SPX,19JUL2001,EPS,ANN,2,P,47.53,31DEC2002,38.0154
@SPX,SPX,19JUL2001,EPS,ANN,3,P,52.07,31DEC2003,41.4616
@SPX,SPX,16AUG2001,EPS,ANN,1,P,42.86,31DEC2001,37.2616
@SPX,SPX,16AUG2001,EPS,ANN,2,P,45.87,31DEC2002,38.0154
@SPX,SPX,16AUG2001,EPS,ANN,3,P,49.52,31DEC2003,41.4616
@SPX,SPX,20SEP2001,EPS,ANN,1,P,40.5,31DEC2001,37.2616
@SPX,SPX,20SEP2001,EPS,ANN,2,P,43.82,31DEC2002,38.0154
@SPX,SPX,20SEP2001,EPS,ANN,3,P,46.7,31DEC2003,41.4616
@SPX,SPX,18OCT2001,EPS,ANN,1,P,40.5,31DEC2001,37.2616
@SPX,SPX,18OCT2001,EPS,ANN,2,P,43.82,31DEC2002,38.0154
@SPX,SPX,18OCT2001,EPS,ANN,3,P,46.7,31DEC2003,41.4616
@SPX,SPX,15NOV2001,EPS,ANN,1,P,40.5,31DEC2001,37.2616
@SPX,SPX,15NOV2001,EPS,ANN,2,P,43.82,31DEC2002,38.0154
@SPX,SPX,15NOV2001,EPS,ANN,3,P,46.7,31DEC2003,41.4616
@SPX,SPX,20DEC2001,EPS,ANN,1,P,39.05,31DEC2001,37.2616
@SPX,SPX,20DEC2001,EPS,ANN,2,P,38.53,31DEC2002,38.0154
@SPX,SPX,20DEC2001,EPS,ANN,3,P,42.02,31DEC2003,41.4616
@SPX,SPX,17JAN2002,EPS,ANN,1,P,39.05,31DEC2001,37.2616
@SPX,SPX,17JAN2002,EPS,ANN,2,P,38.53,31DEC2002,38.0154
@SPX,SPX,17JAN2002,EPS,ANN,3,P,42.02,31DEC2003,41.4616
@SPX,SPX,14FEB2002,EPS,ANN,1,P,39.93,31DEC2001,37.2616
@SPX,SPX,14FEB2002,EPS,ANN,2,P,39.64,31DEC2002,38.0154
@SPX,SPX,14FEB2002,EPS,ANN,3,P,43.21,31DEC2003,41.4616
@SPX,SPX,14MAR2002,EPS,ANN,1,P,35.17,31DEC2002,38.0154
@SPX,SPX,14MAR2002,EPS,ANN,2,P,38.65,31DEC2003,41.4616
@SPX,SPX,14MAR2002,EPS,ANN,3,P,43.01,31DEC2004,47.7831
@SPX,SPX,18APR2002,EPS,ANN,1,P,34.85,31DEC2002,38.0154
@SPX,SPX,18APR2002,EPS,ANN,2,P,38.61,31DEC2003,41.4616
@SPX,SPX,18APR2002,EPS,ANN,3,P,43.01,31DEC2004,47.7831
@SPX,SPX,16MAY2002,EPS,ANN,1,P,34.85,31DEC2002,38.0154
@SPX,SPX,16MAY2002,EPS,ANN,2,P,38.61,31DEC2003,41.4616
@SPX,SPX,16MAY2002,EPS,ANN,3,P,43.01,31DEC2004,47.7831
@SPX,SPX,20JUN2002,EPS,ANN,1,P,34.99,31DEC2002,38.0154
@SPX,SPX,20JUN2002,EPS,ANN,2,P,38.61,31DEC2003,41.4616
@SPX,SPX,20JUN2002,EPS,ANN,3,P,43.01,31DEC2004,47.7831
@SPX,SPX,18JUL2002,EPS,ANN,1,P,34.92,31DEC2002,38.0154
@SPX,SPX,18JUL2002,EPS,ANN,2,P,38.53,31DEC2003,41.4616
@SPX,SPX,18JUL2002,EPS,ANN,3,P,43.01,31DEC2004,47.7831
@SPX,SPX,15AUG2002,EPS,ANN,1,P,34.92,31DEC2002,38.0154
@SPX,SPX,15AUG2002,EPS,ANN,2,P,38.53,31DEC2003,41.4616
@SPX,SPX,15AUG2002,EPS,ANN,3,P,43.01,31DEC2004,47.7831
@SPX,SPX,19SEP2002,EPS,ANN,1,P,35.14,31DEC2002,38.0154
@SPX,SPX,19SEP2002,EPS,ANN,2,P,37.82,31DEC2003,41.4616
@SPX,SPX,19SEP2002,EPS,ANN,3,P,41.3,31DEC2004,47.7831
@SPX,SPX,17OCT2002,EPS,ANN,1,P,36.85,31DEC2002,38.0154
@SPX,SPX,17OCT2002,EPS,ANN,2,P,38.96,31DEC2003,41.4616
@SPX,SPX,17OCT2002,EPS,ANN,3,P,41.3,31DEC2004,47.7831
@SPX,SPX,14NOV2002,EPS,ANN,1,P,36.85,31DEC2002,38.0154
@SPX,SPX,14NOV2002,EPS,ANN,2,P,38.96,31DEC2003,41.4616
@SPX,SPX,14NOV2002,EPS,ANN,3,P,41.3,31DEC2004,47.7831
@SPX,SPX,19DEC2002,EPS,ANN,1,P,36.85,31DEC2002,38.0154
@SPX,SPX,19DEC2002,EPS,ANN,2,P,38.96,31DEC2003,41.4616
@SPX,SPX,19DEC2002,EPS,ANN,3,P,41.3,31DEC2004,47.7831
@SPX,SPX,16JAN2003,EPS,ANN,1,P,36.85,31DEC2002,38.0154
@SPX,SPX,16JAN2003,EPS,ANN,2,P,38.41,31DEC2003,41.4616
@SPX,SPX,16JAN2003,EPS,ANN,3,P,41.3,31DEC2004,47.7831
@SPX,SPX,20FEB2003,EPS,ANN,1,P,36.85,31DEC2002,38.0154
@SPX,SPX,20FEB2003,EPS,ANN,2,P,37.92,31DEC2003,41.4616
@SPX,SPX,20FEB2003,EPS,ANN,3,P,40.9,31DEC2004,47.7831
@SPX,SPX,20MAR2003,EPS,ANN,1,P,37.03,31DEC2002,38.0154
@SPX,SPX,20MAR2003,EPS,ANN,2,P,39.82,31DEC2003,41.4616
@SPX,SPX,20MAR2003,EPS,ANN,3,P,41.58,31DEC2004,47.7831
@SPX,SPX,20MAR2003,EPS,ANN,4,P,44.5,31DEC2005,53.8462
@SPX,SPX,17APR2003,EPS,ANN,1,P,39.82,31DEC2003,41.4616
@SPX,SPX,17APR2003,EPS,ANN,2,P,41.58,31DEC2004,47.7831
@SPX,SPX,17APR2003,EPS,ANN,3,P,44.5,31DEC2005,53.8462
@SPX,SPX,15MAY2003,EPS,ANN,1,P,39.82,31DEC2003,41.4616
@SPX,SPX,15MAY2003,EPS,ANN,2,P,41.58,31DEC2004,47.7831
@SPX,SPX,15MAY2003,EPS,ANN,3,P,44.5,31DEC2005,53.8462
@SPX,SPX,19JUN2003,EPS,ANN,1,P,39.82,31DEC2003,41.4616
@SPX,SPX,19JUN2003,EPS,ANN,2,P,41.58,31DEC2004,47.7831
@SPX,SPX,19JUN2003,EPS,ANN,3,P,44.5,31DEC2005,53.8462
@SPX,SPX,17JUL2003,EPS,ANN,1,P,39.82,31DEC2003,41.4616
@SPX,SPX,17JUL2003,EPS,ANN,2,P,41.58,31DEC2004,47.7831
@SPX,SPX,17JUL2003,EPS,ANN,3,P,44.5,31DEC2005,53.8462
@SPX,SPX,14AUG2003,EPS,ANN,1,P,39.82,31DEC2003,41.4616
@SPX,SPX,14AUG2003,EPS,ANN,2,P,41.58,31DEC2004,47.7831
@SPX,SPX,14AUG2003,EPS,ANN,3,P,44.5,31DEC2005,53.8462
@SPX,SPX,18SEP2003,EPS,ANN,1,P,41.6,31DEC2003,41.4616
@SPX,SPX,18SEP2003,EPS,ANN,2,P,45.09,31DEC2004,47.7831
@SPX,SPX,18SEP2003,EPS,ANN,3,P,46.06,31DEC2005,53.8462
@SPX,SPX,16OCT2003,EPS,ANN,1,P,41.26,31DEC2003,41.4616
@SPX,SPX,16OCT2003,EPS,ANN,2,P,45.48,31DEC2004,47.7831
@SPX,SPX,16OCT2003,EPS,ANN,3,P,49.9,31DEC2005,53.8462
@SPX,SPX,20NOV2003,EPS,ANN,1,P,40.86,31DEC2003,41.4616
@SPX,SPX,20NOV2003,EPS,ANN,2,P,45.47,31DEC2004,47.7831
@SPX,SPX,20NOV2003,EPS,ANN,3,P,49.27,31DEC2005,53.8462
@SPX,SPX,18DEC2003,EPS,ANN,1,P,40.86,31DEC2003,41.4616
@SPX,SPX,18DEC2003,EPS,ANN,2,P,45.47,31DEC2004,47.7831
@SPX,SPX,18DEC2003,EPS,ANN,3,P,49.27,31DEC2005,53.8462
@SPX,SPX,15JAN2004,EPS,ANN,1,P,40.98,31DEC2003,41.4616
@SPX,SPX,15JAN2004,EPS,ANN,2,P,45.27,31DEC2004,47.7831
@SPX,SPX,15JAN2004,EPS,ANN,3,P,49,31DEC2005,53.8462
@SPX,SPX,19FEB2004,EPS,ANN,1,P,40.98,31DEC2003,41.4616
@SPX,SPX,19FEB2004,EPS,ANN,2,P,45.27,31DEC2004,47.7831
@SPX,SPX,19FEB2004,EPS,ANN,3,P,49,31DEC2005,53.8462
@SPX,SPX,19FEB2004,EPS,ANN,4,P,50.85,31DEC2006,62.1008
@SPX,SPX,19FEB2004,EPS,ANN,5,P,53.41,31DEC2007,69.678
@SPX,SPX,18MAR2004,EPS,ANN,1,P,40.78,31DEC2003,41.4616
@SPX,SPX,18MAR2004,EPS,ANN,2,P,45.17,31DEC2004,47.7831
@SPX,SPX,18MAR2004,EPS,ANN,3,P,49.76,31DEC2005,53.8462
@SPX,SPX,18MAR2004,EPS,ANN,4,P,50.85,31DEC2006,62.1008
@SPX,SPX,18MAR2004,EPS,ANN,5,P,53.41,31DEC2007,69.678
@SPX,SPX,15APR2004,EPS,ANN,1,P,44.51,31DEC2004,47.7831
@SPX,SPX,15APR2004,EPS,ANN,2,P,48.74,31DEC2005,53.8462
@SPX,SPX,15APR2004,EPS,ANN,3,P,51.12,31DEC2006,62.1008
@SPX,SPX,15APR2004,EPS,ANN,4,P,53.41,31DEC2007,69.678
@SPX,SPX,15APR2004,EPS,ANN,5,P,52.37,31DEC2008,84
@SPX,SPX,20MAY2004,EPS,ANN,1,P,43.95,31DEC2004,47.7831
@SPX,SPX,20MAY2004,EPS,ANN,2,P,48.13,31DEC2005,53.8462
@SPX,SPX,20MAY2004,EPS,ANN,3,P,51.9,31DEC2006,62.1008
@SPX,SPX,20MAY2004,EPS,ANN,4,P,53.41,31DEC2007,69.678
@SPX,SPX,20MAY2004,EPS,ANN,5,P,52.37,31DEC2008,84
@SPX,SPX,17JUN2004,EPS,ANN,1,P,43.3,31DEC2004,47.7831
@SPX,SPX,17JUN2004,EPS,ANN,2,P,47.37,31DEC2005,53.8462
@SPX,SPX,17JUN2004,EPS,ANN,3,P,51.05,31DEC2006,62.1008
@SPX,SPX,17JUN2004,EPS,ANN,4,P,50.07,31DEC2007,69.678
@SPX,SPX,17JUN2004,EPS,ANN,5,P,52.37,31DEC2008,84
@SPX,SPX,15JUL2004,EPS,ANN,1,P,43.12,31DEC2004,47.7831
@SPX,SPX,15JUL2004,EPS,ANN,2,P,47.4,31DEC2005,53.8462
@SPX,SPX,15JUL2004,EPS,ANN,3,P,51.05,31DEC2006,62.1008
@SPX,SPX,15JUL2004,EPS,ANN,4,P,50.07,31DEC2007,69.678
@SPX,SPX,15JUL2004,EPS,ANN,5,P,52.37,31DEC2008,84
@SPX,SPX,19AUG2004,EPS,ANN,1,P,43.61,31DEC2004,47.7831
@SPX,SPX,19AUG2004,EPS,ANN,2,P,47.91,31DEC2005,53.8462
@SPX,SPX,19AUG2004,EPS,ANN,3,P,51.05,31DEC2006,62.1008
@SPX,SPX,19AUG2004,EPS,ANN,4,P,50.07,31DEC2007,69.678
@SPX,SPX,19AUG2004,EPS,ANN,5,P,52.37,31DEC2008,84
@SPX,SPX,16SEP2004,EPS,ANN,1,P,44.66,31DEC2004,47.7831
@SPX,SPX,16SEP2004,EPS,ANN,2,P,49.63,31DEC2005,53.8462
@SPX,SPX,16SEP2004,EPS,ANN,3,P,52.25,31DEC2006,62.1008
@SPX,SPX,16SEP2004,EPS,ANN,4,P,55.47,31DEC2007,69.678
@SPX,SPX,16SEP2004,EPS,ANN,5,P,58.43,31DEC2008,84
@SPX,SPX,14OCT2004,EPS,ANN,1,P,44.93,31DEC2004,47.7831
@SPX,SPX,14OCT2004,EPS,ANN,2,P,49.79,31DEC2005,53.8462
@SPX,SPX,14OCT2004,EPS,ANN,3,P,52.47,31DEC2006,62.1008
@SPX,SPX,14OCT2004,EPS,ANN,4,P,55.47,31DEC2007,69.678
@SPX,SPX,14OCT2004,EPS,ANN,5,P,58.43,31DEC2008,84
@SPX,SPX,18NOV2004,EPS,ANN,1,P,45.39,31DEC2004,47.7831
@SPX,SPX,18NOV2004,EPS,ANN,2,P,49.51,31DEC2005,53.8462
@SPX,SPX,18NOV2004,EPS,ANN,3,P,52.94,31DEC2006,62.1008
@SPX,SPX,18NOV2004,EPS,ANN,4,P,55.47,31DEC2007,69.678
@SPX,SPX,18NOV2004,EPS,ANN,5,P,58.43,31DEC2008,84
@SPX,SPX,16DEC2004,EPS,ANN,1,P,45.39,31DEC2004,47.7831
@SPX,SPX,16DEC2004,EPS,ANN,2,P,49.62,31DEC2005,53.8462
@SPX,SPX,16DEC2004,EPS,ANN,3,P,53.1,31DEC2006,62.1008
@SPX,SPX,16DEC2004,EPS,ANN,4,P,55.47,31DEC2007,69.678
@SPX,SPX,16DEC2004,EPS,ANN,5,P,58.43,31DEC2008,84
@SPX,SPX,20JAN2005,EPS,ANN,1,P,45.53,31DEC2004,47.7831
@SPX,SPX,20JAN2005,EPS,ANN,2,P,49.62,31DEC2005,53.8462
@SPX,SPX,20JAN2005,EPS,ANN,3,P,53.1,31DEC2006,62.1008
@SPX,SPX,20JAN2005,EPS,ANN,4,P,55.47,31DEC2007,69.678
@SPX,SPX,20JAN2005,EPS,ANN,5,P,58.43,31DEC2008,84
@SPX,SPX,17FEB2005,EPS,ANN,1,P,45.7,31DEC2004,47.7831
@SPX,SPX,17FEB2005,EPS,ANN,2,P,49.26,31DEC2005,53.8462
@SPX,SPX,17FEB2005,EPS,ANN,3,P,53.06,31DEC2006,62.1008
@SPX,SPX,17FEB2005,EPS,ANN,4,P,55.41,31DEC2007,69.678
@SPX,SPX,17FEB2005,EPS,ANN,5,P,58.43,31DEC2008,84
@SPX,SPX,17MAR2005,EPS,ANN,1,P,46.02,31DEC2004,47.7831
@SPX,SPX,17MAR2005,EPS,ANN,2,P,50.55,31DEC2005,53.8462
@SPX,SPX,17MAR2005,EPS,ANN,3,P,53.96,31DEC2006,62.1008
@SPX,SPX,17MAR2005,EPS,ANN,4,P,57.03,31DEC2007,69.678
@SPX,SPX,17MAR2005,EPS,ANN,5,P,60.5,31DEC2008,84
@SPX,SPX,14APR2005,EPS,ANN,1,P,49.87,31DEC2005,53.8462
@SPX,SPX,14APR2005,EPS,ANN,2,P,54.17,31DEC2006,62.1008
@SPX,SPX,14APR2005,EPS,ANN,3,P,57.03,31DEC2007,69.678
@SPX,SPX,14APR2005,EPS,ANN,4,P,60.5,31DEC2008,84
@SPX,SPX,14APR2005,EPS,ANN,5,P,59.56,31DEC2009,74.6308
@SPX,SPX,19MAY2005,EPS,ANN,1,P,50.57,31DEC2005,53.8462
@SPX,SPX,19MAY2005,EPS,ANN,2,P,54.19,31DEC2006,62.1008
@SPX,SPX,19MAY2005,EPS,ANN,3,P,57.87,31DEC2007,69.678
@SPX,SPX,19MAY2005,EPS,ANN,4,P,60.5,31DEC2008,84
@SPX,SPX,19MAY2005,EPS,ANN,5,P,59.56,31DEC2009,74.6308
@SPX,SPX,16JUN2005,EPS,ANN,1,P,50.67,31DEC2005,53.8462
@SPX,SPX,16JUN2005,EPS,ANN,2,P,53.75,31DEC2006,62.1008
@SPX,SPX,16JUN2005,EPS,ANN,3,P,61.69,31DEC2007,69.678
@SPX,SPX,16JUN2005,EPS,ANN,4,P,60.5,31DEC2008,84
@SPX,SPX,16JUN2005,EPS,ANN,5,P,59.56,31DEC2009,74.6308
@SPX,SPX,14JUL2005,EPS,ANN,1,P,50.76,31DEC2005,53.8462
@SPX,SPX,14JUL2005,EPS,ANN,2,P,53.99,31DEC2006,62.1008
@SPX,SPX,14JUL2005,EPS,ANN,3,P,61.69,31DEC2007,69.678
@SPX,SPX,14JUL2005,EPS,ANN,4,P,60.5,31DEC2008,84
@SPX,SPX,14JUL2005,EPS,ANN,5,P,59.56,31DEC2009,74.6308
@SPX,SPX,18AUG2005,EPS,ANN,1,P,50.45,31DEC2005,53.8462
@SPX,SPX,18AUG2005,EPS,ANN,2,P,53.67,31DEC2006,62.1008
@SPX,SPX,18AUG2005,EPS,ANN,3,P,65.44,31DEC2007,69.678
@SPX,SPX,18AUG2005,EPS,ANN,4,P,60.5,31DEC2008,84
@SPX,SPX,18AUG2005,EPS,ANN,5,P,59.56,31DEC2009,74.6308
@SPX,SPX,15SEP2005,EPS,ANN,1,P,50.62,31DEC2005,53.8462
@SPX,SPX,15SEP2005,EPS,ANN,2,P,54.23,31DEC2006,62.1008
@SPX,SPX,15SEP2005,EPS,ANN,3,P,62.43,31DEC2007,69.678
@SPX,SPX,15SEP2005,EPS,ANN,4,P,60.16,31DEC2008,84
@SPX,SPX,15SEP2005,EPS,ANN,5,P,61,31DEC2009,74.6308
@SPX,SPX,20OCT2005,EPS,ANN,1,P,51.51,31DEC2005,53.8462
@SPX,SPX,20OCT2005,EPS,ANN,2,P,55.27,31DEC2006,62.1008
@SPX,SPX,20OCT2005,EPS,ANN,3,P,63.37,31DEC2007,69.678
@SPX,SPX,20OCT2005,EPS,ANN,4,P,60.16,31DEC2008,84
@SPX,SPX,20OCT2005,EPS,ANN,5,P,61,31DEC2009,74.6308
@SPX,SPX,17NOV2005,EPS,ANN,1,P,52.23,31DEC2005,53.8462
@SPX,SPX,17NOV2005,EPS,ANN,2,P,55.68,31DEC2006,62.1008
@SPX,SPX,17NOV2005,EPS,ANN,3,P,59.61,31DEC2007,69.678
@SPX,SPX,15DEC2005,EPS,ANN,1,P,52.15,31DEC2005,53.8462
@SPX,SPX,15DEC2005,EPS,ANN,2,P,56.89,31DEC2006,62.1008
@SPX,SPX,15DEC2005,EPS,ANN,3,P,62.79,31DEC2007,69.678
@SPX,SPX,19JAN2006,EPS,ANN,1,P,52.66,31DEC2005,53.8462
@SPX,SPX,19JAN2006,EPS,ANN,2,P,58.18,31DEC2006,62.1008
@SPX,SPX,19JAN2006,EPS,ANN,3,P,64.57,31DEC2007,69.678
@SPX,SPX,16FEB2006,EPS,ANN,1,P,52.66,31DEC2005,53.8462
@SPX,SPX,16FEB2006,EPS,ANN,2,P,58.33,31DEC2006,62.1008
@SPX,SPX,16FEB2006,EPS,ANN,3,P,64.87,31DEC2007,69.678
@SPX,SPX,16MAR2006,EPS,ANN,1,P,58.86,31DEC2006,62.1008
@SPX,SPX,16MAR2006,EPS,ANN,2,P,65.65,31DEC2007,69.678
@SPX,SPX,16MAR2006,EPS,ANN,3,P,72.32,31DEC2008,84
@SPX,SPX,20APR2006,EPS,ANN,1,P,60.03,31DEC2006,62.1008
@SPX,SPX,20APR2006,EPS,ANN,2,P,65.25,31DEC2007,69.678
@SPX,SPX,20APR2006,EPS,ANN,3,P,70.88,31DEC2008,84
@SPX,SPX,18MAY2006,EPS,ANN,1,P,59.95,31DEC2006,62.1008
@SPX,SPX,18MAY2006,EPS,ANN,2,P,65.29,31DEC2007,69.678
@SPX,SPX,18MAY2006,EPS,ANN,3,P,70.78,31DEC2008,84
@SPX,SPX,15JUN2006,EPS,ANN,1,P,59.68,31DEC2006,62.1008
@SPX,SPX,15JUN2006,EPS,ANN,2,P,64.98,31DEC2007,69.678
@SPX,SPX,15JUN2006,EPS,ANN,3,P,70.78,31DEC2008,84
@SPX,SPX,20JUL2006,EPS,ANN,1,P,59.84,31DEC2006,62.1008
@SPX,SPX,20JUL2006,EPS,ANN,2,P,65.64,31DEC2007,69.678
@SPX,SPX,20JUL2006,EPS,ANN,3,P,72.68,31DEC2008,84
@SPX,SPX,17AUG2006,EPS,ANN,1,P,60.12,31DEC2006,62.1008
@SPX,SPX,17AUG2006,EPS,ANN,2,P,66.75,31DEC2007,69.678
@SPX,SPX,17AUG2006,EPS,ANN,3,P,72.68,31DEC2008,84
@SPX,SPX,14SEP2006,EPS,ANN,1,P,60.43,31DEC2006,62.1008
@SPX,SPX,14SEP2006,EPS,ANN,2,P,66.16,31DEC2007,69.678
@SPX,SPX,14SEP2006,EPS,ANN,3,P,71.51,31DEC2008,84
@SPX,SPX,19OCT2006,EPS,ANN,1,P,60.43,31DEC2006,62.1008
@SPX,SPX,19OCT2006,EPS,ANN,2,P,65.87,31DEC2007,69.678
@SPX,SPX,19OCT2006,EPS,ANN,3,P,70.87,31DEC2008,84
@SPX,SPX,16NOV2006,EPS,ANN,1,P,60.81,31DEC2006,62.1008
@SPX,SPX,16NOV2006,EPS,ANN,2,P,66.29,31DEC2007,69.678
@SPX,SPX,16NOV2006,EPS,ANN,3,P,70.87,31DEC2008,84
@SPX,SPX,14DEC2006,EPS,ANN,1,P,60.62,31DEC2006,62.1008
@SPX,SPX,14DEC2006,EPS,ANN,2,P,65.85,31DEC2007,69.678
@SPX,SPX,14DEC2006,EPS,ANN,3,P,70.84,31DEC2008,84
@SPX,SPX,18JAN2007,EPS,ANN,1,P,60.76,31DEC2006,62.1008
@SPX,SPX,18JAN2007,EPS,ANN,2,P,65.65,31DEC2007,69.678
@SPX,SPX,18JAN2007,EPS,ANN,3,P,71.03,31DEC2008,84
@SPX,SPX,15FEB2007,EPS,ANN,1,P,60.76,31DEC2006,62.1008
@SPX,SPX,15FEB2007,EPS,ANN,2,P,65.4,31DEC2007,69.678
@SPX,SPX,15FEB2007,EPS,ANN,3,P,70.83,31DEC2008,84
@SPX,SPX,15MAR2007,EPS,ANN,1,P,60.88,31DEC2006,62.1008
@SPX,SPX,15MAR2007,EPS,ANN,2,P,66.11,31DEC2007,69.678
@SPX,SPX,15MAR2007,EPS,ANN,3,P,71.2,31DEC2008,84
@SPX,SPX,15MAR2007,EPS,ANN,4,P,78.89,31DEC2009,74.6308
@SPX,SPX,19APR2007,EPS,ANN,1,P,66.45,31DEC2007,69.678
@SPX,SPX,19APR2007,EPS,ANN,2,P,71.88,31DEC2008,84
@SPX,SPX,19APR2007,EPS,ANN,3,P,76.38,31DEC2009,74.6308
@SPX,SPX,19APR2007,EPS,ANN,4,P,74.02,31DEC2010,117.9231
@SPX,SPX,17MAY2007,EPS,ANN,1,P,66.48,31DEC2007,69.678
@SPX,SPX,17MAY2007,EPS,ANN,2,P,71.87,31DEC2008,84
@SPX,SPX,17MAY2007,EPS,ANN,3,P,76.38,31DEC2009,74.6308
@SPX,SPX,17MAY2007,EPS,ANN,4,P,74.02,31DEC2010,117.9231
@SPX,SPX,14JUN2007,EPS,ANN,1,P,66.39,31DEC2007,69.678
@SPX,SPX,14JUN2007,EPS,ANN,2,P,71.85,31DEC2008,84
@SPX,SPX,14JUN2007,EPS,ANN,3,P,76.38,31DEC2009,74.6308
@SPX,SPX,14JUN2007,EPS,ANN,4,P,74.02,31DEC2010,117.9231
@SPX,SPX,19JUL2007,EPS,ANN,1,P,66.72,31DEC2007,69.678
@SPX,SPX,19JUL2007,EPS,ANN,2,P,72.12,31DEC2008,84
@SPX,SPX,19JUL2007,EPS,ANN,3,P,74.88,31DEC2009,74.6308
@SPX,SPX,19JUL2007,EPS,ANN,4,P,74.02,31DEC2010,117.9231
@SPX,SPX,16AUG2007,EPS,ANN,1,P,66.63,31DEC2007,69.678
@SPX,SPX,16AUG2007,EPS,ANN,2,P,71.88,31DEC2008,84
@SPX,SPX,16AUG2007,EPS,ANN,3,P,74.88,31DEC2009,74.6308
@SPX,SPX,16AUG2007,EPS,ANN,4,P,74.02,31DEC2010,117.9231
@SPX,SPX,20SEP2007,EPS,ANN,1,P,67.36,31DEC2007,69.678
@SPX,SPX,20SEP2007,EPS,ANN,2,P,73.29,31DEC2008,84
@SPX,SPX,20SEP2007,EPS,ANN,3,P,77.94,31DEC2009,74.6308
@SPX,SPX,18OCT2007,EPS,ANN,1,P,67.51,31DEC2007,69.678
@SPX,SPX,18OCT2007,EPS,ANN,2,P,73.55,31DEC2008,84
@SPX,SPX,18OCT2007,EPS,ANN,3,P,78.11,31DEC2009,74.6308
@SPX,SPX,15NOV2007,EPS,ANN,1,P,67.51,31DEC2007,69.678
@SPX,SPX,15NOV2007,EPS,ANN,2,P,73.55,31DEC2008,84
@SPX,SPX,15NOV2007,EPS,ANN,3,P,78.11,31DEC2009,74.6308
@SPX,SPX,20DEC2007,EPS,ANN,1,P,67.35,31DEC2007,69.678
@SPX,SPX,20DEC2007,EPS,ANN,2,P,73.44,31DEC2008,84
@SPX,SPX,20DEC2007,EPS,ANN,3,P,78.01,31DEC2009,74.6308
@SPX,SPX,17JAN2008,EPS,ANN,1,P,67.28,31DEC2007,69.678
@SPX,SPX,17JAN2008,EPS,ANN,2,P,73.18,31DEC2008,84
@SPX,SPX,17JAN2008,EPS,ANN,3,P,77.44,31DEC2009,74.6308
@SPX,SPX,17JAN2008,EPS,ANN,4,P,84.61,31DEC2010,117.9231
@SPX,SPX,14FEB2008,EPS,ANN,1,P,67.41,31DEC2007,69.678
@SPX,SPX,14FEB2008,EPS,ANN,2,P,72.98,31DEC2008,84
@SPX,SPX,14FEB2008,EPS,ANN,3,P,75.74,31DEC2009,74.6308
@SPX,SPX,14FEB2008,EPS,ANN,4,P,84.61,31DEC2010,117.9231
@SPX,SPX,20MAR2008,EPS,ANN,1,P,75.46,31DEC2008,84
