This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 OP portfolios in Emerging_Markets.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. OP for June of year t is annual revenues minus cost of goods sold, interest expense,
and selling, general, and administrative expenses divided by book equity for the last fiscal year end in t-1.
Firms with negative BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
199502   ,0.74   ,3.55   ,5.05   ,1.61  ,-2.37   ,2.73
199503  ,-1.82   ,0.08   ,0.15  ,-1.44   ,0.41   ,0.63
199504  ,-1.18   ,2.62   ,0.26   ,3.74   ,4.84   ,1.53
199505   ,3.40   ,2.27   ,3.33   ,5.56   ,5.21   ,7.44
199506   ,1.05   ,1.07   ,1.38   ,0.77  ,-0.19   ,1.02
199507   ,2.51   ,3.03   ,5.30   ,3.58   ,3.82   ,1.92
199508  ,-1.97  ,-2.93  ,-0.69  ,-3.90  ,-1.46  ,-2.95
199509  ,-0.84  ,-2.08  ,-0.84   ,0.85  ,-0.39  ,-0.66
199510  ,-4.02  ,-3.51  ,-2.36  ,-2.55  ,-4.42  ,-2.60
199511  ,-1.07  ,-2.34   ,0.17  ,-2.76   ,0.16  ,-0.53
199512   ,1.99   ,3.12   ,4.51   ,2.82   ,2.86   ,4.46
199601   ,7.99  ,10.34  ,11.63  ,11.64   ,8.23   ,8.06
199602  ,-2.06   ,0.02   ,1.90  ,-3.31  ,-2.86  ,-2.38
199603   ,2.18   ,4.81   ,3.93  ,-0.47   ,1.64   ,1.80
199604   ,5.57   ,4.72   ,3.69   ,1.12   ,3.12   ,2.99
199605  ,-3.09  ,-4.39  ,-4.71  ,-2.92   ,0.04  ,-0.95
199606   ,1.79   ,2.55   ,5.12   ,1.98   ,1.38   ,0.92
199607  ,-3.55  ,-2.29  ,-1.81  ,-4.61  ,-5.40  ,-6.33
199608   ,2.13   ,4.34   ,4.52   ,2.78   ,2.91   ,3.37
199609   ,3.37   ,4.38   ,3.05   ,0.96   ,2.27   ,0.68
199610  ,-1.63   ,0.67   ,2.08  ,-2.79  ,-1.72  ,-2.36
199611   ,1.49   ,0.00  ,-0.75   ,0.53   ,2.66   ,1.24
199612  ,-1.47  ,-1.32  ,-0.75   ,0.32   ,1.34   ,1.15
199701   ,7.80   ,9.07   ,8.03   ,7.40   ,7.54   ,5.10
199702   ,7.59   ,3.90   ,5.08   ,6.45   ,4.88   ,3.16
199703  ,-0.85   ,0.49   ,1.63  ,-2.78  ,-1.66  ,-1.68
199704  ,-2.13  ,-3.97  ,-6.14  ,-3.19  ,-1.40  ,-0.87
199705   ,2.19   ,0.35   ,1.01   ,1.75   ,5.42   ,2.07
199706   ,5.21   ,3.26   ,3.47   ,5.61   ,5.22   ,3.80
199707   ,0.36   ,1.02   ,1.47  ,-0.49   ,1.11   ,0.92
199708  ,-6.47 ,-11.76 ,-10.07 ,-10.00 ,-12.32 ,-11.97
199709  ,-1.05  ,-0.12  ,-0.78   ,0.90   ,3.34   ,1.72
199710 ,-13.66 ,-13.27 ,-12.99 ,-17.47 ,-16.42 ,-15.92
199711  ,-8.83  ,-8.88 ,-10.09  ,-6.31  ,-4.58  ,-3.39
199712  ,-2.14  ,-3.40  ,-3.24   ,0.29  ,-1.72   ,2.42
199801  ,-5.00  ,-6.60  ,-7.43  ,-6.95  ,-6.19  ,-4.95
199802   ,6.53  ,11.44  ,10.49  ,10.14  ,11.64  ,11.01
199803   ,4.48   ,5.46   ,5.26   ,6.81   ,3.40   ,2.99
199804   ,3.10   ,1.46   ,1.07   ,1.91   ,0.51   ,0.05
199805  ,-5.96  ,-4.42  ,-4.97 ,-11.54 ,-11.76 ,-11.05
199806  ,-8.04  ,-8.68  ,-9.05 ,-11.63 ,-12.05  ,-9.01
199807   ,1.50   ,1.04  ,-0.95   ,2.07   ,3.15   ,2.36
199808 ,-16.65 ,-19.23 ,-20.15 ,-25.83 ,-26.45 ,-24.18
199809  ,-0.30   ,1.80   ,0.79   ,5.04   ,4.02   ,5.89
199810   ,4.02   ,1.69   ,2.41   ,6.12   ,7.94  ,11.99
199811   ,6.28   ,8.29   ,8.48   ,7.17   ,6.07   ,6.38
199812   ,0.35  ,-0.53  ,-0.50  ,-3.04   ,0.49  ,-2.48
199901  ,-3.05  ,-3.15  ,-6.15  ,-3.83  ,-3.60   ,1.31
199902  ,-1.53  ,-0.55   ,0.22   ,1.12   ,1.35  ,-0.69
199903   ,7.65   ,7.61  ,11.33   ,9.08  ,10.57   ,8.40
199904  ,11.93  ,12.48  ,10.53  ,15.57  ,11.34   ,8.17
199905   ,5.62   ,6.18   ,6.36  ,-0.41   ,0.17   ,1.90
199906  ,13.42  ,13.61  ,10.51   ,7.63   ,9.57  ,13.33
199907   ,2.27  ,-0.95  ,-0.84  ,-4.09  ,-2.19   ,0.03
199908   ,6.28   ,4.92   ,5.48   ,1.12   ,3.52   ,2.93
199909  ,-0.07  ,-2.80  ,-1.18  ,-1.69  ,-3.54  ,-3.73
199910   ,5.20   ,2.63   ,0.85   ,3.86   ,2.78   ,3.23
199911   ,6.93   ,6.06   ,6.83   ,6.89   ,6.65  ,12.09
199912   ,3.19   ,3.80   ,5.58  ,12.35  ,12.41  ,12.78
200001   ,7.14   ,4.46   ,1.38   ,0.84  ,-0.27   ,0.50
200002  ,-2.09   ,1.15   ,6.31  ,-0.33  ,-0.32   ,7.16
200003  ,-0.68   ,1.70   ,1.79  ,-0.20  ,-0.52   ,1.45
200004 ,-12.23  ,-9.08 ,-11.53 ,-11.61  ,-9.41 ,-11.69
200005  ,-1.93  ,-3.42  ,-3.16  ,-3.27  ,-3.63  ,-1.10
200006  ,-2.88  ,-2.53  ,-0.91   ,0.86   ,0.40   ,4.71
200007  ,-4.04  ,-2.39  ,-2.62  ,-3.55  ,-3.41  ,-6.43
200008  ,-3.48  ,-0.99   ,1.13   ,0.40   ,0.44   ,0.06
200009  ,-8.20  ,-7.49  ,-7.99  ,-8.95 ,-10.00  ,-9.47
200010 ,-10.04  ,-9.00  ,-8.10  ,-9.74  ,-8.28  ,-8.38
200011  ,-7.85  ,-6.78  ,-5.96  ,-7.82  ,-8.39  ,-8.82
200012  ,-1.52  ,-3.03  ,-2.13   ,1.64   ,0.66   ,2.70
200101   ,8.27   ,9.86   ,7.87  ,11.50  ,11.97  ,13.25
200102  ,-0.34  ,-0.16  ,-0.72  ,-5.18  ,-5.63  ,-9.33
200103  ,-5.46  ,-4.21  ,-4.27  ,-8.55  ,-7.69  ,-9.18
200104  ,-0.82   ,0.56   ,1.82   ,2.97   ,2.80   ,6.37
200105  ,-0.43   ,2.09   ,3.61  ,-1.33   ,2.54   ,0.62
200106  ,-1.64  ,-0.01   ,0.91  ,-2.25  ,-1.41  ,-2.33
200107  ,-7.04  ,-5.48  ,-5.88  ,-7.25  ,-8.07  ,-5.62
200108  ,-0.55  ,-0.43  ,-0.23   ,0.66  ,-1.01  ,-2.73
200109 ,-14.20 ,-13.75 ,-12.16 ,-15.28 ,-14.78 ,-14.65
200110   ,4.37   ,5.36   ,3.10   ,4.02   ,4.10   ,7.09
200111   ,7.03   ,8.73   ,5.54  ,11.22   ,8.84  ,11.43
200112   ,5.89   ,7.15   ,4.90   ,6.32   ,7.85  ,10.10
200201   ,5.71   ,6.30   ,5.12   ,3.41   ,3.90   ,2.26
200202  ,-0.52   ,0.22  ,-0.29   ,1.07   ,1.06   ,2.09
200203   ,9.66   ,8.32   ,6.95   ,5.10   ,6.34   ,6.77
200204   ,4.93   ,1.81   ,1.28  ,-0.18   ,1.88  ,-2.01
200205  ,-0.90  ,-0.20  ,-1.59  ,-0.56  ,-3.16  ,-2.18
200206  ,-7.75  ,-6.73  ,-6.37  ,-8.57  ,-7.63  ,-7.07
200207  ,-4.71  ,-4.41  ,-4.24  ,-3.97  ,-7.53  ,-6.54
200208  ,-1.84   ,1.24   ,1.76   ,0.27   ,1.12   ,1.71
200209 ,-12.68 ,-11.80 ,-11.16 ,-14.31 ,-11.05  ,-9.40
200210   ,4.60   ,4.93   ,5.01   ,7.20   ,6.11   ,5.65
200211   ,5.11   ,5.02   ,6.54   ,6.87   ,5.92   ,6.62
200212  ,-1.07  ,-1.14  ,-3.39  ,-3.46  ,-1.01  ,-4.39
200301   ,3.54   ,2.93   ,1.30   ,2.37  ,-0.41  ,-1.32
200302  ,-2.51  ,-2.81  ,-1.08  ,-3.06  ,-2.15  ,-3.09
200303  ,-4.33  ,-2.90  ,-4.65  ,-4.81  ,-3.32  ,-2.07
200304   ,7.92   ,7.19   ,8.32   ,8.83  ,10.00   ,9.48
200305   ,7.62   ,8.50   ,7.49   ,8.97   ,6.28   ,7.12
200306   ,7.07   ,6.42   ,5.27   ,7.54   ,4.37   ,6.72
200307   ,3.77   ,4.52   ,6.37   ,4.89   ,5.65   ,6.04
200308   ,3.44   ,4.98   ,5.38   ,6.73   ,6.32   ,7.25
200309   ,3.11   ,2.07   ,3.93   ,1.78   ,1.54   ,1.00
200310   ,5.45   ,5.65   ,5.62   ,9.12   ,8.58   ,6.97
200311   ,1.81   ,3.76   ,1.95   ,3.05   ,1.20   ,0.00
200312   ,6.45   ,7.11   ,5.88   ,7.46   ,7.18   ,7.58
200401   ,4.91   ,3.58   ,4.26   ,3.18   ,2.64   ,4.52
200402   ,3.76   ,5.48   ,5.32   ,6.97   ,4.56   ,3.86
200403   ,0.66   ,1.80   ,1.90   ,0.78   ,1.75   ,1.32
200404  ,-4.41  ,-4.21  ,-3.57  ,-8.66  ,-7.16  ,-6.85
200405  ,-4.02  ,-3.73  ,-3.87  ,-2.00  ,-3.40  ,-2.53
200406  ,-2.06  ,-0.38  ,-0.96   ,0.94   ,1.57   ,0.34
200407  ,-2.08  ,-2.04  ,-1.82  ,-0.41  ,-1.78  ,-2.29
200408   ,3.11   ,4.10   ,4.46   ,5.06   ,3.83   ,4.35
200409   ,5.58   ,6.12   ,5.32   ,6.46   ,5.98   ,5.76
200410   ,2.69   ,2.73   ,3.27   ,2.38   ,3.13   ,2.40
200411   ,9.76   ,8.86   ,9.36   ,8.24   ,8.57   ,8.75
200412   ,7.03   ,6.37   ,6.28   ,4.69   ,5.49   ,5.35
200501   ,4.71   ,3.43   ,2.61   ,0.04  ,-0.13   ,1.18
200502   ,9.29   ,8.56   ,6.36   ,7.24   ,8.02   ,9.86
200503  ,-5.17  ,-4.88  ,-3.57  ,-6.36  ,-5.34  ,-6.50
200504  ,-2.32  ,-2.42  ,-1.81  ,-3.87  ,-1.90  ,-2.96
200505   ,3.20   ,2.14   ,1.35   ,2.94   ,2.15   ,5.19
200506   ,4.71   ,3.68   ,3.80   ,3.48   ,3.79   ,3.36
200507   ,6.37   ,7.03   ,6.26   ,5.55   ,6.94   ,6.97
200508  ,-0.50  ,-0.81  ,-0.56   ,2.84   ,1.70  ,-0.12
200509   ,6.64   ,5.68   ,5.44  ,10.50   ,9.72   ,7.35
200510  ,-2.11  ,-3.98  ,-5.07  ,-7.00  ,-5.37  ,-6.42
200511   ,9.08   ,7.76   ,7.93   ,9.88   ,7.79   ,6.76
200512   ,5.59   ,5.88   ,6.63   ,6.32   ,6.13   ,6.56
200601  ,10.13   ,6.99   ,8.20  ,11.81  ,10.08  ,10.11
200602   ,3.25   ,1.54   ,1.95   ,2.38   ,0.24  ,-0.48
200603   ,1.63   ,2.83   ,3.95   ,0.26   ,1.81   ,0.41
200604   ,8.43   ,7.16   ,5.94   ,8.46   ,7.62   ,7.00
200605  ,-9.17  ,-6.93  ,-8.28 ,-11.22 ,-10.02  ,-9.51
200606  ,-5.50  ,-5.57  ,-5.98   ,0.35  ,-0.47  ,-1.02
200607   ,0.18   ,0.59   ,1.23   ,0.34   ,1.28   ,1.96
200608   ,3.67   ,3.27   ,3.47   ,4.32   ,2.43   ,2.69
200609   ,3.04   ,2.23   ,0.97  ,-1.29   ,1.39   ,1.64
200610   ,5.81   ,5.19   ,5.77   ,3.28   ,4.87   ,4.88
200611   ,9.82   ,8.88   ,6.53   ,9.34   ,7.24   ,6.84
200612   ,4.77   ,5.28   ,3.18   ,4.20   ,4.81   ,4.74
200701   ,3.67   ,2.46   ,2.12  ,-3.15  ,-0.27  ,-0.87
200702   ,4.90   ,3.15   ,2.31  ,-0.89   ,0.12  ,-0.13
200703   ,5.55   ,5.70   ,4.66   ,3.80   ,4.16   ,4.40
200704   ,6.75   ,6.02   ,6.51   ,3.94   ,5.21   ,4.95
200705   ,9.69   ,8.20   ,8.71   ,3.24   ,5.53   ,5.75
200706   ,4.43   ,4.50   ,4.66   ,6.29   ,3.58   ,4.99
200707   ,6.52   ,6.96   ,5.49   ,7.96   ,6.11   ,4.83
200708  ,-6.93  ,-6.27  ,-6.73  ,-3.00  ,-2.71  ,-2.14
200709   ,5.22   ,6.52   ,5.97   ,5.54  ,10.16  ,10.80
200710   ,3.19   ,3.64   ,3.97  ,11.28  ,10.54  ,10.14
200711  ,-7.04  ,-5.77  ,-6.45  ,-7.70  ,-6.11  ,-7.21
200712   ,1.09   ,2.36   ,4.35   ,2.00   ,0.26   ,1.81
200801 ,-11.53 ,-11.15 ,-13.77 ,-10.81 ,-13.58 ,-11.11
200802   ,6.60   ,7.32   ,4.44   ,6.90   ,7.83   ,6.26
200803  ,-6.12  ,-4.75  ,-4.54  ,-5.80  ,-4.14  ,-4.77
200804   ,4.01   ,6.19   ,4.30   ,3.98   ,8.37   ,7.76
200805   ,1.21   ,1.35  ,-1.15   ,0.83   ,2.68   ,2.07
200806  ,-8.03  ,-8.52  ,-9.64 ,-10.99  ,-9.49  ,-8.94
200807  ,-3.02  ,-3.09  ,-3.07  ,-4.63  ,-4.92  ,-3.23
200808  ,-9.45  ,-7.74  ,-7.72  ,-8.72  ,-8.42  ,-7.27
200809 ,-20.66 ,-19.93 ,-19.89 ,-19.17 ,-18.15 ,-16.60
200810 ,-28.98 ,-26.49 ,-26.90 ,-28.53 ,-29.30 ,-24.46
200811  ,-7.37  ,-8.92  ,-9.66  ,-7.35  ,-6.88  ,-8.52
200812   ,8.40   ,5.64   ,5.07   ,9.75   ,5.84   ,8.25
200901  ,-4.72  ,-5.23  ,-4.30  ,-7.71  ,-6.16  ,-6.45
200902  ,-4.57  ,-3.19  ,-4.14  ,-5.97  ,-4.23  ,-5.78
200903  ,11.49  ,11.47  ,10.06  ,13.91  ,13.76  ,14.27
200904  ,18.57  ,18.39  ,18.37  ,18.85  ,17.15  ,15.82
200905  ,18.71  ,17.41  ,18.09  ,22.12  ,19.44  ,14.91
200906   ,0.14  ,-0.64  ,-1.31  ,-2.23  ,-1.42  ,-1.36
200907  ,10.59  ,12.26  ,11.03  ,12.16  ,11.08  ,10.58
200908   ,2.36   ,2.65   ,4.75  ,-0.46   ,0.14  ,-0.69
200909   ,8.53  ,10.10   ,8.84  ,10.78  ,10.42   ,7.46
200910   ,0.52   ,0.72   ,1.88  ,-1.10   ,0.10  ,-0.64
200911   ,3.73   ,5.88   ,4.67   ,4.48   ,4.00   ,4.16
200912   ,5.49   ,7.94   ,7.43   ,5.05   ,4.26   ,4.18
201001  ,-2.19  ,-2.88  ,-2.57  ,-4.88  ,-5.38  ,-4.52
201002   ,1.83   ,3.65   ,2.38  ,-0.42   ,0.57   ,0.81
201003   ,6.94   ,8.52   ,9.21   ,8.96   ,8.75   ,6.90
201004   ,2.57   ,3.75   ,3.95   ,0.47   ,0.91   ,2.37
201005 ,-10.61 ,-10.01 ,-10.04  ,-9.29  ,-8.96  ,-8.02
201006   ,0.22   ,1.25   ,0.91   ,0.10  ,-0.55  ,-0.30
201007   ,6.75   ,7.42   ,6.51   ,8.77   ,8.19   ,8.27
201008  ,-0.76  ,-0.33   ,0.97  ,-2.08  ,-1.49  ,-1.45
201009  ,10.30  ,10.44  ,11.79  ,12.00  ,11.50  ,10.77
201010   ,4.00   ,4.69   ,5.86   ,2.44   ,2.81   ,2.99
201011  ,-3.05  ,-2.57  ,-1.50  ,-3.36  ,-2.70  ,-1.17
201012   ,6.64   ,5.97   ,4.51   ,8.71   ,7.16   ,6.90
201101  ,-1.73  ,-2.69  ,-1.95  ,-3.49  ,-2.52  ,-1.64
201102  ,-2.87  ,-3.16  ,-2.83  ,-2.38  ,-0.65  ,-2.11
201103   ,2.94   ,3.90   ,3.05   ,5.01   ,5.85   ,6.06
201104   ,3.29   ,5.23   ,5.19   ,2.87   ,3.16   ,4.66
201105  ,-3.54  ,-2.08  ,-2.58  ,-4.54  ,-2.82  ,-1.32
201106  ,-2.28  ,-1.77  ,-1.18  ,-2.31  ,-0.72  ,-1.77
201107   ,1.87   ,1.81   ,0.75   ,0.23  ,-0.49   ,0.98
201108 ,-10.52  ,-9.39  ,-9.27  ,-9.94  ,-9.84  ,-7.52
201109 ,-15.97 ,-15.56 ,-14.55 ,-16.88 ,-15.38 ,-12.96
201110   ,9.56   ,9.56   ,9.40  ,12.93  ,13.48  ,11.13
201111  ,-6.43  ,-6.37  ,-6.17  ,-8.52  ,-6.91  ,-4.69
201112  ,-0.74  ,-0.19  ,-2.27  ,-1.51  ,-1.10  ,-1.48
201201   ,8.76  ,10.44   ,9.62  ,11.99  ,12.49   ,9.71
201202   ,7.84   ,8.41   ,8.78   ,6.78   ,5.44   ,6.75
201203  ,-3.25  ,-2.10  ,-2.13  ,-4.30  ,-4.03  ,-1.08
201204  ,-3.00  ,-1.52  ,-1.10  ,-2.86  ,-2.50   ,0.11
201205  ,-8.98  ,-8.97  ,-9.66 ,-11.27 ,-10.17 ,-10.61
201206   ,3.56   ,3.37   ,3.70   ,3.41   ,3.33   ,4.25
201207  ,-1.46  ,-0.49  ,-0.80   ,1.01   ,1.82   ,1.59
201208   ,2.90   ,3.53   ,2.54   ,0.41   ,1.20  ,-0.69
201209   ,5.17   ,5.72   ,4.30   ,6.32   ,5.63   ,5.92
201210  ,-0.92   ,0.34   ,0.93  ,-1.15  ,-1.49   ,0.21
201211   ,0.11   ,1.02   ,0.14   ,0.44   ,0.93   ,1.68
201212   ,4.82   ,5.17   ,5.13   ,5.63   ,5.29   ,4.78
201301   ,3.77   ,2.68   ,1.92   ,2.81   ,1.77   ,0.99
201302   ,0.22   ,1.94   ,1.28  ,-1.02  ,-0.93  ,-1.11
201303  ,-0.90   ,0.12   ,1.04  ,-2.23  ,-0.14  ,-2.17
201304   ,1.04   ,2.85   ,1.94   ,1.11   ,0.71   ,1.28
201305   ,0.12   ,0.03  ,-0.86  ,-1.51  ,-2.28  ,-2.17
201306  ,-7.79  ,-6.94  ,-5.93  ,-6.99  ,-6.74  ,-5.71
201307   ,1.36   ,1.32   ,2.25   ,2.52   ,0.56   ,2.03
201308  ,-3.27  ,-2.68  ,-3.58  ,-1.02  ,-3.55  ,-2.07
201309   ,6.66   ,6.07   ,5.91   ,8.22   ,7.21   ,5.90
201310   ,2.79   ,3.24   ,2.92   ,4.30   ,4.83   ,4.11
201311  ,-1.96  ,-1.11  ,-1.17  ,-1.86  ,-2.54  ,-0.31
201312   ,0.39   ,1.46   ,1.51  ,-0.28  ,-0.45  ,-0.99
201401  ,-2.43  ,-2.45  ,-3.27  ,-7.33  ,-6.02  ,-5.97
201402   ,4.49   ,4.26   ,4.63   ,3.41   ,3.30   ,3.72
201403   ,2.19   ,1.95   ,3.90   ,2.61   ,3.79   ,1.52
201404  ,-0.08   ,1.19   ,1.21  ,-0.15   ,0.55   ,0.90
201405   ,4.58   ,4.50   ,4.22   ,4.20   ,2.87   ,4.46
201406   ,2.64   ,2.91   ,2.23   ,3.51   ,3.02   ,2.99
201407   ,0.12  ,-0.17  ,-0.74   ,1.40   ,1.38   ,2.68
201408   ,1.88   ,2.87   ,3.26   ,2.86   ,2.59   ,1.38
201409  ,-4.27  ,-3.57  ,-2.69  ,-8.61  ,-6.55  ,-5.46
201410  ,-1.71  ,-1.74  ,-1.00  ,-1.34   ,0.70   ,1.77
201411  ,-2.73  ,-2.82  ,-2.05  ,-1.67  ,-1.15  ,-0.42
201412  ,-4.02  ,-2.54  ,-2.72  ,-4.13  ,-5.43  ,-2.62
201501  ,-0.12   ,0.32   ,1.76  ,-0.54   ,1.14   ,1.12
201502   ,2.16   ,2.06   ,2.62   ,3.64   ,2.87   ,1.88
201503  ,-0.59  ,-0.25   ,0.23  ,-0.73  ,-1.96  ,-0.55
201504  ,10.31   ,8.20   ,7.55   ,9.80   ,6.61   ,6.42
201505   ,1.71   ,0.27   ,0.24  ,-3.63  ,-3.38  ,-3.04
201506  ,-3.19  ,-2.19  ,-2.90  ,-3.39  ,-1.62  ,-2.43
201507  ,-7.71  ,-6.71  ,-5.18  ,-8.30  ,-6.26  ,-6.32
201508 ,-10.42  ,-9.98  ,-8.29  ,-8.29  ,-8.99  ,-8.55
201509   ,0.68   ,0.88  ,-1.17  ,-2.73  ,-2.00  ,-2.37
201510   ,5.84   ,5.98   ,5.55   ,7.71   ,5.47   ,8.64
201511  ,-1.96  ,-1.66  ,-1.06  ,-1.96  ,-3.70  ,-2.69
201512  ,-0.20  ,-0.09   ,0.74  ,-3.25  ,-1.41  ,-1.43
201601  ,-7.48  ,-7.79  ,-8.34  ,-7.23  ,-5.48  ,-6.08
201602  ,-0.05  ,-0.49  ,-0.98  ,-0.20  ,-0.67  ,-0.67
201603  ,10.59  ,10.21  ,10.73  ,14.32  ,12.70  ,10.86
201604   ,2.46   ,2.50   ,2.66   ,2.95   ,1.23   ,0.08
201605  ,-3.94  ,-3.03  ,-3.76  ,-5.05  ,-4.14  ,-2.12
201606   ,3.82   ,3.06   ,3.95   ,3.97   ,3.97   ,4.51
201607   ,4.45   ,5.18   ,4.09   ,5.04   ,4.17   ,5.06
201608   ,0.99   ,1.54   ,1.74   ,1.91   ,2.66   ,2.85
201609   ,1.47   ,1.94   ,2.32   ,0.43   ,1.48   ,1.21
201610  ,-0.74  ,-0.25  ,-0.35   ,2.18   ,0.05  ,-1.56
201611  ,-3.66  ,-4.53  ,-5.19  ,-5.33  ,-4.18  ,-4.40
201612   ,0.91   ,1.33   ,1.24   ,0.28   ,0.58   ,0.11
201701   ,5.18   ,4.84   ,4.00   ,6.07   ,4.92   ,5.23
201702   ,3.74   ,3.87   ,3.87   ,3.84   ,3.73   ,2.89
201703   ,2.44   ,2.95   ,4.43   ,1.67   ,2.43   ,3.88
201704   ,0.42   ,1.04   ,1.69   ,1.82   ,1.45   ,2.38
201705  ,-0.63   ,0.97   ,1.11   ,1.23   ,2.38   ,3.90
201706   ,0.38  ,-0.34   ,1.24  ,-0.35   ,1.03   ,1.24
201707   ,2.90   ,3.34   ,2.79   ,5.46   ,5.90   ,5.23
201708   ,1.50   ,1.40   ,0.59   ,1.14   ,2.88   ,1.85
201709   ,1.02   ,0.61   ,0.76  ,-1.08  ,-0.96   ,0.94
201710   ,2.15   ,3.07   ,2.37   ,3.03   ,3.11   ,3.89
201711   ,0.28   ,1.01   ,1.20   ,1.47  ,-0.23   ,0.79
201712   ,3.37   ,4.29   ,3.66   ,3.14   ,4.04   ,3.39
201801   ,6.52   ,6.01   ,5.91   ,7.23   ,9.92   ,5.86
201802  ,-3.32  ,-2.85  ,-2.61  ,-4.33  ,-4.38  ,-4.69
201803  ,-0.27   ,0.27  ,-0.66  ,-3.05  ,-1.92  ,-0.27
201804   ,0.33   ,0.06  ,-0.38  ,-0.62   ,0.10  ,-1.38
201805  ,-1.65  ,-1.82  ,-0.51  ,-3.57  ,-2.90  ,-2.98
