This file was created by CMPT_VAR_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The total    return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
199506,    0.85,    1.92,    3.61,    5.52,    9.04,    0.32,    1.21,    2.00,    1.84,    3.92,    3.26,    4.06,    7.24,    9.10,    8.96
199507,    2.27,    3.33,    4.13,    5.87,    8.23,    1.81,    2.64,    2.65,    3.94,    3.45,    5.14,    5.84,    5.92,    7.46,    9.12
199508,    1.15,    1.06,    0.70,    1.21,    1.00,    0.47,    1.57,    2.29,   -0.10,   -0.25,    2.36,    0.77,    1.82,    0.63,    1.52
199509,    6.06,    5.12,    1.06,    0.86,    2.46,    4.06,    7.47,    5.57,    4.58,    2.43,   -0.75,    1.86,   -0.38,    2.66,    2.24
199510,    1.55,   -1.75,   -1.93,   -3.32,   -1.72,    1.54,    1.55,   -1.19,   -2.68,   -0.71,   -3.27,   -6.09,   -0.07,    2.15,   -5.72
199511,    4.63,    6.15,    5.30,    0.68,    2.68,    3.28,    5.32,    5.27,    7.21,    5.15,    5.47,    4.92,   -2.66,    4.15,    1.63
199512,    3.98,    2.58,    0.69,    0.79,   -3.21,    3.78,    4.07,    3.02,    1.81,    0.90,    0.35,    1.39,    0.36,   -2.49,   -3.68
199601,    2.51,    3.15,    4.32,    1.15,    0.89,    2.63,    2.46,    3.21,    3.06,    4.59,    3.75,    1.57,    0.77,    3.09,   -1.04
199602,   -0.26,    1.05,    1.47,    3.74,    4.67,   -0.58,   -0.07,    1.09,    0.95,    1.68,    1.19,    3.75,    3.71,    5.81,    3.45
199603,    1.31,    0.99,    2.00,    2.20,   -0.82,    0.41,    1.79,    1.09,    0.89,    1.68,    2.50,    3.49,    1.23,   -0.95,   -0.70
199604,   -0.58,    0.63,    1.06,    3.74,   10.25,   -1.82,   -0.16,    0.77,    0.53,    0.64,    1.79,    2.75,    4.58,    7.84,   12.74
199605,    1.87,    2.58,    2.75,    2.61,    4.40,    1.06,    2.19,    3.52,    1.67,    2.61,    2.89,    2.78,    2.43,    4.63,    4.17
199606,    1.71,    0.78,    0.38,   -2.00,   -7.27,    2.06,    1.52,    1.43,   -0.07,    0.63,    0.02,   -2.37,   -1.56,   -4.32,   -9.15
199607,   -4.48,   -3.57,   -3.83,   -7.23,  -13.04,   -3.30,   -5.04,   -3.26,   -3.90,   -3.40,   -4.44,   -8.22,   -5.96,  -10.75,  -14.54
199608,    2.46,    1.86,    3.98,    3.46,    5.87,    2.23,    2.62,    1.44,    2.28,    3.83,    4.24,    3.05,    4.07,    5.69,    5.99
199609,    4.10,    5.26,    5.37,    6.05,    7.35,    3.29,    4.79,    5.88,    4.28,    5.02,    5.84,    5.63,    6.55,    6.63,    7.89
199610,    3.24,    3.38,    1.05,    0.85,   -4.61,    4.18,    2.78,    3.43,    3.25,    2.86,   -1.35,    2.36,   -0.94,   -3.04,   -5.74
199611,    5.95,    7.97,    5.35,    8.39,    5.24,    5.27,    6.33,    7.71,    8.43,    6.25,    4.47,    8.36,    8.41,    6.84,    4.01
199612,   -0.84,   -1.80,   -1.30,   -0.58,   -1.86,   -0.95,   -0.78,   -2.60,   -0.90,   -1.37,   -1.21,    1.20,   -1.90,   -1.35,   -2.35
199701,    3.16,    6.12,    6.81,    5.07,    5.59,    2.71,    3.57,    5.97,    6.34,    5.56,    8.26,    2.54,    7.15,    6.32,    4.95
199702,    1.42,    2.08,    2.69,   -3.66,   -6.71,    1.56,    1.30,    2.11,    2.05,    2.96,    2.21,   -2.37,   -5.27,   -6.05,   -7.26
199703,   -1.92,   -3.43,   -6.02,   -4.42,   -7.59,   -0.86,   -2.67,   -1.93,   -4.74,   -6.27,   -5.65,   -4.61,   -4.24,   -6.12,   -8.81
199704,    1.58,    6.14,    4.15,    7.17,    0.20,   -0.03,    2.66,    5.26,    7.10,    3.10,    4.92,    7.46,    6.54,    1.77,   -1.12
199705,    6.06,    5.85,    5.58,    6.96,   13.62,    4.69,    7.16,    6.52,    5.25,    4.98,    6.14,    5.45,    9.19,   11.20,   15.85
199706,    4.67,    4.49,    4.89,    4.82,    3.14,    4.02,    5.07,    4.45,    4.52,    6.79,    3.14,    5.94,    3.08,    4.07,    1.98
199707,    5.89,    7.05,    7.26,    9.14,   10.20,    5.97,    5.83,    7.27,    6.92,    4.91,    9.60,    6.12,   11.93,   11.31,    8.98
199708,   -2.51,   -6.57,   -4.43,   -4.00,    1.73,   -1.27,   -3.22,   -7.84,   -4.75,   -3.97,   -4.92,   -5.00,   -2.68,    1.58,    1.86
199709,    5.40,    6.14,    5.72,    5.58,    5.99,    4.70,    5.77,    5.98,    6.27,    6.47,    4.68,    4.92,    6.41,    5.53,    6.54
199710,   -1.86,   -3.16,   -3.06,   -1.67,   -7.53,   -0.12,   -2.73,   -2.16,   -3.75,   -3.18,   -2.95,    1.42,   -5.08,   -7.00,   -8.15
199711,    4.81,    3.82,    5.44,    3.35,   -0.62,    6.61,    3.85,    4.06,    3.66,    5.36,    5.50,    2.24,    4.26,    1.03,   -2.97
199712,    5.52,    2.38,    3.03,    1.74,   -2.65,    6.84,    4.61,    2.18,    2.52,    3.60,    2.20,    2.47,    1.11,   -1.94,   -3.67
199801,   -1.46,   -0.96,    2.15,   -0.01,    2.19,   -1.64,   -1.36,   -1.74,   -0.33,    1.86,    2.58,    1.15,   -0.99,    2.23,    2.13
199802,    6.41,    6.68,    7.30,    8.55,    8.99,    4.40,    7.86,    6.65,    6.70,    6.80,    7.87,    8.26,    8.95,    8.37,    9.66
199803,    6.73,    4.60,    4.91,    5.95,    3.00,    6.94,    6.58,    3.96,    5.32,    5.03,    4.70,    5.18,    6.64,    2.94,    3.05
199804,   -0.75,    0.73,    2.00,    1.25,    3.22,   -1.18,   -0.55,    1.02,    0.48,    1.12,    3.39,    1.00,    1.72,    2.93,    3.57
199805,   -1.73,   -0.36,   -1.72,   -5.23,   -7.14,   -1.25,   -1.93,   -1.55,    0.33,   -0.59,   -2.88,   -2.61,   -6.96,   -6.47,   -8.24
199806,    1.61,    3.48,    3.57,    6.96,    2.37,    1.36,    1.73,    1.85,    4.32,    1.95,    5.13,    9.40,    4.49,    2.74,    1.84
199807,   -4.13,   -3.38,    0.59,   -1.52,   -3.30,   -4.03,   -4.17,   -3.38,   -3.38,    1.17,   -0.37,   -2.58,   -0.01,   -0.02,   -6.80
199808,   -9.69,  -14.80,  -15.17,  -16.98,  -23.62,   -2.84,  -11.80,  -14.64,  -14.90,  -14.84,  -15.50,  -15.61,  -19.55,  -21.76,  -26.11
199809,    4.38,    6.35,    6.50,    4.88,   13.90,    5.57,    3.86,    9.95,    3.08,    7.32,    5.98,    4.04,    5.94,   13.81,   14.01
199810,    3.10,    7.55,    7.47,    9.56,    8.78,   -0.93,    5.19,    5.22,    8.93,    5.48,   10.99,    7.67,   11.40,    9.76,    7.33
199811,    4.90,    4.92,    6.38,    8.51,    9.20,    3.81,    5.36,    4.28,    5.66,    7.34,    5.11,    7.47,    9.58,    7.92,   11.12
199812,    3.11,    5.47,    7.81,   10.22,    8.03,    1.70,    3.70,    4.32,    6.72,    7.04,    8.80,   12.02,    8.85,    7.30,    8.98
199901,   -1.53,    2.15,    5.52,    8.92,   12.17,   -4.88,   -0.35,    2.14,    2.15,    5.86,    5.06,    7.35,   11.06,    7.55,   18.51
199902,   -1.06,   -1.72,   -3.68,   -6.06,   -7.99,   -3.93,    0.19,   -1.37,   -2.06,   -1.93,   -5.48,   -6.20,   -5.82,  -10.03,   -6.11
199903,    1.94,    1.79,    3.87,    4.73,    9.55,    0.43,    3.17,    3.07,    0.22,    1.31,    6.31,    5.37,    4.29,    2.93,   16.37
199904,    5.76,    3.00,    4.42,    4.33,    7.35,    6.19,    5.61,    0.01,    6.54,    7.60,    1.31,    4.65,    3.77,    5.32,    9.78
199905,   -1.09,   -2.75,   -0.12,   -2.57,   -3.82,    2.58,   -2.27,   -2.10,   -3.47,   -2.00,    2.77,   -4.42,   -0.39,   -0.60,   -6.58
199906,   -0.83,    4.87,    6.06,    7.06,    7.22,   -1.78,   -0.32,    2.87,    6.96,    3.58,    7.95,    7.97,    6.24,    7.18,    7.25
199907,   -1.50,   -2.83,   -4.39,   -2.05,   -4.03,   -1.33,   -1.64,   -1.00,   -4.89,   -4.05,   -4.73,   -4.19,    2.29,   -0.19,   -7.43
199908,   -2.20,   -2.97,   -0.85,    0.83,    1.95,   -3.14,   -1.80,    0.05,   -6.56,   -0.07,   -1.58,   -1.68,    2.90,    4.51,   -0.21
199909,   -4.96,   -3.49,   -2.50,   -2.73,    2.79,   -6.47,   -4.30,   -3.41,   -3.60,   -1.25,   -3.46,   -2.22,   -3.57,    1.42,    4.12
199910,    4.41,    7.42,    6.41,    2.24,   10.43,    5.24,    4.03,    9.41,    4.96,    6.29,    6.53,    1.65,    2.76,   10.64,   10.22
199911,   -0.93,   -0.96,    2.74,    4.49,   13.46,   -5.51,    0.03,   -2.68,    0.02,    5.36,   -0.53,    2.72,    8.21,   10.64,   16.85
199912,    3.88,    3.61,    5.16,    8.36,   20.34,   -1.69,    5.03,    7.09,   -1.00,    6.07,    3.98,    6.11,   13.99,   17.59,   23.91
200001,   -5.22,   -5.02,   -4.49,   -2.22,   -3.55,    0.87,   -6.33,   -4.69,   -5.20,   -5.52,   -3.75,   -0.08,   -4.93,   -2.06,   -4.54
200002,   -5.71,  -11.63,   -4.46,    7.50,   23.97,   -6.88,   -5.36,  -10.59,  -12.44,   -4.41,   -4.54,    6.30,    9.11,   14.95,   29.13
200003,   11.71,   10.27,   12.77,    8.76,   -5.56,    8.25,   12.82,   11.78,    9.03,   14.20,   11.05,   12.91,    4.68,    6.92,  -10.84
200004,    3.85,    2.05,   -6.32,   -1.87,  -14.54,    2.78,    4.76,    1.45,    2.82,  -11.20,   -3.10,   -0.95,   -2.78,   -7.94,  -18.93
200005,    0.50,    2.87,    0.69,   -7.20,  -10.73,   -1.08,    1.35,    3.52,    2.11,    4.36,   -2.41,   -3.71,  -10.53,   -6.61,  -13.26
200006,   -3.55,   -1.56,   -0.98,    4.68,   15.71,   -3.14,   -3.66,   -0.98,   -2.05,   -1.91,    0.20,    0.93,    8.47,    7.95,   22.01
200007,   -2.28,    1.00,    2.07,   -3.20,   -4.69,   -0.03,   -3.26,   -0.05,    2.11,    3.93,    0.72,   -3.99,   -2.30,    1.29,   -8.25
200008,    2.86,    5.30,    1.61,    8.78,   13.85,    4.29,    1.91,    7.15,    2.96,    2.98,   -0.18,    7.32,    9.97,   11.05,   16.03
200009,    3.34,    0.45,   -5.69,   -9.93,   -9.34,    6.15,    1.69,    1.92,   -0.82,   -8.53,   -2.42,   -9.66,  -10.32,  -10.42,   -8.80
200010,   -0.63,    5.18,   -1.23,   -2.18,   -9.82,    0.89,   -1.63,    6.58,    3.51,    3.02,   -4.28,    1.08,   -4.88,   -4.55,  -14.48
200011,    3.23,   -3.06,   -1.63,  -13.11,  -24.64,    2.79,    3.60,   -4.03,   -2.15,    1.20,   -5.63,   -9.84,  -15.54,  -17.31,  -32.20
200012,    4.02,    3.17,    7.51,   -0.12,   -3.50,    4.40,    3.80,    2.19,    4.00,    7.19,    7.83,    7.36,   -3.66,   -4.98,   -2.63
200101,   -7.09,   -3.22,    2.85,    9.18,   15.07,   -5.80,   -7.90,   -6.24,   -1.07,   -0.57,    6.72,    5.41,   12.26,   16.58,   13.58
200102,   -0.11,   -1.64,   -2.47,   -6.36,  -28.62,    1.03,   -1.04,   -2.19,   -0.95,    1.19,   -6.93,   -5.25,   -7.52,  -19.67,  -34.13
200103,   -3.10,   -4.49,   -4.79,   -6.12,  -16.06,   -2.39,   -3.82,   -5.20,   -3.69,   -5.06,   -3.95,   -5.77,   -6.35,   -6.99,  -21.26
200104,    4.78,    3.49,    6.26,   12.57,   16.43,    6.10,    3.63,    1.97,    5.73,    4.17,    9.25,   12.02,   13.43,   12.20,   19.53
200105,    2.58,    1.91,    2.11,    2.05,   -2.59,    2.14,    2.98,    2.16,    1.63,    1.88,    2.55,    1.22,    4.27,    1.40,   -4.30
200106,   -1.26,   -2.89,   -2.27,   -2.48,    0.71,   -2.58,   -0.11,   -2.64,   -3.09,   -4.41,   -0.47,   -0.66,   -4.29,    3.25,   -0.11
200107,    0.39,    2.58,   -2.36,   -5.30,   -7.62,    0.44,    0.35,    4.94,    0.30,   -3.00,   -0.65,   -5.62,   -4.53,   -6.11,   -8.22
200108,   -1.83,   -5.01,   -7.78,   -7.40,  -12.47,   -2.04,   -1.68,   -4.09,   -5.71,   -7.33,   -8.40,   -7.83,   -6.41,   -7.90,  -16.27
200109,   -1.96,   -4.96,   -9.76,  -15.53,  -22.44,   -1.21,   -2.55,   -5.01,   -4.90,   -7.25,  -12.76,  -11.62,  -19.14,  -20.98,  -23.77
200110,   -1.77,    1.55,    3.43,    5.74,   13.95,   -1.98,   -1.67,    2.06,    0.19,    1.53,    4.87,    0.11,   11.88,   10.61,   18.72
200111,    2.80,    6.33,    8.07,   14.17,   15.83,    1.83,    3.45,    5.51,    8.57,    8.34,    7.80,   12.20,   16.03,   16.09,   15.50
200112,    1.03,    1.83,    3.29,    2.39,    0.69,   -0.91,    2.80,    1.59,    2.07,    4.02,    2.60,    4.97,   -0.02,   -1.58,    3.77
200201,   -1.26,   -1.67,   -2.12,   -0.67,   -3.04,   -0.69,   -2.05,   -0.39,   -2.86,   -1.69,   -2.72,    0.46,   -1.71,   -3.13,   -2.96
200202,    1.84,   -0.07,   -1.54,   -6.71,  -13.69,    1.92,    1.74,    1.80,   -1.43,   -0.95,   -2.09,   -6.63,   -6.80,   -9.71,  -19.44
200203,    3.26,    1.47,    6.34,    4.80,   12.55,    2.54,    4.13,    1.99,    1.15,    6.02,    6.85,    6.74,    2.61,   11.45,   14.08
200204,   -1.66,   -4.14,   -6.46,   -5.23,  -13.92,   -1.00,   -2.26,   -2.86,   -5.19,   -7.72,   -2.37,   -6.31,   -4.34,  -10.37,  -18.76
200205,   -0.74,    0.06,    0.25,   -1.70,   -5.87,   -0.03,   -1.46,   -0.14,    0.37,    0.54,    0.07,   -0.28,   -2.98,   -3.60,   -8.65
200206,   -4.21,   -4.21,   -8.08,   -8.60,  -15.55,   -6.13,   -2.25,   -3.70,   -4.84,   -8.81,   -6.31,   -8.69,   -8.53,  -13.56,  -17.58
200207,   -5.47,   -6.48,  -11.45,   -7.70,  -11.37,   -4.58,   -6.10,   -5.74,   -7.28,  -11.19,  -11.59,   -5.97,  -10.06,  -13.39,   -9.63
200208,    1.70,    1.24,    0.78,   -0.33,    0.04,    2.01,    1.47,    2.18,    0.67,    0.69,    0.89,   -2.27,    1.37,    0.63,   -0.87
200209,   -6.63,   -9.90,  -10.07,  -10.40,  -14.90,   -6.14,   -7.00,  -10.44,   -9.48,   -7.95,  -11.57,   -8.84,  -11.74,  -14.73,  -15.25
200210,    2.68,    5.70,    8.09,   12.51,   13.77,    2.03,    3.30,    2.90,    7.63,    8.19,    8.05,   11.37,   13.32,   15.16,   10.47
200211,   -1.48,    2.35,    5.52,   11.41,   22.45,   -1.55,   -1.42,    4.17,    0.37,    5.51,    5.53,    8.62,   15.62,   19.60,   27.96
200212,   -1.39,   -3.40,   -6.37,   -7.31,  -16.36,   -0.93,   -1.69,   -2.03,   -4.40,   -5.07,   -7.53,   -6.05,   -9.27,  -17.05,  -15.54
200301,   -2.35,   -3.09,   -3.56,   -2.11,   -0.24,   -1.87,   -2.74,   -1.70,   -4.12,   -4.36,   -2.57,   -3.06,   -1.37,   -0.89,    0.50
200302,   -1.41,   -1.48,   -2.68,   -2.35,   -1.66,   -2.04,   -0.97,   -2.51,   -0.69,   -1.97,   -3.58,   -3.85,   -0.59,   -1.00,   -2.75
200303,    1.12,    2.45,    1.86,   -0.12,   -1.17,    0.98,    1.20,    2.90,    1.77,    1.62,    2.25,    0.68,   -1.31,   -1.82,    0.62
200304,    4.02,    7.50,    8.75,   11.52,   15.39,    4.32,    3.81,    5.49,   10.07,    9.26,    8.32,    9.09,   13.81,   13.96,   19.26
200305,    3.92,    3.15,    6.14,    8.35,   17.15,    6.04,    2.43,    2.72,    3.68,    5.82,    6.62,    8.67,    8.16,   15.30,   21.73
200306,    0.03,    1.64,    2.71,    0.58,    2.96,   -0.38,    0.64,    1.46,    1.87,    1.92,    3.50,    1.20,    0.00,    2.80,    3.20
200307,    1.00,    1.63,    2.14,    4.74,    6.70,    0.23,    1.81,    1.16,    2.07,    1.30,    2.76,    4.21,    5.26,    5.31,    8.32
200308,    1.59,   -0.40,    2.80,    6.73,    7.20,    1.67,    1.50,    0.04,   -0.78,    2.21,    3.41,    6.27,    7.47,    7.14,    7.27
200309,   -0.12,   -0.65,   -2.56,   -2.40,   -1.65,   -0.10,   -0.15,    0.26,   -1.36,   -3.28,   -1.79,   -2.02,   -2.84,   -2.40,   -0.76
200310,    4.90,    3.93,    5.38,   10.37,   12.29,    4.51,    5.29,    3.03,    6.08,    4.43,    6.61,   10.77,    9.88,   12.16,   12.43
200311,    0.98,    0.48,    2.17,    1.72,    3.51,    1.36,    0.57,    0.84,   -0.08,    1.63,    2.82,    1.91,    1.47,    3.54,    3.48
200312,    4.92,    4.96,    5.97,    3.13,    0.56,    5.69,    4.11,    5.76,    3.33,    6.99,    5.07,    3.02,    3.30,    0.54,    0.59
200401,    1.70,    1.32,    1.61,    3.74,    5.89,    0.92,    2.63,    1.59,    1.00,    1.99,    1.38,    2.69,    4.85,    4.33,    7.71
200402,    2.15,    1.68,    1.25,    0.80,   -0.45,    2.80,    1.31,    1.95,    1.07,    1.35,    1.12,   -0.29,    2.09,    0.38,   -1.17
200403,   -1.90,   -0.70,   -0.18,   -0.76,   -1.64,   -0.83,   -3.33,   -1.20,   -0.16,    0.67,   -1.06,   -1.96,    0.01,   -1.56,   -1.71
200404,   -0.43,   -0.66,   -0.75,   -5.29,   -7.35,   -0.06,   -0.93,    0.75,   -2.29,   -1.33,   -0.19,   -5.26,   -5.32,   -6.12,   -8.47
200405,    0.54,    0.29,    2.72,    2.10,    4.02,    0.41,    0.69,   -0.01,    0.72,    1.62,    3.82,    1.92,    2.33,    3.44,    4.58
200406,    1.08,    2.48,    3.02,    2.18,    2.76,    0.47,    1.64,    3.10,    1.57,    1.21,    5.12,    2.50,    1.93,    3.92,    1.92
200407,   -1.70,   -4.26,   -4.52,   -6.44,  -11.59,   -2.01,   -1.19,   -3.16,   -5.38,   -4.02,   -5.02,   -6.96,   -5.65,  -10.74,  -12.33
200408,    1.33,    1.09,   -1.02,   -2.25,   -3.59,    1.88,    0.31,    1.33,    0.66,   -1.67,   -0.28,   -2.61,   -1.72,   -2.72,   -4.63
200409,   -0.14,    1.43,    4.94,    3.43,    6.29,   -0.93,    0.88,    0.76,    3.10,    4.88,    5.02,    4.95,    2.29,    6.91,    5.60
200410,    0.86,    0.70,    2.29,    3.22,    3.20,    1.57,    0.19,    0.45,    1.13,    1.56,    3.05,    1.00,    4.81,    4.32,    1.88
200411,    3.73,    4.31,    5.60,    5.15,    8.31,    3.92,    3.39,    3.55,    5.79,    5.44,    5.76,    4.67,    5.60,    9.83,    7.03
200412,    3.16,    2.91,    4.01,    4.07,    5.74,    2.55,    4.03,    3.62,    2.09,    3.51,    4.38,    4.29,    3.74,    4.38,    6.81
200501,   -1.53,   -1.87,   -2.84,   -3.84,   -5.45,   -1.75,   -1.20,   -2.16,   -1.46,   -3.04,   -2.62,   -4.57,   -2.90,   -5.34,   -5.57
200502,    1.03,    3.47,    1.95,    3.59,    1.99,   -0.31,    2.55,    2.65,    4.76,    1.78,    2.10,    1.56,    5.24,    2.95,    1.20
200503,   -1.42,   -1.77,   -1.15,   -0.84,   -4.41,   -1.56,   -1.22,   -2.93,    0.07,   -1.06,   -1.25,   -0.27,   -1.25,   -2.96,   -6.13
200504,   -0.81,   -2.88,   -2.87,   -4.71,   -4.97,   -0.34,   -1.64,   -2.50,   -3.28,   -3.15,   -2.33,   -4.31,   -5.21,   -5.74,   -4.25
200505,    1.98,    3.87,    3.86,    7.41,    7.85,    1.13,    3.47,    4.13,    3.51,    4.33,    3.36,    7.84,    6.58,    7.15,    8.57
200506,   -0.87,    0.53,    2.16,    3.62,    3.13,   -1.40,    0.05,    0.43,    0.68,    1.50,    3.21,    4.52,    2.89,    3.29,    2.95
200507,    1.94,    4.71,    4.98,    7.48,    7.93,    0.61,    4.67,    3.81,    5.75,    4.34,    6.49,    7.47,    7.50,    7.97,    7.86
200508,   -0.91,   -1.59,   -0.24,    0.34,   -1.19,   -0.40,   -1.84,   -2.38,   -0.83,   -0.30,   -0.17,    1.04,   -0.25,   -0.96,   -1.55
200509,    0.03,    0.21,    2.17,    2.93,    0.77,    0.07,   -0.04,    0.54,   -0.08,    1.43,    2.92,    2.98,    2.88,    1.19,    0.25
200510,   -0.15,   -2.23,   -3.45,   -3.18,   -3.60,    0.74,   -1.67,   -3.15,   -1.04,   -2.04,   -4.62,   -2.92,   -3.53,   -3.45,   -3.81
200511,    3.84,    3.12,    4.10,    4.67,    5.38,    3.67,    4.28,    3.20,    3.07,    3.31,    5.25,    6.49,    2.52,    6.27,    3.95
200512,   -0.34,    0.37,   -0.67,    0.55,    2.08,   -0.28,   -0.50,    0.06,    0.69,   -1.14,   -0.06,    0.29,    0.79,    2.23,    1.88
200601,    0.52,    2.38,    2.85,    8.38,   11.99,    0.32,    0.95,    2.43,    2.34,    1.56,    4.35,    8.42,    8.32,   12.54,   11.28
200602,    1.28,    1.28,    0.61,   -2.78,   -4.21,    1.63,    0.92,    3.36,   -0.83,    1.33,   -0.31,   -1.14,   -5.52,   -5.53,   -2.15
200603,    1.14,    1.58,    1.88,    2.21,    4.77,    1.42,    0.74,    1.13,    2.29,    1.72,    2.12,    1.12,    4.16,    4.18,    5.45
200604,    1.38,    0.74,   -0.40,    1.06,    2.92,    2.60,   -0.24,    1.71,   -0.40,   -0.92,    0.18,    0.13,    2.30,    3.25,    2.66
200605,   -1.34,   -2.78,   -4.44,   -4.40,   -7.24,   -0.90,   -2.11,   -2.51,   -3.14,   -4.73,   -4.12,   -4.28,   -4.56,   -7.01,   -7.50
200606,   -0.12,   -0.04,    0.74,    0.76,   -0.95,   -0.61,    0.46,    0.77,   -1.27,    0.68,    0.78,    0.49,    1.12,   -1.15,   -0.75
200607,    1.44,    1.69,   -2.68,   -2.71,   -6.78,    2.52,   -0.50,    3.23,   -1.25,   -3.62,   -1.76,   -1.74,   -4.06,   -5.92,   -7.63
200608,    2.63,    2.08,    2.85,    1.54,    2.21,    3.09,    2.06,    1.76,    2.67,    3.38,    2.05,    2.68,    0.30,    0.09,    4.04
200609,    2.07,    3.39,    2.47,    1.94,    0.62,    1.87,    2.31,    3.72,    2.85,    2.47,    2.46,    2.00,    1.85,    2.00,   -0.48
200610,    2.64,    4.34,    3.18,    5.43,    5.28,    2.02,    3.33,    4.89,    3.29,    1.97,    4.33,    5.38,    5.51,    6.28,    4.37
200611,    0.79,    2.29,    1.82,    5.07,    4.77,    0.76,    0.85,    2.17,    2.50,    2.14,    1.43,    5.17,    4.98,    4.24,    5.49
200612,    2.83,    1.70,    0.70,   -2.17,   -1.62,    3.03,    2.47,    1.99,    1.11,    0.69,    0.70,   -1.68,   -2.69,   -1.76,   -1.49
200701,    0.94,    2.12,    2.41,    2.88,    2.63,    0.16,    2.03,    1.36,    3.81,    2.37,    2.46,    2.63,    3.17,    3.25,    2.13
200702,   -1.83,   -1.95,   -1.89,   -0.78,   -0.34,   -0.90,   -2.56,   -1.75,   -2.20,   -2.21,   -1.49,   -0.87,   -0.62,    0.86,   -1.78
200703,    0.66,    1.41,    1.09,    1.44,    2.28,    0.60,    0.72,    1.11,    1.78,    0.28,    1.88,    1.85,    0.84,    3.69,    0.67
200704,    3.72,    3.70,    5.18,    4.19,    3.18,    3.30,    4.12,    3.69,    3.73,    5.62,    4.66,    4.80,    3.32,    3.43,    2.89
200705,    2.81,    3.95,    4.80,    3.43,    4.54,    2.11,    3.38,    3.76,    4.16,    3.65,    6.15,    2.42,    4.58,    5.57,    3.44
200706,   -1.45,   -2.02,   -1.19,   -1.06,   -1.09,   -1.70,   -1.16,   -2.34,   -1.56,   -1.25,   -1.08,   -1.36,   -0.71,   -1.23,   -0.94
200707,   -3.59,   -2.76,   -2.85,   -3.51,   -4.85,   -2.61,   -4.70,   -1.89,   -4.40,   -3.76,   -1.42,   -2.31,   -5.26,   -5.85,   -3.73
200708,    2.45,    1.00,    1.09,   -0.58,   -0.32,    3.32,    1.10,    1.36,    0.69,    1.10,    1.07,   -0.94,   -0.25,   -0.24,   -0.44
200709,    3.58,    3.12,    3.92,    4.17,    3.73,    3.19,    4.16,    3.17,    3.00,    3.09,    4.75,    2.27,    6.16,    3.51,    3.97
200710,    2.14,    0.85,    2.71,    4.50,    0.82,    2.59,    1.55,    0.50,    1.66,    3.55,    1.67,    5.32,    3.53,    0.72,    0.97
200711,   -2.17,   -4.72,   -7.31,   -8.60,   -9.61,   -1.17,   -3.47,   -5.52,   -3.45,   -5.43,   -8.70,   -6.77,  -10.35,  -10.11,   -8.85
200712,   -0.60,    0.43,   -0.97,   -1.94,   -0.87,   -1.29,    0.35,    1.40,   -0.66,   -0.89,   -1.11,   -1.87,   -2.06,   -1.97,    0.32
200801,   -5.19,   -6.79,   -4.53,   -8.53,   -7.58,   -6.11,   -3.58,   -6.48,   -7.19,   -2.71,   -5.96,   -8.75,   -8.16,   -7.38,   -7.86
200802,   -1.66,   -1.16,   -4.04,   -6.23,   -5.87,   -1.65,   -1.67,   -0.46,   -2.25,   -2.00,   -6.02,   -6.74,   -5.60,   -5.40,   -6.48
200803,    0.06,    0.17,   -0.41,   -4.81,   -4.45,    0.42,   -0.50,    0.54,   -0.24,   -1.37,    0.32,   -4.79,   -4.83,   -3.51,   -5.78
200804,    1.95,    5.51,    6.87,    8.50,    7.66,    0.94,    2.86,    5.56,    5.43,    8.02,    5.95,    7.52,    9.74,    9.13,    5.53
200805,    1.74,    3.24,    3.27,    0.61,    0.08,    1.37,    2.15,    4.36,    1.73,    5.31,    1.49,    1.21,    0.05,    0.65,   -1.27
200806,   -5.89,   -8.41,   -8.48,  -11.31,  -12.58,   -5.64,   -6.21,   -7.71,   -9.49,   -7.38,   -9.65,  -12.72,  -10.03,  -12.55,  -12.63
200807,   -0.18,    1.75,   -2.44,   -4.56,   -3.75,    1.98,   -3.05,   -0.80,    4.94,   -0.69,   -5.74,   -4.54,   -4.58,   -4.59,   -2.47
200808,    2.22,    2.69,    1.29,    0.15,   -2.10,    2.31,    2.14,    2.76,    2.60,    1.75,    0.79,    0.82,   -0.77,   -1.47,   -2.86
200809,   -4.34,  -11.83,  -14.33,  -13.83,   -8.56,   -2.60,   -6.08,  -10.14,  -15.12,  -12.33,  -16.47,  -13.70,  -13.99,   -6.13,  -11.37
200810,  -12.57,  -15.27,  -20.57,  -24.46,  -22.90,  -11.22,  -14.36,  -13.39,  -19.96,  -21.37,  -19.38,  -23.34,  -25.19,  -29.97,  -19.07
200811,   -4.95,   -7.13,   -5.11,  -11.73,  -20.85,   -4.86,   -5.16,   -5.38,   -9.51,   -4.45,   -5.99,  -10.16,  -13.31,  -21.80,  -19.18
200812,    2.25,    1.51,    0.40,    4.18,   -1.36,    1.35,    3.85,    1.87,    0.82,    0.89,   -0.56,    5.62,    2.60,   -0.80,   -2.27
