This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 CF/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  CF/P is cashflow (earnings before extraordinary plus deferred tax income statement plus common equitys
 share of depreciation) at the last fiscal year end of the prior calendar year divided by ME at the end of December of the prior year.  Firms with negative or zero
CF/P are not included in any portfolio.
197506       28.69       25.89       17.26      938.25      625.21      443.32
197507       28.25       27.15       17.50     1062.06      707.07      473.82
197508       27.37       26.32       17.11      973.50      677.92      448.79
197509       26.12       24.99       16.04      941.66      664.57      442.68
197510       24.89       24.09       15.50      894.96      651.55      426.29
197511       24.98       24.79       15.86      963.68      680.91      438.32
197512       25.40       25.28       16.36      995.71      689.70      451.11
197601       25.06       24.81       16.21      969.51      691.54      453.10
197602       29.07       29.24       19.72     1081.09      770.56      535.83
197603       30.91       31.37       21.75     1058.30      772.69      547.15
197604       31.46       31.66       21.96     1087.18      794.69      555.00
197605       31.02       31.39       21.63     1062.92      800.48      553.98
197606       30.39       30.69       20.97     1039.68      797.89      549.37
197607       29.21       32.77       21.53     1119.13      768.48      851.35
197608       29.10       32.89       21.46     1105.47      760.98      854.80
197609       28.02       32.42       21.05     1098.43      758.62      849.57
197610       28.66       33.17       21.73     1111.06      783.92      882.92
197611       27.67       32.68       21.10     1082.90      763.43      874.64
197612       28.44       33.49       21.82     1065.10      764.67      886.33
197701       30.90       36.60       23.53     1109.01      815.84      942.86
197702       30.91       37.20       24.29     1022.76      798.38      938.16
197703       30.31       36.73       24.34     1002.77      773.43      921.54
197704       30.29       36.73       24.44      987.26      762.33      912.01
197705       30.43       36.77       24.99      967.63      776.71      931.09
197706       30.01       36.89       25.01      942.32      766.42      919.90
197707       34.58       37.14       22.10      990.68      803.66     1033.32
197708       34.50       37.23       22.07      982.27      788.03     1019.15
197709       34.94       36.82       21.65      988.04      756.36      976.23
197710       35.11       37.24       22.02      973.84      755.59      997.71
197711       34.03       36.42       21.47      930.78      726.48      956.39
197712       36.60       38.96       23.07      968.64      749.63      978.11
197801       37.24       39.31       23.30      968.12      753.38      986.02
197802       35.83       37.97       22.83      908.68      707.52      926.97
197803       36.31       38.51       23.30      877.51      691.80      929.11
197804       38.72       40.44       24.49      893.20      710.87      966.45
197805       42.09       43.34       26.25      995.97      763.53     1023.04
197806       44.73       45.69       27.79     1011.68      770.71     1015.39
197807       39.17       44.43       26.96     1027.64      706.86     1134.22
197808       41.66       46.80       28.41     1103.34      741.23     1183.21
197809       45.08       50.44       30.84     1135.40      768.23     1213.16
197810       44.22       49.35       30.82     1103.53      769.14     1223.99
197811       34.54       40.22       24.50     1000.22      688.54     1104.13
197812       37.00       42.27       25.76     1018.81      707.71     1127.84
197901       37.36       42.92       25.67     1044.73      709.63     1145.56
197902       40.48       45.90       27.84     1082.47      747.38     1199.70
197903       38.99       44.44       27.12     1031.27      722.66     1160.67
197904       42.80       47.85       29.65     1084.75      765.22     1234.44
197905       43.39       48.98       30.80     1087.40      762.18     1253.49
197906       42.29       47.65       30.64     1060.52      750.00     1219.46
197907       40.51       46.78       31.18     1056.46      887.43     1194.58
197908       41.63       48.23       32.18     1055.01      905.65     1220.07
197909       45.13       51.72       34.63     1115.60      954.54     1280.10
197910       45.42       51.13       34.10     1090.26      962.15     1290.56
197911       40.80       46.05       30.08     1019.19      894.15     1204.78
197912       44.88       48.98       31.80     1070.42      943.14     1256.30
198001       48.26       50.83       33.80     1093.58      961.81     1287.34
198002       52.15       53.61       36.84     1123.91     1024.23     1387.05
198003       51.65       51.81       36.06     1065.19     1035.70     1400.29
198004       41.67       43.04       29.39      984.55      913.16     1231.88
198005       44.40       45.10       30.83     1027.29      965.93     1280.28
198006       47.76       48.62       33.19     1079.03     1017.01     1337.10
198007       43.65       48.49       36.72      979.96     1095.41     1477.34
198008       49.40       52.50       39.87     1087.98     1145.23     1538.18
198009       53.17       54.56       41.52     1104.67     1150.62     1559.10
198010       55.44       55.88       42.52     1141.44     1189.09     1593.45
198011       58.61       56.57       43.93     1151.24     1217.59     1629.56
198012       65.12       59.09       45.56     1268.82     1343.97     1821.05
198101       61.65       58.25       44.52     1263.06     1300.72     1711.59
198102       59.30       58.76       44.81     1192.57     1232.51     1655.67
198103       59.27       58.85       45.53     1224.91     1246.22     1655.05
198104       63.59       63.25       49.01     1287.63     1302.92     1679.07
198105       64.96       65.53       50.52     1278.70     1259.28     1674.68
198106       67.57       66.21       51.50     1302.00     1249.37     1657.57
198107       58.52       65.55       55.36     1124.51     1475.00     1556.13
198108       56.91       64.08       54.23     1124.89     1475.32     1566.40
198109       51.38       60.05       51.36     1034.26     1382.04     1483.63
198110       45.72       56.15       48.72      969.27     1304.21     1382.18
198111       50.68       59.56       51.26     1050.50     1379.96     1423.47
198112       51.02       62.32       53.85     1077.91     1445.42     1468.81
198201       49.62       61.32       53.20     1045.53     1399.82     1433.94
198202       47.03       59.14       52.02     1019.27     1368.61     1403.10
198203       43.70       56.55       50.94      947.90     1279.76     1341.64
198204       42.60       56.42       51.03      930.19     1260.15     1343.42
198205       45.27       59.51       53.34      975.90     1323.48     1367.88
198206       43.63       58.10       51.72      935.23     1272.90     1331.69
198207       40.37       55.27       41.57      958.02     1105.63     1541.84
198208       39.42       54.84       40.99      948.19     1089.33     1482.18
198209       42.42       58.95       44.48     1070.72     1200.51     1652.93
198210       43.47       61.37       47.00     1084.05     1225.57     1659.82
198211       50.15       69.04       52.86     1243.28     1361.67     1796.26
198212       54.74       74.18       57.25     1345.18     1405.28     1800.20
198301       55.37       74.57       57.74     1337.22     1433.22     1829.43
198302       60.53       78.64       60.52     1365.18     1474.14     1931.51
198303       63.58       82.49       64.44     1411.02     1513.03     1943.70
198304       65.62       87.15       68.25     1455.00     1560.02     1998.75
198305       70.75       93.71       73.09     1535.82     1678.67     2154.32
198306       76.80       98.81       76.51     1541.13     1653.72     2145.65
198307       83.67       91.99       82.67     1512.24     1897.91     2232.61
198308       79.06       91.11       83.98     1427.33     1829.11     2200.13
198309       75.17       88.61       82.75     1396.29     1828.52     2282.66
198310       75.89       91.30       84.86     1416.06     1881.50     2285.21
198311       69.50       87.47       82.31     1350.08     1861.07     2261.77
198312       73.49       91.55       85.11     1408.57     1889.17     2282.23
198401       71.32       90.79       84.77     1372.01     1895.88     2253.48
198402       67.86       89.93       84.45     1296.77     1843.83     2311.33
198403       63.39       84.73       81.80     1228.03     1750.66     2259.50
198404       63.04       85.63       83.19     1244.33     1789.00     2243.45
198405       62.36       85.99       83.90     1240.31     1790.51     2288.30
198406       58.43       81.78       78.96     1153.42     1699.67     2118.31
198407       60.76       82.26       73.34     1175.94     1667.63     2044.75
198408       57.34       80.44       71.16     1142.88     1656.61     1998.36
198409       65.04       88.40       77.32     1284.49     1830.18     2204.28
198410       62.99       89.67       79.16     1235.18     1797.19     2266.38
198411       61.13       89.91       80.03     1227.92     1825.44     2262.01
198412       58.63       88.93       80.50     1195.85     1799.42     2252.48
198501       59.81       90.56       81.94     1230.68     1840.75     2299.68
198502       68.29      100.12       88.70     1354.49     2012.82     2424.90
198503       69.77      103.24       90.59     1355.86     2038.03     2475.01
198504       66.93      102.57       92.21     1334.05     2020.40     2503.69
198505       64.96      103.00       92.16     1312.26     2002.26     2524.98
198506       67.41      108.11       95.04     1396.48     2135.13     2561.38
198507       73.12       88.35       74.99     1680.02     1896.72     2643.63
198508       75.57       90.28       75.67     1683.84     1885.46     2602.88
198509       74.28       89.95       76.17     1649.71     1853.01     2617.99
198510       68.85       85.72       73.44     1578.30     1788.55     2517.57
198511       71.22       88.63       75.72     1645.40     1858.27     2642.25
198512       77.16       93.98       80.04     1800.09     1998.21     2753.93
198601       80.71       97.04       83.86     1886.08     2109.61     2843.89
198602       82.32       98.51       86.18     1926.80     2110.34     2845.60
198603       87.94      105.18       92.66     2105.30     2270.75     3017.52
198604       91.11      110.72       98.19     2246.44     2401.28     3174.44
198605       93.35      112.18       99.90     2258.77     2393.08     3078.61
198606       96.35      117.05      103.22     2400.81     2506.08     3214.61
198607       96.04      105.97       89.26     2217.17     2413.79     3336.30
198608       86.24       97.34       83.26     2075.53     2247.40     3256.27
198609       88.58      100.20       86.43     2180.21     2374.08     3563.29
198610       81.55       93.81       82.95     1967.81     2158.47     3298.24
198611       85.16       96.09       85.73     2104.32     2272.30     3458.55
198612       85.16       97.04       84.86     2155.22     2318.69     3515.77
198701       82.66       94.63       81.48     2115.81     2246.31     3399.58
198702       93.54      104.31       88.92     2429.83     2527.63     3812.74
198703      101.42      111.14       93.97     2627.06     2689.79     3762.96
198704      102.57      112.59       96.46     2662.10     2735.51     3881.45
198705       99.61      108.16       92.16     2609.68     2693.36     3821.80
198706       99.37      107.91       91.37     2638.81     2713.70     3807.24
198707       96.12      117.41       92.01     2770.02     2975.54     3739.11
198708       97.88      122.12       94.50     2953.44     3101.73     3825.76
198709      100.51      126.82       97.38     3097.12     3244.01     3944.87
198710       98.70      124.15       94.34     3033.73     3160.17     3846.14
198711       67.55       89.94       68.71     2343.18     2428.99     3194.62
198712       63.17       85.93       66.43     2123.57     2236.26     2940.94
198801       68.39       91.95       70.32     2309.48     2403.50     3083.73
198802       69.53       95.79       73.52     2348.35     2492.19     3322.63
198803       74.74      102.76       79.18     2454.04     2636.40     3418.55
198804       77.69      106.35       80.02     2376.13     2549.15     3349.44
198805       80.04      106.57       81.16     2359.34     2557.94     3413.65
198806       77.53      104.38       79.63     2363.84     2562.06     3471.45
198807       85.23      103.49       73.21     2631.33     2639.32     3255.66
198808       82.93      102.67       73.36     2594.50     2626.14     3202.82
198809       79.90       99.28       72.04     2514.68     2551.51     3090.99
198810       81.80      102.85       73.67     2640.98     2651.11     3190.14
198811       80.59      101.97       73.99     2676.79     2722.64     3269.03
198812       77.98       99.42       71.52     2587.71     2645.46     3233.80
198901       81.72      101.34       74.69     2647.62     2688.25     3285.46
198902       84.73      105.58       78.15     2832.23     2851.77     3510.32
198903       85.10      106.29       78.13     2761.20     2783.72     3421.49
198904       87.69      108.38       79.62     2824.83     2814.35     3533.11
198905       92.79      112.48       83.39     3005.91     2868.63     3699.37
198906       96.86      115.90       87.26     3145.90     2970.99     3833.27
198907       94.32      120.39       83.63     2968.42     3015.20     3506.52
198908       98.26      125.53       86.55     3274.92     3279.46     3743.94
198909      100.60      129.40       89.28     3296.24     3324.14     3856.69
198910      101.57      130.14       89.76     3270.26     3279.92     3854.27
198911       95.77      123.66       84.26     3222.30     3185.31     3720.57
198912       96.28      123.25       84.85     3320.18     3251.12     3750.25
199001       95.88      123.10       82.96     3390.40     3254.95     3884.57
199002       87.60      112.51       75.72     3147.88     3054.74     3584.38
199003       89.70      114.62       77.73     3163.15     3089.38     3647.58
199004       94.37      118.52       80.57     3253.80     3166.20     3686.99
199005       91.34      114.92       77.20     3211.89     3088.14     3518.87
199006       98.58      121.97       82.71     3578.36     3378.68     3739.82
199007       92.87      114.62       87.78     3411.67     3785.60     3142.66
199008       89.38      110.87       83.89     3394.06     3768.18     3138.88
199009       77.03       96.69       73.21     3088.13     3438.64     2825.91
199010       69.62       88.57       66.71     2893.30     3307.33     2671.74
199011       65.80       84.03       61.60     2873.09     3283.83     2674.53
199012       71.56       89.53       64.83     3118.59     3460.96     2805.18
199101       74.45       92.67       67.73     3212.42     3537.98     2871.55
199102       81.93       99.29       73.44     3371.58     3691.78     2996.87
199103       90.59      109.71       81.29     3636.29     3917.19     3166.99
199104       97.11      115.93       85.31     3774.00     4001.84     3181.14
199105       96.84      116.98       87.09     3740.36     4010.36     3213.44
199106      100.68      122.78       89.84     3904.02     4123.82     3358.82
199107       96.01      117.86       76.85     3656.00     3994.24     2572.52
199108      100.23      121.32       79.59     3896.14     4122.37     2694.45
199109      104.86      124.25       82.49     4012.90     4188.81     2758.57
199110      106.04      124.25       82.25     3912.85     4163.52     2699.66
199111      108.79      126.14       83.07     3971.78     4196.63     2780.79
199112      104.44      121.48       79.04     3903.02     4010.91     2603.28
199201      114.99      129.99       84.82     4464.72     4407.05     2814.06
199202      120.84      139.09       93.86     4354.13     4317.52     2847.23
199203      122.78      142.74       98.50     4361.01     4345.03     2913.69
199204      117.02      140.51       97.14     4232.42     4248.91     2891.85
199205      112.90      136.29       95.12     4206.33     4415.24     3007.80
199206      113.61      138.18       95.20     4238.88     4424.40     3017.18
199207      107.95      131.32       84.69     4139.18     3768.88     3491.18
199208      111.33      136.83       87.25     4275.43     3936.92     3670.79
199209      107.28      134.90       85.90     4232.75     3835.81     3624.01
199210      108.72      136.96       87.81     4237.10     3926.50     3683.27
199211      114.60      140.10       90.12     4318.41     3955.41     3646.47
199212      125.83      149.28       95.43     4505.40     4085.21     3693.02
199301      130.06      154.74       99.11     4491.22     4151.81     3827.83
199302      132.49      160.58      104.59     4458.58     4164.26     3892.29
199303      124.71      158.59      105.67     4417.61     4188.58     4050.67
199304      127.48      163.16      109.11     4488.29     4277.95     4155.37
199305      122.09      158.15      106.92     4303.46     4129.60     4089.79
199306      129.34      163.82      110.03     4483.33     4206.48     4146.23
199307      138.31      159.50      100.18     3994.49     4085.65     4597.28
199308      138.14      162.52      101.04     3914.25     4064.31     4650.99
199309      143.71      168.97      105.26     4053.30     4189.87     4815.05
199310      148.70      172.72      107.50     4056.75     4194.97     4809.57
199311      152.15      176.00      110.25     4155.13     4226.52     4794.67
199312      147.80      169.12      108.13     4153.72     4161.63     4578.52
199401      152.82      177.75      110.99     4208.55     4265.71     4603.96
199402      157.82      180.55      114.79     4286.17     4417.66     4714.36
199403      157.97      183.12      113.72     4189.97     4330.47     4498.54
199404      148.67      175.12      107.38     3984.84     4138.65     4329.83
199405      148.68      177.22      108.33     4018.10     4193.43     4363.06
199406      143.67      175.16      107.25     4079.36     4249.44     4350.68
199407      123.41      137.13      104.69     3565.06     4306.79     3900.90
199408      125.43      139.19      106.75     3697.20     4435.56     4027.53
199409      135.74      144.92      110.25     3887.65     4599.09     4123.90
199410      137.07      143.42      110.23     3845.14     4464.79     3991.42
199411      138.65      142.90      109.37     3942.47     4512.12     4103.80
199412      134.19      137.93      105.42     3852.13     4304.10     3954.57
199501      135.88      140.51      105.04     3909.90     4371.53     3951.82
199502      133.84      140.14      105.39     4004.87     4473.36     4086.12
199503      140.13      145.15      109.21     4145.81     4678.82     4240.15
199504      145.20      147.30      110.06     4269.49     4795.06     4328.30
199505      147.17      151.72      113.10     4314.16     4957.56     4500.79
199506      148.08      153.80      115.98     4452.52     5149.94     4711.92
199507      143.41      145.11      110.63     4204.79     5162.68     4512.87
199508      154.09      152.13      116.51     4377.22     5334.83     4704.54
199509      156.82      156.37      119.74     4387.94     5356.59     4819.01
199510      159.96      157.98      121.23     4561.65     5584.83     4977.11
199511      151.64      152.03      115.64     4555.03     5563.46     4906.27
199512      156.39      157.39      120.21     4770.90     5781.70     5132.76
199601      159.05      161.17      121.49     4771.09     5937.10     5266.57
199602      158.23      159.77      121.29     4880.00     6123.52     5449.56
199603      165.06      162.75      125.09     4985.76     6200.17     5544.35
199604      169.64      167.31      129.75     5011.17     6297.06     5481.48
199605      183.28      175.65      134.74     5121.02     6407.32     5532.11
199606      193.42      183.42      141.37     5284.73     6509.74     5612.74
199607      179.63      176.50      134.43     5860.42     5584.65     5056.86
199608      160.70      166.90      125.75     5516.19     5362.71     4857.64
199609      170.58      174.25      133.21     5704.97     5485.85     4966.88
199610      178.86      178.36      137.46     6057.99     5784.29     5128.84
199611      172.47      178.60      138.74     6044.65     5991.66     5319.39
199612      176.42      187.58      143.11     6441.93     6456.10     5750.80
199701      178.77      191.66      147.36     6306.36     6378.37     5695.19
199702      183.92      197.93      150.29     6710.76     6762.92     5970.43
199703      175.37      198.57      148.74     6709.65     6810.41     6024.38
199704      163.73      192.60      144.85     6327.33     6574.65     5733.49
199705      160.61      195.04      143.45     6771.70     6910.33     5972.97
199706      181.94      214.27      155.95     7308.49     7293.47     6264.19
199707      193.06      202.36      151.58     7712.69     6821.55     5473.58
199708      202.51      211.31      159.80     8444.32     7359.11     5682.87
199709      208.99      217.89      165.36     7943.45     7081.54     5577.75
199710      223.64      234.87      178.26     8430.87     7436.92     5954.61
199711      212.40      227.18      171.13     8150.27     7124.27     5862.43
199712      208.98      225.68      170.00     8464.83     7445.00     6173.44
199801      207.53      229.88      172.60     8563.08     7628.45     6388.53
199802      203.87      227.29      170.56     8817.44     7520.31     6416.00
199803      221.66      240.95      183.32     9560.07     8149.01     6691.92
199804      230.25      250.48      192.69     9965.12     8528.74     7239.45
199805      234.05      253.69      197.23    10166.38     8691.96     7146.33
199806      219.13      244.40      189.89     9884.28     8564.89     7218.90
199807      233.44      230.11      177.57    11092.51     8537.47     5978.15
199808      215.74      213.68      163.69    10971.91     8481.40     5795.12
199809      168.93      176.73      135.45     9306.16     7159.28     5139.36
199810      181.68      180.97      139.68     9963.85     7350.57     5531.38
199811      188.46      187.71      145.16    10745.98     8010.39     5658.65
199812      201.88      198.49      150.29    11477.11     8523.94     5848.38
199901      212.37      205.44      155.99    12502.95     8846.67     5748.61
199902      217.44      203.41      156.29    13073.19     9050.33     5669.20
199903      198.86      188.69      143.21    12632.81     8704.23     5596.31
199904      198.61      183.58      141.00    13311.78     8764.19     5755.45
199905      217.09      201.02      155.87    13420.67     9517.17     6362.33
199906      221.06      205.66      160.53    13007.49     9522.26     6327.34
199907      218.64      209.74      146.72    15892.55     7920.04     4011.49
199908      214.25      209.34      145.55    15498.43     7706.72     3879.59
199909      206.45      200.49      141.44    15601.73     7385.80     3757.83
199910      206.17      196.84      136.14    15244.67     7033.93     3721.88
199911      203.92      191.54      130.97    16641.90     7256.01     3966.91
199912      222.15      199.71      135.71    17121.41     7262.91     3872.62
200001      250.68      208.37      142.68    18682.90     7383.93     3950.75
200002      246.51      205.17      135.46    17677.65     7184.46     3706.69
200003      294.13      214.95      142.14    18105.46     6548.23     3465.26
200004      273.04      215.40      145.50    19794.17     7369.42     3829.28
200005      245.76      210.66      143.78    18937.83     7266.52     3913.20
200006      227.41      199.61      141.92    18407.33     7186.12     3573.47
200007      210.27      192.81      139.37    18723.45     5749.03     4139.09
200008      200.97      198.53      141.79    18420.25     5899.68     4225.53
200009      217.79      208.59      149.79    19826.95     6340.31     4496.87
200010      209.58      209.25      148.46    18705.75     6545.27     4571.96
200011      201.90      206.82      146.73    18261.23     6819.12     4649.75
200012      176.30      203.83      144.63    16562.75     6536.89     4507.67
200101      188.78      220.71      157.74    16413.85     6782.21     4935.26
200102      210.23      229.19      165.27    16995.22     6900.69     4916.84
200103      194.04      229.39      165.52    15241.63     6759.97     5086.14
200104      185.25      226.77      163.14    14134.37     6648.18     5024.54
200105      200.96      237.10      174.49    15402.28     6923.45     5335.08
200106      210.59      248.13      183.14    15575.10     7140.20     5377.12
200107      297.89      259.01      181.03    15967.09     9686.85     6977.80
200108      282.70      250.85      181.62    15749.58     9634.73     7169.10
200109      268.57      247.20      181.38    14578.90     9261.25     6722.56
200110      230.22      220.08      154.75    13345.44     8416.86     6266.18
200111      248.98      228.56      164.83    13826.52     8562.21     6055.67
200112      268.23      244.53      176.93    14976.12     9169.23     6488.25
200201      288.99      259.98      189.86    15111.98     9394.97     6730.28
200202      286.10      262.88      194.70    14967.56     9369.80     6559.37
200203      270.38      264.39      196.82    14636.89     9268.89     6433.12
200204      295.84      285.58      216.21    15097.92     9747.00     6731.31
200205      293.74      299.04      228.24    14138.61     9347.82     6308.74
200206      280.09      290.06      221.74    13919.41     9343.43     6324.07
200207      311.68      290.99      225.86    15624.74     9471.33     5893.07
200208      263.63      258.56      193.16    14672.90     8682.41     5361.89
200209      265.82      260.12      194.95    14743.26     8767.28     5241.25
200210      244.59      247.86      183.11    13310.82     7754.97     4722.99
200211      259.70      253.39      184.95    14462.50     8363.28     5016.07
200212      285.80      265.74      194.41    15266.46     8687.14     5261.39
200301      268.86      259.16      190.95    14190.40     8391.83     5216.02
200302      265.30      251.94      185.18    13836.76     8171.73     4947.70
200303      254.67      247.48      181.22    13708.46     7958.19     4741.18
200304      258.71      249.85      182.94    13805.48     7981.07     4780.72
200305      283.77      271.96      197.58    14986.27     8543.03     5116.66
200306      315.58      287.96      216.47    15707.82     9049.56     5511.82
200307      312.52      286.35      222.23    14835.06     9479.98     7444.93
200308      335.57      302.41      229.50    15268.90     9751.80     7256.68
200309      353.23      314.10      239.14    15502.65    10020.57     7425.27
200310      343.58      310.50      237.41    15309.94     9871.62     7457.54
200311      377.47      333.92      259.77    16221.22    10475.67     7933.75
200312      390.43      346.47      270.37    16315.01    10603.61     8116.90
200401      396.38      355.72      283.94    17039.25    11072.14     8495.59
200402      413.08      365.24      292.42    17375.89    11229.14     8541.81
200403      413.29      373.79      301.49    17599.36    11480.66     8659.66
200404      417.45      378.12      310.56    17277.59    11306.37     8579.25
200405      400.07      368.32      303.16    17126.23    11074.86     8424.53
200406      407.61      372.62      303.32    17370.33    11260.98     8240.68
200407      397.66      400.26      386.13    14846.19    13917.15    10809.56
200408      365.79      384.58      370.98    14023.55    13552.71    10880.65
200409      360.28      384.91      369.94    13917.80    13751.24    10941.02
200410      377.78      401.84      389.74    14101.25    13669.09    11340.12
200411      390.97      409.34      394.24    14416.03    13736.90    11469.27
200412      421.70      441.93      434.32    14735.52    14312.76    12149.97
200501      436.86      455.25      448.33    15281.90    14881.20    12363.06
200502      417.43      442.41      445.95    14745.12    14625.45    12236.28
200503      424.34      449.86      465.78    14869.48    14770.79    13206.39
200504      414.45      443.85      454.56    14672.67    14561.96    12995.55
200505      385.94      424.62      427.46    14471.22    14187.54    12721.21
200506      412.74      449.78      453.16    15099.35    14594.97    13134.19
200507      426.60      472.84      449.48    15201.62    14341.09    12257.73
200508      455.57      501.59      477.97    15921.09    14841.53    12657.01
200509      448.33      491.97      470.27    15686.27    14669.54    12682.27
200510      451.78      486.79      480.37    15531.60    14755.45    13182.98
200511      438.72      476.37      461.65    15532.95    14629.58    12460.18
200512      460.36      493.82      477.72    16205.99    15236.12    12769.80
200601      460.14      492.43      476.76    16188.80    15256.63    12808.29
200602      494.49      532.72      520.07    16606.42    15484.52    13670.29
200603      491.23      531.61      511.13    16681.30    15738.26    13398.86
200604      517.57      557.60      538.17    16972.67    15884.66    13558.86
200605      515.04      566.02      553.12    16890.72    16213.38    13906.67
200606      484.34      537.67      529.76    16479.91    15893.08    13464.05
200607      494.56      544.53      512.42    14104.20    18104.26    14412.33
200608      473.75      531.05      501.82    13850.67    18206.94    14807.21
200609      488.98      541.74      511.99    14407.15    18547.80    14780.21
200610      491.47      552.44      516.42    14780.89    19136.69    14913.37
200611      516.16      580.43      544.17    15291.68    19836.51    15609.38
200612      527.52      593.74      565.69    15551.42    20060.00    16222.61
200701      527.80      597.63      568.17    15685.83    20440.42    15984.25
200702      535.23      604.32      580.09    16094.34    20773.56    16114.43
200703      537.25      602.45      577.83    15755.19    20351.28    15833.60
200704      543.46      608.10      590.00    15929.15    20529.60    16273.83
200705      552.44      614.85      604.52    16649.57    21419.23    17078.29
200706      577.63      638.18      620.16    17201.20    22048.68    17918.14
200707      581.60      643.48      628.40    16045.10    21768.50    18017.49
200708      552.73      602.34      571.05    15785.84    21026.68    17511.59
200709      565.71      613.05      561.29    16050.17    21535.48    17442.63
200710      576.84      608.69      562.21    16947.29    22078.03    18337.99
200711      585.06      616.26      572.46    17913.84    22190.18    18760.86
200712      541.32      577.46      528.91    17111.85    21582.83    17831.04
200801      540.67      565.03      528.61    16899.21    21073.51    18265.36
200802      499.68      526.47      506.38    15401.86    20369.60    16998.94
200803      476.13      509.32      506.30    14873.67    19365.70    17035.40
200804      476.95      511.07      507.33    14897.78    19153.42    16850.10
200805      491.71      528.58      528.60    15551.92    19708.59    18112.67
200806      513.76      550.96      563.84    16039.63    19552.10    18789.14
200807      427.90      436.43      438.43    15228.31    17212.26    13227.79
200808      441.11      453.84      451.93    15299.18    17162.59    12477.39
200809      459.70      477.56      474.40    15512.48    17459.65    12784.94
200810      418.28      451.86      432.11    13889.10    16046.88    11712.32
200811      337.28      369.85      338.56    11759.29    13417.56     9436.72
200812      297.98      334.55      287.50    10867.91    12437.71     8931.33
200901      311.09      346.84      312.77    11048.16    12597.74     9080.51
200902      280.39      299.09      274.64    10429.56    11417.08     8201.07
200903      255.25      262.89      237.57     9312.60    10149.34     7118.64
200904      280.31      286.93      266.31    10126.55    10927.42     7708.34
200905      324.41      334.02      321.78    10878.28    11981.06     8643.64
200906      332.49      337.82      333.31    11501.99    12440.48     9124.59
200907      350.11      375.36      294.99    13051.17    13164.72     7702.47
200908      379.06      408.37      329.49    13913.56    14155.58     8322.30
200909      379.62      424.11      346.85    14280.89    14581.81     8435.31
200910      395.69      446.55      371.54    14837.89    14911.54     8943.70
200911      375.88      421.18      350.76    14425.78    14711.44     8756.39
200912      381.52      435.20      360.32    15252.57    15605.75     9135.12
201001      410.20      466.83      388.66    15486.13    15982.37     9572.00
201002      395.52      452.60      379.01    15077.29    15315.06     9084.55
201003      409.72      473.87      400.49    15504.19    15886.68     9424.14
201004      440.34      509.33      430.25    16380.59    16776.19    10050.76
201005      458.45      533.65      463.62    16329.09    17128.41    10352.01
201006      427.04      499.05      424.52    15159.10    15801.13     9234.75
201007      429.91      448.78      394.17    10807.66    16502.12    11007.44
201008      452.79      478.07      423.74    11597.75    17513.69    11908.78
201009      419.18      439.81      393.23    10954.26    16788.90    11553.30
201010      473.96      490.74      434.88    12221.93    18244.34    12446.04
201011      491.64      514.27      456.22    12747.20    18878.05    12964.47
201012      508.09      536.00      470.98    12797.44    18896.20    12827.99
201101      550.12      566.71      501.68    13750.12    19967.13    13684.22
201102      547.20      563.59      505.84    14074.43    20429.27    13888.94
201103      571.44      591.37      532.86    14578.14    21167.63    14388.25
201104      590.90      610.36      553.80    14605.88    21094.53    14710.90
201105      601.88      628.62      563.54    15050.49    21834.30    15084.93
201106      593.12      616.47      549.72    14958.32    21821.51    14921.90
201107      604.11      584.76      479.11    11230.61    20218.43    18593.52
201108      574.85      567.44      462.18    11069.57    19847.66    18015.27
201109      516.40      523.36      423.90    10421.10    18948.69    16838.31
201110      457.73      471.57      376.02     9659.79    17608.46    15776.82
201111      531.23      541.71      429.65    10804.99    19549.32    17507.97
201112      525.85      542.82      426.89    10651.01    19695.64    17463.95
201201      526.47      545.48      432.75    10472.05    19971.34    17760.08
201202      563.32      578.56      458.59    11379.04    20831.09    18163.69
201203      578.92      591.58      473.60    12077.68    21579.91    19003.60
201204      592.46      606.35      484.39    12549.30    22283.74    19170.35
201205      584.89      594.88      471.58    12434.32    22161.28    19048.23
201206      544.73      566.06      445.94    11547.50    20883.51    17872.77
201207      547.79      584.16      409.53    13037.67    19549.55    15632.47
201208      537.79      575.64      408.56    13104.90    19839.46    15790.39
201209      561.65      590.33      424.45    13468.81    20217.72    16173.86
201210      578.34      611.53      437.15    13878.44    20645.35    16634.68
201211      566.28      601.96      436.78    13506.47    20189.57    16721.54
201212      566.25      604.08      440.56    13861.30    20283.36    16351.12
201301      582.48      625.51      453.70    14004.17    20259.84    16781.88
201302      615.04      655.99      486.33    14864.72    21161.44    17828.49
201303      626.13      662.45      488.55    15052.44    21475.95    17935.64
201304      654.02      697.31      506.11    15654.06    22277.49    18584.25
201305      647.51      691.86      503.00    15860.73    22660.46    19031.20
201306      678.87      725.79      532.71    16244.16    23092.18    19723.89
201307      680.61      693.73      543.86    15892.93    23353.67    17710.13
201308      726.28      747.18      578.56    16793.52    24514.35    18629.01
201309      713.68      723.87      554.92    16400.41    23835.78    18016.59
201310      755.34      766.89      585.75    17181.12    24444.99    18500.36
201311      775.31      801.45      609.65    17836.23    25624.17    19274.85
201312      811.37      841.58      626.70    18320.31    26367.76    19964.07
