This file was created by CMPT_ME_PRIOR_RETS using the 202006 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
ST_Rev is the average of the returns on two (big and small) low prior return portfolios
minus the average of the returns on two high prior return portfolios.  The portfolios
are constructed monthly.  Big means a firm is above the median market cap on the NYSE
at the end of the previous month; small firms are below the median NYSE market cap.
Prior return is measured from month - 1 to - 1.  Firms in the low prior return
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above
the 70th NYSE percentile.

Missing data are indicated by -99.99 or -999.

          ST_Rev
192602  -2.01
192603  -5.81
192604  -1.12
192605  -1.28
192606   4.00
192607  -1.84
192608   1.39
192609  -0.18
192610  -2.03
192611   0.96
192612   1.95
192701  -2.00
192702  -1.31
192703  -3.30
192704  -3.54
192705  -0.67
192706  -0.68
192707  -0.76
192708  -1.21
192709  -1.10
192710  -2.79
192711   4.47
192712  -0.28
192801   0.74
192802   0.18
192803  -5.71
192804  -0.67
192805   3.16
192806   0.97
192807  -1.70
192808   0.08
192809  -0.46
192810  -2.23
192811  -1.69
192812  -1.34
192901  -6.72
192902  -0.10
192903  -2.66
192904   1.08
192905  -2.32
192906   1.37
192907  -1.54
192908  -1.95
192909   1.72
192910  -2.47
192911  -7.99
192912   1.56
193001   5.45
193002   0.08
193003   1.78
193004  -0.13
193005   3.44
193006  -6.14
193007   6.10
193008   1.91
193009  -3.71
193010  -3.69
193011   1.48
193012  -2.82
193101  16.39
193102  -2.86
193103   5.07
193104  -5.49
193105  -3.47
193106  17.73
193107   7.57
193108   1.79
193109   2.61
193110  18.23
193111   1.25
193112  -5.87
193201  15.78
193202   9.55
193203  -0.63
193204  -1.72
193205  -0.27
193206  15.86
193207  -1.58
193208 -19.90
193209   9.55
193210  -1.53
193211  -0.06
193212  -0.56
193301   7.72
193302   3.13
193303  10.16
193304 -12.28
193305   2.49
193306   0.00
193307   7.96
193308   8.29
193309  -0.45
193310  -1.18
193311   5.97
193312  -0.69
193401   9.78
193402   2.18
193403   1.28
193404   0.08
193405  -6.07
193406  -0.85
193407  -4.97
193408  12.75
193409   1.81
193410   0.02
193411   2.09
193412  -2.96
193501   2.77
193502  -2.95
193503  -2.04
193504   3.09
193505   3.97
193506   1.98
193507  -1.23
193508  -3.45
193509  -0.59
193510   1.69
193511   5.81
193512  -3.21
193601  -1.46
193602   1.94
193603   1.79
193604  -0.69
193605   3.37
193606   1.19
193607   2.60
193608  -0.59
193609   1.25
193610   0.28
193611  -2.09
193612  -3.16
193701  -2.23
193702   2.38
193703  -2.84
193704   1.52
193705   0.09
193706  -2.10
193707   6.62
193708   4.15
193709  -5.90
193710  -3.58
193711  -1.75
193712  -3.30
193801   6.70
193802   4.49
193803   8.24
193804  13.68
193805   7.14
193806  23.95
193807  -3.94
193808  -1.08
193809   1.02
193810   3.60
193811   1.42
193812   2.44
193901   4.50
193902   3.92
193903   4.93
193904   3.40
193905   3.44
193906   3.57
193907  14.10
193908   7.13
193909  19.82
193910  12.75
193911  -9.06
193912  -0.88
194001   3.13
194002   2.74
194003   2.01
194004   1.98
194005  -0.69
194006   5.48
194007   2.50
194008   1.33
194009  -0.49
194010   0.33
194011   1.04
194012   2.19
194101   3.96
194102   0.47
194103   1.83
194104  -1.97
194105   1.03
194106   1.16
194107   1.46
194108   0.72
194109  -0.42
194110  -2.09
194111  -1.89
194112  -1.86
194201   9.42
194202   0.93
194203  -1.97
194204   0.67
194205  -0.33
194206   0.58
194207   2.26
194208   0.19
194209   1.23
194210  -1.41
194211   6.47
194212   2.00
194301   5.75
194302  -5.52
194303  -2.06
194304   1.17
194305  -0.44
194306   2.12
194307   0.08
194308   2.42
194309   0.52
194310   3.12
194311  -0.51
194312   8.77
194401   1.10
194402   0.27
194403  -0.19
194404   1.96
194405   2.51
194406  -1.49
194407   3.18
194408   2.29
194409   1.27
194410   0.56
194411   0.90
194412  -1.67
194501   3.30
194502   0.96
194503   3.74
194504   4.14
194505   2.12
194506   0.05
194507   3.39
194508   1.96
194509   0.19
194510  -1.29
194511  -1.75
194512   2.35
194601   1.91
194602   2.90
194603  -1.15
194604  -4.49
194605   2.15
194606   1.45
194607  -0.64
194608  -1.09
194609  -2.95
194610   1.14
194611  -0.08
194612  -0.07
194701   4.58
194702   0.79
194703   0.34
194704  -2.79
194705  -2.09
194706   0.35
194707   2.08
194708   1.55
194709  -0.65
194710   2.24
194711  -0.03
194712  -0.54
194801   4.01
194802   0.71
194803   6.02
194804  -0.24
194805   0.99
194806   0.93
194807   1.41
194808   0.53
194809   0.34
194810   2.35
194811   3.98
194812   0.11
194901   4.39
194902  -1.10
194903   2.73
194904   0.60
194905  -1.74
194906  -0.24
194907   2.62
194908   1.14
194909   0.44
194910   0.50
194911  -0.19
194912   0.69
195001   0.76
195002   1.10
195003   0.96
195004   2.08
195005  -1.00
195006   0.96
195007   0.75
195008   5.36
195009   0.31
195010   2.68
195011   1.00
195012  -5.70
195101   2.99
195102   2.53
195103  -0.39
195104   1.74
195105   1.87
195106  -1.87
195107   4.08
195108   0.13
195109   1.30
195110   2.39
195111   1.08
195112   1.42
195201   1.83
195202   1.10
195203   0.60
195204   0.40
195205   1.55
195206   0.72
195207   1.09
195208   0.36
195209  -1.18
195210   0.75
195211   1.81
195212   2.06
195301   2.16
195302  -0.58
195303   0.71
195304   0.69
195305   0.32
195306  -0.05
195307   0.86
195308   0.33
195309  -0.73
195310   0.24
195311  -0.20
195312  -1.24
195401   4.98
195402   1.20
195403   0.12
195404  -1.44
195405   2.58
195406   1.95
195407   1.23
195408   2.09
195409  -0.37
195410   0.37
195411  -0.68
195412  -0.10
195501   1.77
195502   1.71
195503   1.25
195504   1.30
195505   0.07
195506  -0.87
195507  -1.39
195508   2.54
195509   2.58
195510   0.00
195511   3.65
195512  -0.14
195601   0.98
195602   2.92
195603  -2.42
195604  -1.49
195605   1.97
195606   0.80
195607  -1.14
195608   2.10
195609  -1.36
195610   0.43
195611  -1.46
195612   0.10
195701   3.64
195702  -0.12
195703   1.08
195704  -0.54
195705   0.20
195706  -0.83
195707   0.59
195708   0.38
195709  -4.04
195710  -3.54
195711  -0.16
195712  -1.20
195801   5.46
195802   1.79
195803   1.15
195804  -0.44
195805   1.19
195806   1.96
195807   2.70
195808   1.71
195809   2.55
195810   1.32
195811   0.72
195812   1.87
195901   1.12
195902   0.58
195903   0.36
195904   0.08
195905  -0.71
195906   0.91
195907  -0.09
195908  -0.51
195909  -0.11
195910   1.18
195911  -1.62
195912   1.45
196001   3.37
196002  -0.53
196003  -0.77
196004  -2.28
196005  -3.55
196006   1.15
196007   1.13
196008  -1.24
196009  -0.05
196010  -2.17
196011   1.05
196012   0.78
196101   1.21
196102   1.28
196103   1.48
196104   1.89
196105   3.55
196106   1.36
196107   1.33
196108   0.97
196109  -1.65
196110  -1.40
196111  -0.49
196112   1.15
196201   0.94
196202   0.85
196203   0.65
196204  -0.79
196205  -0.09
196206  -2.90
196207   3.49
196208  -0.09
196209   2.43
196210  -2.11
196211   5.23
196212   5.07
196301   4.54
196302   1.55
196303   1.40
196304  -0.93
196305   0.12
196306   1.80
196307  -0.03
196308   1.40
196309   1.19
196310  -0.66
196311   1.16
196312   0.25
196401  -0.38
196402   0.21
196403   0.35
196404   3.35
196405  -1.30
196406   0.52
196407   1.82
196408  -1.07
196409   1.23
196410   1.24
196411  -0.75
196412   0.78
196501   2.97
196502  -0.57
196503   1.43
196504   0.42
196505   0.18
196506   0.38
196507   2.54
196508  -1.35
196509  -1.36
196510  -1.25
196511  -2.29
196512   2.84
196601   0.53
196602  -2.70
196603  -0.25
196604  -0.98
196605   3.40
196606   2.56
196607   1.24
196608   0.32
196609   1.07
196610  -1.46
196611   9.07
196612   0.28
196701   3.55
196702   1.23
196703   1.84
196704   0.48
196705   1.80
196706  -1.08
196707   0.10
196708   0.66
196709  -0.62
