This was created by CMPT_EP_CFP_OP_INV_NI_AC_BRKPTS using the 202006 CRSP database.
It contains every 5th NYSE OP percentile.

,Count
1963,  766,        7.76,       11.47,       14.54,       16.41,       18.14,       19.32,       21.09,       22.29,       24.16,       25.80,       27.13,       28.58,       30.14,       31.38,       33.44,       35.84,       38.73,       42.34,       52.50,      403.64
1964,  791,        7.49,       11.32,       15.17,       17.02,       18.63,       19.96,       21.05,       22.28,       23.38,       25.27,       26.29,       27.70,       29.52,       30.99,       32.58,       35.34,       37.76,       43.01,       51.04,      336.91
1965,  857,        7.97,       13.02,       15.43,       17.59,       19.11,       20.65,       22.12,       23.38,       24.58,       26.01,       27.29,       28.66,       30.27,       31.84,       33.70,       35.87,       38.96,       43.36,       51.43,      240.41
1966,  900,        8.09,       14.36,       17.21,       19.17,       20.85,       22.38,       23.65,       24.92,       26.15,       27.30,       28.53,       29.93,       31.05,       32.47,       34.05,       37.00,       40.15,       44.86,       52.21,      128.74
1967,  930,       10.17,       15.46,       18.16,       20.38,       22.33,       23.96,       24.95,       26.40,       27.57,       28.68,       29.72,       30.95,       32.05,       34.06,       36.18,       38.46,       41.49,       46.70,       55.68,      290.11
1968,  975,        8.17,       13.86,       16.93,       18.54,       20.43,       22.40,       23.62,       24.69,       25.92,       26.97,       28.15,       29.29,       30.49,       32.28,       34.41,       37.72,       41.24,       47.26,       54.66,      209.46
1969, 1082,        9.39,       13.87,       16.71,       18.83,       20.52,       22.05,       23.54,       25.17,       26.61,       27.66,       28.99,       30.48,       31.71,       33.56,       35.67,       37.97,       42.61,       47.22,       59.16,     1276.93
1970, 1142,        8.23,       12.94,       15.60,       18.00,       19.71,       21.12,       22.62,       24.24,       25.47,       26.76,       28.22,       29.57,       31.28,       32.77,       34.68,       37.61,       41.43,       46.44,       55.16,      571.11
1971, 1173,        1.64,        8.80,       12.62,       14.53,       16.65,       18.09,       19.67,       21.67,       23.02,       24.31,       25.73,       27.18,       28.95,       30.56,       32.27,       34.23,       37.32,       42.62,       51.64,     8402.04
1972, 1232,        3.24,        8.94,       12.01,       14.42,       16.34,       18.01,       19.29,       20.68,       21.89,       23.20,       24.33,       25.74,       27.36,       28.95,       30.84,       32.84,       36.05,       40.44,       48.93,      330.58
1973, 1292,        7.60,       11.45,       14.28,       16.16,       17.65,       19.32,       20.46,       21.58,       23.18,       24.07,       25.34,       26.83,       28.47,       30.19,       31.97,       33.78,       37.01,       40.88,       48.09,      312.76
1974, 1308,        8.53,       12.84,       15.71,       17.81,       19.26,       20.58,       21.82,       23.01,       24.33,       25.59,       26.85,       28.25,       29.71,       31.37,       33.33,       35.65,       38.44,       41.16,       48.59,      784.15
1975, 1334,        4.24,       10.55,       13.98,       16.24,       18.33,       20.04,       21.87,       23.39,       24.63,       25.87,       27.47,       29.10,       30.49,       32.00,       34.36,       36.78,       39.67,       43.89,       54.88,     6234.24
1976, 1338,        1.51,        8.31,       11.86,       14.61,       16.51,       18.34,       19.87,       21.55,       23.24,       24.45,       25.87,       27.66,       29.23,       30.68,       32.62,       35.08,       38.72,       42.75,       50.65,     1456.78
1977, 1365,        7.00,       12.64,       15.32,       17.67,       19.72,       21.23,       22.56,       24.26,       25.63,       27.20,       28.47,       29.98,       31.43,       33.16,       35.23,       37.58,       39.79,       43.99,       51.35,     3266.93
1978, 1362,        6.97,       13.23,       16.21,       18.40,       20.40,       22.10,       23.70,       24.97,       26.30,       27.75,       29.06,       30.52,       32.20,       33.81,       36.22,       38.63,       41.51,       45.45,       53.33,      533.12
1979, 1352,        9.02,       14.53,       17.56,       19.54,       21.52,       23.31,       24.84,       26.48,       27.93,       29.20,       30.75,       32.49,       34.30,       35.78,       37.73,       39.61,       42.85,       46.67,       52.95,     1005.16
1980, 1350,        8.55,       13.92,       16.63,       19.05,       21.16,       22.75,       24.77,       26.38,       27.85,       29.24,       30.97,       32.03,       33.66,       35.68,       37.55,       39.65,       42.93,       46.85,       54.96,    47337.82
1981, 1344,        4.50,       10.58,       13.87,       15.98,       17.94,       19.47,       21.40,       23.22,       24.86,       26.56,       28.19,       29.92,       31.53,       33.00,       35.29,       37.51,       40.69,       44.90,       50.79,      120.04
1982, 1330,        1.87,        8.50,       11.78,       14.35,       16.60,       18.73,       20.47,       22.27,       23.74,       25.26,       27.16,       28.80,       30.35,       31.93,       33.88,       36.01,       38.57,       42.19,       48.03,     1036.67
1983, 1313,      -11.11,        1.43,        7.35,       10.80,       12.96,       15.22,       17.16,       18.87,       20.63,       22.79,       24.40,       26.02,       27.50,       29.37,       31.16,       33.41,       35.39,       39.20,       45.04,      329.76
1984, 1315,       -8.12,        3.06,        8.05,       11.19,       13.65,       16.03,       17.90,       19.42,       21.10,       22.94,       24.53,       26.29,       28.07,       29.63,       31.42,       33.79,       36.71,       39.77,       46.71,     1766.99
1985, 1277,       -4.17,        5.52,       10.33,       14.09,       15.97,       18.03,       19.91,       21.75,       23.48,       25.33,       26.63,       28.34,       29.91,       31.65,       33.37,       35.60,       38.36,       41.68,       48.46,     2908.61
1986, 1238,       -8.03,        3.74,        8.70,       11.78,       14.25,       16.64,       17.92,       19.34,       21.50,       23.23,       24.86,       26.22,       27.86,       29.52,       31.72,       33.80,       36.90,       41.42,       49.54,     1262.08
1987, 1236,       -9.58,        3.06,        8.24,       10.83,       13.72,       16.08,       17.93,       19.35,       21.09,       22.94,       24.64,       26.32,       27.62,       29.45,       31.84,       34.77,       37.54,       43.54,       53.72,    15100.98
