This file was created by CMPT_ME_BEME_OP_INV_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and INV.

The portfolios are constructed at the end of June.  INV is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1,
divided by t-2 total assets.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
        LoINV     2   HiINV  LoINV     2   HiINV 
197509  -3.5925  -3.6877  -3.6008  -5.7091  -3.8306  -4.4347
197510   1.4023   1.3580   1.3388   7.3529   5.5607   3.7521
197511   1.9602   2.1543   1.5884   3.4314   3.3960   2.5032
197512  -0.0545  -1.1092  -1.6395  -0.6191  -0.6035  -1.0847
197601  23.5832  21.2955  21.0826  16.6259  13.8870  14.0649
197602  16.8026  12.2856  11.5957   4.1860   1.9564   1.1130
197603   2.3443   1.2828   1.3036   2.0435   1.0876   1.1538
197604  -1.1652  -1.0032  -1.6079  -2.7250  -1.0189  -1.1390
197605  -3.6443  -2.8126  -2.3357  -2.5427  -2.3444  -0.4724
197606   2.3447   2.3347   2.4144   7.1822   4.7042   4.3536
197607   0.1146   0.3773  -0.0872  -0.6671  -0.1492  -0.9165
197608  -3.1402  -1.4024  -2.5563  -3.1751  -0.6897  -1.1432
197609   0.8267   1.6675   1.4569   1.5906   1.5969   2.9559
197610  -3.1433  -2.2395  -2.3989  -2.9639  -2.4441  -2.3886
197611   1.5296   2.3490   2.7031   3.1580   2.4740   1.5881
197612  11.6561  10.1557  10.2857   7.5453   7.4126   5.8087
197701   6.5199   3.7854   4.3325  -2.5870  -3.0359  -3.6766
197702   0.7476   0.3634  -0.6022  -2.8303  -2.3455  -2.9647
197703   1.1422   0.7328   0.7568  -0.5220  -0.5285  -0.3781
197704   2.2924   1.3999   1.4796   1.0000   1.6816   0.6214
197705   0.6515   0.0849   0.0774  -1.9611  -1.3798  -0.8530
197706   5.8922   5.1683   5.2677   3.7687   4.2388   6.0218
197707   1.6424   0.8008   1.9029  -1.8609  -1.6276  -1.7784
197708  -1.0989  -0.3751  -0.6700  -1.7668  -2.3977  -1.7469
197709   1.2010   1.1466   1.4767  -1.3067  -0.6385   0.7384
197710  -2.5064  -1.8302  -2.5990  -3.7547  -3.7527  -4.0787
197711   7.2930   7.5942   7.1433   6.2532   5.0498   5.1380
197712   1.8500   1.6016   3.0950   0.6371   0.2615  -0.4025
197801   0.5053  -1.0109  -1.5777  -4.5120  -5.0713  -6.4912
197802   3.4861   2.3013   2.8075  -0.8469  -1.4987  -1.2764
197803   8.1378   6.4279   7.2427   6.3317   3.5659   4.4611
197804   8.4162   7.7562   8.3793   7.6606   7.2188   8.0729
197805   9.4292   5.9527   8.0180   3.5181   2.2979   2.7519
197806   1.3724   0.9318   0.4699  -1.3429  -1.2238  -0.8309
197807   4.3473   5.6602   5.4637   5.8676   4.8260   6.5234
197808  11.5406   9.3207  10.4625   3.8779   4.2015   5.0590
197809   1.9554  -0.2605  -0.2145  -1.1103  -1.2968  -2.2485
197810 -20.4511 -19.1370 -22.3553 -15.0765 -12.1592 -13.7406
197811   3.3022   4.6045   6.2522   3.1044   2.0476   3.6534
197812   0.1924   0.8409   2.3449  -0.0900   0.4728   1.3468
197901  12.2117   9.2108   9.8286   7.8140   5.8115   5.2172
197902  -1.9573  -2.2105  -2.4494  -3.3956  -3.8401  -4.4678
197903   8.4011   7.2544   9.4202   8.6905   6.0792   7.3891
197904   3.7168   2.3163   2.6013   0.1955   0.7546   0.4131
197905  -0.5715  -1.1665  -1.7385  -2.3119  -1.6816  -1.7127
197906   4.8242   4.8301   5.6139   4.6937   5.1924   5.2130
197907   1.7915   2.7990   1.8407   3.1387   2.1715   2.6561
197908   7.2539   7.6103   8.3755   5.2785   5.4525   7.6074
197909  -0.0054  -0.5367  -0.7142  -1.2549  -0.9043  -0.4413
197910 -10.1099  -9.5960 -10.5803  -8.4440  -8.5971  -8.7443
197911   4.9674   6.0818   8.1038   6.1218   5.8422   7.1906
197912   6.8721   7.4220   7.2285   3.4895   1.7032   4.0189
198001  11.5270  10.3080  11.0490   6.1254   4.3312   5.3776
198002  -0.4085  -1.5056  -0.9807  -3.4712  -3.8099  -4.1134
198003 -17.5196 -16.6384 -18.6238 -13.0126 -10.4632 -11.5924
198004   4.7384   3.9680   5.2431   6.6181   6.2064   5.4519
198005   6.2668   6.9853   7.6137   6.7959   6.4895   7.7620
198006   3.6642   3.8051   4.2029   2.0534   3.5182   3.5477
198007   9.2093   8.8642  11.3810   6.6445   6.5279  10.6844
198008   7.4551   7.2334   8.4700   2.0630   1.6120   3.4370
198009   4.7622   3.2761   5.9006   2.0069   2.3307   3.3573
198010   3.3499   4.4642   5.1382   0.1742   0.1476   1.6446
198011   4.0739   4.9600   8.3607   5.0205   6.3927  10.1896
198012  -3.5281  -2.7181  -5.1160  -2.0541  -0.9373  -2.7366
198101   2.1292   2.2629  -0.7962  -0.9458  -1.4117  -4.6383
198102   1.3055   0.8588  -0.7739   1.7595   2.0267   0.5993
198103   7.3679   7.2060   8.6343   9.0504   5.9591   7.3675
198104   3.5253   3.5562   4.1551  -0.5407  -0.2482   0.7828
198105   2.9147   3.2267   4.1054   0.4524   1.3809   1.7159
198106   0.7139   0.3100  -2.3595  -0.2077  -0.2765  -3.1613
198107  -2.2093  -2.2466  -3.1814  -2.8148  -1.9991   0.1836
198108  -7.9159  -6.3418  -9.4640  -5.7110  -5.5861  -7.6901
198109  -8.1158  -7.9503 -10.6651  -6.0757  -4.6082  -7.7778
198110   6.0783   7.0210   8.3361   5.2288   5.2593   8.6670
198111   1.0058   2.7178   0.9378   3.1237   3.9364   2.9942
198112  -1.8562  -1.4704  -3.2661  -1.3314  -2.6528  -3.8699
198201  -0.7241  -1.2599  -2.6331  -2.3030  -2.5750  -4.8319
198202  -2.6211  -2.6934  -5.9562  -3.4180  -2.9819  -7.4927
198203  -0.2682  -0.9207  -2.3143  -0.7539  -0.5542  -2.7237
198204   4.9946   5.2066   6.3170   5.7361   3.7264   5.6323
198205  -1.7207  -1.6290  -2.4290  -4.5429  -4.5226  -4.7931
198206  -2.7005  -2.2884  -4.5384  -1.0446  -1.8521  -4.6394
198207  -0.1602  -0.8279  -2.7806  -2.2211  -2.2516  -3.6380
198208   4.8999   5.4739   5.3986  12.4008  10.4918  12.0907
198209   3.5448   4.4853   1.5399   1.6001   2.5650   1.7247
198210  12.2979  12.6267  13.9484  14.4197  11.6166  14.2579
198211  11.5569   8.9809   9.4292   5.1228   4.4350   6.3475
198212   2.7092   1.8198   3.0726   1.5626   0.9914   0.2138
198301  13.1232   8.7597  13.2987   3.8145   2.1405   4.0125
198302   8.2045   6.5606   3.9930   3.0176   3.8113   2.6504
198303   7.2339   5.9668   4.1431   4.8554   3.6349   2.6940
198304   8.7189   7.9267   7.6820   7.2773   5.6923   5.8814
198305  10.6198   8.0106  11.6998   1.7088   1.5239   4.1269
198306   6.6920   4.2568   4.4086   2.2448   1.6556   4.6932
198307  -1.0067  -0.9776  -2.6148  -2.7941  -2.5735  -4.2883
198308  -4.4050  -2.9063  -4.6073   0.5422  -0.5979  -1.4265
198309  -0.8903   0.9946  -0.5989   3.2573   2.6739   2.1233
198310  -5.4485  -5.2488  -7.3671  -2.2205  -1.8918  -5.3572
198311   3.2924   4.4036   1.9862   4.8115   3.3744   3.5799
198312  -1.8514  -1.4521  -3.2631  -0.7706  -1.7071  -2.1465
198401   2.1055   0.8057   0.2521  -2.6265  -1.4562  -4.4492
198402  -5.6510  -5.1935  -6.4703  -6.4398  -4.8822  -5.8514
198403   1.5099   0.4144   0.1115   2.4834   1.8110   0.2136
198404  -2.2413  -1.2090  -3.4573  -1.3278  -0.3062  -0.8015
198405  -4.9713  -3.9591  -5.2750  -7.0459  -5.6388  -4.7370
198406   1.6531   2.2325   0.7661   2.1084   2.8319   3.1358
198407  -6.3861  -2.8150  -5.9935  -4.7042  -2.0099  -2.5626
198408   7.6125   8.2880  10.0726  12.3231  10.4855  11.9875
198409  -0.1249   0.8267  -1.3547   0.1711   0.5941  -1.2259
198410  -4.3770  -1.4367  -2.6916  -1.6812   0.5331  -0.1046
198411  -4.9440  -2.0308  -4.6476  -0.3297  -0.3403  -2.8230
198412  -0.4715   0.9422   0.6240   1.2731   2.2953   3.2969
198501  11.8133  10.6343  15.2208   8.6720   7.7763  11.6210
198502   6.4053   3.6055   4.5729   1.4340   1.0889   1.1396
198503  -0.5713  -0.9509  -2.8146   0.8231   0.2653  -1.9340
198504  -1.7780   0.0772  -2.5586  -1.2420  -0.5379  -1.2769
198505   0.7889   2.6091   2.0775   3.8237   5.9212   5.9588
198506  -0.6787   1.0420  -0.2677   0.2711   2.0179   2.2196
198507   2.3024   1.4873   2.2794   1.4614  -0.8951  -0.4452
198508  -0.4686  -0.3595  -1.6385  -0.0135  -0.5195  -1.6693
198509  -6.0504  -4.3677  -7.0348  -3.3462  -4.0953  -6.4183
198510   0.3544   2.0988   1.6187   3.4480   5.2260   5.1435
198511   4.0455   5.3621   5.7375   5.7700   6.0198   7.8784
198512   0.3212   3.3670   3.5649   3.5065   4.0873   4.0124
198601   5.5100   2.8176   4.3083   0.6485   1.9815   1.7259
198602   4.5021   6.1847   5.9305   5.4157   8.3113   7.8456
198603   5.6904   4.9396   4.2877   5.4730   5.3227   5.5668
198604   1.4970   1.7633   1.7535  -1.3071  -2.0033   0.1819
198605   2.6588   3.5147   3.3096   4.7737   5.1966   4.7948
198606   0.9298   1.3205  -0.5061  -0.1127   2.0773  -0.3625
198607  -7.7976  -6.2546  -9.5945  -7.9635  -4.8725  -7.0667
198608   1.1012   2.0414   0.6371   9.9792   6.6062   5.2503
198609  -5.0557  -4.8044  -7.4428  -3.8805  -8.5554  -8.7344
198610   1.7622   2.8921   2.1792   5.3426   5.0334   5.1859
198611  -0.7029  -0.4226  -1.1899   1.2228   0.7581  -0.1053
198612  -3.2205  -3.0279  -4.2814  -3.4953  -3.2070  -3.0262
198701  12.8761  10.1684  11.6621  13.3073  11.6381  12.7955
198702   9.3814   6.7439   7.7876   4.5227   3.9743   7.3761
198703   5.6687   2.0872   3.0406   3.6370   0.5967  -0.2538
198704  -0.1897  -2.5849  -2.9012   0.0827  -3.2505  -3.5716
198705   2.1618   0.0692  -0.3831   1.0189  -0.3633   0.4719
198706   2.1506   2.9179   2.1021   4.6386   4.7705   3.9837
198707   5.7075   2.9397   2.1238   6.3685   3.8252   3.7884
198708  -0.4055   2.7089   1.7777   1.7551   3.2629   4.0570
198709  -0.3233  -1.0621  -2.2215  -0.7804  -2.1406  -3.1529
198710 -28.3128 -26.9009 -32.0555 -25.3512 -21.5442 -26.0016
198711  -5.7197  -3.0224  -7.7950  -5.9877  -6.1058  -6.7738
198712   0.8424   4.2292   3.2158   7.4601   7.0642  10.2971
198801   9.1849   6.8114   8.1317   4.3002   5.6815   4.7915
198802   6.6120   7.1051   6.7361   7.3503   5.2209   7.6718
198803   5.1394   4.7319   4.0328   0.2080  -1.1246  -0.9051
198804   2.8393   1.1501   1.2264   0.8394   0.2160  -0.5656
198805  -1.0298  -2.2333  -2.9799   0.1304   0.2615  -0.8906
198806   3.7732   6.1195   5.6060   4.4269   5.7843   7.4284
198807   0.6052  -0.0506  -0.5395  -1.5587  -1.8649  -2.6362
198808  -1.9043  -1.9146  -3.4212  -1.5897  -2.2274  -3.5242
198809   0.9435   3.3525   1.7093   2.0819   3.6815   3.9038
198810  -1.9785  -1.6193  -2.3420   0.8982   0.9374  -0.0428
198811  -4.5636  -3.6331  -5.6059  -2.4666  -2.8292  -2.6193
198812   2.7470   3.1568   2.3264   1.6268   1.9627   2.7842
198901   8.5013   5.1618   6.4202   6.8500   5.1437   6.8659
198902   0.5704   1.1681   0.1656  -0.4423  -1.1358  -0.8842
198903   2.6683   2.2075   1.6404   1.2087   1.3471   0.7948
198904   3.1257   3.0934   3.3246   4.7568   4.5495   5.3609
198905   3.0432   2.8670   2.4178   4.4012   4.0370   3.9053
198906  -1.0686  -0.9089  -2.3619  -0.0476  -0.2717  -2.1428
198907   1.4390   2.7245   2.6212   7.4138   6.5782   6.8597
198908   0.9980   1.8034   1.4355   2.7189   2.2605   3.6070
198909   0.8163  -0.1302   0.4722  -1.6696  -0.8497  -0.9569
198910  -5.7089  -4.9778  -5.4463  -4.2187  -4.3226  -4.4863
198911  -2.2587  -1.5745  -0.8854   1.9651   1.1156   0.1879
198912  -2.0902  -0.1695  -1.9342   2.8949   1.0905   0.6464
199001  -1.7716  -6.2726  -7.0395  -7.2736  -8.0299  -8.1510
199002   2.5142   1.4563   1.8667   1.4085   1.3001   2.0237
199003   3.5324   2.5848   2.7320   1.3948   1.4005   3.0059
199004  -2.3401  -1.9551  -1.9369  -5.3936  -4.4862  -3.8880
199005   3.8940   3.7216   5.3974   7.7131   7.8603  10.3683
199006   1.6637   0.8358   0.4628  -1.9377  -0.9758  -1.5462
199007  -2.2715  -2.6803  -4.0022  -1.6367  -1.9511  -3.6234
199008 -10.8165 -11.5990 -13.9252  -9.6518 -10.2545 -12.0197
199009  -7.2469  -7.7570  -9.6410  -6.2330  -6.0433  -9.4708
199010  -7.0179  -4.9962  -7.1211  -3.9627  -1.9624  -4.0030
199011   1.3182   2.9972   5.1683   6.8584   8.5743  11.6319
199012  -2.2538   0.9165  -0.5435   3.5680   3.3626   5.4513
199101  11.0957   8.9785  10.2333   4.4808   5.7005   8.9842
199102  17.0469  12.2977  14.1333   8.4665   7.5987   9.1136
199103  11.1195   6.6209   9.3386   2.1987   3.2188   3.9936
199104   5.4466   2.3432   2.8418   0.6815   0.2872   0.8227
199105   3.0590   2.6782   2.8879   2.9089   4.1529   4.9139
199106  -3.2355  -2.2182  -4.5792  -4.4009  -4.4255  -5.6782
199107   3.1246   3.4265   2.8793   4.7778   3.9790   5.5928
199108   4.2732   2.1666   3.0106   2.1254   2.2878   3.2814
199109   1.7871  -0.5449   1.6539  -1.7736  -0.7947  -1.2602
199110   3.5622   1.8193   2.4079   2.0107   1.3399   1.9425
199111  -1.2995  -3.1271  -2.8791  -4.8362  -4.6582  -3.4302
199112   0.5019   4.4997   3.7615   9.9859   9.1664  12.3650
199201  26.7120  14.0228  14.6486   4.6920   0.8001   1.2053
199202   8.5857   5.2407   4.6409   4.4332   1.8928   0.9985
199203   0.4100   0.2603  -3.0790  -1.8029  -2.0471  -3.5309
199204  -4.7138  -3.4413  -5.7759   0.8923   1.6056  -1.1632
199205   0.4042   0.4225  -0.1299  -0.0449   0.8364   0.7093
199206  -4.1125  -4.2803  -6.3468  -1.6727  -1.4864  -3.4560
199207   1.5411   2.3781   1.2953   2.8282   3.9669   5.0058
199208  -3.7768  -2.2290  -2.9622  -4.6616  -2.0749  -2.3261
199209   0.8247   1.3413   1.3343   2.6011   1.1849   2.0626
199210   1.4376   2.3789   2.3412   2.2255   1.0038   3.8266
199211   7.6708   6.9735   9.0337   4.3327   3.6856   6.1258
199212   4.8958   3.3598   2.9907   3.1632   2.3990   2.1088
199301   9.6339   6.1574   6.3265   5.5425   1.3308   0.7704
199302   0.3261   0.0610  -4.6664   1.4155   1.7930  -3.1560
199303   3.2049   2.3673   1.5687   3.1291   2.8496   3.2107
199304  -1.2993  -1.7965  -2.3724  -1.4226  -2.0123  -3.8421
199305   5.9069   3.8191   4.4288   2.3404   1.9079   4.7020
199306   3.1214   0.9362   0.4503   1.2766   0.9374  -0.9406
199307   2.2056   1.1177   0.0303   0.8389   0.2272  -0.7101
199308   3.9240   3.5162   3.8937   4.6037   3.6133   4.3030
199309   3.5788   1.9620   3.4911   0.0326  -0.1971   1.1910
199310   5.4403   4.0476   4.6229   2.1303   0.1638   0.9154
199311  -1.7672  -1.8243  -3.5206  -1.9614  -2.6816  -2.1408
199312   0.8140   1.4587   0.2911   2.0934   3.1882   3.7954
199401   7.5969   4.1716   4.6260   4.6244   2.2710   2.7076
199402   0.2981  -0.1597  -1.0831  -2.5532  -2.1969  -1.1770
199403  -3.6268  -4.2459  -5.6815  -5.2671  -4.0489  -4.9703
199404  -1.7462  -0.1426  -3.0362   1.2109   0.5935   0.1943
199405  -0.3941   0.1705  -1.0257  -0.2187  -0.1459   0.0309
199406  -3.3388  -2.4068  -4.4175  -2.3531  -2.0088  -3.8158
199407   1.5502   1.3524   0.1474   3.5708   3.1631   3.1980
199408   3.6667   3.3851   4.2330   4.9198   3.4665   6.2193
199409   1.8516   1.3015   0.8994  -1.5526  -2.7022  -1.9079
199410   0.3579   0.1653  -0.8292   0.4295   0.5225   1.9569
199411  -4.1912  -3.5540  -4.4957  -4.9577  -4.2975  -4.8492
199412  -0.9674  -0.8128  -3.2013   1.1493   1.2529   1.2938
199501   5.2038   2.0586   3.1395   1.3485   2.0823   1.5460
199502   2.1062   3.4273   2.8219   5.4454   4.2541   5.0791
199503   1.9836   1.2594   1.6322   3.5835   1.3164   2.5755
199504   3.1204   3.0263   1.7599   2.3095   1.4576   1.1133
199505   1.6941   1.9721   1.3106   2.5840   2.9250   2.8194
199506   6.7346   4.2652   6.6096   1.6167   1.9248   5.4515
199507   6.5634   4.8890   6.2840   2.7584   3.6066   7.2841
199508   6.2656   3.0531   3.0227   1.6081   1.2930   0.7087
199509   3.9991   2.1541   2.2372   3.0042   2.2577   2.5313
199510  -5.5984  -3.1783  -6.1166  -2.1731  -1.5965  -2.6036
199511  -0.7094   1.2853   1.2671   5.2731   5.1327   4.1468
199512   1.7892   1.8585  -0.5084   1.7936   1.4820  -1.1539
199601   6.1999   1.6343   1.9529   2.2794   1.9691   0.4493
199602   5.3553   2.5299   3.8379   0.9470   1.6883   4.2001
199603   3.3448   2.6412   3.4624   1.3103   1.9063   1.0390
199604   6.5886   5.4624   7.1979   2.3649   1.3440   5.3170
199605  10.5968   5.5156   8.0327   0.7568   1.4227   1.9042
199606  -3.3888  -2.5988  -4.3625  -0.3166  -0.5110  -4.5601
199607  -9.5563  -5.8915 -11.1232  -5.8797  -4.9109  -8.1404
199608   3.9474   3.7343   4.9812   3.5340   3.9923   6.1296
199609   1.7826   2.9935   2.5465   2.7161   4.1151   6.3623
199610  -3.3542  -0.4465  -4.1801   1.5736   1.3663  -2.0761
199611   1.3717   3.1072   1.4599   5.5575   5.7182   6.1917
199612  -2.2466   1.0334  -0.9021   0.6980  -0.3919  -2.0004
199701   9.4969   5.2413   7.4382   2.5799   2.8246   3.3204
199702  -0.2998  -0.2810  -3.5427  -0.1392   1.5031  -2.2462
199703  -4.6581  -2.9356  -7.0394  -3.3047  -3.1572  -7.0045
199704  -4.1540  -1.5709  -3.6515   2.0985   2.7149   1.9109
199705   7.3695   8.0185  10.9386   6.6714   6.5100  12.6037
199706   4.2768   5.4931   3.4668   3.3835   4.1524   3.0899
199707   4.3339   5.5268   4.3219   6.5068   6.5221   8.5677
199708   4.7495   3.8650   4.2422  -0.3147  -1.5420  -0.8230
199709  10.1413   8.0065   9.5942   4.7431   5.5545   6.2291
199710  -0.0353  -0.6928  -3.4163  -3.6098  -3.1683  -5.3297
199711  -3.4103  -0.3844  -4.4968   2.6498   2.9984  -0.1110
199712  -6.1449  -0.3095  -5.6884   2.6008   3.0723   0.8762
199801   2.9045   0.6696   2.0053  -0.9052  -1.2882  -0.5082
199802   5.9786   5.4340   6.4184   6.4127   8.0578   9.2808
199803   5.4757   4.1470   4.9854   5.2528   4.3675   4.7065
199804   3.7431   2.8648   2.5300   0.3201  -0.0443   1.5505
199805  -3.6529  -3.3301  -5.8787  -2.5460  -2.9645  -6.3296
199806  -3.4371  -2.2692  -4.0550  -0.7516   0.3367   0.7610
199807  -4.7903  -5.8342  -7.2270  -4.6737  -4.9725  -6.1862
199808 -20.9923 -17.2992 -23.6561 -14.3288 -16.1754 -21.7300
199809   2.7948   2.9081   4.0366   6.3858   5.0765   8.3836
199810   1.2825   2.5073   4.3116   7.0141   7.4746   8.4316
199811  11.7380   6.1051   8.7633   5.0490   5.0237   5.4703
199812   1.0912   2.1280   2.2167   3.3411   5.4172   7.2872
199901  12.8663   4.0465   9.6957  -1.1502  -1.8873   1.6018
199902  -4.0894  -4.3418  -7.0854  -2.0699  -3.0428  -6.2893
199903  -2.4680  -2.8403  -1.8574   2.1450   1.2905   4.6676
199904   9.5913   7.1318   9.5134   8.9533   9.6083   8.3178
199905   6.0120   4.2887   3.0344   0.3080   1.5887   2.3268
199906   4.4900   4.2775   3.4639   3.4593   3.6439   4.0041
199907   3.5941   0.9193   0.1601  -1.6692  -1.4171  -4.3468
199908  -3.2653  -2.3516  -5.6792  -3.4724  -3.1364  -3.1724
199909  -1.7527  -2.0257  -1.8684  -3.5593  -2.9996  -0.4437
199910  -0.2275  -1.1942  -2.8091   2.1834   3.4770   5.8723
199911  15.3401   6.4152  11.4980  -0.0796   1.9328   6.4765
199912  13.9181   4.4232   9.7640   3.4558   4.1127   9.5019
200001  15.4291   3.5272   6.3308  -4.7721  -4.7071  -4.3689
200002  24.6913  12.5319  13.2090  -3.8368  -1.9916   7.0050
200003  -1.9033  -0.1876  -2.1926  11.4718  11.5439   8.3450
200004 -12.9431  -5.5565 -12.0809   0.4009  -0.0505  -5.2692
200005  -8.2672  -4.4517  -8.5467   1.1521   0.3922  -3.4970
200006  11.2619   7.2235   8.0088  -0.3035  -1.5643   4.9369
200007  -2.4682   0.1764  -4.3683   0.0284   0.1327  -5.2018
200008   7.1122   4.4942   4.7488   9.6672   7.2995  10.2248
200009  -3.9264  -2.0520  -7.0551  -2.8123  -0.3503  -7.3644
200010  -7.8146  -4.2576 -10.2608   0.5141   0.0087  -8.9490
200011 -14.3875  -7.3172 -16.5301  -6.7879  -4.2772 -20.2529
200012  -5.7619   0.6396  -5.0839   7.4789   8.8546   2.9578
200101  32.3609  18.8664  36.0040   7.5668   5.3355  17.6412
200102  -6.4314  -3.2619 -10.2199  -6.3698  -4.2137 -18.7675
200103  -6.6730  -2.6698 -10.0549  -5.3717  -5.0997 -14.6320
200104   5.8470   5.1927   8.4533   9.7580   7.8137  15.9764
200105   8.8189   7.4312   7.5955   3.2379   1.8143   3.2458
200106   0.7664   3.2820   2.1104  -1.3027  -1.1876   0.0023
200107  -3.0126   0.9532  -6.3459  -0.2121   0.8787  -6.6183
200108  -3.0582  -1.2751  -6.1660  -2.6439  -2.6178  -8.8155
200109 -13.7351  -8.8719 -16.4291 -12.9024  -8.6739 -17.4442
200110   7.4806   3.7606  12.3142   4.4094   1.9338  12.7205
200111   6.4311   5.6828  10.6551   9.8743   7.4365  11.4103
200112   5.6389   5.3403   8.6921   5.7769   4.8028   3.9772
200201   5.2785   4.2921  -0.1171   1.0655  -0.0711  -4.2970
200202  -2.7309  -1.1014  -7.8600   0.2394   1.4373  -7.6614
200203   8.7714   8.3618   8.0671   6.9045   4.9208   9.4682
200204   1.3039   4.3560  -2.4566  -1.5633   0.0602  -7.6889
200205  -1.0138  -0.2207  -5.3814  -1.4253  -0.5431  -5.1226
200206  -6.9863  -3.0776  -9.0041  -6.9022  -6.4820 -12.4971
200207 -13.2704 -10.5675 -14.2004 -10.6275  -8.7394  -9.8325
200208  -0.4449   0.3735   0.3859   1.4652   1.2712   0.0483
200209 -10.8756  -6.4115  -8.1684 -12.4922  -8.9688  -9.8380
200210   5.8606   2.3840   5.0480   6.4519   5.1650   5.8715
200211  18.4406   8.1752  13.2977  13.7499   6.4740   8.1658
200212  -7.3063  -3.0351  -5.1466  -6.5675  -3.4379  -5.0852
200301   2.0281   0.1723  -0.3237  -2.5372  -3.0986  -2.1655
200302  -2.5863  -2.8779  -3.0683  -2.8615  -2.5518  -2.2461
200303   2.0119   0.9001   0.5112   0.5639   0.5166   1.4582
200304  12.0226   8.5363   9.8909  11.7047   7.9174   9.2332
200305  20.5086  10.0583  14.7539  10.0934   8.0004   9.6860
200306   7.5288   4.6140   5.4908  -0.0143   0.8459   2.1186
200307  10.5154   6.3670   6.9604   4.1790   2.7055   3.0638
200308   6.3619   4.5584   4.5766   5.1788   4.0499   3.9488
200309   6.0767   1.5183   0.5748  -0.8720  -1.9250  -1.3375
200310  10.1936   7.4930   8.0693   8.0285   7.0248   8.0557
200311   4.7012   3.9773   3.2088   2.5968   2.6975   2.4852
200312   3.4057   3.7041   3.0842   5.0288   3.8730   1.8444
200401  13.2452   5.5751   4.2203   4.3774   1.2910   2.3770
200402  -0.5353   1.8676   0.9188   0.8383   2.2495   3.3033
200403  -0.3052   0.5659   0.7114  -0.1470  -0.9555   0.0787
200404  -4.6791  -2.4581  -2.4888  -4.3133  -2.2416  -2.2052
200405  -0.8835   0.0282  -0.5652   2.7168   1.0911   1.8313
200406   2.0077   3.3735   2.7592   2.4173   2.5600   1.6589
200407  -8.1394  -4.8730  -7.5314  -6.1286  -3.8652  -5.0980
200408  -2.2190  -0.9666  -1.5447  -2.1901   0.0816  -0.5645
200409   3.3772   3.9461   5.3870   2.3884   2.7198   3.9787
200410   1.2044   2.1766   1.9894   3.1502   2.0430   2.1235
200411  10.6462   7.4971   9.0871   6.6007   5.7031   5.9728
200412   8.2043   4.6276   5.6085   3.5351   3.8183   4.7430
200501  -4.3654  -2.5793  -4.0737  -4.6434  -1.7122  -2.4916
200502   0.6301   0.5694   0.7523   2.7721   2.3372   1.6179
200503  -3.8465  -2.7246  -3.7118  -1.8202  -0.9294  -1.4867
200504  -7.7325  -4.9154  -5.8121  -4.1108  -2.9423  -3.8335
200505   4.8548   4.3841   5.3234   5.6171   4.1744   5.7389
200506   2.8975   3.1558   4.7098   1.4732   1.6860   2.1504
200507   6.2052   6.5493   7.7175   4.0300   4.8996   5.9594
200508  -0.5035  -1.3484  -1.7640  -1.1233  -0.4494  -1.7156
200509   0.8962   0.2470   0.4460   0.9923   0.0753   1.4234
200510  -4.4185  -2.5595  -3.3150  -3.2398  -2.2180  -2.1470
200511   2.7592   2.7380   4.2053   3.2599   4.0906   5.2826
200512   0.5335   0.9296   0.5670   1.4749   0.4170   0.6346
200601   9.2287   7.0740   9.3816   3.3510   4.2284   4.6626
200602   1.5322   0.4950  -0.0152   0.3530   0.5637  -1.1231
200603   5.3404   4.6626   4.1839   2.0685   1.6495   2.3564
200604   1.0246   0.8153  -0.1348   0.6328   1.1628   0.6988
200605  -5.4588  -3.9275  -6.3496  -2.2779  -2.7396  -4.6527
200606  -1.0264  -0.3699  -1.5161  -0.2856  -0.7495  -0.3080
200607  -4.4028  -2.2599  -4.4325  -2.5359  -2.3092  -2.8970
200608   2.6332   1.9587   1.5778   3.6533   1.7581   1.0631
200609   0.4097   1.0990   0.4847   2.2392   1.9202   1.6302
200610   5.7746   4.4061   5.4892   4.2209   3.6160   3.8318
200611   2.3171   2.1419   2.7246   2.2440   2.7797   4.1707
200612   2.0606   1.4237   1.0597   1.2561   0.7421  -0.9582
200701   3.6076   1.4549   1.9036   2.6576   2.9380   3.0216
200702   0.8806  -0.2722  -0.1228  -0.0907  -0.1096  -0.1879
200703   0.4319   0.3566  -0.3944   0.9248   0.6810   1.2998
200704   2.1926   1.5135   2.1254   4.2794   3.6186   4.0434
200705   0.9072   2.6259   2.1294   3.2253   4.0188   4.4142
200706  -0.6277  -0.2365  -0.8999  -1.5295  -1.8685  -1.7340
200707  -5.6392  -5.5651  -5.3059  -5.4794  -4.4647  -2.3192
200708  -2.7787  -0.4201  -1.1230  -0.4299  -0.2024   0.2139
200709  -0.1764  -0.0027   2.9005   1.8856   2.2669   4.2996
200710   0.7765  -0.0098   1.3769   1.1972   1.7813   2.1743
200711 -10.9213  -7.8858  -9.1043  -5.7959  -4.2343  -6.3124
200712  -2.5683  -1.5049  -1.3461  -2.8517  -1.4889  -0.5546
200801  -4.2721  -3.8859  -6.9097  -4.1018  -4.5690  -5.9534
