This file was created by CMPT_ME_BRKPTS using the 202006 CRSP database.  It contains every 5th NYSE ME percentile (divided by 1000000).
193310,  678,      0.44,      0.71,      1.00,      1.34,      1.77,      2.41,      2.92,      3.60,      4.43,      5.73,      6.94,      9.22,     13.50,     18.51,     23.72,     33.26,     48.46,     77.41,    150.85,   2085.48
193311,  679,      0.43,      0.71,      1.03,      1.47,      1.86,      2.55,      2.99,      3.90,      4.72,      5.90,      7.59,      9.55,     14.78,     19.75,     25.30,     36.11,     53.47,     85.15,    166.76,   2213.78
193312,  681,      0.41,      0.67,      1.06,      1.40,      1.84,      2.48,      3.12,      3.84,      4.82,      6.21,      8.10,     10.41,     14.79,     19.82,     26.67,     36.45,     53.43,     83.84,    166.64,   2083.15
193401,  682,      0.60,      1.00,      1.45,      2.01,      2.62,      3.38,      4.12,      5.08,      6.25,      7.73,     10.15,     12.86,     17.82,     23.62,     31.81,     41.25,     61.90,     98.06,    184.57,   2202.12
193402,  684,      0.67,      1.12,      1.55,      2.09,      2.81,      3.44,      4.18,      5.04,      6.30,      7.86,     10.35,     13.06,     18.00,     23.17,     30.55,     39.92,     58.92,     94.55,    180.58,   2248.77
193403,  680,      0.66,      1.02,      1.54,      2.08,      2.69,      3.45,      4.20,      5.10,      6.31,      7.70,     10.05,     13.27,     18.39,     23.28,     31.26,     40.85,     60.69,     93.98,    177.25,   2237.11
193404,  686,      0.61,      1.12,      1.55,      2.01,      2.80,      3.50,      4.21,      5.05,      6.38,      7.73,     10.24,     13.02,     17.57,     23.32,     29.28,     39.91,     58.34,     92.83,    166.56,   2213.78
193405,  683,      0.52,      0.94,      1.29,      1.81,      2.44,      3.06,      3.62,      4.56,      5.71,      7.00,      8.97,     11.50,     15.91,     21.28,     27.08,     37.19,     53.57,     88.43,    146.74,   2127.47
193406,  683,      0.51,      0.91,      1.28,      1.73,      2.30,      2.92,      3.65,      4.44,      5.50,      6.82,      9.06,     11.42,     15.77,     21.24,     28.33,     38.38,     56.07,     90.53,    159.85,   2108.81
193407,  679,      0.38,      0.70,      0.97,      1.25,      1.74,      2.29,      2.92,      3.45,      4.46,      5.78,      7.29,      9.61,     13.46,     18.46,     23.73,     31.86,     46.11,     80.33,    140.43,   2020.16
193408,  683,      0.42,      0.72,      1.04,      1.51,      2.00,      2.40,      3.11,      3.86,      4.97,      6.26,      8.04,     10.58,     14.55,     20.00,     25.71,     34.18,     51.97,     85.54,    142.09,   2073.81
193409,  688,      0.38,      0.68,      1.04,      1.49,      1.89,      2.40,      3.10,      3.75,      4.80,      6.37,      7.69,     10.41,     14.31,     19.48,     24.81,     32.95,     50.81,     79.27,    146.87,   2076.15
193410,  681,      0.37,      0.64,      1.00,      1.46,      1.93,      2.30,      2.99,      3.70,      4.69,      6.23,      7.60,     10.73,     14.60,     19.02,     26.14,     34.62,     49.10,     80.00,    149.21,   2055.15
193411,  681,      0.41,      0.82,      1.22,      1.68,      2.15,      2.81,      3.47,      4.41,      5.51,      6.95,      8.71,     12.29,     15.93,     21.00,     28.80,     37.88,     53.88,     90.31,    169.13,   2013.16
193412,  684,      0.44,      0.83,      1.10,      1.60,      2.18,      2.82,      3.67,      4.63,      5.90,      7.05,      8.62,     11.77,     15.96,     21.15,     29.40,     37.43,     54.22,     87.77,    165.08,   1959.51
193501,  681,      0.48,      0.79,      1.10,      1.61,      2.06,      2.71,      3.38,      4.28,      5.41,      6.83,      8.25,     11.40,     15.73,     20.51,     27.45,     36.31,     51.66,     82.58,    161.89,   1950.18
193502,  675,      0.41,      0.71,      1.00,      1.50,      1.91,      2.55,      3.16,      4.00,      5.40,      6.31,      7.96,     10.87,     15.12,     20.05,     26.15,     34.59,     51.80,     79.04,    162.66,   1975.84
193503,  674,      0.34,      0.61,      0.81,      1.28,      1.71,      2.17,      2.91,      3.63,      4.61,      5.77,      7.52,      9.75,     13.92,     18.65,     24.22,     33.07,     48.15,     75.57,    154.34,   1908.19
193504,  682,      0.37,      0.63,      0.89,      1.38,      1.97,      2.55,      3.22,      4.01,      5.20,      6.31,      8.37,     10.76,     14.87,     19.48,     26.57,     36.46,     53.68,     87.09,    164.60,   2073.81
193505,  681,      0.36,      0.67,      0.89,      1.43,      1.93,      2.59,      3.23,      4.15,      5.46,      6.66,      8.96,     10.97,     15.59,     20.64,     26.22,     37.91,     56.21,     86.24,    173.28,   2248.77
193506,  683,      0.33,      0.65,      0.96,      1.43,      1.96,      2.63,      3.36,      4.35,      5.54,      6.88,      9.29,     11.78,     16.39,     21.24,     28.46,     39.08,     59.93,     91.28,    187.00,   2318.75
193507,  677,      0.39,      0.71,      1.17,      1.56,      2.24,      3.00,      4.01,      4.77,      6.20,      7.88,     10.20,     13.46,     17.16,     22.62,     30.47,     43.31,     60.78,    100.99,    198.75,   2440.06
193508,  681,      0.46,      0.87,      1.38,      1.82,      2.62,      3.41,      4.37,      5.40,      6.65,      8.76,     10.87,     14.60,     18.23,     22.90,     30.45,     41.23,     63.14,    107.76,    187.00,   2547.36
193509,  684,      0.51,      0.86,      1.36,      1.95,      2.69,      3.39,      4.39,      5.38,      6.97,      8.82,     11.07,     14.52,     18.51,     23.16,     29.65,     43.49,     62.39,    108.03,    196.88,   2612.68
193510,  682,      0.50,      0.93,      1.42,      2.06,      2.85,      3.73,      4.71,      5.99,      7.60,      9.65,     11.81,     15.36,     19.62,     24.36,     32.23,     47.08,     68.69,    116.88,    211.54,   2687.33
193511,  685,      0.68,      1.28,      1.81,      2.55,      3.19,      4.22,      5.36,      6.36,      8.09,     10.81,     12.83,     16.45,     20.42,     25.48,     34.73,     47.74,     73.41,    128.48,    221.19,   2953.26
193512,  692,      0.74,      1.28,      1.82,      2.67,      3.70,      4.56,      5.83,      7.10,      9.21,     11.70,     14.08,     17.00,     21.21,     26.85,     37.03,     49.50,     77.90,    131.82,    233.67,   2901.94
193601,  692,      0.97,      1.67,      2.31,      3.15,      4.20,      5.14,      6.32,      7.68,      9.83,     12.60,     15.47,     19.26,     22.72,     28.95,     38.91,     51.55,     81.92,    143.04,    234.68,   3018.58
193602,  696,      0.93,      1.76,      2.43,      3.46,      4.49,      5.40,      6.80,      8.25,     10.38,     13.12,     16.44,     19.53,     23.40,     29.38,     38.37,     54.88,     83.90,    145.23,    233.97,   3219.20
193603,  693,      0.99,      1.70,      2.47,      3.38,      4.45,      5.67,      6.86,      8.68,     10.96,     13.66,     16.62,     19.58,     23.58,     29.83,     39.00,     52.84,     82.71,    144.83,    226.18,   3060.57
193604,  706,      0.75,      1.37,      2.05,      2.81,      3.90,      4.96,      5.94,      7.58,      9.33,     11.67,     14.27,     17.68,     21.03,     26.29,     34.72,     47.01,     75.58,    129.38,    212.87,   2892.61
193605,  704,      0.75,      1.42,      2.20,      2.98,      4.03,      5.10,      6.18,      8.35,     10.25,     12.36,     15.29,     18.06,     21.88,     27.87,     35.62,     49.56,     78.83,    136.32,    230.45,   3086.23
193606,  707,      0.75,      1.38,      2.08,      2.99,      4.08,      4.96,      6.17,      8.15,     10.09,     12.15,     15.01,     18.12,     22.41,     27.74,     36.11,     49.43,     78.97,    137.98,    239.95,   3125.89
193607,  709,      0.79,      1.55,      2.33,      3.30,      4.25,      5.31,      6.92,      9.02,     11.02,     12.87,     16.31,     19.64,     23.69,     30.66,     39.80,     52.56,     83.68,    147.61,    258.10,   3200.53
