This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 OP portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. OP for June of year t is annual revenues minus cost of goods sold, interest expense,
and selling, general, and administrative expenses divided by book equity for the last fiscal year end in t-1.
Firms with negative BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
199111   ,2.40   ,2.01   ,2.51   ,0.10  ,-0.04  ,-1.05
199112  ,-1.30  ,-0.59   ,0.04   ,1.76   ,2.08   ,1.23
199201   ,2.96  ,-0.07   ,2.77   ,1.95   ,2.94   ,0.10
199202   ,1.89   ,2.76   ,4.29   ,1.64   ,2.55   ,1.31
199203  ,-0.97   ,0.60   ,0.45   ,0.37  ,-0.91   ,0.71
199204  ,-0.22   ,3.59   ,3.34   ,4.50   ,6.40   ,5.26
199205   ,6.87   ,6.01   ,3.74  ,11.58  ,10.41   ,3.94
199206  ,-0.83  ,-0.34  ,-1.21  ,-0.39  ,-1.30  ,-2.55
199207  ,-1.41  ,-2.99  ,-0.94  ,-4.84  ,-2.79  ,-3.08
199208  ,-6.53  ,-4.56  ,-5.74  ,-6.18  ,-5.40  ,-6.31
199209  ,-1.32  ,-1.84  ,-0.54  ,-1.93  ,-2.07  ,-2.87
199210  ,-1.22   ,1.94   ,2.95   ,7.57   ,2.47   ,1.61
199211   ,0.68   ,0.69   ,1.96  ,-1.78  ,-3.10  ,-0.98
199212   ,1.94   ,1.35   ,1.87  ,-3.69  ,-0.29   ,5.35
199301   ,1.10   ,2.97   ,2.05   ,2.03   ,1.10   ,0.26
199302   ,7.48   ,7.17   ,6.38   ,9.98   ,8.75   ,6.80
199303   ,5.54   ,5.76   ,6.70   ,0.45   ,2.62   ,2.94
199304  ,10.17   ,8.28   ,8.28   ,7.68   ,6.43   ,2.17
199305   ,7.00   ,9.39   ,6.89   ,6.84   ,5.44   ,2.93
199306   ,2.36  ,-2.10   ,0.52  ,-4.84  ,-2.61  ,-2.21
199307   ,4.11   ,2.88   ,2.61   ,2.11   ,1.20   ,4.61
199308   ,5.93   ,5.59   ,5.86   ,7.93   ,6.84   ,5.94
199309  ,-3.63  ,-2.22  ,-0.74   ,1.94   ,1.13  ,-0.97
199310  ,11.37  ,11.69  ,11.62  ,17.51  ,16.34  ,15.82
199311  ,-1.26   ,1.82   ,0.36  ,-2.43  ,-1.66  ,-3.59
199312  ,18.69  ,16.58  ,12.41  ,21.65  ,25.43  ,15.93
199401   ,7.58   ,3.80   ,2.18   ,2.23   ,0.80   ,0.21
199402   ,0.18  ,-1.04  ,-2.51  ,-5.47  ,-7.44  ,-7.21
199403 ,-10.81  ,-8.45  ,-7.73 ,-10.47  ,-9.15  ,-9.78
199404   ,1.87   ,2.10   ,0.09   ,2.85   ,0.93   ,4.40
199405   ,0.52   ,1.04   ,1.16   ,3.20   ,5.43   ,5.63
199406  ,-3.03  ,-4.34  ,-4.32  ,-7.87  ,-6.44  ,-4.88
199407   ,1.96   ,2.08  ,-0.20   ,6.37   ,6.13   ,4.00
199408   ,1.26   ,2.26   ,1.23   ,3.79   ,4.85   ,4.02
199409  ,-0.91  ,-0.98  ,-1.90  ,-2.08  ,-1.50  ,-3.41
199410  ,-0.95  ,-0.73  ,-1.72   ,1.50   ,1.78   ,1.40
199411  ,-8.28  ,-5.03  ,-6.88 ,-12.85  ,-6.23  ,-6.96
199412  ,-2.87  ,-1.66  ,-1.89  ,-3.01  ,-0.44   ,0.11
199501  ,-7.91  ,-9.05  ,-7.75  ,-8.62  ,-8.86  ,-4.31
199502   ,0.37   ,0.81   ,1.30  ,11.89   ,8.02   ,2.17
199503  ,-1.48  ,-1.98  ,-0.77   ,0.93   ,1.15   ,1.30
199504   ,0.06   ,0.70   ,2.11  ,-0.97   ,1.14   ,3.64
199505   ,0.32   ,0.58   ,2.45   ,8.26   ,6.19   ,1.60
199506  ,-0.64  ,-0.23   ,1.56  ,-1.94  ,-1.34  ,-3.09
199507   ,7.71   ,8.05   ,7.93   ,2.51   ,6.07   ,5.21
199508   ,2.28   ,3.26   ,3.11  ,-4.01  ,-1.51   ,0.06
199509   ,0.75   ,0.81   ,2.66   ,1.43   ,3.74   ,1.06
199510  ,-2.81  ,-1.92  ,-1.77   ,0.27  ,-0.19  ,-0.12
199511   ,0.76   ,1.50   ,1.12   ,0.84   ,1.27   ,1.53
199512   ,1.80   ,1.62   ,0.41   ,4.36   ,2.70   ,3.97
199601   ,7.94   ,6.95   ,7.82  ,13.92   ,8.15   ,6.93
199602   ,3.34   ,2.10   ,2.32  ,-0.40  ,-0.07   ,1.61
199603  ,-0.77  ,-0.58  ,-0.05  ,-0.55  ,-0.42  ,-0.99
199604   ,3.35   ,2.76   ,2.40   ,1.44   ,2.31   ,1.83
199605   ,3.63   ,1.09   ,1.27  ,-0.11   ,0.82   ,2.17
199606  ,-2.81  ,-0.66  ,-1.08  ,-1.24  ,-1.47  ,-2.62
199607  ,-5.90  ,-4.20  ,-3.39  ,-5.90  ,-4.49  ,-4.88
199608   ,2.42   ,5.00   ,5.65   ,5.30   ,4.59   ,3.34
199609   ,2.13   ,1.79   ,3.07   ,3.39   ,3.68   ,1.31
199610   ,4.30   ,2.29   ,6.23   ,2.61   ,2.99   ,1.94
199611   ,7.81   ,5.86   ,7.05  ,11.38   ,6.08   ,4.79
199612  ,-0.11  ,-0.53  ,-1.01   ,0.53   ,0.27  ,-0.72
199701   ,1.19  ,-1.44   ,0.23  ,-2.41  ,-2.31  ,-1.14
199702   ,3.91   ,6.54   ,3.31   ,1.24   ,0.39   ,1.29
199703  ,-3.75  ,-1.75  ,-1.21  ,-8.56  ,-3.87  ,-2.51
199704  ,-0.03   ,0.61  ,-0.04  ,-0.62   ,1.28  ,-0.07
199705   ,5.55   ,3.46   ,5.72   ,9.93   ,7.12   ,7.04
199706  ,-0.62   ,0.28   ,0.10  ,-0.74   ,4.15   ,4.20
199707   ,3.83   ,3.61   ,4.93   ,2.48   ,1.90   ,1.45
199708   ,4.68  ,-1.16  ,-3.30  ,-6.30 ,-10.12  ,-9.87
199709  ,-4.13  ,-2.55  ,-0.41   ,3.53   ,5.35   ,5.50
199710 ,-27.78 ,-20.46 ,-22.29 ,-28.30 ,-23.41 ,-14.49
199711  ,-7.82  ,-4.97  ,-5.57  ,-1.88  ,-1.58   ,1.69
199712  ,-8.01  ,-5.51  ,-6.61  ,-2.29   ,0.35   ,0.09
199801 ,-15.18 ,-12.17  ,-8.90 ,-16.14  ,-9.74  ,-0.13
199802  ,14.82  ,14.30  ,13.78  ,22.32  ,14.67   ,4.51
199803  ,-1.13  ,-1.64  ,-2.29  ,-2.08  ,-0.02  ,-2.84
199804  ,-4.69  ,-4.95  ,-1.61  ,-6.98  ,-6.88  ,-2.98
199805 ,-11.21  ,-8.18  ,-9.56 ,-14.18 ,-11.65  ,-7.56
199806 ,-11.26  ,-8.51  ,-9.57  ,-2.48  ,-8.96  ,-2.65
199807  ,-6.52  ,-4.26  ,-3.08 ,-10.38  ,-4.72   ,2.25
199808 ,-16.29 ,-15.68 ,-12.34 ,-15.26 ,-13.19 ,-11.05
199809   ,4.56   ,9.62   ,7.63  ,11.87  ,14.20   ,9.61
199810  ,19.51  ,23.44  ,15.27  ,27.97  ,26.85   ,7.82
199811   ,7.84   ,6.38   ,7.54   ,4.09   ,4.50   ,5.19
199812  ,-5.43  ,-3.51  ,-0.56  ,-4.24  ,-0.30  ,-2.59
199901  ,-2.10  ,-0.20   ,2.49  ,-3.90  ,-1.37   ,3.03
199902  ,-1.90  ,-1.87   ,0.54  ,-2.07   ,0.27  ,-1.32
199903   ,3.31   ,4.03   ,3.91  ,11.62   ,9.74   ,6.98
199904  ,23.53  ,24.65  ,19.33  ,20.54  ,16.78  ,14.60
199905   ,9.98   ,6.89   ,5.86  ,-4.51  ,-5.30  ,-8.36
199906  ,16.63  ,16.96  ,16.00  ,11.86   ,8.67   ,7.25
199907  ,-6.28  ,-4.93  ,-2.39  ,-3.61   ,0.39  ,-2.23
199908  ,-3.98  ,-2.66  ,-1.53   ,0.52  ,-2.91  ,-1.60
199909   ,3.01   ,1.90   ,0.81  ,-3.15  ,-3.17  ,-1.03
199910  ,-0.22  ,-0.47  ,-0.28   ,1.35   ,2.15   ,1.63
199911   ,5.61   ,3.92   ,5.97   ,8.75   ,8.56   ,6.27
199912  ,11.13   ,8.31  ,10.88  ,11.55   ,8.93   ,8.67
200001   ,5.07  ,-2.40  ,-1.19  ,-9.22  ,-5.06  ,-8.51
200002   ,8.59   ,2.85   ,0.61  ,-3.09  ,-1.13   ,0.36
200003   ,1.34  ,-2.01  ,-1.06   ,5.05   ,2.91  ,-2.15
200004 ,-22.35 ,-12.34 ,-12.35  ,-7.27  ,-4.23  ,-3.91
200005 ,-10.74  ,-7.46  ,-8.20 ,-11.47  ,-9.99  ,-3.45
200006   ,5.30   ,8.56   ,9.28  ,13.71  ,12.73   ,9.32
200007  ,-0.46   ,0.82  ,-0.63   ,6.29  ,-1.72  ,-3.35
200008   ,1.01   ,1.79   ,1.81   ,4.75   ,4.09   ,0.33
200009 ,-12.89  ,-7.38 ,-10.70  ,-9.36  ,-4.36  ,-5.73
200010  ,-9.55  ,-5.03  ,-6.27  ,-8.12  ,-7.09  ,-0.93
200011  ,-0.98   ,1.09  ,-0.86  ,-2.22  ,-4.18   ,4.59
200012  ,-1.08   ,2.02   ,1.17   ,9.65   ,4.30   ,2.46
200101   ,1.03   ,2.41   ,0.20   ,3.86   ,4.36   ,2.51
200102   ,0.49  ,-1.70  ,-2.59  ,-2.70  ,-4.60  ,-3.10
200103 ,-13.54 ,-10.33 ,-12.82 ,-13.51 ,-13.51 ,-11.66
200104   ,4.49   ,5.53   ,9.32   ,2.17   ,9.57   ,8.46
200105   ,6.11   ,5.70   ,6.56  ,-0.12  ,-2.43   ,1.10
200106   ,0.88   ,2.13   ,1.29  ,-1.76   ,3.20   ,3.06
200107  ,-8.31  ,-4.42  ,-2.14  ,-3.53  ,-2.20  ,-4.74
200108  ,-4.57  ,-0.01   ,1.90  ,-6.90   ,1.59   ,3.43
200109 ,-15.94 ,-15.67 ,-13.90 ,-17.42 ,-13.27 ,-11.55
200110   ,7.22   ,7.91   ,9.92   ,5.84   ,5.41   ,6.08
200111   ,7.43   ,8.58   ,8.38  ,12.14   ,6.81   ,8.29
200112   ,0.11   ,1.44   ,1.73   ,5.87   ,2.31   ,0.48
200201   ,3.52   ,6.87   ,6.89  ,-3.48   ,4.14   ,2.55
200202  ,-1.71   ,2.01   ,1.48  ,-6.84  ,-1.33   ,2.51
200203   ,2.17   ,6.95   ,7.77   ,5.20   ,5.35   ,3.16
200204   ,0.95  ,-0.73   ,0.95   ,4.18  ,-0.66  ,-0.20
200205   ,4.56   ,4.88   ,8.00  ,-1.23   ,1.89   ,4.46
200206  ,-4.84  ,-4.02  ,-5.22  ,-8.54  ,-5.25  ,-3.18
200207 ,-10.54  ,-7.65  ,-7.45  ,-5.55  ,-4.66  ,-6.46
200208  ,-0.02   ,1.94   ,1.33  ,-3.76   ,1.68   ,2.42
200209  ,-8.02  ,-7.77  ,-8.23 ,-10.33  ,-5.82  ,-5.52
200210   ,1.22   ,3.64   ,1.21   ,7.47   ,3.67   ,4.46
200211   ,1.02   ,1.98  ,-0.94   ,8.93  ,-0.55   ,0.60
200212   ,0.36   ,0.94   ,0.35  ,-7.27  ,-1.10  ,-1.72
200301   ,2.15   ,4.16   ,4.22   ,0.34   ,0.33   ,3.92
200302  ,-0.69   ,2.42   ,0.12  ,-2.88   ,0.39  ,-2.06
200303  ,-4.17  ,-0.95  ,-4.21  ,-3.72  ,-0.14   ,2.88
200304   ,1.66   ,2.40   ,2.52   ,3.61   ,4.35   ,6.25
200305  ,12.30  ,11.03   ,9.02   ,7.84   ,6.70   ,6.15
200306   ,3.20   ,7.17   ,5.53   ,2.21   ,4.42   ,4.31
200307   ,7.73  ,12.16   ,9.26   ,6.09   ,3.44  ,-0.30
200308  ,13.77   ,6.39   ,6.46  ,11.34   ,5.32   ,2.18
200309   ,8.26   ,9.01   ,9.24   ,4.25   ,5.48   ,5.00
200310   ,5.23   ,7.10   ,6.39   ,6.11   ,7.27   ,5.20
200311   ,0.47   ,0.83   ,0.56  ,-2.95   ,1.34   ,2.08
200312   ,4.17   ,3.87   ,4.62   ,4.41   ,5.93   ,5.46
200401   ,8.89   ,5.40   ,4.09   ,8.92   ,2.70   ,1.83
200402   ,5.49   ,4.36   ,3.88   ,2.25   ,4.69   ,3.53
200403  ,-5.32  ,-2.26  ,-1.82  ,-3.83   ,0.43  ,-0.77
200404  ,-8.19  ,-6.78  ,-6.66  ,-3.90  ,-6.08  ,-5.19
200405  ,-2.13  ,-1.12  ,-2.53  ,-0.27   ,0.53   ,0.81
200406  ,-1.26   ,0.72   ,0.06  ,-0.10   ,0.93   ,0.87
200407   ,1.60   ,1.84   ,3.13   ,2.74   ,0.66   ,0.20
200408  ,-0.07   ,1.58   ,1.14   ,7.47   ,1.45   ,2.08
200409   ,5.78   ,5.63   ,6.78   ,2.98   ,5.61   ,6.69
200410   ,4.91   ,3.68   ,4.78   ,1.36   ,3.34   ,4.24
200411  ,11.63   ,6.89   ,6.30  ,12.82   ,5.49   ,7.36
200412   ,3.78   ,0.68   ,2.18   ,2.54   ,3.47   ,3.10
200501   ,1.86   ,3.22   ,2.89  ,-2.03  ,-0.52   ,0.53
200502   ,3.41   ,3.17   ,2.70   ,2.88   ,3.09   ,5.93
200503  ,-3.05  ,-3.65  ,-3.56  ,-3.19  ,-2.36  ,-2.93
200504  ,-2.91  ,-2.23  ,-4.36   ,3.59  ,-1.70  ,-0.87
200505  ,-2.99  ,-2.19  ,-2.49  ,-0.80   ,0.92   ,0.56
200506   ,2.11   ,2.13   ,3.17   ,3.59   ,4.18   ,5.19
200507   ,2.42   ,1.46   ,4.31   ,7.05   ,2.91   ,2.88
200508   ,2.24   ,0.05   ,1.97  ,-0.37   ,0.15   ,0.87
200509   ,6.11   ,3.40   ,2.55   ,2.52   ,3.76   ,6.24
200510  ,-4.83  ,-4.70  ,-4.04  ,-7.28  ,-5.47  ,-5.39
200511   ,1.91   ,2.29   ,2.25   ,3.54   ,3.91   ,3.29
200512   ,1.62   ,1.61   ,0.92   ,1.79   ,2.37   ,3.00
200601   ,8.32   ,7.02   ,6.05   ,6.27   ,5.82   ,7.48
200602   ,2.96   ,2.12   ,1.94   ,1.03   ,0.68  ,-2.02
200603   ,8.66   ,3.13   ,3.26   ,2.79   ,0.95   ,2.73
200604   ,6.37   ,5.68   ,5.48   ,5.94   ,6.95   ,7.96
200605  ,-4.58  ,-5.98  ,-4.88  ,-6.21  ,-5.97  ,-3.91
200606  ,-3.67   ,0.17  ,-1.26   ,0.64   ,0.94  ,-0.94
200607   ,2.31   ,2.80   ,3.55   ,2.24   ,1.26   ,0.71
200608   ,2.52   ,2.39   ,2.56   ,1.98   ,3.81   ,2.81
200609  ,-0.28   ,1.63   ,0.18   ,0.39   ,1.03  ,-0.56
200610   ,8.80   ,5.55   ,9.29   ,3.79   ,6.50   ,8.19
200611   ,8.37   ,4.86   ,5.01   ,6.24   ,5.65   ,2.76
200612   ,3.10   ,3.48   ,3.24   ,5.41   ,4.77   ,3.62
200701   ,5.77   ,6.72   ,4.33   ,3.69   ,1.85   ,0.23
200702   ,3.76   ,2.62   ,3.16  ,-0.56   ,0.51   ,3.10
200703   ,8.81   ,3.82   ,4.14   ,2.92   ,4.85   ,6.69
200704  ,10.18   ,7.72   ,7.51   ,4.60   ,3.98   ,5.42
200705  ,12.05   ,6.99   ,4.94   ,3.00   ,1.75   ,3.86
200706   ,5.76   ,7.19   ,5.15   ,0.91   ,0.62   ,5.15
200707   ,6.46   ,4.01   ,2.56   ,2.50   ,2.55   ,0.10
200708 ,-15.94 ,-10.95  ,-9.50  ,-5.05  ,-3.23  ,-0.98
200709   ,9.85   ,9.09   ,9.62  ,12.68  ,10.86  ,15.82
200710   ,7.56   ,4.03   ,5.72  ,10.58   ,6.72   ,9.48
200711  ,-8.31  ,-8.18  ,-8.16  ,-3.98  ,-5.38  ,-7.27
200712  ,-1.50   ,0.08  ,-0.25  ,-1.38   ,3.56  ,-2.71
200801 ,-16.19 ,-13.92 ,-12.15 ,-11.45  ,-9.62 ,-10.03
200802   ,6.55   ,4.00   ,2.69   ,0.38   ,3.64   ,3.54
200803 ,-10.37  ,-8.01  ,-8.22  ,-6.29  ,-3.21  ,-5.64
200804   ,5.46   ,5.39   ,2.64   ,8.30   ,5.69   ,8.72
200805   ,9.08   ,2.72   ,2.58   ,2.83   ,3.24   ,3.29
200806  ,-7.13  ,-8.32  ,-9.77 ,-10.26  ,-7.88  ,-6.93
200807 ,-10.86  ,-5.37  ,-4.09  ,-4.93  ,-2.78  ,-6.43
200808 ,-13.44  ,-8.80  ,-6.57  ,-8.71  ,-6.31  ,-4.79
200809 ,-21.82 ,-16.24 ,-17.38 ,-23.84 ,-14.99 ,-16.40
200810 ,-33.86 ,-30.19 ,-31.13 ,-23.21 ,-26.20 ,-25.34
200811  ,-6.55  ,-5.85  ,-8.89  ,-3.87  ,-4.43  ,-8.12
200812  ,12.33   ,8.59   ,6.88   ,9.51   ,6.59   ,6.73
200901  ,-5.85  ,-7.85  ,-9.88  ,-4.64  ,-4.96 ,-11.08
200902  ,-0.10  ,-2.91  ,-3.80  ,-8.10  ,-6.74  ,-2.09
200903   ,8.46   ,3.78  ,11.25  ,11.81   ,7.18  ,14.21
200904  ,13.51  ,14.23  ,15.37  ,17.18  ,15.08  ,11.68
200905  ,30.49  ,27.50  ,26.67  ,24.88  ,18.83  ,13.20
200906   ,0.13   ,1.69   ,2.47   ,0.15   ,0.71   ,3.74
200907  ,11.81  ,14.36  ,15.11  ,14.73  ,12.56  ,11.96
200908   ,1.59   ,4.35   ,9.34  ,-3.99   ,1.81   ,3.42
200909   ,9.05   ,7.69  ,10.71   ,8.56   ,8.51   ,9.20
200910   ,3.68   ,3.15   ,1.87   ,3.71  ,-0.12   ,0.97
200911   ,5.18   ,4.44   ,1.92   ,1.75   ,1.10   ,3.96
200912   ,0.11   ,4.57   ,3.38   ,2.69   ,2.88   ,2.08
201001  ,-2.88  ,-0.80  ,-3.29  ,-9.56  ,-5.05  ,-6.96
201002   ,0.93   ,1.30   ,0.38   ,2.86   ,2.33   ,3.41
201003   ,6.92   ,7.38   ,7.93   ,6.92   ,7.85   ,7.93
201004   ,3.39   ,3.58   ,5.02  ,-0.58   ,1.59  ,-0.20
201005 ,-14.87 ,-12.93 ,-16.06  ,-8.82 ,-10.46 ,-14.53
201006  ,-2.70   ,0.72  ,-0.23   ,0.94   ,0.90  ,-1.49
201007   ,8.33   ,7.33   ,9.72   ,8.62  ,10.16   ,9.42
201008  ,-0.73  ,-1.37   ,0.12   ,0.54  ,-0.11  ,-2.93
201009  ,15.41  ,12.66  ,15.66  ,15.79  ,11.72  ,12.84
201010   ,5.85   ,4.07   ,5.39   ,4.10   ,2.58   ,5.31
201011   ,1.57  ,-0.61  ,-1.96  ,-0.91  ,-1.20  ,-1.62
201012  ,10.46   ,7.16   ,8.67   ,6.24   ,5.53   ,8.61
201101  ,-1.70  ,-1.43  ,-0.93  ,-0.86   ,0.26  ,-2.50
201102   ,0.76  ,-2.24   ,0.88  ,-2.90  ,-0.29   ,2.19
201103   ,0.69   ,1.31   ,2.31   ,0.57   ,1.94   ,3.58
201104   ,2.97   ,4.88   ,4.73   ,2.01   ,5.42   ,5.59
201105  ,-4.82  ,-3.62  ,-3.26  ,-1.48  ,-2.33  ,-2.80
201106  ,-7.43  ,-1.59  ,-2.58  ,-4.81  ,-0.90  ,-2.72
201107   ,3.47   ,1.27   ,2.41   ,3.58   ,0.82   ,0.43
201108  ,-9.90  ,-9.50  ,-6.81 ,-10.45  ,-5.27  ,-6.19
201109 ,-17.72 ,-14.64 ,-15.10 ,-17.39 ,-14.45 ,-17.15
201110  ,11.07  ,11.59  ,11.58  ,12.97  ,14.84  ,13.90
201111  ,-6.58  ,-4.85  ,-5.40  ,-7.76  ,-6.71  ,-5.82
201112  ,-3.20  ,-1.99  ,-1.94  ,-0.56  ,-0.78  ,-1.22
201201   ,8.41   ,7.68   ,8.48  ,13.25   ,9.06  ,10.34
201202   ,8.62   ,8.37   ,7.07   ,6.79   ,4.55   ,4.71
201203  ,-3.12  ,-0.24  ,-1.00  ,-5.05  ,-1.07  ,-2.68
201204  ,-1.86   ,0.20   ,0.45   ,0.05   ,1.83   ,1.14
201205 ,-12.64  ,-8.17 ,-10.78 ,-10.97 ,-11.43 ,-11.96
201206  ,-0.23   ,2.86   ,2.21   ,4.06   ,5.35   ,4.08
201207   ,0.02   ,1.94   ,3.11   ,4.39   ,6.54   ,2.89
201208   ,1.69   ,2.41   ,1.58   ,1.84   ,0.62   ,1.50
201209   ,5.92   ,5.61   ,5.63   ,6.22   ,3.31   ,5.26
201210   ,1.45   ,0.65   ,1.36   ,1.05   ,1.68   ,2.62
201211  ,-0.79   ,0.48   ,0.09   ,3.87   ,0.72   ,2.66
201212   ,4.28   ,5.38   ,4.35   ,2.56   ,2.20   ,3.75
201301   ,6.18   ,8.36   ,7.45   ,5.77   ,5.10   ,5.62
201302  ,-0.24   ,1.66   ,0.57  ,-0.57   ,2.29   ,0.40
201303  ,-2.72   ,0.54   ,0.53  ,-0.85   ,0.97  ,-2.30
201304  ,-3.51  ,-1.36  ,-1.93   ,2.10   ,3.82   ,1.94
201305  ,-3.42  ,-2.29  ,-4.37  ,-3.72  ,-8.16  ,-4.89
201306  ,-6.57  ,-5.60  ,-7.84  ,-6.63  ,-5.22  ,-7.87
201307   ,5.63   ,4.26   ,5.19   ,2.28   ,2.79   ,4.72
201308   ,0.79   ,0.17   ,1.41  ,-0.68  ,-1.30   ,1.33
201309   ,7.11   ,7.31   ,7.20   ,6.36   ,7.09   ,6.48
201310   ,0.66   ,2.14   ,3.25   ,0.27   ,3.56   ,6.13
201311  ,-1.69  ,-1.46  ,-4.63  ,-1.12  ,-2.30  ,-2.77
201312   ,1.46   ,0.00   ,0.48  ,-0.99  ,-1.29   ,1.51
201401  ,-0.39  ,-1.38  ,-1.47  ,-5.88  ,-4.82  ,-4.22
201402   ,3.71   ,3.53   ,4.65   ,4.84   ,5.65   ,6.23
201403  ,-0.55   ,2.67   ,2.21   ,1.21   ,2.79   ,0.65
201404  ,-2.71  ,-0.65  ,-1.83   ,2.84   ,1.94   ,1.00
201405   ,1.27   ,1.54   ,1.35   ,3.59   ,1.16   ,1.53
201406   ,1.34   ,1.25   ,1.93   ,0.57  ,-0.05  ,-0.32
201407   ,4.12   ,3.30   ,3.26   ,3.68   ,2.96   ,3.50
201408   ,2.21   ,0.64   ,2.29   ,0.34   ,0.13  ,-1.38
201409  ,-5.93  ,-6.41  ,-6.19  ,-6.88  ,-7.22 ,-11.09
201410  ,-0.94  ,-1.29   ,0.40   ,2.55   ,3.75   ,5.58
201411  ,-1.90  ,-2.07  ,-3.26  ,-1.67  ,-1.93  ,-4.76
201412  ,-5.32  ,-5.02  ,-3.72  ,-3.66  ,-1.86  ,-4.01
201501  ,-1.11  ,-1.66  ,-2.90   ,5.15   ,0.27  ,-1.76
201502   ,1.79   ,1.45   ,5.62   ,2.27   ,3.37   ,4.08
201503   ,0.15  ,-0.91  ,-0.63  ,-0.45   ,0.43  ,-2.89
201504  ,20.03  ,13.67  ,10.17   ,7.04   ,4.79   ,4.38
201505   ,9.83   ,2.88   ,3.90  ,-0.21  ,-3.40  ,-2.67
201506  ,-2.88  ,-4.43  ,-3.71  ,-4.62  ,-3.96  ,-5.50
201507 ,-11.64  ,-7.38  ,-6.81  ,-4.97  ,-3.38  ,-0.81
201508 ,-12.83 ,-10.29 ,-11.30 ,-10.01 ,-10.37 ,-11.57
201509  ,-0.38   ,0.10  ,-1.14  ,-2.33  ,-3.00  ,-4.42
201510   ,6.03   ,6.13   ,7.87   ,7.28   ,7.22   ,7.71
201511  ,-0.25  ,-0.78   ,0.33  ,-3.76  ,-2.47  ,-1.12
201512   ,1.55   ,1.55   ,2.05   ,1.01   ,1.54   ,2.90
201601 ,-10.18  ,-9.41  ,-8.68  ,-9.21  ,-9.72  ,-7.69
201602   ,0.94   ,0.45   ,0.07   ,2.82   ,0.75  ,-0.20
201603   ,8.38   ,8.71   ,8.58   ,8.88  ,10.97  ,11.90
201604   ,2.84   ,3.05   ,2.36   ,0.22   ,1.40   ,1.70
201605  ,-2.02  ,-0.92  ,-1.16  ,-1.95  ,-1.81  ,-1.75
201606  ,-0.15   ,1.18   ,2.85   ,0.36   ,1.23  ,-0.68
201607   ,2.42   ,0.95   ,4.32   ,6.14   ,5.74   ,7.20
201608  ,-0.41   ,1.72   ,2.33   ,0.41   ,0.63  ,-3.00
201609   ,4.03   ,3.14   ,4.69   ,3.21   ,2.76   ,1.76
201610  ,-0.48   ,0.49  ,-0.92  ,-1.48  ,-1.19  ,-2.18
201611  ,-1.61  ,-1.28  ,-2.84  ,-1.39   ,0.01   ,0.39
201612  ,-1.67  ,-1.44  ,-1.10  ,-3.48  ,-1.14  ,-1.78
201701   ,4.28   ,4.28   ,5.20   ,6.55   ,7.18   ,4.45
201702   ,0.72   ,2.45  ,-0.21   ,3.17   ,2.11   ,2.48
201703  ,-0.30   ,0.47   ,2.35   ,3.22   ,2.56   ,3.94
201704  ,-1.58  ,-0.56  ,-0.85   ,1.38   ,0.71  ,-0.60
201705  ,-1.98   ,1.56  ,-1.44   ,0.97   ,0.88  ,-2.18
