This file was created by CMPT_ME_BEME_OP_INV_RETS_DAILY using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and INV.

The portfolios are constructed at the end of June.  INV is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1,
divided by t-2 total assets.
Annual returns are from January to December.
19631023  -0.15  -0.12   0.13   0.14   0.02   0.06
19631024   0.34   0.46   0.40   0.52   0.20   0.70
19631025   0.48   0.12   0.64   0.38   0.70   2.12
19631028  -0.52   0.01  -0.46   0.20   0.49   0.95
19631029  -0.01  -0.22  -0.62   0.25  -0.20   0.26
19631030  -0.31  -0.36  -0.61  -0.60  -0.70  -1.29
19631031   0.30   0.00   0.18  -0.20   0.24   0.56
19631101   0.21   0.27  -0.26  -0.41  -0.08  -0.38
19631104  -0.40   0.13  -0.58  -0.35  -0.16  -1.07
19631106  -0.42  -0.49  -0.79  -0.34  -0.84  -0.98
19631107   0.42   0.27   0.40  -0.04   0.43   0.45
19631108   0.40   0.66   0.87   0.63   0.61   0.47
19631111   0.37   0.42   0.45   0.19   0.16   0.26
19631112  -0.37  -0.45   0.03  -0.37  -0.41  -0.41
19631113   0.06  -0.04   0.28   0.01   0.15   0.03
19631114  -0.19  -0.32  -0.42  -0.12  -0.46  -0.60
19631115  -0.27  -0.32  -0.74  -0.44  -0.74  -1.19
19631118  -0.75  -0.66  -0.67  -0.56  -0.87  -0.56
19631119  -0.13  -0.25  -0.11   0.27   0.11   0.10
19631120   0.08  -0.52  -0.49   0.59   1.45   0.09
19631121  -1.35  -1.07  -1.72  -1.29  -1.06  -1.71
19631122  -3.52  -2.58  -4.53  -2.96  -2.83  -2.94
19631126   3.16   2.18   4.01   4.66   3.75   4.54
19631127   0.33   0.05   0.17  -0.21  -0.30   0.09
19631129   1.78   1.65   1.85   1.08   1.43   1.37
19631202  -0.01   0.23   0.36   0.41   0.60   0.74
19631203  -0.24  -0.23  -0.13   0.29  -0.05  -0.22
19631204   0.65   0.14   0.46   0.32   0.28   0.19
19631205  -0.09  -0.01  -0.04   1.10   0.67   0.34
19631206  -0.10  -0.30  -0.05  -0.43  -0.24  -0.51
19631209  -0.32   0.24  -0.19  -0.50  -0.06   0.08
19631210   0.14   0.12  -0.23   0.11   0.08   0.11
19631211  -0.38  -0.06   0.04  -0.28  -0.06  -0.37
19631212   0.11  -0.12  -0.43   0.04   0.08  -0.17
19631213   0.12   0.23   0.07   0.12   0.12   0.22
19631216  -0.23  -0.36  -0.02   0.23   0.29   0.41
19631217  -0.31   0.03   0.21   0.49   0.19   1.36
19631218  -0.20  -0.14  -0.30   0.27  -0.04  -0.85
19631219  -0.34  -0.46  -0.62  -0.44  -0.09  -0.64
19631220  -0.36  -0.41  -0.47   0.21  -0.07  -0.56
19631223  -0.45  -0.36  -0.21  -0.35  -0.61  -0.77
19631224   0.37   0.30   0.67  -0.04   0.04   0.85
19631226   0.67   0.47   0.72   0.63   0.39   0.52
19631227   0.26   0.15   0.35   0.02   0.23   0.08
19631230  -0.40  -0.03  -0.18  -0.25   0.23   0.33
19631231   1.06   0.76   1.17   0.39   0.58   0.58
19640102   1.73   1.30   1.29   0.87   0.18   1.23
19640103   0.56   0.55   0.28   0.39   0.33  -0.24
19640106   0.38   0.38   0.40   0.53   0.37  -0.29
19640107   0.70   0.49  -0.16   0.51   0.12  -0.49
19640108   0.52   0.28   0.25   0.26   0.34   0.57
19640109  -0.06  -0.02   0.27  -0.16   0.10   1.20
19640110  -0.06  -0.08  -0.04  -0.18   0.03  -0.17
19640113   0.46   0.10  -0.05   0.13  -0.15  -0.11
19640114   0.56   0.16  -0.20   0.48   0.00   0.40
19640115   0.11  -0.14   0.33   0.17   0.18   0.64
19640116  -0.14   0.16   0.39   0.05   0.08  -0.59
19640117  -0.10   0.48  -0.09  -0.08   0.04  -0.13
19640120  -0.21  -0.50  -0.08  -0.79   0.07  -0.37
19640121  -0.19   0.00  -0.05   0.64   0.41   0.02
19640122   0.36   0.44   0.12   0.42   0.41   0.72
19640123   0.07   0.05   0.27   0.18   0.13  -0.01
19640124   0.37   0.40   0.32  -0.34   0.07   0.14
19640127  -0.44  -0.25  -1.06  -0.11   0.12  -0.32
19640128  -0.18  -0.22  -0.17   0.14   0.18  -0.28
19640129  -0.64  -0.47  -0.46  -0.38  -0.59  -0.59
19640130   0.16  -0.14  -0.10  -0.12  -0.02   0.40
19640131   0.24  -0.04  -0.03   0.15   0.36   0.84
19640203   0.04   0.08   0.16   0.09   0.16  -0.40
19640204  -0.30  -0.37  -0.61   0.03  -0.01  -0.26
19640205  -0.07   0.29  -0.26   0.29  -0.17  -0.29
19640206   0.32   0.31   0.29   0.35   0.11   0.45
19640207   0.51   0.30   0.46   0.83   0.36   0.21
19640210  -0.02  -0.09  -0.08  -0.40  -0.06  -0.06
19640211   0.55   0.19  -0.06   0.42   0.36   0.29
19640212   0.41   0.24   0.33   0.00   0.39   0.32
19640213  -0.07   0.12   0.20  -0.01   0.01   0.37
19640214  -0.14   0.11   0.07  -0.01  -0.20   0.19
19640217   0.39   0.42  -0.06  -0.03   0.14  -0.06
19640218  -0.09   0.04  -0.45   0.04  -0.01   0.16
19640219  -0.01   0.23   0.13   0.03   0.02   0.35
19640220   0.36   0.31   0.08   0.29  -0.01   0.18
19640224   0.05   0.24   0.11   0.22   0.06   0.17
19640225  -0.22   0.01   0.21   0.07   0.06   0.01
19640226   0.76   0.26   0.65   0.31   0.24   0.45
19640227  -0.31  -0.04   0.10   0.03  -0.21  -0.66
19640228   0.27   0.25   0.26   0.00   0.19   0.35
19640302   0.37   0.27  -0.02   0.29   0.15   0.30
19640303   0.14  -0.15  -0.19   0.52   0.29   0.32
19640304  -0.07  -0.11  -0.13  -0.13  -0.25  -0.20
19640305   0.21   0.16   0.35  -0.15  -0.05   0.05
19640306   0.78   0.62   0.45   0.41   0.16   0.62
19640309   0.19   0.17   0.09   0.19  -0.14   0.28
19640310   0.19   0.21  -0.36   0.23   0.29   0.56
19640311   0.46   0.20   0.03   0.60   0.41   0.51
19640312   0.23   0.16   0.11   0.13   0.16   0.33
19640313   0.35   0.20   0.29   0.46   0.04  -0.03
19640316  -0.19   0.32   0.07  -0.13   0.21  -0.14
19640317   0.43   0.11   0.34   0.12   0.18   0.24
19640318   0.43   0.37   0.29   0.40   0.16  -0.15
19640319  -0.04   0.15  -0.02  -0.04  -0.07  -0.15
19640320   0.12  -0.51   0.04  -0.19  -0.51  -0.53
19640323   0.36   0.21   0.36   0.03   0.05  -0.01
19640324   0.14   0.08  -0.02   0.20  -0.25  -0.25
19640325   0.73   0.66   0.45   0.51   0.01   0.47
19640326   0.83   0.27   0.44   0.57   0.10   0.30
19640330   0.15   0.01  -0.26   0.14  -0.03  -0.36
19640331  -0.12  -0.16   0.10  -0.10  -0.05  -0.49
19640401   0.76   0.82   0.57   0.24   0.37   0.34
19640402   0.69   0.69   0.18   0.74   0.51   0.59
19640403   0.27   0.16   0.23   0.22   0.16   0.45
19640406   0.37   0.31   0.24   0.13  -0.02   0.23
19640407  -0.41  -0.28  -0.04  -0.80  -0.09  -0.64
19640408   0.38   0.34   0.54   0.10   0.03  -0.06
19640409   0.21  -0.07   0.18   0.26  -0.16   0.21
19640410   0.33   0.20   0.16   0.08   0.02   0.57
19640413  -0.29   0.05  -0.28   0.05   0.05  -0.42
19640414  -0.11  -0.01   0.15   0.02   0.42   0.12
19640415   0.08  -0.17  -0.20   0.18   0.26  -0.01
19640416   0.04  -0.25   0.09  -0.03   0.22  -0.06
19640417   0.36   0.41   0.11   0.09   0.56   0.34
19640420  -0.31  -0.11  -0.45  -0.34   0.06  -0.12
19640421  -0.65   0.01  -0.04   0.09  -0.14   0.34
19640422  -0.14  -0.45  -0.14  -0.33   0.00   0.08
19640423  -0.68  -0.21  -0.69   0.01  -0.22  -0.07
19640424  -1.06  -0.67  -1.02  -0.95  -0.75  -0.57
19640427  -0.34  -0.56  -0.71  -0.75  -0.45  -0.53
19640428   0.84   0.36   0.61   0.46   0.69   0.86
19640429  -0.95  -0.55  -0.43  -0.91  -0.10  -0.51
19640430  -0.32  -0.18  -0.63  -0.31  -0.25  -0.07
19640501   0.99   0.41   0.80   0.72   0.51   1.60
19640504   0.34   0.65   0.83   0.69   0.42   0.34
19640505  -0.16   0.31  -0.02   0.05   0.47   1.02
19640506   0.25   0.10  -0.14   0.34   0.33   0.05
19640507   0.53   0.02  -0.09   0.65   0.00  -0.07
19640508   0.08  -0.30  -0.24  -0.33  -0.16  -0.14
19640511   0.09   0.05   0.08  -0.03  -0.08   0.13
19640512   0.37   0.04  -0.11   0.21   0.26   0.72
19640513  -0.26  -0.25  -0.43  -0.51  -0.15  -0.18
19640514   0.20   0.04   0.09  -0.24  -0.09  -0.16
19640515  -0.10  -0.07  -0.02   0.42   0.14   0.09
19640518  -0.33  -0.29  -0.60  -0.70  -0.30  -0.30
19640519   0.05  -0.22  -0.21  -0.23  -0.35  -0.85
19640520   0.36   0.41   0.02   0.14   0.32   0.81
19640521  -0.28   0.16  -0.24  -0.23   0.03   0.29
19640522   0.31   0.22   0.29  -0.17   0.19  -0.03
19640525   0.08  -0.41  -0.10  -0.22  -0.08  -0.05
19640526   0.17  -0.18  -0.18  -0.38  -0.23  -0.02
19640527  -0.41  -0.30  -0.33   0.21  -0.19  -0.28
19640528   0.36   0.21   0.55   0.60  -0.02   0.23
19640601  -0.38  -0.16  -0.52  -0.42  -0.24  -0.47
19640602  -0.63  -0.69  -0.72  -0.45  -0.50  -0.51
19640603  -0.16   0.02  -0.63  -0.12  -0.17  -0.41
19640604  -1.17  -0.97  -1.24  -0.99  -0.89  -1.24
19640605   0.47   0.18   0.43   0.57   0.38   0.57
19640608  -0.69  -0.34  -0.44  -0.57  -0.30  -0.68
19640609   0.85   0.18   0.33   0.64   0.40   0.97
19640610   0.29   0.52   0.30   0.43   0.33   0.57
19640611  -0.03   0.16   0.61   0.25   0.29   0.56
19640612   0.12  -0.05   0.15  -0.23  -0.24  -0.15
19640615   0.46   0.59   0.69   0.35   0.48   0.62
19640616   0.70   0.76   0.42   0.53   0.37   0.88
19640617   0.44   0.35   0.61   0.37   0.63   0.40
19640618   0.07   0.16  -0.12  -0.02   0.03  -0.09
19640619   0.32   0.11   0.17   0.11   0.09   0.26
19640622   0.27  -0.01   0.25   0.14   0.26   0.32
19640623   0.00   0.07  -0.03  -0.41  -0.25  -0.83
19640624   0.48   0.20   0.45   0.29   0.46   0.17
19640625   0.22   0.23  -0.05  -0.04   0.52  -0.37
19640626   0.47   0.73   0.48   0.21   0.26   0.29
19640629   0.08   0.21  -0.06  -0.02   0.40  -0.09
19640630  -0.07  -0.26   0.03  -0.22  -0.01   0.35
19640701   0.57   0.38   0.74   0.64   0.59   0.70
19640702   0.32   0.30   0.50   0.09   0.44   0.48
19640706   0.25   0.29   0.25   0.11   0.52   0.54
19640707  -0.04   0.18  -0.17   0.24   0.20   0.16
19640708   0.22   0.20  -0.04   0.30  -0.11   0.25
19640709   0.59   0.44   0.40   0.45   0.07   0.00
19640710   0.35   0.21   0.32   0.46   0.17   0.02
19640713  -0.15   0.04   0.13   0.06  -0.14   0.03
19640714   0.07  -0.01  -0.12  -0.16  -0.25  -0.56
19640715   0.23   0.44   0.39   0.45   0.37   0.46
19640716   0.24   0.01   0.16   0.22   0.45   0.07
19640717   0.15   0.11   0.50   0.63   0.50   0.26
19640720  -0.21   0.01  -0.24  -0.16  -0.39  -0.37
19640721  -0.22   0.05  -0.18  -0.24  -0.17  -0.12
19640722   0.36  -0.06  -0.01   0.27  -0.02   0.02
19640723   0.13   0.11   0.04   0.12  -0.11   0.04
19640724   0.09   0.08   0.06  -0.22   0.20  -0.52
19640727  -0.57  -0.26  -0.67  -0.37  -0.43  -0.70
19640728  -0.09  -0.12  -0.13  -0.27  -0.18  -0.35
19640729  -0.01   0.11   0.15   0.29   0.04   0.28
19640730   0.04   0.01  -0.03   0.00   0.30  -0.10
19640731   0.47   0.29  -0.12   0.28   0.14  -0.16
19640803  -0.55  -0.21  -0.58  -0.09  -0.28  -0.18
19640804  -1.08  -1.38  -1.37  -0.76  -1.07  -1.54
19640805   0.01  -0.12  -0.20  -0.02   0.19   0.64
19640806  -0.46  -0.53  -0.66  -0.82  -0.99  -0.83
19640807   0.59   0.39   0.54   0.55   0.61   0.68
19640810   0.16  -0.15   0.17   0.25  -0.10   0.22
19640811  -0.13   0.24   0.31  -0.03   0.01  -0.06
19640812   0.39   0.50   1.09   0.59   0.49   0.53
19640813   0.33   0.52   0.34   0.18   0.22   0.56
19640814   0.05  -0.01   0.14   0.12  -0.04  -0.53
19640817  -0.15  -0.04  -0.06  -0.11   0.05   0.06
19640818   0.06   0.14   0.04   0.29   0.08  -0.10
19640819  -0.17   0.12  -0.13  -0.07   0.05  -0.43
19640820  -0.45  -0.44  -0.47  -0.42  -0.34  -0.79
19640821   0.21   0.43   0.15   0.27   0.07   0.34
19640824  -0.02   0.12   0.06  -0.22  -0.17  -0.28
19640825  -0.68  -0.28  -0.51  -0.54  -0.37  -0.86
19640826  -0.09  -0.09  -0.19  -0.36  -0.06  -0.20
19640827   0.23   0.26   0.37   0.66   0.51   0.53
19640828   0.33   0.25   0.34   0.19   0.28   0.68
19640831   0.03   0.19   0.04   0.00  -0.23  -0.25
19640901   0.23   0.58   0.44   0.77   0.37   0.51
19640902   0.35   0.46   0.58   0.07   0.16   0.27
19640903   0.18  -0.02   0.00   0.23   0.31   0.28
19640904   0.43   0.04   0.21   0.24   0.18   0.28
19640908   0.21   0.21   0.14   0.16   0.17   0.12
19640909   0.18   0.32   0.14   0.31   0.23   0.12
19640910   0.14   0.14  -0.05   0.36  -0.04   0.26
19640911   0.24   0.33   0.19   0.92   0.31   0.05
19640914  -0.22  -0.04  -0.23  -0.21  -0.10  -0.71
19640915  -0.22  -0.24  -0.11  -0.41  -0.26   0.03
19640916   0.33   0.20   0.23  -0.09   0.22   0.81
19640917   0.52   0.24   0.24   0.61   0.56   0.85
19640918  -0.27  -0.08  -0.41  -0.30  -0.28  -0.55
19640921   0.41   0.50   0.58   0.52   0.34   0.59
19640922  -0.11   0.26   0.19   0.12   0.08  -0.10
19640923   0.21   0.25  -0.16  -0.07  -0.02   0.20
19640924   0.08  -0.17   0.27   0.16   0.19   0.00
19640925   0.42   0.11   0.27  -0.10   0.16   0.55
19640928   0.11   0.15   0.07   0.04   0.06   0.14
19640929   0.17  -0.17   0.03   0.32  -0.15   0.16
19640930   0.34   0.00  -0.05  -0.10   0.04  -0.26
19641001  -0.06  -0.24   0.07  -0.23  -0.14  -0.05
19641002   0.04  -0.02   0.06  -0.04   0.41   0.18
19641005   0.42   0.30   0.30   0.61   0.46   0.34
19641006   0.09   0.04  -0.22   0.07   0.15  -0.38
19641007  -0.03  -0.08  -0.04   0.10  -0.10   0.06
19641008   0.33   0.21   0.29  -0.17   0.20   0.67
19641009   0.32   0.37   0.30   0.16   0.10   0.30
19641012   0.32   0.31   0.38   0.24   0.08  -0.07
19641013  -0.09   0.06  -0.17   0.00  -0.23  -0.62
19641014   0.01  -0.20  -0.02   0.08  -0.18  -0.36
19641015  -1.16  -0.95  -1.42  -0.70  -0.59  -0.72
19641016   1.31   1.18   0.98   0.83   0.55   0.93
19641019   0.48   0.56   0.43   0.34   0.12  -0.10
19641020   0.21   0.35   0.50   0.40   0.23   0.24
19641021   0.05  -0.19   0.02   0.08  -0.09  -0.12
19641022   0.04  -0.07  -0.03  -0.43  -0.07  -0.16
19641023  -0.07   0.19   0.39   0.14   0.30   0.09
19641026   0.17   0.22  -0.03  -0.17  -0.13  -0.46
19641027   0.06   0.00  -0.13  -0.35  -0.02   0.21
19641028  -0.54  -0.49  -0.70  -0.56  -0.27  -0.27
19641029   0.02  -0.09   0.15  -0.09   0.09   0.09
19641030   0.16   0.22   0.35   0.04   0.21   0.21
19641102   0.14   0.19   0.38   0.32   0.55   0.42
19641104  -0.18  -0.04  -0.27  -0.15   0.11  -0.22
19641105  -0.33  -0.44   0.04  -0.29   0.14   0.07
19641106  -0.31  -0.02   0.00  -0.03   0.27   0.38
19641109  -0.30  -0.28  -0.27  -0.09   0.06  -0.04
19641110  -0.25  -0.33  -0.55  -0.14  -0.53  -0.17
19641111   0.48   0.16   0.47   0.25   0.15   0.57
19641112   0.59   0.59   0.37   0.29   0.14   0.16
19641113   0.36   0.18   0.33   0.38  -0.05   0.40
19641116  -0.10   0.43   0.48   0.69   0.46   0.56
19641117   0.32   0.11   0.06   0.44   0.48   0.51
19641118   0.04  -0.02   0.10   0.98   0.09   0.14
19641119   0.02   0.00  -0.03  -0.42   0.15   0.02
19641120   0.16  -0.02   0.29  -0.14   0.11   0.26
19641123  -0.13   0.03  -0.12  -0.35  -0.24  -0.20
19641124  -0.27  -0.15  -0.24  -0.21  -0.19  -0.53
19641125  -0.02   0.05   0.45  -0.07  -0.17  -0.40
19641127  -0.06  -0.12  -0.03   0.06  -0.39  -0.26
19641130  -0.86  -0.74  -0.98  -0.32  -0.82  -1.33
19641201  -0.83  -0.93  -1.04  -1.04  -0.97  -1.17
19641202  -0.04   0.13   0.09  -0.06   0.37   0.58
19641203   0.59   0.33   0.22   0.26   0.38   0.53
19641204  -0.03   0.32   0.12  -0.10   0.23   0.28
19641207  -0.14   0.21  -0.06   0.38  -0.03  -0.10
19641208  -0.76  -0.51  -0.57  -0.38  -0.20  -0.52
19641209  -1.18  -0.80  -0.95  -0.83  -0.69  -0.43
19641210  -0.03  -0.12  -0.19  -0.04  -0.05   0.09
19641211   0.36   0.36   0.39   0.10   0.26   0.18
19641214  -0.19  -0.44  -0.03  -0.33  -0.19  -0.46
19641215  -0.59  -0.28  -0.44  -0.44  -0.25  -0.20
19641216   0.31   0.32   0.71   0.29   0.43   0.51
19641217   0.38   0.33   0.64   0.32   0.28   0.76
19641218   0.58   0.31   0.58   0.29   0.43   0.77
19641221   0.26   0.17  -0.01   0.10   0.12  -0.01
19641222  -0.48  -0.16   0.19   0.16  -0.05   0.03
19641223  -0.54  -0.14   0.03  -0.40  -0.11  -0.24
19641224   0.17   0.45   0.35   0.28  -0.14   0.20
19641228  -0.07  -0.11  -0.12   0.08  -0.06  -0.31
19641229  -0.50  -0.29  -0.47  -0.34  -0.23  -0.38
19641230   0.41   0.45   0.41   0.46   0.74   0.38
19641231   0.32   0.50   0.29   0.57   0.67   0.01
19650104   0.43  -0.05   0.18  -0.09  -0.64  -0.50
19650105   1.29   0.93   0.65   0.71   0.52   0.25
19650106   0.46   0.55   0.83   0.49   0.21   0.39
19650107   0.53   0.27   0.59   0.04   0.42   0.72
19650108   0.19   0.23   0.35   0.02   0.06   0.65
19650111   0.30   0.23   0.21   0.14   0.07  -0.05
19650112   0.74   0.27   0.45   0.26   0.23   0.39
19650113   0.62   0.41   0.41   0.39   0.18   0.46
19650114  -0.02   0.16   0.20  -0.05   0.01   0.01
19650115   0.37   0.23   0.37   0.49   0.37   0.49
19650118   0.30   0.32   0.16   0.54   0.18   0.58
19650119  -0.32   0.20   0.03  -0.15   0.25   0.18
19650120  -0.19   0.01  -0.12   0.15  -0.02  -0.09
19650121   0.12  -0.14   0.11   0.12  -0.17   0.01
19650122   0.20   0.49   0.32   0.36   0.17   0.32
19650125   0.84   0.33   0.43   0.18   0.08   0.34
19650126   0.03   0.17   0.09   0.10   0.17   0.11
19650127   0.27   0.44   0.26   0.27   0.30   0.41
19650128   0.22   0.19   0.31   0.56   0.16   0.30
19650129   0.53   0.42   0.41   0.29   0.05   0.31
19650201   0.17   0.30   0.03   0.24   0.12  -0.25
19650202  -0.03   0.21   0.05   0.10   0.04   0.14
19650203   0.05   0.27   0.44   0.07   0.16   0.15
19650204   0.07   0.18   0.38   0.35  -0.17   0.08
19650205   0.07  -0.09   0.16  -0.17  -0.29  -0.26
19650208  -0.12  -0.02  -0.43  -0.37  -0.27  -0.30
19650209   0.72   0.39   0.54   0.46   0.17   0.66
19650210  -0.80  -0.87  -0.92  -0.74  -0.81  -0.90
19650211  -0.57  -0.97  -0.71  -0.65  -1.20  -0.77
19650212   1.01   0.91   1.27   0.69   0.71   0.59
19650215   0.44   0.35   0.12  -0.06  -0.01  -0.38
19650216   0.22  -0.10  -0.14  -0.55  -0.34  -0.38
19650217   0.16   0.41   0.59   0.05   0.08   0.47
19650218   0.72   0.60   0.50  -0.04   0.18   0.90
19650219   0.71   0.36   0.45   0.11   0.12   0.36
19650223   0.63   0.65   0.77   0.49   0.46   0.61
19650224   0.30   0.61   0.62   0.49   0.73   0.68
19650225   0.05   0.14   0.08   0.04   0.01   0.33
19650226   0.21   0.06   0.45   0.26   0.34   0.13
19650301   0.47   0.07   0.10  -0.33  -0.23  -0.10
19650302   0.73   0.33   0.19   0.24   0.17   0.16
19650303   0.63   0.05   0.25   0.13  -0.17   0.08
19650304  -0.16  -0.10  -0.23  -0.09  -0.21  -0.72
19650305  -0.29  -0.09  -0.17   0.02  -0.27  -0.08
19650308   0.23   0.46   0.56   0.08  -0.10   0.27
19650309  -0.44  -0.16  -0.35  -0.49  -0.16   0.14
19650310   0.04   0.15   0.11  -0.30  -0.12   0.03
19650311   0.46   0.31   0.53   0.14   0.37   0.74
19650312   0.53   0.32   0.10   0.39   0.33   0.30
19650315   0.09   0.10   0.29   0.08   0.08   0.18
19650316  -0.24   0.13  -0.17  -0.02  -0.01  -0.42
19650317  -0.18   0.16  -0.18  -0.04  -0.08  -0.34
19650318  -0.11  -0.19   0.00  -0.48  -0.25  -0.15
19650319  -0.08  -0.12   0.02   0.03   0.03  -0.06
19650322   0.10   0.10   0.06   0.00   0.02  -0.14
19650323   0.28  -0.09  -0.11   0.07  -0.01   0.23
19650324   0.25   0.30   0.26   0.29   0.21   0.09
19650325  -0.06   0.12  -0.27  -0.13  -0.30  -0.44
19650326  -0.65  -0.58  -0.76  -0.45  -0.59  -1.20
19650329  -0.73  -0.37  -0.67  -0.33  -0.19  -0.07
19650330   0.37   0.22   0.29   0.01   0.13   0.43
19650331   0.42   0.12   0.32   0.13  -0.10   0.07
19650401   0.29  -0.05   0.38  -0.03   0.18   0.36
19650402   0.40   0.48   0.31   0.27   0.21   0.30
19650405   0.02   0.07  -0.14  -0.10   0.11  -0.15
19650406  -0.08   0.08   0.02   0.06  -0.06  -0.01
19650407  -0.15   0.30   0.36   0.10   0.01   0.17
19650408   0.80   0.82   0.76   0.31   0.61   0.48
