This file was created by CMPT_ME_BEME_OP_INV_RETS_DAILY using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and INV.

The portfolios are constructed at the end of June.  INV is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1,
divided by t-2 total assets.
Annual returns are from January to December.
20050822   0.73   0.59   0.64   0.23   0.18   0.08
20050823  -0.27  -0.32  -0.29  -0.14  -0.32  -0.38
20050824  -0.09  -0.10  -0.11  -0.63  -0.58  -0.64
20050825   0.41   0.41   0.22   0.18   0.20   0.24
20050826  -1.14  -1.16  -1.24  -0.48  -0.61  -0.62
20050829   1.07   0.91   0.94   0.54   0.61   0.70
20050830  -0.16  -0.30  -0.18  -0.03  -0.35  -0.32
20050831   1.62   1.61   1.98   0.82   1.01   1.17
20050901   0.20   0.21   0.31  -0.02   0.19   0.13
20050902  -0.55  -0.70  -0.71  -0.28  -0.39  -0.22
20050906   1.38   1.41   1.47   1.07   1.30   1.18
20050907   0.45   0.36   0.52   0.31   0.40   0.20
20050908  -0.47  -0.53  -0.42  -0.17  -0.35  -0.48
20050909   0.74   0.58   0.69   0.49   0.83   0.79
20050912   0.36   0.54   0.34  -0.12  -0.18   0.17
20050913  -0.86  -1.02  -0.95  -0.62  -0.95  -0.51
20050914  -0.93  -0.95  -0.95  -0.31  -0.25  -0.52
20050915  -0.23  -0.10  -0.19   0.21  -0.10   0.08
20050916   0.74   1.00   1.01   0.81   0.78   0.60
20050919  -0.69  -0.66  -0.46  -0.69  -0.47  -0.51
20050920  -0.61  -1.14  -0.87  -0.83  -0.76  -0.68
20050921  -1.50  -1.41  -1.49  -1.16  -0.93  -0.90
20050922   0.16   0.20   0.07   0.03   0.34   0.49
20050923   0.68   0.75   0.60   0.22  -0.01   0.18
20050926   0.49   0.62   0.89   0.08   0.08   0.07
20050927  -0.15  -0.03  -0.10  -0.11  -0.09   0.18
20050928  -0.31  -0.46  -0.39   0.20   0.21   0.02
20050929   1.25   1.19   1.17   1.00   0.71   1.12
20050930   0.62   0.32   0.40   0.44   0.04   0.19
20051003   0.38   0.30   0.55  -0.02  -0.01  -0.06
20051004  -0.79  -0.71  -0.98  -1.02  -0.78  -1.20
20051005  -2.60  -2.53  -2.70  -1.75  -1.53  -1.31
20051006  -1.05  -0.75  -1.08  -0.62  -0.47  -0.43
20051007   0.78   0.78   0.81   0.35   0.27   0.56
20051010  -0.84  -0.76  -0.87  -0.92  -0.60  -0.65
20051011  -1.34  -1.08  -1.09  -0.49   0.06  -0.37
20051012  -1.47  -1.13  -1.52  -0.82  -0.60  -0.80
20051013   0.34   0.27   0.05  -0.40  -0.11   0.06
20051014   1.35   1.28   1.56   0.92   0.72   1.03
20051017   0.04  -0.12   0.25   0.25   0.35   0.35
20051018  -1.06  -1.04  -1.23  -0.73  -1.05  -1.07
20051019   1.76   1.83   1.79   0.99   1.33   1.78
20051020  -1.49  -1.58  -1.41  -1.25  -1.63  -1.29
20051021   0.52   0.75   0.76   0.14   0.11   0.52
20051024   1.91   1.99   1.97   1.69   1.56   1.79
20051025  -0.67  -0.57  -0.36  -0.41  -0.20  -0.30
20051026  -0.55  -0.28  -0.79  -0.48  -0.40  -0.43
20051027  -1.91  -2.01  -2.28  -0.86  -1.24  -1.14
20051028   1.53   1.50   1.49   1.76   1.46   1.64
20051031   1.66   1.66   1.85   0.98   0.84   0.90
20051101  -0.56  -0.34  -0.29  -0.61  -0.16  -0.16
20051102   1.95   1.93   2.05   1.19   0.87   1.23
20051103   0.25   0.23   0.45   0.07   0.68   0.45
20051104   0.05  -0.01  -0.18  -0.01  -0.05   0.11
20051107   0.61   0.52   0.40   0.18   0.22   0.34
20051108  -0.74  -0.71  -0.51  -0.26  -0.27  -0.42
20051109   0.42   0.35   0.38   0.19   0.14   0.10
20051110   0.60   0.76   0.52   0.51   0.72   1.18
20051111   0.21   0.10   0.47   0.26   0.20   0.42
20051114  -0.25  -0.41  -0.37   0.02  -0.15  -0.01
20051115  -1.28  -1.19  -1.01  -0.39  -0.40  -0.42
20051116  -0.23  -0.31  -0.12   0.03  -0.01   0.41
20051117   1.76   1.63   1.79   1.25   0.75   1.15
20051118   0.95   0.80   0.59   0.37   0.39   0.46
20051121   0.78   0.85   1.07   0.48   0.46   0.74
20051122   0.39   0.39   0.60   0.64   0.45   0.48
20051123   0.04   0.15   0.04   0.58   0.29   0.35
20051125   0.09   0.04   0.12   0.33   0.10   0.28
20051128  -1.68  -1.53  -1.65  -0.74  -0.86  -1.06
20051129   0.37   0.32   0.28   0.06  -0.04  -0.02
20051130   0.69   0.48   0.61  -0.57  -0.53  -0.52
20051201   1.78   1.98   1.61   1.34   1.12   1.27
20051202   0.23   0.08   0.15   0.02   0.01   0.14
20051205  -0.55  -0.51  -0.39  -0.34  -0.34  -0.16
20051206   0.07   0.15   0.32   0.11   0.07   0.20
20051207  -0.51  -0.60  -0.64  -0.46  -0.41  -0.53
20051208   0.32   0.18   0.25  -0.12  -0.07  -0.03
20051209   0.65   0.52   0.35   0.45   0.09   0.34
20051212   0.24   0.06   0.19   0.20   0.05   0.12
20051213  -0.18  -0.06  -0.06   0.32   0.47   0.66
20051214   0.00   0.31   0.16   0.37   0.46   0.30
20051215  -0.68  -0.78  -0.74  -0.18   0.01  -0.28
20051216  -0.21  -0.16  -0.32  -0.29  -0.34  -0.23
20051219  -1.49  -1.46  -1.37  -0.95  -0.29  -0.88
20051220  -0.01  -0.03   0.02   0.02  -0.06   0.05
20051221   1.03   0.92   0.97   0.14   0.32   0.33
20051222   0.73   0.46   0.61   0.64   0.36   0.47
20051223   0.38   0.46   0.23   0.07   0.12   0.01
20051227  -1.25  -1.37  -1.43  -0.89  -0.98  -0.97
20051228   0.46   0.56   0.53   0.09   0.18   0.18
20051229  -0.17  -0.19  -0.29  -0.23  -0.27  -0.26
20051230  -0.53  -0.65  -0.58  -0.39  -0.48  -0.51
20060103   1.29   1.29   1.54   1.33   1.49   1.71
20060104   0.82   0.68   0.83   0.85   0.40   0.23
20060105   0.37   0.27   0.33   0.30  -0.10   0.03
20060106   1.10   0.95   1.04   1.10   0.89   0.89
20060109   0.87   0.88   1.03   0.46   0.36   0.44
20060110   0.61   0.63   0.57  -0.20  -0.02   0.11
20060111   0.33  -0.16   0.13   0.47   0.18   0.41
20060112  -0.64  -0.51  -0.47  -0.40  -0.71  -0.70
20060113   0.35   0.20   0.40   0.09   0.21   0.12
20060117  -0.95  -0.61  -0.39  -0.43  -0.24  -0.46
20060118   0.31   0.16  -0.28  -0.71  -0.11  -0.56
20060119   1.44   1.34   1.68   0.77   0.68   0.27
20060120  -1.31  -1.32  -1.37  -1.76  -1.54  -2.25
20060123   0.33   0.38   0.52  -0.05   0.27   0.15
20060124   1.27   1.42   1.45   0.52   0.20   0.43
20060125  -0.33  -0.21  -0.09  -0.19  -0.13  -0.21
20060126   1.79   1.54   1.57   0.73   0.48   1.01
20060127   0.39   0.35   0.62   0.47   0.66   0.91
20060130   0.11  -0.20   0.10   0.00   0.28   0.08
20060131   0.11   0.49   0.32  -0.50  -0.38  -0.02
20060201   0.40   0.19   0.23   0.57   0.16  -0.04
20060202  -1.05  -1.14  -1.13  -1.01  -0.64  -0.99
20060203  -0.19  -0.39  -0.19  -0.53  -0.58  -0.48
20060206   0.44   0.52   0.47   0.06   0.10   0.05
20060207  -1.27  -1.13  -1.62  -0.58  -0.73  -1.08
20060208   0.73   0.46   0.39   1.16   0.78   0.71
20060209  -0.15  -0.44  -0.49   0.03  -0.06  -0.34
20060210  -0.21  -0.06  -0.24   0.32   0.13   0.23
20060213  -0.70  -0.87  -0.94  -0.40  -0.29  -0.50
20060214   1.16   1.46   1.05   0.94   0.95   1.08
20060215   0.80   0.70   0.63   0.19   0.41   0.49
20060216   0.94   0.78   0.93   0.87   0.67   0.78
20060217   0.04  -0.13  -0.19  -0.17  -0.03  -0.29
20060221  -0.60  -0.70  -0.33  -0.59  -0.24  -0.36
20060222   0.83   0.74   0.76   0.61   0.66   0.99
20060223  -0.08  -0.28  -0.05  -0.13  -0.40  -0.28
20060224   0.68   0.42   0.52   0.03   0.17   0.24
20060227   0.79   0.50   0.40   0.55   0.39   0.34
20060228  -1.24  -1.31  -1.16  -0.91  -0.96  -1.22
20060301   1.69   1.38   1.46   1.29   0.74   0.77
20060302  -0.05  -0.27  -0.15  -0.20  -0.13  -0.16
20060303  -0.17  -0.14  -0.17  -0.18   0.01  -0.24
20060306  -0.91  -0.95  -1.11  -0.82  -0.84  -0.51
20060307  -1.52  -1.14  -1.36  -0.42  -0.19  -0.20
20060308   0.18   0.09  -0.08  -0.07   0.23   0.26
20060309  -0.46  -0.45  -0.46  -0.40  -0.40  -0.67
20060310   1.07   1.12   0.95   0.70   0.63   0.69
20060313   0.19   0.32   0.39   0.21   0.31   0.20
20060314   0.88   1.08   1.09   0.92   0.98   1.14
20060315   1.06   0.85   0.75   0.76   0.34   0.41
20060316   0.00   0.04   0.08   0.20   0.20   0.02
20060317   0.19   0.27   0.21   0.18   0.19   0.23
20060320  -0.01   0.00   0.08  -0.20  -0.05  -0.03
20060321  -1.43  -1.09  -0.92  -0.59  -0.51  -0.76
20060322   0.91   1.07   1.11   0.51   0.59   0.61
20060323   0.40   0.19   0.49  -0.24  -0.19  -0.27
20060324   0.78   0.87   0.88   0.08   0.13   0.22
20060327   0.08   0.08   0.21   0.05  -0.19   0.02
20060328  -0.36  -0.42  -0.28  -0.74  -0.66  -0.56
20060329   1.80   1.57   1.58   1.02   0.64   0.86
20060330  -0.21  -0.10  -0.02  -0.23  -0.27   0.00
20060331   0.49   0.50   0.31  -0.49  -0.33  -0.18
20060403  -0.56  -0.48  -0.80   0.38   0.14   0.17
20060404   0.27   0.25   0.51   0.44   0.46   0.78
20060405   0.58   0.37   0.55   0.51   0.41   0.40
20060406   0.05  -0.12   0.09  -0.28  -0.24  -0.03
20060407  -1.09  -1.23  -1.08  -0.88  -1.03  -1.00
20060410  -0.54  -0.18  -0.29   0.04   0.04   0.05
20060411  -1.55  -1.38  -1.36  -0.80  -0.61  -0.82
20060412   0.95   0.73   0.60   0.22  -0.01   0.26
20060413   0.60   0.35   0.57   0.40   0.07  -0.01
20060417  -0.41  -0.15  -0.03  -0.40  -0.17  -0.32
20060418   2.26   2.43   2.48   1.79   1.76   1.54
20060419   1.06   1.03   1.23  -0.09   0.13   0.47
20060420  -0.34  -0.17  -0.65   0.30   0.13  -0.03
20060421  -0.39  -0.20  -0.16  -0.25  -0.02  -0.07
20060424  -0.75  -0.65  -0.65  -0.25  -0.29  -0.15
20060425   0.02  -0.12  -0.06  -0.33  -0.38  -0.62
20060426  -0.05   0.38  -0.06   0.24   0.27   0.16
20060427  -0.14  -0.75  -0.61   0.37   0.21   0.56
20060428   0.28   0.36   0.46  -0.26   0.32  -0.17
20060501  -0.46  -0.26  -0.34  -0.20  -0.27  -0.64
20060502   0.88   0.76   0.81   0.73   0.57   0.42
20060503  -0.05   0.24  -0.03  -0.21  -0.15  -0.58
20060504   0.87   0.77   0.86   0.53   0.20   0.35
20060505   0.85   0.79   0.88   1.08   1.04   1.20
20060508  -0.09   0.12   0.00   0.24   0.02  -0.21
20060509  -0.25  -0.03  -0.13  -0.06   0.12  -0.05
20060510  -0.74  -0.50  -0.59  -0.34  -0.13  -0.04
20060511  -2.40  -2.07  -2.36  -1.36  -0.83  -1.61
20060512  -1.78  -1.86  -2.09  -0.94  -1.08  -1.24
20060515  -0.98  -0.57  -0.95   0.01   0.39   0.09
20060516  -0.35   0.20   0.08  -0.25  -0.09  -0.12
20060517  -1.53  -1.47  -1.55  -1.47  -1.64  -1.74
20060518  -0.89  -0.69  -1.25  -0.65  -0.55  -0.78
20060519   0.78   0.43   0.38   0.51   0.55   0.14
20060522  -1.26  -0.88  -1.22  -0.46  -0.23  -0.59
20060523  -0.47  -0.53  -0.25  -0.68  -0.37  -0.39
20060524   0.08   0.09  -0.32  -0.10   0.08   0.23
20060525   1.86   1.69   1.93   1.20   1.08   1.24
20060526   0.66   0.36   0.60   0.64   0.59   0.65
20060530  -2.33  -2.28  -2.38  -1.35  -1.56  -1.62
20060531   1.42   1.29   1.30   1.07   0.95   0.76
20060601   2.06   1.88   2.04   1.59   0.93   1.33
20060602   0.02   0.16   0.28   0.26   0.11   0.22
20060605  -2.82  -3.05  -2.98  -1.71  -1.71  -1.93
20060606  -0.38  -0.38  -0.55  -0.36  -0.11  -0.29
20060607  -0.54  -0.41  -0.67  -0.66  -0.55  -0.51
20060608  -0.25   0.03  -0.46  -0.26   0.07   0.26
20060609  -0.59  -0.74  -0.55  -0.19  -0.44  -0.47
20060612  -2.69  -2.29  -2.80  -1.58  -1.03  -1.46
20060613  -1.78  -1.31  -1.62  -0.97  -0.95  -1.15
20060614   0.65   0.47   0.58   0.72   0.55   0.32
20060615   3.48   3.22   3.46   2.36   2.02   2.33
20060616  -1.13  -1.06  -1.00  -0.17  -0.32  -0.44
20060619  -1.50  -1.64  -1.77  -0.87  -0.88  -0.94
20060620  -0.32  -0.26  -0.56  -0.13  -0.05   0.11
20060621   1.80   1.66   1.91   1.18   0.75   1.31
20060622  -0.47  -0.33  -0.23  -0.82  -0.41  -0.50
20060623   0.16   0.17   0.55  -0.07  -0.11   0.19
20060626   1.01   1.03   1.12   0.39   0.49   0.47
20060627  -1.78  -1.47  -1.54  -1.08  -0.74  -0.98
20060628   0.09   0.17   0.26   0.56   0.53   0.52
20060629   3.69   3.46   3.59   2.19   1.94   2.40
20060630   1.07   0.99   1.14   0.10  -0.03  -0.41
20060703   0.66   0.57   0.86   0.83   0.70   0.72
20060705  -1.41  -1.13  -1.46  -0.85  -0.75  -0.86
20060706   0.12   0.34  -0.14   0.22   0.50  -0.02
20060707  -1.29  -1.42  -1.67  -0.79  -0.51  -0.87
20060710  -0.24   0.23  -0.43   0.13   0.16  -0.07
20060711   0.61   0.79   0.51   0.01   0.44   0.58
20060712  -1.62  -1.83  -1.64  -1.20  -0.98  -1.32
20060713  -1.99  -1.86  -2.05  -1.58  -1.06  -1.52
20060714  -1.00  -0.69  -0.88  -0.62  -0.50  -0.51
20060717  -0.63  -0.38  -0.91  -0.05   0.03  -0.51
20060718   0.41   0.56   0.07   0.20   0.09   0.31
20060719   2.91   2.65   2.97   1.79   2.00   1.87
20060720  -2.31  -2.43  -2.58  -1.02  -0.68  -1.17
20060721  -1.74  -1.28  -1.90  -0.52  -0.69  -1.22
20060724   2.45   2.34   2.72   1.63   1.52   2.06
20060725   0.88   0.91   0.98   0.61   0.47   1.05
20060726  -0.17  -0.36  -0.41   0.12  -0.27  -0.10
20060727  -1.06  -1.29  -1.10  -0.50  -0.50  -0.48
20060728   1.88   1.99   1.80   1.42   1.18   1.26
20060731   0.20  -0.02   0.33  -0.22  -0.16   0.08
20060801  -1.75  -1.19  -1.33  -0.49  -0.34  -0.69
20060802   0.89   0.95   0.87   0.50   0.66   0.72
20060803   1.07   1.02   0.88   0.21   0.26   0.30
20060804  -0.46  -0.37  -0.67  -0.20   0.03   0.00
20060807  -0.81  -0.57  -0.57  -0.37  -0.27  -0.27
20060808  -1.18  -1.17  -0.92  -0.37  -0.18  -0.48
20060809  -0.74  -0.86  -1.11   0.14  -0.72  -0.70
20060810   0.80   0.82   0.55   0.48   0.63   0.28
20060811  -0.98  -0.89  -1.00  -0.51  -0.26  -0.52
20060814   0.46   0.41  -0.02   0.56   0.07  -0.24
20060815   2.24   2.05   2.16   1.34   1.28   1.64
20060816   1.38   1.25   1.56   1.03   0.64   1.02
20060817   0.65   0.43   0.47   0.27   0.12   0.08
20060818   0.10  -0.01   0.33   0.37   0.36   0.25
20060821  -0.86  -0.79  -0.95  -0.34  -0.38  -0.56
20060822   0.26   0.38   0.34   0.09   0.03   0.07
20060823  -0.95  -1.29  -1.25  -0.26  -0.41  -0.77
20060824   0.06  -0.04   0.02   0.17   0.22   0.18
20060825   0.14   0.04   0.20   0.08  -0.20  -0.04
20060828   0.90   0.95   0.94   0.77   0.55   0.36
20060829   1.25   1.09   1.05   0.55   0.14   0.11
20060830   0.82   0.67   0.78   0.19  -0.03   0.08
20060831   0.10   0.07   0.14  -0.06   0.10   0.01
20060901   0.25   0.24   0.30   0.55   0.49   0.61
20060905   0.57   0.76   0.77  -0.15   0.12   0.63
20060906  -1.98  -1.73  -2.23  -0.78  -0.78  -1.59
20060907  -0.64  -0.60  -0.74  -0.56  -0.47  -0.34
20060908   0.48   0.26   0.08   0.56   0.36   0.15
20060911  -0.09  -0.11  -0.37   0.36   0.07  -0.42
20060912   2.18   2.18   2.21   1.15   0.86   1.39
20060913   0.86   0.77   1.01   0.32   0.32   0.69
20060914  -0.36  -0.25  -0.46   0.04  -0.14  -0.26
20060915   0.01   0.16   0.32   0.16   0.28   0.25
20060918   0.00  -0.12   0.17   0.06  -0.08   0.29
20060919  -0.46  -0.29  -0.65  -0.14  -0.19  -0.43
20060920   1.24   1.22   0.88   0.82   0.38   0.57
20060921  -0.98  -0.87  -0.82  -0.66  -0.64  -0.24
20060922  -1.10  -1.07  -1.13  -0.31  -0.17  -0.48
20060925   1.12   1.14   0.91   1.17   0.59   0.96
20060926   0.28   0.37   0.49   0.77   0.70   0.93
20060927   0.49   0.28   0.42   0.04   0.11   0.00
20060928  -0.03   0.04   0.10   0.12   0.16   0.26
20060929  -0.68  -0.99  -0.75  -0.36  -0.21  -0.21
20061002  -0.72  -0.96  -1.02  -0.25  -0.21  -0.65
20061003  -0.09   0.16  -0.47   0.40   0.22  -0.14
20061004   1.87   1.89   1.97   1.21   1.17   1.32
20061005   1.24   1.17   1.37   0.16   0.37   0.51
20061006  -0.26  -0.42  -0.31  -0.13  -0.42  -0.24
20061009   0.71   0.47   0.71   0.15   0.11   0.22
20061010   0.10   0.10   0.49   0.10   0.23   0.33
20061011  -0.43  -0.51  -0.55  -0.18  -0.11  -0.53
20061012   1.94   1.88   2.00   0.89   0.83   1.32
20061013   0.68   0.65   0.70   0.08   0.11   0.42
20061016   0.83   0.71   1.10   0.11   0.42   0.28
20061017  -0.29  -0.65  -0.65  -0.35  -0.23  -0.72
20061018  -0.22  -0.05  -0.32   0.24   0.23  -0.08
20061019   0.62   0.42   0.55  -0.17   0.01   0.39
20061020  -0.58  -0.57  -0.75   0.38  -0.21   0.18
20061023   0.16   0.15   0.09   0.51   0.65   0.77
20061024  -0.48  -0.18   0.26   0.00  -0.07   0.27
20061025   0.45   0.52   0.66   0.27   0.36   0.28
20061026   1.33   1.10   0.89   0.42   0.66   0.67
20061027  -1.04  -1.24  -1.11  -0.68  -0.70  -1.20
20061030   0.54   0.53   0.26   0.23   0.12  -0.26
20061031  -0.38  -0.61  -0.12  -0.01  -0.06   0.02
20061101  -1.50  -1.73  -1.90  -0.55  -0.63  -1.17
20061102  -0.21  -0.34  -0.09  -0.08  -0.06   0.15
20061103   0.48   0.33   0.50  -0.36  -0.07  -0.07
20061106   1.30   1.32   1.50   1.32   1.02   1.18
20061107   0.30   0.22   0.31   0.32   0.26   0.13
20061108   0.63   0.72   0.62   0.16   0.45   0.17
20061109  -0.90  -0.96  -0.87  -0.30  -0.66  -0.53
20061110   0.92   0.95   0.73  -0.07   0.40   0.28
20061113   0.57   0.41   0.38   0.30   0.12   0.47
20061114   1.43   1.55   1.45   0.57   0.57   0.86
20061115   0.87   0.75   0.92   0.30   0.24   0.46
20061116   0.05  -0.01  -0.33   0.50   0.24  -0.15
20061117  -0.32  -0.24  -0.23   0.09   0.04   0.17
20061120   0.13   0.21   0.16  -0.05  -0.15   0.01
20061121   0.07   0.00   0.29  -0.25   0.14   0.52
20061122   0.34   0.04   0.12   0.32   0.15   0.56
20061124  -0.06  -0.05  -0.06  -0.42  -0.37  -0.19
20061127  -2.51  -2.34  -2.24  -1.35  -1.21  -1.74
20061128   0.25   0.42   0.24   0.24   0.25   0.58
20061129   1.01   1.09   1.32   0.67   1.01   1.15
20061130   0.25   0.12   0.35  -0.02   0.17   0.16
20061201  -0.60  -0.56  -0.50  -0.31  -0.15  -0.36
20061204   1.83   1.73   1.58   0.62   1.15   0.88
20061205   0.30   0.26   0.40   0.34   0.49   0.49
20061206  -0.15  -0.16  -0.03  -0.05  -0.15  -0.05
20061207  -0.34  -0.31  -0.38  -0.26  -0.33  -0.64
20061208   0.10  -0.01   0.08   0.48   0.01   0.10
20061211  -0.03   0.19  -0.05   0.27   0.18   0.22
20061212  -0.70  -0.35  -0.71  -0.01  -0.03  -0.41
20061213  -0.01   0.19   0.04   0.15   0.10   0.13
20061214   0.91   0.72   0.52   0.97   0.80   0.78
20061215  -0.11  -0.17  -0.19   0.43   0.03  -0.10
20061218  -1.29  -1.24  -1.30   0.01  -0.28  -0.81
20061219   0.13   0.03   0.03   0.13   0.32   0.12
20061220   0.45   0.50   0.31   0.02  -0.22  -0.28
20061221  -0.27  -0.24  -0.40  -0.33  -0.27  -0.53
20061222  -0.12  -0.13  -0.30  -0.52  -0.42  -0.57
20061226   0.89   0.95   0.62   0.54   0.43   0.32
20061227   1.14   1.22   1.25   0.66   0.74   0.71
20061228  -0.36  -0.35  -0.28  -0.26  -0.06  -0.14
20061229  -0.68  -0.88  -0.69  -0.50  -0.54  -0.36
20070103   0.31   0.12  -0.46   0.43   0.01  -0.50
20070104   0.34   0.27   0.28   0.35  -0.07   0.35
20070105  -1.49  -1.88  -1.33  -0.71  -0.63  -0.49
20070108   0.30   0.20   0.21   0.30   0.18   0.36
20070109   0.22   0.17   0.04   0.10   0.06  -0.21
20070110   0.17   0.10   0.14   0.16   0.30   0.29
20070111   1.31   1.14   1.00   0.96   0.60   0.63
20070112   0.80   0.62   0.79   0.47   0.35   0.77
20070116  -0.14  -0.35  -0.25   0.16   0.13  -0.15
20070117  -0.26  -0.37  -0.23  -0.44   0.12  -0.05
20070118  -1.21  -1.19  -1.46  -0.24  -0.11  -0.89
20070119   0.75   0.71   0.74  -0.15   0.38   0.66
20070122  -0.72  -0.93  -0.85  -0.37  -0.52  -0.61
20070123   0.86   0.92   1.04  -0.14   0.53   0.50
20070124   0.92   1.03   1.14   0.78   0.54   1.36
20070125  -1.09  -1.26  -1.15  -1.13  -1.12  -1.18
20070126   0.45   0.48   0.49  -0.14  -0.09  -0.06
20070129   0.68   0.69   0.48   0.02  -0.01  -0.09
20070130   0.63   0.58   0.66   0.30   0.52   0.78
20070131   0.20   0.29   0.34   0.69   0.62   0.84
20070201   0.96   0.87   0.98   0.40   0.67   0.62
20070202   0.34   0.15   0.36   0.11   0.03   0.33
20070205  -0.42  -0.33  -0.24   0.01  -0.03  -0.23
20070206   0.45   0.40   0.39   0.04   0.06   0.19
20070207   0.71   0.56   0.54   0.23   0.14   0.18
20070208   0.09   0.23   0.02  -0.36  -0.04   0.10
20070209  -0.79  -0.99  -1.12  -0.79  -0.55  -0.85
20070212  -0.14  -0.04  -0.25  -0.25  -0.26  -0.57
20070213   0.68   0.70   0.73   0.70   0.76   0.77
20070214   0.37   0.11   0.39   0.84   0.68   0.94
20070215   0.26   0.04   0.22   0.10   0.05   0.25
20070216   0.18   0.27   0.55  -0.30   0.06   0.10
20070220   0.94   0.95   0.96   0.29   0.33   0.51
20070221   0.32   0.21   0.13  -0.11  -0.24   0.18
20070222   0.23   0.27   0.36  -0.16  -0.11   0.07
20070223  -0.30  -0.19  -0.11  -0.31  -0.26  -0.36
20070226  -0.30  -0.30  -0.32  -0.15  -0.17  -0.20
20070227  -3.65  -3.39  -3.72  -3.33  -3.26  -3.68
20070228   0.05   0.03   0.08   0.40   0.58   0.62
20070301  -0.15  -0.11  -0.46  -0.27  -0.28  -0.09
20070302  -1.76  -1.71  -1.84  -1.31  -0.98  -1.23
20070305  -1.70  -1.67  -1.96  -0.77  -0.95  -1.26
20070306   2.28   2.15   2.25   1.49   1.32   1.88
20070307  -0.23  -0.15  -0.24  -0.37  -0.15   0.01
20070308   0.71   0.54   0.67   0.62   0.72   0.73
20070309   0.42   0.42   0.33   0.04   0.14   0.02
20070312   0.73   0.46   0.42   0.41   0.15   0.31
20070313  -2.31  -2.24  -2.34  -1.90  -2.06  -1.98
20070314   0.42   0.77   0.76   0.60   0.40   0.89
20070315   0.77   0.90   0.99   0.48   0.45   0.32
20070316  -0.67  -0.50  -0.48  -0.32  -0.39  -0.47
20070319   1.08   1.01   0.99   1.04   1.10   1.21
20070320   0.83   0.69   0.85   0.60   0.68   0.80
20070321   1.43   1.54   1.64   1.64   1.55   1.88
20070322   0.08   0.04   0.33  -0.20  -0.10   0.25
20070323   0.32   0.17   0.22  -0.13   0.24   0.09
20070326   0.08  -0.04   0.04   0.10  -0.03   0.26
20070327  -0.69  -0.72  -0.73  -0.77  -0.60  -0.36
20070328  -0.46  -0.58  -0.61  -0.64  -0.66  -0.95
20070329   0.18   0.14   0.21   0.29   0.43   0.20
20070330   0.40   0.18   0.12  -0.09  -0.02  -0.20
20070402   0.40   0.22   0.30   0.22   0.31   0.31
20070403   0.92   1.04   0.93   0.88   0.99   1.01
20070404   0.22  -0.25  -0.01   0.29   0.09   0.10
20070405   0.54   0.27   0.31   0.35   0.30   0.34
20070409   0.05  -0.31  -0.04   0.21   0.05  -0.01
20070410   0.19   0.34   0.41   0.24   0.19   0.28
20070411  -0.77  -0.65  -0.61  -0.58  -0.56  -0.77
20070412   1.02   0.72   0.90   0.64   0.54   0.69
20070413   0.66   0.53   0.48   0.40   0.35   0.21
20070416   1.25   1.40   1.38   0.97   0.99   1.21
20070417  -0.37  -0.34  -0.30   0.16   0.28   0.06
20070418  -0.47  -0.40  -0.56  -0.02   0.31  -0.09
20070419  -0.43  -0.58  -0.61   0.16  -0.17  -0.52
20070420   1.00   1.16   1.04   0.73   0.95   0.99
20070423  -0.20  -0.16  -0.11  -0.41  -0.15  -0.16
20070424  -0.01  -0.16  -0.19   0.12  -0.14  -0.12
20070425   0.57   0.69   0.66   1.08   0.97   0.91
20070426   0.14   0.20   0.43  -0.01  -0.13   0.08
20070427  -0.46  -0.42  -0.35   0.35  -0.16  -0.31
20070430  -1.71  -1.77  -1.48  -0.57  -0.83  -1.01
20070501   0.06   0.36  -0.14   0.56   0.09   0.20
20070502   1.43   1.22   1.52   0.81   0.62   0.77
20070503   0.09   0.17   0.12   0.30   0.52   0.42
20070504   0.35   0.55   0.41   0.16   0.23   0.27
20070507   0.15  -0.05  -0.20   0.32   0.32   0.08
20070508  -0.18  -0.08  -0.16  -0.08  -0.10  -0.09
20070509   0.06   0.50   0.63   0.17   0.47   0.34
20070510  -1.82  -1.90  -1.77  -1.30  -1.35  -1.40
20070511   1.12   1.17   1.14   0.67   0.90   1.27
20070514  -0.81  -0.70  -0.73  -0.15  -0.16  -0.31
20070515  -0.76  -0.83  -1.04  -0.18  -0.02  -0.41
20070516   0.68   0.77   0.61   0.90   0.87   0.79
20070517  -0.45  -0.56  -0.16  -0.24  -0.18   0.30
20070518   0.99   0.79   1.22   0.69   0.62   0.66
20070521   1.13   1.08   1.33   0.12   0.23   0.39
20070522   0.60   0.74   0.74  -0.03  -0.12   0.29
20070523  -0.39  -0.36  -0.34  -0.16  -0.07  -0.34
20070524  -1.43  -1.42  -1.53  -1.06  -0.84  -1.18
20070525   0.91   0.59   0.78   0.60   0.38   0.68
20070529   0.81   0.76   0.76   0.16   0.21   0.22
20070530   0.49   0.55   0.74   0.67   0.66   1.17
20070531   0.32   0.44   0.54   0.03   0.06   0.24
20070601   0.76   0.84   0.68   0.26   0.43   0.62
20070604   0.12   0.30   0.34   0.07   0.01   0.61
20070605  -0.60  -0.76  -0.59  -0.57  -0.52  -0.46
20070606  -0.98  -0.62  -0.92  -1.12  -0.80  -0.87
20070607  -1.86  -1.69  -1.78  -1.83  -1.62  -1.83
20070608   1.18   1.03   0.94   1.28   0.98   1.12
