This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 BE/ME portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



    Average Value Weighted Returns -- Daily
                 Small                 Big
            Low     2    High    Low     2    High
19900702   1.21   1.04   1.05   1.48   1.09   0.58
19900703   0.21   0.29   0.18   0.32   0.43   0.29
19900704   0.28   0.28   0.23   0.36   0.31   0.14
19900705  -0.50  -0.46  -0.44  -0.64  -0.74  -0.57
19900706  -0.07  -0.15  -0.07  -0.17   0.32   0.12
19900709   0.72   0.55   0.44   0.74   0.39   0.49
19900710   0.56   0.26   0.29   0.27   0.00  -0.24
19900711  -0.75  -0.72  -0.77  -0.20  -0.29  -0.28
19900712   0.55   0.57   0.48   0.77   0.52   0.79
19900713   0.04  -0.04  -0.09   0.52   0.51   0.71
19900716   0.23   0.22   0.11   0.58   0.34   0.27
19900717   0.48   0.93   0.80   0.52   0.49   0.73
19900718   0.07   0.10   0.13   0.33   0.01   0.22
19900719   0.27   0.11   0.07  -0.11  -0.06  -0.29
19900720   0.24   0.32   0.26   0.29   0.34   0.49
19900723   0.58   0.49   0.52  -0.18  -0.09  -0.13
19900724  -0.42  -0.31  -0.37  -0.49  -0.41  -0.20
19900725  -0.09   0.00   0.05  -0.07   0.26   0.35
19900726   0.06   0.02   0.08  -0.14  -0.34  -0.42
19900727   0.85   0.55   0.67   0.38   0.12   0.09
19900730   0.06   0.15   0.14  -0.07  -0.01  -0.04
19900731   1.12   1.14   1.03   1.50   1.48   1.38
19900801  -0.40  -0.40  -0.38  -0.48  -0.35  -0.34
19900802  -0.97  -0.97  -1.21  -1.71  -1.31  -1.25
19900803  -0.41  -0.66  -0.65  -1.32  -1.34  -1.17
19900806  -1.39  -1.43  -1.94  -2.63  -3.25  -3.02
19900807  -0.63  -0.58  -0.43   0.38   0.90   0.74
19900808  -1.13  -1.15  -0.88  -1.47  -1.83  -1.77
19900809  -0.24  -0.43  -0.50   0.33   0.64   0.12
19900810   0.00   0.05   0.00  -0.16  -0.05   0.13
19900813  -0.31  -0.37  -0.44  -0.73  -1.12  -0.75
19900814   0.29   0.10   0.31   0.45   0.75   0.68
19900815   0.46   0.46   0.51   0.86   1.08   0.75
19900816  -0.07  -0.03   0.24  -0.23  -0.14  -0.09
19900817  -0.72  -0.67  -0.69  -1.69  -1.80  -1.41
19900820  -1.68  -1.98  -1.82  -2.67  -2.08  -1.91
19900821  -2.06  -1.64  -1.66  -2.96  -2.86  -2.17
19900822  -0.77  -0.37  -0.33   0.22   0.55   0.32
19900823  -0.62  -0.92  -1.20  -1.15  -1.64  -1.39
19900824  -0.78  -0.69  -0.68   0.17   0.74   0.57
19900827   1.08   1.42   1.64   2.65   3.28   2.96
19900828   1.36   1.21   0.90   1.66   0.12   0.26
19900829  -0.14  -0.08  -0.49   0.42   0.25  -0.19
19900830  -0.43  -0.34  -0.56   0.19  -0.07  -0.18
19900831  -0.82  -0.82  -0.94  -1.10  -1.00  -1.44
19900903  -1.21  -1.25  -1.25  -1.58  -1.33  -1.24
19900904  -0.64  -0.31  -0.61  -1.12  -1.15  -0.91
19900905   1.02   0.99   0.94   1.19   1.23   1.16
19900906  -0.23  -0.19  -0.17  -0.55  -0.66  -0.59
19900907  -0.95  -0.94  -0.95  -0.71  -0.69  -0.81
19900910  -0.96  -0.73  -0.52   0.49   0.19  -0.07
19900911  -0.47  -0.68  -0.44  -0.87  -1.02  -0.93
19900912   0.19   0.29   0.20   0.04   0.64   0.55
19900913   0.87   0.72   0.83   0.49   0.34   0.52
19900914   0.28   0.12  -0.06  -0.74  -0.63  -0.46
19900917  -0.06  -0.08  -0.19  -0.22  -0.20  -0.17
19900918  -0.75  -0.73  -0.67  -1.02  -1.19  -0.73
19900919  -1.91  -2.11  -2.09  -2.05  -1.96  -1.90
19900920  -1.71  -2.07  -2.09  -2.33  -2.26  -2.77
19900921  -2.07  -1.77  -1.88  -1.22  -1.09  -0.96
19900924   0.22   0.40   0.60  -0.46  -0.43  -0.05
19900925  -1.26  -1.28  -1.33  -1.42  -1.88  -1.55
19900926  -0.46  -0.37  -0.44  -0.19   0.14  -0.40
19900927   0.06   0.32   0.21   0.11   0.54   0.44
19900928  -0.61  -0.28  -0.49  -1.01  -1.03  -1.32
19901001   0.86   0.86   0.91   3.16   3.02   2.67
19901002   1.04   0.94   1.14   2.29   2.01   1.69
19901003   0.75   1.02   0.78   0.88   1.02   0.84
19901004   0.44   0.68   0.27  -0.23   0.09  -0.01
19901005   0.68   0.23   0.64   1.26   1.13   0.82
19901008   2.97   3.01   2.97   2.72   3.27   3.14
19901009  -0.56  -0.49  -0.59  -1.21  -1.12  -1.26
19901010  -0.46  -0.59  -0.75  -1.36  -1.48  -1.11
19901011  -0.19   0.00  -0.11   0.98   0.08  -0.05
19901012   0.24   0.19   0.10  -0.23   0.93   0.60
19901015  -0.60  -0.20  -0.50   0.14  -0.31  -0.29
19901016   0.86   0.92   0.90   0.50   0.32   0.51
19901017  -0.20  -0.39  -0.45  -0.80  -0.55  -0.35
19901018   0.61   0.59   0.91   1.49   1.14   0.98
19901019  -0.32  -0.20  -0.40   0.39   0.68   0.36
19901022  -0.51  -0.45  -0.50  -0.25  -0.36  -0.30
19901023   0.34   0.35   0.56   1.22   1.52   1.24
19901024   0.63   0.96   0.78   0.19   0.32   0.45
19901025  -0.10  -0.25  -0.12  -0.65  -0.69  -0.77
19901026  -0.72  -0.66  -0.91  -1.19  -1.63  -1.68
19901029  -0.73  -0.43  -0.75  -0.81  -0.44  -0.57
19901030  -0.38  -0.18  -0.32  -0.75  -0.87  -1.12
19901031  -0.43  -0.32  -0.43  -0.04   0.21   0.18
19901101   0.05   0.09  -0.01  -0.45  -0.21  -0.25
19901102   0.20   0.01   0.25   0.26   0.31   0.26
19901105   0.74   0.79   0.71   1.28   1.00   0.91
19901106  -0.25  -0.16   0.06   0.13   0.04   0.19
19901107  -0.20  -0.16  -0.15  -0.80  -0.60  -0.64
19901108  -0.67  -0.89  -0.75  -1.10  -1.05  -1.10
19901109  -0.24  -0.16  -0.11   0.19   0.27   0.30
19901112  -0.01  -0.04   0.10   0.97   0.73   0.75
19901113   0.01   0.03   0.23   0.53   0.31   0.40
19901114  -0.02  -0.22  -0.36  -0.52  -0.47  -0.52
19901115  -0.38  -0.24  -0.32  -0.48   0.13   0.14
19901116   0.77   0.71   0.91   0.96   0.60   0.72
19901119   0.35   0.35   0.34   1.01   1.55   0.96
19901120  -0.25  -0.25  -0.30   0.09   0.10   0.14
19901121  -0.23  -0.15   0.04  -0.16  -0.04  -0.08
19901122  -0.27  -0.08  -0.37   0.11   0.46   0.19
19901123  -0.11  -0.07  -0.15   0.11   0.23   0.51
19901126  -0.57  -0.44  -0.43  -1.29  -1.45  -1.37
19901127   0.53   0.54   0.38   0.45   0.25   0.65
19901128  -0.42  -0.75  -0.80  -0.65  -0.78  -0.73
19901129  -1.20  -1.11  -1.26  -1.12  -1.10  -1.03
19901130  -0.18   0.00  -0.14   0.25   0.57   0.33
19901203  -0.90  -0.62  -0.55   0.39   0.14   0.13
19901204   0.70   0.79   0.54   0.43   0.24   0.20
19901205   0.13   0.15   0.11   0.59   0.61   0.44
19901206   1.04   1.19   1.31   2.12   2.12   2.04
19901207   1.23   1.28   1.07   0.78   1.18   1.15
19901210   0.39   0.42  -0.04   0.12  -0.03  -0.16
19901211  -0.43  -0.57  -0.77  -0.95  -1.07  -1.18
19901212   0.15   0.13   0.73  -0.12   0.27   0.15
19901213  -0.07   0.05   0.29   0.58   0.20   0.41
19901214  -0.50  -0.37  -0.44  -0.60  -0.60  -0.62
19901217  -0.59  -0.81  -0.81  -1.53  -1.54  -1.69
19901218  -0.22  -0.16  -0.05  -0.13   0.16   0.16
19901219  -0.07  -0.19   0.05   0.15   0.14   0.27
19901220  -2.29  -2.38  -2.27  -3.08  -3.20  -3.05
19901221  -0.94  -1.05  -1.13  -1.34  -0.80  -0.85
19901224  -0.99  -0.92  -0.86  -1.25  -1.06  -0.94
19901225   0.16   0.12   0.08   0.24   0.11   0.02
19901226   0.30   0.41   0.44   0.36   0.39   0.40
19901227   0.08   0.22   0.18   0.18   0.11   0.24
19901228   2.06   1.98   2.13   1.89   1.59   1.72
19901231   0.55   0.35   0.32   0.06   0.12   0.02
19910101  -0.02  -0.02  -0.01   0.02   0.01   0.01
19910102  -0.10   0.17   0.22  -0.57  -0.30  -0.06
19910103  -0.36  -0.52  -0.69  -0.06  -0.18  -0.25
19910104  -0.70  -0.53  -0.65  -0.26   0.07  -0.28
19910107  -2.21  -2.08  -2.12  -2.73  -2.88  -2.89
19910108  -0.97  -0.95  -1.03  -1.15  -0.96  -1.07
19910109   0.35   0.26   0.38   1.74   1.92   1.85
19910110  -0.42  -0.38  -0.44  -0.78  -0.99  -0.87
19910111  -0.46  -0.31  -0.38   0.00  -0.29  -0.23
19910114  -1.34  -1.52  -1.53  -2.33  -2.36  -2.44
19910115  -0.57  -0.64  -0.75  -0.36  -0.40  -0.34
19910116  -0.29  -0.45  -0.34  -0.41  -0.37  -0.21
19910117   3.09   3.38   3.72   5.71   5.97   5.56
19910118   0.84   0.74   0.70   0.25   0.17   0.53
19910121   0.55   0.49   0.51  -0.06  -0.09   0.04
19910122  -0.84  -0.90  -0.93  -0.79  -1.03  -0.83
19910123   0.37   0.30   0.21   0.35   0.10  -0.12
19910124  -0.12   0.08  -0.07   0.92   0.99   0.91
19910125   0.01  -0.15  -0.06   0.22   0.05   0.34
19910128   0.37   0.35   0.41   0.65   0.56   0.81
19910129  -0.16  -0.08  -0.15   0.03   0.13  -0.36
19910130   0.26   0.42   0.40   1.06   1.27   1.24
19910131   1.19   0.77   0.95   1.26   1.16   1.52
19910201   0.71   0.76   0.58   0.72   0.68   0.45
19910204   0.31   0.48   0.58   0.78   0.67   0.82
19910205   0.72   1.05   1.11   1.26   1.34   1.30
19910206   0.86   0.87   0.97   0.47   0.41   0.49
19910207   0.39   0.38   0.49   0.67   1.08   1.27
19910208  -0.14  -0.10  -0.03   0.13   0.37   0.42
19910211   1.24   1.40   1.40   1.90   1.75   1.97
19910212   0.03  -0.13  -0.08  -0.59  -1.07  -0.72
19910213   0.45   0.52   0.56   0.48   0.46   0.41
19910214   0.24   0.56   0.73   0.51   0.27   0.42
19910215   0.10   0.01   0.05   0.51   0.64   0.19
19910218   0.74   0.53   0.79   0.79   0.82   1.13
19910219   0.32   0.19   0.24   0.13  -0.14  -0.22
19910220   0.19  -0.08  -0.33  -0.86  -1.06  -1.22
