This file was created by CMPT_ME_BEME_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 E/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  E/P is is earnings before extraordinary at the last fiscal year end of the prior calendar 
year divided by ME at the end of December of the prior year.  Firms with negative or zero
E/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
196404  -0.88  -0.66  -0.67  -0.72   0.12   1.37
196405   0.94   0.90  -0.33   1.37   0.81   1.54
196406   0.04   1.10   1.39   2.01   1.93   1.32
196407   1.83   4.06   3.07   2.14   2.73   2.54
196408   0.61  -0.75  -0.26  -2.07   0.08   0.25
196409   3.24   3.86   3.87   3.54   2.81   4.43
196410   0.98   1.94   3.06   1.37   1.34   0.73
196411  -1.13  -0.46  -0.16   0.41   1.18  -0.61
196412  -0.54  -0.60  -1.49   0.71  -0.56  -1.66
196501   7.14   7.99   7.19   5.90   4.67   4.99
196502   3.60   3.57   3.83   2.01   2.37   3.75
196503   2.97  -0.20   2.45  -0.79  -0.45  -0.29
196504   4.13   5.77   4.37   2.79   3.01   3.81
196505   0.15  -0.18   0.04  -0.36  -0.79   0.05
196506 -10.80  -9.05  -8.18  -6.08  -6.05  -7.42
196507   2.75   2.91   3.34   1.98   2.54   3.67
196508   5.89   4.90   3.55   4.03   3.80   4.07
196509   4.20   4.05   3.46   2.80   2.70   4.25
196510   7.65   6.01   6.73   2.56   3.19   5.93
196511   5.89   5.95   6.24   1.40   2.25   2.92
196512   6.98   4.79   5.27   1.65   1.95   4.01
196601   9.59   6.31   7.46   0.64   2.36   4.87
196602   6.52   3.11   4.03  -0.94  -0.64   0.06
196603   2.26  -1.79  -1.78  -1.18  -2.09  -1.71
196604   6.13   5.64   5.08   2.64   2.16   3.24
196605 -11.75  -9.06  -9.68  -4.47  -5.74  -7.28
196606  -0.69  -0.14  -0.24  -1.16  -0.67  -0.08
196607  -1.94  -1.87  -1.06  -1.07  -1.02  -1.78
196608 -11.19 -10.53 -10.39  -7.95  -8.12  -8.71
196609  -2.55  -1.60  -1.42  -1.16  -1.01  -2.06
196610  -5.28  -2.68  -1.76   1.47   4.40   4.42
196611   7.40   3.38   2.75   6.68   2.21   1.79
196612   3.23   2.71   0.31   1.70   2.22   2.10
196701  22.67  18.47  20.60   8.87  10.07  13.69
196702   8.01   4.22   3.92   2.28  -0.14  -1.07
196703   7.06   6.82   5.30   4.11   5.29   6.36
196704   5.56   3.27   4.88   5.28   3.49   2.27
196705   0.54  -0.57  -0.84  -3.62  -2.80  -1.11
196706  13.96   9.80   8.32   2.49   2.42   4.50
196707   9.55   8.75  10.22   4.41   6.01   7.07
196708  -0.99   0.55   1.77  -1.14  -0.25   0.56
196709   8.10   7.48   7.58   3.67   1.95   3.34
196710   1.59  -1.44  -2.70  -3.66  -4.48  -3.41
196711  -0.74   0.14  -0.10   2.04  -0.24   0.03
196712  12.29   7.70   9.46   2.90   3.96   5.53
196801   2.67   4.08   4.22  -6.04  -1.35  -1.63
196802  -9.08  -6.30  -4.98  -4.39  -2.99  -4.62
196803  -1.61  -2.09  -0.62   1.13  -1.01   0.01
196804  17.75  14.54  16.34  11.31   8.19  12.12
196805  12.46  10.62  11.64   3.34   2.84   4.58
196806   0.39   1.77   1.97   0.08   3.36   1.76
196807  -4.91  -2.58  -1.92  -5.90  -3.21  -0.69
196808   4.03   3.86   3.77   1.09   2.43   1.75
196809   7.85   7.45   7.22   5.50   5.42   5.12
196810  -0.49   1.43   1.53  -0.04   1.58   1.99
196811   7.50   7.51   6.71   7.37   7.36   7.15
196812   2.89   0.12   0.51  -3.79  -2.97  -1.43
196901  -1.41  -0.29  -0.05  -2.14  -0.42   0.24
196902 -11.03  -8.34  -7.48  -7.09  -6.05  -5.96
196903   2.18   2.02   2.11   3.12   1.51   1.13
196904  -0.29  -0.18   0.91   2.92   1.10  -0.14
196905   0.33   0.85   0.14  -0.76  -0.11   0.05
196906 -14.30 -12.02 -10.48  -7.63  -8.07  -8.07
196907 -12.21  -9.91  -7.84  -7.13  -7.17  -5.90
196908   5.73   4.90   3.66   8.54   5.58   2.27
196909  -2.89  -2.50  -2.40   0.10  -2.82  -3.01
196910  13.02   9.57   6.69   7.34   7.74   6.05
196911  -6.71  -6.44  -4.82  -2.98  -3.90  -4.70
196912  -9.22  -7.53  -6.03  -1.58  -2.56  -2.65
197001  -3.07  -3.15  -1.35  -9.27  -7.40  -6.16
197002   3.62   2.64   4.04   4.71   7.29   6.80
197003  -5.25  -1.36  -0.09  -3.43   0.02   1.60
197004 -21.33 -15.08 -11.81 -15.60 -11.53  -8.72
197005  -9.62  -9.03  -8.76 -10.56  -7.72  -6.02
197006 -10.66  -8.44  -4.11  -6.76  -5.27  -5.47
197007   5.63   5.67   5.45   6.12   8.63   8.07
197008   6.82   6.45   6.19   5.19   6.44   4.71
197009  19.77  12.29  12.79   9.91   3.84   4.99
197010  -9.13  -6.67  -5.70  -2.72  -3.19  -2.71
197011  -3.06   0.33   0.54   4.17   5.69   5.46
197012   6.72  10.95  10.64   6.36   8.94   8.77
197101  17.31  14.75  15.45   6.39   6.21   6.27
197102   6.67   4.78   4.69   2.93   1.24   1.57
197103   5.98   6.87   5.61   6.07   4.49   3.39
197104   2.53   3.31   1.48   4.68   2.94   2.09
197105  -5.62  -5.58  -6.18  -3.01  -3.48  -3.70
197106  -2.13  -1.95  -2.29   0.57   0.50  -1.23
197107  -7.45  -6.14  -5.02  -4.57  -4.09  -4.78
197108   3.60   4.68   4.17   6.94   4.03   3.48
197109  -1.33   0.28   0.01   0.53  -0.97  -2.08
197110  -6.84  -5.81  -5.19  -5.49  -4.12  -4.66
197111  -4.43  -3.46  -3.80  -0.80  -1.34  -1.54
197112  13.88  13.14  12.40  12.20   9.79  10.05
197201  15.37  10.11  11.27   3.24   1.59   4.45
197202   6.55   3.74   4.03   5.42   2.08   1.85
197203  -0.04   0.49  -0.22   0.53   1.14   0.35
197204  -0.32   1.21   0.09   0.66   0.09  -0.43
197205  -2.75  -2.05  -2.97   1.79  -0.57  -0.81
197206  -3.66  -3.06  -3.66  -2.59  -2.29  -4.38
197207  -3.77  -3.54  -2.65  -2.24  -2.19  -1.01
197208  -0.33   0.36   1.71   0.92   4.52   6.42
197209  -4.44  -3.43  -3.40  -2.32  -1.97  -1.25
197210  -4.22  -1.95  -0.08  -0.49   0.09   2.38
197211   2.98   5.30   6.27   4.72   8.17   7.57
197212  -2.99  -2.31  -2.49   0.88  -1.29  -1.68
197301  -4.69  -5.19  -2.57  -6.59  -6.26  -3.55
197302 -10.03  -8.46  -6.12  -7.49  -5.57  -3.65
197303  -3.94  -3.40  -2.05  -2.98  -1.97  -1.04
197304  -9.01  -7.57  -5.58  -9.34  -5.39  -3.57
197305 -11.11  -9.14  -8.17  -6.01  -4.30  -3.56
197306  -4.40  -3.79  -3.04  -3.53  -3.39  -1.16
197307  17.93  13.15  10.35  13.20   7.10   2.91
197308  -4.06  -5.99  -5.28  -1.94  -2.78  -2.23
197309  10.15   9.31   6.06   8.35  11.22   8.95
197310  -0.23  -0.10   0.29  -1.62   0.27  -0.55
197311 -21.91 -20.01 -16.78 -17.64 -14.59 -12.63
197312  -4.77  -4.32  -4.63  -0.42   2.51   2.77
197401  14.96  16.24  15.17   1.69   5.26   6.37
197402  -0.40   0.69   2.26  -1.60   1.29   2.02
197403   1.12   1.96   1.93  -1.41  -2.95  -2.16
197404  -6.46  -4.55  -4.10  -6.20  -6.20  -6.33
197405  -7.91  -6.88  -6.19  -5.66  -6.74  -6.94
197406  -3.04  -2.03  -2.09  -2.91  -3.82  -4.83
197407  -5.86  -4.54  -3.99  -8.64  -1.84  -3.28
197408  -8.07  -7.76  -7.31 -10.94  -8.39  -6.81
197409 -10.22  -7.54  -7.65 -11.28  -6.00  -8.75
197410  12.24   8.02   6.93  21.72  12.57   9.46
197411  -5.81  -5.25  -6.14  -2.92  -2.70  -3.89
197412  -9.09  -7.14  -8.97  -4.06  -3.12  -4.13
197501  33.30  30.69  33.80  16.90  22.51  25.83
197502   8.38   5.47   3.66   7.41   2.71   3.81
197503  10.41   8.34  11.36   5.29   4.82   7.46
197504   5.54   4.70   1.80   6.15   2.93   4.97
197505  10.22   7.79   7.87   6.53   5.60   6.35
197506   8.17   8.48   8.19   5.76   7.14   7.85
197507   0.13  -0.01   0.42  -7.16  -4.50  -4.45
197508  -4.81  -4.69  -6.03  -3.96  -2.55  -1.50
197509  -3.43  -3.44  -3.03  -4.99  -3.06  -3.46
197510   0.92   1.80   1.42   6.75   5.53   2.96
197511   1.01   2.32   2.82   3.15   3.69   4.28
197512  -1.20  -0.74  -0.43  -1.54   0.24   1.06
197601  19.36  18.81  23.34  11.90  15.52  19.66
197602  11.89  11.16  14.74   0.52   2.63   6.44
197603   1.96   1.25   2.34   1.63   1.67   1.86
197604  -0.63  -0.77  -1.16  -1.64  -0.50  -1.32
197605  -2.17  -1.97  -2.53  -2.00  -0.79   0.38
197606   2.51   2.73   2.61   4.91   5.42   6.52
197607  -0.45   0.66   0.54  -0.72   0.03  -0.67
197608  -3.16  -1.58  -0.73  -1.28   0.38  -1.48
197609   1.71   2.34   1.93   1.83   3.00   3.06
197610  -3.94  -1.98  -1.62  -2.76  -1.92  -1.34
197611   3.07   2.98   2.62   1.76   3.04   3.17
197612  11.10  10.03  10.28   5.48   7.81   8.92
197701   4.26   4.08   4.99  -6.39  -1.53   0.56
197702  -1.04  -0.05   1.03  -2.54  -1.74  -1.81
197703   0.99   0.90   1.29  -1.05   0.22   0.97
197704   0.90   1.49   2.09  -0.48   2.15   3.34
197705   0.19   0.29   0.94  -0.89  -0.55  -0.51
197706   6.18   5.56   5.62   6.07   4.76   4.65
197707   0.99   1.26   1.68  -1.23  -1.45  -2.33
197708   0.39  -0.08  -0.94  -0.22  -2.15  -2.50
197709   1.04   1.37   2.02  -0.53   0.44   0.39
197710  -3.00  -1.95  -1.33  -4.32  -2.94  -3.71
197711   8.05   8.17   7.37   5.94   5.68   6.43
197712   3.10   2.06   2.47   0.62   0.49   0.23
197801  -0.72  -1.73  -0.43  -5.69  -5.28  -4.29
197802   2.65   3.06   3.63  -1.86  -0.18   0.44
197803   7.47   7.17   7.11   5.19   4.31   4.72
197804   8.95   8.38   7.35   9.42   6.76   7.19
197805   8.68   7.15   7.45   3.99   2.49   3.89
197806   1.41   0.53   0.88  -1.18  -0.39  -0.49
197807   6.14   5.34   5.01   5.87   4.71   7.69
197808  10.73   9.57  10.34   5.55   4.37   5.59
197809   0.45   0.44   0.31  -1.72  -0.74  -1.60
197810 -22.76 -18.86 -19.01 -13.96 -11.36 -14.59
197811   7.02   4.87   4.31   4.35   2.68   3.71
197812   2.14   1.33   1.65   1.62   0.54   1.31
197901  10.64   9.64  10.12   6.29   5.72   6.93
197902  -2.04  -1.94  -1.74  -3.42  -3.04  -3.87
197903  10.40   7.87   7.89   7.65   6.52   8.99
197904   2.76   3.30   2.98   0.89   0.62   1.13
197905  -1.36  -0.97  -1.13  -1.82  -0.84  -0.91
197906   6.73   4.80   4.23   4.60   6.27   5.59
197907   2.18   2.33   3.11   1.98   2.89   3.97
197908   8.08   7.71   7.72   7.79   5.99   6.23
197909   0.78  -0.41  -0.98  -0.24  -0.28  -1.72
197910 -10.27  -9.51 -10.12  -7.66  -8.01  -9.67
197911   7.98   6.69   5.45   8.58   5.94   6.53
197912   9.04   6.46   5.85   3.87   2.65   2.90
198001  13.14   8.45   9.20   5.71   5.08   4.42
198002   0.21  -1.09  -2.57  -2.66  -2.76  -5.19
198003 -18.91 -15.57 -15.87 -11.21 -10.63 -10.50
198004   5.55   5.38   4.59   5.62   7.04   6.35
198005   7.32   6.85   8.00   7.71   7.20   8.30
198006   3.82   4.70   4.75   3.98   3.89   2.84
198007  12.52   9.88   8.20  11.73   6.38   6.27
198008  10.86   6.53   5.50   4.42   1.87   2.08
198009   5.67   4.12   3.96   5.23   1.82   1.89
198010   6.81   3.43   3.53   2.26   0.32  -0.07
198011  10.08   4.22   3.32  12.37   6.08   4.54
198012  -4.95  -3.02  -1.75  -2.96  -0.43  -0.45
198101  -1.13   2.47   2.27  -5.21  -0.53  -0.70
198102  -0.79   1.50   1.47   1.76   2.37   2.30
198103   8.22   8.41   7.89   6.68   7.64   8.19
198104   4.11   4.11   4.56  -0.12  -0.04   1.53
198105   4.10   3.02   2.58   1.92   1.66   1.93
198106  -2.87   1.80   2.33  -3.97   1.13   0.85
198107  -3.39  -2.02  -1.36   0.35  -1.84  -1.82
198108 -10.18  -6.22  -4.79  -7.87  -5.72  -3.37
198109 -11.26  -7.00  -5.88  -7.65  -5.51  -3.44
198110   9.46   7.17   5.90   9.73   5.71   5.47
198111   0.07   3.68   4.02   3.17   3.80   5.30
198112  -2.94  -0.92  -0.51  -2.81  -1.62  -3.21
198201  -2.32  -1.62  -0.59  -4.84  -2.99  -1.45
198202  -6.15  -2.50  -1.41  -7.17  -3.95  -0.44
198203  -1.82  -0.24   0.62  -3.10   0.04   0.51
198204   6.42   6.13   4.83   5.67   4.85   4.24
198205  -2.41  -1.27  -0.89  -4.51  -3.83  -3.32
198206  -4.67  -1.80  -1.17  -4.85  -0.81  -2.13
198207  -2.33  -0.69  -0.66  -1.71  -2.77  -3.14
198208   5.62   6.14   5.49  12.40  11.42  12.58
198209   2.13   3.93   5.67   2.54   2.59   2.41
198210  14.97  12.38  11.86  15.42  12.94  11.05
198211   9.65   9.98  10.68   7.66   5.41   4.14
198212   2.87   2.42   2.03   1.22   0.69   1.40
198301  13.25   7.26   7.63   3.65   2.91   4.04
198302   4.38   6.16   7.04   3.85   3.36   3.61
198303   3.56   5.85   6.88   3.44   4.22   3.90
198304   7.90   7.54   8.93   4.72   7.32   6.27
198305  12.63   8.19   7.61   4.04   2.72   2.30
198306   5.91   4.35   3.67   5.02   3.26   0.41
198307  -4.17  -0.81   1.68  -4.93  -2.94  -1.12
198308  -4.97  -2.87  -0.74  -1.99  -0.51   1.50
198309  -0.38   1.86   1.95   2.80   3.11   2.84
198310  -8.09  -4.84  -2.77  -6.87  -1.75  -0.99
198311   4.46   3.94   3.37   6.62   3.50   1.86
198312  -2.95  -0.22  -0.40  -2.02  -0.93  -1.39
198401  -1.22   0.81   1.70  -6.80  -2.62   1.65
198402  -7.20  -5.22  -3.94  -6.27  -5.11  -2.97
198403  -0.52   0.91   2.62   1.11   2.27   0.82
198404  -2.65   0.24  -0.86  -0.35   0.23  -1.07
198405  -5.63  -3.19  -2.84  -5.78  -4.54  -3.62
198406   1.74   2.71   1.20   4.57   4.13   1.11
198407  -5.77  -3.03  -1.41  -3.16  -2.20  -1.22
198408  11.20   9.08   9.09  14.04  11.21  10.58
198409  -1.93   1.45   2.36  -3.54  -0.30   3.93
198410  -2.78  -1.13   1.09  -1.16  -0.28   2.59
198411  -4.68  -1.67  -0.68  -3.31  -0.32   1.33
198412   0.19   1.15   2.37   3.16   2.89   3.08
198501  15.02  13.36   9.03  12.79   9.11   6.71
198502   4.68   5.02   3.93   0.43   2.45   2.02
198503  -3.44  -1.37   0.96  -3.93   0.31   2.70
198504  -2.47  -0.24   1.18  -2.45  -0.97   1.59
198505   2.36   3.92   3.03   5.16   7.33   5.46
198506  -0.35   1.05   2.83   1.72   1.76   3.26
198507   2.37   2.53   1.49   0.65   0.34  -2.01
198508  -1.55  -0.44   0.13  -1.33  -0.40   0.70
198509  -6.75  -4.46  -3.99  -5.34  -3.25  -4.86
198510   1.36   3.13   3.36   4.09   5.08   6.32
198511   5.87   5.65   6.83   8.66   7.11   5.45
198512   3.13   4.20   3.95   3.95   4.34   4.65
198601   3.15   3.09   3.92   0.77   1.26   3.05
198602   4.85   6.21   8.55   7.54   8.06   8.64
198603   3.32   5.66   6.63   4.92   6.35   5.44
198604   1.58   1.48   0.96   0.02  -0.42  -2.00
198605   2.94   3.54   3.36   6.54   5.04   4.91
198606  -0.71   0.61   1.97  -0.16   1.76   2.68
198607  -9.64  -7.99  -5.41  -7.82  -7.23  -2.61
198608   1.09   3.01   1.55   6.45   6.95   6.75
198609  -7.30  -5.89  -4.46  -8.82  -7.05  -7.94
198610   2.32   2.71   2.74   6.99   5.88   4.07
198611  -0.85   0.09   0.18   1.33   1.46  -0.14
198612  -3.78  -2.37  -3.18  -3.34  -2.99  -2.75
198701  10.94  10.52  10.91  15.12  12.70   9.72
198702   8.53   6.86   6.38   8.19   5.89   2.92
198703   1.85   2.08   3.24   1.62   2.21  -0.93
198704  -3.45  -2.70  -2.77  -2.12  -2.48  -4.17
198705   0.21  -0.17  -0.04   1.38   0.18  -0.57
198706   1.58   3.79   2.69   4.00   5.47   4.80
198707   3.00   3.28   2.68   4.97   5.50   1.50
198708   1.67   2.69   3.43   3.50   3.34   4.40
198709  -1.57  -0.92  -0.81  -2.68  -1.72  -2.40
198710 -30.59 -28.60 -25.66 -27.17 -23.82 -18.30
198711  -6.50  -4.41  -3.00  -7.18  -6.04  -4.98
198712   4.29   5.32   3.63  11.67   9.67   3.61
198801   6.96   6.70   6.35   2.11   5.41   8.92
198802   6.24   8.42   7.20   8.61   7.50   3.56
198803   4.74   5.00   4.19  -0.29   0.09  -2.08
198804   1.80   1.47   1.92  -0.53   0.47  -0.14
198805  -2.50  -1.94  -1.23  -1.18  -0.09   1.88
198806   6.69   6.70   5.29   7.15   5.47   7.28
198807  -1.36  -0.06   1.14  -2.75  -1.38  -0.70
198808  -2.44  -1.66  -1.45  -2.42  -2.18  -1.03
198809   2.78   2.70   3.06   3.26   4.10   3.93
198810  -1.81  -0.14  -0.04  -0.08   1.98   1.04
198811  -4.18  -3.01  -3.70  -1.78  -2.51  -2.27
198812   3.82   3.34   3.52   3.04   2.52   1.36
198901   5.11   4.42   6.00   6.12   6.29   6.03
198902   0.48   0.76   0.79  -1.28  -0.28  -0.30
198903   2.17   2.40   2.74   0.30   2.05   1.99
198904   3.64   3.06   3.90   6.13   4.30   4.47
198905   3.81   3.47   3.38   5.25   3.36   4.65
198906  -2.08  -0.59  -0.56  -1.66  -0.21   0.45
198907   3.58   3.44   2.98   7.44   7.55   6.55
198908   1.13   2.18   2.71   2.36   2.76   4.27
198909   0.10   0.39   0.08  -0.35  -0.85  -0.71
198910  -4.17  -5.49  -5.12  -4.06  -3.29  -4.98
198911  -0.83  -0.61  -1.56   1.85   1.51   0.24
198912  -0.95  -0.09  -2.35   1.95   2.37   0.19
199001  -6.39  -6.28  -5.71  -7.14  -7.38  -8.05
199002   1.75   2.06   2.48   2.02   1.25   2.37
199003   3.84   2.50   3.23   3.25   3.36   0.26
199004  -1.73  -2.46  -3.73  -3.32  -3.60  -5.50
199005   5.78   5.04   2.43  10.71   8.66   7.89
199006   1.80   0.37  -0.66  -0.60  -0.40  -2.13
199007  -3.80  -3.20  -3.62  -1.76  -1.99  -2.38
199008 -12.89 -12.63 -12.13  -9.21 -10.43 -10.88
199009  -8.18  -7.42  -8.98  -6.75  -5.71  -8.47
199010  -6.74  -4.71  -6.01  -2.41  -1.96  -3.56
199011   5.40   4.15   4.55   8.65   8.87  10.58
199012  -0.08   2.37   2.12   3.91   4.52   5.05
199101   9.52   8.41  10.66   6.31   6.09   8.27
199102  12.57  13.16  13.25   9.06   7.45   8.21
199103   9.91   7.44   7.06   2.88   3.27   3.64
199104   1.58   1.62   3.00  -0.98   0.94   2.49
199105   3.09   3.37   2.68   4.75   4.11   5.12
199106  -3.46  -3.38  -3.26  -4.99  -4.08  -4.12
199107   4.33   2.48   3.46   5.26   3.76   5.79
199108   2.54   3.36   2.88   2.88   2.72   3.82
199109   1.43   0.61   0.01  -2.04  -0.54  -0.10
199110   3.40   2.47   1.24   1.47   0.91   2.42
199111  -2.73  -1.84  -2.68  -2.97  -3.86  -5.14
199112   4.24   5.27   4.85  11.66   9.89  10.52
199201  14.05   9.85  13.84   0.48   1.05   3.23
199202   3.37   3.93   6.45   0.79   2.10   4.03
199203  -2.54  -2.17  -0.14  -3.31  -1.67  -1.86
199204  -4.51  -3.93  -3.02  -0.92   1.69   1.80
199205  -0.38   0.16   0.64   1.06   0.51   1.38
199206  -5.34  -4.33  -3.97  -2.78  -2.27  -0.80
199207   1.96   2.14   2.88   4.49   4.54   4.53
199208  -2.47  -2.01  -1.47  -1.41  -1.54  -2.39
199209   1.14   1.89   1.75   1.62   1.91   2.35
199210   2.54   3.18   2.47   4.21   1.65   2.21
199211   9.06   7.55   7.31   4.93   4.87   4.61
199212   2.82   3.83   5.12   0.93   2.32   4.28
199301   5.65   4.94   6.60   0.44   1.08   2.25
199302  -3.61  -2.22  -0.02  -2.05  -0.09   2.54
199303   2.48   2.53   2.70   3.33   3.15   3.36
199304  -3.39  -2.37  -1.99  -3.58  -2.52  -2.32
199305   5.27   4.28   2.90   5.19   3.03   1.04
199306   0.83   0.40   1.36  -0.85   0.21   2.08
199307   0.35   1.03   1.72  -0.64  -0.14   1.08
199308   3.77   3.63   3.68   5.09   3.27   3.55
199309   2.95   2.55   2.63   1.35   0.13   0.62
199310   4.50   3.13   4.21   1.55   1.24  -1.16
199311  -1.93  -2.06  -1.46  -1.40  -1.53  -3.86
199312   1.07   3.04   1.82   4.11   3.39   2.67
199401   4.11   3.74   4.32   3.86   2.07   2.19
199402  -0.26   0.44   0.29  -0.77  -1.52  -2.06
199403  -4.60  -3.86  -3.96  -5.19  -4.27  -3.20
199404  -1.47  -0.40  -0.23  -0.09   1.23   1.27
199405  -1.53  -0.43   0.76  -0.38   0.55   0.53
199406  -3.51  -2.30  -1.34  -4.25  -1.45  -2.37
199407   1.42   1.11   1.00   3.90   2.67   2.86
199408   4.93   3.46   3.76   6.95   4.51   2.76
199409   2.21   0.92   1.04  -0.74  -2.30  -3.65
199410   1.61   0.41  -1.05   2.27   0.82   0.42
199411  -4.01  -3.27  -3.33  -5.49  -3.61  -3.77
199412  -1.23   0.22  -0.73   1.47   1.89   1.03
199501   2.65   2.32   3.03   0.49   1.49   4.65
199502   2.70   2.81   3.44   4.99   4.89   4.81
199503   2.11   1.20   1.48   3.60   2.42   0.99
199504   2.41   2.65   2.40   0.86   1.47   2.36
199505   1.16   1.56   2.43   2.54   2.73   5.17
199506   5.96   3.71   4.34   5.25   2.16   2.24
199507   6.56   4.97   5.35   6.83   3.52   4.09
199508   3.26   2.32   3.77   0.48   1.08   3.23
199509   2.23   2.44   2.43   2.55   2.23   3.76
199510  -5.51  -3.82  -2.70  -2.42  -1.57  -0.95
199511   1.81   2.08   1.59   5.40   4.78   5.17
199512   0.09   1.48   1.76  -0.36   0.90   2.02
199601   0.88   1.05   2.16   0.80   2.24   2.17
199602   3.72   2.97   2.41   3.46   2.46   1.57
199603   3.30   2.90   2.84   2.03   1.68   0.85
199604   8.50   4.82   4.99   5.08   2.53   0.43
199605   8.07   4.92   5.76   1.35   1.89   1.60
199606  -4.37  -2.00  -1.58  -4.52  -0.53   0.36
199607 -10.18  -5.79  -5.36  -8.04  -4.98  -4.17
199608   5.27   3.94   4.62   6.07   4.21   4.57
199609   3.20   2.98   2.90   6.34   3.92   4.06
199610  -3.30   0.16   0.88  -2.12   1.26   2.67
199611   2.02   3.28   4.29   5.14   6.50   7.74
199612  -0.35   2.12   1.80  -1.85  -0.33   0.41
199701   6.25   4.63   5.23   2.78   3.42   3.72
199702  -4.29   0.45   1.52  -3.00   1.69   1.91
199703  -5.91  -2.47  -2.12  -6.11  -3.26  -4.03
199704  -3.37  -0.68  -1.68   1.24   3.25   3.67
199705  11.82   9.00   7.82  12.75   6.60   7.28
199706   4.29   5.32   5.69   2.84   3.90   4.16
199707   5.05   5.24   5.78   6.86   7.23   7.41
199708   3.81   3.96   3.76  -0.57  -1.43  -1.62
199709   8.05   8.68   9.36   4.94   5.80   6.44
199710  -2.85  -1.05  -0.96  -5.46  -2.85  -2.87
199711  -2.28  -0.20  -0.41   0.34   3.21   2.84
199712  -3.59   0.56   0.95   0.03   3.91   3.98
199801   0.61  -0.61   0.26  -1.17  -0.50  -1.82
199802   6.87   6.12   6.01   9.56   7.54   7.07
199803   4.73   4.26   4.78   4.44   4.12   5.93
199804   2.15   2.30   3.37   0.97   0.34   0.16
199805  -5.84  -3.27  -2.86  -5.31  -2.88  -3.05
199806  -2.51  -2.51  -2.08   0.40   0.04   0.16
199807  -6.87  -5.91  -6.08  -5.65  -3.97  -6.15
199808 -20.64 -17.32 -16.79 -19.07 -15.72 -14.89
199809   5.37   3.35   1.51   8.00   5.77   2.81
199810   3.40   3.18   3.19   8.61   7.88   6.22
199811   6.56   5.83   6.08   5.09   4.59   4.54
199812   3.11   2.88   0.87   7.40   4.34   2.05
199901   7.10   1.23   5.26  -0.38  -3.12  -1.51
199902  -7.39  -4.43  -4.93  -4.99  -2.84  -3.20
199903  -3.05  -3.10  -3.92   2.37   1.00   3.40
199904   8.03   8.56   8.43   6.17  10.28  10.91
199905   4.91   3.06   3.86   3.00   0.64   1.77
199906   4.77   3.75   4.11   5.09   3.38   0.42
199907  -0.23   0.99   1.31  -2.91  -2.30  -2.68
199908  -4.42  -2.77  -2.86  -2.65  -4.56  -5.41
199909  -1.73  -2.16  -3.55  -0.82  -3.76  -3.84
199910  -1.71  -1.45  -2.46   4.29   3.82   1.96
199911  11.51   4.60   5.47   5.21  -1.18  -1.08
199912   8.88   2.80   2.69   8.88   0.33   3.20
200001   5.50   0.74   3.11  -4.92  -4.93  -8.39
200002  16.07   4.29   5.81   4.92  -6.26  -6.81
200003  -1.71   1.54   0.96   9.82  12.58  16.52
200004 -10.70  -2.71  -2.71  -2.47   0.12   2.36
200005  -7.42  -3.04  -3.66  -1.70   1.95   0.82
200006   8.27   5.26   3.60   4.17  -4.36  -3.59
200007  -3.45   1.47   1.68  -3.49   3.16   5.87
200008   6.91   4.01   5.15   9.78   6.34   9.11
200009  -4.71  -0.21  -0.93  -4.94   0.46   3.38
200010  -5.76  -2.72  -3.27  -2.73   2.19   0.63
200011 -12.06  -3.61  -4.48 -11.57  -0.53  -1.40
200012  -1.52   3.02   3.17   4.55   9.49  12.70
200101  28.20  12.49  16.47  10.83   1.86   2.35
200102  -6.94  -0.96   0.30 -12.41  -0.77   0.44
200103  -5.31  -1.14  -2.05  -9.73  -2.24  -3.90
200104   7.79   3.92   3.67  15.37   6.17   7.35
200105   7.06   7.13   8.52   1.51   3.68   2.19
200106   3.55   4.12   3.17   0.60  -0.40  -1.04
200107  -2.16  -0.50   1.92  -2.61   0.67   1.27
200108  -3.19  -0.17  -0.41  -6.27  -2.09  -4.01
200109 -12.92  -8.17 -10.34 -13.33  -8.86 -16.92
200110   8.77   4.55   4.02   8.65   2.55   5.96
200111   7.50   5.01   6.31   9.88   7.16  10.84
200112   8.23   5.37   5.72   3.77   4.82   6.83
200201   0.89   2.52   4.27  -1.75   0.99   0.73
200202  -4.24  -0.86   0.19  -4.27   1.33  -0.16
200203   8.88   8.51   8.68   7.80   6.17   8.89
200204  -0.34   4.31   6.00  -4.23  -0.21  -2.66
200205  -2.77  -1.28   0.14  -2.68  -0.69  -0.91
200206  -7.43  -2.81  -2.12 -10.34  -6.22  -6.49
200207 -14.06  -9.43 -10.08  -9.66  -7.88 -10.01
200208   0.43   0.76   0.64  -0.32   1.49   2.14
200209  -7.37  -4.80  -4.56  -9.16  -8.37 -10.46
200210   4.95   1.90   1.46   8.04   3.28   2.07
200211  11.27   6.65   5.99   8.50   5.80   6.01
200212  -4.69  -1.36  -0.37  -5.71  -2.78  -0.53
200301  -0.53  -0.54   0.34  -2.24  -2.89  -2.44
200302  -3.58  -3.18  -0.86  -2.34  -2.65  -2.07
