
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199401 -16.26 -16.34 -18.39 -16.72 -21.65 -16.00 -20.96 -17.68 -18.48 -18.23
199402   6.07  13.96   7.01   8.96  18.52   6.93  16.17  10.70  11.39  19.99
199403 -15.37 -22.55 -14.90 -12.15 -23.39 -11.78 -23.61 -13.83 -22.95 -18.24
199404   9.70   9.99   9.84  10.46   8.80  11.80   8.70   9.51  13.20  -0.86
199405  -3.71  -5.50  -2.81  -2.92 -11.85  -2.31 -10.02  -2.70 -10.58  -8.84
199406   1.12   2.33  -0.36  -1.19   1.63  -0.10   2.13  -0.10  -2.33   2.22
199407   3.68   7.20   5.89   4.91   7.49   4.15   7.78   3.66   7.28   5.02
199408  11.98  13.41  12.05  12.25  17.75  11.68  17.98  11.22  15.44  16.61
199409  -0.19   2.45   1.70   0.75   4.47   0.32   5.08  -0.17   6.34  -0.68
199410  -1.54  -1.91  -2.24  -1.20  -7.21  -1.12  -6.72  -0.90  -7.10  -7.72
199411  -8.89  -6.91  -8.83  -4.87 -10.50  -3.67  -8.44  -4.61 -12.22 -11.44
199412  -3.62  -2.59  -2.78  -1.55  -5.40  -1.16  -5.35  -1.35  -7.15  -6.47
199501 -11.12 -14.66 -11.37 -10.78 -16.58  -6.73 -16.39 -10.67 -13.29 -16.17
199502  14.15  19.96  15.02  11.28  21.35   8.71  22.95  11.71  22.62  25.03
199503   0.42   0.00   0.74   1.90  -2.61   0.71  -1.63   0.95   1.77  -8.59
199504  -1.77  -4.33  -2.93   0.98  -7.14   1.32  -6.20  -0.52  -5.34  -6.60
199505  11.98  11.41  17.20   7.14  11.49   4.93  11.96  10.06  12.89  16.62
199506  -1.61  -0.03  -3.75   0.85  -3.86  -0.27  -3.50   0.68  -3.54  -7.16
199507   2.28   3.63   3.74   2.65   2.86  -0.85   4.36   2.05   4.71   0.68
199508  -5.48  -4.92  -5.91  -4.88  -6.55  -4.54  -5.91  -4.19  -7.49  -4.87
199509  -2.17  -3.97  -4.14  -2.92  -1.85   1.76  -2.62  -1.42  -5.41   1.26
199510  -5.26  -8.65  -3.35  -3.81 -10.19  -3.96  -9.33  -5.10  -6.69  -8.20
199511  -0.12   0.05  -2.03  -1.62   0.51   1.00   0.64   0.37  -1.26   6.33
199512   5.14   6.10   4.88   5.65   5.50   5.66   3.89   5.88   2.50   4.28
199601   4.33   5.76   4.71   5.52   5.67   5.86   4.70   1.78   4.52   9.15
199602   3.37   1.64   3.70   3.03   2.53   2.00   2.94   3.41   3.64   1.31
