
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
197501  32.82  28.02  41.25  24.61  41.29  22.68  36.14  34.28  40.48 -10.89
197502   9.81  11.60   6.86   9.45   8.22   5.35  19.44  13.73   8.78  49.35
197503   5.42  -2.90   7.34  -2.54   4.18   9.27   1.27  -3.48   5.20  16.85
197504  14.49  24.60  10.75  24.45   9.93  30.55  18.24  22.62   8.63  37.40
197505  -1.31  -7.34  -0.29  -5.07  -1.46  -2.68  -3.92  -4.89  -1.30  41.54
197506   1.38  -0.35   4.40  -3.26   3.42  -0.27  -1.73   1.58   3.56  -2.79
197507  -6.45  -9.68  -7.85  -8.69  -7.84   0.17  -4.89 -11.23  -7.65 -14.42
197508  -2.57  -7.03  -2.29  -6.54  -2.03  -5.04  -4.52  -5.32  -2.34   3.94
197509   0.78   3.85   0.96   1.95   0.92  -3.75  -1.07   3.20   0.88  10.51
197510   3.99   1.68   5.91   1.42   3.90  11.21   3.97   0.20   3.73  -3.18
197511   1.58   2.05   4.34  -3.88   2.79   3.30   1.43  -0.87   2.30  12.42
197512  12.33  18.62  11.71  12.63  13.78  12.21  15.97  11.95  13.55  23.95
197601  20.73  28.30  18.02  28.68  20.00  29.18  18.20  30.11  19.02  22.73
197602   7.42   4.50   5.75   6.33   9.08   5.43   6.55   2.99   6.88   6.54
197603   2.18   9.85   1.06  11.55  -1.08  14.77  -0.84  -7.05   2.15  18.04
197604  -6.48  -6.97  -5.23 -11.14  -5.52 -10.70  -5.39  -6.87  -5.41  -6.56
197605  -4.93  -1.05  -6.59  -3.49  -4.75  -3.41  -6.11  -5.57  -6.51   1.30
197606   1.83   2.96   1.63   7.73   0.14   8.00  -0.22   4.51   1.88   3.16
197607  -1.98  -0.36  -2.99   3.06  -2.57   5.14  -3.08   2.39  -2.91  -1.71
197608   2.67   4.00   1.74   1.65   3.25   1.91   2.58   0.54   2.89   3.63
197609  -0.91   1.03  -3.23   4.16   0.46   4.05  -2.60  -2.54  -2.05  -0.46
197610  -4.24  -4.33  -4.87  -2.24  -5.76  -3.40  -6.71   1.33  -5.92  -2.72
197611   5.35   3.59   4.88   7.57   5.63   7.54   3.80   6.34   4.62   3.03
197612  13.80  11.79  15.94  11.41  14.15  12.20  14.87  11.05  15.25  10.16
197701  -3.22  -3.22  -2.53  -2.51  -3.78  -1.81  -5.41  -2.38  -3.14  -4.39
197702  -1.89  -2.89  -0.55  -2.94  -2.10  -1.62  -3.39  -1.24  -1.31   1.57
197703  -2.70  -2.47  -3.73  -1.44  -3.24  -0.39  -3.08  -1.06  -3.13  -2.49
197704   4.92   3.49   4.23   6.85   4.78   6.45   5.64   7.82   4.59   1.15
197705  -2.02   0.37  -0.92   0.69  -1.30  -1.61  -3.69   1.51  -0.51  -0.14
197706   0.83  -0.66   1.83  -1.02   1.57  -2.21   0.09  -1.22   2.68   3.65
197707  -4.56  -6.57  -2.92  -7.00  -3.99  -4.79  -6.48  -6.39  -3.72  -4.95
197708   2.20   4.82   1.33   4.35   1.67   2.35   2.35   3.39   1.67   1.54
197709  -2.89  -4.40  -0.60  -6.51  -1.81  -6.05  -3.35  -5.48  -1.42  -5.42
197710  -0.31  -3.90   1.62  -5.93   0.93  -4.06  -1.29  -3.54   1.43  -1.38
197711   0.66  -1.63   1.55  -1.44   1.88  -0.40   1.16  -0.79   2.13   0.75
197712  -2.47  -4.61  -2.34  -5.55  -2.45  -3.60  -3.35  -4.15  -2.33   2.12
197801   1.10   4.25  -0.24   2.62   0.91   0.64   2.62   2.36  -0.73   0.24
197802   1.67  -0.89   3.32  -0.17   2.01  -0.70   1.41  -0.42   3.26 -14.13
197803   8.64  13.53   6.55   5.00   7.28   2.48  12.05   5.35   6.67  -0.30
197804   0.85   5.57  -2.05   7.16   3.08   5.98  -2.03   5.14  -3.05   1.00
197805   1.78   4.55   2.68   3.68   1.13   3.92   1.94   3.79   2.21  27.66
197806  17.93  21.23  12.33  17.77  16.27  16.44  20.55  18.25  14.25  25.32
197807   4.89  10.65   4.21   7.19   6.70   7.57   5.18   5.78   7.11   1.33
197808  14.81  31.04   6.66  24.36  14.70  19.39  26.00  23.52   5.39  -3.86
197809  -6.41  -9.46  -5.08  -7.36  -8.17  -5.43 -10.35  -7.51  -4.72  22.23
197810   6.19   8.69   8.98   2.86   8.31   3.10   7.33   4.57  10.57  30.40
