This file was created by CMPT_VAR_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198602,    7.11,    7.53,    7.22,    7.19,    5.42,    6.81,    7.53,    7.60,    7.46,    7.63,    6.88,    6.54,    7.69,    6.85,    4.89
198603,    5.34,    5.73,    5.28,    4.16,    4.71,    4.96,    5.84,    6.19,    5.33,    5.02,    5.51,    4.35,    4.03,    4.65,    4.73
198604,    0.87,    0.77,    1.26,    1.87,    1.78,    1.11,    0.51,    1.31,    0.32,    1.01,    1.49,    1.63,    2.05,    1.75,    1.79
198605,    3.81,    4.19,    3.96,    3.55,    3.79,    3.66,    4.01,    4.43,    3.99,    3.96,    3.97,    3.87,    3.33,    3.41,    3.94
198606,    2.66,    1.40,    1.66,    0.43,    0.26,    3.81,    1.13,    1.33,    1.48,    1.82,    1.53,    0.65,    0.27,    1.03,   -0.08
198607,   -1.57,   -5.38,   -6.81,   -8.07,   -9.50,   -0.24,   -3.51,   -5.01,   -5.73,   -6.79,   -6.82,   -7.56,   -8.49,   -9.22,   -9.61
198608,    3.19,    3.69,    3.42,    2.55,    0.60,    2.26,    4.65,    3.37,    4.04,    3.58,    3.27,    2.20,    2.81,    2.21,   -0.09
198609,   -5.25,   -5.82,   -5.80,   -6.21,   -7.07,   -4.95,   -5.78,   -6.66,   -5.10,   -6.00,   -5.61,   -5.94,   -6.41,   -6.90,   -7.14
198610,    2.17,    3.20,    3.62,    3.44,    1.58,    1.15,    3.75,    3.89,    2.59,    3.43,    3.77,    4.50,    2.68,    3.42,    0.72
198611,    0.17,    0.49,   -0.19,    0.07,   -1.77,   -0.33,    1.01,    0.77,    0.23,   -0.44,    0.01,   -0.05,    0.18,   -0.73,   -2.27
198612,   -2.05,   -2.64,   -1.88,   -3.29,   -5.02,   -1.40,   -3.01,   -2.26,   -3.00,   -1.54,   -2.16,   -3.42,   -3.21,   -4.22,   -5.37
198701,    8.89,   10.82,   11.07,   12.15,   12.74,    7.90,   10.26,   10.67,   10.97,   11.46,   10.74,   11.96,   12.27,   12.05,   13.11
198702,    3.06,    6.48,    6.85,    8.53,    8.62,    2.41,    4.09,    5.65,    7.40,    6.90,    6.82,    8.34,    8.65,    7.62,    9.02
198703,    2.06,    2.27,    2.30,    2.42,    3.94,    1.59,    2.81,    2.37,    2.17,    3.15,    1.70,    2.57,    2.30,    3.15,    4.25
198704,   -2.13,   -2.22,   -2.61,   -3.28,   -1.63,   -1.80,   -2.60,   -1.84,   -2.63,   -2.75,   -2.50,   -3.16,   -3.37,   -1.85,   -1.54
198705,    0.66,    0.11,   -0.20,   -0.42,    0.16,    0.80,    0.45,    0.26,   -0.02,    0.02,   -0.38,   -0.48,   -0.38,   -0.53,    0.42
198706,    3.01,    4.77,    3.49,    2.43,    1.20,    2.45,    3.85,    5.66,    3.90,    3.45,    3.53,    2.99,    1.95,    1.85,    0.94
198707,    2.31,    3.87,    3.92,    3.33,    3.30,    2.12,    2.64,    3.70,    4.07,    3.54,    4.24,    3.88,    2.86,    2.58,    3.64
198708,    2.26,    4.18,    3.34,    2.99,    0.13,    1.69,    3.13,    4.24,    4.12,    3.61,    3.13,    3.63,    2.50,    1.88,   -0.59
198709,   -1.18,   -1.42,   -1.42,   -1.54,   -1.90,   -1.04,   -1.41,   -1.53,   -1.31,   -1.09,   -1.66,   -1.32,   -1.67,   -1.76,   -1.97
198710,  -17.86,  -24.23,  -26.63,  -28.32,  -30.37,  -15.47,  -21.61,  -23.28,  -25.10,  -25.37,  -27.82,  -27.76,  -28.73,  -30.31,  -30.39
198711,   -2.57,   -4.04,   -4.51,   -4.78,   -6.84,   -2.31,   -2.96,   -4.09,   -3.98,   -4.87,   -4.20,   -4.46,   -5.08,   -5.13,   -7.71
198712,    2.35,    4.83,    5.13,    5.94,    1.05,    0.77,    4.55,    3.73,    5.65,    5.20,    5.08,    6.52,    5.46,    3.23,    0.02
198801,    4.86,    5.53,    6.00,    6.19,   10.34,    4.79,    4.97,    5.25,    5.79,    5.25,    6.54,    6.15,    6.21,    7.63,   11.55
198802,    3.02,    6.24,    7.80,    8.23,    6.48,    1.93,    4.84,    6.42,    6.07,    7.61,    7.93,    8.51,    8.02,    7.24,    6.15
198803,    1.07,    2.16,    3.48,    3.65,    4.69,    1.09,    1.04,    1.16,    3.10,    2.72,    4.07,    3.77,    3.56,    5.18,    4.50
198804,    0.50,    1.26,    2.10,    2.09,    1.37,    0.42,    0.64,    0.89,    1.62,    1.85,    2.30,    2.20,    2.00,    1.31,    1.40
198805,    0.68,    0.27,   -1.46,   -1.19,   -2.82,    0.74,    0.57,    0.11,    0.42,   -2.09,   -0.92,   -1.53,   -0.88,   -1.62,   -3.39
198806,    3.71,    5.49,    6.24,    6.57,    4.61,    3.17,    4.47,    4.69,    6.32,    6.16,    6.29,    6.14,    6.95,    5.88,    3.94
198807,    0.06,   -0.26,   -0.47,   -0.50,    0.43,    0.38,   -0.47,   -0.47,   -0.06,   -0.98,   -0.06,   -0.47,   -0.52,    0.30,    0.49
198808,   -0.75,   -1.41,   -2.01,   -2.14,   -2.70,   -0.58,   -1.03,   -0.79,   -1.95,   -2.13,   -1.90,   -2.38,   -1.97,   -2.35,   -2.91
198809,    1.97,    2.62,    2.83,    2.06,    1.66,    1.38,    2.95,    2.86,    2.38,    2.83,    2.83,    2.06,    2.06,    2.50,    1.21
198810,    0.91,    0.33,   -0.33,    0.26,   -2.84,    0.31,    1.91,    0.31,    0.34,    0.12,   -0.66,    0.32,    0.22,   -0.70,   -4.02
198811,   -1.86,   -2.35,   -3.11,   -3.36,   -5.20,   -1.75,   -2.02,   -2.21,   -2.48,   -2.93,   -3.30,   -3.04,   -3.55,   -4.43,   -5.63
198812,    0.47,    2.14,    3.42,    3.04,    1.95,    0.38,    0.63,    1.52,    2.84,    3.19,    3.62,    2.45,    3.43,    3.13,    1.26
198901,    3.01,    5.40,    4.74,    5.50,    7.65,    2.76,    3.38,    5.27,    5.52,    4.89,    4.62,    5.74,    5.36,    5.68,    8.61
198902,   -0.04,    0.29,    0.69,    0.73,    0.28,    0.06,   -0.18,    0.57,    0.00,    0.52,    0.82,    0.95,    0.58,    0.83,    0.03
198903,    1.74,    2.18,    2.09,    2.05,    1.35,    1.14,    2.58,    2.81,    1.69,    2.21,    2.00,    2.10,    2.02,    1.74,    1.17
198904,    4.02,    4.74,    3.97,    3.91,    2.46,    3.33,    5.11,    5.12,    4.37,    4.98,    3.00,    3.35,    4.30,    3.68,    1.83
198905,    3.29,    3.63,    3.34,    3.65,    2.12,    3.31,    3.27,    3.30,    3.94,    3.00,    3.62,    3.81,    3.53,    2.97,    1.64
198906,    0.87,    0.42,   -0.54,   -0.90,   -1.99,    0.74,    1.06,    0.46,    0.37,   -0.34,   -0.70,   -0.73,   -1.02,   -1.74,   -2.13
198907,    3.74,    6.38,    4.81,    3.61,    1.80,    2.80,    5.15,    6.22,    6.51,    5.05,    4.62,    3.51,    3.68,    3.09,    1.05
198908,    1.67,    3.01,    3.51,    2.91,    1.22,    1.37,    2.14,    2.87,    3.15,    2.93,    3.94,    3.36,    2.59,    2.11,    0.70
198909,    0.18,   -0.32,   -0.22,    0.38,    0.47,    0.39,   -0.15,   -0.39,   -0.26,   -0.16,   -0.27,    0.72,    0.16,    0.63,    0.39
198910,   -2.23,   -3.77,   -5.00,   -5.46,   -5.92,   -1.90,   -2.72,   -3.84,   -3.70,   -4.84,   -5.17,   -5.50,   -5.43,   -5.07,   -6.36
198911,    0.75,    0.47,    0.19,   -0.33,   -2.19,    0.81,    0.67,    0.94,    0.03,   -0.21,    0.55,   -0.01,   -0.59,   -0.13,   -3.18
198912,    0.66,    0.32,   -0.49,   -0.39,   -2.95,    0.85,    0.38,    0.72,   -0.07,   -0.28,   -0.62,   -0.16,   -0.53,   -0.99,   -3.89
199001,   -3.74,   -6.15,   -6.41,   -6.28,   -4.50,   -2.41,   -5.50,   -6.09,   -6.19,   -6.94,   -5.96,   -6.47,   -6.14,   -7.19,   -2.82
199002,    0.72,    1.09,    2.17,    2.29,    2.37,    0.66,    0.81,    0.62,    1.56,    1.81,    2.51,    2.19,    2.35,    2.25,    2.45
199003,    1.69,    2.03,    2.42,    3.26,    2.59,    1.24,    2.38,    2.23,    1.85,    2.55,    2.32,    2.71,    3.53,    3.06,    2.24
199004,   -2.18,   -3.04,   -2.87,   -3.01,   -2.33,   -1.84,   -2.73,   -3.19,   -2.89,   -3.58,   -2.33,   -2.88,   -3.10,   -2.55,   -2.18
199005,    4.75,    5.27,    6.00,    5.60,    3.74,    3.93,    6.08,    5.42,    5.13,    5.77,    6.21,    4.80,    6.23,    5.10,    2.82
199006,   -0.60,    0.05,    0.43,    0.59,    0.64,   -0.31,   -1.02,    0.27,   -0.15,    0.00,    0.73,    0.19,    0.88,    1.17,    0.29
199007,   -0.66,   -1.83,   -2.51,   -3.30,   -3.88,   -0.83,   -0.36,   -2.34,   -1.36,   -2.36,   -2.64,   -3.62,   -3.07,   -3.02,   -4.38
199008,   -6.18,  -10.12,  -10.40,  -11.35,  -13.01,   -4.75,   -8.36,   -9.43,  -10.71,  -10.45,  -10.37,  -10.57,  -11.90,  -13.28,  -12.85
199009,   -3.69,   -5.93,   -7.37,   -8.36,   -9.42,   -3.10,   -4.67,   -5.89,   -5.97,   -7.82,   -6.99,   -8.55,   -8.20,   -9.08,   -9.60
199010,   -2.46,   -4.40,   -4.97,   -6.14,   -7.36,   -2.07,   -3.13,   -3.78,   -4.98,   -4.92,   -5.00,   -6.03,   -6.21,   -5.81,   -8.14
199011,    2.11,    5.56,    6.26,    5.77,    2.44,    1.39,    3.13,    4.89,    6.20,    6.16,    6.34,    6.28,    5.40,    3.84,    1.56
199012,    1.31,    2.35,    3.29,    3.08,   -3.41,    0.76,    2.04,    2.28,    2.42,    2.50,    4.06,    3.37,    2.81,    0.53,   -6.08
199101,    1.22,    4.33,    5.26,    7.84,   12.90,    0.14,    2.63,    4.18,    4.47,    4.05,    6.30,    8.57,    7.30,    9.16,   15.61
199102,    5.62,    8.81,    9.51,   11.83,   18.35,    4.59,    6.95,    7.87,    9.61,    8.56,   10.29,   11.62,   11.97,   14.48,   21.42
199103,    3.27,    4.45,    4.93,    6.91,   11.67,    3.29,    3.25,    4.63,    4.29,    5.59,    4.40,    6.17,    7.40,    9.78,   13.27
199104,    4.60,    1.82,    2.97,    2.58,    3.73,    7.29,    0.76,    1.30,    2.29,    2.40,    3.50,    1.81,    3.08,    3.07,    4.27
199105,    1.62,    4.28,    4.71,    3.44,    2.67,    0.68,    3.00,    3.51,    4.96,    4.04,    5.27,    3.61,    3.31,    4.87,    1.20
199106,   -1.87,   -3.16,   -3.04,   -3.78,   -3.93,   -1.17,   -2.90,   -2.52,   -3.75,   -3.01,   -3.07,   -3.81,   -3.76,   -3.96,   -3.91
199107,    4.12,    2.46,    2.75,    3.91,    3.47,    4.41,    3.65,    2.84,    2.09,    2.29,    3.17,    3.97,    3.86,    3.22,    3.61
199108,    1.40,    2.14,    2.96,    3.09,    3.64,    1.20,    1.68,    2.15,    2.13,    3.35,    2.68,    3.48,    2.80,    3.40,    3.79
199109,    1.73,   -0.33,   -0.73,    0.97,    1.19,    1.91,    1.46,   -0.42,   -0.26,   -0.54,   -0.89,   -0.37,    1.92,    0.77,    1.50
199110,    2.78,    1.03,    2.26,    2.32,    2.97,    1.69,    4.39,    1.05,    1.02,    2.43,    2.11,    0.75,    3.48,    2.16,    3.51
199111,   -0.86,   -2.81,   -2.72,   -3.85,   -2.17,   -0.27,   -1.68,   -2.77,   -2.85,   -3.69,   -1.96,   -3.48,   -4.12,   -1.94,   -2.30
199112,    4.93,    7.72,    8.30,    6.65,    1.30,    3.86,    6.50,    7.12,    8.28,    8.80,    7.92,    6.55,    6.72,    4.85,   -0.58
199201,    8.64,    3.79,    6.07,    9.64,   24.15,   11.18,    5.23,    3.00,    4.47,    5.05,    6.95,    7.61,   11.37,   14.50,   29.64
199202,    1.58,    3.62,    3.77,    4.47,    7.61,    0.97,    2.31,    3.73,    3.51,    3.25,    4.17,    5.90,    3.40,    4.86,    9.17
199203,    0.59,    2.15,   -0.89,   -1.98,   -1.92,    1.26,   -0.28,    3.61,    0.61,   -0.58,   -1.16,   -1.60,   -2.23,   -3.46,   -1.18
199204,    1.13,    1.92,   -0.85,   -2.92,   -6.26,    1.47,    0.67,    1.82,    2.03,   -0.24,   -1.37,   -1.80,   -3.69,   -5.82,   -6.45
199205,    1.20,    0.66,    0.77,    0.20,    0.07,    1.35,    0.98,    0.91,    0.38,    0.81,    0.72,    0.43,    0.03,   -0.02,    0.12
199206,   -0.15,   -1.76,   -3.38,   -3.68,   -5.46,   -0.12,   -0.20,   -1.79,   -1.74,   -3.18,   -3.57,   -3.86,   -3.54,   -5.29,   -5.54
199207,    4.00,    3.47,    2.94,    4.29,    1.86,    4.36,    3.68,    3.80,    3.15,    2.80,    3.08,    4.84,    3.92,    3.45,    1.21
199208,   -0.47,   -1.56,   -2.09,   -1.79,   -3.53,   -0.40,   -0.54,   -1.26,   -1.82,   -2.42,   -1.80,   -1.18,   -2.24,   -2.60,   -3.88
199209,    1.28,    1.41,    2.27,    2.24,    0.97,    0.77,    1.75,    1.48,    1.35,    2.93,    1.72,    2.15,    2.31,    1.96,    0.58
199210,    0.52,    1.74,    1.99,    3.66,    2.13,   -0.29,    1.25,    1.16,    2.26,    2.45,    1.56,    3.08,    4.12,    4.02,    1.49
199211,    2.85,    5.01,    6.37,    7.92,    8.44,    1.55,    4.11,    4.49,    5.51,    6.69,    6.10,    7.26,    8.40,    9.50,    8.06
199212,    2.66,    3.50,    4.19,    3.70,    4.03,    2.79,    2.54,    3.34,    3.63,    3.57,    4.67,    3.39,    3.88,    4.55,    3.82
199301,    2.05,    2.25,    3.81,    4.62,    9.24,    1.76,    2.34,    1.83,    2.65,    3.37,    4.23,    5.15,    4.23,    4.90,   11.06
199302,    2.70,    0.96,   -0.24,   -1.67,   -2.32,    3.60,    1.87,    0.64,    1.23,    0.06,   -0.49,   -1.26,   -1.96,   -3.08,   -2.01
199303,    2.71,    3.45,    3.60,    3.94,    2.47,    2.30,    3.11,    3.55,    3.37,    3.90,    3.37,    3.82,    4.03,    2.86,    2.31
199304,   -1.52,   -2.54,   -2.78,   -2.72,   -1.49,   -1.21,   -1.82,   -2.26,   -2.82,   -2.69,   -2.86,   -2.06,   -3.19,   -2.61,   -1.13
199305,    0.59,    1.96,    2.42,    3.86,    4.96,   -0.02,    1.13,    1.70,    2.21,    2.43,    2.40,    3.22,    4.35,    4.66,    5.06
199306,    1.62,    0.71,    0.84,    0.41,    1.72,    1.85,    1.44,    0.73,    0.70,    1.38,    0.47,    0.26,    0.52,    1.02,    1.97
199307,    1.67,    1.28,    1.88,    1.29,    1.15,    2.06,    1.35,    1.47,    1.12,    1.68,    2.08,    1.79,    0.95,    1.41,    1.06
199308,    3.03,    3.39,    4.98,    4.58,    3.81,    2.39,    3.61,    3.74,    3.11,    4.85,    5.10,    4.46,    4.65,    4.75,    3.51
199309,    0.33,    1.12,    1.60,    2.91,    3.49,    0.46,    0.21,    0.88,    1.33,    1.14,    1.99,    2.60,    3.13,    3.64,    3.43
199310,   -0.31,    0.93,    2.53,    3.03,    5.50,   -1.10,    0.43,    0.53,    1.33,    2.89,    2.19,    2.78,    3.19,    4.58,    5.83
199311,   -2.82,   -1.65,   -1.63,   -1.98,   -2.81,   -3.10,   -2.56,   -1.82,   -1.48,   -2.26,   -1.13,   -1.55,   -2.28,   -2.28,   -3.00
199312,    2.19,    3.09,    3.89,    3.27,   -0.18,    2.44,    1.95,    2.31,    3.87,    3.26,    4.41,    3.18,    3.35,    2.47,   -1.01
199401,    1.89,    3.01,    3.16,    3.89,    6.03,    1.27,    2.48,    2.31,    3.61,    3.02,    3.28,    4.01,    3.81,    4.82,    6.35
199402,   -1.80,   -0.81,   -0.59,   -0.55,   -0.59,   -1.77,   -1.84,   -1.26,   -0.37,   -0.37,   -0.76,   -0.47,   -0.60,   -0.62,   -0.58
199403,   -2.80,   -3.36,   -4.09,   -4.88,   -4.50,   -2.26,   -3.31,   -3.73,   -3.02,   -3.62,   -4.54,   -4.66,   -5.03,   -4.64,   -4.46
199404,    1.65,    0.52,    0.84,    0.62,   -2.90,    1.69,    1.62,    0.78,    0.27,    0.65,    1.02,    0.88,    0.41,   -0.47,   -3.55
199405,   -0.05,    1.07,    1.02,   -0.07,   -0.73,   -0.75,    0.62,    0.86,    1.26,    0.51,    1.43,   -0.51,    0.33,   -0.77,   -0.72
199406,   -1.05,   -1.03,   -0.34,   -0.89,   -4.01,   -0.98,   -1.12,   -1.09,   -0.97,   -0.08,   -0.57,   -0.12,   -1.44,   -2.60,   -4.40
199407,    2.15,    2.73,    2.16,    2.11,    0.81,    2.09,    2.22,    3.12,    2.39,    2.28,    2.06,    2.38,    1.91,    1.77,    0.52
199408,    3.20,    3.26,    4.04,    4.87,    3.77,    3.03,    3.39,    2.45,    4.03,    3.35,    4.61,    4.30,    5.26,    4.83,    3.50
199409,   -2.27,   -1.21,   -0.80,   -0.09,    1.68,   -1.94,   -2.58,   -1.53,   -0.90,   -1.12,   -0.53,   -0.62,    0.36,    1.56,    1.71
199410,    0.42,   -0.04,   -0.17,   -0.13,    0.12,    0.62,    0.20,   -0.10,    0.02,   -0.14,   -0.20,   -0.25,   -0.04,    0.26,    0.07
199411,   -3.03,   -3.95,   -5.04,   -3.95,   -4.57,   -2.54,   -3.56,   -4.08,   -3.83,   -5.26,   -4.84,   -4.35,   -3.61,   -3.70,   -4.81
199412,    1.39,    1.72,    2.06,    1.44,   -2.92,    1.18,    1.62,    1.84,    1.61,    1.21,    2.79,    1.61,    1.30,   -0.17,   -3.67
199501,    2.94,    2.14,    0.69,    1.11,    4.31,    3.37,    2.49,    1.60,    2.63,    1.27,    0.21,    1.28,    0.99,    1.16,    5.18
199502,    3.51,    4.70,    4.20,    4.05,    2.54,    3.00,    4.01,    4.72,    4.69,    3.65,    4.64,    4.48,    3.76,    3.47,    2.26
199503,    0.89,    2.37,    2.33,    2.23,    1.66,    0.45,    1.32,    2.70,    2.06,    2.24,    2.40,    2.52,    1.99,    2.49,    1.41
199504,    1.88,    2.46,    2.54,    2.53,    2.42,    1.68,    2.08,    2.67,    2.28,    3.04,    2.14,    2.78,    2.36,    2.23,    2.47
199505,    3.43,    2.47,    2.50,    2.10,    1.55,    3.80,    3.09,    2.19,    2.71,    3.15,    1.99,    1.94,    2.21,    2.27,    1.36
199506,    1.87,    2.64,    3.13,    4.47,    6.93,    1.48,    2.28,    2.58,    2.69,    3.33,    2.95,    4.04,    4.76,    5.94,    7.18
199507,    2.15,    3.66,    5.10,    4.63,    7.08,    1.47,    2.84,    3.62,    3.69,    4.69,    5.48,    4.59,    4.66,    6.48,    7.25
199508,    2.87,    2.25,    3.42,    3.00,    4.03,    2.73,    3.01,    2.30,    2.19,    3.24,    3.56,    3.16,    2.88,    3.42,    4.21
199509,    3.50,    2.51,    1.94,    1.87,    3.14,    3.66,    3.35,    3.22,    1.92,    2.43,    1.57,    2.28,    1.54,    2.22,    3.41
199510,   -0.24,   -1.75,   -2.57,   -2.95,   -5.85,   -0.04,   -0.44,   -1.73,   -1.77,   -1.67,   -3.32,   -3.46,   -2.57,   -3.56,   -6.44
199511,    3.70,    4.23,    3.79,    3.24,    0.34,    2.85,    4.51,    4.97,    3.61,    3.72,    3.85,    3.38,    3.13,    3.40,   -0.53
199512,    3.09,    2.20,    2.09,    3.02,   -0.45,    3.38,    2.82,    2.39,    2.04,    2.03,    2.15,    3.36,    2.76,    0.97,   -0.83
199601,    1.23,    2.64,    1.16,    0.31,    3.99,    1.46,    1.01,    2.53,    2.75,    1.64,    0.75,    0.76,   -0.03,    1.54,    4.73
199602,    1.34,    2.15,    2.50,    2.90,    4.64,    0.89,    1.72,    2.00,    2.28,    2.58,    2.43,    2.12,    3.46,    3.94,    4.81
199603,    1.38,    1.74,    2.14,    2.65,    3.08,    0.83,    1.89,    1.62,    1.85,    1.66,    2.61,    2.95,    2.41,    3.60,    2.95
199604,   -0.01,    2.02,    3.29,    4.96,    8.43,   -0.91,    0.81,    1.61,    2.35,    2.89,    3.68,    4.23,    5.67,    7.26,    8.76
199605,    1.58,    1.86,    2.60,    4.04,    9.53,    1.40,    1.74,    1.82,    1.89,    2.77,    2.44,    3.69,    4.33,    5.49,   10.72
199606,    1.33,    0.08,   -0.69,   -1.54,   -5.25,    1.65,    1.04,    0.81,   -0.62,   -1.12,   -0.33,   -1.54,   -1.54,   -3.51,   -5.68
199607,   -2.93,   -3.64,   -4.78,   -5.38,  -11.42,   -2.48,   -3.37,   -3.25,   -4.00,   -4.80,   -4.77,   -5.43,   -5.34,   -7.91,  -12.28
199608,    3.73,    4.07,    4.42,    4.64,    4.56,    3.37,    4.09,    3.66,    4.43,    3.90,    4.87,    4.61,    4.66,    5.08,    4.43
199609,    3.30,    3.88,    3.67,    2.80,    2.79,    2.78,    3.86,    3.80,    3.97,    3.54,    3.78,    2.58,    2.97,    2.84,    2.78
199610,    2.75,    1.68,    1.57,    0.76,   -4.85,    2.78,    2.72,    1.82,    1.56,    1.88,    1.28,    0.83,    0.69,   -0.47,   -6.03
199611,    5.06,    5.64,    4.31,    3.80,    1.05,    4.32,    5.74,    5.85,    5.44,    4.80,    3.91,    4.82,    3.10,    3.66,    0.35
199612,    0.46,    1.26,    2.38,    1.64,   -1.93,    0.38,    0.53,    0.66,    1.79,    2.15,    2.57,    1.74,    1.56,    1.47,   -2.92
199701,    2.59,    3.35,    3.17,    3.98,    8.58,    2.26,    2.92,    3.39,    3.31,    3.44,    2.94,    2.40,    5.15,    4.26,    9.86
199702,    2.69,    2.51,    1.97,    0.27,   -3.48,    2.89,    2.49,    2.27,    2.72,    1.94,    2.00,    1.31,   -0.40,   -2.60,   -3.71
199703,   -1.69,   -2.51,   -2.30,   -2.92,   -7.02,   -1.78,   -1.62,   -2.47,   -2.54,   -2.55,   -2.07,   -2.98,   -2.88,   -4.42,   -7.74
199704,    1.51,    1.83,    0.75,   -0.48,   -4.43,    0.76,    2.24,    2.23,    1.53,    0.80,    0.71,   -0.23,   -0.68,   -2.13,   -5.10
199705,    5.22,    7.14,    6.89,    8.92,   10.22,    4.52,    5.97,    7.23,    7.06,    6.76,    7.02,    8.69,    9.08,   11.37,    9.89
199706,    5.18,    5.84,    5.92,    6.30,    3.59,    4.83,    5.49,    6.05,    5.67,    5.93,    5.91,    6.37,    6.25,    5.31,    3.02
199707,    6.16,    5.92,    5.52,    5.70,    4.69,    5.75,    6.54,    6.14,    5.72,    6.21,    4.92,    4.81,    6.35,    5.72,    4.41
199708,    0.01,    0.77,    1.76,    2.78,    4.45,   -0.03,    0.05,   -0.05,    1.52,    0.85,    2.62,    1.94,    3.35,    3.78,    4.61
199709,    6.65,    6.88,    7.32,    8.47,    9.37,    7.44,    5.86,    6.74,    7.00,    6.97,    7.65,    8.57,    8.38,    9.28,    9.40
199710,   -0.20,   -1.50,   -1.37,   -1.98,   -2.51,    0.42,   -0.76,   -0.93,   -1.99,   -1.53,   -1.24,   -1.91,   -2.03,   -2.51,   -2.51
199711,    3.75,    1.96,    1.70,    0.38,   -4.43,    3.97,    3.56,    1.81,    2.10,    1.53,    1.84,    0.72,    0.11,   -1.05,   -5.25
199712,    5.77,    4.11,    3.72,    1.61,   -6.97,    5.67,    5.86,    3.89,    4.31,    3.26,    4.14,    1.54,    1.67,   -0.19,   -8.81
199801,   -1.67,   -1.44,   -0.82,   -0.36,    2.91,   -1.77,   -1.55,   -2.04,   -0.90,   -0.75,   -0.88,   -0.47,   -0.27,    0.50,    3.70
199802,    5.55,    6.29,    7.29,    6.59,    6.27,    5.25,    5.87,    6.60,    6.04,    7.31,    7.26,    6.50,    6.66,    7.27,    5.89
199803,    4.79,    4.48,    4.79,    5.74,    4.91,    5.69,    3.96,    4.48,    4.48,    5.30,    4.28,    5.38,    6.01,    6.01,    4.52
199804,    0.30,    1.22,    1.76,    1.75,    3.62,    0.03,    0.55,    0.95,    1.47,    1.81,    1.71,    1.28,    2.07,    2.23,    4.11
199805,   -2.00,   -2.34,   -2.27,   -3.50,   -5.84,   -1.70,   -2.27,   -1.94,   -2.72,   -1.73,   -2.79,   -2.62,   -4.19,   -4.88,   -6.22
199806,   -0.09,   -1.22,   -1.17,   -0.49,   -4.54,    0.18,   -0.34,   -1.45,   -1.04,   -1.63,   -0.73,   -0.50,   -0.48,   -1.98,   -5.41
199807,   -3.73,   -4.39,   -4.16,   -6.23,   -6.41,   -3.16,   -4.34,   -4.37,   -4.41,   -3.70,   -4.52,   -5.93,   -6.42,   -6.05,   -6.52
199808,  -10.20,  -15.38,  -16.19,  -18.25,  -23.55,   -8.03,  -12.31,  -14.71,  -15.98,  -15.46,  -16.85,  -17.08,  -19.18,  -21.13,  -24.45
199809,    2.84,    3.16,    3.05,    4.21,    4.09,    2.00,    3.69,    2.55,    3.82,    2.86,    3.22,    3.97,    4.41,    5.76,    3.47
199810,    1.95,    3.78,    4.10,    3.81,    3.76,    0.82,    3.03,    3.77,    3.79,    4.40,    3.83,    2.79,    4.76,    4.42,    3.47
199811,    3.35,    4.47,    4.69,    6.22,   11.02,    2.33,    4.39,    4.02,    4.88,    4.68,    4.70,    5.38,    6.80,    9.90,   11.45
199812,    2.84,    2.64,    2.13,    3.73,    2.10,    3.08,    2.64,    2.70,    2.58,    1.23,    2.86,    3.74,    3.72,    3.67,    1.51
199901,   -3.38,   -1.34,    0.05,    1.97,   13.76,   -3.68,   -3.12,   -1.86,   -0.83,    0.09,    0.01,    0.90,    2.83,    4.93,   16.79
199902,   -2.16,   -3.54,   -3.91,   -5.36,   -5.55,   -2.32,   -2.03,   -3.86,   -3.27,   -3.95,   -3.88,   -3.94,   -6.16,   -7.43,   -4.81
199903,   -2.24,   -0.87,   -1.25,   -1.17,   -0.83,   -2.74,   -1.76,   -0.59,   -1.12,   -0.94,   -1.50,   -1.85,   -0.67,   -2.07,   -0.41
199904,    4.83,    7.34,    7.69,    7.95,    9.97,    3.50,    6.17,    6.99,    7.68,    7.16,    8.22,    7.41,    8.31,    8.93,   10.41
199905,    2.50,    1.67,    2.62,    3.36,    4.21,    2.73,    2.26,    1.39,    1.95,    2.01,    3.14,    2.75,    3.78,    5.00,    3.88
199906,    1.83,    3.83,    4.20,    4.58,    3.87,    1.61,    2.07,    3.78,    3.87,    3.72,    4.64,    4.17,    4.84,    5.65,    3.14
199907,    0.50,   -0.73,   -0.20,    0.12,    1.60,    0.46,    0.54,   -0.67,   -0.78,   -0.82,    0.37,   -0.23,    0.37,    0.74,    1.91
199908,   -2.63,   -3.39,   -3.63,   -3.29,   -3.65,   -2.27,   -3.01,   -4.27,   -2.56,   -2.77,   -4.45,   -4.14,   -2.71,   -2.00,   -4.23
199909,   -3.20,   -3.41,   -3.18,   -2.31,   -0.77,   -2.62,   -3.81,   -3.69,   -3.12,   -2.87,   -3.44,   -2.88,   -1.89,   -2.17,   -0.29
199910,    1.36,    0.85,   -0.68,   -0.82,   -0.26,    0.76,    1.95,    1.14,    0.59,    0.36,   -1.62,   -0.78,   -0.85,   -0.04,   -0.35
