This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202006 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198307,    351.57,    110.32,    469.85,    466.00,    731.81,    586.74,    489.89,    553.42,    391.60,    429.13,    501.84,    504.01,    986.07,    745.40,    428.09,    789.47,    315.20
198308,    347.59,    106.29,    454.22,    450.95,    708.41,    572.76,    472.14,    529.45,    383.50,    416.30,    484.48,    483.17,    957.55,    729.59,    417.46,    768.85,    298.56
198309,    352.73,    105.91,    459.11,    447.57,    702.02,    574.19,    474.61,    530.63,    391.59,    411.72,    482.25,    471.36,    957.26,    731.86,    418.07,    787.14,    290.39
198310,    356.80,    106.36,    460.55,    455.18,    724.92,    583.36,    485.60,    535.91,    389.42,    421.12,    488.27,    484.42,    988.73,    737.83,    429.65,    810.06,    295.18
198311,    355.64,    101.76,    450.41,    442.84,    704.50,    573.19,    471.63,    528.74,    376.84,    407.19,    477.62,    481.30,    949.34,    721.61,    422.54,    799.21,    279.37
198312,    359.63,    105.79,    467.82,    460.77,    712.66,    584.88,    477.92,    545.48,    394.18,    425.13,    495.39,    500.98,    943.87,    732.95,    435.33,    814.37,    280.31
198401,    362.96,    104.79,    471.21,    459.14,    714.73,    576.06,    462.49,    552.30,    393.96,    424.50,    492.64,    491.29,    956.50,    723.28,    425.86,    790.19,    270.57
198402,    358.38,    111.86,    462.94,    447.94,    695.14,    559.08,    462.01,    545.64,    384.18,    413.43,    481.02,    473.60,    935.05,    698.52,    416.79,    802.09,    262.68
198403,    353.73,    109.54,    440.79,    428.97,    659.08,    529.03,    438.21,    518.36,    367.28,    393.61,    462.55,    442.65,    893.45,    661.23,    393.43,    763.79,    246.89
198404,    360.74,    110.03,    451.74,    438.22,    675.52,    539.13,    427.94,    529.88,    377.69,    402.77,    472.33,    450.48,    921.88,    672.80,    402.00,    742.58,    242.57
198405,    370.79,    111.18,    454.89,    438.62,    680.92,    537.71,    429.27,    534.55,    379.04,    403.54,    472.37,    456.43,    925.49,    673.49,    399.13,    754.46,    238.38
198406,    331.73,    109.07,    428.91,    413.96,    642.97,    503.40,    412.85,    504.39,    356.71,    385.12,    441.69,    417.58,    889.95,    624.90,    378.74,    727.08,    227.76
198407,    398.60,     94.90,    467.47,    458.69,    510.98,    448.52,    175.77,    492.14,    440.20,    440.28,    474.07,    584.36,    419.25,    472.23,    428.09,    284.61,    128.66
198408,    391.12,     89.44,    452.49,    455.02,    504.52,    441.97,    168.29,    477.39,    425.14,    427.11,    478.44,    585.39,    404.18,    467.85,    419.59,    279.11,    120.27
198409,    433.88,     97.28,    502.27,    508.58,    569.60,    489.87,    189.92,    526.66,    475.27,    475.99,    536.06,    657.09,    460.05,    517.81,    465.92,    312.96,    136.25
198410,    428.10,     98.76,    506.39,    503.40,    570.40,    493.24,    188.39,    532.17,    478.23,    468.34,    532.69,    654.09,    462.58,    519.19,    471.03,    312.24,    134.51
198411,    427.58,     97.73,    509.17,    506.81,    572.00,    492.29,    188.48,    534.80,    481.47,    473.88,    534.03,    653.63,    466.71,    518.50,    469.86,    317.37,    132.21
198412,    425.90,     97.88,    506.29,    499.75,    562.49,    490.30,    183.57,    530.04,    480.29,    467.32,    526.75,    644.73,    457.61,    516.62,    467.72,    311.32,    127.53
198501,    435.47,     99.04,    513.06,    513.12,    580.28,    506.90,    190.20,    537.57,    486.33,    474.44,    545.05,    663.22,    474.68,    530.85,    486.47,    320.24,    133.17
198502,    471.80,    106.66,    550.70,    559.52,    637.56,    552.39,    210.65,    582.95,    515.89,    520.56,    591.62,    731.36,    519.85,    577.00,    531.60,    352.73,    148.46
198503,    482.47,    111.74,    569.31,    566.78,    635.28,    556.55,    213.79,    603.69,    532.05,    533.37,    594.19,    728.65,    517.54,    582.72,    534.54,    357.43,    150.62
198504,    488.51,    111.86,    572.76,    565.89,    625.77,    562.38,    210.29,    604.01,    538.47,    536.53,    590.08,    707.44,    522.15,    590.54,    538.41,    351.95,    147.59
198505,    491.39,    113.45,    574.84,    558.05,    624.87,    561.18,    209.57,    605.61,    541.18,    528.57,    582.41,    717.10,    507.61,    593.08,    533.83,    348.61,    147.85
198506,    523.76,     87.91,    603.38,    599.03,    654.01,    601.57,    225.86,    637.75,    565.76,    565.61,    626.70,    750.89,    532.80,    638.10,    570.33,    375.90,    158.65
198507,    655.89,     90.67,    475.85,    587.66,    492.35,    437.01,    214.39,    400.14,    556.99,    669.91,    486.34,    427.40,    564.02,    359.83,    516.64,    437.87,    112.13
198508,    656.69,     92.78,    482.63,    599.42,    486.61,    429.06,    212.25,    406.50,    564.89,    687.37,    491.37,    425.72,    553.55,    362.65,    497.88,    427.61,    113.98
198509,    654.49,     94.17,    462.33,    587.34,    477.67,    429.88,    210.58,    398.02,    532.41,    673.23,    481.37,    413.54,    548.19,    358.81,    503.23,    424.72,    112.02
198510,    642.34,     92.00,    443.49,    565.34,    457.18,    406.64,    197.88,    377.63,    516.15,    652.20,    458.84,    392.61,    528.51,    345.58,    469.37,    400.28,    104.04
198511,    670.13,     97.11,    461.63,    584.57,    483.75,    431.06,    207.45,    393.46,    535.44,    668.72,    481.98,    417.19,    556.41,    361.40,    502.00,    421.11,    107.83
198512,    707.53,    101.02,    499.97,    642.35,    517.91,    455.84,    221.03,    434.68,    570.72,    729.55,    535.99,    441.73,    600.76,    386.01,    526.63,    447.71,    115.23
198601,    728.16,    104.29,    524.16,    682.49,    545.40,    479.04,    234.02,    460.80,    593.16,    791.42,    550.00,    461.45,    636.77,    403.50,    555.97,    470.64,    122.23
198602,    730.60,    106.21,    521.73,    680.92,    562.18,    496.34,    238.20,    458.04,    591.39,    791.87,    547.48,    470.71,    661.33,    423.28,    569.73,    473.53,    125.98
198603,    788.93,    111.71,    561.87,    727.32,    614.92,    537.76,    256.95,    493.74,    636.41,    831.02,    602.51,    508.60,    729.27,    460.84,    614.32,    509.16,    136.56
198604,    839.37,    118.48,    589.98,    760.17,    652.55,    561.69,    267.07,    514.18,    672.94,    863.50,    634.57,    544.56,    769.78,    475.08,    649.12,    527.24,    141.89
198605,    835.52,    119.30,    583.15,    770.30,    637.63,    561.71,    266.91,    510.16,    664.15,    873.68,    642.88,    538.24,    745.12,    486.07,    638.09,    525.32,    142.81
198606,    888.96,    124.86,    606.45,    795.22,    677.55,    591.57,    278.60,    532.24,    688.87,    891.00,    677.95,    570.79,    794.10,    510.57,    673.36,    547.79,    150.24
198607,    765.04,    125.10,    706.79,    769.51,    532.42,    673.36,    352.44,    456.78,   1013.17,    919.73,    616.81,    432.19,    644.45,    739.76,    612.23,    595.87,    239.96
198608,    730.21,    119.22,    655.59,    710.67,    503.55,    649.59,    333.07,    424.17,    940.57,    848.12,    570.93,    402.06,    617.57,    700.57,    602.27,    571.13,    222.76
198609,    779.85,    128.52,    697.07,    757.53,    543.93,    687.08,    357.49,    452.84,    997.05,    904.34,    608.88,    429.78,    672.84,    750.16,    627.78,    621.14,    235.43
198610,    718.63,    121.89,    643.90,    709.79,    496.03,    617.19,    328.78,    423.93,    912.44,    851.19,    567.19,    397.37,    607.06,    671.84,    565.82,    559.02,    222.45
198611,    767.36,    129.14,    683.28,    734.37,    519.87,    656.91,    345.72,    448.51,    970.11,    860.32,    607.34,    423.83,    627.17,    712.66,    603.36,    590.72,    232.15
198612,    795.86,    133.14,    704.68,    751.90,    521.96,    672.03,    346.73,    450.23,   1014.34,    885.80,    617.42,    420.71,    633.85,    734.68,    611.34,    599.23,    228.95
198701,    779.94,    129.36,    692.42,    723.79,    506.56,    647.35,    338.08,    442.88,    997.89,    846.80,    599.71,    407.67,    616.40,    706.23,    589.54,    591.33,    221.13
198702,    889.29,    148.00,    783.34,    809.98,    574.91,    716.13,    376.58,    497.93,   1132.73,    939.55,    678.13,    460.55,    702.49,    785.23,    648.91,    657.65,    247.60
198703,    920.20,    152.23,    828.82,    869.01,    600.54,    732.17,    399.22,    533.83,   1192.08,   1012.21,    721.98,    494.58,    719.86,    808.11,    658.64,    687.37,    265.80
198704,    956.13,    158.76,    852.56,    902.75,    596.94,    737.37,    395.20,    544.82,   1226.15,   1068.93,    732.84,    489.85,    716.56,    817.82,    659.13,    672.40,    266.88
198705,    941.05,    158.94,    847.49,    901.78,    591.56,    716.09,    380.46,    539.10,   1219.17,   1082.79,    716.71,    474.60,    723.47,    814.64,    620.69,    640.64,    259.14
198706,    942.24,    159.93,    865.82,    905.83,    595.43,    715.88,    378.39,    550.12,   1240.81,   1092.88,    714.57,    480.37,    725.28,    809.03,    624.89,    636.42,    256.96
198707,   1276.87,    129.17,    700.85,    643.07,    559.32,    743.90,    257.67,    592.62,    839.66,    688.72,    596.89,    565.70,    551.75,    683.07,    788.99,    358.50,    207.60
198708,   1352.90,    131.28,    740.74,    675.65,    585.70,    766.38,    266.49,    622.05,    893.11,    720.88,    629.90,    590.37,    580.18,    706.29,    810.97,    370.70,    214.53
198709,   1417.91,    133.65,    763.17,    705.58,    615.59,    801.99,    276.07,    634.39,    928.50,    759.09,    650.81,    625.04,    604.48,    730.59,    854.53,    386.06,    221.31
198710,   1386.18,    131.24,    753.74,    691.75,    603.74,    788.57,    270.24,    625.97,    917.36,    738.70,    643.87,    607.88,    598.83,    710.01,    845.87,    377.40,    216.52
198711,   1105.02,    106.74,    600.33,    516.56,    450.30,    625.49,    201.50,    499.58,    728.43,    552.21,    480.35,    452.31,    447.90,    567.24,    667.64,    282.79,    160.80
198712,   1016.01,     99.67,    548.38,    485.04,    410.47,    586.66,    191.50,    455.18,    666.46,    519.17,    450.09,    418.74,    400.73,    537.18,    622.20,    269.99,    152.10
198801,   1083.84,    105.31,    579.20,    529.56,    456.51,    622.03,    204.63,    487.48,    695.41,    565.06,    493.05,    464.96,    446.46,    562.38,    665.31,    286.73,    163.40
198802,   1134.88,    113.96,    621.53,    549.08,    473.63,    652.58,    217.78,    513.17,    759.08,    586.90,    510.18,    483.62,    461.67,    601.72,    689.27,    303.99,    174.17
198803,   1176.46,    117.52,    648.06,    585.35,    509.70,    681.08,    228.56,    531.01,    796.12,    629.25,    540.56,    513.05,    505.73,    633.36,    715.59,    318.02,    183.17
198804,   1148.85,    120.10,    642.24,    579.93,    502.44,    650.66,    227.17,    530.62,    782.02,    624.07,    535.06,    501.17,    503.93,    603.12,    685.40,    312.97,    183.77
198805,   1176.52,    124.21,    645.77,    590.71,    511.79,    646.13,    229.64,    535.52,    785.24,    634.73,    545.40,    506.61,    517.89,    602.77,    678.13,    312.89,    187.40
198806,   1185.40,    127.35,    651.36,    582.82,    512.13,    661.85,    229.46,    534.42,    802.83,    625.39,    539.36,    507.40,    517.70,    608.77,    701.21,    314.31,    186.53
198807,   1020.29,    114.26,    591.31,    661.92,    408.94,    431.09,    173.59,    533.56,    656.34,    632.08,    692.13,    395.60,    418.44,    426.46,    435.58,    249.96,    137.41
198808,   1022.76,    117.57,    586.57,    660.85,    398.89,    426.34,    171.84,    529.48,    650.61,    633.81,    688.23,    386.31,    407.87,    425.04,    427.61,    244.68,    137.11
198809,    995.03,    114.52,    574.89,    640.70,    391.34,    413.15,    168.41,    522.55,    633.66,    614.76,    666.86,    378.17,    400.82,    413.32,    412.99,    240.72,    134.35
198810,   1036.08,    117.67,    604.44,    674.76,    403.49,    430.20,    173.80,    546.43,    669.16,    657.08,    692.51,    387.49,    414.93,    428.81,    431.55,    248.64,    138.17
198811,   1068.75,    121.72,    626.26,    685.77,    408.36,    430.23,    173.62,    562.85,    697.06,    672.09,    699.57,    391.74,    420.40,    430.19,    430.26,    247.82,    138.20
198812,   1034.56,    121.15,    627.64,    670.88,    395.33,    417.83,    170.87,    560.25,    703.31,    656.00,    685.94,    373.21,    411.26,    421.36,    414.33,    246.66,    134.73
198901,   1056.86,    123.53,    636.60,    692.50,    403.26,    424.77,    174.67,    567.17,    714.64,    675.32,    709.98,    386.49,    415.30,    427.90,    421.66,    255.45,    136.16
198902,   1138.62,    128.88,    672.76,    737.98,    428.30,    454.24,    188.49,    597.85,    756.95,    717.42,    758.99,    413.70,    438.73,    455.17,    453.31,    274.18,    147.52
198903,   1112.37,    128.27,    663.68,    719.86,    424.43,    450.20,    188.02,    585.52,    752.29,    704.34,    735.73,    411.17,    433.95,    451.81,    448.59,    271.74,    147.53
198904,   1135.60,    132.48,    689.12,    741.22,    430.84,    459.96,    193.00,    607.39,    781.50,    725.10,    757.63,    418.22,    439.94,    458.04,    461.91,    279.42,    150.97
198905,   1174.51,    140.43,    733.28,    787.92,    449.04,    479.45,    203.12,    640.70,    838.04,    775.12,    801.00,    436.35,    458.08,    478.61,    480.30,    295.29,    158.16
198906,   1213.79,    146.20,    762.51,    832.47,    473.21,    507.98,    213.39,    671.23,    865.01,    813.46,    851.73,    457.04,    484.80,    498.32,    517.74,    309.42,    166.48
198907,   1026.49,    125.13,    631.96,    701.94,    611.89,    366.61,    244.06,    672.21,    586.35,    802.65,    583.57,    872.38,    377.45,    377.73,    355.12,    347.28,    165.86
198908,   1121.81,    130.27,    678.53,    760.78,    668.66,    394.67,    259.34,    712.75,    639.91,    862.76,    639.77,    957.34,    408.98,    406.88,    382.04,    371.34,    174.47
198909,   1147.45,    132.15,    700.68,    788.79,    682.24,    406.47,    265.80,    730.93,    665.74,    906.02,    652.50,    958.96,    431.28,    421.92,    390.54,    379.12,    179.23
198910,   1140.97,    135.84,    701.00,    787.15,    686.72,    405.93,    264.48,    733.59,    663.89,    908.80,    646.30,    968.06,    430.54,    419.97,    391.46,    378.97,    177.16
198911,   1113.36,    136.49,    691.56,    771.73,    675.04,    384.81,    251.48,    727.14,    650.71,    899.08,    624.79,    955.15,    419.04,    399.54,    369.62,    367.50,    163.06
198912,   1136.64,    137.96,    711.09,    790.63,    687.52,    386.66,    251.35,    746.81,    669.81,    923.72,    639.64,    969.59,    429.83,    408.93,    363.87,    367.06,    163.28
199001,   1164.76,    140.50,    716.60,    786.65,    694.36,    385.26,    255.97,    756.40,    669.96,    962.96,    587.23,    990.13,    426.58,    410.33,    359.91,    373.50,    166.39
199002,   1080.71,    135.15,    666.51,    727.84,    640.22,    358.62,    240.89,    703.89,    622.72,    895.34,    537.46,    921.18,    387.12,    383.46,    333.48,    354.92,    153.55
199003,   1095.56,    136.56,    682.31,    730.35,    649.84,    369.79,    249.28,    715.41,    642.80,    908.36,    528.89,    926.50,    399.58,    399.05,    339.96,    364.56,    160.05
199004,   1129.95,    138.02,    696.73,    747.70,    671.89,    372.94,    255.28,    724.76,    663.59,    925.93,    545.01,    953.01,    416.54,    409.84,    335.32,    371.10,    164.86
199005,   1110.06,    132.90,    686.46,    727.33,    665.29,    353.61,    248.15,    713.77,    654.70,    900.96,    528.76,    955.34,    404.37,    393.52,    313.22,    361.15,    160.28
199006,   1209.42,    141.28,    756.98,    804.49,    725.04,    391.02,    273.52,    785.76,    723.64,    989.77,    592.36,   1046.25,    431.28,    442.53,    339.71,    402.28,    174.29
199007,   1077.02,    105.56,    823.57,    875.86,    557.76,    669.27,    287.79,    888.64,    748.31,   1052.88,    718.42,    503.45,    620.55,    619.19,    722.05,    438.36,    206.45
199008,   1080.76,    106.79,    817.36,    876.72,    527.69,    658.34,    276.18,    887.53,    735.44,   1048.39,    722.73,    476.99,    587.14,    604.88,    714.68,    416.50,    200.68
199009,    982.75,     97.61,    741.37,    792.22,    466.37,    596.36,    248.27,    803.73,    667.91,    930.09,    669.15,    428.95,    510.29,    544.62,    650.53,    376.71,    179.31
199010,    941.71,     93.54,    714.64,    740.26,    435.34,    563.87,    230.71,    792.24,    623.94,    848.82,    643.87,    393.67,    484.28,    514.49,    615.77,    359.19,    161.89
199011,    934.49,     91.68,    724.83,    731.37,    418.01,    560.51,    227.36,    795.96,    641.33,    837.97,    636.77,    371.64,    472.47,    512.82,    610.29,    358.49,    157.03
199012,    998.60,     94.20,    766.03,    777.90,    457.50,    595.95,    249.18,    850.08,    667.72,    892.05,    676.21,    399.38,    526.11,    557.33,    636.27,    384.92,    175.92
199101,   1024.74,     97.11,    778.11,    798.96,    479.81,    620.60,    259.23,    865.72,    675.58,    925.79,    686.09,    416.63,    554.10,    576.80,    666.35,    400.48,    182.67
199102,   1070.36,     99.79,    809.04,    853.53,    511.38,    665.24,    276.51,    893.01,    711.88,    997.56,    726.00,    439.95,    595.37,    624.28,    708.18,    423.19,    197.43
199103,   1143.47,    107.34,    858.01,    931.91,    557.85,    711.49,    304.40,    939.26,    763.59,   1070.46,    809.23,    470.36,    662.17,    674.40,    750.10,    462.75,    219.24
199104,   1171.29,    111.60,    898.49,    961.84,    583.67,    738.80,    319.93,    978.71,    804.30,   1106.45,    833.31,    492.84,    692.07,    699.38,    779.84,    479.18,    233.94
199105,   1178.13,    112.73,    905.89,    959.44,    584.72,    736.26,    324.86,    980.45,    817.92,   1090.95,    842.01,    492.42,    695.92,    699.01,    774.62,    489.54,    235.48
199106,   1232.87,    116.08,    933.53,   1000.89,    613.23,    758.40,    338.49,   1006.42,    847.47,   1143.06,    873.39,    516.04,    729.86,    726.95,    790.68,    504.41,    248.40
199107,   1244.43,    120.34,    807.77,    521.56,    753.70,    481.19,    318.77,    879.31,    751.34,    586.39,    455.35,    532.73,   1019.09,    439.79,    519.69,    564.33,    189.91
199108,   1301.93,    125.07,    850.23,    546.52,    790.18,    506.38,    341.44,    915.13,    798.63,    614.85,    476.74,    557.94,   1068.15,    463.90,    546.12,    605.54,    203.51
199109,   1324.74,    127.94,    873.96,    557.69,    808.63,    527.54,    356.15,    936.48,    824.30,    625.14,    488.80,    574.70,   1088.61,    482.58,    569.60,    634.47,    211.48
199110,   1311.79,    131.00,    859.03,    550.95,    806.07,    524.89,    351.91,    927.98,    805.09,    604.54,    496.22,    565.60,   1092.63,    475.61,    571.27,    619.07,    211.09
199111,   1337.03,    133.20,    868.46,    563.25,    832.75,    540.33,    354.90,    946.32,    807.63,    615.67,    509.92,    591.17,   1125.20,    488.99,    588.47,    612.10,    218.84
199112,   1279.54,    133.78,    854.60,    536.10,    798.22,    527.97,    343.06,    939.61,    789.21,    588.09,    483.23,    559.32,   1086.16,    484.29,    568.76,    590.11,    212.47
199201,   1422.87,    141.78,    964.78,    598.79,    883.45,    588.68,    379.36,   1055.94,    894.74,    655.32,    541.04,    613.57,   1208.73,    541.29,    633.21,    661.81,    229.78
199202,   1397.51,    144.18,    960.84,    605.14,    871.94,    599.54,    398.54,   1059.65,    884.93,    664.10,    544.63,    618.16,   1181.06,    545.26,    650.86,    695.93,    240.68
199203,   1414.05,    146.53,    964.56,    613.30,    892.09,    613.95,    403.01,   1048.95,    899.80,    672.77,    552.29,    644.13,   1191.50,    569.58,    656.29,    707.40,    240.82
199204,   1385.43,    148.95,    950.33,    597.73,    890.08,    600.46,    379.89,   1033.63,    886.76,    658.15,    535.99,    634.81,   1195.86,    567.70,    631.53,    663.15,    228.36
199205,   1434.35,    152.01,    957.67,    606.65,    908.68,    598.68,    380.84,   1041.03,    893.52,    666.38,    545.07,    634.83,   1240.27,    558.40,    636.84,    672.61,    225.67
199206,   1453.99,    154.59,    960.38,    608.02,    920.49,    609.00,    387.52,   1041.90,    897.88,    679.09,    535.70,    648.69,   1246.95,    572.02,    643.54,    685.15,    230.87
199207,   1179.87,    154.72,    922.38,    820.53,    981.71,    792.53,    445.10,    966.37,    878.39,    880.82,    760.01,   1302.29,    699.55,   1006.75,    583.74,    847.08,    262.48
199208,   1230.95,    165.06,    981.06,    863.93,   1021.56,    823.31,    461.42,   1046.63,    916.53,    921.88,    805.28,   1352.86,    728.86,   1039.48,    612.65,    881.46,    271.02
199209,   1215.76,    162.51,    959.51,    848.63,   1009.48,    784.15,    446.40,   1032.35,    887.83,    899.23,    797.21,   1338.33,    716.75,    988.87,    586.63,    857.91,    259.40
199210,   1229.16,    165.87,    968.51,    864.57,   1034.61,    797.83,    459.31,   1043.19,    895.00,    923.88,    804.53,   1373.66,    733.09,   1003.87,    599.06,    872.64,    268.85
199211,   1225.75,    166.80,    990.13,    871.23,   1058.51,    820.69,    470.67,   1062.00,    918.82,    928.62,    813.15,   1410.51,    744.41,   1029.86,    619.56,    895.11,    277.25
199212,   1256.99,    171.69,   1019.85,    911.36,   1103.63,    871.73,    504.33,   1098.47,    941.87,    977.22,    845.22,   1466.33,    780.00,   1106.67,    647.33,    955.04,    298.41
199301,   1266.94,    179.58,   1029.01,    928.49,   1127.58,    901.39,    517.79,   1107.09,    951.24,    997.97,    858.72,   1483.44,    806.34,   1150.03,    663.94,    989.07,    303.51
199302,   1267.56,    185.68,   1033.22,    937.16,   1141.76,    936.56,    527.54,   1105.67,    960.77,   1006.35,    867.70,   1496.15,    820.59,   1201.92,    681.50,   1002.75,    310.85
199303,   1265.00,    191.69,   1044.47,    954.47,   1168.51,    938.81,    526.30,   1118.04,    970.60,   1031.81,    877.14,   1528.54,    848.02,   1207.63,    677.06,   1010.24,    306.14
199304,   1288.23,    198.08,   1080.72,    980.59,   1189.87,    969.75,    541.06,   1161.39,   1000.38,   1063.88,    897.31,   1543.27,    878.05,   1249.89,    696.10,   1039.38,    313.69
199305,   1258.48,    197.65,   1066.24,    958.60,   1137.50,    945.14,    518.21,   1126.59,   1005.90,   1045.26,    871.95,   1444.92,    865.19,   1211.60,    684.01,    997.55,    300.26
199306,   1291.94,    202.03,   1084.76,    992.90,   1167.17,    979.42,    545.17,   1143.96,   1025.55,   1088.92,    896.09,   1482.09,    889.45,   1257.66,    705.87,   1043.93,    315.71
199307,   1349.49,    150.39,   1132.58,   1146.57,   1165.56,    794.57,    327.35,   1292.92,    973.93,   1124.77,   1169.43,   1201.72,   1130.28,    774.42,    813.41,    489.56,    232.35
199308,   1329.14,    153.50,   1134.90,   1154.77,   1181.24,    788.06,    332.23,   1280.17,    991.15,   1141.08,   1169.09,   1221.41,   1142.17,    756.15,    817.94,    500.91,    234.31
199309,   1383.25,    157.56,   1167.86,   1200.55,   1226.29,    828.13,    343.55,   1305.57,   1031.12,   1198.40,   1202.80,   1271.77,   1181.92,    804.45,    850.31,    514.73,    244.03
199310,   1372.40,    158.64,   1157.55,   1184.55,   1235.00,    847.36,    349.13,   1290.47,   1024.63,   1185.02,   1184.06,   1291.61,   1180.13,    820.07,    872.63,    513.34,    253.71
199311,   1406.65,    164.98,   1180.69,   1224.18,   1251.23,    837.55,    353.09,   1325.65,   1035.22,   1225.06,   1223.25,   1325.80,   1178.49,    808.03,    864.74,    516.17,    257.97
199312,   1413.04,    160.02,   1154.49,   1224.21,   1220.10,    818.19,    346.45,   1308.02,   1000.42,   1214.33,   1234.61,   1302.78,   1139.21,    792.43,    841.78,    520.87,    246.21
199401,   1454.08,    161.20,   1181.38,   1221.03,   1238.05,    838.72,    356.04,   1342.06,   1018.93,   1219.18,   1222.98,   1326.86,   1152.00,    811.19,    863.79,    541.48,    249.44
199402,   1482.88,    163.01,   1228.31,   1279.21,   1287.28,    863.30,    363.20,   1409.42,   1047.20,   1272.87,   1285.90,   1375.91,   1201.13,    834.41,    889.34,    561.25,    248.73
199403,   1447.80,    160.19,   1196.52,   1257.37,   1246.93,    843.05,    357.67,   1375.12,   1018.57,   1233.17,   1282.99,   1330.28,   1165.92,    824.67,    859.57,    552.29,    244.97
199404,   1393.59,    152.10,   1156.99,   1197.21,   1194.42,    804.63,    341.29,   1332.41,    982.86,   1201.38,   1192.82,   1267.94,   1123.19,    789.91,    817.84,    527.42,    233.57
199405,   1414.11,    155.13,   1172.92,   1214.39,   1197.69,    812.19,    350.34,   1340.65,   1005.20,   1230.07,   1197.73,   1281.75,   1115.99,    789.64,    832.38,    544.56,    237.52
199406,   1444.88,    150.35,   1185.48,   1234.61,   1209.52,    822.66,    352.96,   1349.71,   1019.42,   1265.94,   1201.31,   1280.75,   1139.65,    800.63,    842.58,    554.49,    237.39
199407,   1316.30,    276.44,   1076.39,   1017.50,   1005.09,    761.75,    295.18,   1241.19,    940.16,   1091.82,    950.30,    992.71,   1016.74,    839.17,    693.86,    516.42,    203.71
199408,   1360.00,    290.63,   1117.51,   1047.14,   1039.56,    785.64,    303.24,   1277.97,    984.12,   1124.99,    977.01,   1014.53,   1063.22,    879.19,    703.51,    530.84,    209.21
199409,   1444.77,    299.54,   1142.55,   1090.60,   1075.05,    835.18,    310.63,   1298.40,   1013.09,   1162.10,   1026.02,   1044.17,   1104.31,    928.03,    753.51,    540.11,    215.94
199410,   1429.41,    296.85,   1120.79,   1063.79,   1055.61,    816.73,    304.46,   1271.38,    997.19,   1129.77,   1003.84,   1020.44,   1089.29,    906.30,    737.79,    524.65,    213.20
199411,   1454.08,    311.85,   1143.38,   1075.51,   1073.74,    846.76,    306.06,   1299.91,   1014.51,   1147.34,   1010.91,   1035.03,   1110.80,    942.79,    761.39,    532.73,    211.74
199412,   1419.21,    303.76,   1120.59,   1024.99,   1043.61,    816.81,    291.59,   1272.16,    995.65,   1104.63,    953.67,    989.34,   1095.96,    909.41,    734.80,    509.37,    201.11
199501,   1455.14,    308.79,   1124.93,   1040.26,   1070.03,    824.21,    291.93,   1271.18,   1004.54,   1123.57,    965.44,   1003.52,   1134.18,    914.29,    744.10,    511.49,    199.74
199502,   1509.08,    319.19,   1151.93,   1058.42,   1093.32,    842.57,    295.60,   1307.09,   1024.30,   1156.45,    970.72,   1026.32,   1157.74,    929.55,    765.40,    513.91,    203.40
199503,   1577.11,    331.04,   1190.27,   1107.49,   1135.43,    877.62,    309.17,   1356.97,   1053.87,   1199.05,   1025.62,   1052.43,   1214.55,    964.03,    800.81,    535.15,    213.46
199504,   1615.72,    340.04,   1232.37,   1141.83,   1162.10,    899.56,    317.99,   1402.49,   1092.27,   1227.26,   1065.45,   1063.85,   1256.81,    994.91,    815.06,    551.03,    219.76
199505,   1681.92,    353.39,   1245.06,   1172.69,   1199.09,    924.74,    326.19,   1429.30,   1093.54,   1276.61,   1079.86,   1091.82,   1301.86,   1032.71,    829.82,    566.03,    224.90
199506,   1762.86,    368.31,   1283.87,   1207.59,   1231.49,    968.24,    340.41,   1485.05,   1118.55,   1315.79,   1110.99,   1117.31,   1340.24,   1082.46,    868.66,    594.27,    231.76
199507,   1941.33,    379.55,   1006.03,    813.85,    927.63,    894.15,    352.31,    961.96,   1054.47,    954.15,    669.34,    990.58,    871.05,   1044.71,    779.58,    538.99,    236.52
199508,   1993.20,    392.34,   1054.98,    841.63,    985.90,    946.52,    375.48,   1012.07,   1101.74,    974.01,    705.28,   1056.63,    921.99,   1088.16,    839.00,    565.52,    256.68
199509,   2010.13,    390.34,   1060.25,    847.88,    993.04,    968.17,    385.39,   1016.43,   1108.02,    984.86,    706.77,   1061.95,    930.45,   1114.28,    856.83,    583.76,    260.30
199510,   2114.37,    417.89,   1098.14,    873.43,   1015.02,    998.27,    405.16,   1064.98,   1134.44,   1020.95,    720.98,   1071.37,    963.55,   1140.05,    889.32,    625.33,    265.66
199511,   2113.21,    427.29,   1091.98,    852.43,   1003.33,    984.36,    394.31,   1080.79,   1104.20,   1000.98,    698.42,   1075.71,    937.28,   1143.62,    862.13,    604.20,    260.98
199512,   2231.69,    439.12,   1151.46,    895.83,   1029.61,   1004.02,    408.80,   1133.25,   1171.31,   1045.44,    741.64,   1103.99,    962.36,   1139.93,    898.97,    619.01,    275.40
