This file was created using the 202005 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  INV is percentage difference in Total Assets at the last fiscal year end of the prior calendar
year from the previous fiscal year as of 6 months before formation.  Firms with negative
INV are included in any portfolio.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



    Average Value Weighted Returns -- Daily
                 Small                 Big
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
20030616  ,-0.05  ,-0.07   ,0.04   ,0.95   ,1.18   ,0.86
20030617   ,0.36   ,0.41   ,0.66   ,0.26   ,0.82   ,0.86
20030618  ,-0.50  ,-0.70  ,-0.60  ,-0.04  ,-0.42  ,-0.18
20030619   ,0.00  ,-0.02  ,-0.11  ,-1.09  ,-1.24  ,-1.10
20030620  ,-1.03  ,-0.86  ,-1.04  ,-0.32  ,-0.45  ,-0.19
20030623  ,-0.53  ,-0.57  ,-0.75  ,-1.84  ,-1.81  ,-1.88
20030624  ,-0.95  ,-0.83  ,-1.11  ,-0.92  ,-0.82  ,-0.79
20030625   ,0.39   ,0.39   ,0.49   ,0.55   ,0.59   ,0.45
20030626  ,-1.05  ,-0.75  ,-0.94  ,-1.01  ,-1.01  ,-0.81
20030627   ,0.21   ,0.29   ,0.16   ,0.11   ,0.38   ,0.00
20030630   ,0.73   ,0.55   ,0.89  ,-0.31  ,-0.51   ,0.02
20030701  ,-0.16  ,-0.07   ,0.20  ,-1.44  ,-1.23  ,-1.02
20030702   ,0.95   ,0.55   ,0.65   ,1.89   ,1.18   ,1.13
20030703   ,0.22  ,-0.10   ,0.12   ,0.16   ,0.18  ,-0.12
20030704   ,0.03  ,-0.09  ,-0.09  ,-0.40  ,-0.09  ,-0.21
20030707  ,-0.23  ,-0.52  ,-0.52   ,0.84   ,0.67   ,0.37
20030708   ,0.43   ,0.29   ,0.18   ,0.09   ,0.02  ,-0.50
20030709   ,0.43   ,0.51   ,0.27  ,-0.25  ,-0.24  ,-0.59
20030710  ,-0.03   ,0.14  ,-0.04  ,-0.83  ,-0.70  ,-0.42
20030711  ,-0.30  ,-0.53  ,-0.61   ,0.20   ,0.33   ,0.21
20030714   ,0.74   ,0.44   ,0.46   ,1.28   ,1.15   ,0.79
20030715  ,-0.48  ,-0.58  ,-0.69  ,-0.96  ,-1.34  ,-1.81
20030716   ,0.35   ,0.64   ,0.64  ,-0.20  ,-0.06   ,0.05
20030717  ,-0.69  ,-0.26  ,-0.21  ,-0.94  ,-1.08  ,-0.28
20030718   ,0.77   ,0.47   ,0.60   ,0.92   ,0.43   ,0.41
20030721   ,0.58   ,0.67   ,0.65  ,-0.49  ,-0.06  ,-0.01
20030722  ,-0.30  ,-0.21  ,-0.23   ,0.02   ,0.10   ,0.36
20030723   ,1.49   ,1.36   ,1.48   ,1.18   ,1.42   ,1.07
20030724   ,0.61   ,0.55   ,0.40   ,1.98   ,1.46   ,1.27
20030725   ,0.26   ,0.32   ,0.12  ,-0.48  ,-0.21  ,-0.53
20030728   ,0.61   ,0.21   ,0.16   ,1.20   ,0.82   ,0.74
20030729  ,-0.36  ,-0.33  ,-0.10  ,-0.79  ,-0.68  ,-0.66
20030730  ,-0.40  ,-0.41  ,-0.30  ,-0.36  ,-0.30  ,-0.34
20030731  ,-0.27  ,-0.33  ,-0.34   ,0.33  ,-0.01  ,-0.19
20030801   ,0.80   ,0.65   ,0.75  ,-0.60  ,-0.57  ,-0.67
20030804   ,0.67   ,0.68   ,0.98  ,-0.07   ,0.15   ,0.21
20030805   ,0.76   ,0.63   ,0.65   ,1.14   ,0.98   ,0.35
20030806  ,-1.07  ,-0.91  ,-0.82  ,-1.78  ,-1.67  ,-1.43
20030807   ,0.01   ,0.32   ,0.19   ,0.18   ,0.47   ,0.99
20030808  ,-0.05  ,-0.31  ,-0.20   ,0.24   ,0.12   ,0.08
20030811   ,0.54   ,0.40   ,0.55   ,0.65   ,0.78   ,1.04
20030812  ,-0.06  ,-0.26  ,-0.45   ,0.01  ,-0.01  ,-0.10
20030813   ,1.05   ,0.78   ,0.77   ,0.55   ,0.67   ,0.36
20030814   ,0.14  ,-0.05  ,-0.13   ,0.76   ,0.65   ,0.72
20030815   ,0.31   ,0.21   ,0.19   ,0.36   ,0.39  ,-0.19
20030818  ,-0.14  ,-0.53  ,-0.23  ,-0.19  ,-0.15  ,-0.07
20030819   ,0.60   ,0.34   ,0.21   ,0.15   ,0.37  ,-0.39
20030820  ,-0.08   ,0.02  ,-0.01  ,-0.50  ,-0.33  ,-0.35
20030821  ,-0.60  ,-0.90  ,-0.94  ,-0.96  ,-0.83  ,-0.55
20030822   ,0.41   ,0.13  ,-0.01  ,-0.09  ,-0.16  ,-0.15
20030825  ,-0.33  ,-0.24  ,-0.29  ,-0.95  ,-0.73  ,-0.53
20030826  ,-0.56  ,-0.44  ,-0.31  ,-1.07  ,-0.94  ,-0.84
20030827   ,0.54   ,0.83   ,0.43   ,0.88   ,0.89   ,0.95
20030828   ,0.55   ,0.20   ,0.14   ,0.55   ,0.30   ,0.24
20030829   ,1.35   ,0.94   ,0.85   ,0.24   ,0.24  ,-0.04
20030901   ,0.81   ,0.39  ,-0.06   ,1.65   ,1.13   ,0.62
20030902  ,-0.55  ,-1.08  ,-1.07  ,-1.32  ,-1.16  ,-0.49
20030903   ,1.93   ,1.36   ,1.19   ,2.00   ,1.96   ,1.54
20030904   ,0.82   ,0.88   ,0.87   ,0.58   ,0.81   ,0.46
20030905   ,1.35   ,1.41   ,1.23   ,1.02   ,0.85   ,0.76
20030908  ,-0.15  ,-0.21  ,-0.32   ,0.27   ,0.10   ,0.41
20030909   ,0.77   ,0.84   ,0.73   ,0.28   ,0.18   ,0.14
20030910  ,-1.26  ,-0.78  ,-0.43  ,-1.06  ,-0.95  ,-0.79
20030911   ,0.08   ,0.26   ,0.05   ,0.37   ,0.18   ,0.19
20030912   ,0.80   ,0.78   ,0.63   ,0.13   ,0.37   ,0.15
20030915   ,0.16   ,0.06   ,0.00   ,0.64   ,0.05   ,0.10
20030916  ,-0.50  ,-0.83  ,-0.97   ,0.07  ,-0.12   ,0.03
20030917   ,1.87   ,1.55   ,1.76   ,1.41   ,1.16   ,1.17
20030918   ,0.00  ,-0.17  ,-0.16   ,0.60   ,0.41   ,0.28
20030919   ,1.41   ,1.26   ,1.37   ,0.17   ,0.29   ,0.17
20030922  ,-0.72   ,0.00  ,-0.05  ,-1.51  ,-0.85  ,-0.27
20030923  ,-0.26  ,-0.19  ,-0.06  ,-0.65  ,-0.45  ,-0.37
20030924   ,0.55   ,0.83   ,0.70   ,0.26   ,0.30   ,0.69
20030925  ,-1.43  ,-0.73  ,-0.76  ,-0.97  ,-0.71  ,-0.42
20030926  ,-0.94  ,-0.58  ,-0.62  ,-0.78  ,-0.80  ,-0.93
20030929   ,1.05   ,1.18   ,1.04   ,0.55   ,0.91   ,0.36
20030930  ,-0.54  ,-0.02  ,-0.05  ,-1.26  ,-1.06  ,-0.85
20031001   ,0.48   ,0.51   ,0.30   ,1.86   ,1.70   ,2.00
20031002   ,0.96   ,0.43   ,0.31  ,-0.12   ,0.39   ,0.39
20031003   ,0.47  ,-0.07   ,0.08   ,1.82   ,1.05   ,0.98
20031006   ,1.27   ,1.53   ,1.56   ,0.69   ,0.64   ,0.68
20031007   ,0.14   ,0.07   ,0.08  ,-0.19  ,-0.37  ,-0.05
20031008   ,0.92   ,0.81   ,0.75   ,0.78   ,0.50   ,0.15
20031009   ,0.54   ,0.16   ,0.22   ,1.29   ,1.12   ,0.84
20031010   ,0.33   ,0.49   ,0.61  ,-0.11   ,0.06   ,0.13
20031013   ,0.32  ,-0.18  ,-0.04   ,0.70   ,0.75   ,0.79
20031014   ,0.56   ,0.50   ,0.40  ,-0.15   ,0.12  ,-0.27
20031015   ,0.21  ,-0.06  ,-0.09   ,0.21   ,0.23   ,0.10
20031016  ,-0.47  ,-0.36  ,-0.24  ,-0.64  ,-0.72  ,-0.56
20031017   ,0.86   ,0.81   ,0.73   ,0.39   ,0.61   ,0.44
20031020  ,-0.51  ,-0.35  ,-0.44  ,-0.50  ,-0.26  ,-0.16
20031021   ,0.77   ,0.64   ,0.59   ,0.60   ,0.39   ,0.38
20031022   ,0.35   ,0.58   ,0.56  ,-0.54  ,-0.47  ,-0.14
20031023  ,-0.89  ,-0.64  ,-0.83  ,-0.67  ,-0.90  ,-0.82
20031024   ,0.35   ,0.06   ,0.13  ,-0.29  ,-0.14  ,-0.05
20031027   ,0.16   ,0.03   ,0.01   ,0.76   ,0.58   ,0.09
20031028   ,0.04   ,0.18  ,-0.14   ,0.72   ,0.19   ,0.22
20031029   ,0.34   ,0.26   ,0.31   ,0.45   ,0.07   ,0.03
20031030   ,0.20   ,0.07  ,-0.14   ,0.51   ,0.51   ,0.25
20031031   ,0.01  ,-0.05   ,0.12  ,-0.27  ,-0.42  ,-0.19
20031103  ,-0.28  ,-0.46  ,-0.54   ,0.54   ,0.22   ,0.03
20031104   ,0.31   ,0.61   ,0.23  ,-0.36   ,0.15   ,0.39
20031105  ,-0.70  ,-0.76  ,-0.64  ,-1.12  ,-1.06  ,-1.08
20031106   ,0.21   ,0.07   ,0.05   ,0.43   ,0.17   ,0.08
20031107   ,1.49   ,1.58   ,1.36   ,1.93   ,1.89   ,1.77
20031110  ,-0.38  ,-0.40  ,-0.36  ,-1.31  ,-0.93  ,-0.88
20031111  ,-0.41  ,-0.34  ,-0.18  ,-0.07  ,-0.13  ,-0.15
20031112   ,1.46   ,1.27   ,1.13   ,1.63   ,1.16   ,0.82
20031113   ,1.36   ,1.11   ,0.97   ,1.01   ,1.25   ,1.02
20031114   ,0.37   ,0.50   ,0.43   ,0.92   ,0.95   ,0.70
20031117  ,-1.61  ,-1.03  ,-1.01  ,-2.34  ,-1.75  ,-1.39
20031118   ,1.58   ,1.84   ,1.78   ,1.97   ,1.43   ,1.39
20031119  ,-1.34  ,-1.14  ,-1.18  ,-1.11  ,-1.27  ,-1.03
20031120   ,0.00   ,0.02  ,-0.19   ,0.06   ,0.03   ,0.01
20031121   ,0.23   ,0.27   ,0.22   ,0.35   ,0.34   ,0.16
20031124  ,-0.20  ,-0.45  ,-0.42   ,0.69   ,0.28   ,0.52
20031125   ,0.57   ,0.51   ,0.52   ,0.45   ,0.08   ,0.18
20031126   ,1.12   ,1.12   ,1.16   ,1.00   ,1.08   ,0.95
20031127  ,-0.11  ,-0.05   ,0.10   ,0.13   ,0.01   ,0.01
20031128   ,0.92   ,0.99   ,1.08   ,0.45   ,0.40   ,0.37
20031201   ,0.56   ,0.27   ,0.25   ,1.45   ,1.14   ,1.12
20031202   ,0.96   ,0.80   ,0.99   ,0.57   ,0.80   ,0.22
20031203   ,0.64   ,0.25   ,0.39   ,0.84   ,0.69   ,0.62
20031204  ,-0.14  ,-0.21  ,-0.28  ,-0.37  ,-0.42  ,-0.36
20031205   ,0.43   ,0.56   ,0.47  ,-0.08   ,0.00   ,0.34
20031208  ,-0.11   ,0.22   ,0.13   ,0.05  ,-0.04   ,0.03
20031209   ,0.65   ,0.60   ,0.65   ,0.77   ,0.99   ,0.96
20031210  ,-0.99  ,-0.73  ,-0.59  ,-1.02  ,-1.07  ,-0.78
20031211  ,-0.12  ,-0.05  ,-0.10   ,0.79   ,0.32   ,0.25
20031212   ,0.52   ,0.46   ,0.45   ,0.35   ,0.36   ,0.38
20031215   ,0.55   ,0.54   ,0.50   ,0.62   ,0.68   ,0.34
20031216  ,-0.62  ,-0.41  ,-0.45  ,-0.22  ,-0.30  ,-0.15
20031217   ,0.30   ,0.60   ,0.55   ,0.32   ,0.49   ,0.95
20031218   ,0.44   ,0.35   ,0.53   ,1.08   ,0.88   ,1.13
20031219  ,-0.48  ,-0.56  ,-0.29  ,-0.32  ,-0.26  ,-0.10
20031222  ,-0.34  ,-0.07  ,-0.14  ,-0.11  ,-0.24   ,0.04
20031223   ,0.29   ,0.13   ,0.23   ,0.50   ,0.32   ,0.25
20031224   ,0.56   ,0.55   ,0.64   ,0.67   ,0.60   ,0.61
20031225  ,-0.02  ,-0.01  ,-0.02   ,0.00  ,-0.01  ,-0.04
20031226  ,-0.21  ,-0.20  ,-0.19  ,-0.23  ,-0.20  ,-0.17
20031229   ,0.82   ,0.74   ,0.78   ,0.89   ,0.88   ,0.87
20031230   ,0.91   ,1.02   ,0.95   ,0.58   ,0.76   ,0.53
20031231   ,0.65   ,0.52   ,0.50   ,0.61   ,0.63   ,0.47
20040101  ,-0.33  ,-0.34  ,-0.32  ,-0.35  ,-0.33  ,-0.27
20040102   ,1.56   ,1.03   ,1.24   ,1.51   ,1.56   ,1.32
20040105   ,1.32   ,1.49   ,1.11   ,1.41   ,1.06   ,0.68
20040106   ,0.66   ,0.56   ,0.71   ,0.54   ,0.19   ,0.57
20040107  ,-0.40  ,-0.50  ,-0.37  ,-0.92  ,-1.18  ,-1.06
20040108   ,2.41   ,1.51   ,1.50   ,2.34   ,1.70   ,1.19
20040109   ,0.93   ,0.63   ,0.64   ,0.13   ,0.19  ,-0.46
20040112  ,-0.04  ,-0.57  ,-0.37  ,-1.03  ,-0.54  ,-0.40
20040113   ,0.75   ,0.63   ,0.70   ,0.43   ,0.38  ,-0.04
20040114  ,-0.08  ,-0.43  ,-0.45   ,0.15  ,-0.09  ,-0.50
20040115  ,-0.18  ,-0.29  ,-0.37  ,-0.36  ,-0.39  ,-0.42
20040116  ,-0.17  ,-0.76  ,-0.82  ,-0.60  ,-0.53  ,-0.78
20040119   ,0.61   ,0.35   ,0.07   ,0.06   ,0.03   ,0.00
20040120   ,1.77   ,1.87   ,1.98   ,1.28   ,1.62   ,1.42
20040121   ,0.42   ,0.71   ,0.79   ,0.82   ,0.77   ,1.20
20040122   ,0.80   ,0.70   ,0.77   ,0.99   ,0.81   ,0.17
20040123  ,-0.86  ,-0.94  ,-0.92  ,-0.97  ,-0.96  ,-1.33
20040126  ,-0.85  ,-0.98  ,-0.95  ,-1.30  ,-1.20  ,-1.02
20040127   ,1.83   ,1.81   ,1.54   ,2.03   ,1.49   ,1.07
20040128  ,-1.41  ,-1.26  ,-1.26  ,-1.05  ,-1.05  ,-0.45
20040129  ,-1.30  ,-0.74  ,-0.79  ,-1.73  ,-1.17  ,-1.04
20040130   ,1.15   ,0.85   ,0.73   ,0.40  ,-0.09  ,-0.15
20040202   ,0.01  ,-0.09  ,-0.10   ,0.06   ,0.01  ,-0.29
20040203   ,0.75   ,0.93   ,0.97   ,0.40   ,0.58   ,1.10
20040204  ,-0.54  ,-0.10  ,-0.26  ,-0.77  ,-0.25  ,-0.14
20040205   ,0.48   ,0.10   ,0.32   ,0.20   ,0.07  ,-0.01
20040206   ,1.73   ,1.46   ,1.44   ,1.96   ,1.67   ,1.30
20040209   ,0.93   ,0.58   ,0.58   ,1.11   ,1.12   ,1.16
20040210   ,0.03  ,-0.17   ,0.11   ,0.08  ,-0.04  ,-0.34
20040211   ,1.80   ,1.37   ,1.49   ,1.37   ,1.40   ,1.20
20040212   ,0.29   ,0.25   ,0.36  ,-0.05  ,-0.24  ,-0.41
20040213  ,-0.45  ,-0.36  ,-0.11  ,-1.06  ,-0.99  ,-0.12
20040216   ,0.63   ,0.44   ,0.41   ,0.49   ,0.61   ,0.55
20040217   ,1.29   ,0.98   ,0.90   ,1.54   ,1.20   ,1.18
20040218  ,-0.69  ,-0.78  ,-0.99  ,-1.17  ,-0.86  ,-1.10
20040219   ,0.34   ,0.63   ,0.34   ,1.23   ,1.05   ,1.36
20040220  ,-1.79  ,-1.26  ,-1.40  ,-2.36  ,-1.97  ,-1.69
20040223   ,0.32   ,0.33   ,0.31   ,0.22   ,0.69   ,0.42
20040224  ,-0.02   ,0.56   ,0.44  ,-0.19   ,0.18   ,0.49
20040225  ,-1.23  ,-1.28  ,-1.20  ,-1.16  ,-1.25  ,-0.95
20040226  ,-0.09  ,-0.25  ,-0.25  ,-0.54  ,-0.19  ,-0.02
20040227   ,1.05   ,0.66   ,0.84   ,0.57   ,0.53   ,0.59
20040301   ,0.30   ,0.26   ,0.35   ,0.51   ,0.56   ,0.72
20040302  ,-1.30  ,-1.58  ,-1.66  ,-1.30  ,-1.27  ,-1.56
20040303  ,-0.05  ,-0.02  ,-0.19  ,-0.48  ,-0.48  ,-0.23
20040304   ,0.39   ,0.00   ,0.30   ,0.42   ,0.52   ,0.55
20040305   ,1.37   ,1.46   ,1.55   ,1.22   ,1.17   ,0.98
20040308   ,0.64   ,0.82   ,0.67   ,0.47   ,0.66   ,0.76
20040309  ,-1.62  ,-1.05  ,-1.34  ,-1.76  ,-1.70  ,-1.30
20040310  ,-1.91  ,-1.42  ,-1.42  ,-1.27  ,-0.92  ,-0.75
20040311  ,-1.27  ,-0.45  ,-0.55  ,-1.39  ,-1.34  ,-1.36
20040312  ,-0.67  ,-0.90  ,-0.72  ,-0.79  ,-1.00  ,-0.70
20040315  ,-1.34  ,-0.64  ,-0.74  ,-1.98  ,-1.32  ,-1.11
20040316  ,-0.21  ,-0.03   ,0.10   ,0.55   ,0.38   ,0.58
20040317   ,0.99   ,0.58   ,0.62   ,1.47   ,1.01   ,0.98
20040318   ,0.43   ,0.91   ,0.97  ,-0.34   ,0.02  ,-0.15
20040319  ,-0.83  ,-0.53  ,-0.54  ,-0.42  ,-0.49  ,-0.09
20040322  ,-1.66  ,-0.91  ,-0.99  ,-1.81  ,-1.46  ,-1.29
20040323   ,0.43   ,0.41   ,0.22   ,0.37   ,0.32   ,0.11
20040324  ,-1.55  ,-1.52  ,-1.53  ,-1.86  ,-1.73  ,-1.39
20040325   ,0.91   ,0.45   ,0.19   ,1.58   ,1.15   ,0.57
20040326   ,0.53   ,0.39   ,0.42   ,0.17   ,0.21   ,0.08
20040329   ,0.93   ,0.61   ,0.59   ,1.38   ,1.21   ,1.18
20040330   ,0.06   ,0.41   ,0.15  ,-0.20   ,0.04   ,0.51
20040331   ,1.33   ,1.33   ,1.43   ,1.16   ,1.31   ,1.01
20040401   ,1.04   ,0.62   ,0.73   ,1.76   ,1.16   ,1.22
20040402  ,-0.95  ,-1.22  ,-1.41  ,-0.15  ,-0.18  ,-0.52
20040405  ,-0.39  ,-0.62  ,-0.45  ,-0.47  ,-0.11  ,-0.05
20040406   ,0.65   ,0.92   ,1.01   ,0.25   ,0.03   ,0.94
20040407   ,0.50   ,0.68   ,0.54   ,0.40   ,0.13   ,0.14
20040408  ,-0.21  ,-0.33  ,-0.28  ,-0.23  ,-0.19  ,-0.13
20040409   ,0.01   ,0.02   ,0.02   ,0.03   ,0.02   ,0.02
20040412  ,-0.03  ,-0.02   ,0.01  ,-0.04  ,-0.02   ,0.08
20040413  ,-0.74  ,-0.84  ,-0.70  ,-0.66  ,-0.34  ,-0.20
20040414  ,-1.15  ,-0.75  ,-1.11  ,-1.15  ,-1.18  ,-1.30
20040415   ,0.10   ,0.25   ,0.16  ,-0.21   ,0.45   ,0.38
20040416   ,0.19   ,0.14   ,0.22   ,0.72   ,0.57   ,0.49
20040419   ,0.33   ,0.42   ,0.29   ,0.52   ,0.39   ,0.34
20040420  ,-0.61  ,-0.60  ,-0.88  ,-0.52  ,-0.73  ,-0.74
20040421  ,-0.89  ,-0.59  ,-0.67  ,-0.86  ,-0.88  ,-1.05
20040422   ,0.60   ,0.56   ,0.64   ,1.20   ,0.75   ,1.04
20040423   ,0.28  ,-0.03   ,0.04   ,0.00  ,-0.06  ,-0.18
20040426   ,0.80   ,0.62   ,0.59   ,0.24   ,0.65   ,0.55
20040427   ,0.35   ,0.45   ,0.46   ,0.75   ,0.19   ,0.40
20040428  ,-1.58  ,-0.99  ,-1.11  ,-2.19  ,-1.87  ,-1.64
20040429  ,-0.30   ,0.35   ,0.01   ,0.10   ,0.17   ,0.18
20040430  ,-0.27   ,0.03  ,-0.16  ,-0.54  ,-0.32  ,-0.26
20040503  ,-0.36  ,-0.27  ,-0.23   ,0.30   ,0.27  ,-0.04
20040504   ,1.23   ,1.27   ,1.35   ,1.36   ,1.63   ,1.99
20040505   ,0.67   ,0.52   ,0.36   ,1.44   ,1.12   ,0.39
20040506  ,-1.79  ,-1.12  ,-1.05  ,-2.45  ,-2.01  ,-1.28
20040507  ,-1.58  ,-1.54  ,-1.39  ,-1.80  ,-1.59  ,-1.16
20040510  ,-2.99  ,-1.97  ,-2.30  ,-2.85  ,-2.78  ,-2.59
20040511   ,0.44   ,0.18   ,0.18   ,1.11   ,0.99   ,0.81
20040512  ,-0.17   ,0.09   ,0.28  ,-1.22  ,-0.30  ,-0.09
20040513  ,-0.14  ,-0.43  ,-0.20   ,0.44   ,0.44   ,0.40
20040514   ,0.18   ,0.20   ,0.32  ,-0.15   ,0.09  ,-0.02
20040517  ,-0.78  ,-0.16  ,-0.30  ,-0.28  ,-0.10  ,-0.28
20040518   ,0.09  ,-0.19  ,-0.14   ,0.34   ,0.11  ,-0.09
20040519   ,2.03   ,1.34   ,1.47   ,2.66   ,1.83   ,1.88
20040520  ,-0.70  ,-0.56  ,-0.62  ,-1.11  ,-0.86  ,-1.03
20040521   ,0.52   ,0.30   ,0.36  ,-0.05   ,0.07   ,0.27
20040524   ,0.77   ,0.57   ,0.55   ,0.96   ,0.69   ,0.48
20040525   ,0.56   ,0.73   ,0.83  ,-0.01   ,0.69   ,1.15
20040526   ,0.52   ,0.57   ,0.49   ,0.73   ,0.80   ,0.50
20040527   ,1.61   ,1.53   ,1.45   ,2.32   ,1.80   ,1.53
20040528  ,-0.13  ,-0.16  ,-0.08  ,-0.64  ,-0.61  ,-0.65
20040531  ,-0.09  ,-0.13  ,-0.18  ,-0.07   ,0.00  ,-0.09
20040601   ,0.40   ,0.40   ,0.46  ,-0.70  ,-0.08   ,0.14
20040602   ,0.04  ,-0.09  ,-0.13   ,0.36   ,0.08   ,0.22
20040603   ,0.16   ,0.17   ,0.23   ,0.26   ,0.47   ,0.40
20040604   ,0.92   ,0.70   ,0.79   ,1.48   ,1.20   ,0.71
20040607   ,0.83   ,0.79   ,0.51   ,1.30   ,0.96   ,0.88
20040608  ,-0.22  ,-0.19  ,-0.09  ,-0.22  ,-0.16  ,-0.29
20040609  ,-1.35  ,-1.32  ,-1.22  ,-1.76  ,-1.64  ,-1.48
20040610   ,0.46   ,0.52   ,0.57   ,0.61   ,0.62   ,0.72
20040611  ,-0.93  ,-0.79  ,-0.94  ,-1.06  ,-0.91  ,-1.13
20040614  ,-0.30  ,-0.07  ,-0.17  ,-0.99  ,-0.87  ,-1.01
20040615   ,1.01   ,1.05   ,1.03   ,1.72   ,1.63   ,1.70
20040616  ,-0.62  ,-0.75  ,-0.79  ,-0.60  ,-0.43  ,-0.08
20040617   ,0.50   ,0.44   ,0.55   ,0.36   ,0.62   ,0.43
20040618   ,0.70   ,0.64   ,0.51   ,0.65   ,0.87   ,0.74
20040621  ,-0.09   ,0.00  ,-0.11  ,-0.09  ,-0.12  ,-0.37
20040622  ,-0.28  ,-0.10  ,-0.37  ,-1.21  ,-0.87  ,-0.84
20040623   ,0.27   ,0.01  ,-0.10   ,0.28   ,0.13   ,0.30
20040624   ,1.00   ,0.73   ,0.90   ,1.43   ,1.06   ,0.98
20040625   ,0.41   ,0.10   ,0.44   ,0.09  ,-0.03  ,-0.16
20040628   ,0.66   ,0.46   ,0.41   ,1.06   ,0.50   ,0.67
20040629  ,-0.69  ,-0.79  ,-1.11  ,-1.24  ,-1.17  ,-1.18
20040630   ,1.14   ,1.23   ,1.04   ,0.37   ,0.50   ,0.14
20040701  ,-0.38  ,-0.15  ,-0.10  ,-0.50  ,-0.60  ,-0.60
20040702   ,0.81   ,1.00   ,0.68   ,0.70   ,0.74   ,0.39
20040705  ,-0.24  ,-0.35  ,-0.21  ,-0.38  ,-0.30  ,-0.19
20040706  ,-0.43  ,-0.19  ,-0.03  ,-0.55  ,-0.63  ,-0.46
20040707   ,0.48   ,0.77   ,0.61   ,0.68   ,0.77   ,0.52
20040708  ,-0.39  ,-0.11  ,-0.38   ,0.20   ,0.27   ,0.05
20040709   ,0.24   ,0.34   ,0.45   ,0.16   ,0.34   ,0.54
20040712  ,-0.27   ,0.02  ,-0.20  ,-0.60  ,-0.42  ,-0.49
20040713  ,-0.65  ,-0.56  ,-0.63  ,-0.57  ,-0.51  ,-0.35
20040714  ,-0.02   ,0.14  ,-0.01   ,0.37   ,0.27   ,0.02
20040715  ,-0.56  ,-0.37  ,-0.33  ,-0.95  ,-1.08  ,-1.07
20040716   ,0.93   ,0.95   ,1.05   ,0.74   ,0.88   ,1.11
20040719  ,-0.42  ,-0.31  ,-0.43  ,-0.74  ,-0.59  ,-0.52
20040720  ,-1.21  ,-1.09  ,-1.06  ,-0.25  ,-0.64  ,-0.54
20040721  ,-0.08  ,-0.40  ,-0.11   ,0.31   ,0.03   ,0.23
20040722  ,-0.60  ,-0.42  ,-0.77  ,-1.44  ,-1.41  ,-1.45
20040723  ,-1.28  ,-1.10  ,-1.03  ,-1.10  ,-1.42  ,-0.79
20040726  ,-0.10   ,0.07   ,0.14  ,-0.67  ,-0.38  ,-0.28
20040727  ,-0.63  ,-0.63  ,-0.74  ,-0.08   ,0.16   ,0.03
20040728   ,0.27   ,0.19   ,0.16   ,0.19   ,0.13   ,0.66
20040729   ,0.39   ,0.09   ,0.09   ,1.23   ,1.05   ,0.95
20040730   ,0.09  ,-0.06   ,0.13   ,0.03  ,-0.11  ,-0.02
20040802  ,-0.08  ,-0.02   ,0.01  ,-0.35  ,-0.10   ,0.22
20040803   ,0.48   ,0.37   ,0.31   ,0.62   ,0.72   ,0.39
20040804  ,-0.76  ,-0.39  ,-0.59  ,-1.04  ,-0.85  ,-0.70
20040805   ,0.05   ,0.06   ,0.00   ,0.11   ,0.19   ,0.12
20040806   ,0.83   ,1.08   ,0.81  ,-0.47  ,-0.09  ,-0.36
20040809  ,-1.10  ,-0.60  ,-0.60  ,-0.98  ,-0.92  ,-0.54
20040810  ,-0.36  ,-0.31  ,-0.13   ,0.33   ,0.33   ,0.17
20040811  ,-0.57  ,-0.25  ,-0.25  ,-0.67  ,-0.68  ,-0.71
20040812  ,-0.31  ,-0.06  ,-0.21   ,0.07  ,-0.07   ,0.02
20040813   ,1.02   ,0.97   ,1.07   ,0.65   ,0.84   ,0.64
20040816   ,0.10  ,-0.02  ,-0.02   ,0.67   ,0.83   ,0.77
20040817   ,0.33   ,0.02  ,-0.06   ,0.27   ,0.16  ,-0.11
20040818  ,-0.23  ,-0.17  ,-0.24   ,0.05  ,-0.16  ,-0.06
20040819   ,0.63   ,0.52   ,0.61   ,0.37   ,0.49   ,0.54
20040820  ,-0.35  ,-0.47  ,-0.41  ,-0.58  ,-0.52  ,-0.43
20040823  ,-0.62  ,-0.96  ,-0.67  ,-0.07  ,-0.24  ,-0.22
20040824  ,-0.56  ,-0.37  ,-0.53  ,-0.48  ,-0.57  ,-0.50
20040825   ,0.19   ,0.06   ,0.07   ,0.24   ,0.32   ,0.24
20040826   ,0.45   ,0.43   ,0.36   ,1.00   ,0.76   ,0.86
20040827  ,-0.41  ,-0.46  ,-0.42  ,-0.09  ,-0.13   ,0.09
20040830   ,0.26   ,0.41   ,0.14   ,0.10   ,0.14   ,0.14
20040831   ,0.83   ,0.83   ,0.90   ,0.32   ,0.36   ,0.08
20040901   ,0.18   ,0.14   ,0.13   ,0.52   ,0.72   ,0.68
20040902   ,0.20   ,0.19   ,0.24   ,0.16   ,0.40   ,0.29
20040903  ,-0.83  ,-0.76  ,-0.78  ,-0.47  ,-0.14  ,-0.20
20040906   ,0.29   ,0.30   ,0.31   ,0.61   ,0.36   ,0.58
