This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 OP portfolios in Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. OP for June of year t is annual revenues minus cost of goods sold, interest expense,
and selling, general, and administrative expenses divided by book equity for the last fiscal year end in t-1.
Firms with negative BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
199112   ,4.52   ,4.18   ,2.94   ,2.33   ,3.38   ,3.48
199201  ,-5.77  ,-6.75  ,-6.64  ,-6.90  ,-5.08  ,-4.34
199202  ,-4.60  ,-4.31  ,-3.13  ,-7.94  ,-7.13  ,-7.25
199203 ,-12.58 ,-11.11 ,-11.77 ,-12.06 ,-10.90 ,-10.60
199204 ,-10.11 ,-11.24  ,-8.53 ,-11.63  ,-7.00  ,-3.88
199205  ,13.72  ,14.00  ,12.66   ,9.87   ,8.16   ,8.21
199206  ,-9.15  ,-7.98  ,-7.87 ,-10.75  ,-9.08  ,-7.33
199207  ,-7.52  ,-7.72  ,-9.35  ,-0.19  ,-1.73  ,-4.42
199208  ,11.37  ,11.47  ,11.80  ,22.11  ,17.31  ,12.85
199209   ,1.59   ,0.61  ,-0.62  ,-1.59  ,-2.81  ,-3.62
199210  ,-7.02  ,-5.90  ,-6.36  ,-6.70  ,-3.91  ,-5.10
199211  ,-1.12  ,-1.00  ,-0.35   ,2.80   ,2.55   ,2.13
199212   ,0.21   ,2.11   ,2.12  ,-3.01  ,-0.18  ,-0.60
199301  ,-2.00  ,-2.41  ,-2.71  ,-0.79  ,-0.61  ,-0.33
199302   ,6.65   ,6.11   ,6.26   ,4.36   ,4.14   ,4.69
199303  ,16.92  ,16.61  ,16.24  ,15.37  ,14.78  ,19.15
199304  ,19.23  ,17.31  ,17.71  ,17.61  ,17.31  ,16.11
199305  ,17.25  ,15.84  ,15.39   ,6.00   ,5.23   ,1.10
199306  ,-6.53  ,-6.52  ,-6.80  ,-1.53  ,-3.68  ,-5.32
199307   ,2.13   ,3.33   ,2.87   ,7.32   ,8.01   ,6.72
199308   ,1.77   ,2.30   ,2.14   ,3.53   ,1.93   ,2.38
199309  ,-7.14  ,-2.19  ,-2.46  ,-6.87  ,-5.12  ,-4.39
199310 ,-10.36  ,-8.24  ,-9.20  ,-3.03  ,-0.05  ,-2.42
199311 ,-19.69 ,-16.40 ,-15.68 ,-18.14 ,-17.33 ,-12.87
199312   ,4.08   ,1.08  ,-0.26   ,2.01   ,2.94   ,2.00
199401  ,20.59  ,17.19  ,17.47  ,22.20  ,15.05  ,16.72
199402   ,5.14   ,5.05   ,5.37   ,4.10   ,3.66   ,3.89
199403   ,4.81   ,2.78   ,1.44  ,-1.33  ,-3.02  ,-2.83
199404   ,6.54   ,4.73   ,5.06   ,3.84   ,4.14   ,2.33
199405   ,0.97  ,-0.18  ,-1.16   ,3.82   ,1.76   ,0.30
199406  ,11.94  ,10.66   ,9.29   ,5.60   ,5.75   ,6.01
199407  ,-3.73  ,-2.64  ,-2.62  ,-5.10  ,-3.55  ,-3.52
199408  ,-2.17  ,-1.59  ,-1.84   ,0.20  ,-1.01   ,1.75
199409  ,-5.46  ,-3.53  ,-3.24  ,-2.91  ,-3.16  ,-2.22
199410   ,4.18   ,1.22  ,-0.22   ,3.32   ,2.63   ,2.22
199411  ,-8.60  ,-7.14  ,-8.06  ,-6.86  ,-5.30  ,-5.94
199412   ,3.35   ,2.09   ,1.36   ,3.15   ,1.78   ,1.39
199501  ,-8.36  ,-3.91  ,-1.00  ,-5.84  ,-5.47  ,-8.15
199502  ,-5.23  ,-5.74  ,-7.76  ,-6.30  ,-5.36  ,-3.95
199503   ,6.71   ,6.46   ,5.33   ,6.47   ,8.97  ,11.97
199504   ,2.55   ,1.52   ,0.98   ,7.38   ,3.85   ,2.90
199505 ,-10.14  ,-8.06  ,-7.76  ,-7.16  ,-5.52  ,-5.96
199506  ,-6.03  ,-5.03  ,-4.62  ,-8.34  ,-3.79  ,-0.91
199507   ,8.43   ,4.66   ,3.30  ,10.14   ,6.34   ,3.77
199508   ,1.63  ,-0.81  ,-1.86  ,-4.92  ,-2.70  ,-1.21
199509  ,-4.55  ,-2.49  ,-1.17  ,-1.31  ,-1.85   ,0.29
199510  ,-1.23  ,-2.51  ,-4.10  ,-5.45  ,-4.15  ,-2.88
199511   ,7.80   ,4.01   ,1.85   ,7.56   ,5.27   ,1.46
199512   ,8.15   ,5.73   ,5.59   ,6.44   ,4.51   ,3.25
199601   ,2.97   ,0.75   ,1.27  ,-2.83  ,-0.74  ,-1.17
199602  ,-2.14  ,-1.51  ,-1.39  ,-3.05  ,-1.03  ,-0.43
199603   ,3.67   ,0.44   ,1.50   ,4.92   ,3.38   ,1.44
199604  ,11.67  ,11.48  ,10.90   ,5.96   ,6.14   ,6.62
199605  ,-4.13  ,-3.07  ,-2.55  ,-4.62  ,-4.15  ,-4.79
199606  ,-1.92  ,-0.07   ,0.45  ,-0.68   ,1.29   ,0.72
199607  ,-8.04  ,-4.56  ,-3.15  ,-6.45  ,-3.79  ,-3.62
199608  ,-2.96  ,-4.09  ,-4.66  ,-4.19  ,-4.35  ,-4.49
199609  ,-1.15  ,-1.34  ,-1.85   ,3.44   ,3.13   ,3.48
199610  ,-6.40  ,-6.52  ,-5.86  ,-7.54  ,-6.50  ,-6.68
199611  ,-4.01  ,-3.11  ,-3.82  ,-0.77   ,2.05   ,2.02
199612 ,-13.20  ,-9.23  ,-9.56 ,-11.31  ,-5.03  ,-3.96
199701  ,-9.91  ,-9.83 ,-10.03 ,-17.28  ,-9.16  ,-6.84
199702  ,-0.82   ,0.51  ,-2.60   ,3.89   ,1.13   ,1.56
199703  ,-7.78  ,-6.98  ,-7.24  ,-5.58  ,-3.39  ,-1.62
199704  ,-2.78  ,-3.11  ,-2.73  ,-0.13   ,4.72   ,2.26
199705  ,18.89  ,15.06  ,15.59  ,14.15  ,10.98  ,14.59
199706   ,1.95   ,3.27   ,3.98  ,10.30   ,4.50   ,4.36
199707 ,-12.83 ,-10.07  ,-9.78  ,-8.22  ,-1.54  ,-0.72
199708 ,-10.29 ,-10.82 ,-10.12  ,-7.23  ,-9.66 ,-10.52
199709 ,-15.61 ,-11.47 ,-12.41  ,-4.62   ,0.68  ,-1.07
199710   ,0.68  ,-1.82  ,-0.26 ,-14.82  ,-5.50  ,-6.37
199711 ,-19.42 ,-15.86 ,-16.70  ,-9.78  ,-5.93  ,-6.22
199712 ,-15.52 ,-12.66 ,-14.41 ,-11.34  ,-5.70  ,-5.81
199801  ,27.57  ,21.01  ,22.02  ,16.13   ,7.13   ,9.16
199802   ,7.65   ,4.26   ,4.37   ,3.66  ,-0.57   ,0.39
199803  ,-9.91  ,-7.76  ,-8.38 ,-11.30  ,-3.51  ,-5.84
199804  ,-5.74  ,-4.00  ,-4.04  ,-4.20  ,-1.87   ,0.33
199805  ,-4.31  ,-4.04  ,-3.84  ,-6.01  ,-4.10  ,-4.05
199806   ,1.13   ,0.77   ,0.71   ,0.55   ,1.65  ,-0.13
199807  ,-1.62  ,-0.94  ,-1.53  ,-5.20  ,-1.08   ,1.33
199808  ,-9.68  ,-6.78  ,-7.81 ,-13.27  ,-7.58  ,-7.49
199809  ,-6.91  ,-5.51  ,-5.50  ,-5.19  ,-1.83  ,-3.22
199810  ,14.79  ,11.93  ,12.94  ,27.09  ,14.81  ,12.77
199811   ,7.28   ,4.95   ,6.43   ,4.42   ,3.64   ,3.37
199812   ,0.08   ,3.73   ,4.05  ,-1.95   ,5.96   ,3.97
199901   ,0.22   ,0.29   ,1.08   ,4.86  ,-0.89   ,1.02
199902  ,-1.03  ,-1.46   ,3.21  ,-2.29  ,-3.35  ,-1.80
199903  ,15.72  ,12.28  ,16.35  ,15.30  ,12.55  ,14.38
199904  ,12.78   ,8.16  ,11.02   ,5.71   ,2.76   ,5.01
199905  ,-6.24  ,-4.98  ,-5.12  ,-7.48  ,-4.43  ,-3.50
199906  ,13.72  ,14.57  ,26.36   ,7.15   ,9.97  ,12.09
199907   ,8.26   ,6.44   ,6.21  ,10.36   ,9.79  ,11.55
199908   ,2.69   ,4.65   ,6.41   ,8.35  ,-0.27   ,3.00
199909   ,1.58   ,4.83   ,4.70   ,7.47   ,6.16   ,8.86
199910  ,-1.31  ,-0.54   ,0.38   ,6.50   ,6.15   ,8.67
199911  ,-4.29  ,-0.25  ,-2.62  ,-0.73   ,7.23  ,14.72
199912  ,-6.67  ,-5.70  ,-7.17  ,-3.74   ,9.85   ,5.75
200001  ,-0.36  ,-2.14  ,-0.07  ,-0.12  ,-5.19  ,-7.44
200002  ,-2.02  ,-2.81   ,1.80  ,-1.26  ,-2.54  ,-0.30
200003  ,10.98   ,8.68   ,7.71   ,5.00   ,6.26   ,6.99
200004 ,-12.44  ,-9.57 ,-10.16 ,-10.89  ,-7.09  ,-8.31
200005   ,1.95   ,1.02   ,0.10  ,-5.76  ,-4.38 ,-10.97
200006  ,12.63   ,9.71   ,9.67   ,3.11   ,7.43   ,6.02
200007 ,-10.83  ,-9.76 ,-12.81 ,-15.55 ,-10.44 ,-11.15
200008   ,7.51   ,6.95   ,5.92  ,15.61   ,5.51   ,4.09
200009  ,-4.84  ,-4.14  ,-5.37  ,-4.61  ,-3.70  ,-4.54
200010  ,-9.74  ,-8.28 ,-10.40  ,-6.18  ,-4.71  ,-8.72
200011   ,1.61   ,0.40  ,-1.07  ,-5.81  ,-3.06  ,-1.29
200012  ,-8.04  ,-7.32  ,-8.20  ,-6.73  ,-7.28 ,-12.93
200101  ,-1.24  ,-0.78   ,0.62   ,0.02  ,-2.00   ,1.39
200102   ,1.19  ,-0.03   ,3.31  ,-1.78  ,-6.28  ,-7.60
200103  ,-2.52  ,-3.51  ,-2.99  ,-7.68  ,-2.77  ,-2.96
200104  ,11.28  ,11.91   ,9.92  ,11.52   ,6.58   ,9.88
200105   ,1.40   ,2.07   ,4.79  ,-0.65   ,2.22  ,-1.93
200106  ,-1.16  ,-1.74  ,-3.17  ,-2.53  ,-4.90  ,-7.31
200107  ,-7.25  ,-7.37  ,-8.12  ,-7.37  ,-8.72  ,-8.87
200108   ,2.70   ,1.80   ,0.84   ,2.19  ,-4.43  ,-4.22
200109  ,-7.82  ,-7.83 ,-10.59 ,-10.75  ,-8.84  ,-4.27
200110   ,1.68   ,2.96   ,4.92   ,0.63   ,2.45   ,0.42
200111  ,-5.48  ,-5.20  ,-4.75  ,-4.17   ,2.96  ,-3.07
200112 ,-10.84  ,-9.89 ,-10.92  ,-7.83  ,-5.74  ,-9.24
200201  ,-5.01  ,-5.97  ,-4.18  ,-7.12  ,-7.67  ,-8.44
200202   ,7.89   ,6.30   ,4.90   ,5.70   ,5.94   ,3.63
200203   ,2.83   ,4.28   ,5.16   ,4.24   ,4.30   ,8.41
200204   ,5.04   ,5.84   ,7.15   ,6.06   ,6.02   ,4.54
200205   ,8.99   ,9.54   ,9.84   ,9.37   ,5.58   ,7.25
200206  ,-2.75  ,-2.45  ,-2.30  ,-5.02  ,-4.51  ,-5.15
200207  ,-1.77  ,-1.67  ,-2.33  ,-6.17  ,-7.38  ,-5.49
200208  ,-1.61  ,-1.56  ,-2.31  ,-0.68  ,-1.13  ,-1.62
200209  ,-3.78  ,-4.14  ,-4.90  ,-1.44  ,-3.92  ,-8.09
200210  ,-7.26  ,-7.31  ,-8.60  ,-9.12  ,-6.10  ,-4.76
200211  ,-1.56  ,-1.61  ,-3.65   ,0.58   ,4.51   ,5.03
200212  ,-0.21   ,0.28  ,-0.69  ,-2.70  ,-1.91  ,-3.17
200301   ,0.49   ,0.18   ,0.99  ,-3.41  ,-4.81  ,-2.93
200302   ,6.71   ,5.61   ,3.89   ,0.47   ,0.41   ,2.25
200303   ,1.31   ,0.10   ,0.43  ,-3.43  ,-3.69  ,-2.48
200304   ,2.98   ,5.07   ,5.64  ,-1.25  ,-0.93   ,3.67
200305   ,6.26   ,4.78   ,7.22   ,4.03   ,5.20   ,3.73
200306   ,8.66   ,6.48   ,9.45   ,8.42   ,6.70   ,6.70
200307   ,1.92   ,2.45   ,2.37   ,6.00   ,3.16   ,2.48
200308   ,9.35   ,8.37  ,10.43  ,12.42  ,10.00   ,7.53
200309   ,7.87   ,8.18  ,12.19   ,9.73   ,5.64   ,6.01
200310   ,5.49   ,5.88  ,10.60   ,6.78   ,4.11   ,1.20
200311  ,-6.75  ,-6.45  ,-8.56  ,-4.75  ,-2.87  ,-3.04
200312   ,5.52   ,5.18   ,5.78   ,7.34   ,6.93   ,5.34
200401   ,7.42   ,5.88   ,7.10  ,-0.28   ,2.99   ,1.53
200402   ,0.09   ,0.10  ,-0.73  ,-0.77   ,0.44  ,-0.05
200403  ,22.14  ,19.65  ,25.90  ,18.41  ,12.06  ,12.20
200404  ,-0.87   ,0.91   ,5.35  ,-6.80  ,-4.89  ,-4.92
200405  ,-4.93  ,-5.22  ,-7.80  ,-3.84  ,-1.85  ,-2.85
200406   ,9.04   ,9.85  ,13.64   ,3.97   ,4.92   ,5.13
200407  ,-6.39  ,-6.08  ,-9.33  ,-7.15  ,-5.84  ,-6.13
200408   ,1.34   ,0.96   ,2.40   ,1.05   ,0.33   ,1.57
200409  ,-2.95  ,-3.64  ,-4.68  ,-3.33  ,-2.32  ,-2.99
200410   ,2.73   ,2.22   ,1.75   ,3.49   ,2.47   ,1.88
200411   ,4.22   ,2.51   ,2.42   ,6.33   ,3.68   ,2.48
200412   ,4.84   ,4.84   ,3.35   ,5.61   ,5.56   ,3.99
200501   ,5.03   ,4.63   ,5.69  ,-2.05  ,-1.59  ,-1.66
200502   ,4.51   ,4.05   ,2.93   ,1.42   ,1.34   ,2.21
200503   ,1.25   ,1.14   ,0.11  ,-0.73  ,-1.79  ,-1.72
200504   ,0.09   ,0.03   ,1.95  ,-2.70  ,-1.55  ,-2.64
200505  ,-4.82  ,-4.13  ,-3.07  ,-1.98  ,-2.16  ,-2.33
200506   ,2.79   ,2.00   ,2.63   ,0.82   ,0.87   ,1.00
200507   ,2.35   ,1.90   ,2.10   ,0.84   ,0.55   ,1.04
200508   ,3.77   ,2.49   ,3.15   ,7.89   ,6.92   ,7.09
200509   ,2.87   ,3.24   ,0.58   ,8.27   ,8.87   ,8.90
200510   ,1.63   ,2.02   ,2.98   ,3.22  ,-0.86  ,-1.63
200511   ,2.44   ,3.50   ,1.65   ,2.62   ,3.97   ,3.01
200512  ,11.93  ,13.11  ,13.69  ,10.28   ,8.80   ,9.05
200601   ,3.90   ,4.79   ,3.24   ,3.99   ,4.90   ,3.15
200602  ,-6.80  ,-5.39  ,-6.93  ,-1.81  ,-1.98  ,-1.44
200603   ,2.95   ,3.44   ,2.74   ,3.23   ,4.38   ,1.92
200604   ,0.98   ,2.14   ,0.99   ,1.12   ,3.08   ,3.15
200605  ,-8.24  ,-8.31  ,-9.88  ,-7.79  ,-7.46  ,-5.45
200606  ,-3.43  ,-2.78  ,-2.93  ,-0.93  ,-1.50  ,-1.28
200607  ,-5.75  ,-7.04  ,-8.70  ,-1.82  ,-0.78  ,-1.56
200608   ,1.06   ,2.39   ,3.51   ,1.64   ,1.60   ,1.92
200609  ,-2.71  ,-2.33  ,-3.38  ,-1.52  ,-1.12  ,-1.62
200610  ,-0.74  ,-0.82  ,-0.72   ,0.45   ,2.93   ,1.48
200611  ,-1.51  ,-1.40  ,-2.55  ,-1.01   ,0.41   ,0.65
200612  ,-0.68   ,0.31   ,0.35   ,1.37   ,2.76   ,2.05
200701   ,1.30   ,1.74   ,0.85   ,3.76  ,-0.37   ,0.90
200702   ,3.41   ,2.70   ,2.31   ,4.84   ,2.80   ,4.63
200703  ,-0.55   ,0.18  ,-2.56   ,1.02  ,-2.35  ,-1.30
200704  ,-2.33  ,-3.25  ,-4.48  ,-1.16  ,-2.03  ,-2.71
200705  ,-2.94  ,-2.59  ,-1.18   ,1.77   ,1.01   ,0.67
200706   ,2.40   ,1.89   ,3.25  ,-1.13   ,0.94  ,-0.86
200707   ,1.42   ,0.60  ,-1.15   ,2.15   ,0.20  ,-1.59
200708  ,-4.98  ,-5.54  ,-7.62  ,-3.78  ,-3.74  ,-1.77
200709  ,-0.55  ,-0.77  ,-1.01   ,4.09   ,2.05   ,1.02
200710   ,0.41   ,1.44   ,5.79   ,1.44   ,0.37  ,-0.94
200711  ,-2.38  ,-3.66  ,-4.45  ,-3.49  ,-1.80  ,-0.91
200712  ,-4.43  ,-5.08  ,-6.59  ,-5.02  ,-2.25  ,-4.39
200801  ,-2.57  ,-5.13  ,-7.20  ,-2.79  ,-5.28  ,-4.92
200802   ,2.09   ,3.14   ,3.06   ,2.46   ,0.71   ,0.22
200803   ,0.26  ,-0.33  ,-1.78  ,-1.94  ,-5.48  ,-3.10
200804   ,0.05   ,0.02   ,2.06   ,7.38   ,7.51   ,6.40
200805   ,2.93   ,3.88   ,5.05   ,1.02   ,1.57   ,3.07
200806  ,-3.06  ,-5.09  ,-6.19  ,-5.93  ,-7.18  ,-6.50
200807  ,-2.59  ,-3.68  ,-5.82  ,-3.23  ,-2.56  ,-3.00
200808  ,-5.37  ,-5.98  ,-8.42  ,-5.10  ,-4.47  ,-2.82
200809  ,-6.65  ,-8.72 ,-11.54 ,-10.04  ,-9.03 ,-12.84
200810  ,-4.64  ,-9.52 ,-13.06 ,-14.15 ,-16.86 ,-10.92
200811   ,3.56   ,4.22   ,4.60   ,0.17  ,-1.00  ,-0.30
200812  ,10.04   ,7.89   ,9.66   ,9.96   ,7.27   ,8.80
200901  ,-3.36  ,-4.23  ,-4.13  ,-5.75  ,-7.63  ,-6.66
200902 ,-11.96 ,-13.54 ,-14.64 ,-15.10 ,-11.88 ,-10.49
200903   ,1.87   ,1.81   ,3.98   ,4.33   ,2.75  ,-1.15
200904   ,2.51   ,3.67   ,5.34   ,7.96   ,8.60   ,8.95
200905  ,10.73  ,13.55  ,14.03  ,11.28  ,10.82  ,10.35
200906   ,6.85   ,7.68   ,7.98   ,3.13   ,2.31   ,2.00
200907   ,1.78   ,2.65   ,4.31   ,1.33   ,3.95   ,5.86
200908   ,5.86   ,5.99   ,7.28   ,4.00   ,3.16   ,2.85
200909  ,-0.81   ,1.45   ,0.58  ,-4.18  ,-0.27  ,-0.06
200910  ,-3.50  ,-3.06  ,-1.10  ,-2.41  ,-3.06  ,-1.29
200911  ,-5.09  ,-5.01  ,-6.69  ,-0.95  ,-2.62  ,-0.94
200912  ,-2.82  ,-1.15  ,-0.72  ,-3.22   ,1.03   ,1.56
201001   ,2.62   ,2.88   ,3.47   ,2.79   ,3.92   ,0.69
201002   ,1.07   ,2.50   ,0.60   ,0.72   ,0.59   ,0.74
201003   ,3.55   ,6.09   ,5.79   ,4.24   ,4.88   ,5.04
201004   ,4.58   ,5.22   ,5.77  ,-0.03   ,0.40  ,-0.22
201005  ,-7.49  ,-7.22  ,-6.19  ,-8.19  ,-8.34  ,-7.72
201006   ,1.10   ,0.75  ,-0.34  ,-1.23  ,-0.69  ,-0.58
201007   ,1.38   ,1.62   ,1.48   ,2.71   ,4.28   ,2.37
201008  ,-3.87  ,-2.64  ,-3.28  ,-4.42  ,-2.88  ,-0.87
201009   ,3.42   ,4.51   ,3.98   ,3.67   ,7.45   ,3.06
201010  ,-3.52  ,-1.94  ,-0.67   ,1.41   ,2.42   ,1.16
201011   ,4.01   ,2.07   ,2.35   ,3.48   ,1.56   ,1.40
201012  ,10.99  ,10.66   ,9.90   ,8.94   ,7.43   ,6.03
201101   ,2.39   ,2.77   ,1.73   ,0.31   ,0.66  ,-0.10
201102   ,5.20   ,4.16   ,5.28   ,7.17   ,3.14   ,4.94
201103  ,-5.88  ,-4.55  ,-7.32 ,-11.52  ,-7.84  ,-8.39
201104  ,-0.96  ,-1.33   ,1.14  ,-0.33   ,2.08   ,0.68
201105  ,-2.32  ,-1.97  ,-1.20  ,-1.75  ,-0.85  ,-2.09
201106   ,4.06   ,4.71   ,4.63   ,1.82   ,2.71   ,2.20
201107   ,3.58   ,4.22   ,6.41   ,4.61   ,3.79   ,3.73
201108  ,-3.36  ,-2.79  ,-3.23  ,-8.81  ,-9.66  ,-5.50
201109  ,-0.48  ,-0.02  ,-1.57  ,-0.52  ,-1.28   ,0.60
201110  ,-3.78  ,-3.85  ,-2.47  ,-1.25  ,-1.14  ,-0.52
201111  ,-1.09  ,-1.88  ,-2.89  ,-4.15  ,-4.21  ,-3.77
201112   ,2.06   ,2.33   ,2.95   ,1.10   ,1.03   ,1.27
201201   ,7.52   ,6.70   ,4.85   ,6.87   ,5.22   ,0.97
201202   ,1.59   ,0.20   ,1.08   ,5.19   ,4.98   ,1.70
201203   ,1.58   ,2.74   ,4.41  ,-0.04   ,2.09   ,1.23
201204  ,-0.20   ,0.86   ,3.06  ,-3.25  ,-2.56  ,-0.79
201205  ,-8.34  ,-8.17  ,-7.66  ,-9.34  ,-9.05  ,-7.14
201206   ,4.40   ,3.91   ,3.97   ,6.35   ,4.56   ,4.14
201207  ,-1.95  ,-2.09  ,-1.10  ,-0.97  ,-2.51  ,-1.41
201208  ,-0.72  ,-1.12  ,-0.94  ,-2.12  ,-0.20  ,-0.30
201209   ,1.95   ,1.82   ,2.51   ,5.09   ,1.87   ,1.34
201210  ,-2.06  ,-2.56   ,0.37  ,-2.01  ,-1.22  ,-2.79
201211   ,1.72   ,1.20   ,0.37   ,0.60   ,2.79   ,1.23
201212   ,4.04   ,2.91   ,0.91   ,7.35   ,4.34   ,1.33
201301   ,5.13   ,4.58   ,5.63   ,3.23   ,3.70   ,3.77
201302   ,2.94   ,3.57   ,2.31   ,2.73   ,2.74   ,3.15
201303   ,8.39   ,7.51  ,12.30   ,6.43   ,4.75   ,4.93
201304   ,9.35  ,11.08   ,9.68  ,10.94   ,7.43   ,9.36
201305  ,-7.12  ,-2.94  ,-7.85  ,-9.93  ,-4.87  ,-2.95
201306  ,-5.40  ,-4.16  ,-3.45   ,3.15   ,0.86   ,1.39
201307   ,4.09   ,3.43   ,4.61   ,0.55   ,0.56   ,2.14
201308  ,-2.46  ,-1.96  ,-2.28  ,-2.14  ,-2.18  ,-3.21
201309  ,12.58  ,10.32   ,9.48   ,8.68   ,8.61   ,8.27
201310  ,-0.85   ,0.41   ,0.53  ,-0.02   ,0.26  ,-0.93
201311  ,-1.11  ,-1.33  ,-0.64   ,0.54   ,1.96   ,1.29
201312   ,1.07   ,0.63   ,2.10   ,0.21   ,0.99   ,0.92
201401   ,2.07   ,1.49   ,3.65  ,-3.83  ,-3.55  ,-2.44
201402  ,-2.67  ,-1.82  ,-3.16  ,-1.36  ,-0.34   ,0.49
201403   ,0.85   ,0.41  ,-0.28  ,-0.56  ,-1.21  ,-2.03
201404  ,-2.83  ,-1.94  ,-0.84  ,-3.49  ,-2.68  ,-1.32
201405   ,1.99   ,3.20   ,2.73   ,4.24   ,3.68   ,4.11
201406   ,7.78   ,8.25   ,8.52   ,6.52   ,5.48   ,4.66
201407   ,0.53   ,1.14   ,1.80  ,-0.61   ,1.11   ,1.22
201408   ,1.03   ,0.54   ,0.07  ,-2.36  ,-2.13  ,-2.39
201409  ,-2.64  ,-1.87  ,-2.73  ,-1.84   ,0.37  ,-1.76
201410  ,-4.48  ,-3.88  ,-5.31  ,-2.08  ,-2.57  ,-0.69
201411  ,-0.86  ,-3.17  ,-0.58   ,0.12   ,1.34  ,-1.38
201412   ,0.85   ,1.70   ,0.86  ,-0.88  ,-0.80  ,-1.43
201501   ,1.96   ,2.60   ,3.54   ,0.61   ,2.41   ,4.93
201502   ,2.11   ,1.59   ,1.99   ,7.84   ,5.68   ,4.68
201503   ,0.52   ,1.45   ,4.06   ,1.31   ,2.83   ,1.26
201504   ,3.21   ,2.86   ,2.41   ,5.63   ,2.65   ,3.31
201505  ,-0.33  ,-0.62   ,0.17   ,2.28   ,1.19  ,-0.10
201506   ,1.46   ,2.16   ,4.19  ,-1.17  ,-1.91   ,0.29
201507  ,-1.39   ,0.15   ,2.13   ,1.28  ,-0.26   ,2.45
201508  ,-3.22  ,-1.80  ,-4.76  ,-4.73  ,-5.89  ,-5.57
201509  ,-3.71  ,-3.55  ,-3.15  ,-6.88  ,-5.55  ,-7.48
201510   ,4.99   ,5.44   ,4.47   ,9.58   ,9.44  ,10.24
201511   ,1.18   ,1.76   ,2.94  ,-1.85   ,0.16  ,-0.13
201512   ,0.51   ,1.60   ,1.11  ,-0.14   ,0.22   ,0.84
201601  ,-7.16  ,-7.04  ,-6.97 ,-10.25  ,-8.57  ,-4.86
201602  ,-0.28  ,-0.72  ,-0.42  ,-2.77  ,-2.82  ,-0.80
201603   ,7.11   ,7.99   ,9.09   ,5.65   ,4.52   ,4.47
201604   ,5.57   ,4.25   ,3.50   ,6.06   ,5.15   ,4.83
201605  ,-0.78  ,-0.17  ,-0.33  ,-0.42  ,-1.25  ,-1.28
201606  ,-1.12  ,-0.35  ,-0.43  ,-4.73  ,-3.03  ,-1.03
201607   ,7.12   ,7.38   ,3.84   ,7.99   ,7.39   ,5.48
201608  ,-2.96  ,-2.66  ,-2.97  ,-0.34  ,-1.02  ,-1.41
201609   ,5.13   ,6.25   ,7.21   ,2.38   ,2.38   ,2.27
201610   ,2.34   ,2.81   ,2.04   ,1.51   ,2.19   ,0.98
201611  ,-4.04  ,-4.10  ,-5.71  ,-1.65  ,-4.00  ,-5.10
201612   ,1.98   ,1.53   ,2.47   ,1.13   ,1.08   ,1.60
201701   ,5.53   ,5.87   ,5.51   ,3.57   ,4.57   ,2.91
