date,all,hist_mean,ddm,cross_section,time_series,surveys,RF,recession
01-Jan-1960,-6.61,9.77,0.38,15.41,6.31,,3.48,-100
01-Feb-1960,-5.52,9.83,0.37,15.25,5.52,,3.69,-100
01-Mar-1960,-4.99,9.87,0.39,15.13,5.22,,3.77,-100
01-Apr-1960,-5.43,9.88,0.39,14.97,6.06,,3.55,-100
01-May-1960,-5.94,9.88,0.39,14.83,6.88,,3.57,100
01-Jun-1960,-5.31,9.86,0.38,14.69,6.61,,3.36,100
01-Jul-1960,-4.55,9.83,0.38,14.61,6.1,,2.96,100
01-Aug-1960,-4.48,9.8,0.38,14.58,6.17,,2.71,100
01-Sep-1960,-4.6,9.78,0.38,14.47,6.51,,2.33,100
01-Oct-1960,-4.28,9.72,0.37,14.39,6.48,,2.39,100
01-Nov-1960,-3.5,9.66,0.39,14.33,5.85,,2.11,100
01-Dec-1960,-3.49,9.59,0.37,14.29,6.01,,1.95,100
01-Jan-1961,-3,9.54,0.39,14.37,5.42,,2.07,100
01-Feb-1961,-2.57,9.46,0.37,14.45,4.96,,2.01,100
01-Mar-1961,-2.98,9.37,0.38,14.67,5.02,,2.09,-100
01-Apr-1961,-3.59,9.29,0.38,14.9,5.19,,1.99,-100
01-May-1961,-3.55,9.22,0.4,15.09,4.83,,2.09,-100
01-Jun-1961,-3.54,9.16,0.39,15.17,4.75,,2.17,-100
01-Jul-1961,-3.53,9.1,0.37,15.19,4.8,,2.15,-100
01-Aug-1961,-3.95,9.02,0.36,15.21,5.28,,2.15,-100
01-Sep-1961,-3.99,8.97,0.38,15.16,5.44,,2.09,-100
01-Oct-1961,-3.73,8.9,0.37,15.15,5.27,,2.13,-100
01-Nov-1961,-4.85,8.84,0.36,15.16,6.41,,2.07,-100
01-Dec-1961,-1.31,8.78,-0.36,15.21,5.24,,2.05,-100
01-Jan-1962,0.63,8.73,0.92,15.18,4.91,,2.17,-100
01-Feb-1962,0.31,8.74,0.86,15.14,5.25,,2.29,-100
01-Mar-1962,0.39,8.77,0.84,15.1,5.16,,2.35,-100
01-Apr-1962,0.08,8.82,0.77,14.96,5.63,,2.41,-100
01-May-1962,0.5,8.88,0.72,14.68,5.43,,2.59,-100
01-Jun-1962,1.08,8.95,0.7,14.32,5.25,,2.61,-100
01-Jul-1962,1.26,9.01,0.69,14.05,5.5,,2.67,-100
01-Aug-1962,1.87,9.01,0.66,13.78,5.17,,2.74,-100
01-Sep-1962,2.57,9.02,0.7,13.48,4.93,,2.76,-100
01-Oct-1962,2.67,9.03,0.69,13.24,5.31,,2.82,-100
01-Nov-1962,2.47,9.05,0.63,13.22,5.47,,2.74,-100
01-Dec-1962,3.65,9.07,0.54,13.33,4.99,,2.8,-100
01-Jan-1963,2.73,9.1,0.75,13.43,4.85,,2.76,-100
01-Feb-1963,2.43,9.14,0.71,13.47,5.34,,2.76,-100
01-Mar-1963,2.4,9.17,0.73,13.61,5.05,,2.8,-100
01-Apr-1963,1.75,9.19,0.82,13.81,5.59,,2.8,-100
01-May-1963,2.55,9.19,0.99,13.89,4.76,,2.88,-100
01-Jun-1963,4.19,9.11,1.28,13.93,3.14,,2.88,-100
01-Jul-1963,5.19,8.99,1.24,13.91,1.73,,2.92,-100
01-Aug-1963,5.17,8.87,1.18,13.98,1.51,,2.96,-100
01-Sep-1963,5.32,8.77,1.19,13.99,1.49,,3.04,-100
01-Oct-1963,5.95,8.67,1.26,13.97,1.02,,3.12,-100
