date,XS_Mean,XS_Std_dev,perc_25,perc_75,IQR,Max,Min,RF,recession
01-Jan-1960,13.69,3.31,12.64,15.75,3.11,17.24,6.6,3.1,-100
01-Feb-1960,13.27,3.72,10.99,15.71,4.72,17.81,6.37,3.21,-100
01-Mar-1960,15.7,6.42,12.83,17,4.17,28.94,6.29,3.34,-100
01-Apr-1960,14.99,5.17,12.67,17.19,4.52,23.78,5.83,3.33,-100
01-May-1960,15.59,6.43,12.74,17.31,4.56,28.39,5.74,3.38,100
01-Jun-1960,14.26,4.66,12.17,17.38,5.21,19.67,4.97,3.37,100
01-Jul-1960,15.22,7.02,11.74,17.36,5.62,28.88,4.41,3.25,100
01-Aug-1960,13.5,4.75,11.3,16.11,4.8,19.24,3.82,3.23,100
01-Sep-1960,12.64,4.89,10.43,15.33,4.89,19.12,3.21,3.07,100
01-Oct-1960,12.72,5.17,9.88,15.27,5.39,18.72,2.8,2.99,100
01-Nov-1960,13.66,7.36,8.94,16.77,7.83,25.9,2.13,2.86,100
01-Dec-1960,12.75,6.58,8.3,16.48,8.18,20.95,1.71,2.67,100
01-Jan-1961,11.59,5.91,7.75,15.17,7.42,17.15,1.52,2.53,100
01-Feb-1961,11.23,6.37,6.81,15.18,8.37,16.49,0.96,2.38,100
01-Mar-1961,11.9,6.6,7.14,15.52,8.38,18.74,1.29,2.22,-100
01-Apr-1961,11.43,6.74,6.64,15.24,8.6,17.36,0.53,2.2,-100
01-May-1961,11.51,7.23,6.51,15.27,8.76,19.55,-0.17,2.11,-100
01-Jun-1961,11.49,7.68,6.39,15.28,8.9,21.03,-0.97,2.07,-100
01-Jul-1961,10.58,6.49,6.47,15.04,8.57,15.37,-0.23,2.12,-100
01-Aug-1961,9.42,6.98,3.76,15.07,11.31,15.39,-2.19,2.09,-100
01-Sep-1961,9.47,6.82,4.13,15.11,10.98,15.43,-1.8,2.1,-100
01-Oct-1961,9.98,6.07,5.24,15.16,9.91,15.48,0.71,2.07,-100
01-Nov-1961,9.32,6.31,2.76,15.2,12.45,15.53,0.93,2.09,-100
01-Dec-1961,7.84,6.29,2.92,15.03,12.11,15.55,0.84,2.12,-100
01-Jan-1962,6.62,6.84,0.64,14.29,13.64,15.55,-0.85,2.17,-100
01-Feb-1962,7.25,6.73,0.89,14.28,13.39,15.54,-0.29,2.23,-100
01-Mar-1962,7.75,6.54,1.36,14.4,13.04,15.52,-0.22,2.23,-100
01-Apr-1962,7.68,6.34,1.43,14.24,12.81,15.48,-0.26,2.28,-100
01-May-1962,9.58,9.88,1.41,15.2,13.78,32.64,-0.32,2.34,-100
01-Jun-1962,7.74,6.35,1.46,14.14,12.68,15.33,-0.39,2.34,-100
01-Jul-1962,7.02,6.33,1.16,14.09,12.93,15.25,-0.39,2.44,-100
01-Aug-1962,7.72,6.37,1.39,14.15,12.76,15.18,-0.33,2.53,-100
01-Sep-1962,7.53,6.27,1.35,13.99,12.64,15.1,-0.26,2.57,-100
01-Oct-1962,8.46,6.92,1.55,14.81,13.25,18.88,-0.2,2.63,-100
01-Nov-1962,8.27,6.36,1.52,14.74,13.22,15.23,-0.21,2.68,-100
01-Dec-1962,7.23,5.87,2.84,13.02,10.18,14.87,-0.09,2.72,-100
01-Jan-1963,8.24,6.68,1.41,14.62,13.21,17.02,0.01,2.73,-100
01-Feb-1963,7.48,6.49,0.7,13.79,13.09,14.76,-0.02,2.76,-100
01-Mar-1963,6.94,6.61,0.72,13.76,13.03,14.71,-1.69,2.8,-100
01-Apr-1963,7.29,7.18,0.92,14.22,13.3,14.69,-3.4,2.83,-100
01-May-1963,7.4,7.57,1.21,14.5,13.3,16.07,-4.92,2.83,-100
01-Jun-1963,6.7,7.01,1.23,13.77,12.54,14.74,-5.55,2.86,-100
01-Jul-1963,6.44,6.91,1.26,13.77,12.5,14.75,-4.84,2.86,-100
01-Aug-1963,6.07,7.06,0.72,13.77,13.05,14.78,-4.35,2.88,-100
01-Sep-1963,5.63,7.62,0.46,13.79,13.33,14.82,-6.74,2.94,-100
01-Oct-1963,7.05,7.43,0.87,14.15,13.28,14.86,-6.1,2.98,-100
01-Nov-1963,5.79,7.47,0.69,13.8,13.1,14.87,-6.82,3.05,-100
01-Dec-1963,4.61,7.86,0.28,12.49,12.21,14.87,-9.63,3.11,-100
01-Jan-1964,5.02,8.39,-0.19,13.78,13.97,14.88,-10.19,3.16,-100
01-Feb-1964,4.73,7.97,0.36,13.1,12.74,14.89,-7.68,3.2,-100
01-Mar-1964,4.71,7.99,0.26,13.09,12.83,14.9,-8.41,3.28,-100
01-Apr-1964,3.97,8.6,-2.44,13.07,15.51,14.9,-8.37,3.32,-100
01-May-1964,5.75,7.21,0.57,13.06,12.48,14.89,-6,3.34,-100
01-Jun-1964,5.82,7.01,0.72,13.06,12.34,14.9,-5.03,3.41,-100
01-Jul-1964,7.78,6.73,1.09,14.65,13.56,16.94,-1.88,3.44,-100
01-Aug-1964,8.4,7.16,1.45,14.65,13.19,21.83,0.67,3.47,-100
01-Sep-1964,8.57,7.59,2.05,14.66,12.61,24.11,0.59,3.48,-100
01-Oct-1964,8.77,8.21,1.11,14.66,13.55,26.92,0.63,3.48,-100
01-Nov-1964,9.35,8.46,2.05,14.67,12.62,29.37,0.63,3.51,-100
01-Dec-1964,8.67,7.71,2.86,13.84,10.98,28.56,0.54,3.53,-100
01-Jan-1965,8.52,8.33,0.65,14.6,13.95,27.16,-0.05,3.51,-100
01-Feb-1965,8.56,8.02,0.92,14.6,13.68,26.01,-1.21,3.55,-100
01-Mar-1965,8.44,7.95,0.91,14.6,13.69,25.34,-1.73,3.6,-100
01-Apr-1965,8.41,7.83,0.88,14.6,13.71,25.03,-1.11,3.62,-100
01-May-1965,10.14,10.14,0.86,14.83,13.97,30.97,-3.47,3.67,-100
01-Jun-1965,8.13,8.02,0.98,14.57,13.59,24.2,-4.38,3.72,-100
01-Jul-1965,8.57,7.97,0.85,14.54,13.69,23.73,-3.92,3.73,-100
01-Aug-1965,8.72,7.81,0.92,14.53,13.61,23.94,-2.63,3.78,-100
01-Sep-1965,8.12,7.85,0.82,14.52,13.7,23.51,-3.94,3.82,-100
01-Oct-1965,7.86,7.99,0.73,14.51,13.79,23.06,-5.18,3.84,-100
01-Nov-1965,8.13,7.92,0.66,14.51,13.85,22.73,-4.86,3.9,-100
01-Dec-1965,7.12,7.42,1.19,13.81,12.62,22.54,-4.25,3.92,-100
01-Jan-1966,7.63,7.84,0.48,14.5,14.02,21.91,-5.02,4.02,-100
01-Feb-1966,7.61,8.03,0.16,14.48,14.32,21.35,-6.51,4.07,-100
01-Mar-1966,7.78,7.98,0.53,14.46,13.94,20.86,-6.93,4.09,-100
01-Apr-1966,7.33,8.01,0.44,14.44,14,20.35,-7.71,4.13,-100
01-May-1966,7.34,8.02,0.43,14.41,13.98,19.81,-8.25,4.23,-100
01-Jun-1966,7.74,8.15,0.55,14.39,13.84,19.3,-8.51,4.26,-100
01-Jul-1966,7.37,7.73,0.54,14.37,13.83,18.47,-7.67,4.3,-100
01-Aug-1966,6.79,8,0.19,14.31,14.12,17.48,-9.4,4.39,-100
01-Sep-1966,6.74,7.41,0.5,14.18,13.68,16.84,-8.41,4.48,-100
01-Oct-1966,6.71,7.42,0.48,14.13,13.65,16.33,-8.92,4.63,-100
01-Nov-1966,6.76,7.49,0.36,14.08,13.72,15.85,-9.61,4.68,-100
01-Dec-1966,6.67,6.93,1.46,12.92,11.46,15.34,-9.5,4.75,-100
01-Jan-1967,6.98,7,1.04,13.99,12.95,14.94,-8.14,4.8,-100
01-Feb-1967,6.95,7.19,0.93,13.96,13.03,14.49,-9.33,4.81,-100
01-Mar-1967,6.77,7.08,1.45,13.94,12.49,14.29,-9.46,4.82,-100
01-Apr-1967,6.88,7.05,1.05,13.13,12.08,14.27,-9.07,4.8,-100
01-May-1967,6.68,7,1.39,12.48,11.09,14.26,-9.38,4.72,-100
01-Jun-1967,6,7.25,1.08,11.69,10.61,14.25,-10.07,4.6,-100
01-Jul-1967,7.08,7.18,0.88,13.94,13.07,16.45,-6.65,4.56,-100
01-Aug-1967,6.27,6.59,1.03,11.64,10.61,14.29,-6.39,4.46,-100
01-Sep-1967,5.76,7.03,1.12,11.6,10.49,14.33,-7.32,4.38,-100
01-Oct-1967,5.3,7.29,0.8,11.55,10.75,14.35,-9.16,4.31,-100
01-Nov-1967,5.15,7.74,0.47,11.49,11.02,14.37,-10.24,4.27,-100
01-Dec-1967,4.49,7.38,0.77,11.13,10.36,14.4,-10.64,4.2,-100
01-Jan-1968,4.36,8,0.37,11.39,11.03,14.39,-10.07,4.17,-100
01-Feb-1968,3.84,8.54,0.14,11.35,11.21,14.37,-11.78,4.2,-100
01-Mar-1968,3.91,8.54,-0.2,11.31,11.51,14.35,-12.75,4.19,-100
01-Apr-1968,4.07,7.83,-0.3,11.29,11.59,14.34,-10.16,4.3,-100
01-May-1968,4.19,7.71,-0.54,11.26,11.81,14.34,-8.48,4.43,-100
01-Jun-1968,4.55,7.06,-0.32,11.25,11.58,14.34,-7.06,4.59,-100
01-Jul-1968,4.82,6.78,-0.15,11.24,11.39,14.32,-5.97,4.77,-100
