date,model01,model02,model03,model04,model05,model06,model07,model08,model09,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20,RF,recession,zeros,ModelNum
,historical mean as far back as data allows,historical mean using last five years,E/P minus nominal 10yr yield,Shiller: 1/CAPE minus nominal 10yr yield,E/P minus real 10yr yield,expected E/P minus real 10yr yield,expected E/P minus nominal 10yr yield,Two-stage DDM,6 stage DDM by Damodaran,6 stage free cash flow DDM by Damodaran,fama-french,fama-french and momentum,"fama-french, momentum and inflation","Adrian, Crump, and Moench",Time-series predictor is D/P,Best predictor in Goyal and Welch,Best predictor in Campbell and Thompson,Best predictor in Fama French 2002,Baker Wurgler sentiment measure,Duke survey of CFOs,,,,
01-Dec-2012,8.18,3.53,5.21,3.09,7.75,10.74,8.2,5.46,2.47,5.78,11.85,12.28,12.19,16.12,0.42,4.57,4.57,6.15,5.07,,0.22,-100,0,20
01-Jan-2013,8.17,3.41,4.67,2.69,7.3,10.01,7.38,5.02,,,11.86,12.29,12.19,16.17,0.22,4,4,6.14,5.06,4.84,0.19,-100,0,19
01-Feb-2013,8.17,3.32,4.58,2.7,7.04,9.56,7.1,5,,,11.86,12.29,12.19,16.26,0.05,3.52,3.52,6.13,5.03,,0.19,-100,0,18
01-Mar-2013,8.16,3.22,4.47,2.66,6.93,9.52,7.06,4.9,,,11.86,12.29,12.19,16.33,-0.07,3.1,3.1,6.12,5.03,,0.18,-100,0,18
01-Apr-2013,8.17,3.25,4.69,2.89,7.04,10.16,7.81,5.04,,,11.87,12.29,12.2,16.37,0.1,3.6,3.6,6.12,5.06,6.76,0.16,-100,0,19
01-May-2013,8.16,3.18,4.43,2.62,6.95,9.82,7.3,4.7,,,11.88,12.31,12.22,16.33,0.05,3.4,3.4,6.11,5.05,,0.15,-100,0,18
01-Jun-2013,8.16,2.96,4.14,2.35,6.41,8.98,6.71,4.44,,,11.89,12.32,12.23,16.35,0.11,3.47,3.47,6.1,5.04,,0.17,-100,0,18
01-Jul-2013,8.15,2.72,3.87,2.16,6.01,8.96,6.82,4.26,,,11.91,12.34,12.24,16.41,0.46,4.25,4.25,6.08,5.02,5.14,0.16,-100,0,19
01-Aug-2013,8.15,2.47,3.45,1.89,5.68,8.49,6.26,3.96,,,11.92,12.34,12.25,16.52,0.36,3.84,3.84,6.07,5.04,,0.14,-100,0,18
01-Sep-2013,8.16,2.62,3.39,1.95,5.37,8.69,6.71,4.08,,,11.93,12.35,12.26,16.67,1.29,5.95,5.95,6.09,5.09,,0.16,-100,0,18
01-Oct-2013,8.18,2.83,3.45,2.06,5.59,8.65,6.51,4.3,,,11.95,12.37,12.28,16.72,1.5,6.26,6.26,6.11,5.12,4.9,0.14,-100,0,19
01-Nov-2013,8.19,2.98,3.45,2.04,5.65,8.17,5.97,4.41,,,11.97,12.39,12.3,16.62,1.41,5.9,5.9,6.13,5.16,,0.14,-100,0,18
01-Dec-2013,8.2,3.16,3.04,1.67,5.34,7.75,5.45,4.1,2.03,4.96,11.99,12.41,12.32,16.51,1.45,5.76,5.76,6.13,5.14,,0.15,-100,0,20
01-Jan-2014,8.21,3.36,3.17,1.9,5.21,7.17,5.13,4.38,,,12,12.42,12.33,16.46,1.5,5.63,5.63,6.14,5.15,5.47,0.15,-100,0,19
01-Feb-2014,8.22,3.68,3.09,1.87,5.2,7.59,5.48,4.39,,,12.01,12.44,12.35,16.44,1.32,5.08,5.08,6.14,5.2,,0.13,-100,0,18
01-Mar-2014,8.22,4.01,2.9,1.73,5.07,7.28,5.11,4.37,,,12.02,12.45,12.36,16.43,1.14,4.61,4.61,6.13,5.24,,0.12,-100,0,18
01-Apr-2014,8.23,4.34,2.91,1.76,5.04,7.71,5.58,4.57,,,12.03,12.46,12.37,16.45,1.06,4.42,4.42,6.13,5.25,5.17,0.12,-100,0,19
01-May-2014,8.24,4.69,2.93,1.79,5.04,7.82,5.71,4.75,,,12.04,12.46,12.37,16.48,1.19,4.66,4.66,6.13,5.26,,0.1,-100,0,18
01-Jun-2014,8.25,5.2,3.02,1.83,5.18,7.7,5.54,4.94,,,12.05,12.47,12.39,16.39,1.57,5.36,5.36,6.14,5.3,,0.1,-100,0,18
01-Jul-2014,8.27,5.79,2.87,1.68,5.17,7.62,5.32,4.9,,,12.05,12.48,12.39,16.29,1.8,5.7,5.7,6.16,5.35,5.27,0.13,-100,0,19
01-Aug-2014,8.28,6.48,3.16,1.93,5.29,7.82,5.69,5.3,,,12.06,12.49,12.4,16.17,1.73,5.36,5.36,6.17,5.38,,0.11,-100,0,18
01-Sep-2014,8.3,7.01,3.01,1.75,5.07,7.13,5.07,5.69,,,12.06,12.49,12.4,16.03,1.65,5.05,5.05,6.18,5.4,,0.12,-100,0,18
01-Oct-2014,8.31,7.62,3.14,1.85,5.11,7.33,5.36,6.56,,,12.06,12.49,12.41,16,1.59,4.77,4.77,6.18,5.42,5.97,0.12,-100,0,19
01-Nov-2014,8.32,8.58,3.22,1.88,4.95,7.11,5.38,7.56,,,12.06,12.49,12.41,15.93,1.77,4.95,4.95,6.19,5.44,,0.15,-100,0,18
01-Dec-2014,8.34,9.73,3.27,1.85,4.93,6.91,5.25,8.02,2.24,5.78,12.06,12.49,12.41,15.85,2.19,5.53,5.53,6.21,5.48,,0.15,-100,0,20
01-Jan-2015,8.36,10.88,3.82,2.34,5.23,6.77,5.36,8.95,,,12.06,12.48,12.4,15.77,2.23,5.29,5.29,6.23,5.54,5.6,0.29,-100,0,19
01-Feb-2015,8.38,11.9,3.53,2.07,5.27,7.05,5.31,9.29,,,12.06,12.48,12.4,15.66,2.11,4.78,4.78,6.25,5.54,,0.2,-100,0,18
01-Mar-2015,8.39,12.93,3.46,2.07,5.12,6.69,5.03,9.09,,,12.06,12.48,12.4,15.61,2.06,4.69,4.69,6.26,5.57,,0.27,-100,0,18
01-Apr-2015,8.4,13.99,3.36,1.98,5.33,7.5,5.53,8.99,,,12.05,12.48,12.4,15.52,1.99,4.42,4.42,6.26,5.6,5.1,0.29,-100,0,19
01-May-2015,8.42,14.95,3.26,1.89,5.05,7.24,5.45,8.82,,,12.06,12.48,12.4,15.48,2.01,4.3,4.3,6.27,5.63,,0.28,-100,0,18
01-Jun-2015,8.43,15.8,2.91,1.56,4.76,7.01,5.16,7.95,,,12.05,12.47,12.39,15.53,1.82,3.68,3.68,6.27,5.65,,0.3,-100,0,18
01-Jul-2015,8.44,16.66,3.03,1.67,4.73,7.2,5.5,7.7,,,12.05,12.47,12.39,15.59,2.04,4.09,4.09,6.27,5.69,3.35,0.32,-100,0,19
01-Aug-2015,8.45,17.4,3.1,1.69,4.75,6.93,5.28,7.5,,,12.04,12.46,12.38,15.67,1.95,3.67,3.67,6.28,5.73,,0.35,-100,0,18
01-Sep-2015,8.46,18.04,3.21,1.8,4.62,6.96,5.55,5.41,,,12.03,12.44,12.36,15.86,2.06,3.8,3.8,6.28,5.74,,0.42,-100,0,18
01-Oct-2015,8.47,18.58,3.31,1.81,4.9,7.21,5.62,4.29,,,12.02,12.43,12.35,15.94,2.1,3.76,3.76,6.29,5.78,3.98,0.37,-100,0,19
01-Nov-2015,8.48,18.6,2.91,1.55,4.43,6.44,4.92,3.27,,,12.01,12.42,12.34,16.04,2.07,3.47,3.47,6.28,5.77,,0.46,-100,0,18
01-Dec-2015,8.49,18.44,2.77,1.46,4.31,6.31,4.77,3.01,2.46,6.12,12,12.41,12.33,16.15,1.9,2.86,2.86,6.29,5.8,,0.66,-100,0,20
01-Jan-2016,8.49,18.2,3.1,1.83,4.37,6.15,4.88,3.2,,,11.98,12.39,12.31,16.36,1.88,2.72,2.72,6.29,5.83,2.47,0.79,-100,0,19
01-Feb-2016,8.5,17.88,3.12,1.96,4.39,6.74,5.47,3.17,,,11.96,12.37,12.29,16.55,1.89,2.74,2.74,6.29,5.84,,0.66,-100,0,18
01-Mar-2016,8.51,17.51,3.04,1.96,4.48,6.92,5.48,3.01,,,11.94,12.35,12.27,16.62,2.02,2.97,2.97,6.29,5.87,,0.7,-100,0,18
01-Apr-2016,8.51,16.81,2.91,1.9,4.55,7.15,5.51,2.82,,,11.93,12.34,12.26,16.67,1.96,2.71,2.71,6.28,5.89,3.48,0.61,-100,0,19
01-May-2016,8.52,16.32,2.79,1.89,4.42,7.2,5.57,2.67,,,11.92,12.32,12.24,16.7,2.06,2.87,2.87,6.28,5.87,,0.59,-100,0,18
01-Jun-2016,8.52,16.1,3.1,2.28,4.42,7.18,5.86,2.93,,,11.9,12.31,12.23,16.65,2.06,2.77,2.77,6.28,5.91,,0.72,-100,0,18
01-Jul-2016,8.52,15.94,3.07,2.33,4.49,7.33,5.91,2.86,,,11.89,12.3,12.22,16.52,1.96,2.31,2.31,6.27,5.93,3.55,0.51,-100,0,19
01-Aug-2016,8.52,15.78,3,2.31,4.49,7.29,5.8,2.7,,,11.89,12.3,12.22,16.35,1.95,2.12,2.12,6.26,5.9,,0.57,-100,0,18
01-Sep-2016,8.52,15.71,3.14,2.48,4.62,7.7,6.22,2.67,,,11.89,12.3,12.22,16.09,2.06,2.28,2.28,6.25,5.9,,0.67,-100,0,18
01-Oct-2016,8.51,15.54,2.64,2.08,4.38,7.88,6.14,2.25,,,11.88,12.29,12.21,15.93,2.01,2.04,2.04,6.23,5.87,4.41,0.66,-100,0,19
01-Nov-2016,8.51,15.45,1.92,1.44,3.97,8.06,6.01,1.57,,,11.88,12.28,12.2,15.82,2.27,2.63,2.63,6.21,5.86,,0.68,-100,0,18
01-Dec-2016,8.5,15.31,1.83,1.4,3.72,7.7,5.81,1.46,2.41,5.69,11.88,12.28,12.2,15.67,1.98,1.52,1.52,6.19,5.86,,0.87,-100,0,20
01-Jan-2017,8.5,15.1,2.06,1.68,4.09,7.1,5.07,1.55,,,11.89,12.29,12.21,15.39,2,1.38,1.38,6.17,5.86,5.23,0.9,-100,0,19
01-Feb-2017,8.49,14.77,2.18,1.81,4.14,7.08,5.12,1.62,,,11.9,12.31,12.22,15.1,2.12,1.6,1.6,6.14,5.82,,0.87,-100,0,18
01-Mar-2017,8.47,14.26,1.88,1.54,3.79,6.82,4.91,1.46,,,11.91,12.31,12.23,14.81,2.01,1.19,1.19,6.1,5.8,,0.97,-100,0,18
01-Apr-2017,8.46,13.99,1.87,1.57,3.77,8.04,6.14,1.52,,,11.91,12.31,12.23,14.52,2.08,1.39,1.39,6.08,5.8,4.62,1.06,-100,0,19
01-May-2017,8.46,13.78,1.98,1.68,3.72,8.2,6.46,1.59,,,11.91,12.32,12.24,14.17,2.1,1.34,1.34,6.05,5.78,,1.11,-100,0,18
01-Jun-2017,8.45,13.42,1.85,1.56,3.7,8.2,6.35,1.48,,,11.92,12.32,12.24,13.79,2.09,1.33,1.33,6.03,5.77,,1.19,-100,0,18
01-Jul-2017,8.44,13.09,1.74,1.45,3.49,8.55,6.8,1.45,,,11.92,12.32,12.24,13.47,2.18,1.57,1.57,6,5.77,4.25,1.26,-100,0,19
01-Aug-2017,8.44,12.74,1.92,1.59,3.61,8.66,6.97,1.62,,,11.93,12.33,12.25,13.17,2.25,1.66,1.66,5.99,5.78,,1.24,-100,0,18
01-Sep-2017,8.44,12.69,1.77,1.41,3.73,8.91,6.95,1.46,,,11.93,12.33,12.25,12.82,2.48,2.21,2.21,5.98,5.79,,1.24,-100,0,18
01-Oct-2017,8.44,12.8,1.78,1.39,3.66,8.7,6.82,1.49,,,11.94,12.34,12.26,12.42,2.87,3.15,3.15,5.97,5.78,5.26,1.33,-100,0,19
01-Nov-2017,8.44,12.84,1.78,1.3,3.7,8.62,6.7,1.5,,,11.95,12.35,12.27,11.95,2.64,2.39,2.39,5.96,5.79,,1.46,-100,0,18
01-Dec-2017,8.44,12.86,1.73,1.19,3.63,8.51,6.61,1.51,2.36,5.08,11.96,12.35,12.27,11.47,2.5,1.83,1.83,5.95,5.78,,1.63,-100,0,20
01-Jan-2018,8.44,13.01,1.44,0.84,3.62,7.47,5.29,1.23,,,11.97,12.36,12.28,10.92,2.65,2.05,2.05,5.94,5.79,4.12,1.76,-100,0,19
01-Feb-2018,8.45,13.29,1.27,0.62,3.38,6.89,4.78,1.09,,,11.97,12.37,12.29,10.46,3.22,3.43,3.43,5.96,5.82,,1.91,-100,0,18
01-Mar-2018,8.46,13.61,1.42,0.7,3.41,7.29,5.3,1.25,,,11.97,12.37,12.29,10.06,3.34,3.62,3.62,5.97,5.86,,2.04,-100,0,18
01-Apr-2018,8.47,13.77,1.3,0.51,3.51,8.49,6.28,1.1,,,11.97,12.37,12.29,9.7,2.96,2.6,2.6,5.98,5.87,3.78,2.1,-100,0,19
01-May-2018,8.48,13.91,1.41,0.58,3.4,8.54,6.55,1.24,,,11.98,12.37,12.29,9.36,2.82,2.21,2.21,5.99,5.87,,2.25,-100,0,18
01-Jun-2018,8.49,14.16,1.37,0.51,3.43,8.5,6.44,1.24,,,11.98,12.37,12.29,9.03,2.91,2.41,2.41,6,5.9,,2.28,-100,0,18
01-Jul-2018,8.5,14.37,1.28,0.37,3.47,8.52,6.33,1.15,,,11.98,12.37,12.3,8.7,2.91,2.34,2.34,6.01,5.91,3.82,2.33,-100,0,19
01-Aug-2018,8.5,14.54,1.42,0.48,3.49,8.28,6.21,1.3,,,11.99,12.38,12.3,8.29,2.75,1.72,1.72,6.02,5.92,,2.45,-100,0,18
01-Sep-2018,8.51,14.43,1.2,0.26,3.37,8.1,5.93,1.11,,,11.99,12.38,12.31,7.88,2.74,1.56,1.56,6.02,5.94,,2.45,-100,0,18
01-Oct-2018,8.51,14.27,1.04,0.08,3.15,7.98,5.87,0.99,,,11.98,12.38,12.3,7.56,2.83,1.76,1.76,6.03,5.99,2,2.62,-100,0,19
01-Nov-2018,8.52,14.24,1.15,0.18,3.05,8.69,6.79,1.14,,,11.97,12.37,12.29,7.34,2.94,1.95,1.95,6.05,6,,2.69,-100,0,18
01-Dec-2018,8.53,14.31,1.4,0.43,3.07,8.66,6.99,1.44,2.5,5.96,11.95,12.35,12.28,7.24,2.93,1.75,1.75,6.06,6.03,,2.7,-100,0,20
01-Jan-2019,8.54,14.34,1.31,0.37,3.02,9.06,7.35,1.46,,,11.94,12.34,12.26,7.2,2.75,1.04,1.04,6.08,,2.49,2.57,-100,0,18
01-Feb-2019,8.56,14.45,1.4,0.39,3.33,8.51,6.58,1.48,,,11.93,12.33,12.25,7.03,2.74,0.96,0.96,6.1,,,2.53,-100,0,17
01-Mar-2019,8.56,14.48,1.79,0.73,3.54,8.44,6.69,1.84,,,11.92,12.32,12.25,6.86,2.65,0.57,0.57,6.11,,,2.55,-100,0,17
01-Apr-2019,8.57,14.48,1.84,0.72,3.75,8.91,7,1.84,,,11.92,12.32,12.25,6.62,2.6,0.29,0.29,6.12,,2.67,2.39,-100,0,18
01-May-2019,8.57,14.43,2.22,1.06,3.79,8.63,7.06,2.23,,,11.91,12.31,12.23,6.46,2.67,0.46,0.46,6.12,,,2.38,-100,0,17
01-Jun-2019,8.58,14.22,2.36,1.16,3.99,9.55,7.92,2.38,,,11.9,12.3,12.23,6.37,2.64,0.21,0.21,6.13,,,2.18,-100,0,17
01-Jul-2019,8.58,14.02,2.36,1.12,4.07,9.01,7.3,2.39,,,11.9,12.3,12.22,6.27,2.6,-0.07,0,6.13,,2.17,1.96,-100,0,18
01-Aug-2019,8.58,13.82,2.88,1.59,4.34,9.23,7.77,2.92,,,11.89,12.28,12.21,6.3,2.6,-0.2,0,6.14,,,1.92,-100,0,17
01-Sep-2019,8.59,13.73,2.72,1.39,4.29,9.39,7.82,2.73,,,11.88,12.27,12.2,6.35,2.67,-0.09,0,6.15,,,1.75,-100,0,17
01-Oct-2019,8.6,13.67,2.99,1.53,4.53,9.24,7.7,2.79,,,11.88,12.27,12.2,6.44,2.64,-0.21,0,6.16,,3.44,1.76,-100,0,18
01-Nov-2019,8.6,13.44,3.03,1.53,4.64,9.02,7.41,2.74,,,11.88,12.27,12.2,6.49,2.54,-0.71,0,6.15,,,1.61,-100,0,17
01-Dec-2019,8.59,13.01,3.21,1.61,4.99,8.74,6.96,2.76,,5.2,11.89,12.29,12.22,6.45,2.49,-0.96,0,6.15,,,1.68,-100,0,18
01-Jan-2020,8.58,12.45,3.57,2.01,5.04,8.03,6.56,3.15,,,11.89,12.29,12.23,6.4,2.36,-1.53,0,6.13,,,1.62,-100,0,17
01-Feb-2020,8.57,11.91,3.7,2.26,4.94,8.24,7,3.41,,,11.89,12.28,12.22,6.42,2.11,-2.42,0,6.1,,,1.48,-100,0,17
01-Mar-2020,8.56,11.57,4.07,2.68,4.89,9,8.18,3.8,,,11.86,12.26,12.2,7.2,2.32,-1.5,0,6.09,,,1.06,100,0,17
01-Apr-2020,8.56,11.25,3.99,2.68,5.08,11.08,9.99,3.78,,,11.84,12.24,12.18,,2.37,-1.32,0,6.08,,,0.25,100,0,16
01-May-2020,8.56,11.06,4.07,2.77,5.16,9.32,8.23,3.8,,,11.84,12.24,12.18,,2.53,-0.68,0,6.08,,,0.19,100,0,16
01-Jun-2020,8.56,10.87,4.01,2.75,5.21,8.87,7.67,3.74,,,11.83,12.23,12.17,,2.47,-0.85,0,6.07,,,0.19,100,0,16
