date,model01,model02,model03,model04,model05,model06,model07,model08,model09,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20,RF,recession,zeros,ModelNum
,historical mean as far back as data allows,historical mean using last five years,E/P minus nominal 10yr yield,Shiller: 1/CAPE minus nominal 10yr yield,E/P minus real 10yr yield,expected E/P minus real 10yr yield,expected E/P minus nominal 10yr yield,Two-stage DDM,6 stage DDM by Damodaran,6 stage free cash flow DDM by Damodaran,fama-french,fama-french and momentum,"fama-french, momentum and inflation","Adrian, Crump, and Moench",Time-series predictor is D/P,Best predictor in Goyal and Welch,Best predictor in Campbell and Thompson,Best predictor in Fama French 2002,Baker Wurgler sentiment measure,Duke survey of CFOs,,,,
01-Nov-2000,9.3,19.61,-2.22,-3.17,,,-2.31,-1.43,,,13.48,13.74,13.56,-10.71,-0.97,25.64,25.64,8.48,6.33,,6.17,-100,0,16
01-Dec-2000,9.31,19.93,-1.85,-2.86,,,-1.61,-1.07,1.65,2.87,13.45,13.71,13.53,-10.87,-1.44,25.41,25.41,8.5,6.48,,5.96,-100,0,18
01-Jan-2001,9.32,20.26,-1.81,-2.91,,,-1.98,-1.1,,,13.43,13.69,13.51,-10.9,-1.55,25.13,25.13,8.52,6.86,0.33,5.45,-100,0,17
01-Feb-2001,9.32,20.48,-1.38,-2.55,,,-1.85,-0.75,,,13.4,13.66,13.47,-10.82,-1.72,24.66,24.66,8.52,7.21,,4.68,-100,0,16
01-Mar-2001,9.32,20.6,-1.46,-2.62,,,-1.54,-0.81,,,13.36,13.61,13.43,-10.43,-1.64,24.13,24.13,8.51,7.11,,4.55,-100,0,16
01-Apr-2001,9.31,20.66,-1.86,-3.05,,,-1.35,-1.27,,,13.33,13.58,13.39,-9.85,-1.7,23.65,23.65,8.5,7.69,1.94,4.17,100,0,17
01-May-2001,9.31,20.56,-1.82,-3.05,,,-1.69,-1.29,,,13.3,13.55,13.36,-9.32,-1.82,23.13,23.13,8.49,7.04,,4.02,100,0,16
01-Jun-2001,9.3,20.38,-1.89,-3.08,,,-1.7,-1.32,,,13.27,13.51,13.32,-8.69,-1.79,22.57,22.57,8.47,7.43,,3.86,100,0,16
01-Jul-2001,9.3,20.21,-1.55,-2.73,,,-1.32,-0.96,,,13.24,13.48,13.29,-7.94,-1.72,22.15,22.15,8.46,7.67,0.89,3.88,100,0,17
01-Aug-2001,9.29,19.91,-1.31,-2.52,,,-1.03,-0.73,,,13.2,13.44,13.24,-7.07,-1.88,21.67,21.67,8.45,8.07,,3.51,100,0,16
01-Sep-2001,9.29,19.75,-0.98,-2.21,,,-0.62,-0.45,,,13.15,13.39,13.19,-5.86,-1.64,21.37,21.37,8.45,8.02,,3.32,100,0,16
01-Oct-2001,9.28,19.53,-0.44,-1.76,,,-0.14,-0.11,,,13.1,13.34,13.15,-4.59,-1.55,21.1,21.1,8.45,8.12,4.26,2.45,100,0,17
01-Nov-2001,9.28,19.21,-0.97,-2.2,,,-0.67,-0.64,,,13.07,13.31,13.12,-3.28,-1.44,20.74,20.74,8.44,8.25,,2.07,100,0,16
01-Dec-2001,9.26,18.71,-1.22,-2.39,,,-1.22,-0.95,1.73,3.62,13.04,13.29,13.1,-1.98,-1.74,20.23,20.23,8.4,8.77,,2.08,-100,0,18
01-Jan-2002,9.24,18.03,-1.33,-2.37,,,-1.67,-1.06,,,13,13.25,13.07,-0.79,-1.89,19.6,19.6,8.35,8.9,4.93,2.08,-100,0,17
01-Feb-2002,9.22,17.41,-1.17,-2.09,,,-1.43,-0.94,,,12.97,13.23,13.05,0.33,-1.92,18.98,18.98,8.31,8.91,,2.23,-100,0,16
01-Mar-2002,9.2,16.76,-1.46,-2.33,,,-1.82,-1.47,,,12.95,13.21,13.04,1.18,-1.83,18.41,18.41,8.26,9.29,,2.33,-100,0,16
01-Apr-2002,9.17,15.97,-1.29,-2,,,-1.94,-1.39,,,12.91,13.19,13.01,1.94,-2.08,17.57,17.57,8.19,8.55,2.37,2.75,-100,0,17
01-May-2002,9.14,15.24,-1.73,-2.15,,,-1.7,-1.65,,,12.87,13.15,12.99,2.76,-2.22,16.73,16.73,8.11,7.85,,2.29,-100,0,16
01-Jun-2002,9.12,14.67,-1.66,-1.84,,,-1.42,-1.59,,,12.82,13.12,12.96,3.63,-2.15,16.11,16.11,8.06,7.37,,2.33,-100,0,16
01-Jul-2002,9.09,14.06,-1.46,-1.4,,,-0.76,-1.4,,,12.76,13.07,12.92,4.63,-2.36,15.39,15.39,7.99,7.31,2.92,2.03,-100,0,17
01-Aug-2002,9.06,13.54,-1.26,-0.96,,,-0.05,-1.2,,,12.72,13.03,12.88,5.54,-2.48,14.6,14.6,7.92,6.93,,1.68,-100,0,16
01-Sep-2002,9.02,12.93,-0.65,-0.02,,,0.48,-0.74,,,12.67,12.99,12.85,6.09,-2.65,13.77,13.77,7.84,6.61,,1.72,-100,0,16
01-Oct-2002,8.98,12.22,-1.3,-0.43,,,0.65,-1.16,,,12.63,12.96,12.82,6.62,-2.77,12.75,12.75,7.74,6.21,5.15,1.55,-100,0,17
01-Nov-2002,8.95,11.56,-1.82,-0.89,,,0.16,-1.56,,,12.59,12.92,12.79,7.16,-2.67,11.9,11.9,7.66,5.91,,1.42,-100,0,16
01-Dec-2002,8.92,10.92,-1.57,-0.55,,,0.33,-1.21,2.29,4.1,12.54,12.88,12.75,7.65,-2.72,11.18,11.18,7.6,5.75,,1.53,-100,0,18
01-Jan-2003,8.89,10.39,-1.83,-0.7,-0.12,1.92,0.21,-1.39,,,12.5,12.84,12.71,8.16,-2.63,10.57,10.57,7.54,5.68,3.17,1.24,-100,0,19
01-Feb-2003,8.87,9.79,-1.47,-0.27,0.25,2.35,0.63,-1.1,,,12.46,12.8,12.67,8.76,-2.71,9.95,9.95,7.49,5.54,,1.28,-100,0,18
01-Mar-2003,8.84,9.2,-1.69,-0.53,0.2,2.47,0.58,-1.21,,,12.42,12.76,12.63,9.41,-2.7,9.33,9.33,7.43,5.52,,1.22,-100,0,18
01-Apr-2003,8.83,8.84,-1.67,-0.44,0.04,2.3,0.59,-1.22,,,12.39,12.73,12.6,9.9,-2.25,9.04,9.04,7.42,5.53,6.61,1.16,-100,0,19
01-May-2003,8.81,8.49,-1.02,0.19,0.44,2.51,1.05,-0.66,,,12.36,12.71,12.58,10.23,-2.32,8.67,8.67,7.39,5.49,,1.16,-100,0,18
01-Jun-2003,8.78,7.86,-0.97,0.25,0.85,2.5,0.68,-0.74,,,12.35,12.7,12.57,10.4,-2.74,8.11,8.11,7.34,5.45,,1.13,-100,0,18
01-Jul-2003,8.75,7.1,-1.53,-0.23,0.85,2.08,-0.3,-1.54,,,12.35,12.71,12.57,10.48,-2.72,7.5,7.5,7.28,5.4,6.79,1.04,-100,0,19
01-Aug-2003,8.72,6.03,-1.4,-0.21,0.73,1.82,-0.31,-1.43,,,12.35,12.71,12.58,10.66,-2.71,6.76,6.76,7.19,5.4,,1.31,-100,0,18
01-Sep-2003,8.68,5.06,-0.63,0.51,1.14,1.89,0.12,-0.89,,,12.35,12.72,12.59,10.75,-2.68,6.11,6.11,7.11,5.34,,1.3,-100,0,18
01-Oct-2003,8.65,4.21,-0.82,0.22,1.43,2.39,0.14,-1.3,,,12.36,12.73,12.61,10.78,-2.06,5.61,5.61,7.05,5.34,7.89,1.07,-100,0,19
01-Nov-2003,8.62,3.34,-1.13,-0.06,1.25,2.34,-0.04,-1.41,,,12.35,12.74,12.61,10.79,-2.31,5.06,5.06,6.97,5.25,,1.28,-100,0,18
01-Dec-2003,8.59,2.63,-1.11,0.06,1.18,2.32,0.03,-1.31,2.12,3.69,12.36,12.76,12.63,10.74,-2.65,4.57,4.57,6.9,5.18,,1.46,-100,0,20
01-Jan-2004,8.56,1.85,-1.08,0.21,1.19,1.82,-0.45,-1.13,,,12.38,12.78,12.66,10.59,-2.81,4.05,4.05,6.82,5.12,6.16,1.24,-100,0,19
01-Feb-2004,8.53,1.13,-0.59,0.72,1.64,1.93,-0.3,-0.82,,,12.41,12.81,12.69,10.32,-2.86,3.55,3.55,6.74,5.05,,1.27,-100,0,18
01-Mar-2004,8.49,0.33,-0.39,0.83,2,2.2,-0.19,-0.6,,,12.43,12.84,12.72,10.08,-2.75,3.01,3.01,6.65,4.98,,1.17,-100,0,18
01-Apr-2004,8.46,-0.64,-1.12,-0.07,1.51,1.85,-0.78,-1.21,,,12.45,12.86,12.74,9.97,-3.12,2.44,2.44,6.55,4.91,5.97,1.21,-100,0,19
01-May-2004,8.43,-1.66,-1.27,-0.42,1.3,2.09,-0.48,-1.28,,,12.45,12.86,12.74,10.05,-2.98,2.02,2.02,6.47,4.83,,1.62,-100,0,18
01-Jun-2004,8.4,-2.35,-1.27,-0.59,1.2,1.96,-0.51,-1.19,,,12.46,12.87,12.75,10.08,-2.8,1.73,1.73,6.41,4.78,,1.88,-100,0,18
01-Jul-2004,8.39,-2.76,-1.02,-0.48,1.46,1.98,-0.5,-0.96,,,12.45,12.86,12.75,10.04,-2.37,1.66,1.66,6.38,4.78,4.46,2.04,-100,0,19
01-Aug-2004,8.4,-2.94,-0.5,-0.07,1.77,2.31,0.04,-0.47,,,12.45,12.86,12.74,9.92,-1.49,1.81,1.81,6.39,4.78,,2.1,-100,0,18
01-Sep-2004,8.4,-2.99,-0.49,-0.18,1.85,2.44,0.1,-0.34,,,12.44,12.85,12.74,9.74,-1.56,1.93,1.93,6.4,4.79,,1.98,-100,0,18
01-Oct-2004,8.41,-2.78,-0.34,-0.16,1.98,2.65,0.33,-0,,,12.44,12.85,12.73,9.53,-1.16,2.2,2.2,6.44,4.84,4.39,2.23,-100,0,19
01-Nov-2004,8.42,-2.5,-0.36,-0.51,2.32,2.69,0.01,-0.05,,,12.44,12.84,12.73,9.15,-1.01,2.54,2.54,6.49,4.89,,2.3,-100,0,18
01-Dec-2004,8.43,-2.53,-0.04,-0.49,2.53,2.55,-0.02,0.19,2.02,3.65,12.44,12.84,12.73,8.71,-1.37,2.77,2.77,6.52,4.91,,2.66,-100,0,20
01-Jan-2005,8.44,-2.52,0.16,-0.52,2.58,2.05,-0.37,0.26,,,12.43,12.83,12.72,8.34,-1.17,3.07,3.07,6.56,4.96,3.5,2.77,-100,0,19
01-Feb-2005,8.46,-2.5,-0,-0.74,2.73,2.28,-0.45,0.1,,,12.42,12.83,12.71,7.91,-1.01,3.48,3.45,6.62,5.01,,2.98,-100,0,18
01-Mar-2005,8.49,-2.18,0.03,-0.78,2.74,2.08,-0.63,0.05,,,12.41,12.82,12.71,7.46,-0.37,4.03,4.85,6.71,5.08,,3.26,-100,0,18
01-Apr-2005,8.52,-1.88,0.38,-0.49,2.88,2.32,-0.18,0.39,,,12.4,12.81,12.7,6.99,-0.33,4.5,4.82,6.79,5.15,1.95,3.41,-100,0,19
01-May-2005,8.54,-1.69,0.84,-0.14,3.19,2.82,0.47,0.74,,,12.39,12.8,12.69,6.4,-0.58,4.86,3.97,6.85,5.2,,3.39,-100,0,18
01-Jun-2005,8.55,-1.66,0.89,-0.15,3.16,2.73,0.46,0.76,,,12.39,12.79,12.68,5.85,-0.88,5.05,3.07,6.88,5.22,,3.32,-100,0,18
01-Jul-2005,8.56,-1.68,0.8,-0.39,3.2,2.52,0.12,0.48,,,12.39,12.8,12.69,5.22,-1.18,5.19,2.11,6.9,5.24,2.2,3.61,-100,0,19
01-Aug-2005,8.56,-1.75,1.19,-0.05,3.32,2.4,0.27,0.78,,,12.39,12.81,12.7,4.58,-1.17,5.27,2.11,6.92,5.23,,3.88,-100,0,18
01-Sep-2005,8.56,-1.91,0.78,-0.44,3.42,2.63,-0.01,0.36,,,12.39,12.82,12.71,4.05,-1.06,5.32,2.3,6.92,5.23,,3.71,-100,0,18
01-Oct-2005,8.56,-2.16,0.6,-0.63,3.23,2.42,-0.21,0.09,,,12.38,12.82,12.71,3.54,-1.16,5.36,1.84,6.92,5.24,1.53,4.14,-100,0,19
01-Nov-2005,8.56,-2.4,0.47,-0.71,2.9,2.49,0.06,0.02,,,12.38,12.81,12.7,3.11,-1.2,5.36,1.51,6.91,5.24,,4.35,-100,0,18
01-Dec-2005,8.56,-2.5,0.47,-0.71,2.74,2.34,0.07,0.05,2.2,4.08,12.37,12.81,12.7,2.73,-1.12,5.41,1.33,6.91,5.25,,4.4,-100,0,20
01-Jan-2006,8.56,-2.59,0.43,-0.77,2.95,2.2,-0.32,-0.05,,,12.37,12.81,12.7,2.23,-1.17,5.45,0.81,6.91,5.26,2.08,4.4,-100,0,19
01-Feb-2006,8.55,-2.7,0.38,-0.81,2.88,2.14,-0.36,-0.11,,,12.37,12.81,12.7,1.77,-1.34,5.4,0.02,6.89,5.26,,4.6,-100,0,18
01-Mar-2006,8.55,-2.75,0.13,-1.06,2.79,2.02,-0.64,-0.37,,,12.37,12.82,12.71,1.31,-1.31,5.34,0.04,6.87,5.26,,4.71,-100,0,18
01-Apr-2006,8.54,-2.8,0.1,-1.13,2.76,2.31,-0.35,-0.45,,,12.38,12.83,12.71,0.82,-1.12,5.31,0.65,6.85,5.26,1.5,4.83,-100,0,19
01-May-2006,8.54,-2.87,0.08,-1.22,2.75,2.3,-0.37,-0.47,,,12.37,12.83,12.71,0.38,-1.09,5.22,0.64,6.82,5.24,,4.93,-100,0,18
01-Jun-2006,8.53,-2.83,0.03,-1.31,2.65,2.4,-0.22,-0.5,,,12.37,12.83,12.71,0.04,-0.84,5.19,1.43,6.8,5.24,,5.04,-100,0,18
01-Jul-2006,8.53,-2.86,0.19,-1.19,2.67,2.43,-0.05,-0.33,,,12.35,12.82,12.7,-0.28,-0.92,5.15,1.04,6.77,5.24,0.34,5.21,-100,0,19
01-Aug-2006,8.53,-2.77,0.51,-0.91,2.96,2.7,0.25,-0.03,,,12.34,12.81,12.69,-0.58,-0.68,5.17,1.61,6.76,5.25,,5.06,-100,0,18
01-Sep-2006,8.53,-2.74,0.69,-0.75,3.01,2.67,0.35,0.19,,,12.34,12.8,12.68,-0.88,-0.48,5.22,2.04,6.75,5.25,,4.94,-100,0,18
01-Oct-2006,8.53,-2.75,0.97,-0.59,3.17,2.47,0.27,0.43,,,12.34,12.8,12.68,-1.24,-0.56,5.22,1.67,6.73,5.25,1.87,4.88,-100,0,19
01-Nov-2006,8.52,-2.75,1,-0.6,3.17,2.46,0.29,0.61,,,12.33,12.8,12.68,-1.55,-0.48,5.19,1.87,6.71,5.24,,4.84,-100,0,18
01-Dec-2006,8.51,-2.64,0.73,-0.93,3.19,2.48,0.02,0.45,1.97,4.16,12.33,12.8,12.68,-1.82,-0.72,5.14,1.06,6.69,5.24,,4.74,-100,0,20
01-Jan-2007,8.51,-2.45,0.63,-1.05,3.02,1.86,-0.53,0.43,,,12.33,12.8,12.68,-2,-0.84,5.08,0.53,6.66,5.23,2.11,4.95,-100,0,19
01-Feb-2007,8.5,-2.22,0.98,-0.75,3.18,1.92,-0.28,0.85,,,12.32,12.8,12.68,-2.17,-0.7,5.07,0.98,6.65,5.23,,5.03,-100,0,18
01-Mar-2007,8.5,-2.04,0.89,-0.85,3.36,2.22,-0.25,0.92,,,12.32,12.79,12.67,-2.27,-0.7,5.03,0.86,6.63,5.23,,4.82,-100,0,18
01-Apr-2007,8.5,-1.64,0.95,-0.81,3.32,2.15,-0.22,1.11,,,12.31,12.79,12.67,-2.38,-0.58,5.02,1.19,6.61,5.23,2.48,4.83,-100,0,19
01-May-2007,8.5,-1.17,0.78,-1,3.31,2.27,-0.26,1.09,,,12.32,12.8,12.67,-2.48,-0.3,5.06,1.92,6.6,5.24,,4.86,-100,0,18
01-Jun-2007,8.49,-0.88,0.87,-0.99,3.21,1.83,-0.51,1.33,,,12.32,12.8,12.68,-2.54,-0.28,5.07,1.75,6.59,5.23,,5,-100,0,18
01-Jul-2007,8.48,-0.59,1.13,-0.73,3.27,1.99,-0.15,1.87,,,12.32,12.8,12.68,-2.62,-0.34,5,1.42,6.56,5.22,0.75,4.92,-100,0,19
01-Aug-2007,8.48,-0.28,1.35,-0.55,3.45,2.39,0.29,2.36,,,12.32,12.8,12.67,-2.43,-0.37,4.92,1.25,6.54,5.2,,4.73,-100,0,18
01-Sep-2007,8.47,0.11,1.27,-0.69,3.6,2.53,0.2,2.41,,,12.33,12.8,12.67,-2.2,-0.32,4.86,1.39,6.51,5.19,,4.29,-100,0,18
01-Oct-2007,8.46,0.67,1.28,-0.71,3.56,2.54,0.26,2.55,,,12.33,12.8,12.67,-1.94,-0.26,4.84,1.69,6.5,5.2,0.82,4.09,-100,0,19
01-Nov-2007,8.47,1.23,1.76,-0.26,3.96,2.94,0.74,3.16,,,12.32,12.79,12.66,-1.41,0.01,4.91,2.37,6.5,5.22,,3.87,-100,0,18
01-Dec-2007,8.47,1.69,1.65,-0.37,3.9,3.18,0.93,3.07,2.06,4.37,12.31,12.78,12.65,-0.8,-0.13,4.95,1.57,6.5,5.21,,3.19,-100,0,20
01-Jan-2008,8.47,2.08,2.05,0.01,4.25,3.15,0.95,3.46,,,12.29,12.76,12.64,-0.02,-0.15,4.98,1.2,6.49,5.22,-0.49,3.21,100,0,19
01-Feb-2008,8.47,2.47,2.15,0.13,4.27,3.54,1.42,3.58,,,12.28,12.74,12.61,1.04,-0.14,5.01,1.2,6.48,5.23,,2.08,100,0,18
01-Mar-2008,8.47,2.91,2.42,0.36,4.78,4.08,1.72,3.78,,,12.26,12.72,12.59,2.37,-0.04,5.07,1.4,6.48,5.23,,1.62,100,0,18
01-Apr-2008,8.47,3.07,1.91,-0.06,4.32,4.46,2.05,3.25,,,12.24,12.7,12.57,3.67,-0.05,5.07,1.35,6.47,5.23,2.37,1.62,100,0,19
01-May-2008,8.47,3.35,1.48,-0.43,4.08,4.21,1.61,2.8,,,12.22,12.68,12.55,4.82,-0.01,5.12,1.51,6.47,5.24,,1.98,100,0,18
01-Jun-2008,8.48,3.86,1.58,-0.34,3.94,4.14,1.78,2.75,,,12.19,12.65,12.52,5.96,0.16,5.24,1.92,6.48,5.28,,2.25,100,0,18
01-Jul-2008,8.49,4.49,1.59,-0.34,4.01,4.8,2.38,2.47,,,12.17,12.62,12.5,7.37,0.46,5.42,2.65,6.5,5.31,1.28,2.32,100,0,19
01-Aug-2008,8.5,5.22,1.86,-0.01,4.01,4.87,2.72,2.57,,,12.15,12.6,12.47,8.47,0.54,5.59,2.72,6.52,5.35,,2.19,100,0,18
01-Sep-2008,8.5,5.8,1.54,-0.11,3.54,4.62,2.62,2.27,,,12.11,12.56,12.44,9.81,0.5,5.66,2.48,6.52,5.37,,2.13,100,0,18
01-Oct-2008,8.51,6.29,1.1,-0.35,2.36,4.61,3.35,1.75,,,12.06,12.51,12.39,11.81,0.44,5.74,2.06,6.52,5.39,2.5,1.66,100,0,19
01-Nov-2008,8.51,6.84,2.16,0.96,2.2,6,5.96,2.75,,,12.01,12.46,12.33,13.9,0.31,5.81,1.41,6.52,5.4,,1.33,100,0,18
01-Dec-2008,8.51,7.25,2.5,1.6,2.58,7.38,7.3,3.08,4.05,6.43,11.96,12.41,12.28,15.87,0.28,5.79,1.13,6.5,5.4,,0.71,100,0,20
01-Jan-2009,8.51,7.67,1.93,1.29,2.89,7.2,6.24,2.48,,,11.91,12.36,12.23,17.65,0.23,5.76,0.88,6.49,5.4,1.69,0.38,100,0,19
01-Feb-2009,8.49,7.98,1.72,1.24,2.99,8.27,7,2.17,,,11.85,12.3,12.17,19.27,0.26,5.63,0.92,6.46,5.38,,0.54,100,0,18
01-Mar-2009,8.48,8.27,2.02,1.71,3.02,9.71,8.71,2.3,,,11.8,12.25,12.12,20.68,0.2,5.46,0.82,6.42,5.36,,0.72,100,0,18
01-Apr-2009,8.47,8.61,1.25,1.12,2.84,9.21,7.62,1.44,,,11.76,12.2,12.08,21.9,0.4,5.29,1.62,6.38,5.34,6.01,0.59,100,0,19
01-May-2009,8.45,8.84,0.62,0.75,2.37,7.89,6.14,0.8,,,11.71,12.16,12.04,23.19,0.19,5.12,1.04,6.35,5.32,,0.53,100,0,18
01-Jun-2009,8.44,8.95,0.52,0.93,2.19,7.16,5.49,0.61,,,11.67,12.12,12,24.38,0.03,4.95,0.59,6.31,5.3,,0.51,100,0,18
01-Jul-2009,8.42,8.81,0.57,1.26,2.27,7.02,5.32,0.56,,,11.64,12.09,11.97,25.27,0.04,4.72,0.65,6.26,5.27,6,0.52,-100,0,19
01-Aug-2009,8.39,8.36,0.47,1.27,2.1,6.43,4.8,0.47,,,11.61,12.06,11.94,26.04,0.02,4.41,0.61,6.21,5.23,,0.55,-100,0,18
01-Sep-2009,8.37,8.03,0.61,1.6,2.28,6.41,4.74,0.11,,,11.59,12.05,11.93,26.36,0.34,4.18,1.54,6.16,5.2,,0.42,-100,0,18
01-Oct-2009,8.35,7.44,1.33,2.69,3.26,6.44,4.51,-0.57,,,11.59,12.05,11.93,25.93,0.17,3.87,1.05,6.1,5.16,5.63,0.38,-100,0,19
01-Nov-2009,8.3,6.47,0.82,3.34,2.75,6.92,4.99,-1.06,,,11.6,12.07,11.95,25.05,-0.05,3.32,0.49,6.01,5.07,,0.39,-100,0,18
01-Dec-2009,8.26,5.56,-0.97,2.65,1.52,6.55,4.06,-1.82,2.6,4.36,11.62,12.09,11.97,24.18,0.25,2.75,1.62,5.91,4.94,,0.29,-100,0,20
01-Jan-2010,8.21,4.56,-1.91,2.96,0.35,5.85,3.59,-1.7,,,11.65,12.12,12,23.33,0.13,2.18,1.35,5.81,4.83,4.64,0.55,-100,0,19
01-Feb-2010,8.16,3.51,-2.09,3.47,0.1,6.41,4.22,-1.78,,,11.7,12.17,12.05,22.41,0.62,1.65,2.79,5.72,4.74,,0.35,-100,0,18
01-Mar-2010,8.12,2.25,-2.58,3.67,-0.25,6.37,4.04,-1.92,,,11.74,12.22,12.1,21.22,0.71,1.07,3.14,5.63,4.6,,0.34,-100,0,18
01-Apr-2010,8.07,1.01,-2.88,2.98,-0.69,7.02,4.83,-1.75,,,11.77,12.25,12.13,20.23,0.89,0.48,3.77,5.53,4.47,3.95,0.48,-100,0,19
01-May-2010,8.02,-0.05,-2.53,2.94,-0.53,7.26,5.26,-1.36,,,11.79,12.26,12.14,19.46,0.54,-0.03,3.11,5.44,4.29,,0.46,-100,0,18
01-Jun-2010,7.98,-0.91,-2.18,3.13,-0.47,8.4,6.69,-0.95,,,11.79,12.26,12.15,18.8,0.32,-0.48,-0.48,5.36,4.19,,0.43,-100,0,18
01-Jul-2010,7.94,-1.63,-2.14,3.05,-0.44,9.24,7.54,-0.89,,,11.8,12.27,12.15,18.21,0.65,-0.86,-0.86,5.28,4.09,2.72,0.35,-100,0,19
01-Aug-2010,7.91,-2.2,-1.56,3.06,-0.11,9.27,7.82,-0.37,,,11.79,12.26,12.15,17.77,1.19,-1.15,-1.15,5.22,4.14,,0.32,-100,0,18
01-Sep-2010,7.89,-2.67,-1.49,2.78,0.13,9.96,8.34,0.04,,,11.79,12.26,12.15,17.4,1,-1.38,-1.38,5.17,4.18,,0.3,-100,0,18
01-Oct-2010,7.87,-3.01,-1.46,2.54,0.64,9.96,7.86,0.77,,,11.8,12.27,12.16,17.01,1.45,-1.5,-1.5,5.14,4.06,5.07,0.28,-100,0,19
01-Nov-2010,7.87,-2.9,-0.48,2.24,1.66,9.53,7.39,1.63,,,11.81,12.27,12.16,16.69,3.86,-1.27,-1.27,5.15,4.07,,0.24,-100,0,18
01-Dec-2010,7.89,-2.62,0.14,1.62,2.4,9.52,7.26,1.93,2.24,5.2,11.82,12.28,12.17,16.43,4.94,-0.84,9.53,5.19,4.12,,0.32,-100,0,20
01-Jan-2011,7.91,-2.28,1.12,1.45,3.48,8.1,5.74,2.07,,,11.84,12.29,12.18,16.16,4.99,-0.36,9.46,5.23,4.14,5.91,0.3,-100,0,19
01-Feb-2011,7.94,-1.78,1.56,1.6,3.74,7.82,5.64,2.48,,,11.85,12.31,12.2,15.87,5.13,0.14,9.65,5.28,4.18,,0.3,-100,0,18
01-Mar-2011,7.97,-1.19,1.53,1.29,4.04,7.89,5.38,2.47,,,11.87,12.31,12.2,15.74,5.94,5.94,10.54,5.35,4.28,,0.27,-100,0,18
01-Apr-2011,8.01,-0.33,1.77,1.27,4.23,9.08,6.62,2.63,,,11.88,12.32,12.21,15.68,6.65,6.65,11.26,5.44,4.41,4.77,0.32,-100,0,19
01-May-2011,8.05,0.39,2.55,1.83,4.82,9.06,6.79,3.3,,,11.89,12.34,12.23,15.54,5.01,5.01,9.93,5.52,4.56,,0.24,-100,0,18
01-Jun-2011,8.07,0.77,2.82,1.89,5.24,9.41,6.99,3.49,,,11.92,12.36,12.25,15.41,4.05,4.05,9.11,5.57,4.61,,0.2,-100,0,18
01-Jul-2011,8.08,1.03,3.39,2.26,5.59,9.83,7.63,3.98,,,11.93,12.37,12.26,15.27,3.55,3.55,8.8,5.6,4.67,3.11,0.23,-100,0,19
01-Aug-2011,8.09,1.19,4.09,2.83,6.18,10.62,8.53,4.66,,,11.94,12.38,12.27,15.32,3.23,3.23,8.55,5.63,4.71,,0.26,-100,0,18
01-Sep-2011,8.09,1.19,4.34,2.99,6.18,11.44,9.6,4.95,,,11.92,12.36,12.25,15.44,2.26,2.26,7.4,5.66,4.74,,0.13,-100,0,18
01-Oct-2011,8.09,1.24,3.96,2.54,5.94,12.17,10.19,4.64,,,11.92,12.36,12.25,15.63,1.75,1.75,6.79,5.68,4.78,3.86,0.17,-100,0,19
01-Nov-2011,8.1,1.37,4.07,2.53,6.15,11.18,9.1,4.76,,,11.91,12.35,12.24,15.81,1.38,1.38,6.36,5.71,4.78,,0.15,-100,0,18
01-Dec-2011,8.1,1.53,4.19,2.58,6.11,11.19,9.27,4.9,2.71,6.01,11.9,12.33,12.23,16,1.06,1.06,5.99,5.75,4.8,,0.16,-100,0,20
01-Jan-2012,8.11,1.73,4.2,2.52,6.14,10.55,8.61,4.9,,,11.89,12.32,12.22,16.14,0.76,0.76,5.58,5.79,4.84,6.19,0.15,-100,0,19
01-Feb-2012,8.12,1.92,3.97,2.28,6.2,10.3,8.07,4.7,,,11.88,12.31,12.21,16.21,0.53,0.53,5.43,5.84,4.88,,0.17,-100,0,18
01-Mar-2012,8.13,2.26,3.9,2.14,6.27,9.84,7.47,4.59,,,11.87,12.31,12.2,16.25,0.77,0.77,5.95,5.9,4.93,,0.2,-100,0,18
01-Apr-2012,8.14,2.43,4.16,2.37,6.32,10.37,8.21,4.83,,,11.86,12.29,12.19,16.29,0.32,0.32,5.07,5.94,4.95,4.09,0.24,-100,0,19
01-May-2012,8.14,2.51,4.55,2.75,6.48,10.75,8.82,5.22,,,11.84,12.28,12.18,16.4,0.03,0.03,4.42,5.98,4.98,,0.22,-100,0,18
01-Jun-2012,8.16,2.77,4.78,2.85,6.95,11.47,9.3,5.35,,,11.83,12.27,12.17,16.45,0.54,5.53,5.53,6.03,5.04,,0.21,-100,0,18
01-Jul-2012,8.17,3.1,4.82,2.91,6.93,11.21,9.1,5.42,,,11.82,12.26,12.16,16.5,0.88,6.15,6.15,6.08,5.06,3.57,0.26,-100,0,19
01-Aug-2012,8.19,3.52,5.59,3.42,7.75,11.06,8.9,5.96,,,11.83,12.26,12.16,16.37,0.98,6.23,6.23,6.13,5.09,,0.19,-100,0,18
01-Sep-2012,8.19,3.67,5.67,3.43,8.03,11.04,8.68,5.96,,,11.84,12.28,12.18,16.22,0.98,6.15,6.15,6.15,5.11,,0.2,-100,0,18
01-Oct-2012,8.19,3.71,5.48,3.24,7.95,10.57,8.1,5.71,,,11.84,12.28,12.18,16.12,0.8,5.65,5.65,6.16,5.11,3.19,0.2,-100,0,19
01-Nov-2012,8.18,3.61,5.47,3.3,7.86,10.82,8.43,5.69,,,11.85,12.28,12.18,16.11,0.53,4.95,4.95,6.16,5.09,,0.23,-100,0,18
