date,all,hist_mean,ddm,cross_section,time_series,surveys,RF,recession
01-Jul-1970,4.35,8.54,-0.43,12.5,5.02,,7.02,100
01-Aug-1970,4.6,8.48,-0.47,12.4,4.81,,7.05,100
01-Sep-1970,4.9,8.44,-0.37,12.31,4.67,,6.96,100
01-Oct-1970,5.17,8.39,-0.41,12.2,4.49,,6.81,100
01-Nov-1970,6.02,8.34,-0.01,12.1,4.22,,6.75,100
01-Dec-1970,6.19,8.29,0.15,12.02,4.06,,6.52,-100
01-Jan-1971,6.92,8.23,0.33,11.99,3.84,,6.28,-100
01-Feb-1971,7.03,8.17,0.39,11.95,3.87,,5.98,-100
01-Mar-1971,7.38,8.12,0.64,11.93,3.93,,5.69,-100
01-Apr-1971,7.09,8.07,0.44,11.97,3.91,,5.46,-100
01-May-1971,7.36,8.02,0.63,12.04,3.85,,5.21,-100
01-Jun-1971,7.23,7.94,0.49,12.14,3.74,,4.99,-100
01-Jul-1971,6.97,7.87,0.4,12.2,3.87,,4.86,-100
01-Aug-1971,7.1,7.82,0.57,12.25,3.88,,4.8,-100
01-Sep-1971,7.04,7.77,0.53,12.28,3.92,,4.62,-100
01-Oct-1971,7.08,7.73,0.52,12.3,3.89,,4.53,-100
01-Nov-1971,7.06,7.69,0.47,12.3,3.92,,4.44,-100
01-Dec-1971,6.17,7.64,0.1,12.31,3.96,,4.39,-100
01-Jan-1972,6.53,7.62,0.1,12.3,4.05,,4.29,-100
01-Feb-1972,6.43,7.61,0.05,12.31,4.08,,4.21,-100
01-Mar-1972,6.17,7.62,-0.04,12.31,4.25,,4.18,-100
01-Apr-1972,6.03,7.64,-0.11,12.3,4.38,,4.19,-100
01-May-1972,5.94,7.67,-0.02,12.29,4.63,,4.2,-100
01-Jun-1972,5.6,7.73,-0.01,12.28,4.92,,4.12,-100
01-Jul-1972,5.48,7.79,0.03,12.27,5.1,,4.02,-100
01-Aug-1972,5.23,7.85,-0.06,12.26,5.23,,3.84,-100
01-Sep-1972,5.02,7.9,-0.16,12.26,5.34,,3.8,-100
01-Oct-1972,5.14,7.95,-0.02,12.28,5.36,,3.84,-100
01-Nov-1972,5.08,7.99,0.19,12.33,5.65,,3.84,-100
01-Dec-1972,4.33,8.02,-0.26,12.36,5.42,,3.84,-100
01-Jan-1973,4.73,8.05,-0.15,12.37,5.55,,3.99,-100
01-Feb-1973,4.69,8.08,-0.22,12.37,5.51,,4.16,-100
01-Mar-1973,4.67,8.09,-0.31,12.35,5.46,,4.35,-100
01-Apr-1973,4.72,8.1,-0.3,12.33,5.45,,4.59,-100
01-May-1973,4.28,8.1,-0.37,12.29,5.87,,4.81,-100
01-Jun-1973,4.6,8.1,-0.36,12.26,5.57,,5.04,-100
01-Jul-1973,4.32,8.1,-0.57,12.26,5.57,,5.39,-100
01-Aug-1973,4.22,8.09,-0.54,12.24,5.73,,5.82,-100
01-Sep-1973,4.61,8.09,-0.31,12.24,5.61,,6.18,-100
01-Oct-1973,4.72,8.06,-0.2,12.22,5.67,,6.44,-100
01-Nov-1973,4.69,8.05,-0.27,12.15,5.7,,6.64,-100
01-Dec-1973,5.73,8.06,0.29,12.07,5.84,,6.93,100
01-Jan-1974,4.5,8.06,-0.44,12,5.89,,7.13,100
01-Feb-1974,4.68,8.06,-0.32,11.93,5.93,,7.31,100
01-Mar-1974,4.78,8.06,-0.44,11.86,5.74,,7.42,100
01-Apr-1974,5.06,8.06,-0.47,11.79,5.51,,7.67,100
01-May-1974,5.7,8.04,-0.28,11.71,5.25,,7.92,100
01-Jun-1974,5.98,8.02,-0.23,11.62,5.27,,8.02,100
01-Jul-1974,6.28,7.99,-0.34,11.47,5.09,,8.08,100
01-Aug-1974,6.76,7.96,-0.32,11.33,4.88,,7.98,100
01-Sep-1974,7.4,7.93,-0.25,11.14,4.65,,8.12,100
01-Oct-1974,7.7,7.9,-0.23,10.98,4.62,,7.97,100
01-Nov-1974,8.08,7.88,0.12,10.84,4.91,,7.94,100
01-Dec-1974,10.57,7.83,1.46,10.69,4.89,,8.01,100
01-Jan-1975,9.36,7.76,0.48,10.57,4.55,,7.96,100
01-Feb-1975,9.82,7.71,0.65,10.46,4.53,,7.79,100
01-Mar-1975,9.41,7.64,0.27,10.35,4.68,,7.63,100
01-Apr-1975,9.87,7.59,0.35,10.28,4.45,,7.3,-100
01-May-1975,10.8,7.55,0.67,10.23,4.03,,6.97,-100
01-Jun-1975,11.28,7.5,0.76,10.21,3.7,,6.77,-100
01-Jul-1975,11.83,7.46,1.23,10.22,3.72,,6.54,-100
01-Aug-1975,12.42,7.41,1.49,10.24,3.44,,6.41,-100
01-Sep-1975,13.2,7.36,2,10.3,3.23,,6.11,-100
01-Oct-1975,13.93,7.29,2.23,10.34,2.73,,6.17,-100
01-Nov-1975,13.01,7.22,1.93,10.38,3.3,,6.03,-100
01-Dec-1975,12.63,7.17,1.86,10.44,3.06,,5.8,-100
01-Jan-1976,13.22,7.13,2.01,10.51,2.92,,5.68,-100
01-Feb-1976,12.57,7.09,1.51,10.56,2.89,,5.59,-100
01-Mar-1976,11.62,7.07,1.32,10.61,3.51,,5.58,-100
01-Apr-1976,11.38,7.06,1.22,10.64,3.64,,5.56,-100
01-May-1976,11.06,7.05,0.78,10.66,3.34,,5.48,-100
01-Jun-1976,10.9,7.08,0.7,10.67,3.33,,5.5,-100
01-Jul-1976,10.55,7.12,0.68,10.69,3.61,,5.49,-100
01-Aug-1976,11.49,7.17,1.07,10.71,2.97,,5.43,-100
01-Sep-1976,11.74,7.21,1.18,10.76,2.72,,5.34,-100
01-Oct-1976,11.48,7.27,1.07,10.77,2.65,,5.18,-100
01-Nov-1976,11.45,7.33,1.24,10.79,2.85,,5.17,-100
01-Dec-1976,10.65,7.39,1.47,10.82,3.86,,5.08,-100
01-Jan-1977,9.83,7.45,0.84,10.8,3.8,,4.97,-100
01-Feb-1977,9.42,7.51,0.74,10.78,4.21,,4.98,-100
01-Mar-1977,8.93,7.54,0.81,10.74,4.95,,4.96,-100
01-Apr-1977,9.52,7.55,0.83,10.71,4.47,,4.92,-100
01-May-1977,9.6,7.56,0.96,10.67,4.6,,4.92,-100
01-Jun-1977,9.7,7.53,1.08,10.64,4.79,,4.89,-100
01-Jul-1977,9.92,7.5,0.93,10.61,4.47,,4.83,-100
01-Aug-1977,9.98,7.48,1.07,10.57,4.65,,4.85,-100
01-Sep-1977,9.69,7.48,0.95,10.54,4.8,,4.84,-100
01-Oct-1977,9.69,7.49,1.02,10.5,4.92,,4.93,-100
01-Nov-1977,9.72,7.5,1.11,10.48,5.08,,5.03,-100
01-Dec-1977,11.31,7.5,1.83,10.44,5.25,,5.13,-100
01-Jan-1978,9.23,7.51,0.88,10.4,5.42,,5.26,-100
01-Feb-1978,9.53,7.51,0.98,10.36,5.34,,5.38,-100
01-Mar-1978,9.77,7.49,0.97,10.33,5.15,,5.54,-100
01-Apr-1978,9.74,7.47,1.02,10.33,5.27,,5.7,-100
01-May-1978,9.68,7.45,0.99,10.33,5.29,,5.85,-100
01-Jun-1978,9.72,7.43,0.91,10.32,5.19,,6,-100
01-Jul-1978,9.97,7.41,0.93,10.33,4.96,,6.15,-100
01-Aug-1978,10.26,7.38,1.16,10.37,4.92,,6.27,-100
01-Sep-1978,10.54,7.35,1.18,10.41,4.61,,6.47,-100
01-Oct-1978,10.71,7.31,1.13,10.41,4.42,,6.68,-100
01-Nov-1978,10.98,7.27,1.17,10.42,4.17,,6.89,-100
01-Dec-1978,12.35,7.22,1.83,10.44,3.93,,7.2,-100
01-Jan-1979,11.32,7.17,1.38,10.5,4,,7.5,-100
01-Feb-1979,11.22,7.13,1.35,10.55,4,,7.78,-100
01-Mar-1979,12.16,7.09,1.4,10.61,3.02,,8.08,-100
01-Apr-1979,11.75,7.05,1.08,10.65,2.98,,8.36,-100
01-May-1979,11.62,7.03,1.03,10.68,2.96,,8.7,-100
01-Jun-1979,11.54,7.02,1.18,10.71,3.18,,8.99,-100
01-Jul-1979,11.38,7.02,1.14,10.73,3.26,,9.22,-100
01-Aug-1979,10.82,7.01,0.74,10.75,3.3,,9.45,-100
01-Sep-1979,10.77,7.02,0.69,10.78,3.2,,9.67,-100
01-Oct-1979,10.3,7.03,0.26,10.84,3.02,,9.88,-100
01-Nov-1979,11.1,7.04,0.81,10.89,2.77,,10.2,-100
01-Dec-1979,13.5,7.05,2.06,10.95,2.35,,10.38,-100
01-Jan-1980,10.82,7.07,0.36,11.01,2.25,,10.42,-100
01-Feb-1980,10.09,7.1,-0.24,11.07,2.07,,10.59,100
01-Mar-1980,9.89,7.14,-0.19,11.1,2.22,,11.03,100
01-Apr-1980,10.85,7.17,0.74,11.12,2.33,,11.54,100
01-May-1980,11.26,7.19,1.21,11.12,2.53,,11.53,100
01-Jun-1980,11.02,7.21,1.26,11.1,2.97,,11.3,100
01-Jul-1980,10.64,7.22,0.96,11.1,2.91,,11.04,100
01-Aug-1980,9.82,7.25,0.4,11.11,2.97,,10.9,-100
01-Sep-1980,9.64,7.28,0.27,11.12,3.01,,10.81,-100
01-Oct-1980,9.66,7.32,0.26,11.17,2.89,,10.9,-100
01-Nov-1980,9.53,7.37,0.23,11.25,2.84,,10.86,-100
01-Dec-1980,10.43,7.41,1,11.32,2.58,,11.26,-100
01-Jan-1981,9,7.46,0,11.37,2.76,,11.52,-100
01-Feb-1981,8.27,7.5,-0.5,11.41,2.85,,11.72,-100
01-Mar-1981,8.99,7.53,0.28,11.47,2.94,,11.72,-100
01-Apr-1981,8.79,7.54,-0.04,11.53,2.73,,11.52,-100
01-May-1981,8.73,7.54,-0,11.65,2.68,,11.9,-100
01-Jun-1981,7.4,7.54,-0.54,11.75,3.04,,12.72,-100
01-Jul-1981,6.15,7.54,-1.2,11.81,3.35,,13.52,-100
01-Aug-1981,5.45,7.53,-1.73,11.85,3.36,,14.24,100
01-Sep-1981,5.01,7.52,-2.07,11.84,3.46,,14.8,100
01-Oct-1981,5.88,7.5,-1.6,11.82,3.26,,15.09,100
01-Nov-1981,6.4,7.49,-1.03,11.74,3.48,,15.22,100
01-Dec-1981,8.51,7.49,0.45,11.65,3.61,,14.72,100
01-Jan-1982,5.71,7.46,-1.41,11.56,3.98,,14.44,100
01-Feb-1982,6.49,7.44,-1.19,11.49,3.63,,14.28,100
01-Mar-1982,6.48,7.4,-1.45,11.4,3.48,,14.02,100
01-Apr-1982,6.74,7.4,-1.33,11.33,3.36,,14.07,100
01-May-1982,6.97,7.41,-1.11,11.21,3.55,,13.97,100
01-Jun-1982,6.72,7.42,-1.45,11.11,3.61,,13.53,100
01-Jul-1982,7.53,7.41,-0.9,10.99,3.72,,13.32,100
01-Aug-1982,8.29,7.39,-0.45,10.87,3.75,,12.74,100
01-Sep-1982,9.8,7.36,0.62,10.78,3.76,,11.92,100
01-Oct-1982,10.79,7.3,1.08,10.73,3.47,,11.24,100
01-Nov-1982,10.85,7.25,0.91,10.71,3.3,,10.75,100
01-Dec-1982,11.36,7.2,1.44,10.7,3.43,,10.53,-100
01-Jan-1983,11.03,7.15,1.17,10.71,3.46,,10.41,-100
01-Feb-1983,11.9,7.11,1.53,10.73,3.11,,10.09,-100
01-Mar-1983,12.14,7.07,1.5,10.78,2.71,,9.7,-100
01-Apr-1983,12.31,7.03,1.34,10.85,2.31,,9.25,-100
01-May-1983,11.89,7,1.04,10.94,2.27,,8.85,-100
01-Jun-1983,11.87,6.98,1.28,11.05,2.43,,8.54,-100
01-Jul-1983,11.48,6.94,0.86,11.19,2.13,,8.2,-100
01-Aug-1983,11.26,6.91,0.68,11.31,1.97,,8.2,-100
01-Sep-1983,10.7,6.88,0.28,11.43,1.9,,8.47,-100
01-Oct-1983,9.22,6.89,-0.32,11.49,2.45,,8.66,-100
01-Nov-1983,8.79,6.92,-0.52,11.53,2.56,,8.73,-100
01-Dec-1983,8.31,6.94,0.11,11.58,3.2,,8.8,-100
01-Jan-1984,7.48,6.97,-0.84,11.61,3.37,,8.87,-100
01-Feb-1984,7.19,7.03,-1.11,11.61,3.21,,8.97,-100
01-Mar-1984,6.49,7.09,-1.51,11.6,3.36,,9.08,-100
01-Apr-1984,5.97,7.17,-1.8,11.58,3.47,,9.19,-100
01-May-1984,4.86,7.23,-2.48,11.54,3.82,,9.28,-100
01-Jun-1984,4.38,7.3,-2.48,11.49,4.33,,9.37,-100
01-Jul-1984,4.93,7.39,-2.01,11.45,4.25,,9.46,-100
01-Aug-1984,4.79,7.48,-1.81,11.44,4.57,,9.53,-100
01-Sep-1984,4.93,7.56,-1.72,11.43,4.49,,9.64,-100
01-Oct-1984,5.1,7.61,-1.36,11.42,4.87,,9.9,-100
01-Nov-1984,5.24,7.64,-1.17,11.4,5.05,,9.94,-100
01-Dec-1984,7.38,7.66,0.29,11.37,4.98,,9.84,-100
01-Jan-1985,5.58,7.68,-0.91,11.36,5.07,,9.72,-100
01-Feb-1985,5.76,7.69,-0.98,11.39,4.77,,9.58,-100
01-Mar-1985,6.05,7.68,-0.79,11.41,4.7,,9.46,-100
01-Apr-1985,6.5,7.67,-0.61,11.42,4.5,,9.36,-100
01-May-1985,7.15,7.65,0.03,11.46,4.64,,9.23,-100
01-Jun-1985,7.32,7.63,0.19,11.5,4.64,,9.01,-100
01-Jul-1985,7.61,7.61,0.14,11.54,4.25,,8.79,-100
01-Aug-1985,7.31,7.58,-0.08,11.53,4.31,,8.49,-100
01-Sep-1985,7.42,7.57,-0.12,11.51,4.17,,8.21,-100
01-Oct-1985,7.14,7.56,0.08,11.51,4.73,,7.84,-100
01-Nov-1985,7.34,7.55,0.25,11.56,4.7,,7.71,-100
01-Dec-1985,7.81,7.53,0.69,11.62,4.63,,7.72,-100
01-Jan-1986,7.52,7.51,0.36,11.66,4.54,,7.62,-100
01-Feb-1986,7.86,7.5,0.61,11.71,4.45,,7.57,-100
01-Mar-1986,7.95,7.51,1.01,11.78,4.7,,7.55,-100
01-Apr-1986,7.77,7.52,0.97,11.85,4.73,,7.34,-100
01-May-1986,7.12,7.55,0.52,11.92,4.71,,7.15,-100
01-Jun-1986,7.3,7.57,0.76,11.99,4.7,,7.12,-100
01-Jul-1986,6.87,7.6,0.67,12.04,4.91,,7.02,-100
01-Aug-1986,7.01,7.63,0.93,12.11,4.97,,6.92,-100
01-Sep-1986,6.67,7.64,0.75,12.16,5.1,,6.76,-100
01-Oct-1986,6.66,7.64,0.75,12.21,5.05,,6.56,-100
01-Nov-1986,6.59,7.63,0.6,12.25,4.88,,6.33,-100
01-Dec-1986,6,7.63,0.33,12.26,5.07,,6.16,-100
01-Jan-1987,5.79,7.66,0.38,12.3,5.3,,6.01,-100
01-Feb-1987,5.4,7.67,0.2,12.33,5.44,,5.9,-100
01-Mar-1987,4.86,7.7,-0.14,12.36,5.55,,5.77,-100
01-Apr-1987,4.04,7.73,-0.56,12.38,5.8,,5.68,-100
01-May-1987,3.65,7.75,-0.7,12.38,6.01,,5.57,-100
01-Jun-1987,3.61,7.78,-0.71,12.4,6.01,,5.53,-100
01-Jul-1987,3.25,7.82,-0.79,12.45,6.19,,5.46,-100
01-Aug-1987,2.86,7.86,-1.01,12.49,6.23,,5.47,-100
01-Sep-1987,2.62,7.91,-1.24,12.57,6.03,,5.47,-100
01-Oct-1987,2.88,7.97,-0.86,12.55,6.19,,5.62,-100
01-Nov-1987,2.96,8.03,-1.02,12.49,5.96,,5.58,-100
01-Dec-1987,4.23,8.09,-0.14,12.46,6.22,,5.47,-100
01-Jan-1988,2.94,8.13,-0.85,12.41,6.33,,5.34,-100
01-Feb-1988,2.97,8.19,-0.93,12.36,6.24,,5.37,-100
01-Mar-1988,2.3,8.26,-1.21,12.29,6.64,,5.34,-100
01-Apr-1988,2.1,8.32,-1.32,12.24,6.79,,5.36,-100
01-May-1988,1.89,8.38,-1.49,12.19,6.84,,5.49,-100
01-Jun-1988,2.08,8.42,-1.41,12.14,6.78,,5.5,-100
01-Jul-1988,1.86,8.48,-1.61,12.09,6.8,,5.56,-100
01-Aug-1988,1.65,8.55,-1.76,12.02,6.85,,5.68,-100
01-Sep-1988,1.95,8.63,-1.45,11.96,6.96,,5.86,-100
01-Oct-1988,2.44,8.68,-0.97,11.97,6.99,,5.87,-100
01-Nov-1988,2.78,8.69,-0.73,12.01,6.86,,6.1,-100
01-Dec-1988,4.49,8.67,-0.01,12.05,6.36,,6.36,-100
01-Jan-1989,3.56,8.64,-0.65,12.09,6.12,,6.63,-100
01-Feb-1989,4.99,8.59,-0.85,12.11,4.47,,6.79,-100
01-Mar-1989,5.09,8.53,-0.87,12.15,4.37,,7.04,-100
01-Apr-1989,5.47,8.46,-0.62,12.19,4.3,,7.26,-100
01-May-1989,6,8.39,-0.21,12.24,4.22,,7.56,-100
01-Jun-1989,6.32,8.31,-0.04,12.27,4.11,,7.8,-100
01-Jul-1989,6.63,8.22,0.2,12.32,4.12,,8,-100
01-Aug-1989,6.56,8.12,0.09,12.38,4.04,,8.16,-100
01-Sep-1989,6.72,8.02,0.05,12.42,3.89,,8.19,-100
01-Oct-1989,6.97,7.93,0.16,12.45,3.77,,8.27,-100
01-Nov-1989,6.98,7.89,0.32,12.49,3.83,,8.4,-100
01-Dec-1989,6.62,7.88,0.36,12.52,4.03,,8.38,-100
01-Jan-1990,5.8,7.88,-0.09,12.51,4.38,,8.4,-100
01-Feb-1990,5.38,7.88,-0.19,12.5,4.7,,8.35,-100
01-Mar-1990,5.13,7.89,-0.21,12.49,4.96,,8.32,-100
01-Apr-1990,4.7,7.89,-0.49,12.47,5.1,,8.34,-100
01-May-1990,4.69,7.91,-0.38,12.45,5.25,,8.22,-100
01-Jun-1990,4.44,7.95,-0.39,12.44,5.44,,8.14,-100
01-Jul-1990,4.2,7.99,-0.45,12.4,5.68,,8.12,-100
01-Aug-1990,3.58,8.04,-0.87,12.34,5.84,,8.03,100
01-Sep-1990,3.4,8.08,-0.89,12.26,6.05,,7.98,100
01-Oct-1990,3.36,8.13,-0.84,12.18,6.25,,7.98,100
01-Nov-1990,3.61,8.17,-0.6,12.11,6.38,,7.85,100
01-Dec-1990,4.62,8.2,-0.02,12.05,6.41,,7.84,100
01-Jan-1991,3.68,8.24,-0.53,12,6.5,,7.78,100
01-Feb-1991,3.78,8.26,-0.47,11.97,6.51,,7.69,100
01-Mar-1991,3.78,8.26,-0.57,11.95,6.46,,7.47,100
01-Apr-1991,3.85,8.26,-0.58,11.93,6.39,,7.3,-100
