date,XS_Mean,XS_Std_dev,perc_25,perc_75,IQR,Max,Min,RF,recession
01-Jan-1960,13.57,6.24,7.52,16.75,9.23,24.24,6.04,,-100
01-Feb-1960,13.42,6.38,6.96,16.73,9.77,24.17,6.02,,-100
01-Mar-1960,12.98,6.86,5.67,16.7,11.03,24.06,5.27,,-100
01-Apr-1960,13.18,6.55,6.36,16.68,10.31,23.96,5.67,,-100
01-May-1960,12.73,7.05,5.03,16.66,11.63,23.84,4.91,,100
01-Jun-1960,12.88,6.82,5.58,16.64,11.06,23.72,5.15,,100
01-Jul-1960,12.06,7.77,3.45,16.62,13.17,23.58,3.12,,100
01-Aug-1960,11.05,9.01,1.09,16.6,15.51,23.31,0.02,,100
01-Sep-1960,11.26,8.62,1.71,16.58,14.87,23.09,0.79,,100
01-Oct-1960,10.69,9.28,0.47,16.56,16.09,22.82,-0.95,,100
01-Nov-1960,11.65,7.91,2.83,16.55,13.72,22.6,2.23,,100
01-Dec-1960,10.68,9.11,0.62,16.54,15.92,22.32,-0.78,,100
01-Jan-1961,10.57,9.14,0.47,16.54,16.06,22.01,-1,,100
01-Feb-1961,11.12,8.29,1.83,16.55,14.71,21.75,0.94,,100
01-Mar-1961,11.16,8.15,2.05,16.55,14.5,21.47,1.06,,-100
01-Apr-1961,10.2,9.37,-0.05,16.55,16.61,21.15,-2.04,,-100
01-May-1961,10.19,9.27,0.06,16.55,16.49,20.81,-1.97,,-100
01-Jun-1961,10.89,8.19,1.8,16.55,14.75,20.49,0.43,,-100
01-Jul-1961,11.18,7.64,2.62,16.55,13.93,20.13,1.58,3.63,-100
01-Aug-1961,10.53,8.41,1.18,16.56,15.38,19.68,-0.37,3.7,-100
01-Sep-1961,10.66,8.1,1.63,16.57,14.94,19.29,0.2,3.8,-100
01-Oct-1961,11.34,7.03,3.33,16.59,13.26,18.89,2.59,3.67,-100
01-Nov-1961,11.67,6.49,4.18,16.62,12.44,18.53,3.78,3.66,-100
01-Dec-1961,10.04,6.61,4.4,16.5,12.1,18.12,2.92,3.72,-100
01-Jan-1962,8.67,7.33,1.93,16.49,14.56,17.72,-0.25,3.77,-100
01-Feb-1962,8.88,7.19,1.83,16.51,14.68,17.43,-0.29,3.87,-100
01-Mar-1962,9.8,7,2.08,16.53,14.44,17.16,-0.22,3.56,-100
01-Apr-1962,9.58,7.01,1.91,16.53,14.63,16.86,-0.26,3.49,-100
01-May-1962,9.48,7.08,1.7,16.51,14.81,16.85,-0.32,3.5,-100
01-Jun-1962,9.25,7.19,1.47,16.37,14.9,16.83,-0.39,3.47,-100
01-Jul-1962,9.12,7.18,1.39,16.28,14.88,16.81,-0.39,3.65,-100
01-Aug-1962,8.99,7.21,1.21,16.18,14.96,16.79,-0.33,3.68,-100
01-Sep-1962,9.39,6.94,1.64,16.09,14.45,16.76,-0.26,3.51,-100
01-Oct-1962,9.71,6.84,1.91,16.01,14.09,16.73,-0.2,3.46,-100
01-Nov-1962,10.15,6.88,2.22,15.94,13.73,16.71,-0.21,3.49,-100
01-Dec-1962,9.38,6.82,2.84,15.2,12.35,16.68,-0.09,3.48,-100
01-Jan-1963,10.62,6.91,2.61,16.06,13.45,16.65,0.01,3.43,-100
01-Feb-1963,10.43,6.86,2.44,15.81,13.38,16.62,-0.02,3.54,-100
01-Mar-1963,10.78,7.18,2.43,16.27,13.84,18.55,0.02,3.53,-100
01-Apr-1963,10.6,6.97,2.47,16.24,13.78,17.2,0.11,3.57,-100
01-May-1963,10.69,6.86,2.75,16.22,13.47,17.54,0.28,3.57,-100
01-Jun-1963,10.44,6.45,3.07,15.94,12.88,16.52,0.54,3.63,-100
01-Jul-1963,10.24,6.49,2.82,15.94,13.13,16.49,0.5,3.69,-100
01-Aug-1963,9.85,6.43,2.51,15.51,13,16.47,0.43,3.77,-100
01-Sep-1963,9.52,6.4,2.34,15.26,12.93,16.45,0.47,3.81,-100
01-Oct-1963,9.36,6.39,2.32,15.23,12.91,16.43,0.55,3.81,-100
01-Nov-1963,9.07,6.59,1.92,15.32,13.4,16.41,0.55,3.88,-100
01-Dec-1963,7.93,6.44,1.62,13.71,12.09,16.38,0.48,3.9,-100
01-Jan-1964,8.51,6.77,1.33,15.17,13.84,16.37,0.45,3.98,-100
01-Feb-1964,8.23,6.95,1.07,15.16,14.09,16.36,0.46,3.97,-100
01-Mar-1964,8.32,6.85,1.13,15.15,14.02,16.35,0.5,4.04,-100
01-Apr-1964,8.08,7,0.85,15.14,14.29,16.35,0.5,4.11,-100
01-May-1964,7.98,7.06,0.8,15.13,14.32,16.34,0.48,4.06,-100
01-Jun-1964,7.88,7.09,0.71,15.12,14.41,16.33,0.32,4,-100
01-Jul-1964,7.95,6.95,0.93,15.11,14.17,16.32,0.59,3.95,-100
01-Aug-1964,7.66,7.2,0.69,15.09,14.41,16.31,-0.48,3.9,-100
01-Sep-1964,7.67,7.13,0.62,15.09,14.47,16.31,-0.07,3.97,-100
01-Oct-1964,7.96,6.79,1.12,15.09,13.97,16.32,0.63,3.95,-100
01-Nov-1964,7.96,6.74,1.22,15.08,13.86,16.31,0.63,3.98,-100
01-Dec-1964,7.18,6.4,1.23,13.53,12.31,16.3,0.54,4.08,-100
01-Jan-1965,7.66,6.95,0.83,15.06,14.22,16.29,0.43,4.04,-100
01-Feb-1965,7.78,6.85,1.09,15.05,13.96,16.28,0.36,3.98,-100
01-Mar-1965,8.09,6.58,1.38,15.03,13.65,16.26,0.31,4.06,-100
01-Apr-1965,8.04,6.46,1.54,15.02,13.48,16.25,0.25,4.04,-100
01-May-1965,8.3,6.57,1.58,15,13.43,16.23,0.2,4.05,-100
01-Jun-1965,8.25,6.41,1.74,14.99,13.25,16.21,0.28,4.06,-100
01-Jul-1965,7.95,6.57,1.46,14.97,13.51,16.19,0.13,4.03,-100
01-Aug-1965,8.19,6.45,1.67,14.96,13.29,16.17,0.14,4.07,-100
01-Sep-1965,8.08,6.52,1.54,14.95,13.41,16.15,0.02,4.15,-100
01-Oct-1965,8.38,6.48,1.64,14.94,13.3,16.14,-0.1,4.24,-100
01-Nov-1965,8.44,6.39,1.69,14.93,13.23,16.12,-0.17,4.31,-100
01-Dec-1965,7.46,6.21,2.67,13.45,10.78,16.1,-0.25,4.42,-100
01-Jan-1966,8.36,6.82,1.3,15.21,13.91,16.08,-0.39,4.76,-100
01-Feb-1966,7.65,6.95,0.69,14.89,14.21,16.05,-0.74,4.78,-100
01-Mar-1966,7.47,7.06,0.32,14.88,14.56,16.03,-0.41,4.96,-100
01-Apr-1966,7.5,7.45,0.27,14.89,14.62,16.02,-1.66,4.71,-100
01-May-1966,7.14,7.54,0.28,14.86,14.58,16.01,-3.01,4.8,-100
01-Jun-1966,7.05,7.56,0.34,14.86,14.52,16.01,-3.48,4.88,-100
01-Jul-1966,7.25,7.49,0.32,14.85,14.53,16,-2.68,5.02,-100
01-Aug-1966,7.02,7.43,-0.01,14.84,14.85,15.99,-2.11,5.17,-100
01-Sep-1966,6.83,7.65,0.27,14.83,14.56,15.97,-4.12,5.56,-100
01-Oct-1966,7.04,7.57,0.3,14.82,14.51,15.97,-3.39,5.28,-100
01-Nov-1966,6.86,7.64,0.2,14.8,14.61,15.95,-3.85,5.19,-100
01-Dec-1966,6.23,7.26,0.65,13.33,12.68,15.93,-6.15,5.2,-100
01-Jan-1967,6.8,7.91,0.54,14.78,14.24,15.92,-6.47,4.72,-100
01-Feb-1967,7,7.48,0.85,14.77,13.92,15.91,-4.17,4.56,-100
01-Mar-1967,7.04,7.45,1.1,14.76,13.66,15.9,-4.7,4.58,-100
01-Apr-1967,6.97,7.52,0.95,14.75,13.8,15.88,-4.57,4.29,-100
01-May-1967,7.3,7.1,1.21,14.73,13.53,15.87,-2.48,4.51,-100
01-Jun-1967,7.55,6.59,1.2,14.72,13.53,15.85,-0.58,4.57,-100
01-Jul-1967,8.41,6.1,2.29,14.72,12.43,15.84,-0.48,5.13,-100
01-Aug-1967,8.35,6.04,2.43,14.71,12.27,15.83,-0.25,5.03,-100
01-Sep-1967,8.25,6.05,2.5,14.7,12.2,15.82,-0.09,5.2,-100
01-Oct-1967,8.29,6.1,2.37,14.69,12.31,15.8,-0.33,5.24,-100
01-Nov-1967,8.3,6.15,2.23,14.67,12.44,15.79,-0.67,5.56,-100
01-Dec-1967,7.6,5.93,3.2,12.48,9.28,15.77,-0.63,5.65,-100
01-Jan-1968,8.06,6.27,1.97,13.92,11.94,15.76,-0.65,5.67,-100
01-Feb-1968,7.74,6.49,1,13.9,12.9,15.73,-0.81,5.47,-100
01-Mar-1968,7.57,6.64,0.56,13.88,13.32,15.71,-1.1,5.49,-100
01-Apr-1968,7.64,6.61,0.75,13.87,13.12,15.69,-1.13,5.55,-100
01-May-1968,7.59,7.07,-0.28,14.02,14.3,15.68,-1.3,5.73,-100
01-Jun-1968,7.22,6.91,-0.04,13.84,13.88,15.66,-1.69,5.76,-100
01-Jul-1968,7.31,6.8,0.1,13.82,13.73,15.64,-1.33,5.54,-100
01-Aug-1968,7.44,6.69,-0.02,13.81,13.82,15.62,-0.88,5.17,-100
01-Sep-1968,7.19,6.85,-0.17,13.79,13.96,15.6,-1.43,5.3,-100
01-Oct-1968,7.01,7.03,-0.3,13.78,14.07,15.58,-2.57,5.33,-100
01-Nov-1968,7.05,7.01,-0.34,13.76,14.1,15.57,-2.33,5.41,-100
01-Dec-1968,6.32,6.63,-0.58,12.33,12.9,15.55,-1.85,5.54,-100
01-Jan-1969,6.82,7.12,-0.82,13.74,14.56,15.54,-2.57,6.12,-100
01-Feb-1969,6.72,7.25,-0.66,13.72,14.38,15.52,-3.93,6.05,-100
01-Mar-1969,6.7,7.29,-0.59,13.7,14.29,15.5,-4.36,6.27,-100
01-Apr-1969,6.46,7.42,-0.78,13.68,14.46,15.48,-5.11,6.09,-100
01-May-1969,6.3,7.61,-1.2,13.67,14.87,15.46,-5.63,6.18,-100
01-Jun-1969,6.29,7.74,-1.46,13.65,15.11,15.45,-5.9,6.46,-100
01-Jul-1969,6.19,7.52,-1.36,13.63,14.99,15.42,-5.14,6.85,-100
01-Aug-1969,6.01,7.77,-1.42,13.61,15.03,15.4,-6.66,6.9,-100
01-Sep-1969,5.67,7.54,-2.08,12.88,14.96,15.37,-5.77,7,-100
01-Oct-1969,5.68,7.43,-1.6,12.86,14.46,15.35,-6.24,7.88,-100
01-Nov-1969,5.59,7.62,-2,12.84,14.83,15.32,-6.88,7.13,-100
01-Dec-1969,5.26,7.22,-1.46,11.19,12.65,15.29,-6.78,7.24,-100
