date,XS_Mean,XS_Std_dev,perc_25,perc_75,IQR,Max,Min,RF,recession
01-Jan-1960,9.64,9.64,-0.8,15.95,16.75,21.22,-3.06,,-100
01-Feb-1960,10.23,8.79,0.56,15.95,15.39,21.18,-1.03,,-100
01-Mar-1960,10.29,8.69,0.77,15.93,15.16,21.14,-0.89,,-100
01-Apr-1960,9.34,10,-1.32,15.91,17.23,21.04,-4.13,,-100
01-May-1960,9.36,9.92,-1.2,15.89,17.09,20.92,-4.04,,100
01-Jun-1960,10.09,8.82,0.55,15.88,15.32,20.8,-1.5,,100
01-Jul-1960,10.42,8.29,1.37,15.86,14.48,20.66,-0.3,,100
01-Aug-1960,9.8,9.11,-0.02,15.85,15.86,20.5,-2.3,,100
01-Sep-1960,9.97,8.81,0.45,15.84,15.39,20.35,-1.69,,100
01-Oct-1960,10.69,7.74,2.15,15.84,13.68,20.21,0.82,,100
01-Nov-1960,11.04,7.19,3.02,15.84,12.82,20.05,2.09,,100
01-Dec-1960,11.23,6.85,3.41,15.85,12.44,19.84,3,,100
01-Jan-1961,11.08,6.99,2.98,15.87,12.88,19.64,2.81,,100
01-Feb-1961,11.44,6.47,4.25,15.89,11.64,19.45,3.26,,100
01-Mar-1961,12.71,5.09,8.98,15.91,6.94,19.22,4.18,,-100
01-Apr-1961,12.54,5.18,8.53,15.93,7.4,18.98,3.9,,-100
01-May-1961,12.35,5.37,8.1,15.95,7.85,18.7,3.42,,-100
01-Jun-1961,12,5.75,7.23,15.96,8.73,18.39,2.7,,-100
01-Jul-1961,11.82,5.87,6.79,15.97,9.18,18.07,2.41,3.5,-100
01-Aug-1961,11.61,6,6.35,15.97,9.62,17.67,2.06,3.55,-100
01-Sep-1961,12.12,5.14,7.94,15.97,8.03,17.33,3.31,3.67,-100
01-Oct-1961,12.49,4.54,9.11,15.97,6.86,16.94,4.3,3.54,-100
01-Nov-1961,13.03,3.83,10.69,15.97,5.28,16.61,5.85,3.53,-100
01-Dec-1961,11.24,5.35,6.51,15.88,9.37,16.3,2.92,3.58,-100
01-Jan-1962,9.98,6.52,2.7,15.81,13.11,16.03,-0.25,3.63,-100
01-Feb-1962,9.85,6.54,2.5,15.78,13.28,16.02,-0.29,3.76,-100
01-Mar-1962,10.2,6.71,2.46,15.63,13.18,16,-0.22,3.42,-100
01-Apr-1962,10,6.71,2.24,15.54,13.31,15.98,-0.26,3.35,-100
01-May-1962,10.07,6.84,2.13,15.72,13.59,15.94,-0.32,3.39,-100
01-Jun-1962,9.65,6.7,1.91,15.35,13.44,15.89,-0.39,3.32,-100
01-Jul-1962,9.82,7.03,1.77,15.63,13.86,17.58,-0.39,3.51,-100
01-Aug-1962,9.21,6.66,1.54,15.12,13.58,15.81,-0.33,3.55,-100
01-Sep-1962,8.87,6.6,1.44,15,13.56,15.77,-0.26,3.34,-100
01-Oct-1962,8.84,6.72,1.31,14.95,13.64,15.73,-0.2,3.28,-100
01-Nov-1962,8.7,7.01,1,15.39,14.39,15.7,-0.21,3.32,-100
01-Dec-1962,7.68,6.6,1.43,14.49,13.06,15.67,-0.09,3.33,-100
01-Jan-1963,8.14,6.81,1.01,14.71,13.69,15.65,0.01,3.31,-100
01-Feb-1963,7.89,7.03,0.78,14.69,13.91,15.62,-0.02,3.38,-100
01-Mar-1963,8.09,6.99,0.91,14.86,13.95,15.61,0.02,3.37,-100
01-Apr-1963,7.66,6.87,0.92,14.66,13.74,15.6,0.11,3.42,-100
01-May-1963,7.99,7.06,1.04,14.9,13.86,15.59,-0.25,3.41,-100
01-Jun-1963,6.67,7.18,0.6,14.63,14.03,15.57,-0.98,3.49,-100
01-Jul-1963,7.63,6.63,1.2,14.62,13.41,15.55,-0.27,3.54,-100
01-Aug-1963,6.29,7.44,0.43,14.6,14.16,15.54,-2.13,3.68,-100
01-Sep-1963,6.35,7.32,0.5,14.59,14.09,15.54,-1.74,3.73,-100
