date,all,hist_mean,ddm,cross_section,time_series,surveys,RF,recession
01-Jan-1960,-16.78,10.92,0.38,17.12,4.59,,,-100
01-Feb-1960,-16.55,10.92,0.37,17.1,4.49,,,-100
01-Mar-1960,-16.13,10.91,0.39,17.06,4.32,,,-100
01-Apr-1960,-16.14,10.91,0.39,17.03,4.41,,,-100
01-May-1960,-15.76,10.9,0.39,17.01,4.24,,,100
01-Jun-1960,-15.78,10.89,0.38,16.98,4.32,,,100
01-Jul-1960,-15.09,10.88,0.38,16.95,4,,,100
01-Aug-1960,-14.26,10.86,0.38,16.93,3.6,,,100
01-Sep-1960,-14.28,10.85,0.38,16.9,3.69,,,100
01-Oct-1960,-13.71,10.82,0.37,16.87,3.45,,,100
01-Nov-1960,-14.29,10.8,0.39,16.85,3.88,,,100
01-Dec-1960,-13.48,10.78,0.37,16.83,3.47,,,100
01-Jan-1961,-13.34,10.75,0.39,16.83,3.43,,,100
01-Feb-1961,-13.76,10.73,0.37,16.84,3.71,,,100
01-Mar-1961,-13.73,10.71,0.38,16.85,3.7,,,-100
01-Apr-1961,-12.9,10.68,0.38,16.85,3.25,,,-100
01-May-1961,-12.8,10.65,0.4,16.85,3.24,,,-100
01-Jun-1961,-13.23,10.62,0.39,16.84,3.58,,,-100
01-Jul-1961,-13.39,10.59,0.37,16.84,3.74,,3.63,-100
01-Aug-1961,-12.87,10.55,0.36,16.85,3.47,,3.7,-100
01-Sep-1961,-12.95,10.52,0.38,16.87,3.55,,3.8,-100
01-Oct-1961,-13.49,10.48,0.37,16.9,3.88,,3.67,-100
01-Nov-1961,-13.79,10.45,0.36,16.93,4.05,,3.66,-100
01-Dec-1961,-9.78,10.42,-0.36,16.98,4.22,,3.72,-100
01-Jan-1962,-10.65,10.38,0.92,17,4.26,,3.77,-100
01-Feb-1962,-11.15,10.36,0.86,17.03,4.49,,3.87,-100
01-Mar-1962,-12.47,10.34,0.84,17.05,5.3,,3.56,-100
01-Apr-1962,-12.41,10.32,0.77,17.06,5.2,,3.49,-100
01-May-1962,-12.51,10.3,0.72,17.04,5.27,,3.5,-100
01-Jun-1962,-12.41,10.28,0.7,17.01,5.27,,3.47,-100
01-Jul-1962,-12.21,10.25,0.69,16.98,5.23,,3.65,-100
01-Aug-1962,-12.11,10.23,0.66,16.95,5.23,,3.68,-100
01-Sep-1962,-11.96,10.21,0.7,16.91,5.32,,3.51,-100
01-Oct-1962,-11.93,10.2,0.69,16.86,5.43,,3.46,-100
01-Nov-1962,-12.13,10.19,0.63,16.83,5.55,,3.49,-100
01-Dec-1962,-6.76,10.19,0.54,16.78,5.68,,3.48,-100
01-Jan-1963,-12.02,10.19,0.75,16.75,5.8,,3.43,-100
01-Feb-1963,-11.81,10.19,0.71,16.7,5.69,,3.54,-100
01-Mar-1963,-12.36,10.19,0.73,16.66,6.13,,3.53,-100
01-Apr-1963,-11.82,10.19,0.82,16.62,6.01,,3.57,-100
01-May-1963,-11.36,10.18,0.99,16.59,6.07,,3.57,-100
01-Jun-1963,-10.17,10.16,1.28,16.55,5.86,,3.63,-100
01-Jul-1963,-10.06,10.13,1.24,16.5,5.88,,3.69,-100
01-Aug-1963,-9.72,10.1,1.18,16.47,5.7,,3.77,-100
01-Sep-1963,-9.31,10.07,1.19,16.44,5.56,,3.81,-100
01-Oct-1963,-8.95,10.04,1.26,16.41,5.52,,3.81,-100
01-Nov-1963,-9.06,10.01,1.15,16.38,5.51,,3.88,-100
01-Dec-1963,-5.09,9.98,0.67,16.35,5.39,,3.9,-100
01-Jan-1964,-8.83,9.96,0.98,16.33,5.26,,3.98,-100
01-Feb-1964,-8.69,9.94,0.95,16.32,5.16,,3.97,-100
01-Mar-1964,-8.63,9.92,0.95,16.31,5.19,,4.04,-100
01-Apr-1964,-8.63,9.9,0.87,16.3,5.1,,4.11,-100
01-May-1964,-8.52,9.88,0.87,16.29,5.05,,4.06,-100
01-Jun-1964,-8.24,9.86,0.91,16.27,4.98,,4,-100
01-Jul-1964,-8.08,9.84,0.95,16.27,4.99,,3.95,-100
01-Aug-1964,-7.98,9.83,0.9,16.25,4.88,,3.9,-100
01-Sep-1964,-7.97,9.81,0.87,16.25,4.87,,3.97,-100
01-Oct-1964,-7.98,9.79,0.89,16.25,4.96,,3.95,-100
01-Nov-1964,-7.86,9.78,0.9,16.25,4.94,,3.98,-100
01-Dec-1964,-4.51,9.76,0.52,16.24,4.9,,4.08,-100
01-Jan-1965,-7.76,9.75,0.8,16.22,4.83,,4.04,-100
01-Feb-1965,-7.81,9.73,0.78,16.2,4.89,,3.98,-100
01-Mar-1965,-7.82,9.73,0.76,16.18,4.96,,4.06,-100
01-Apr-1965,-7.47,9.72,0.74,16.15,4.76,,4.04,-100
01-May-1965,-7.95,9.72,0.72,16.13,5.07,,4.05,-100
01-Jun-1965,-7.49,9.71,0.77,16.1,4.92,,4.06,-100
01-Jul-1965,-7.38,9.71,0.71,16.07,4.8,,4.03,-100
01-Aug-1965,-7.4,9.71,0.73,16.05,4.92,,4.07,-100
01-Sep-1965,-7.42,9.71,0.68,16.03,4.88,,4.15,-100
01-Oct-1965,-7.76,9.71,0.63,16,5.08,,4.24,-100
01-Nov-1965,-7.65,9.72,0.59,15.98,5.03,,4.31,-100
01-Dec-1965,-4.29,9.72,0.36,15.95,4.96,,4.42,-100
01-Jan-1966,-8.19,9.73,0.5,15.92,5.28,,4.76,-100
01-Feb-1966,-7.76,9.73,0.34,15.9,4.82,,4.78,-100
01-Mar-1966,-7.17,9.73,0.51,15.87,4.7,,4.96,-100
01-Apr-1966,-7.62,9.73,0.47,15.85,4.92,,4.71,-100
01-May-1966,-7.21,9.73,0.46,15.84,4.64,,4.8,-100
01-Jun-1966,-6.94,9.72,0.5,15.84,4.53,,4.88,-100
01-Jul-1966,-7.18,9.72,0.48,15.83,4.7,,5.02,-100
01-Aug-1966,-7.17,9.72,0.31,15.81,4.52,,5.17,-100
01-Sep-1966,-6.72,9.71,0.42,15.79,4.38,,5.56,-100
01-Oct-1966,-6.95,9.71,0.42,15.78,4.56,,5.28,-100
01-Nov-1966,-6.82,9.71,0.35,15.76,4.42,,5.19,-100
01-Dec-1966,-2.04,9.71,0.58,15.73,4.22,,5.2,-100
01-Jan-1967,-5.94,9.7,0.68,15.72,4.32,,4.72,-100
01-Feb-1967,-6,9.69,0.62,15.7,4.36,,4.56,-100
01-Mar-1967,-5.41,9.68,0.85,15.69,4.33,,4.58,-100
01-Apr-1967,-5.77,9.67,0.67,15.67,4.36,,4.29,-100
01-May-1967,-5.54,9.66,0.8,15.65,4.49,,4.51,-100
01-Jun-1967,-5.68,9.65,0.63,15.63,4.48,,4.57,-100
01-Jul-1967,-5.89,9.65,0.68,15.62,4.78,,5.13,-100
01-Aug-1967,-5.51,9.65,0.8,15.6,4.75,,5.03,-100
01-Sep-1967,-5.24,9.65,0.89,15.58,4.72,,5.2,-100
01-Oct-1967,-5.51,9.63,0.76,15.56,4.8,,5.24,-100
01-Nov-1967,-5.69,9.62,0.58,15.54,4.75,,5.56,-100
01-Dec-1967,-1.94,9.6,0.32,14.79,4.73,,5.65,-100
01-Jan-1968,-3.32,9.58,0.56,14.77,4.64,,5.67,-100
01-Feb-1968,-3.24,9.56,0.45,14.75,4.49,,5.47,-100
01-Mar-1968,-3.39,9.54,0.28,14.72,4.47,,5.49,-100
01-Apr-1968,-3.51,9.53,0.24,14.71,4.58,,5.55,-100
01-May-1968,-4.07,9.51,0.13,14.7,4.85,,5.73,-100
01-Jun-1968,-3.11,9.5,0.26,14.68,4.38,,5.76,-100
01-Jul-1968,-2.95,9.5,0.34,14.66,4.43,,5.54,-100
01-Aug-1968,-3.1,9.49,0.29,14.65,4.54,,5.17,-100
01-Sep-1968,-2.99,9.49,0.22,14.63,4.4,,5.3,-100
01-Oct-1968,-2.99,9.49,0.16,14.62,4.35,,5.33,-100
01-Nov-1968,-3.04,9.48,0.16,14.61,4.4,,5.41,-100
01-Dec-1968,-2.37,9.48,-0.17,14.6,4.29,,5.54,-100
01-Jan-1969,-3.27,9.48,-0.08,14.59,4.29,,6.12,-100
01-Feb-1969,-3,9.47,0,14.57,4.25,,6.05,-100
01-Mar-1969,-2.88,9.46,0.04,14.56,4.26,,6.27,-100
01-Apr-1969,-2.82,9.45,-0.06,14.55,4.1,,6.09,-100
01-May-1969,-3.19,9.44,-0.28,14.54,4.1,,6.18,-100
01-Jun-1969,-3.54,9.43,-0.4,14.53,4.21,,6.46,-100
01-Jul-1969,-3.05,9.42,-0.35,14.51,4.02,,6.85,-100
01-Aug-1969,-2.99,9.41,-0.37,14.49,3.98,,6.9,-100
01-Sep-1969,-2.34,9.4,-0.77,14.47,4.16,,7,-100
01-Oct-1969,-1.82,9.39,-0.52,14.45,4.15,,7.88,-100
01-Nov-1969,-2.19,9.38,-0.72,14.42,4.21,,7.13,-100
01-Dec-1969,-0.09,9.37,-0.34,14.39,4.27,,7.24,-100
01-Jan-1970,-2.17,9.36,-0.85,14.36,4.23,,7.89,100
01-Feb-1970,0.2,9.35,-0.4,14.33,4.12,,8,100
01-Mar-1970,0.6,9.33,-0.43,14.3,4.01,,7.17,100
01-Apr-1970,0.63,9.31,-0.84,14.26,3.84,,6.99,100
01-May-1970,0.08,9.3,-0.97,14.22,4.07,,7.81,100
01-Jun-1970,0.84,9.28,-0.7,14.18,4.01,,7.58,100
01-Jul-1970,1.73,9.26,-0.43,14.14,3.89,,7.55,100
01-Aug-1970,1.83,9.24,-0.47,14.11,3.87,,7.44,100
01-Sep-1970,2.47,9.22,-0.37,14.08,3.75,,7.31,100
01-Oct-1970,2.75,9.19,-0.41,14.05,3.69,,7.02,100
01-Nov-1970,3.36,9.16,-0.01,14.02,3.73,,6.89,100
01-Dec-1970,4.04,9.14,0.15,14,3.64,,5.9,-100
01-Jan-1971,4.7,9.11,0.33,13.97,3.55,,5.91,-100
01-Feb-1971,5.46,9.09,0.39,13.94,3.37,,5.61,-100
01-Mar-1971,6.25,9.06,0.64,13.91,3.27,,5.19,-100
01-Apr-1971,6.03,9.04,0.44,13.89,3.28,,4.95,-100
01-May-1971,6.61,9.02,0.63,13.86,3.25,,5.89,-100
01-Jun-1971,6.85,8.99,0.49,13.84,3.12,,6.04,-100
01-Jul-1971,7.08,8.96,0.4,13.81,3.03,,6.69,-100
01-Aug-1971,7.73,8.94,0.57,13.78,2.94,,6.79,-100
01-Sep-1971,7.67,8.92,0.53,13.75,2.98,,5.93,-100
01-Oct-1971,7.95,8.9,0.52,13.72,2.93,,5.82,-100
01-Nov-1971,7.3,8.88,0.47,13.68,3.19,,5.5,-100
01-Dec-1971,5.98,8.87,0.1,13.65,3.04,,5.55,-100
01-Jan-1972,7.84,8.85,0.1,13.62,2.88,,5.34,-100
01-Feb-1972,7.3,8.84,0.05,13.59,3.06,,5.63,-100
01-Mar-1972,7.24,8.82,-0.04,13.57,3.08,,5.51,-100
01-Apr-1972,7.22,8.81,-0.11,13.54,3.1,,5.94,-100
01-May-1972,6.82,8.79,-0.02,13.5,3.33,,5.7,-100
01-Jun-1972,7.01,8.78,-0.01,13.47,3.33,,5.65,-100
01-Jul-1972,7.39,8.76,0.03,13.43,3.28,,5.87,-100
01-Aug-1972,7.18,8.73,-0.06,13.4,3.35,,5.85,-100
01-Sep-1972,6.88,8.71,-0.16,13.37,3.44,,6.07,-100
01-Oct-1972,7.74,8.7,-0.02,13.34,3.28,,6.13,-100
01-Nov-1972,7.88,8.68,0.19,13.31,3.38,,6.1,-100
01-Dec-1972,5.17,8.66,-0.26,13.27,3.38,,6,-100
01-Jan-1973,8.26,8.64,-0.15,13.24,3.15,,6.13,-100
01-Feb-1973,7.5,8.63,-0.22,13.21,3.4,,6.44,-100
01-Mar-1973,6.61,8.62,-0.31,13.19,3.69,,6.62,-100
01-Apr-1973,7.63,8.61,-0.3,13.15,3.42,,6.7,-100
01-May-1973,6.79,8.59,-0.37,13.12,3.7,,6.65,-100
01-Jun-1973,6.82,8.58,-0.36,13.09,3.73,,6.72,-100
