erp_one_month_ahead,erp_one_quarter_ahead,erp_six_months_ahead,erp_one_year_ahead,erp_two_years_ahead,erp_three_years_ahead,erp_four_years_ahead,erp_five_years_ahead,recession,zeros
3.9,5,5.5,5.64,3.75,4.62,1,3.03,-100,0
4.07,4.76,5.21,5.83,3.75,4.51,0.65,2.77,-100,0
4.61,4.93,5.28,6.1,3.85,4.62,2.7,5.01,-100,0
4.69,5.18,5.39,6.13,4,4.65,1.39,2.43,-100,0
5.03,5.38,5.48,5.89,4.42,4.81,1.93,2.88,-100,0
4.68,4.68,4.66,5,3.53,4.02,1.41,3.05,-100,0
4.38,4.57,4.55,4.58,3.77,3.83,-1.28,0.2,-100,0
3.85,4.39,4.34,4.33,3.81,3.78,-1.31,-1.02,-100,0
3.87,3.77,3.76,3.89,3.55,3.46,0,0.06,-100,0
3.2,3.43,3.71,3.88,3.68,3.53,-2.18,-2.51,-100,0
2.93,3.11,3.37,3.65,3.63,3.54,-2.2,-2.84,-100,0
2.87,2.61,2.88,3.41,3.55,3.5,-0.3,-1,-100,0
3.03,2.03,2.03,2.81,3.07,3.21,-3.87,-6.23,100,0
3.52,2.2,1.92,2.68,3.09,3.27,-3.76,-6.31,100,0
3.95,2.67,1.98,2.67,3.22,3.37,-1.66,-2.49,100,0
3.97,3.16,2.41,2.92,3.49,3.64,-3.16,-5.11,100,0
4.98,4.29,3.89,4,4.27,4.42,-0.74,-2.02,100,0
3.95,3.38,2.97,3.01,3.33,3.72,-1.43,-2.29,100,0
3.78,3.49,3.22,3.1,3.3,3.69,-3.28,-6.64,100,0
3.89,3.43,3.22,3.07,3.16,3.48,-3.79,-6.81,100,0
3.84,3.46,3.32,3.13,3.15,3.47,-1.52,-4.03,-100,0
3.53,3.43,3.24,3.08,3.02,3.41,-3.95,-8.18,-100,0
3.47,3.22,3.03,2.98,2.81,3.29,-4.05,-8.63,-100,0
3.03,3.11,3.04,3.09,2.79,3.35,-1.74,-4.7,-100,0
3.68,3.71,3.76,3.71,3.33,3.81,-2.46,-7.32,-100,0
4.93,4.19,4.42,4.26,3.82,4.1,-1.34,-5.67,-100,0
5.34,4.87,4.78,4.57,4.03,4.28,0.87,-1.7,-100,0
5.95,5.41,5.05,4.75,4.1,4.47,-0.69,-5.23,-100,0
5.37,5.59,5.32,5.05,4.47,4.77,0.55,-3.66,-100,0
5.21,5.63,5.29,4.91,4.16,4.64,1.46,-2.04,-100,0
4.73,4.72,5.09,4.71,3.87,4.39,2.11,-6.28,-100,0
4.03,4.15,4.77,4.47,3.62,4.2,1.24,-7.28,-100,0
3.74,3.78,4.5,4.34,3.51,4.13,1.12,-3.54,-100,0
3.87,3.82,4.42,4.49,3.65,4.3,1.34,-6.69,-100,0
3.91,3.54,4.12,4.43,3.69,4.28,0.81,-6.28,-100,0
4.21,3.86,4.34,4.73,4,4.47,1.67,-1.84,-100,0
4.31,3.89,4.21,4.74,4,4.51,1.82,-4.86,-100,0
4.49,4.06,4.35,4.96,4.19,4.74,2.47,-3.9,-100,0
4.07,3.76,3.97,4.65,3.94,4.52,1.92,-1.91,-100,0
3.63,3.51,3.82,4.46,3.85,4.43,1.67,-5.14,-100,0
3.6,3.5,3.85,4.3,3.88,4.33,0.9,-4.24,-100,0
3.57,3.29,3.77,4.31,3.89,4.43,0.61,-1.27,-100,0
3.68,3.5,3.99,4.51,4.17,4.61,0.77,-1.43,-100,0
3.66,3.52,3.94,4.45,4.22,4.62,0.58,-0.39,-100,0
4.17,3.69,4.06,4.53,4.33,4.75,0.71,1.06,-100,0
3.92,3.58,3.99,4.46,4.27,4.68,0.45,1.15,-100,0
4.23,3.95,4.32,4.73,4.52,4.93,0.87,2.07,-100,0
4.39,3.93,4.28,4.7,4.5,4.9,0.66,2.54,-100,0
4.54,4.24,4.59,4.95,4.79,5.14,1.28,3.9,-100,0
4.64,4.29,4.67,4.96,4.87,5.12,1.34,4.65,-100,0
4.65,4.37,4.72,5,4.93,5.23,1.45,4.93,-100,0
4.32,4.04,4.39,4.71,4.62,4.98,0.9,3.42,-100,0
3.31,3.46,3.78,4.13,4,4.33,-0.55,-0.7,-100,0
3.49,3.69,4.15,4.55,4.39,4.85,0.37,0.41,-100,0
3.26,3.22,3.68,4.19,4.04,4.66,-0.42,-1.17,-100,0
3.02,2.76,3.15,3.78,3.56,4.35,-1.26,-2.92,-100,0
2.27,2.17,2.42,3.21,2.98,3.85,-2.61,-5.35,-100,0
2.15,2.15,2.28,3.13,2.88,3.76,-2.79,-5.96,-100,0
2.18,2.04,2.13,3,2.76,3.55,-2.83,-6.75,-100,0
2.28,2.23,2.38,3.16,2.9,3.65,-2.36,-6.28,-100,0
2.64,2.79,3,3.62,3.37,4.15,-0.85,-4.3,-100,0
1.66,1.78,1.98,2.8,2.56,3.54,-2.7,-7.55,-100,0
1.43,1.58,1.82,2.68,2.44,3.52,-2.57,-7.97,-100,0
1.62,1.61,1.81,2.64,2.42,3.52,-2.61,-7.98,-100,0
2.17,2.27,2.4,3.03,2.84,3.66,-1.78,-6.72,-100,0
1.7,1.83,1.94,2.79,2.57,3.56,-2.21,-7.67,-100,0
2.5,2.64,2.88,3.56,3.28,4.2,-0.16,-4.75,-100,0
1.84,2.06,2.31,3.12,2.87,3.67,-1.37,-6.32,-100,0
2.71,2.83,3.09,3.75,3.5,4.19,0.24,-3.71,-100,0
3.57,3.55,3.84,4.38,4.12,4.66,1.49,-1.26,-100,0
3.7,3.67,3.96,4.48,4.24,4.72,1.44,-0.33,-100,0
3.49,3.59,3.86,4.4,4.19,4.65,1.34,-0.1,-100,0
3.7,3.71,3.94,4.48,4.25,4.69,1.67,0.61,-100,0
3.02,3.2,3.45,4.08,3.87,4.26,0.68,-0.64,-100,0
3.14,3.27,3.51,4.1,3.89,4.24,0.66,-0.16,-100,0
3.24,3.53,3.83,4.34,4.13,4.44,1.11,0.84,-100,0
3.01,3.28,3.59,4.01,3.82,4.02,-0.1,-0.98,-100,0
3.34,3.45,3.86,4.36,4.13,4.37,0.79,1.08,-100,0
2.67,3,3.35,3.95,3.75,3.97,-0.21,-0.08,-100,0
2.28,2.77,3.1,3.79,3.58,3.8,-0.69,-0.81,-100,0
1.87,2.41,2.72,3.54,3.32,3.57,-1.29,-1.61,-100,0
1.46,2.07,2.44,3.36,3.15,3.49,-1.7,-2.41,-100,0
1.57,2,2.41,3.36,3.15,3.5,-1.73,-2.65,-100,0
1.78,1.89,2.23,3.24,3.02,3.43,-2.03,-3.05,-100,0
1.38,1.85,2.07,3.15,2.94,3.33,-2.18,-3.2,-100,0
1.13,1.84,2.07,3.17,2.98,3.39,-2.19,-3.31,-100,0
1.16,1.81,2.2,3.31,3.14,3.51,-1.91,-2.99,-100,0
0.91,1.68,2.22,3.36,3.22,3.54,-1.7,-3.01,-100,0
0.48,1.07,1.45,2.53,2.45,2.67,-3.82,-6.92,-100,0
0.2,0.84,1.29,2.75,2.71,3.01,-2.99,-5.23,-100,0
0.06,0.66,0.93,2.5,2.51,2.85,-3.45,-6.25,-100,0
0.91,1.14,1.29,2.78,2.84,3.18,-2.58,-4.66,-100,0
1.12,1.47,1.5,2.92,3.02,3.33,-2.28,-4.1,-100,0
0.73,1.41,1.42,2.81,2.97,3.29,-2.2,-4.43,-100,0
0.53,1.25,1.4,2.77,2.98,3.25,-2.14,-4.56,-100,0
0.6,1.45,1.78,3.04,3.3,3.46,-1.15,-3.54,-100,0
0.64,1,1.37,2.64,2.96,3.17,-2.34,-4.78,-100,0
0.68,1.12,1.44,2.72,3.04,3.23,-2.04,-4.5,-100,0
0.96,1.31,1.48,2.75,3.07,3.23,-1.85,-4.52,-100,0
0.57,1.24,1.29,2.63,2.94,3.16,-2.53,-4.95,-100,0
-0.23,0.6,0.62,1.8,2.07,2.19,-5.37,-9.29,-100,0
0.55,0.81,1.31,2.6,2.9,3.15,-2.73,-5.3,-100,0
-0.03,0.51,1.06,2.4,2.67,2.95,-3.43,-5.9,-100,0
-0.47,0.21,0.81,2.24,2.53,2.86,-3.74,-6.51,-100,0
-0.32,0.06,0.68,2.2,2.48,2.89,-3.31,-6.77,-100,0
-0.07,0.01,0.48,2.02,2.29,2.8,-4.13,-7.08,-100,0
-0.39,-0.05,0.33,1.93,2.18,2.76,-4.46,-7.28,-100,0
-0.88,-0.23,-0,1.7,1.91,2.58,-4.66,-8.12,-100,0
0.56,0.24,0.38,1.98,2.1,2.8,-4.73,-7.54,-100,0
0.88,0.82,1.01,2.36,2.44,3.08,-4.07,-6.2,-100,0
0.35,0.66,0.79,2.06,2.16,2.82,-4.27,-7.41,-100,0
-0.24,0.27,0.65,1.91,2.01,2.68,-5.1,-8.32,-100,0
-1.43,-0.73,-0.39,0.8,0.91,1.37,-8.5,-14,-100,0
-0.61,-0.27,0.37,1.65,1.75,2.43,-5.07,-9.64,-100,0
-1.19,-0.85,-0.44,1.08,1.18,1.91,-7.21,-11.83,-100,0
-1.59,-0.92,-0.64,1.01,1.04,1.79,-7.52,-12.32,-100,0
-2.15,-1.14,-0.94,0.86,0.87,1.62,-6.89,-12.95,-100,0
-2.4,-1.59,-1.3,0.6,0.58,1.4,-8.4,-14.03,-100,0
-2.6,-1.89,-1.52,0.4,0.41,1.22,-8.82,-14.95,-100,0
-2.54,-2.02,-1.74,0.19,0.19,0.94,-8.36,-16.15,-100,0
-2.19,-1.87,-1.75,0.16,0.23,0.89,-9.5,-16.29,-100,0
-1.51,-1.33,-1.56,0.26,0.29,0.89,-9.53,-16.29,-100,0
-1.68,-1.3,-1.53,0.16,0.13,0.77,-8.81,-16.94,-100,0
-2.3,-1.56,-1.76,-0.12,-0.17,0.48,-10.96,-18.09,-100,0
-4.06,-2.56,-2.63,-1.14,-1.16,-0.68,-14.2,-23.21,-100,0
-3.7,-2.58,-2.43,-0.67,-0.82,-0.07,-11.4,-20.63,-100,0
-3.74,-2.54,-2.24,-0.53,-0.69,0.06,-12.88,-20.51,-100,0
-3.87,-2.44,-2.12,-0.37,-0.51,0.11,-12.73,-20.18,-100,0
-3.88,-2.8,-2.54,-0.45,-0.66,-0.15,-12.5,-21.38,-100,0
-3.94,-2.88,-2.69,-0.6,-0.75,-0.19,-13.78,-21.54,-100,0
-3.64,-2.57,-2.51,-0.39,-0.64,-0.05,-13.74,-21.22,-100,0
-3.62,-2.64,-2.65,0.21,-0.1,0.4,-11.39,-19.5,-100,0
-3.88,-2.38,-2.43,-0.23,-0.59,0.12,-14.3,-21.42,-100,0
-3.27,-2.43,-2.4,-0.29,-0.68,-0.01,-14.88,-22.07,-100,0
-2.86,-2.28,-2.28,0.06,-0.39,0.07,-13.05,-22.13,-100,0
-2.26,-1.8,-1.88,-0.11,-0.52,0.11,-14.91,-22.51,-100,0
-2.2,-1.23,-1.45,-0.08,-0.38,-0.03,-14.52,-22.86,-100,0
-2.49,-1.22,-1.46,-0.27,-0.73,-0.42,-16.24,-25.13,-100,0
-1.4,-0.89,-0.99,0.38,-0.09,0.29,-14.61,-23,-100,0
-0.64,-0.62,-0.66,0.53,-0.08,0.36,-14.85,-23.29,-100,0
-1.44,-0.58,-0.71,0.6,-0.06,0.32,-14.84,-23.7,100,0
-1.44,-0.51,-0.66,0.53,-0.22,0.33,-15.73,-24.79,100,0
-1.01,-0.64,-0.58,0.61,-0.18,0.25,-15.73,-25.24,100,0
-0.45,-0.19,-0.11,0.7,-0.22,-0.02,-16.48,-27.25,100,0
0.11,0.31,0.26,1.28,0.32,0.5,-14.71,-24.84,100,0
1.22,1.01,0.64,1.7,0.63,0.7,-14.38,-24.55,100,0
1.72,1.68,1.34,3.06,1.91,1.9,-11.09,-19.31,100,0
1.25,1.58,1.28,2.02,0.77,0.81,-14.21,-24.8,100,0
0.89,1.26,1.18,1.7,0.7,0.79,-13.44,-23.83,-100,0
1.59,1.46,1.49,3.18,1.85,1.92,-11.68,-21.43,-100,0
2.06,1.89,1.95,2.37,0.91,1,-14.32,-25.14,-100,0
1.64,1.89,1.83,2.26,0.86,0.84,-14.35,-25.85,-100,0
2.62,2.28,2.22,2.7,1.2,1,-11.89,-22.34,-100,0
2.76,2.37,2.4,2.73,1.19,1.03,-11.84,-21.87,-100,0
3.29,2.93,2.9,3.09,1.46,1.26,-11.51,-21.21,-100,0
4.29,3.62,3.55,3.77,2.14,1.73,-9.73,-19.85,-100,0
4.61,4.19,4.13,4.06,2.29,1.9,-10.15,-18.86,-100,0
5.92,5.05,5.12,4.73,3.27,2.2,-8.94,-17.3,-100,0
5.7,4.98,5.16,5.63,4.41,3.24,-5.17,-12.35,-100,0
5.15,4.81,5.01,4.63,3.55,2.02,-9.26,-18.25,-100,0
5.06,4.69,4.98,4.66,3.72,2.48,-6.99,-14.98,-100,0
5.11,4.7,5.14,5.11,3.88,2.57,-6.1,-15.33,-100,0
5.74,5.21,5.67,5.58,4.39,2.68,-6.2,-14.48,-100,0
5.74,5.21,5.66,5.63,4.4,2.77,-6.25,-14.22,-100,0
5.29,5.16,5.69,6.78,5.44,4.01,-1.81,-8.52,-100,0
5.51,5.46,6.16,6.15,5.03,3.31,-4.84,-12.04,-100,0
5.74,5.39,6.2,6.25,5.21,3.4,-4.41,-11.55,-100,0
5.48,4.98,5.77,7.05,6.14,4.53,-0.58,-4.94,-100,0
5.74,5.17,5.8,6.01,5.08,3.2,-4.69,-12.37,-100,0
6.38,5.8,6.33,6.48,5.57,3.71,-3.38,-10.44,-100,0
6.31,6,6.37,7.91,7.3,5.48,3.07,-1.19,-100,0
6.12,5.9,6.32,6.35,5.77,3.8,-0.37,-9.87,-100,0
5.07,5.04,5.6,5.65,5.2,3.5,-0.95,-9.67,-100,0
5.82,5.62,6.41,7.28,6.77,4.87,1.63,-3.42,-100,0
6.21,6,6.77,6.71,6.23,4.17,0.58,-7.46,-100,0
6.69,6.24,6.98,6.9,6.43,4.34,1.36,-6.43,-100,0
6.23,5.83,6.41,7.28,6.81,5.1,1.9,-1.92,-100,0
6.09,5.67,6.33,6.45,5.95,4.23,0.8,-7.47,-100,0
5.79,5.59,6.27,6.45,5.97,4.35,0.68,-7.23,-100,0
6.04,5.69,6.47,6.96,6.42,4.77,0.81,-4.28,-100,0
6.51,6.01,6.9,6.96,6.43,4.8,1.9,-4.58,-100,0
6.31,6.01,6.91,6.97,6.46,4.89,2.26,-4,-100,0
6.27,6.04,6.96,7.36,6.8,5.43,2.57,-1.04,-100,0
5.97,5.8,6.78,6.99,6.49,5.18,2.77,-3,-100,0
5.11,5.01,5.84,6.11,5.73,4.73,1.3,-4.08,-100,0
6.12,5.69,6.66,7.02,6.55,5.43,1.82,-1.99,-100,0
5.94,5.61,6.48,6.92,6.5,5.39,2.85,-2.32,-100,0
5.96,5.58,6.37,6.84,6.43,5.47,2.48,-1.98,-100,0
6.47,5.87,6.62,6.59,6.13,5.2,0.76,-3.92,-100,0
6.79,6.28,7.02,7.31,6.95,6.09,4.79,1.12,-100,0
6.78,6.31,7.04,7.28,6.94,6.08,5.25,1.21,-100,0
6.41,6.1,6.87,6.76,6.37,5.55,2.67,1.39,-100,0
6.77,6.27,7.08,7.27,6.89,6.19,5.61,6.82,-100,0
6.58,6.12,6.9,7.09,6.72,6.09,5.5,6.65,-100,0
6.42,6,6.71,6.37,5.9,5.34,2.02,-0.01,-100,0
6.14,5.91,6.6,6.87,6.45,5.98,5.51,6.21,-100,0
5.47,5.33,5.9,6.18,5.83,5.4,4.55,3.99,-100,0
5.89,5.68,6.45,6.4,5.93,5.32,3.24,0.9,-100,0
5.88,5.61,6.38,6.73,6.32,5.78,5.64,6.05,-100,0
5.6,5.37,6.13,6.56,6.11,5.64,5.75,5.14,-100,0
5.7,5.39,6.1,6.03,5.5,4.95,2.76,0.31,-100,0
5.91,5.42,6.07,6.53,6.08,5.66,5.96,6.54,-100,0
5.9,5.47,6.06,6.5,6.07,5.66,6.08,7.04,-100,0
6.03,5.65,6.19,5.71,5.17,4.61,1.56,-0.94,-100,0
6.24,5.91,6.5,6.81,6.36,6.01,7.04,8.72,-100,0
6.32,5.99,6.65,6.89,6.43,6.08,7.21,9.29,-100,0
6.29,6.04,6.77,6.51,6.01,5.57,4.7,4.66,-100,0
6.27,6.01,6.78,6.98,6.55,6.13,7.48,10.18,-100,0
5.34,5.21,5.85,6.1,5.74,5.41,5.36,7.24,-100,0
5.68,5.54,6.3,6.31,5.84,5.35,3.86,4.96,-100,0
5.98,5.74,6.49,6.86,6.44,5.97,6.95,10.11,-100,0
6.05,5.73,6.48,6.88,6.46,6.02,6.99,10.83,-100,0
5.8,5.71,6.47,6.62,6.14,5.64,4.6,6.85,-100,0
5.61,5.58,6.35,6.79,6.37,5.9,6.91,10.71,-100,0
5.79,5.49,6.27,6.74,6.3,5.8,6.68,10.7,-100,0
6.2,5.8,6.52,6.13,5.62,4.95,2.88,4.35,-100,0
6.56,6.17,6.82,7.13,6.67,6.05,7.33,12.47,-100,0
6.44,6.23,6.82,7.12,6.64,6.03,7.32,12.43,-100,0
6.25,6.18,6.84,6.33,5.8,5.12,3.5,6.18,-100,0
7.03,6.58,7.34,7.46,6.97,6.31,7.77,13.71,-100,0
6.38,6.02,6.65,6.74,6.32,5.79,6.26,10.6,-100,0
7.74,7.08,7.73,6.5,5.93,5.15,3.52,6.6,100,0
8.18,7.41,7.98,7.91,7.36,6.6,8.52,15.03,100,0
8.73,7.96,8.45,8.23,7.65,6.87,9.03,16.08,100,0
8.4,7.88,8.36,7.69,7.05,6.33,6.53,11.73,100,0
7.81,7.55,8.11,7.89,7.21,6.51,7.98,14.48,100,0
8.13,7.58,8.24,7.97,7.25,6.55,8.05,14.41,100,0
8.4,7.78,8.44,7.39,6.62,5.88,4.95,9.11,100,0
8.42,8.01,8.64,8.31,7.56,6.85,8.58,14.89,100,0
8.79,7.91,8.48,8.2,7.4,6.7,8.06,14.16,100,0
9.32,7.96,8.35,7.7,6.83,6.11,5.34,9.6,100,0
10.85,9.45,9.64,9.04,8.05,7.25,9.58,15.95,100,0
12.22,11,11.15,10.25,9.3,8.72,13.76,21.8,100,0
11.66,10.41,10.5,8.82,7.85,7.08,8.21,15.07,100,0
12.38,11,11.04,9.82,8.72,7.88,11.14,18.42,100,0
12.68,11.82,11.86,10.37,9.24,8.37,12.46,20.12,100,0
11.68,11.31,11.39,10.52,9.49,8.75,12.42,20.55,100,0
10.75,10.4,10.75,9.59,8.45,7.64,10.2,16.36,100,0
10.6,10.01,10.61,9.55,8.38,7.54,9.86,15.91,100,0
10.53,10.02,10.62,10.23,9.07,8.22,10.65,16.79,-100,0
10.28,9.82,10.32,9.65,8.42,7.53,9.86,15.55,-100,0
10.15,9.7,10.29,9.78,8.57,7.66,10.09,15.88,-100,0
10.91,10.05,10.75,10.58,9.48,8.6,11.42,18.12,-100,0
11.22,10.12,10.81,10.23,9.16,8.24,11.36,18.08,-100,0
9.33,8.52,9,8.66,7.82,7.1,8.6,12.84,-100,0
10.13,9.11,9.57,9.32,8.41,7.48,8.22,12.21,-100,0
10.32,9.55,9.81,9.26,8.43,7.51,9.45,14.51,-100,0
10.08,9.49,9.73,9.14,8.36,7.47,9.37,14.24,-100,0
10.02,9.36,9.72,9.04,8.27,7.39,8.02,11.48,-100,0
10.36,9.56,10.05,9.26,8.55,7.7,9.89,14.84,-100,0
10.83,9.81,10.56,9.65,8.97,8.14,10.87,16.46,-100,0
10.76,10.03,10.73,9.37,8.67,7.82,8.75,12.84,-100,0
11.07,10.12,10.99,10.07,9.45,8.64,12.03,18.44,-100,0
10.74,10.09,11.12,10.31,9.6,8.85,12.49,19.1,-100,0
10.56,10,11.12,10.48,9.89,9.21,12.61,19.31,-100,0
10.76,10.04,11.22,10.51,9.89,9.19,13.35,20.4,-100,0
9.82,9.18,10.05,9.7,9.14,8.7,12.35,18.64,-100,0
10.65,9.87,10.95,10.99,10.4,9.82,14.09,21.66,-100,0
10.6,9.88,10.94,10.63,10.01,9.52,14.14,21.93,-100,0
10.58,9.79,10.74,10.41,9.93,9.54,14.09,22.06,-100,0
10.77,10.04,10.98,10.71,10.22,9.87,13.99,21.66,-100,0
11.2,10.42,11.35,10.94,10.53,10.22,15.89,24.96,-100,0
11.66,10.62,11.55,10.96,10.7,10.42,16.55,25.78,-100,0
12.27,11.09,11.99,10.79,10.47,10.15,14.86,23.18,-100,0
13.29,11.86,12.67,11.74,11.46,11.26,18.8,30.08,-100,0
13.93,12.39,13.08,12.03,11.74,11.56,19.72,31.37,-100,0
13.39,12.36,13.02,11.64,11.33,11.19,18.25,28.82,-100,0
13.13,12.17,12.92,11.83,11.44,11.37,19.53,30.96,-100,0
12.53,11.52,12.3,11.3,10.88,10.99,18.91,29.27,-100,0
12.87,11.93,12.86,12.2,11.78,11.82,20.47,32.09,-100,0
12.46,11.68,12.6,11.63,11.13,11.19,19.17,30.37,-100,0
12.21,11.37,12.34,11.48,10.95,11.06,19,29.82,-100,0
12.59,11.58,12.59,11.5,10.93,11.03,18.38,28.39,-100,0
13.15,11.97,12.95,12.03,11.37,11.48,20.38,32.08,-100,0
13.42,12.3,13.19,12.24,11.58,11.7,21.15,33.49,-100,0
13.41,12.3,13.16,11.79,11.15,11.27,19.3,30.33,-100,0
13.78,12.67,13.62,12.52,11.85,12,21.93,34.97,-100,0
13.96,12.75,13.68,12.52,11.89,12.01,21.99,35.44,-100,0
13.85,12.64,13.48,11.8,11.19,11.3,19.4,30.84,-100,0
13.95,12.79,13.57,12.4,11.77,12.04,21.84,35.29,-100,0
12.7,11.8,12.43,11.41,10.84,11.2,19.98,31.5,-100,0
13.07,12.21,13.02,11.88,11.32,11.65,20.43,32.73,-100,0
12.83,11.91,12.9,11.79,11.16,11.45,20.1,32.88,-100,0
12.55,11.73,12.81,11.75,11.09,11.41,19.95,32.86,-100,0
12.73,11.89,13.01,12.52,11.97,12.32,22.06,36.03,-100,0
12.46,11.54,12.6,11.74,11.14,11.32,20.04,33.23,-100,0
12.26,11.17,12.15,11.41,10.8,10.93,19.18,31.93,-100,0
11.93,11.02,11.94,11.39,10.82,10.93,18.86,30.76,-100,0
11.66,10.74,11.55,10.98,10.34,10.45,17.84,30.29,-100,0
11.49,10.71,11.54,10.93,10.33,10.38,17.78,30.29,-100,0
11.43,10.74,11.59,11.05,10.49,10.46,17.57,28.98,-100,0
11.29,10.55,11.47,10.85,10.3,10.26,17.22,30.2,-100,0
9.7,9.12,9.89,9.47,9.01,9.03,14.01,24.51,-100,0
10.98,10.09,11.03,10.81,10.31,10.18,16.8,28.03,-100,0
10.76,10.1,11.02,10.53,10.04,9.9,16.21,28.78,-100,0
10.56,9.9,10.76,10.37,9.9,9.76,15.64,28.09,-100,0
10.66,9.9,10.82,10.67,10.21,10.05,16.48,27.66,-100,0
10.68,9.91,10.82,10.47,9.99,9.81,15.89,28.54,-100,0
10.6,9.88,10.81,10.44,10,9.82,16,28.48,-100,0
10.56,9.75,10.64,10.58,10.16,10.05,16.49,27.81,-100,0
10.58,9.89,10.81,10.47,10.05,9.88,16.09,26.72,-100,0
10.44,9.64,10.54,10.26,9.79,9.64,15.55,25.69,-100,0
10.55,9.75,10.7,10.86,10.42,10.29,17.09,28.41,-100,0
10.24,9.69,10.67,10.4,9.92,9.66,15.78,24.64,-100,0
9.63,9.09,9.76,9.7,9.28,9.14,14.69,21.79,-100,0
10.59,9.78,10.59,10.78,10.52,10.28,17.42,28.07,-100,0
10.3,9.68,10.45,10.32,10.04,9.7,15.91,24.32,-100,0
10.17,9.54,10.25,10.15,9.91,9.55,15.47,23.24,-100,0
10.21,9.6,10.32,10.43,10.23,9.96,16.5,26.09,-100,0
10.19,9.47,10.2,10.04,9.82,9.48,15.4,23.32,-100,0
10.04,9.2,9.92,9.72,9.5,9.22,14.55,22.61,-100,0
10.07,9.34,10.04,9.47,9.23,8.99,13.55,21.54,-100,0
10.24,9.42,10.06,9.69,9.45,9.2,14.4,22.68,-100,0
10.45,9.42,9.97,9.57,9.32,9.17,14.2,22.72,-100,0
10.26,9.52,10.06,9.53,9.25,9.15,13.93,22.53,-100,0
9.84,9.15,9.7,9.24,8.91,8.8,13.37,21.52,-100,0
9.61,8.92,9.41,8.98,8.59,8.62,13.23,20.53,-100,0
10.23,9.32,9.87,8.9,8.43,8.25,11.58,18.61,-100,0
10.45,9.62,10.17,9.58,9.07,8.87,13.79,22.25,-100,0
10.17,9.63,10.22,9.6,9.07,8.84,13.78,22.09,-100,0
10.21,9.58,10.3,9.41,8.88,8.66,13.05,20.88,-100,0
10.15,9.47,10.34,9.64,9.02,8.78,13.56,22.13,-100,0
10.32,9.64,10.54,9.81,9.2,8.9,13.83,22.28,-100,0
10.21,9.6,10.56,9.65,9.03,8.75,13.31,20.93,-100,0
10.17,9.48,10.44,9.86,9.18,8.85,13.65,21.87,-100,0
10.47,9.61,10.57,10.02,9.31,8.96,13.78,22.35,-100,0
10.42,9.46,10.28,9.9,9.2,8.88,13.5,21.21,-100,0
9.85,9.11,9.79,9.55,8.81,8.49,12.43,20.42,-100,0
9.27,8.68,9.18,9.01,8.38,8.18,11.84,18.63,-100,0
9.69,8.99,9.63,9.81,9.15,8.78,13.14,20.68,-100,0
9.83,9.05,9.69,9.53,8.86,8.42,12.11,20.18,-100,0
9.6,8.83,9.45,9.32,8.69,8.23,11.53,19.3,-100,0
9.76,9.07,9.71,9.66,9.09,8.61,12.43,19.63,-100,0
9.81,9.14,9.76,9.57,9.03,8.5,12.3,20.44,-100,0
9.73,8.99,9.66,9.47,8.98,8.43,12.01,20.08,-100,0
9.61,8.92,9.59,9.5,9.06,8.54,12.2,19.73,-100,0
9.79,9.02,9.69,9.55,9.12,8.52,12.12,20.22,-100,0
9.57,8.91,9.56,9.5,9.08,8.51,12.06,19.59,-100,0
9.45,8.8,9.43,9.76,9.42,8.93,13.24,21.15,-100,0
9.31,8.67,9.35,9.37,8.99,8.43,11.74,18.92,-100,0
8.59,8.05,8.61,8.64,8.33,7.91,10.56,16.48,-100,0
8.52,8.05,8.72,8.93,8.65,8.12,10.68,16.99,-100,0
8.43,7.8,8.41,8.63,8.37,7.84,9.99,15.95,-100,0
8.68,7.96,8.55,8.72,8.5,7.98,10.29,16.43,-100,0
8.91,8.22,8.71,8.78,8.56,8.1,10.45,16.46,-100,0
8.9,8.29,8.81,8.87,8.67,8.22,10.81,17.26,-100,0
8.85,8.22,8.76,8.82,8.63,8.19,10.73,16.83,-100,0
8.65,8.11,8.71,8.71,8.49,8.05,10.07,15.46,-100,0
8.59,8.09,8.7,8.74,8.57,8.15,10.5,16.34,-100,0
8.45,7.87,8.47,8.57,8.4,8.01,10.12,15.7,-100,0
8.62,7.81,8.36,7.9,7.62,7.22,7.52,11.28,-100,0
8.79,8.11,8.63,8.64,8.43,8.08,10.3,15.8,-100,0
9.15,8.36,8.75,8.6,8.37,8.14,10.99,16,-100,0
9.27,8.65,9.15,8.53,8.26,7.97,9.83,14.82,-100,0
9.04,8.55,9.14,8.93,8.65,8.46,11.52,17.25,-100,0
9.35,8.68,9.39,9.12,8.81,8.61,11.95,17.93,-100,0
9.4,8.78,9.5,8.81,8.49,8.24,10.71,16.4,-100,0
9.91,9.02,9.7,9.4,9.07,8.82,12.59,18.86,-100,0
10.07,9.34,10,9.65,9.3,9.07,13.3,20.08,-100,0
9.85,9.22,9.92,8.96,8.58,8.31,10.93,16.73,-100,0
10.45,9.57,10.38,9.92,9.52,9.26,13.79,20.72,-100,0
10.31,9.5,10.31,9.86,9.46,9.22,13.64,20.42,-100,0
10.43,9.65,10.4,9.7,9.33,9.15,13.39,20.83,-100,0
10.38,9.59,10.33,9.94,9.52,9.27,13.72,20.62,-100,0
10.57,9.72,10.42,9.99,9.58,9.41,14.43,21.44,-100,0
10.66,9.73,10.53,10.09,9.68,9.33,13.54,20.54,-100,0
