date,XS_Mean,XS_Std_dev,perc_25,perc_75,IQR,Max,Min,RF,recession
01-Jan-1960,11.07,6.69,3.8,15.83,12.03,18.77,2.31,,-100
01-Feb-1960,11.15,6.6,3.84,15.85,12.01,18.87,2.67,,-100
01-Mar-1960,13.02,5.23,9.64,15.87,6.23,18.95,3.65,,-100
01-Apr-1960,12.92,5.31,9.57,15.87,6.3,19.02,3.39,,-100
01-May-1960,12.81,5.56,9.24,15.88,6.63,19.05,2.92,,100
01-Jun-1960,11.25,6.57,4.33,15.88,11.55,19,2.2,,100
01-Jul-1960,12.01,6.08,7.54,15.87,8.33,18.94,1.93,,100
01-Aug-1960,12.25,6.25,8.13,15.87,7.74,18.89,1.61,,100
01-Sep-1960,12.82,5.34,9.7,15.84,6.14,18.88,2.94,,100
01-Oct-1960,12.68,4.84,9.35,15.81,6.46,18.83,3.99,,100
01-Nov-1960,14.01,3.98,12.4,15.86,3.46,18.79,5.61,,100
01-Dec-1960,14.37,3.75,13.06,16.3,3.24,18.78,6.31,,100
01-Jan-1961,14.59,3.82,13.19,16.96,3.77,18.8,6.53,,100
01-Feb-1961,14.36,3.78,13.03,16.38,3.35,18.76,6.26,,100
01-Mar-1961,14.75,4.27,13.05,17.25,4.2,20.24,6.14,,-100
01-Apr-1961,14.39,4.13,12.84,17.16,4.32,18.48,5.64,,-100
01-May-1961,14.35,4.15,12.87,17.02,4.15,18.56,5.48,,-100
01-Jun-1961,13.87,4.25,12.24,16.47,4.23,17.91,4.67,,-100
01-Jul-1961,13.69,4.53,11.76,16.65,4.89,17.71,4.07,3.28,-100
01-Aug-1961,13.23,4.61,11.27,16.02,4.76,16.96,3.41,3.3,-100
01-Sep-1961,12.74,4.9,10.36,15.61,5.26,16.42,2.74,3.44,-100
01-Oct-1961,11.65,5.1,7.89,15.55,7.66,15.77,2.27,3.33,-100
01-Nov-1961,10.68,5.96,4.72,15.42,10.7,15.77,1.56,3.32,-100
01-Dec-1961,8.74,6.4,2.92,15.41,12.49,15.76,1.12,3.36,-100
01-Jan-1962,7.83,6.81,1.33,14.96,13.63,15.76,-0.25,3.42,-100
01-Feb-1962,6.86,7.36,0.34,14.81,14.47,15.76,-0.29,3.57,-100
01-Mar-1962,6.97,7.17,1.05,14.74,13.69,15.77,-0.22,3.24,-100
01-Apr-1962,7.63,7.13,0.52,14.74,14.22,15.76,-0.27,3.16,-100
01-May-1962,6.4,7.52,-0.17,14.72,14.89,15.74,-0.93,3.22,-100
01-Jun-1962,6.19,7.65,-0.25,14.68,14.93,15.69,-1.69,3.12,-100
01-Jul-1962,7.47,7.2,0.46,14.66,14.19,15.66,-0.89,3.3,-100
01-Aug-1962,5.85,7.85,-0.27,14.63,14.9,15.63,-2.81,3.37,-100
01-Sep-1962,5.92,7.69,-0.16,14.6,14.77,15.6,-2.35,3.14,-100
01-Oct-1962,7.51,6.96,0.64,14.58,13.94,15.57,-0.2,3.05,-100
01-Nov-1962,6.45,7.04,0.6,14.57,13.97,15.55,-0.21,3.11,-100
01-Dec-1962,6,6.49,0.52,13.29,12.76,15.53,-0.09,3.15,-100
01-Jan-1963,7.34,7.04,0.75,14.53,13.78,15.5,-1.12,3.18,-100
01-Feb-1963,6.32,7.08,0.16,14.5,14.34,15.46,-0.2,3.15,-100
01-Mar-1963,6.86,6.59,1.11,14.47,13.36,15.42,0.02,3.15,-100
01-Apr-1963,7.91,6.37,1.45,14.45,13,15.39,0.11,3.23,-100
01-May-1963,7.13,6.31,1.75,14.43,12.68,15.36,0.28,3.2,-100
01-Jun-1963,7.38,6.05,2.43,14.4,11.98,15.33,0.54,3.28,-100
01-Jul-1963,7.93,6.25,1.9,14.37,12.47,15.29,0.5,3.32,-100
01-Aug-1963,7.2,6.13,2.17,14.34,12.17,15.26,0.43,3.52,-100
01-Sep-1963,7.06,6.22,2.04,14.31,12.27,15.23,0.47,3.6,-100
01-Oct-1963,8.07,5.87,2.43,14.28,11.85,15.2,0.55,3.55,-100
01-Nov-1963,7.64,5.79,2.33,14.25,11.92,15.17,0.55,3.68,-100
01-Dec-1963,6.65,5.71,2.75,13.07,10.32,15.13,0.48,3.71,-100
01-Jan-1964,7.67,6.14,1.69,14.2,12.51,15.1,0.45,3.82,-100
01-Feb-1964,6.37,6.81,0.58,14.17,13.59,15.08,-0.43,3.76,-100
01-Mar-1964,5.9,7.34,0.61,14.16,13.54,15.06,-2.7,3.9,-100
01-Apr-1964,6.83,7.18,0.76,14.14,13.39,15.05,-4.5,3.99,-100
01-May-1964,5.19,8.28,0.44,14.15,13.7,15.06,-6.06,3.86,-100
01-Jun-1964,5.11,8.44,0.37,14.16,13.79,15.09,-6.64,3.84,-100
01-Jul-1964,6.67,7.36,0.77,14.17,13.4,15.11,-5.78,3.77,-100
01-Aug-1964,5.41,8.05,0.57,14.18,13.61,15.13,-5.18,3.67,-100
01-Sep-1964,4.95,8.72,0.22,14.2,13.97,15.16,-7.47,3.78,-100
01-Oct-1964,6.5,7.56,0.66,14.22,13.56,15.19,-6.69,3.79,-100
01-Nov-1964,5.02,8.66,0.31,14.22,13.91,15.2,-7.26,3.83,-100
01-Dec-1964,4.28,8.65,0.34,12.9,12.56,15.21,-9.92,4.01,-100
01-Jan-1965,5.97,8.29,0.48,14.22,13.74,15.21,-10.35,3.89,-100
01-Feb-1965,4.85,8.81,0.39,14.22,13.84,15.22,-7.77,3.87,-100
01-Mar-1965,4.7,8.99,0.31,14.22,13.91,15.23,-8.41,3.97,-100
01-Apr-1965,6.11,7.86,0.41,14.22,13.81,15.23,-8.27,3.93,-100
01-May-1965,5.17,8.26,0.26,14.22,13.96,15.23,-5.9,3.93,-100
01-Jun-1965,6.14,7.06,0.34,14.21,13.87,15.22,-1.29,3.94,-100
01-Jul-1965,7.73,5.96,1.84,14.22,12.38,15.21,0.13,3.87,-100
01-Aug-1965,7.37,6.08,1.83,14.22,12.39,15.21,0.14,3.91,-100
01-Sep-1965,7.1,6.27,1.53,14.22,12.7,15.21,0.02,4.04,-100
01-Oct-1965,7.63,6.11,1.65,14.23,12.58,15.21,-0.1,4.15,-100
01-Nov-1965,7.62,6.05,1.78,14.24,12.46,15.21,-0.17,4.19,-100
01-Dec-1965,6.74,5.94,2.61,12.29,9.68,15.21,-0.25,4.32,-100
01-Jan-1966,7.62,6.34,0.59,13.6,13,15.2,-0.39,4.75,-100
01-Feb-1966,7.11,7.18,-0.31,14.92,15.23,15.36,-1.25,4.74,-100
01-Mar-1966,7.05,7.14,0.06,14.84,14.78,15.18,-1.76,4.87,-100
01-Apr-1966,7.98,6.6,0.44,14.85,14.41,15.17,-1.17,4.67,-100
01-May-1966,6.6,7.44,0.01,13.91,13.9,15.14,-3.5,4.77,-100
01-Jun-1966,6.4,7.56,0.05,13.27,13.22,15.12,-4.4,4.88,-100
01-Jul-1966,7.33,6.68,0.54,12.94,12.4,15.09,-3.98,5,-100
01-Aug-1966,6.37,7.07,-0.32,12.92,13.24,15.06,-2.75,5.11,-100
01-Sep-1966,6.13,7.29,-0.04,12.91,12.95,15.02,-4.07,5.55,-100
01-Oct-1966,7.02,6.82,0.42,12.9,12.48,14.98,-5.31,5.29,-100
01-Nov-1966,5.92,7.53,-0.13,12.89,13.02,14.95,-5.02,5.21,-100
01-Dec-1966,5.85,6.79,0.79,11.75,10.96,14.92,-4.45,5.2,-100
01-Jan-1967,7.29,6.69,1.01,12.87,11.86,14.9,-5.22,4.73,-100
01-Feb-1967,5.8,7.84,0.49,12.86,12.37,14.87,-6.7,4.47,-100
01-Mar-1967,5.81,7.87,0.92,12.85,11.93,14.85,-7.14,4.52,-100
01-Apr-1967,6.97,7.14,1.02,12.83,11.82,14.83,-7.93,4.11,-100
01-May-1967,5.45,8.23,0.8,12.82,12.02,14.81,-8.5,4.2,-100
01-Jun-1967,5.24,8.34,0.45,12.8,12.34,14.8,-8.81,4.3,-100
01-Jul-1967,6.7,7.09,1.12,12.78,11.66,14.79,-7.99,5,-100
01-Aug-1967,4.98,8.53,0.71,12.76,12.04,14.77,-9.72,4.98,-100
01-Sep-1967,4.55,8.14,-0.09,12.15,12.24,14.76,-8.78,5.12,-100
01-Oct-1967,5.52,7.54,0.8,12.12,11.32,14.73,-9.37,5.19,-100
01-Nov-1967,3.68,8.83,-0.67,12.08,12.75,14.71,-10.17,5.4,-100
01-Dec-1967,3.58,8.17,-0.46,11.3,11.76,14.69,-10.15,5.52,-100
01-Jan-1968,5.08,7.65,-0.65,12.01,12.66,14.67,-8.86,5.58,-100
01-Feb-1968,3.57,8.7,-1.49,11.98,13.48,14.64,-10.14,5.3,-100
01-Mar-1968,3.47,8.73,-1.85,11.96,13.8,14.61,-10.32,5.4,-100
01-Apr-1968,4.96,7.64,-0.3,11.93,12.23,14.6,-9.91,5.45,-100
01-May-1968,3.57,8.57,-1.3,11.91,13.21,14.59,-10.25,5.59,-100
01-Jun-1968,3.56,8.65,-0.68,11.89,12.57,14.58,-10.89,5.75,-100
01-Jul-1968,5.32,6.96,0,11.87,11.87,14.58,-7.4,5.51,-100
01-Aug-1968,4.36,7.6,-0.25,11.85,12.1,14.59,-7.1,5.02,-100
01-Sep-1968,4.28,7.8,-0.39,11.83,12.22,14.61,-7.95,5.07,-100
01-Oct-1968,5.09,7.32,-0.07,11.81,11.88,14.62,-9.66,5.07,-100
01-Nov-1968,3.71,8.49,-0.62,11.79,12.41,14.64,-10.57,5.17,-100
01-Dec-1968,3.45,8.02,-0.82,10.37,11.19,14.65,-10.86,5.33,-100
01-Jan-1969,4.88,7.46,-0.58,11.74,12.32,14.65,-10.18,6.04,-100
01-Feb-1969,3.51,8.58,-0.97,11.71,12.68,14.65,-10.99,5.98,-100
01-Mar-1969,3.61,8.31,-0.94,11.68,12.62,14.64,-10.02,6.33,-100
01-Apr-1969,5,6.99,-0.51,11.66,12.17,14.63,-7.25,6.05,-100
01-May-1969,3.61,7.98,-1.45,11.64,13.09,14.62,-8.44,6.13,-100
01-Jun-1969,4.07,7.29,-1.69,11.62,13.31,14.6,-5.23,6.54,-100
01-Jul-1969,5.09,6.65,-1.11,11.61,12.72,14.57,-4.43,7.26,-100
01-Aug-1969,4.33,6.96,-1.71,11.6,13.31,14.54,-3.94,7.36,-100
01-Sep-1969,4.76,6.56,-0.28,11.59,11.87,14.51,-2.9,7.34,-100
01-Oct-1969,5.73,6.11,0,11.59,11.59,14.49,-2.4,7.91,-100
01-Nov-1969,5.38,6.19,0.56,11.6,11.04,14.46,-2.78,7.32,-100
01-Dec-1969,4.97,6.14,0.35,9.76,9.41,14.43,-3.39,7.45,-100
01-Jan-1970,5.93,6.43,0.33,11.6,11.27,14.39,-3.03,8.11,100
01-Feb-1970,5.36,6.57,-1.34,11.59,12.93,14.36,-2.11,8.04,100
01-Mar-1970,5.1,6.84,-1.98,11.58,13.56,14.33,-2.87,7.07,100
01-Apr-1970,5.4,6.65,-2.07,11.56,13.64,14.29,-3.75,6.85,100
01-May-1970,4.38,7.15,-3.04,11.54,14.59,14.23,-4.3,7.71,100
01-Jun-1970,4.39,7.13,-2.61,11.53,14.13,14.17,-4.89,7.61,100
01-Jul-1970,5.41,6.34,-1.21,11.51,12.72,14.12,-3.9,7.47,100
01-Aug-1970,4.45,6.88,-2.06,11.48,13.54,14.07,-4.5,7.28,100
01-Sep-1970,4.31,6.91,-1.85,11.45,13.3,14.02,-5.04,7.07,100
01-Oct-1970,4.96,6.44,-1.16,11.42,12.58,13.97,-5.49,6.77,100
01-Nov-1970,4.24,6.74,-1.07,11.39,12.46,13.92,-5.11,6.66,100
01-Dec-1970,4.4,5.86,-0.42,8.82,9.24,13.88,-3.15,5.4,-100
01-Jan-1971,5.13,6.01,0.31,11.33,11.02,13.84,-4.34,5.49,-100
01-Feb-1971,4.35,6.41,-0.03,11.3,11.33,13.81,-3.76,4.77,-100
01-Mar-1971,4.84,5.89,-0.34,11.27,11.61,13.79,-1.14,4.32,-100
01-Apr-1971,5.4,5.68,0.22,11.24,11.02,13.76,-1.11,4.28,-100
01-May-1971,4.36,6.43,-1.12,11.2,12.33,13.73,-3.24,5.33,-100
01-Jun-1971,3.98,6.84,-1.5,11.16,12.66,13.71,-4.16,5.51,-100
01-Jul-1971,4.47,6.77,0.44,11.11,10.67,13.69,-5.68,6.43,-100
01-Aug-1971,3.73,7.17,-1.33,11.06,12.39,13.67,-6.58,6.49,-100
01-Sep-1971,3.92,6.98,-1.31,11.01,12.32,13.66,-6.84,5.57,-100
01-Oct-1971,4.34,7.02,0.48,10.97,10.49,13.63,-8.01,5.48,-100
01-Nov-1971,3.44,7.56,-1.49,10.93,12.42,13.61,-7.89,5,-100
01-Dec-1971,3.23,7.26,-0.87,10.94,11.81,13.59,-8.47,5.02,-100
01-Jan-1972,3.92,7.57,-0.6,11.59,12.2,13.59,-8.99,4.79,-100
