date,all,hist_mean,ddm,cross_section,time_series,surveys,RF,recession
01-Jan-1960,-6.02,10.59,0.4,16.66,-3.98,,,-100
01-Feb-1960,-5.85,10.59,0.39,16.65,-1.69,,,-100
01-Mar-1960,-5.77,10.58,0.4,16.63,-1.21,,,-100
01-Apr-1960,-5.89,10.57,0.4,16.6,-4.65,,,-100
01-May-1960,-5.79,10.55,0.4,16.57,-4.38,,,100
01-Jun-1960,-5.54,10.54,0.4,16.54,-1.39,,,100
01-Jul-1960,-5.37,10.53,0.4,16.51,0,,,100
01-Aug-1960,-5.47,10.51,0.39,16.5,-2.38,,,100
01-Sep-1960,-5.37,10.5,0.39,16.49,-1.55,,,100
01-Oct-1960,-5.17,10.48,0.39,16.48,1.34,,,100
01-Nov-1960,-5.06,10.47,0.4,16.48,2.81,,,100
01-Dec-1960,-5.05,10.45,0.39,16.51,3.24,,,100
01-Jan-1961,-5.15,10.43,0.4,16.53,2.24,,,100
01-Feb-1961,-5.14,10.42,0.39,16.57,3.35,,,100
01-Mar-1961,-4.99,10.4,0.39,16.61,7.6,,,-100
01-Apr-1961,-5.05,10.38,0.39,16.64,6.95,,,-100
01-May-1961,-5.15,10.36,0.4,16.67,5.99,,,-100
01-Jun-1961,-5.26,10.33,0.4,16.69,4.4,,,-100
01-Jul-1961,-5.28,10.3,0.39,16.7,3.73,,3.5,-100
01-Aug-1961,-5.3,10.27,0.38,16.71,2.97,,3.55,-100
01-Sep-1961,-5.03,10.24,0.39,16.7,5.8,,3.67,-100
01-Oct-1961,-4.81,10.2,0.39,16.7,7.99,,3.54,-100
01-Nov-1961,-4.53,10.18,0.38,16.69,11.23,,3.53,-100
01-Dec-1961,-1.93,10.16,-0.35,16.68,12.77,,3.58,-100
01-Jan-1962,-2.45,10.14,0.93,16.66,13.32,,3.63,-100
01-Feb-1962,-2.51,10.13,0.86,16.64,12.74,,3.76,-100
01-Mar-1962,-2.47,10.12,0.85,16.62,13.85,,3.42,-100
01-Apr-1962,-2.52,10.11,0.78,16.57,12.87,,3.35,-100
01-May-1962,-2.46,10.09,0.73,16.51,13.17,,3.39,-100
01-Jun-1962,-2.45,10.08,0.7,16.44,11.07,,3.32,-100
01-Jul-1962,-2.37,10.05,0.7,16.37,11.1,,3.51,-100
01-Aug-1962,-2.38,10.03,0.67,16.31,8.55,,3.55,-100
01-Sep-1962,-2.3,10,0.7,16.25,6.75,,3.34,-100
01-Oct-1962,-2.22,9.97,0.7,16.18,6.31,,3.28,-100
01-Nov-1962,-2.27,9.94,0.64,16.13,5.31,,3.32,-100
01-Dec-1962,0.38,9.92,0.55,16.08,4.01,,3.33,-100
01-Jan-1963,-2.05,9.89,0.76,16.04,2.77,,3.31,-100
01-Feb-1963,-2.08,9.86,0.72,16,1.49,,3.38,-100
01-Mar-1963,-1.93,9.84,0.74,15.97,2.66,,3.37,-100
01-Apr-1963,-1.84,9.82,0.82,15.96,0.8,,3.42,-100
01-May-1963,-1.58,9.8,1,15.94,1.45,,3.41,-100
01-Jun-1963,-1.26,9.76,1.29,15.91,-3.45,,3.49,-100
01-Jul-1963,-1.13,9.72,1.25,15.89,0.16,,3.54,-100
01-Aug-1963,-1.27,9.68,1.18,15.87,-4.7,,3.68,-100
01-Sep-1963,-1.16,9.65,1.2,15.86,-4.26,,3.73,-100
01-Oct-1963,-0.87,9.62,1.26,15.85,0.56,,3.7,-100
01-Nov-1963,-0.97,9.6,1.16,15.84,-1.44,,3.79,-100
01-Dec-1963,0.89,9.58,0.68,15.82,-1.53,,3.83,-100
01-Jan-1964,-1.09,9.57,0.98,15.79,0.19,,3.92,-100
01-Feb-1964,-1.06,9.56,0.95,15.76,-2.11,,3.9,-100
01-Mar-1964,-0.84,9.55,0.96,15.72,0.76,,3.99,-100
01-Apr-1964,-0.76,9.55,0.88,15.69,4.35,,4.07,-100
01-May-1964,-0.75,9.55,0.87,15.65,1.97,,3.99,-100
01-Jun-1964,-0.62,9.55,0.92,15.63,2.62,,3.94,-100
01-Jul-1964,-0.58,9.55,0.96,15.6,3.68,,3.88,-100
01-Aug-1964,-0.55,9.55,0.9,15.57,2.32,,3.8,-100
01-Sep-1964,-0.57,9.55,0.88,15.54,1.71,,3.89,-100
01-Oct-1964,-0.38,9.56,0.9,15.51,5.13,,3.88,-100
01-Nov-1964,-0.27,9.56,0.9,15.48,4.91,,3.92,-100
01-Dec-1964,1.27,9.56,0.53,15.44,3.2,,4.05,-100
01-Jan-1965,-0.39,9.57,0.81,15.42,4.27,,3.99,-100
01-Feb-1965,-0.56,9.56,0.79,15.39,-0.81,,3.93,-100
01-Mar-1965,-0.64,9.56,0.77,15.36,-3.04,,4.02,-100
01-Apr-1965,-0.68,9.55,0.75,15.35,-1.31,,3.99,-100
01-May-1965,-0.83,9.55,0.73,15.36,-6.19,,4,-100
01-Jun-1965,-0.82,9.54,0.78,15.38,-6.66,,4.01,-100
01-Jul-1965,-0.8,9.53,0.72,15.39,-2.33,,3.96,-100
01-Aug-1965,-0.82,9.53,0.74,15.4,-5.25,,4.01,-100
01-Sep-1965,-1.02,9.52,0.68,15.42,-7.21,,4.11,-100
01-Oct-1965,-1.03,9.52,0.64,15.46,-2.9,,4.2,-100
