date,all,hist_mean,ddm,cross_section,time_series,surveys,RF,recession
01-Jan-1960,-25.33,11.08,0.38,17.74,6.99,,,-100
01-Feb-1960,-24.99,11.1,0.37,17.72,6.89,,,-100
01-Mar-1960,-24.67,11.12,0.39,17.7,6.81,,,-100
01-Apr-1960,-24.34,11.13,0.39,17.68,6.73,,,-100
01-May-1960,-23.59,11.14,0.39,17.66,6.52,,,100
01-Jun-1960,-22.86,11.14,0.38,17.63,6.37,,,100
01-Jul-1960,-22.65,11.14,0.38,17.6,6.37,,,100
01-Aug-1960,-21.83,11.14,0.38,17.57,6.18,,,100
01-Sep-1960,-21.4,11.14,0.38,17.53,6.09,,,100
01-Oct-1960,-20.82,11.13,0.37,17.5,5.95,,,100
01-Nov-1960,-20.29,11.12,0.39,17.46,5.83,,,100
01-Dec-1960,-19.46,11.1,0.37,17.43,5.6,,,100
01-Jan-1961,-18.46,11.09,0.39,17.41,5.27,,,100
01-Feb-1961,-18.1,11.07,0.37,17.4,5.17,,,100
01-Mar-1961,-17.33,11.04,0.38,17.37,4.97,,,-100
01-Apr-1961,-17.49,11.02,0.38,17.35,5.08,,,-100
01-May-1961,-16.74,10.99,0.4,17.34,4.87,,,-100
01-Jun-1961,-16.83,10.97,0.39,17.32,4.96,,,-100
01-Jul-1961,-15.52,10.94,0.37,17.3,4.58,,3.71,-100
01-Aug-1961,-13.89,10.9,0.36,17.29,4.09,,3.8,-100
01-Sep-1961,-14.07,10.87,0.38,17.27,4.22,,3.88,-100
01-Oct-1961,-13.13,10.83,0.37,17.27,3.94,,3.74,-100
01-Nov-1961,-14.45,10.79,0.36,17.27,4.45,,3.73,-100
01-Dec-1961,-9.17,10.76,-0.36,17.26,3.97,,3.8,-100
01-Jan-1962,-8.1,10.72,0.92,17.26,3.94,,3.85,-100
01-Feb-1962,-8.96,10.69,0.86,17.26,4.27,,3.93,-100
01-Mar-1962,-9.01,10.67,0.84,17.25,4.28,,3.67,-100
01-Apr-1962,-7.92,10.64,0.77,17.23,3.79,,3.6,-100
01-May-1962,-7.93,10.61,0.72,17.2,3.81,,3.57,-100
01-Jun-1962,-8.73,10.58,0.7,17.15,4.2,,3.58,-100
01-Jul-1962,-9.01,10.56,0.69,17.11,4.39,,3.75,-100
01-Aug-1962,-8.19,10.53,0.66,17.08,4.1,,3.78,-100
01-Sep-1962,-8.17,10.5,0.7,17.05,4.2,,3.65,-100
01-Oct-1962,-8.95,10.48,0.69,17.03,4.58,,3.61,-100
01-Nov-1962,-9.51,10.46,0.63,17.01,4.78,,3.62,-100
01-Dec-1962,-5.13,10.45,0.54,17,4.95,,3.6,-100
01-Jan-1963,-9.19,10.43,0.75,16.99,4.96,,3.53,-100
01-Feb-1963,-9.7,10.42,0.71,16.98,5.2,,3.65,-100
01-Mar-1963,-11.58,10.41,0.73,16.96,6.12,,3.65,-100
01-Apr-1963,-10.97,10.4,0.82,16.95,6.01,,3.69,-100
01-May-1963,-10.2,10.39,0.99,16.94,5.96,,3.68,-100
01-Jun-1963,-8.85,10.36,1.28,16.92,5.84,,3.73,-100
01-Jul-1963,-8.36,10.33,1.24,16.9,5.65,,3.79,-100
01-Aug-1963,-8.2,10.3,1.18,16.88,5.58,,3.83,-100
01-Sep-1963,-8.46,10.28,1.19,16.86,5.7,,3.88,-100
01-Oct-1963,-8.44,10.26,1.26,16.83,5.76,,3.88,-100
01-Nov-1963,-9.17,10.25,1.15,16.81,5.89,,3.95,-100
01-Dec-1963,-5.72,10.24,0.67,16.77,5.97,,3.94,-100
01-Jan-1964,-9.87,10.23,0.98,16.74,6.02,,4.01,-100
01-Feb-1964,-9.77,10.23,0.95,16.71,6.01,,4.01,-100
01-Mar-1964,-10.01,10.23,0.95,16.68,6.2,,4.06,-100
01-Apr-1964,-9.94,10.22,0.87,16.65,6.16,,4.13,-100
01-May-1964,-9.96,10.22,0.87,16.62,6.23,,4.1,-100
01-Jun-1964,-9.32,10.21,0.91,16.58,6.11,,4.04,-100
01-Jul-1964,-9.09,10.2,0.95,16.55,6.18,,3.99,-100
01-Aug-1964,-8.65,10.18,0.9,16.52,6.02,,3.98,-100
01-Sep-1964,-8.22,10.17,0.87,16.5,5.88,,4.03,-100
01-Oct-1964,-7.9,10.15,0.89,16.48,5.85,,4,-100
01-Nov-1964,-7.67,10.13,0.9,16.46,5.86,,4.02,-100
01-Dec-1964,-4.28,10.1,0.52,16.44,5.74,,4.09,-100
01-Jan-1965,-7.04,10.08,0.8,16.43,5.59,,4.07,-100
01-Feb-1965,-6.71,10.05,0.78,16.42,5.49,,4.03,-100
01-Mar-1965,-6.9,10.03,0.76,16.41,5.57,,4.09,-100
01-Apr-1965,-6.67,10.01,0.74,16.41,5.48,,4.07,-100
01-May-1965,-6.58,9.98,0.72,16.41,5.47,,4.08,-100
01-Jun-1965,-6.26,9.96,0.77,16.39,5.45,,4.09,-100
01-Jul-1965,-6.32,9.95,0.71,16.38,5.41,,4.07,-100
01-Aug-1965,-5.77,9.93,0.73,16.36,5.25,,4.1,-100
01-Sep-1965,-5.95,9.91,0.68,16.36,5.28,,4.17,-100
01-Oct-1965,-6.5,9.9,0.63,16.37,5.43,,4.27,-100
01-Nov-1965,-6.53,9.89,0.59,16.37,5.41,,4.34,-100
01-Dec-1965,-3.7,9.88,0.36,16.36,5.4,,4.44,-100
01-Jan-1966,-6.43,9.86,0.5,16.34,5.32,,4.76,-100
01-Feb-1966,-7.07,9.86,0.34,16.32,5.42,,4.79,-100
01-Mar-1966,-6.95,9.86,0.51,16.3,5.55,,4.98,-100
01-Apr-1966,-7.14,9.85,0.47,16.28,5.56,,4.72,-100
01-May-1966,-7.49,9.85,0.46,16.24,5.74,,4.8,-100
01-Jun-1966,-6.95,9.85,0.5,16.22,5.56,,4.88,-100
01-Jul-1966,-6.52,9.85,0.48,16.18,5.42,,5.02,-100
01-Aug-1966,-7.23,9.85,0.31,16.14,5.55,,5.18,-100
01-Sep-1966,-6.68,9.85,0.42,16.1,5.5,,5.57,-100
01-Oct-1966,-7.02,9.86,0.42,16.07,5.67,,5.28,-100
01-Nov-1966,-7.25,9.87,0.35,16.03,5.7,,5.19,-100
01-Dec-1966,-2.21,9.87,0.58,15.99,5.6,,5.19,-100
01-Jan-1967,-5.83,9.88,0.68,15.96,5.59,,4.72,-100
01-Feb-1967,-5.4,9.88,0.62,15.93,5.4,,4.58,-100
01-Mar-1967,-4.28,9.88,0.85,15.91,5.25,,4.59,-100
01-Apr-1967,-4.59,9.87,0.67,15.9,5.22,,4.33,-100
01-May-1967,-4,9.86,0.8,15.89,5.16,,4.59,-100
01-Jun-1967,-4.16,9.85,0.63,15.89,5.03,,4.63,-100
01-Jul-1967,-4.04,9.84,0.68,15.89,5.04,,5.16,-100
01-Aug-1967,-3.63,9.83,0.8,15.89,5.02,,5.04,-100
01-Sep-1967,-2.97,9.82,0.89,15.9,4.85,,5.21,-100
01-Oct-1967,-3.77,9.8,0.76,15.9,5.09,,5.26,-100
01-Nov-1967,-3.75,9.78,0.58,15.89,4.87,,5.6,-100
01-Dec-1967,-2.02,9.76,0.32,15.89,4.97,,5.68,-100
01-Jan-1968,-3.7,9.74,0.56,15.87,5,,5.69,-100
01-Feb-1968,-4.08,9.73,0.45,15.85,5.02,,5.51,-100
01-Mar-1968,-4.38,9.71,0.28,15.83,5.03,,5.51,-100
01-Apr-1968,-3.53,9.69,0.24,15.82,4.59,,5.57,-100
01-May-1968,-4.86,9.68,0.13,15.8,5.09,,5.76,-100
01-Jun-1968,-4.45,9.68,0.26,15.79,4.98,,5.77,-100
01-Jul-1968,-5.29,9.68,0.34,15.78,5.34,,5.58,-100
01-Aug-1968,-5.39,9.69,0.29,15.76,5.37,,5.28,-100
01-Sep-1968,-5.42,9.7,0.22,15.75,5.33,,5.36,-100
01-Oct-1968,-5.58,9.7,0.16,15.74,5.33,,5.39,-100
01-Nov-1968,-5.91,9.7,0.16,15.73,5.44,,5.48,-100
01-Dec-1968,-3,9.7,-0.17,14.98,5.39,,5.59,-100
01-Jan-1969,-3.43,9.69,-0.08,14.98,5.12,,6.14,-100
