erp_one_month_ahead,erp_one_quarter_ahead,erp_six_months_ahead,erp_one_year_ahead,erp_two_years_ahead,erp_three_years_ahead,erp_four_years_ahead,erp_five_years_ahead,recession,zeros
4.38,5.01,4.99,5.38,5.25,5.81,4.73,6.81,-100,0
3.85,4.75,4.83,5.13,5.29,5.76,4.69,6.22,-100,0
3.87,4.17,4.31,4.7,5.09,5.46,5.81,6.28,-100,0
3.2,3.97,4.29,4.69,5.2,5.54,4.19,5.56,-100,0
2.93,3.68,3.99,4.44,5.14,5.56,4.17,5.35,-100,0
2.87,3.22,3.56,4.2,5.06,5.51,5.65,5.87,-100,0
3.03,2.64,2.78,3.58,4.62,5.29,3.11,3.76,100,0
3.52,2.77,2.7,3.4,4.64,5.34,3.2,4.31,100,0
3.95,3.19,2.75,3.36,4.73,5.42,4.8,5.35,100,0
3.97,3.67,3.17,3.61,4.98,5.69,3.6,4.75,100,0
4.98,4.73,4.53,4.62,5.53,6.18,4.72,5.41,100,0
3.95,3.88,3.72,3.68,4.77,5.74,4.89,5.06,100,0
3.78,3.98,3.94,3.78,4.74,5.66,3.51,3.11,100,0
3.89,3.9,3.91,3.78,4.62,5.45,3.19,3.06,100,0
3.84,3.94,3.97,3.85,4.61,5.43,4.84,4.37,-100,0
3.53,3.9,3.86,3.82,4.49,5.38,3.1,2.45,-100,0
3.47,3.7,3.65,3.75,4.29,5.3,3.05,2.23,-100,0
3.03,3.61,3.66,3.88,4.27,5.36,4.7,4.06,-100,0
3.68,4.13,4.34,4.51,4.78,5.75,4.12,3.03,-100,0
4.93,4.71,4.96,5.07,5.23,5.99,6.55,3.91,-100,0
5.34,5.31,5.29,5.37,5.44,6.1,7.05,5.73,-100,0
5.95,5.79,5.53,5.55,5.52,6.35,7.32,4.18,-100,0
5.37,5.94,5.76,5.77,5.7,6.32,6.73,5.15,-100,0
5.21,6.01,5.74,5.73,5.59,6.53,7.2,6.63,-100,0
4.73,5.12,5.54,5.53,5.33,6.33,7.04,5.93,-100,0
4.03,4.58,5.22,5.31,5.11,6.2,6.52,5.92,-100,0
3.74,4.24,4.98,5.2,5.02,6.16,6.45,6.06,-100,0
3.87,4.28,4.9,5.36,5.17,6.34,6.65,6.53,-100,0
3.91,4.06,4.68,5.31,5.17,6.25,6.18,6.14,-100,0
4.21,4.38,4.91,5.62,5.47,6.43,6.74,6.71,-100,0
4.31,4.41,4.8,5.64,5.48,6.49,6.84,6.79,-100,0
4.49,4.58,4.97,5.85,5.67,6.71,7.24,7.33,-100,0
4.07,4.28,4.63,5.52,5.43,6.54,6.91,6.57,-100,0
3.63,4.05,4.49,5.33,5.36,6.48,6.84,6.4,-100,0
3.6,4,4.47,5.07,5.22,6.06,5.69,5.65,-100,0
3.57,3.85,4.45,5.19,5.41,6.5,6.28,6.7,-100,0
3.68,4.06,4.67,5.38,5.67,6.66,6.39,6.22,-100,0
3.66,4.08,4.63,5.33,5.72,6.69,6.28,6.7,-100,0
4.17,4.25,4.74,5.43,5.82,6.82,6.39,7.37,-100,0
3.92,4.16,4.67,5.37,5.78,6.77,6.25,7.4,-100,0
4.23,4.52,4.99,5.63,6.02,6.99,6.57,7.91,-100,0
4.39,4.5,4.96,5.6,6.01,6.98,6.44,8.13,-100,0
4.54,4.79,5.28,5.85,6.28,7.2,6.87,8.82,-100,0
4.64,4.84,5.35,5.86,6.35,7.18,6.94,9.17,-100,0
4.65,4.92,5.39,5.91,6.4,7.28,7.02,9.31,-100,0
4.32,4.59,5.06,5.62,6.1,7.06,6.67,8.56,-100,0
3.31,4,4.44,4.94,5.35,6.09,4.91,5.86,-100,0
3.49,4.3,4.84,5.47,5.89,6.94,6.35,7.14,-100,0
3.26,3.85,4.41,5.12,5.57,6.79,5.85,6.36,-100,0
3.02,3.41,3.92,4.72,5.13,6.53,5.31,5.48,-100,0
2.27,2.85,3.25,4.17,4.6,6.07,4.41,4.25,-100,0
2.15,2.82,3.12,4.08,4.51,6,4.3,3.96,-100,0
2.18,2.72,2.99,3.96,4.39,5.81,4.27,3.56,-100,0
2.28,2.9,3.23,4.11,4.52,5.9,4.58,3.83,-100,0
2.64,3.42,3.8,4.55,4.94,6.36,5.62,4.85,-100,0
1.66,2.46,2.85,3.76,4.19,5.81,4.36,3.19,-100,0
1.43,2.28,2.71,3.64,4.08,5.8,5.12,2.97,-100,0
1.62,2.31,2.69,3.6,4.05,5.8,4.43,2.97,-100,0
2.17,2.87,3.19,3.88,4.28,5.59,4.25,3.03,-100,0
1.7,2.52,2.82,3.76,4.18,5.81,5.25,3.15,-100,0
2.5,3.29,3.7,4.5,4.83,6.39,6.08,4.66,-100,0
1.84,2.74,3.18,4.08,4.46,5.89,5.27,3.86,-100,0
2.71,3.47,3.91,4.69,5.03,6.35,6.85,5.21,-100,0
3.57,4.18,4.6,5.3,5.59,6.74,7.16,6.48,-100,0
3.7,4.29,4.71,5.4,5.69,6.79,7.13,6.94,-100,0
3.49,4.21,4.61,5.32,5.64,6.72,7.47,7.04,-100,0
3.7,4.33,4.69,5.4,5.7,6.74,7.26,7.39,-100,0
3.02,3.85,4.23,5.02,5.35,6.32,6.6,6.74,-100,0
3.14,3.92,4.28,5.04,5.36,6.28,6.96,6.96,-100,0
3.24,4.17,4.57,5.28,5.58,6.45,6.9,7.47,-100,0
3.01,3.88,4.27,4.83,5.12,5.67,5.17,5.81,-100,0
3.34,4.12,4.6,5.3,5.59,6.35,6.95,7.58,-100,0
2.67,3.69,4.12,4.9,5.23,5.98,5.97,6.95,-100,0
2.28,3.47,3.89,4.73,5.07,5.83,5.6,6.58,-100,0
1.87,3.12,3.54,4.48,4.83,5.62,5.48,6.16,-100,0
1.46,2.81,3.28,4.29,4.66,5.54,4.89,5.76,-100,0
1.57,2.74,3.25,4.29,4.66,5.55,4.87,5.66,-100,0
1.78,2.64,3.08,4.17,4.53,5.49,4.93,5.46,-100,0
1.38,2.6,2.94,4.08,4.46,5.39,4.56,5.37,-100,0
1.13,2.6,2.95,4.1,4.5,5.44,4.53,5.31,-100,0
1.16,2.59,3.09,4.24,4.64,5.54,4.98,5.47,-100,0
0.91,2.48,3.12,4.28,4.71,5.56,4.83,5.45,-100,0
0.48,1.81,2.33,3.34,3.83,4.38,2.51,2.71,-100,0
0.2,1.69,2.28,3.67,4.22,5.08,4.21,4.29,-100,0
0.06,1.52,1.95,3.42,4.03,4.93,3.62,3.77,-100,0
0.91,1.76,2.28,3.68,4.32,5.24,4.23,4.58,-100,0
1.12,2.06,2.49,3.81,4.49,5.37,4.63,4.87,-100,0
0.73,2.02,2.42,3.69,4.42,5.32,4.46,4.71,-100,0
0.53,1.89,2.42,3.66,4.42,5.28,4.47,4.65,-100,0
0.6,2.29,2.78,3.92,4.71,5.44,5.11,5.19,-100,0
0.64,1.86,2.4,3.53,4.39,5.18,4.31,4.54,-100,0
0.68,1.99,2.47,3.61,4.46,5.21,4.49,4.7,-100,0
0.96,2.18,2.51,3.64,4.48,5.2,4.62,4.7,-100,0
0.57,1.9,2.34,3.53,4.36,5.13,4.17,4.48,-100,0
-0.23,1.2,1.63,2.59,3.39,3.8,1.28,1.46,-100,0
0.55,1.73,2.38,3.51,4.29,5.09,4,4.31,-100,0
-0.03,1.44,2.12,3.31,4.07,4.9,3.53,4.01,-100,0
-0.47,1.16,1.9,3.15,3.93,4.81,3.3,3.7,-100,0
-0.32,1.02,1.78,3.11,3.87,4.81,3.6,3.57,-100,0
-0.07,0.91,1.6,2.92,3.69,4.74,3.02,3.39,-100,0
-0.39,0.92,1.47,2.84,3.58,4.69,2.8,3.28,-100,0
-0.88,0.74,1.16,2.61,3.32,4.52,2.72,2.83,-100,0
0.56,1.17,1.53,2.86,3.5,4.71,2.59,3.14,-100,0
0.88,1.73,2.13,3.23,3.81,4.95,3.01,3.83,-100,0
0.35,1.6,1.93,2.94,3.54,4.69,2.94,3.2,-100,0
-0.24,1.23,1.78,2.79,3.39,4.58,2.29,2.74,-100,0
-1.43,0.16,0.74,1.58,2.25,2.91,-1.01,-0.98,-100,0
-0.61,0.71,1.58,2.54,3.15,4.32,2.37,2.07,-100,0
-1.19,0.15,0.82,1.98,2.62,3.87,0.84,0.93,-100,0
-1.59,0.08,0.62,1.91,2.49,3.76,0.62,0.67,-100,0
-2.15,-0.13,0.34,1.77,2.33,3.58,1.17,1.71,-100,0
-2.4,-0.56,-0,1.49,2.05,3.4,-0.02,-0.25,-100,0
-2.6,-0.84,-0.21,1.3,1.88,3.23,-0.34,-0.74,-100,0
-2.54,-0.97,-0.43,1.09,1.67,2.94,0.13,0.03,-100,0
-2.19,-0.82,-0.44,1.07,1.69,2.92,-0.87,-1.46,-100,0
-1.51,-0.33,-0.24,1.17,1.74,2.91,-0.93,-1.45,-100,0
-1.68,-0.3,-0.21,1.08,1.61,2.77,-0.22,-0.39,-100,0
-2.3,-0.56,-0.44,0.81,1.33,2.55,-1.9,-2.38,-100,0
-4.06,-1.62,-1.34,-0.31,0.31,1.02,-5.05,-5.78,-100,0
-3.7,-1.53,-1.05,0.28,0.73,2.06,-1.94,-2.36,-100,0
-3.74,-1.49,-0.88,0.41,0.84,2.16,-3.3,-3.69,-100,0
-3.87,-1.37,-0.76,0.58,1.01,2.19,-3.26,-3.53,-100,0
-3.88,-1.7,-1.15,0.53,0.87,1.92,-2.86,-3.07,-100,0
-3.94,-1.79,-1.29,0.39,0.78,1.91,-4.05,-4.32,-100,0
-3.64,-1.48,-1.09,0.6,0.89,2.04,-4.06,-4.18,-100,0
-3.62,-1.54,-1.2,1.2,1.42,2.49,-1.99,-1.98,-100,0
-3.88,-1.28,-0.97,0.78,0.95,2.19,-4.5,-4.35,-100,0
-3.27,-1.32,-0.95,0.73,0.87,2.07,-4.9,-4.7,-100,0
-2.86,-1.17,-0.82,1.08,1.17,2.16,-3.13,-4.51,-100,0
-2.26,-0.74,-0.46,0.92,1.04,2.18,-4.94,-4.93,-100,0
-2.2,-0.33,-0.18,0.82,1.07,1.68,-5.43,-5.74,-100,0
-2.49,-0.19,-0.06,0.78,0.77,1.48,-4.89,-7.26,-100,0
-1.4,0.14,0.38,1.43,1.46,2.34,-4.77,-5.25,-100,0
-0.64,0.4,0.65,1.56,1.48,2.41,-4.92,-5.42,-100,0
-1.44,0.44,0.61,1.62,1.5,2.38,-3.12,-5.53,100,0
-1.44,0.52,0.66,1.55,1.36,2.41,-5.49,-6.25,100,0
-1.01,0.41,0.76,1.64,1.4,2.33,-5.48,-6.49,100,0
-0.45,0.83,1.21,1.72,1.35,2.03,-4.32,-7.43,100,0
0.11,1.3,1.57,2.28,1.87,2.54,-4.82,-6.28,100,0
1.22,1.93,1.94,2.67,2.15,2.71,-4.63,-6.14,100,0
1.72,2.57,2.58,3.97,3.33,3.82,-0.63,-3.25,100,0
1.25,2.47,2.5,2.97,2.27,2.8,-4.55,-6.3,100,0
0.89,2.04,2.25,2.54,2.09,2.46,-4.71,-6.34,-100,0
1.59,2.35,2.69,4.1,3.24,3.75,-1.37,-4.47,-100,0
2.06,2.76,3.11,3.33,2.38,2.95,-4.63,-6.46,-100,0
1.64,2.73,2.99,3.24,2.32,2.8,-4.66,-6.82,-100,0
2.62,3.09,3.33,3.64,2.65,2.93,-2.81,-4.35,-100,0
2.76,3.18,3.47,3.66,2.61,2.95,-4.01,-6.68,-100,0
3.29,3.68,3.9,3.99,2.84,3.14,-2.61,-6.23,-100,0
4.29,4.31,4.48,4.63,3.46,3.55,-1.15,-3.12,-100,0
4.61,4.83,5.01,4.9,3.56,3.67,-1.77,-4.86,-100,0
5.92,5.64,5.89,5.53,4.14,4.05,-1.01,-2.28,-100,0
5.7,5.57,5.9,6.38,5.25,4.73,1.58,1.05,-100,0
5.15,5.4,5.76,5.4,3.98,3.54,-1.25,-2.85,-100,0
5.06,5.22,5.63,5.32,4.4,3.77,-0.34,-1.72,-100,0
5.11,5.35,5.9,5.85,4.93,4.03,0.88,-0.51,-100,0
5.74,5.82,6.39,6.17,5.37,4.02,0.55,-1.03,-100,0
5.74,5.82,6.38,6.21,5.37,4.09,0.47,-0.95,-100,0
5.29,5.78,6.4,7.34,6.27,5.19,3.27,1.97,-100,0
5.51,6.06,6.84,6.74,5.93,4.54,1.31,0.08,-100,0
5.74,5.99,6.87,6.85,6.09,4.61,1.55,0.29,-100,0
5.48,5.58,6.47,7.64,6.71,5.65,4.52,3.2,-100,0
5.74,5.84,6.48,6.64,5.95,4.4,3.39,-0.19,-100,0
6.38,6.45,6.95,7.1,6.4,4.83,4.12,0.75,-100,0
6.31,6.54,6.97,8.48,7.54,6.42,5.91,4.74,-100,0
6.12,6.44,6.9,7.05,6.41,4.91,4.13,0.94,-100,0
5.07,5.65,6.16,6.28,5.86,4.49,3.26,0.6,-100,0
5.82,6.31,6.97,7.93,7.14,5.88,5.07,3.82,-100,0
6.21,6.55,7.29,7.38,6.85,5.2,4.64,2.03,-100,0
6.69,6.77,7.48,7.55,7.06,5.33,5.11,2.5,-100,0
6.23,6.38,6.96,7.9,7.27,6.09,5.19,4.54,-100,0
6.09,6.4,6.88,7.11,6.67,5.25,4.68,1.86,-100,0
5.79,6.28,6.84,7.1,6.66,5.38,4.58,4.68,-100,0
6.04,6.39,7.02,7.6,6.91,5.91,4.51,4.38,-100,0
6.51,6.71,7.42,7.6,7.12,5.87,5.33,5.88,-100,0
6.31,6.7,7.42,7.61,7.15,5.96,5.55,6.04,-100,0
6.27,6.74,7.47,7.98,7.35,6.51,5.64,5.9,-100,0
5.97,6.51,7.31,7.62,7.22,6.23,5.87,6.39,-100,0
5.11,5.56,6.37,6.7,6.44,5.68,4.46,5.08,-100,0
6.12,6.28,7.21,7.65,7.09,6.55,5.2,5.4,-100,0
5.94,6.23,7.05,7.55,7.19,6.42,5.88,6.67,-100,0
5.96,6.2,6.94,7.46,7.14,6.53,5.63,6.76,-100,0
6.47,6.48,7.18,7.21,6.71,6.35,4.58,4.44,-100,0
6.79,6.88,7.56,7.9,7.62,7.08,7.15,8.22,-100,0
6.78,6.92,7.58,7.88,7.62,7.09,7.46,8.2,-100,0
6.41,6.71,7.41,7.38,6.97,6.67,5.75,5.83,-100,0
6.77,6.87,7.62,7.86,7.6,7.2,7.67,8.35,-100,0
6.58,6.8,7.45,7.69,7.45,7.11,7.6,8.25,-100,0
6.42,6.67,7.27,7,6.59,6.5,5.34,5.12,-100,0
6.14,6.49,7.17,7.48,7.21,7.01,7.61,8,-100,0
5.47,5.86,6.44,6.74,6.56,6.34,6.61,6.58,-100,0
5.89,6.27,7.03,7.03,6.61,6.5,6.17,5.54,-100,0
5.88,6.2,6.96,7.35,7.06,6.83,7.7,7.85,-100,0
5.6,5.97,6.73,7.19,6.88,6.7,7.79,7.39,-100,0
5.7,5.98,6.7,6.67,6.23,6.14,5.84,5.17,-100,0
5.91,6.02,6.68,7.15,6.76,6.72,7.96,8.02,-100,0
5.9,6.2,6.67,7.12,6.75,6.72,8.04,8.26,-100,0
6.03,6.24,6.8,6.36,5.85,5.77,4.97,4.34,-100,0
6.24,6.5,7.08,7.42,7.01,7.02,8.71,9.06,-100,0
6.32,6.58,7.21,7.5,7.07,7.07,8.83,9.33,-100,0
6.29,6.74,7.33,7.14,6.62,6.65,7.18,7.2,-100,0
6.27,6.7,7.34,7.59,7.18,7.09,9.04,9.78,-100,0
5.34,5.84,6.39,6.67,6.39,6.29,7.21,8.01,-100,0
5.68,6.25,6.9,6.95,6.44,6.46,6.63,7.43,-100,0
5.98,6.33,7.08,7.48,7.1,6.94,8.68,9.74,-100,0
6.05,6.33,7.07,7.51,7.12,6.97,8.73,10.1,-100,0
5.8,6.44,7.06,7.26,6.71,6.7,7.13,8.38,-100,0
5.61,6.31,6.95,7.42,7.03,6.86,8.69,10.08,-100,0
5.79,6.24,6.88,7.37,6.96,6.77,8.54,10.05,-100,0
6.2,6.52,7.12,6.79,6.23,6.02,5.93,6.97,-100,0
6.56,6.88,7.4,7.76,7.3,6.98,9,10.98,-100,0
6.44,6.92,7.4,7.74,7.27,6.95,9.01,10.97,-100,0
6.25,6.88,7.43,6.99,6.4,6.14,6.33,7.86,-100,0
7.03,7.26,7.89,8.09,7.58,7.21,9.32,11.7,-100,0
6.38,6.54,7.15,7.31,6.93,6.62,7.9,9.81,-100,0
7.74,7.62,8.24,7.16,6.4,5.91,5.63,6.98,100,0
8.18,7.93,8.47,8.52,7.94,7.48,9.82,12.35,100,0
8.73,8.41,8.88,8.83,8.2,7.73,10.16,12.91,100,0
8.4,8.3,8.8,8.3,7.57,7.3,8.47,10.85,100,0
7.81,7.99,8.58,8.49,7.8,7.41,9.47,12.09,100,0
8.13,8.01,8.69,8.56,7.84,7.44,9.5,12.08,100,0
8.4,8.18,8.88,7.99,7.18,6.88,7.36,9.57,100,0
8.42,8.39,9.07,8.89,8.12,7.73,9.84,12.44,100,0
8.79,8.31,8.92,8.78,7.98,7.59,9.49,12.06,100,0
9.32,8.33,8.79,8.28,7.37,7.1,7.62,9.94,100,0
10.85,9.69,9.97,9.56,8.56,8.05,10.45,12.95,100,0
12.22,11.11,11.27,10.71,9.68,9.5,13.18,15.79,100,0
11.66,10.63,10.72,9.34,8.24,7.86,9.13,12.04,100,0
12.38,10.99,11.17,10.29,9.16,8.63,11.46,14.1,100,0
12.68,11.92,11.91,10.82,9.63,9.08,12.33,14.95,100,0
11.68,11.44,11.49,10.96,9.75,9.44,12,14.91,100,0
10.75,10.28,10.9,10.06,8.9,8.44,10.84,13.01,100,0
10.6,9.96,10.76,10.03,8.84,8.34,10.6,12.77,100,0
10.53,10.21,10.76,10.69,9.37,8.92,10.72,12.84,-100,0
10.28,10.02,10.45,10.14,8.89,8.34,10.6,12.57,-100,0
10.15,9.9,10.39,10.27,9.04,8.47,10.75,12.72,-100,0
10.91,10.2,10.79,11.03,9.77,9.32,11.31,13.59,-100,0
11.22,10.31,10.82,10.68,9.58,9.01,11.57,13.75,-100,0
9.33,8.73,9.09,9.09,8.3,7.89,9.42,10.89,-100,0
10.13,9.33,9.64,9.77,8.79,8.35,9.27,10.72,-100,0
10.32,9.67,9.84,9.67,8.91,8.37,10.28,11.89,-100,0
10.08,9.67,9.76,9.52,8.85,8.33,10.22,11.73,-100,0
10.02,9.54,9.71,9.42,8.68,8.29,9.24,10.43,-100,0
10.36,9.74,9.99,9.61,9.02,8.53,10.59,12.03,-100,0
10.83,10.16,10.45,10.03,9.4,8.95,11.25,12.87,-100,0
10.76,10.34,10.61,9.78,9.06,8.72,9.86,11.27,-100,0
11.07,10.44,10.85,10.47,9.83,9.41,12.03,13.86,-100,0
10.74,10.24,10.96,10.61,9.97,9.62,12.37,14.21,-100,0
10.56,10.16,10.95,10.88,10.15,9.97,12.25,14.24,-100,0
10.76,10.21,11.06,10.94,10.24,9.95,12.99,14.9,-100,0
9.82,9.35,10.08,9.99,9.48,9.4,11.97,13.74,-100,0
10.65,10.06,10.91,11.28,10.59,10.48,13.12,15.2,-100,0
10.6,10.07,10.89,10.91,10.31,10.26,13.55,15.69,-100,0
10.58,9.99,10.75,10.69,10.23,10.3,13.54,15.76,-100,0
10.77,10.23,10.98,10.98,10.47,10.58,13.24,15.45,-100,0
11.2,10.6,11.34,11.2,10.85,10.92,14.77,17.28,-100,0
11.66,10.79,11.53,11.33,10.99,11.11,15.25,17.71,-100,0
12.27,11.24,11.93,11.19,10.73,10.87,14.06,16.42,-100,0
13.29,11.95,12.58,12.11,11.74,11.87,16.78,19.64,-100,0
13.93,12.44,12.97,12.4,11.99,12.13,17.42,20.28,-100,0
13.39,12.42,12.94,12.03,11.53,11.82,16.29,19.13,-100,0
13.13,12.25,12.86,12.22,11.6,11.98,17.32,20.04,-100,0
12.53,11.59,12.22,11.67,11.04,11.58,16.59,19.01,-100,0
12.87,12.03,12.83,12.58,12,12.34,17.63,20.53,-100,0
12.46,11.79,12.42,12.05,11.31,11.78,17.12,19.82,-100,0
12.21,11.49,12.17,11.91,11.15,11.66,17.02,19.55,-100,0
12.59,11.69,12.39,11.92,11.11,11.61,16.45,18.99,-100,0
13.15,12.05,12.72,12.43,11.53,12.03,17.94,20.73,-100,0
13.42,12.36,12.94,12.52,11.72,12.23,18.48,21.43,-100,0
13.41,12.37,12.92,12.09,11.32,11.82,17.08,20.03,-100,0
13.78,12.72,13.34,12.79,11.97,12.47,19,22.17,-100,0
13.96,12.79,13.4,12.79,12.01,12.48,19.04,22.43,-100,0
13.85,12.69,13.22,12.1,11.36,11.83,17.17,20.37,-100,0
13.95,12.83,13.3,12.68,11.9,12.52,18.91,22.41,-100,0
12.7,11.83,12.19,11.7,11,11.69,17.3,20.22,-100,0
13.07,12.28,12.78,12.19,11.48,12.14,17.73,21.21,-100,0
12.83,12.01,12.67,12.1,11.34,11.99,17.73,21.22,-100,0
12.55,11.83,12.58,12.07,11.28,11.95,17.63,21.23,-100,0
12.73,11.98,12.75,12.81,12.05,12.7,18.63,22.64,-100,0
12.46,11.65,12.38,12.04,11.32,11.85,17.67,21.41,-100,0
12.26,11.31,11.96,11.73,11.01,11.49,17.08,20.79,-100,0
11.93,11.17,11.76,11.7,11.01,11.45,16.66,20.27,-100,0
11.66,10.91,11.41,11.3,10.58,11.03,16.2,20.13,-100,0
11.49,10.89,11.41,11.24,10.57,10.95,16.15,20.17,-100,0
11.43,10.91,11.46,11.36,10.7,11,15.83,19.43,-100,0
11.29,10.74,11.34,11.16,10.54,10.83,15.83,20.11,-100,0
9.7,9.32,9.84,9.78,9.3,9.6,13.24,16.86,-100,0
10.98,10.31,10.94,11.12,10.52,10.72,15.35,18.83,-100,0
10.76,10.31,10.93,10.84,10.29,10.49,15.17,19.35,-100,0
10.56,10.13,10.69,10.69,10.16,10.36,14.79,19,-100,0
10.66,10.14,10.75,10.99,10.43,10.61,15.22,18.68,-100,0
10.68,10.15,10.75,10.78,10.24,10.4,14.91,18.9,-100,0
10.6,10.12,10.74,10.75,10.24,10.39,14.95,18.89,-100,0
10.56,10,10.58,10.89,10.38,10.59,15.11,18.61,-100,0
10.58,10.14,10.74,10.78,10.28,10.43,14.96,18.58,-100,0
10.44,9.91,10.51,10.59,10.04,10.2,14.57,18.07,-100,0
10.55,10.02,10.66,11.18,10.6,10.81,15.32,19.15,-100,0
10.24,9.99,10.64,10.74,10.15,10.25,14.69,17.63,-100,0
9.63,9.36,9.94,10.03,9.52,9.71,13.58,15.84,-100,0
10.59,10.09,10.82,11.26,10.69,10.78,15.56,19.13,-100,0
10.3,10.01,10.7,10.86,10.27,10.26,14.75,17.51,-100,0
10.17,9.87,10.52,10.72,10.15,10.12,14.45,16.97,-100,0
10.21,9.93,10.57,10.98,10.44,10.51,15,18.19,-100,0
10.19,9.81,10.43,10.63,10.06,10.06,14.4,16.97,-100,0
10.04,9.55,10.15,10.35,9.77,9.83,13.84,16.56,-100,0
10.07,9.68,10.23,10.1,9.53,9.64,13.16,15.99,-100,0
10.24,9.76,10.24,10.33,9.72,9.8,13.72,16.55,-100,0
10.45,9.74,10.16,10.19,9.6,9.78,13.56,16.5,-100,0
10.26,9.83,10.24,10.11,9.54,9.78,13.31,16.32,-100,0
9.84,9.47,9.89,9.83,9.22,9.44,12.96,15.82,-100,0
9.61,9.18,9.56,9.5,8.89,9.26,12.55,15,-100,0
10.23,9.63,10.05,9.47,8.77,8.95,11.73,14.34,-100,0
10.45,9.91,10.3,10.13,9.35,9.48,13.2,16.15,-100,0
10.17,9.92,10.32,10.16,9.35,9.45,13.19,16.06,-100,0
10.21,9.87,10.35,9.99,9.18,9.31,12.69,15.39,-100,0
10.15,9.76,10.35,10.19,9.3,9.39,13.03,16.04,-100,0
10.32,9.93,10.54,10.38,9.46,9.5,13.19,16.12,-100,0
10.21,9.89,10.53,10.22,9.31,9.38,12.87,15.42,-100,0
10.17,9.78,10.42,10.41,9.43,9.44,13.05,15.88,-100,0
10.47,9.9,10.56,10.54,9.55,9.54,13.15,16.1,-100,0
10.42,9.76,10.32,10.39,9.46,9.5,12.96,15.46,-100,0
9.85,9.42,9.9,10.01,9.09,9.13,12.25,15.08,-100,0
9.27,8.95,9.31,9.46,8.67,8.82,11.54,13.89,-100,0
9.69,9.32,9.8,10.27,9.4,9.39,12.63,15.07,-100,0
9.83,9.37,9.88,10,9.14,9.05,11.98,14.92,-100,0
9.6,9.16,9.67,9.82,8.98,8.87,11.58,14.47,-100,0
9.76,9.4,9.9,10.16,9.35,9.24,12.17,14.6,-100,0
9.81,9.45,9.96,10.1,9.3,9.11,12.08,15.02,-100,0
9.73,9.32,9.87,10.03,9.25,9.04,11.88,14.82,-100,0
9.61,9.25,9.83,10.05,9.33,9.17,12.04,14.65,-100,0
9.79,9.34,9.91,10.12,9.38,9.11,11.93,14.87,-100,0
9.57,9.24,9.8,10.06,9.34,9.1,11.88,14.55,-100,0
9.45,9.14,9.69,10.29,9.66,9.5,12.6,15.19,-100,0
9.31,9.02,9.61,9.93,9.25,9.02,11.65,14.17,-100,0
8.59,8.36,8.86,9.17,8.62,8.48,10.56,12.68,-100,0
8.52,8.44,9.03,9.53,8.94,8.76,10.97,13.23,-100,0
8.43,8.2,8.74,9.21,8.67,8.46,10.44,12.61,-100,0
8.68,8.36,8.87,9.3,8.79,8.58,10.62,12.84,-100,0
8.91,8.59,9.02,9.39,8.85,8.74,10.8,12.95,-100,0
8.9,8.66,9.1,9.48,8.93,8.8,10.95,13.22,-100,0
8.85,8.6,9.06,9.42,8.89,8.77,10.87,12.99,-100,0
8.65,8.49,9.01,9.32,8.78,8.69,10.5,12.44,-100,0
8.59,8.47,9,9.37,8.83,8.72,10.68,12.7,-100,0
8.45,8.27,8.8,9.21,8.67,8.59,10.42,12.36,-100,0
8.62,8.21,8.68,8.55,7.99,7.93,8.82,10.38,-100,0
8.79,8.49,8.91,9.26,8.69,8.66,10.51,12.37,-100,0
9.15,8.66,8.94,9.16,8.63,8.7,10.73,12.28,-100,0
9.27,8.99,9.35,9.14,8.54,8.59,10.3,12.02,-100,0
9.04,8.91,9.32,9.54,8.87,8.98,11.3,12.99,-100,0
9.35,9.03,9.56,9.73,9.01,9.1,11.57,13.32,-100,0
9.4,9.12,9.66,9.42,8.74,8.82,10.8,12.71,-100,0
9.91,9.35,9.85,9.98,9.25,9.28,11.97,13.74,-100,0
10.07,9.65,10.11,10.23,9.45,9.51,12.44,14.33,-100,0
9.85,9.55,10.01,9.57,8.81,8.84,10.87,12.77,-100,0
10.45,9.89,10.42,10.49,9.65,9.66,12.73,14.62,-100,0
10.31,9.82,10.36,10.45,9.6,9.64,12.63,14.45,-100,0
10.43,9.96,10.47,10.28,9.5,9.59,12.42,14.67,-100,0
10.38,9.91,10.42,10.53,9.66,9.67,12.66,14.51,-100,0
10.57,10,10.47,10.54,9.72,9.83,13.05,14.85,-100,0
10.66,10.04,10.6,10.67,9.81,9.71,12.46,14.51,-100,0
11.12,10.32,10.79,10.85,9.94,9.85,12.9,14.96,-100,0
12.4,11,11.31,11.23,10.29,10.15,13.51,15.7,100,0
12.4,11.67,12.01,11.85,10.95,10.7,14.5,16.79,100,0
11.77,11.3,11.75,11.59,10.7,10.4,13.88,16.04,100,0
11.67,11.01,11.67,11.51,10.63,10.32,13.7,15.82,100,0
5.96,5.97,6.18,6.24,6.11,6.38,6.32,6.69,NaN,NaN
0,0,0,0,0,0,0,0,0,0
