This file was created by CMPT_ME_BEME_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 BE/ME portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
192607   1.37   0.91  -0.07   5.72   1.96   1.42
192608   0.61   1.51   5.38   2.72   2.68   6.32
192609  -2.68  -0.14  -0.44   1.43   0.07  -0.80
192610  -3.54  -4.36  -2.01  -3.59  -2.35  -4.10
192611   3.12   3.66   2.09   3.13   2.90   3.46
192612   2.74   1.84   3.26   2.97   2.61   2.40
192701  -1.00  -0.38   3.93  -0.26   0.03   4.46
192702   3.90   6.38   6.62   5.00   3.56   8.63
192703  -1.60  -0.99  -3.17   1.30   0.21  -2.48
192704  -1.32   0.87   3.48   3.05  -0.76  -0.55
192705   5.55   3.35  13.33   5.41   5.10   7.49
192706  -1.55   1.30  -3.95  -0.96  -3.02  -1.63
192707   4.33   5.23   3.98   9.24   6.74   7.26
192708   2.35  -2.20   0.86   3.92   1.22  -1.97
192709   2.40   2.23   0.40   5.39   4.39   5.97
192710  -0.16  -2.15  -5.84  -3.63  -4.28  -6.62
192711  10.43   8.06  10.23   7.06   6.77   6.63
192712   5.55   2.60   2.45   2.50   1.85   3.48
192801   3.20   2.78   3.59  -0.48  -0.37  -2.32
192802  -4.79  -1.72  -4.13  -0.68  -1.14  -2.73
192803   7.39   8.62   9.46  12.28   6.13   7.83
192804   4.22  10.68   9.97   2.91   6.00   4.50
192805   7.53   1.95   2.57   2.61  -0.11   0.64
192806  -8.51  -8.30  -6.83  -3.61  -4.12  -5.42
192807  -0.40  -0.40  -0.89   1.36   0.11   0.90
192808   6.12   5.05   3.70   8.74   5.39   6.95
192809   5.73   4.45   6.18   3.41   1.92   4.49
192810   6.83   3.12   1.66   1.36   1.43   2.01
192811   8.67  11.19  12.28  11.16  13.28  13.15
192812   0.91  -0.60  -0.65   0.93   0.00   1.29
192901  -0.03   1.94   1.45   6.53   4.84   2.63
192902   0.74   1.10   0.38  -0.58   0.83   3.15
192903  -5.95  -3.46  -4.16  -1.38   2.21  -0.06
192904  -0.08   2.75   0.51   2.22   1.11   2.84
192905 -10.20  -9.36 -12.89  -5.73  -4.16  -6.17
192906   6.97   9.44   6.41  12.46   9.35   7.51
192907  -0.07  -0.70   3.86   3.55   6.20   4.95
192908  -0.89  -0.46  -0.45   7.24  12.54   6.95
192909  -4.26  -4.31  -3.62  -4.42  -4.97  -6.32
192910 -21.73 -19.34 -19.83 -24.19 -14.09 -10.37
192911 -16.41  -9.84 -12.34 -14.25 -10.93  -7.67
192912  -2.75  -2.72  -1.85   3.40   0.55   1.32
193001   6.23   9.44   8.46   7.17   3.31   2.92
193002   1.35   1.21   4.38   3.46   1.88   1.22
193003   9.00  11.07  10.76   6.82   8.33   5.36
193004  -6.10  -1.74  -3.48  -2.36  -1.79  -6.65
193005  -3.76  -2.31  -2.96   0.71  -2.26  -1.36
193006 -16.93 -16.65 -18.93 -17.85 -13.16 -11.84
193007   6.52   3.73   2.54   4.40   4.22   5.26
193008  -3.76  -1.61  -2.51   1.20  -0.80  -1.62
193009 -13.68 -14.67 -19.16 -12.03 -11.74 -17.09
193010 -10.10  -7.68 -10.74  -9.43  -7.33 -11.48
193011   0.22  -2.78  -2.60  -2.36  -2.83  -6.60
193012 -10.42 -11.03 -17.29  -5.81  -9.18  -9.72
193101   9.91  11.36  15.46   4.72   6.98  13.59
193102  13.20  11.66  17.09  12.87   6.74  12.18
193103  -4.34  -2.92  -6.96  -4.20 -10.36  -8.88
193104 -12.89 -14.02 -18.22  -8.84 -11.11 -11.35
193105  -9.67  -8.70 -13.84 -11.39 -15.93 -20.36
193106  10.13   7.73  20.32  12.85  16.20  25.27
193107  -8.59  -8.94  -5.74  -5.17 -10.18 -12.21
193108  -1.61  -1.18  -3.75   0.90  -1.59   0.05
193109 -26.57 -30.05 -33.83 -28.87 -28.15 -35.11
193110   4.23   9.21   5.46   9.54   3.26  11.72
193111  -7.73  -7.29  -9.39  -6.13 -16.63 -14.57
193112 -13.80 -16.51 -22.42 -11.57 -18.82 -20.67
193201   2.49   3.93  10.51  -3.43   1.91   6.64
193202  -2.48   1.98   1.38   7.11   1.74   0.35
193203 -10.53 -12.14 -10.62 -10.20 -15.14 -14.75
193204 -19.31 -17.14 -16.04 -18.13 -20.15 -18.54
193205 -17.14 -24.84 -17.47 -19.22 -25.95 -25.44
193206   0.95   6.25   1.04  -1.71   0.05   8.85
193207  31.91  36.11  63.25  28.20  48.62  67.78
193208  48.73  55.37  83.58  31.32  50.97  62.53
193209  -2.81  -4.58 -12.47  -1.04  -6.51  -5.01
193210 -16.25 -19.64 -23.87 -10.75 -17.51 -23.23
193211  -0.30  -8.28 -13.21  -2.72  -8.93 -16.38
193212  -5.16  -4.25 -11.06   6.85   1.04  -3.56
193301   4.39   1.39   7.89  -0.01   3.03   8.77
193302 -17.85 -18.41 -20.89 -14.95 -16.58 -17.37
193303   7.08   6.16  16.03   0.96   9.86   6.76
193304  45.45  54.80  56.56  33.74  51.89  57.49
193305  59.94  62.20  73.34  16.97  26.78  41.63
193306  32.94  23.30  18.59  11.37  15.51  21.95
193307 -14.14 -12.77  -7.24  -8.86 -13.06  -9.22
193308  10.56  10.11   8.21  10.60  15.78  18.86
193309  -7.61 -13.34 -20.90  -9.15 -12.36 -19.39
193310  -8.49 -12.42 -13.84  -6.16 -10.59 -17.74
193311   4.45   4.66   6.11   9.69  12.28  12.69
193312   4.77   4.06   0.46   2.11   1.83   3.35
193401  21.52  28.56  38.34   9.87  16.82  24.14
193402  -0.29   1.18   5.37  -2.38  -3.12  -3.81
193403   4.77   2.07  -0.07   0.00  -0.14  -0.62
193404   2.84  -1.32  -1.83  -1.78  -2.32  -4.62
193405  -7.34  -9.89 -12.05  -6.40  -8.59 -13.51
193406   3.77   0.08  -2.31   2.63   2.48   2.86
193407 -18.02 -21.50 -24.48  -8.31 -11.71 -23.18
193408  10.92   9.41  12.22   6.07   4.45   5.77
193409  -0.93  -0.58  -3.57  -0.26  -0.15  -0.11
193410  -0.92  -1.64  -4.19  -0.41  -2.71  -7.37
193411  17.42  15.44  12.53  10.24   5.01  10.66
193412   4.94   1.76   1.60   0.75   0.53  -2.24
193501  -5.55  -3.40  -3.03  -3.01  -2.88  -9.31
193502  -3.52  -4.86  -5.88  -0.86  -1.68 -12.99
193503  -5.92  -7.47 -11.27  -2.97  -3.33  -7.75
193504   6.72   9.35  10.22   8.03   9.89  13.06
193505  -2.48   2.33   1.73   3.14   4.34   3.96
193506  -1.75   5.93   0.81   6.38   5.61   8.08
193507   9.15  12.94  12.75   6.99   6.32  17.11
193508   4.22   8.68  14.45   2.57   2.20   3.75
193509   5.09   5.53   0.56   4.68   0.68   1.12
193510  10.91  10.85   6.81   6.60   7.98   6.03
193511   6.70  10.45  18.97   3.04   5.61  14.57
193512   5.77  10.16   2.22   2.98   5.81   8.69
193601  10.32   7.67  22.38   3.29   9.53  12.24
193602   1.90   6.56   6.78   1.91   2.81   7.10
193603   0.51   2.34   0.83   2.64   0.06  -1.01
193604 -14.39 -13.97 -15.46  -7.16  -8.35 -10.25
193605   4.90   5.59   8.68   5.06   5.11   6.55
193606  -2.21  -0.26  -1.25   3.63   2.14   0.27
193607  10.63   7.62   9.47   5.92   6.20  12.20
193608   0.65   2.27   4.62   0.29   0.78   4.31
193609   2.23   4.96   4.47   0.92   1.10   0.43
193610   3.71   6.49   6.51   6.42   8.80   8.66
193611  10.87   9.07  13.02   3.39   3.15  -0.59
193612   2.04   3.41   7.00  -1.83   2.36   1.11
193701   7.18   7.34   9.72   3.65   1.35   6.32
193702   3.28   1.69   6.24  -0.22   0.82   6.92
193703  -3.01  -0.06   1.90  -1.74  -0.21   6.13
193704 -10.09 -11.57 -13.35  -6.82  -6.11 -10.78
193705  -0.34  -0.99  -4.10   0.24  -0.72  -2.98
193706  -7.22  -7.72 -10.34  -4.16  -2.70  -7.46
193707  10.92   8.99  10.78   9.20   7.96  10.97
193708  -4.64  -5.08  -5.58  -4.21  -4.59  -7.77
193709 -20.82 -20.83 -23.05 -12.35 -12.40 -19.27
193710 -10.78 -10.26  -9.78 -10.17  -7.58 -14.42
193711 -11.53 -12.30 -11.71  -8.74  -7.69  -8.16
193712 -14.12 -10.59 -12.29  -4.12  -2.87  -6.73
193801   4.98   6.51   3.74   1.31  -0.33  -0.65
193802   8.43   5.60   4.77   6.39   5.38   6.00
193803 -29.92 -28.97 -30.14 -23.52 -22.46 -30.32
193804  22.08  20.73  20.40  13.81  14.44  15.85
193805  -7.47  -7.65  -5.54  -3.56  -3.65  -6.05
193806  31.25  30.02  27.56  25.73  20.93  30.03
193807  13.44  14.49  15.36   6.79   7.31   9.22
193808  -4.59  -5.11  -9.29  -0.43  -6.07  -5.18
193809  -1.88  -2.50  -2.79   1.36   0.61  -0.97
193810  14.13  14.76  16.90   6.93   7.21  14.18
193811  -5.20  -2.67  -5.92  -1.12  -2.14  -2.86
193812   6.03   3.71   1.55   3.38   4.47   8.86
