This file was created by CMPT_ME_BEME_OP_INV_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and OP.

The portfolios are constructed at the end of June.  OP is operating profits (sales - cost
of goods sold - selling, general and administrative expenses - interest expense) divided by book
at the last fiscal year end of the prior calendar year.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
199302,  -3.98,  -1.77,  -2.68,   1.25,   2.40,  -0.78
199303,   1.54,   2.88,   3.36,   4.17,   2.40,   1.58
199304,  -2.44,  -3.01,  -3.88,   0.88,  -1.44,  -4.81
199305,   5.41,   3.89,   4.96,   2.66,   1.72,   3.15
199306,   0.92,   0.33,   0.97,   2.08,  -0.10,   0.01
199307,   0.18,   1.05,   0.74,   2.48,   0.74,  -2.36
199308,   4.49,   3.89,   4.09,   4.99,   2.97,   3.29
199309,   2.96,   1.99,   3.18,  -1.49,  -0.18,  -0.40
199310,   4.28,   1.49,   3.06,   0.52,   1.15,   1.60
199311,  -3.81,  -2.35,  -2.77,  -3.12,  -2.21,  -0.61
199312,   1.35,   4.04,   3.68,   1.51,   2.35,   0.65
199401,   4.28,   2.43,   2.03,   4.80,   2.96,   2.37
199402,  -1.89,   0.29,   0.55,  -4.76,  -3.08,  -2.16
199403,  -6.22,  -5.13,  -5.43,  -4.82,  -4.28,  -4.53
199404,  -0.92,   0.61,   0.22,   0.60,   1.14,   1.19
199405,  -1.62,  -1.63,  -1.72,   0.00,   0.22,   1.98
199406,  -4.78,  -2.88,  -3.07,  -3.37,  -2.36,  -3.08
199407,   1.59,   1.22,   2.07,   5.21,   3.24,   2.65
199408,   4.81,   5.16,   6.20,   3.54,   2.91,   4.78
199409,  -0.83,   0.62,   0.31,  -2.72,  -2.96,  -2.18
199410,  -1.46,   0.41,   0.23,   1.89,   2.33,   1.70
199411,  -4.58,  -2.98,  -3.94,  -4.27,  -4.16,  -3.54
199412,  -0.57,   1.94,   1.86,   1.46,   1.47,   0.69
199501,  -0.15,  -1.00,   0.25,   2.88,   1.02,   3.41
199502,   2.81,   4.00,   3.73,   3.03,   3.96,   3.88
199503,   2.37,   1.84,   1.76,   1.63,   2.85,   2.47
199504,   2.55,   2.31,   1.54,   1.73,   2.33,   2.82
199505,   1.95,   0.79,   2.01,   3.18,   3.20,   3.81
199506,   6.56,   5.13,   5.15,   2.27,   1.59,   3.25
199507,   5.23,   6.16,   7.20,   3.36,   4.35,   3.43
199508,   3.62,   2.10,   2.43,   1.48,  -0.32,   0.74
199509,   2.39,   1.37,   2.20,   2.72,   2.62,   5.06
199510,  -5.96,  -4.99,  -4.15,  -1.35,  -1.68,   0.14
199511,   3.58,   3.23,   3.60,   4.65,   4.38,   4.01
199512,   3.53,   1.21,   1.11,   1.80,   2.19,   0.58
199601,   1.79,  -0.28,  -0.43,   2.13,   2.84,   3.13
199602,   2.93,   3.33,   4.03,   0.32,   1.76,   1.34
199603,   1.33,   2.91,   3.36,  -0.19,   1.73,   0.46
199604,   7.25,   5.42,   6.64,   0.21,   1.24,   2.24
199605,   6.65,   4.80,   3.90,   0.25,   0.95,   3.39
199606,  -5.83,  -3.49,  -2.57,  -0.82,  -1.14,   0.47
199607, -11.26,  -7.55,  -8.45,  -7.14,  -5.45,  -4.33
199608,   5.31,   5.86,   5.85,   3.29,   3.15,   2.03
199609,   3.33,   3.77,   3.93,   3.16,   4.65,   6.37
199610,  -3.61,  -0.94,  -1.10,   1.38,   2.23,   1.71
199611,   1.65,   4.14,   3.59,   4.99,   5.39,   8.66
199612,   0.57,   1.93,   2.24,  -0.78,  -1.98,  -1.86
199701,   4.03,   2.70,   3.97,   2.49,   4.09,   7.27
199702,  -3.05,  -1.62,  -2.95,  -0.68,  -0.05,   0.53
199703,  -6.84,  -3.77,  -4.70,  -4.75,  -2.09,  -5.98
199704,  -2.72,   0.36,  -0.94,   1.17,   3.82,   7.04
199705,  11.34,  10.88,  12.11,   7.76,   6.19,   6.15
199706,   5.00,   4.80,   6.23,   3.29,   3.86,   4.37
199707,   4.88,   5.46,   5.55,   8.06,   8.51,   7.44
199708,   3.73,   3.00,   3.61,  -2.95,  -4.36,  -5.56
199709,   8.64,   8.20,   7.42,   5.93,   5.52,   5.03
199710,  -5.06,  -3.30,  -4.00,  -3.69,  -3.84,  -2.95
199711,  -2.95,  -0.52,  -0.94,   2.10,   2.96,   5.22
199712,  -2.04,   1.51,   1.10,   2.44,   2.02,   1.66
199801,  -0.89,  -1.14,  -0.52,   0.82,  -0.87,   1.78
199802,   7.30,   7.35,   7.86,   7.69,   7.39,   7.00
199803,   5.07,   4.17,   4.21,   7.04,   4.42,   4.91
199804,   1.22,   2.01,   0.34,   2.42,   1.43,   0.60
199805,  -5.66,  -4.65,  -5.76,  -3.43,  -1.88,  -2.15
199806,   0.44,  -0.69,   0.14,   5.09,   2.50,   4.56
199807,  -7.85,  -7.21,  -6.77,  -3.32,  -2.00,  -0.92
199808, -22.73, -18.89, -20.02, -15.06, -14.85, -15.35
199809,   7.06,   5.15,   4.72,   9.09,   5.07,   6.51
199810,   3.56,   4.07,   4.64,   5.13,   7.94,   8.30
199811,   8.85,   5.32,   6.33,   5.80,   5.39,   7.02
199812,   5.05,   3.38,   5.29,   9.18,   6.02,   6.04
199901,   6.15,  -0.04,   0.28,   3.56,   2.65,   4.17
199902,  -8.74,  -7.75,  -7.84,  -1.31,  -3.73,  -4.00
199903,   1.53,  -1.61,  -0.05,   7.83,   4.59,   2.17
199904,  10.87,   8.85,   8.42,   6.24,   4.04,   3.20
199905,   0.67,   1.82,   2.89,  -1.76,  -1.34,  -2.62
199906,   6.90,   5.88,   5.83,   0.65,   5.33,   5.96
199907,  -0.83,  -1.23,  -0.48,  -2.69,  -3.00,  -3.57
199908,  -1.63,  -4.40,  -3.92,  -1.85,  -2.25,   0.00
199909,  -0.13,  -1.09,  -0.44,  -2.22,  -2.21,  -3.26
199910,   1.41,  -1.89,  -1.14,   7.62,   6.25,   6.83
199911,  11.57,   5.09,   5.30,   2.60,   2.80,   2.44
199912,  18.13,   7.04,   9.06,  10.42,   7.22,   5.26
200001,   4.59,  -2.11,  -5.72,  -2.01,  -4.52,  -5.56
200002,  32.50,  10.34,   3.99,   4.61,   1.25,  -1.98
200003, -14.23,  -0.98,   1.88,   4.05,   8.51,  10.69
200004, -15.42,  -4.31,  -2.51,  -6.44,  -0.41,  -4.53
200005,  -8.82,  -3.99,  -4.21,  -5.70,  -2.47,  -2.22
200006,  19.29,   7.52,   6.33,   4.94,   0.47,   3.89
200007,  -6.26,  -0.07,   2.46,  -4.14,  -0.07,  -2.31
200008,   7.51,   6.13,   6.48,  11.28,   8.08,   5.81
200009,  -6.16,  -0.75,  -2.53,  -7.26,  -2.92,  -4.92
200010,  -9.26,  -0.81,  -1.04,  -8.34,  -2.42,   1.20
200011, -16.17,  -4.26,  -3.90, -18.38,  -9.49,  -6.32
200012,   2.93,   8.46,   8.54,   2.59,   2.76,   0.22
200101,  12.37,   4.74,   7.49,   5.19,   1.00,   3.46
200102, -10.47,  -1.72,  -1.08, -13.48, -10.26,  -7.64
200103,  -6.02,  -2.07,  -2.41,  -9.65,  -5.39,  -6.83
200104,   8.09,   5.75,   6.59,  11.03,   8.59,   6.87
200105,   5.76,   4.35,   3.62,  -0.69,   1.37,   0.73
200106,   3.23,   4.94,   6.10,  -2.53,  -2.44,  -1.64
200107,  -9.62,  -1.82,  -1.25,  -6.91,  -2.76,   0.62
200108,  -6.72,  -1.25,  -2.83,  -7.56,  -7.52,  -5.50
200109, -17.19, -12.18, -14.41, -11.66, -12.13,  -5.66
200110,   9.22,   4.26,   6.85,   1.53,   4.78,   1.21
200111,  10.20,   6.53,   7.07,   7.77,   9.97,   6.40
200112,   6.89,   6.43,   6.81,   1.95,   0.65,   1.16
200201,  -3.48,   1.14,   1.70,  -5.59,  -0.78,  -0.37
200202,  -8.55,   0.32,   0.10,  -4.19,  -3.99,  -0.61
200203,   9.03,   8.30,   8.59,   4.73,   5.31,   3.07
200204,  -4.01,   4.43,   4.16,  -6.32,  -5.00,  -6.05
200205,  -6.35,  -2.93,  -3.24,  -3.02,  -1.12,  -0.74
200206,  -6.50,  -2.41,  -3.35, -11.07,  -6.27,  -7.15
200207, -15.96, -14.02, -12.91,  -9.26, -10.18,  -5.05
200208,  -2.28,   1.07,   1.61,   1.53,   0.31,   0.41
200209, -10.95,  -5.79,  -4.97, -10.52, -11.55, -10.15
200210,   6.89,   2.76,   1.21,   7.78,   9.82,   7.47
200211,  16.03,   5.96,   5.22,  10.05,   6.67,   3.17
200212,  -9.77,  -3.18,  -2.81,  -8.43,  -7.23,  -4.08
200301,  -2.00,  -2.48,  -2.05,  -1.89,  -3.74,  -2.68
200302,  -3.40,  -3.50,  -2.23,  -2.97,  -1.42,  -2.11
200303,   0.92,   0.46,   2.34,  -0.50,   1.07,   1.46
200304,  12.42,   8.48,   7.79,  10.44,   8.75,   6.81
200305,  16.97,   7.52,   7.72,   9.17,   5.87,   4.13
200306,   2.46,   2.30,   3.63,   0.78,   1.09,   1.27
200307,   8.46,   5.66,   5.71,   3.60,   2.98,   0.05
200308,   6.65,   4.30,   3.19,   2.50,   3.06,   0.81
200309,  -0.51,  -1.93,  -1.08,  -3.41,  -0.51,  -0.97
200310,   9.52,   7.91,   9.02,   6.85,   5.91,   5.07
200311,   3.65,   3.62,   3.80,   1.17,   0.78,   1.20
200312,   1.68,   2.86,   2.00,   5.13,   5.26,   3.51
200401,   7.88,   1.88,   2.57,   3.07,   1.77,   1.11
200402,  -1.06,   1.77,   2.18,   1.26,   0.75,   2.15
200403,  -0.51,   1.14,   2.03,  -2.00,  -1.21,  -1.66
200404,  -6.07,  -2.61,  -3.15,  -2.53,  -2.40,  -0.41
200405,   1.06,   0.93,   0.58,   1.72,   1.61,   0.33
200406,   3.02,   5.18,   4.72,   1.28,   2.41,   0.80
200407, -10.47,  -4.85,  -3.91,  -6.37,  -2.63,  -3.44
200408,  -1.89,  -0.43,  -0.99,  -1.30,   0.11,   0.64
200409,   4.85,   4.73,   4.80,   3.43,   1.09,   0.36
200410,   1.73,   1.80,   2.37,   2.53,   1.12,   1.29
200411,   8.70,   8.58,   8.65,   5.62,   3.45,   3.49
200412,   4.62,   2.85,   2.74,   4.36,   2.44,   3.80
200501,  -5.49,  -2.97,  -2.83,  -4.95,  -1.54,  -2.35
200502,   1.50,   1.98,   1.66,   1.13,   3.10,   1.40
200503,  -4.67,  -1.48,  -2.64,  -0.92,  -2.12,  -1.69
200504,  -7.28,  -5.26,  -5.60,  -2.49,  -1.72,  -2.20
200505,   6.36,   6.56,   6.22,   5.30,   2.67,   3.30
200506,   3.30,   3.97,   3.97,  -0.09,   0.53,   0.11
200507,   7.79,   6.03,   5.39,   3.82,   3.93,   3.53
200508,  -0.61,  -1.96,  -2.88,   0.88,  -1.34,  -1.69
200509,   0.70,  -0.04,   0.89,   0.21,   0.92,   0.75
200510,  -3.80,  -2.27,  -3.14,  -1.43,  -1.39,  -2.00
200511,   4.40,   4.68,   4.81,   4.09,   3.93,   3.08
200512,   0.10,  -1.01,  -0.03,  -0.17,   0.33,  -0.36
200601,   9.97,   7.86,   8.24,   3.99,   2.03,   2.57
200602,  -0.08,  -0.39,  -1.17,  -0.56,   0.61,  -0.49
200603,   4.66,   4.77,   4.73,   1.19,   1.75,   1.05
200604,  -0.42,   0.57,   1.61,   0.49,   1.52,   0.93
200605,  -7.30,  -4.50,  -4.83,  -1.66,  -3.37,  -3.02
200606,  -0.94,   0.15,   0.57,   0.20,  -0.77,   0.71
200607,  -4.36,  -3.45,  -3.23,  -1.82,   0.23,   0.45
200608,   4.11,   2.09,   1.41,   2.98,   2.31,   1.82
200609,  -0.24,   1.34,   1.91,   1.74,   2.02,   2.82
200610,   5.78,   4.96,   5.21,   4.72,   2.40,   3.38
200611,   2.73,   2.52,   2.93,   2.47,   1.36,   1.81
200612,   0.40,   0.81,   0.24,   1.34,   1.81,   0.57
200701,   1.57,   1.32,   2.51,   2.57,   1.61,   1.46
200702,  -0.31,  -0.21,  -0.70,  -1.16,  -1.85,  -2.44
200703,   1.01,   1.31,   1.15,   1.70,   0.84,   0.85
200704,   2.27,   1.38,   2.64,   3.40,   4.03,   4.59
200705,   2.45,   4.47,   4.81,   3.38,   3.15,   3.50
200706,  -0.92,  -1.49,  -0.46,  -1.81,  -2.28,  -1.37
200707,  -5.85,  -5.75,  -7.21,  -4.04,  -3.43,  -2.43
200708,   1.12,   2.15,  -0.44,   0.72,   1.59,   1.07
200709,   2.14,   0.90,   0.68,   3.55,   3.66,   3.56
200710,   2.72,   1.96,   0.80,   1.39,   2.02,   2.32
200711,  -8.69,  -5.59,  -7.27,  -4.89,  -5.23,  -3.59
200712,  -0.03,  -1.17,  -0.47,  -1.68,  -1.01,  -0.20
200801,  -8.95,  -5.10,  -4.99,  -6.04,  -6.97,  -5.34
200802,  -4.29,  -3.23,  -3.31,  -2.26,  -4.49,  -2.41
200803,  -1.67,   0.77,  -0.09,  -0.80,  -1.01,  -0.71
200804,   2.77,   3.40,   5.42,   4.73,   5.04,   4.33
200805,   4.63,   4.13,   6.63,   3.36,   0.64,   1.49
200806,  -8.70,  -7.89,  -5.83, -10.38,  -9.54,  -7.16
200807,   3.08,   3.88,   2.37,  -1.54,  -0.93,  -1.10
200808,   3.85,   4.61,   5.15,  -0.21,   0.65,   1.83
200809,  -9.84,  -6.61,  -9.04, -12.27, -10.38,  -7.28
200810, -22.30, -18.79, -20.82, -21.35, -17.80, -14.47
200811, -13.17, -11.61, -12.74, -12.70,  -8.87,  -4.88
200812,   5.31,   3.64,   5.13,   1.05,   0.19,   2.13
200901,  -8.82, -13.11, -11.04,  -7.04,  -9.97,  -6.82
200902, -12.40, -11.93, -11.45, -11.32, -11.85,  -8.64
200903,  10.88,   9.10,   9.62,   9.60,   9.26,   7.63
200904,  15.64,  16.66,  19.56,  11.62,  11.84,   6.66
200905,   4.50,   1.88,   2.47,   5.04,   5.43,   4.70
200906,   4.60,   1.53,   0.29,  -0.05,  -0.50,   0.58
200907,  10.24,   9.48,  10.46,   7.61,   9.23,   6.20
200908,   3.83,   3.34,   4.36,   7.29,   2.24,   1.88
200909,   6.68,   5.16,   8.75,   3.45,   5.64,   2.69
200910,  -9.77,  -5.52,  -6.03,  -5.02,  -3.13,  -0.05
200911,   2.74,   2.35,   2.29,   3.68,   5.83,   6.13
200912,   8.31,   7.71,   9.34,   2.42,   3.13,   1.41
201001,  -3.28,  -2.71,  -3.82,  -1.92,  -4.08,  -3.78
201002,   5.11,   4.30,   5.22,   4.07,   3.06,   2.69
201003,   8.57,   7.07,   8.76,   7.09,   6.55,   4.95
201004,   6.96,   5.86,   7.03,   0.70,   1.61,   1.54
201005,  -9.05,  -7.72,  -6.45,  -8.30,  -7.42,  -8.35
201006,  -8.01,  -7.95,  -8.92,  -5.39,  -5.52,  -5.29
201007,   7.11,   6.96,   6.14,   5.44,   7.23,   6.96
201008,  -7.96,  -7.51,  -8.31,  -5.41,  -4.50,  -4.53
201009,  13.15,  12.02,  12.11,   9.09,   8.04,   9.99
201010,   3.75,   4.24,   4.49,   2.52,   3.10,   4.45
201011,   3.72,   3.66,   3.77,   0.59,  -0.26,   0.19
201012,   9.61,   7.56,   5.96,   8.33,   7.39,   4.95
201101,   0.15,   0.30,  -0.83,   2.34,   3.42,   1.08
201102,   5.76,   5.71,   3.61,   3.72,   4.02,   2.25
201103,   2.35,   2.61,   2.94,  -1.31,   0.35,   0.41
201104,   2.10,   2.25,   2.47,   1.74,   2.99,   3.21
201105,  -2.76,  -2.38,  -1.31,  -3.10,  -1.58,  -0.68
201106,  -3.16,  -1.10,  -0.88,  -3.00,  -2.26,  -1.03
201107,  -4.44,  -4.04,  -3.21,  -4.57,  -2.83,  -1.05
201108, -11.02,  -7.92,  -9.07,  -8.17,  -6.50,  -4.66
201109, -12.08, -10.73, -11.44,  -9.31,  -7.70,  -6.55
201110,  14.75,  14.96,  15.20,  13.42,  11.35,   9.98
201111,  -2.08,   0.35,  -0.78,  -1.89,  -0.20,  -0.32
201112,   0.44,   0.53,   0.19,  -1.20,   1.66,   0.18
201201,   8.21,   6.37,   6.36,   5.99,   3.32,   5.65
201202,   3.00,   2.42,   3.21,   4.79,   4.30,   4.13
201203,   3.08,   2.04,   2.47,   2.50,   2.29,   3.69
201204,  -1.79,  -1.66,  -1.02,  -1.66,  -0.98,  -0.55
201205,  -7.24,  -6.39,  -5.83,  -8.34,  -6.31,  -5.92
201206,   6.36,   4.01,   3.97,   3.93,   3.92,   3.32
201207,  -2.69,  -1.11,  -2.21,  -0.12,   1.46,   0.69
201208,   3.11,   3.67,   2.40,   3.09,   2.16,   2.13
201209,   3.72,   3.52,   3.11,   3.54,   3.01,   1.75
201210,  -3.03,  -0.99,  -2.26,   1.11,  -2.03,  -2.38
201211,  -0.04,   0.87,   1.23,  -0.38,   1.20,  -0.02
201212,   3.18,   2.66,   2.97,   3.19,   1.09,  -0.21
201301,   6.59,   6.13,   6.42,   7.85,   5.85,   4.18
201302,   1.57,   0.76,   0.39,   1.65,   1.31,   0.83
201303,   4.77,   3.89,   6.26,   4.68,   3.95,   3.36
201304,  -0.67,  -0.79,  -0.39,   2.26,   0.98,   1.98
201305,   4.91,   5.17,   4.88,   3.73,   2.02,   2.20
201306,   0.02,  -0.32,  -0.77,  -2.18,  -0.38,  -2.38
201307,   7.42,   7.35,   7.06,   7.30,   5.32,   4.69
201308,  -2.90,  -3.49,  -2.07,  -2.99,  -3.47,  -2.23
201309,   6.00,   5.79,   6.43,   3.98,   3.18,   3.28
201310,   0.52,   3.99,   3.94,   2.76,   4.13,   4.89
201311,   4.04,   4.67,   4.28,   2.17,   2.49,   3.30
201312,   2.80,   1.44,   2.33,   2.84,   2.87,   2.11
201401,   0.36,  -4.18,  -5.51,  -1.10,  -3.66,  -4.33
201402,   5.76,   3.66,   4.15,   4.06,   4.27,   4.55
201403,  -2.65,   1.24,   0.69,   0.35,   0.70,   0.46
201404,  -5.80,  -3.29,  -2.25,  -0.79,  -0.34,   1.29
201405,  -0.06,   0.42,  -0.11,   1.55,   1.68,   2.33
201406,   6.20,   4.93,   4.58,   3.61,   2.31,   1.38
201407,  -6.12,  -5.91,  -5.94,  -3.42,  -2.16,  -0.76
201408,   5.21,   3.57,   4.88,   5.81,   3.27,   4.22
201409,  -6.39,  -5.70,  -4.34,  -2.14,  -1.77,  -1.69
201410,   5.92,   6.91,   4.41,   2.30,   1.86,   2.12
201411,   0.38,  -0.84,   1.23,   1.71,   1.15,   4.16
201412,   3.38,   2.26,   1.71,  -0.05,   0.33,  -1.42
201501,  -3.42,  -5.64,  -3.42,  -3.94,  -3.93,  -1.99
201502,   6.32,   6.84,   6.15,   5.78,   5.74,   6.04
201503,   0.77,   2.27,   1.76,  -1.07,  -1.42,  -1.86
201504,  -2.25,  -1.90,  -2.15,   0.40,   0.60,   1.01
201505,   3.49,   1.25,   0.89,   1.56,   0.87,   1.02
201506,  -0.32,   2.19,   1.46,  -2.15,  -1.86,  -1.90
201507,  -2.93,  -2.06,  -2.63,   1.54,   1.77,   1.86
201508,  -6.50,  -5.26,  -5.94,  -6.72,  -6.54,  -5.89
201509,  -6.97,  -4.33,  -5.89,  -4.52,  -2.88,  -2.40


  Average Equal Weighted Returns -- Monthly
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
196307,  -0.99,   0.17,  -0.70,  -2.23,  -0.89,  -0.24
196308,   3.13,   2.98,   3.59,   5.17,   4.97,   5.99
196309,  -0.43,  -1.10,  -1.47,  -1.86,  -1.94,  -2.65
196310,   0.96,   1.31,   1.20,   2.00,   1.06,   2.50
196311,  -2.70,  -1.37,  -3.08,  -1.10,  -1.54,  -0.73
196312,  -2.19,  -0.25,  -1.32,   1.70,   1.41,   0.48
196401,   5.03,   4.11,   3.99,   1.37,   1.11,   0.97
196402,   3.21,   0.55,   1.87,   2.16,   1.71,   1.76
196403,   3.34,   3.14,   1.88,   4.49,   1.72,   1.58
196404,  -0.05,  -0.49,  -0.63,   1.06,  -0.02,  -1.06
196405,   0.80,  -0.08,  -0.59,   0.93,   1.07,   0.74
196406,   0.33,   0.73,   1.26,   1.88,   1.74,   1.24
196407,   4.03,   2.74,   2.83,   1.89,   2.63,   2.13
196408,  -0.09,  -0.82,  -1.23,  -0.92,  -0.48,  -1.95
196409,   3.48,   3.02,   4.68,   4.15,   2.65,   3.03
196410,   1.91,   2.64,   2.18,   1.69,   0.89,   1.31
196411,  -1.27,  -0.02,  -0.34,  -0.41,   0.29,   0.54
196412,  -2.09,  -1.62,  -1.12,  -1.44,  -0.45,   0.19
196501,   8.48,   6.62,   8.64,   6.44,   4.20,   5.43
196502,   3.00,   3.46,   4.29,   1.65,   1.96,   2.82
196503,   2.33,   1.21,   0.60,  -0.14,  -0.52,  -1.55
196504,   3.85,   4.57,   5.09,   3.74,   2.57,   3.06
196505,  -0.01,  -0.23,   0.45,  -1.17,  -1.51,   0.16
196506,  -9.82,  -9.49,  -9.57,  -8.01,  -6.16,  -6.41
196507,   2.87,   3.64,   2.22,   3.88,   2.01,   2.15
196508,   3.95,   3.92,   4.73,   3.03,   3.08,   4.49
196509,   3.84,   4.01,   2.35,   3.67,   2.19,   3.11
196510,   7.41,   6.53,   6.44,   3.41,   2.38,   4.29
196511,   8.06,   3.74,   5.04,   0.68,   0.83,   3.39
196512,   5.82,   4.57,   6.09,   3.42,   1.78,   1.19
196601,   9.39,   6.54,   6.17,   4.05,   0.86,   2.09
196602,   6.26,   3.13,   4.33,  -0.61,  -1.65,  -0.43
196603,  -0.33,  -2.51,  -1.77,  -3.56,  -2.14,  -0.77
196604,   5.38,   5.25,   6.33,   2.54,   2.06,   2.96
196605, -11.09,  -9.79,  -9.94,  -7.31,  -5.50,  -5.59
196606,  -0.81,   0.57,  -0.96,  -0.32,  -1.06,  -1.29
196607,  -1.75,  -1.01,  -2.22,  -1.35,  -1.51,  -1.33
196608, -11.46, -10.67, -10.91,  -9.01,  -8.01,  -8.87
196609,  -2.35,  -2.26,  -2.15,  -1.90,  -0.79,  -2.38
196610,  -2.96,  -2.13,  -4.71,   3.37,   4.76,   0.86
196611,   2.43,   3.44,   5.61,   2.57,   1.01,   6.37
196612,   1.27,   1.38,   1.54,   1.01,   1.97,   1.66
196701,  20.30,  19.17,  21.13,  12.71,   9.07,   9.94
196702,   6.99,   4.09,   5.15,  -0.21,  -0.19,   1.24
196703,   5.48,   6.95,   5.23,   4.33,   4.09,   5.71
196704,   4.56,   4.01,   4.78,   3.98,   3.29,   4.49
196705,   0.41,  -1.29,  -0.37,  -2.39,  -3.20,  -3.69
196706,  11.20,   9.16,  10.70,   3.92,   2.11,   2.27
196707,   9.64,   8.95,   8.58,   6.20,   4.72,   5.52
196708,   0.31,  -0.30,   1.28,  -0.16,  -1.18,  -1.16
196709,   8.28,   6.87,   7.65,   3.16,   2.40,   3.02
196710,  -0.60,  -0.67,  -2.69,  -3.59,  -5.33,  -3.18
196711,  -0.92,  -0.56,   0.11,  -0.86,   1.14,   0.33
196712,  10.67,   8.75,   9.83,   4.48,   3.38,   3.14
196801,   6.21,   2.26,   1.75,  -1.74,  -3.38,  -5.39
196802,  -7.47,  -5.96,  -6.47,  -4.62,  -3.69,  -4.51
196803,  -0.85,  -2.30,  -1.77,   0.38,  -1.52,   0.70
196804,  16.39,  14.51,  17.49,   9.73,   7.92,  12.97
196805,  12.45,   9.65,  10.59,   3.81,   1.99,   3.66
196806,   1.33,   1.74,   0.30,   1.51,   2.49,   0.47
196807,  -1.53,  -3.89,  -4.68,  -3.27,  -2.52,  -5.50
196808,   4.89,   3.03,   3.67,   3.10,   0.95,   0.95
196809,   9.09,   5.71,   7.15,   6.39,   4.81,   4.86
196810,   0.46,   0.76,  -0.25,   1.31,   1.01,   0.73
196811,   6.67,   6.79,   7.54,   6.53,   6.77,   7.17
196812,   3.50,  -0.51,   0.72,  -2.34,  -3.08,  -3.54
196901,  -0.54,  -0.20,  -1.04,  -0.44,  -0.70,  -1.62
196902, -10.90,  -8.33,  -9.33,  -7.14,  -6.18,  -6.87
196903,   2.50,   1.85,   1.85,   2.52,   1.45,   1.52
196904,   0.31,   0.25,  -0.95,   1.32,   0.97,   1.64
196905,   1.42,   0.17,  -0.77,  -0.32,  -0.14,  -1.06
196906, -13.65, -11.98, -12.28, -10.37,  -7.46,  -7.19
196907, -11.19, -10.09, -10.87,  -7.41,  -6.50,  -7.06
196908,   3.92,   4.06,   6.55,   5.02,   3.84,   6.43
196909,  -3.69,  -2.48,  -2.13,  -3.19,  -2.14,  -0.83
196910,  11.70,   9.96,  10.54,   6.91,   6.66,   7.20
196911,  -7.14,  -6.32,  -6.47,  -4.83,  -4.43,  -3.30
196912, -10.18,  -7.76,  -6.49,  -2.89,  -2.36,  -2.57
197001,  -0.19,  -3.43,  -5.40,  -6.64,  -6.96,  -8.84
197002,   3.30,   2.95,   2.33,   7.53,   6.29,   4.39
197003,  -3.30,  -2.35,  -4.31,  -0.21,  -0.29,  -1.83
197004, -18.82, -15.75, -18.55, -12.11, -10.85, -13.35
197005,  -9.80,  -9.58,  -9.49,  -8.48,  -7.94,  -9.26
197006,  -9.33,  -8.06,  -8.87,  -6.93,  -5.43,  -6.05
197007,   3.42,   5.10,   7.29,   8.69,   7.11,   6.75
197008,   6.35,   6.34,   6.81,   4.43,   5.14,   5.59
197009,  17.70,  13.59,  15.05,   6.41,   4.23,   7.97
197010,  -9.43,  -6.42,  -6.67,  -4.51,  -2.56,  -3.00
197011,  -4.25,  -0.76,   0.25,   4.25,   4.99,   4.20
197012,   7.51,   9.76,   9.00,   7.84,   7.67,   7.68
197101,  18.99,  15.88,  14.14,   6.87,   5.98,   5.83
197102,   6.61,   4.43,   6.83,   1.08,   0.87,   2.61
197103,   5.49,   5.90,   6.98,   4.41,   3.46,   5.65
197104,   2.99,   2.43,   1.69,   4.11,   2.44,   3.60
197105,  -6.32,  -5.76,  -5.86,  -4.49,  -3.82,  -2.99
197106,  -3.71,  -2.11,  -1.61,  -1.43,   0.31,  -0.06
197107,  -7.12,  -5.24,  -7.12,  -5.47,  -4.36,  -4.65
197108,   3.73,   3.96,   4.37,   6.37,   3.33,   5.51
197109,  -1.88,  -0.28,   1.42,  -2.65,  -1.00,   0.20
197110,  -7.37,  -5.04,  -6.33,  -5.76,  -4.48,  -4.80
197111,  -5.27,  -3.93,  -3.64,  -3.26,  -1.67,  -0.25
197112,  12.46,  12.72,  13.29,  11.88,   9.43,  10.83
197201,  17.32,  10.91,   9.70,   4.16,   1.72,   3.35
197202,   5.24,   3.94,   4.27,   1.91,   2.04,   4.67
197203,  -0.54,  -0.37,  -0.06,  -0.69,   0.59,   0.99
197204,   0.18,   0.25,  -0.22,   1.59,  -0.60,   0.33
197205,  -3.95,  -2.32,  -2.70,  -1.59,  -0.68,   1.40
197206,  -3.84,  -3.58,  -4.19,  -5.14,  -3.14,  -2.25
197207,  -3.01,  -3.15,  -4.98,  -2.81,  -1.82,  -2.00
197208,  -0.03,   0.32,  -0.06,   4.51,   2.94,   2.27
197209,  -4.39,  -3.51,  -3.83,  -3.43,  -1.86,  -1.94
197210,  -3.43,  -1.51,  -2.39,  -0.35,   0.55,   0.27
197211,   3.71,   4.76,   5.13,   7.56,   6.70,   5.02
197212,  -3.40,  -2.01,  -3.22,  -2.28,  -1.28,   0.73
197301,  -1.48,  -4.02,  -5.66,  -5.71,  -6.13,  -5.60
