This file was created by CMPT_ME_BEME_OP_INV_RETS_DAILY using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and INV.

The portfolios are constructed at the end of June.  INV is the change
in total assets from the fiscal year ending in year t-2 to the fiscal year ending in t-1,
divided by t-2 total assets.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
19760706,  -0.08,   0.09,   0.03,  -0.32,  -0.30,  -0.35
19760707,   0.13,   0.17,  -0.01,   0.64,   0.15,   0.29
19760708,   0.35,   0.38,   0.28,   0.37,   0.09,   0.27
19760709,   0.61,   0.70,   0.59,   0.93,   0.86,   0.66
19760712,   0.42,   0.44,   0.45,   0.83,   0.71,   0.73
19760713,   0.09,   0.03,   0.13,   0.02,  -0.01,  -0.12
19760714,   0.12,   0.27,   0.33,   0.62,   0.33,   0.48
19760715,  -0.07,  -0.01,   0.04,  -0.37,  -0.42,  -0.38
19760716,  -0.01,  -0.15,  -0.38,  -0.71,  -0.40,  -0.49
19760719,  -0.26,  -0.25,  -0.39,  -0.21,  -0.34,  -0.36
19760720,  -0.46,  -0.70,  -0.37,  -0.84,  -0.65,  -0.72
19760721,  -0.05,   0.05,   0.02,   0.31,   0.17,   0.10
19760722,   0.02,   0.00,   0.02,  -0.13,   0.04,   0.06
19760723,   0.31,   0.13,   0.25,   0.02,   0.26,   0.06
19760726,  -0.15,   0.03,  -0.23,  -0.21,  -0.17,  -0.22
19760727,  -0.41,  -0.23,  -0.36,  -0.62,  -0.29,  -0.38
19760728,  -0.39,  -0.33,  -0.49,  -0.54,  -0.38,  -0.47
19760729,  -0.01,  -0.13,  -0.17,  -0.09,  -0.06,  -0.18
19760730,   0.17,   0.24,   0.17,   0.32,   0.38,   0.34
19760802,  -0.24,  -0.02,  -0.14,  -0.20,  -0.07,  -0.13
19760803,   0.32,   0.27,   0.43,   0.95,   0.78,   0.74
19760804,   0.27,   0.28,   0.27,   0.37,   0.30,   0.16
19760805,  -0.09,  -0.23,  -0.23,  -0.49,  -0.24,  -0.29
19760806,  -0.14,  -0.02,  -0.07,  -0.31,   0.01,  -0.11
19760809,  -0.48,  -0.22,  -0.56,  -0.46,  -0.11,  -0.23
19760810,   0.53,   0.63,   0.28,   0.73,   0.50,   0.67
19760811,  -0.37,  -0.09,  -0.10,  -0.20,  -0.07,  -0.02
19760812,  -0.15,  -0.01,  -0.03,  -0.05,  -0.10,   0.02
19760813,   0.12,   0.12,   0.06,   0.17,   0.10,  -0.02
19760816,  -0.07,   0.08,  -0.01,   0.11,   0.05,   0.01
19760817,  -0.01,  -0.04,   0.08,   0.07,   0.17,   0.38
19760818,  -0.17,  -0.09,  -0.17,  -0.44,   0.03,  -0.23
19760819,  -0.97,  -0.74,  -0.97,  -1.66,  -1.09,  -1.21
19760820,  -0.64,  -0.45,  -0.41,  -1.10,  -0.83,  -0.78
19760823,  -0.71,  -0.62,  -0.83,  -0.97,  -0.56,  -0.60
19760824,  -0.18,  -0.32,  -0.35,  -0.53,  -0.34,  -0.44
19760825,  -0.11,  -0.07,   0.07,   0.70,   0.43,   0.52
19760826,  -0.04,  -0.09,  -0.14,  -0.66,  -0.22,  -0.42
19760827,   0.03,   0.08,  -0.01,  -0.22,  -0.03,   0.20
19760830,   0.20,   0.14,   0.07,   0.55,   0.35,   0.41
19760831,   0.09,   0.32,   0.40,   0.95,   0.82,   0.66
19760901,   0.70,   0.47,   0.85,   0.97,   0.79,   0.95
19760902,   0.16,   0.25,   0.11,   0.02,   0.09,   0.01
19760903,   0.42,   0.17,   0.26,   0.39,   0.36,   0.39
19760907,   0.24,   0.34,   0.33,   0.60,   0.55,   0.61
19760908,  -0.02,   0.08,   0.02,  -0.01,   0.04,   0.10
19760909,  -0.21,   0.00,  -0.14,  -0.85,  -0.50,  -0.31
19760910,   0.25,   0.20,   0.34,   0.31,   0.10,   0.45
19760913,  -0.09,  -0.07,  -0.21,  -0.04,  -0.25,  -0.19
19760914,  -0.36,  -0.34,  -0.34,  -0.47,  -0.27,  -0.18
19760915,  -0.20,   0.19,  -0.04,  -0.01,   0.11,   0.32
19760916,   0.24,   0.44,   0.27,   0.67,   0.64,   0.81
19760917,   0.66,   0.56,   0.60,   1.07,   0.95,   0.81
19760920,   0.24,   0.15,   0.24,   0.20,   0.31,   0.40
19760921,   0.52,   0.65,   0.54,   1.57,   1.01,   0.95
19760922,   0.28,   0.16,   0.07,  -0.20,  -0.16,  -0.19
19760923,  -0.12,  -0.13,  -0.03,  -0.44,  -0.63,  -0.40
19760924,   0.17,  -0.02,   0.12,  -0.19,   0.01,  -0.04
19760927,   0.19,   0.11,   0.20,   0.25,   0.35,   0.30
19760928,  -0.81,  -0.53,  -0.82,  -1.15,  -0.85,  -0.90
19760929,  -0.31,  -0.30,  -0.35,  -0.64,  -0.44,  -0.53
19760930,  -0.16,  -0.02,  -0.05,  -0.03,  -0.16,  -0.09
19761001,  -0.44,  -0.35,  -0.54,  -1.03,  -0.86,  -0.88
19761004,  -0.02,  -0.06,  -0.15,  -0.18,  -0.04,  -0.08
19761005,  -0.85,  -0.60,  -0.63,  -0.88,  -0.76,  -0.69
19761006,  -0.70,  -0.55,  -0.73,  -0.80,  -0.75,  -0.41
19761007,   0.24,   0.37,   0.44,   0.34,   0.52,   0.61
19761008,  -0.05,  -0.36,  -0.04,  -1.03,  -0.62,  -0.46
19761011,  -1.09,  -0.86,  -0.79,  -1.52,  -1.10,  -0.95
19761012,  -0.66,  -0.40,  -0.58,  -0.88,  -0.79,  -0.63
19761013,   0.11,   0.22,   0.17,   1.77,   1.17,   1.09
19761014,  -0.50,  -0.47,  -0.58,  -1.18,  -0.97,  -0.89
19761015,   0.24,   0.29,   0.41,   0.39,   0.22,   0.10
19761018,   0.27,   0.26,   0.29,   0.89,   0.66,   0.54
19761019,  -0.09,  -0.07,  -0.13,   0.12,  -0.02,  -0.27
19761020,   0.34,   0.20,   0.18,   0.50,   0.34,   0.18
19761021,  -0.27,  -0.24,  -0.31,  -0.56,  -0.36,  -0.72
19761022,  -0.29,  -0.39,  -0.37,  -0.82,  -0.59,  -0.75
19761025,  -0.29,   0.06,   0.02,   0.04,  -0.04,   0.09
19761026,   0.38,   0.40,   0.11,   1.05,   0.68,   0.78
19761027,   0.26,   0.25,   0.27,   0.52,   0.38,   0.27
19761028,   0.16,   0.05,   0.21,  -0.16,  -0.16,  -0.12
19761029,   0.62,   0.44,   0.68,   0.77,   0.96,   1.09
19761101,   0.03,   0.22,   0.32,   0.88,   0.34,   0.06
19761103,  -0.74,  -0.54,  -0.89,  -1.21,  -1.02,  -1.25
19761104,   1.07,   1.11,   1.13,   1.74,   1.27,   0.93
19761105,  -0.11,  -0.03,  -0.26,  -0.71,  -0.64,  -0.96
19761108,  -0.77,  -0.57,  -0.77,  -1.12,  -0.98,  -0.94
19761109,  -0.47,  -0.49,  -0.37,  -0.18,  -0.17,  -0.34
19761110,  -0.17,  -0.12,  -0.25,  -0.71,  -0.33,  -0.36
19761111,   0.05,   0.11,   0.27,   0.55,   0.46,   0.56
19761112,   0.06,   0.01,   0.14,  -0.10,  -0.20,  -0.18
19761115,  -0.08,   0.06,   0.12,   0.50,   0.28,   0.42
19761116,   0.30,   0.44,   0.43,   0.56,   0.59,   0.46
19761117,   0.48,   0.39,   0.58,   0.81,   0.67,   0.75
19761118,   0.87,   0.91,   1.13,   1.44,   1.38,   1.18
19761119,   0.43,   0.36,   0.29,   0.31,   0.42,   0.40
19761122,   0.45,   0.32,   0.35,   0.90,   0.66,   0.70
19761123,  -0.02,  -0.06,  -0.08,  -0.42,  -0.10,  -0.14
19761124,   0.58,   0.53,   0.49,   0.57,   0.53,   0.65
19761126,   0.69,   0.57,   0.67,   0.57,   0.49,   0.73
19761129,  -0.25,  -0.30,  -0.15,  -0.39,  -0.29,  -0.42
19761130,  -0.06,   0.13,   0.01,  -0.27,  -0.17,  -0.20
19761201,   0.41,   0.49,   0.45,   0.55,   0.57,   0.48
19761202,   0.04,   0.36,   0.25,  -0.12,   0.09,  -0.11
19761203,   0.59,   0.24,   0.57,   0.61,   0.48,   0.57
19761206,   1.08,   0.63,   0.65,   1.11,   0.80,   0.91
19761207,   0.39,   0.34,   0.27,   0.26,   0.27,   0.15
19761208,   0.42,   0.53,   0.55,   0.92,   0.60,   0.53
19761209,   1.25,   0.95,   1.02,   0.57,   0.84,   0.49
19761210,   0.95,   0.62,   0.79,   0.13,   0.30,   0.26
19761213,   0.32,   0.36,   0.33,   0.18,   0.29,   0.09
19761214,   0.38,   0.39,   0.18,   0.31,   0.42,   0.15
19761215,   0.42,   0.41,   0.40,   0.20,   0.25,   0.10
19761216,   0.09,   0.06,   0.19,  -0.08,  -0.27,  -0.19
19761217,   0.28,   0.18,   0.17,  -0.13,  -0.21,  -0.26
19761220,  -0.37,  -0.19,  -0.39,  -0.59,  -0.58,  -0.53
19761221,   0.11,   0.16,   0.06,   0.09,   0.33,   0.24
19761222,   0.50,   0.49,   0.60,   0.54,   0.59,   0.47
19761223,   0.39,   0.24,   0.35,  -0.02,  -0.11,   0.04
19761227,   0.56,   0.61,   0.62,   0.91,   0.82,   0.93
19761228,   0.58,   0.72,   0.41,   0.64,   0.69,   0.78
19761229,   0.51,   0.39,   0.44,   0.06,   0.01,  -0.22
19761230,   1.08,   0.96,   0.88,   0.76,   0.66,   0.52
19761231,   2.09,   1.29,   1.40,   0.82,   0.65,   0.62
19770103,   1.00,   0.65,   0.39,   0.25,  -0.13,  -0.10
19770104,   0.48,   0.04,  -0.14,  -0.99,  -0.69,  -0.81
19770105,   0.01,  -0.24,  -0.04,  -0.77,  -0.74,  -0.96
19770106,   0.99,   0.78,   0.73,   0.45,   0.24,   0.32
19770107,   0.56,   0.53,   0.84,   0.36,   0.16,   0.20
19770110,   0.51,   0.32,   0.19,   0.19,   0.06,  -0.11
19770111,  -0.30,  -0.40,  -0.50,  -0.68,  -0.74,  -0.92
19770112,  -0.29,  -0.36,  -0.24,  -0.71,  -0.65,  -0.67
19770113,   1.00,   0.77,   1.00,   0.72,   0.78,   0.93
19770114,   0.61,   0.54,   0.62,   0.07,   0.07,   0.25
19770117,   0.13,   0.07,   0.17,  -0.53,  -0.14,  -0.21
19770118,   0.18,   0.04,   0.00,   0.02,  -0.14,  -0.31
19770119,   0.79,   0.55,   0.80,   0.82,   0.61,   0.42
19770120,   0.08,  -0.09,  -0.31,  -0.54,  -0.46,  -0.78
19770121,   0.45,   0.62,   0.48,   0.53,   0.34,   0.47
19770124,   0.34,   0.38,   0.38,   0.32,   0.10,   0.03
19770125,   0.55,   0.39,   0.42,   0.33,   0.24,   0.07
19770126,  -0.05,  -0.14,   0.00,  -0.43,  -0.53,  -0.62
19770127,  -0.05,  -0.32,  -0.21,  -0.97,  -0.62,  -0.72
19770128,   0.08,   0.13,   0.07,  -0.31,  -0.28,   0.04
19770131,  -0.17,  -0.26,  -0.26,  -0.51,  -0.29,  -0.12
19770201,   0.53,   0.39,   0.46,   0.30,   0.47,   0.51
19770202,   0.32,   0.22,   0.22,  -0.20,   0.08,   0.05
19770203,  -0.26,  -0.02,  -0.02,  -0.27,  -0.28,  -0.32
19770204,   0.66,   0.42,   0.49,   0.26,   0.26,   0.26
19770207,   0.36,   0.27,   0.07,  -0.17,   0.08,   0.04
19770208,   0.03,   0.08,   0.04,  -0.17,  -0.17,  -0.18
19770209,  -0.31,  -0.44,  -0.50,  -0.67,  -0.69,  -0.92
19770210,   0.13,   0.31,   0.58,   0.21,   0.11,   0.04
19770211,  -0.07,  -0.26,  -0.22,  -0.28,  -0.47,  -0.54
19770214,   0.03,  -0.05,   0.05,  -0.07,   0.26,   0.21
19770215,   0.35,   0.29,   0.12,   0.40,   0.21,   0.20
19770216,   0.47,   0.36,   0.17,   0.48,   0.24,   0.46
19770217,  -0.09,  -0.16,  -0.23,  -0.56,  -0.48,  -0.53
19770218,  -0.06,   0.07,   0.01,  -0.22,  -0.18,  -0.26
19770222,  -0.15,  -0.05,  -0.13,  -0.28,  -0.14,  -0.15
19770223,  -0.07,   0.00,  -0.40,  -0.43,  -0.20,  -0.36
19770224,  -0.42,  -0.51,  -0.76,  -0.72,  -0.62,  -0.83
19770225,  -0.06,   0.03,   0.00,  -0.04,  -0.32,  -0.26
19770228,  -0.22,  -0.14,  -0.10,   0.05,   0.07,   0.06
19770301,   0.52,   0.43,   0.55,   0.81,   0.84,   1.05
19770302,   0.00,   0.02,   0.04,   0.02,  -0.03,  -0.10
19770303,   0.12,   0.20,   0.39,   0.27,   0.47,   0.43
19770304,   0.40,   0.33,   0.47,   0.75,   0.35,   0.42
19770307,   0.40,   0.28,   0.18,   0.16,   0.21,   0.16
19770308,   0.22,   0.08,   0.06,  -0.15,  -0.08,  -0.24
19770309,  -0.36,  -0.35,  -0.14,  -0.59,  -0.60,  -0.71
19770310,   0.28,   0.21,   0.35,   0.52,   0.27,   0.50
19770311,   0.38,   0.29,   0.32,   0.09,   0.29,   0.26
19770314,   0.37,   0.32,   0.19,   0.56,   0.56,   0.48
19770315,   0.52,   0.21,   0.12,   0.81,   0.47,   0.49
19770316,   0.20,   0.20,   0.28,   0.37,   0.27,   0.18
19770317,   0.20,   0.03,   0.00,  -0.23,  -0.05,   0.04
19770318,   0.33,   0.24,   0.13,  -0.21,  -0.16,  -0.13
19770321,  -0.16,  -0.23,  -0.10,  -0.32,  -0.38,  -0.30
19770322,  -0.18,   0.02,  -0.10,  -0.22,  -0.22,  -0.23
19770323,  -0.43,  -0.17,  -0.22,  -0.49,  -0.40,  -0.54
19770324,  -0.08,  -0.05,  -0.32,  -0.54,  -0.31,  -0.53
19770325,  -0.04,  -0.13,  -0.09,  -0.54,  -0.49,  -0.56
19770328,  -0.43,  -0.35,  -0.32,  -0.34,  -0.37,  -0.19
19770329,   0.19,   0.19,   0.25,   0.43,   0.41,   0.51
19770330,  -0.61,  -0.36,  -0.71,  -1.13,  -0.80,  -0.92
19770331,  -0.05,  -0.20,  -0.20,  -0.02,  -0.19,  -0.11
19770401,   0.66,   0.32,   0.49,   0.70,   0.69,   0.71
19770404,  -0.56,  -0.39,  -0.49,  -0.77,  -0.62,  -0.70
19770405,  -0.34,  -0.27,  -0.36,  -0.70,  -0.33,  -0.31
19770406,   0.17,   0.03,  -0.06,   0.03,  -0.07,   0.07
19770407,   0.30,   0.05,   0.27,   0.58,   0.30,   0.16
19770411,   0.15,   0.13,   0.23,   0.52,   0.49,   0.54
19770412,   0.68,   0.66,   0.63,   1.64,   1.39,   1.18
19770413,   0.14,   0.21,   0.21,  -0.11,   0.08,   0.31
19770414,   0.57,   0.74,   0.82,   1.16,   0.96,   1.01
19770415,   0.32,   0.13,   0.18,   0.28,   0.20,  -0.08
19770418,   0.11,   0.05,  -0.06,  -0.40,  -0.32,  -0.34
19770419,   0.06,  -0.11,  -0.01,  -0.48,  -0.20,  -0.07
19770420,   0.58,   0.51,   0.55,   0.55,   0.37,   0.28
19770421,  -0.14,   0.01,  -0.29,  -0.50,  -0.62,  -0.66
19770422,  -0.37,  -0.38,  -0.48,  -1.26,  -0.97,  -1.18
19770425,  -0.60,  -0.81,  -0.86,  -1.27,  -1.05,  -1.27
19770426,  -0.08,  -0.26,  -0.27,  -0.30,  -0.13,  -0.16
19770427,   0.41,   0.47,   0.59,   1.06,   0.90,   0.91
19770428,   0.16,   0.23,   0.24,   0.11,   0.23,   0.24
19770429,   0.31,   0.37,   0.38,   0.37,   0.52,   0.22
19770502,   0.20,   0.14,   0.27,   0.61,   0.39,   0.58
19770503,   0.35,   0.39,   0.51,   0.66,   0.48,   0.59
19770504,   0.53,   0.50,   0.37,   0.74,   0.60,   0.45
19770505,   0.14,   0.34,   0.16,   0.08,   0.29,   0.24
19770506,   0.00,   0.11,   0.17,  -0.21,  -0.17,  -0.29
19770509,   0.18,  -0.09,  -0.13,  -0.21,  -0.21,  -0.02
19770510,   0.21,   0.21,   0.23,   0.38,   0.32,   0.48
19770511,  -0.05,  -0.04,  -0.06,  -0.41,  -0.25,  -0.39
19770512,   0.10,  -0.13,   0.20,  -0.15,  -0.07,   0.10
19770513,   0.51,   0.42,   0.41,   0.49,   0.27,   0.41
19770516,   0.28,   0.39,   0.20,   0.70,   0.43,   0.42
19770517,   0.09,   0.07,   0.03,   0.16,   0.20,   0.16
19770518,   0.46,   0.35,   0.53,   0.33,   0.49,   0.54
19770519,   0.19,   0.08,  -0.11,  -0.16,  -0.25,  -0.14
19770520,   0.14,  -0.12,  -0.04,  -0.44,  -0.26,  -0.30
19770523,  -0.51,  -0.64,  -0.57,  -1.29,  -0.86,  -1.02
19770524,  -0.66,  -0.45,  -0.65,  -0.63,  -0.68,  -0.55
19770525,  -0.46,  -0.54,  -0.63,  -0.87,  -0.65,  -0.95
19770526,   0.06,   0.00,  -0.10,   0.04,   0.02,   0.04
19770527,  -0.04,  -0.10,   0.03,  -0.77,  -0.45,  -0.43
19770531,  -0.54,  -0.34,  -0.45,  -0.47,  -0.35,  -0.29
19770601,   0.33,   0.25,   0.30,   0.74,   0.49,   0.71
19770602,   0.24,   0.06,  -0.06,   0.07,   0.09,  -0.09
19770603,   0.53,   0.41,   0.40,   0.73,   0.77,   0.89
19770606,   0.04,  -0.12,   0.03,  -0.25,  -0.27,  -0.22
19770607,   0.21,   0.09,   0.01,   0.44,   0.26,   0.34
19770608,   0.29,   0.43,   0.35,   0.63,   0.56,   0.72
19770609,   0.25,   0.14,   0.31,  -0.18,   0.08,   0.13
19770610,   0.39,   0.45,   0.55,   0.52,   0.22,   0.39
19770613,   0.09,   0.09,   0.14,   0.07,   0.21,   0.32
19770614,   0.53,   0.37,   0.49,   0.77,   0.82,   0.85
19770615,   0.03,   0.21,   0.00,   0.02,  -0.09,  -0.09
19770616,   0.23,   0.21,   0.32,   0.05,   0.32,   0.46
19770617,   0.64,   0.26,   0.30,   0.24,   0.21,   0.33
19770620,   0.22,   0.28,   0.24,   0.55,   0.33,   0.50
19770621,   0.43,   0.26,   0.30,   0.34,   0.34,   0.45
19770622,   0.23,   0.10,  -0.02,  -0.24,  -0.07,  -0.16
19770623,   0.33,   0.48,   0.48,   0.03,   0.18,   0.48
19770624,   0.78,   0.64,   0.60,   0.45,   0.51,   0.60
19770627,   0.24,   0.13,   0.20,  -0.45,  -0.10,  -0.03
19770628,  -0.19,  -0.15,  -0.29,  -0.57,  -0.54,  -0.56
19770629,   0.06,   0.23,   0.19,  -0.11,  -0.06,  -0.07
19770630,   0.58,   0.59,   0.62,   0.23,   0.35,   0.24
19770701,   0.33,   0.31,   0.34,  -0.17,  -0.06,  -0.11
19770705,   0.26,   0.25,   0.19,   0.15,   0.10,   0.06
19770706,   0.02,  -0.05,  -0.09,  -0.45,  -0.36,  -0.43
19770707,   0.37,   0.12,   0.32,   0.33,   0.26,   0.29
19770708,   0.50,   0.55,   0.53,   0.24,   0.25,   0.09
19770711,   0.19,   0.06,   0.17,   0.04,  -0.08,  -0.11
19770712,   0.42,   0.07,   0.17,  -0.23,  -0.10,  -0.16
19770713,   0.18,   0.33,   0.21,  -0.08,  -0.05,   0.21
19770715,   0.38,   0.35,   0.64,   0.52,   0.34,   0.42
19770718,   0.38,   0.32,   0.37,   0.68,   0.44,   0.53
19770719,   0.40,   0.53,   0.44,   0.75,   0.44,   0.39
19770720,   0.05,  -0.04,   0.23,   0.12,  -0.07,  -0.06
19770721,   0.17,   0.01,   0.21,  -0.22,  -0.09,  -0.05
19770722,   0.36,   0.37,   0.43,   0.13,   0.13,   0.26
19770725,  -0.08,  -0.13,  -0.18,  -0.73,  -0.47,  -0.45
19770726,  -0.45,  -0.22,  -0.39,  -0.60,  -0.50,  -0.65
19770727,  -0.97,  -1.29,  -1.13,  -1.76,  -1.29,  -1.52
19770728,  -0.33,  -0.30,  -0.30,  -0.20,  -0.16,  -0.22
19770729,  -0.05,  -0.18,  -0.11,  -0.18,  -0.09,  -0.09
19770801,   0.13,   0.14,   0.20,   0.31,   0.15,   0.29
19770802,  -0.40,  -0.18,  -0.38,  -0.54,  -0.70,  -0.63
19770803,  -0.47,  -0.41,  -0.40,  -0.10,  -0.37,  -0.32
19770804,   0.47,   0.28,   0.44,   0.66,   0.42,   0.64
19770805,   0.33,   0.35,   0.39,   0.16,   0.25,   0.23
19770808,  -0.27,  -0.33,  -0.42,  -0.52,  -0.47,  -0.55
19770809,   0.03,   0.03,   0.10,   0.02,   0.01,   0.05
19770810,   0.24,   0.12,   0.25,   0.64,   0.49,   0.68
19770811,  -0.04,   0.13,   0.15,  -0.40,  -0.24,  -0.36
19770812,  -0.04,  -0.18,  -0.12,  -0.04,  -0.41,  -0.37
19770815,  -0.09,  -0.21,   0.01,   0.12,  -0.10,   0.15
19770816,  -0.02,  -0.01,  -0.03,  -0.43,  -0.22,  -0.34
19770817,  -0.22,  -0.01,  -0.08,  -0.03,  -0.02,   0.05
19770818,   0.17,   0.13,  -0.04,   0.01,  -0.02,   0.18
19770819,   0.07,  -0.14,   0.04,  -0.32,  -0.14,  -0.31
19770822,  -0.11,   0.08,   0.21,   0.22,   0.10,   0.16
19770823,   0.15,   0.13,   0.10,   0.05,   0.20,   0.06
19770824,  -0.07,   0.24,  -0.18,  -0.35,  -0.29,  -0.42
19770825,  -0.47,  -0.28,  -0.49,  -0.75,  -0.69,  -0.96
19770826,  -0.17,  -0.12,  -0.26,  -0.21,  -0.17,  -0.16
19770829,   0.41,   0.49,   0.47,   0.58,   0.69,   0.91
19770830,   0.01,  -0.21,  -0.16,  -0.37,  -0.29,  -0.39
19770831,  -0.21,   0.11,   0.00,   0.10,   0.08,   0.14
19770901,   0.81,   0.24,   0.57,   0.37,   0.23,   0.32
19770902,   0.66,   0.49,   0.39,   0.61,   0.42,   0.74
19770906,   0.11,   0.12,   0.09,   0.12,   0.21,   0.10
19770907,   0.30,   0.30,   0.25,   0.20,   0.20,   0.25
19770908,   0.04,  -0.07,   0.01,  -0.41,  -0.36,  -0.50
19770909,  -0.32,  -0.21,  -0.35,  -0.83,  -0.76,  -0.76
19770912,  -0.21,  -0.14,  -0.25,  -0.64,  -0.41,  -0.33
19770913,  -0.17,  -0.08,  -0.04,  -0.12,  -0.04,  -0.02
19770914,   0.27,   0.22,   0.25,   0.39,   0.38,   0.49
19770915,   0.45,   0.24,   0.40,   0.20,   0.27,   0.38
19770916,   0.09,   0.14,   0.02,  -0.34,  -0.14,  -0.20
19770919,  -0.41,  -0.32,  -0.35,  -0.54,  -0.69,  -0.39
19770920,  -0.04,  -0.09,   0.00,  -0.08,  -0.13,  -0.02
19770921,  -0.29,  -0.27,  -0.41,  -0.83,  -0.62,  -0.64
19770922,  -0.27,  -0.18,  -0.17,  -0.24,  -0.02,   0.00
19770923,   0.15,   0.37,   0.32,   0.04,  -0.07,   0.08
19770926,  -0.17,  -0.05,  -0.19,   0.07,  -0.02,   0.11
19770927,  -0.08,  -0.08,  -0.10,  -0.25,  -0.03,   0.01
19770928,   0.01,   0.02,   0.13,  -0.12,  -0.01,   0.12
19770929,   0.32,   0.33,   0.42,   0.61,   0.55,   0.55
19770930,   0.58,   0.57,   0.65,   0.95,   0.84,   0.82
19771003,   0.29,   0.34,   0.07,   0.45,   0.23,   0.26
19771004,  -0.19,  -0.13,  -0.22,  -0.48,  -0.32,  -0.38
19771005,  -0.17,  -0.06,  -0.24,  -0.28,  -0.26,  -0.16
19771006,   0.45,   0.27,   0.26,   0.24,   0.33,   0.36
19771007,   0.28,   0.27,   0.41,   0.04,   0.18,   0.13
19771010,   0.09,  -0.07,   0.05,  -0.11,  -0.19,  -0.19
19771011,  -0.48,  -0.07,  -0.25,  -0.73,  -0.55,  -0.78
19771012,  -0.93,  -1.13,  -1.17,  -1.35,  -1.19,  -1.32
19771013,  -0.64,  -0.42,  -0.59,  -0.72,  -0.84,  -1.01
19771014,   0.05,  -0.12,  -0.06,   0.18,   0.03,  -0.13
19771017,  -0.35,  -0.09,  -0.22,  -0.36,  -0.14,  -0.05
19771018,   0.17,   0.22,   0.21,   0.25,   0.09,   0.02
19771019,  -0.52,  -0.34,  -0.53,  -0.85,  -0.77,  -0.92
19771020,  -0.07,  -0.02,  -0.17,   0.10,   0.04,   0.23
19771021,   0.03,   0.06,   0.16,   0.02,  -0.21,  -0.12
19771024,  -0.55,  -0.49,  -0.58,  -0.78,  -0.70,  -0.84
19771025,  -1.04,  -0.82,  -1.05,  -1.31,  -0.96,  -1.08
19771026,   0.36,   0.28,   0.49,   1.34,   0.83,   1.20
19771027,   0.40,   0.37,   0.41,   0.57,   0.50,   0.54
19771028,   0.49,   0.40,   0.35,   0.41,   0.48,   0.45
19771031,   0.18,   0.03,   0.28,  -0.08,   0.00,  -0.01
19771101,  -0.45,  -0.40,  -0.68,  -1.00,  -0.79,  -1.08
19771102,  -0.28,  -0.27,  -0.38,  -0.47,  -0.46,  -0.53
19771103,   0.15,   0.01,   0.15,   0.20,   0.08,   0.11
19771104,   0.92,   0.77,   0.92,   0.93,   0.92,   1.18
19771107,   0.64,   0.70,   0.79,   1.11,   0.90,   1.05
19771108,   0.33,   0.55,   0.31,   0.24,   0.30,   0.32
19771109,   0.51,   0.54,   0.54,   0.66,   0.53,   0.56
19771110,   1.40,   1.25,   1.59,   2.16,   1.82,   1.99
19771111,   0.93,   1.06,   1.24,   1.48,   1.27,   1.43
19771114,   0.02,   0.04,   0.02,  -0.20,  -0.36,  -0.24
19771115,   0.49,   0.31,   0.53,   1.04,   0.64,   0.81
19771116,   0.01,   0.27,   0.26,  -0.18,   0.06,  -0.26
19771117,   0.57,   0.57,   0.29,   0.15,  -0.13,   0.02
19771118,   0.63,   0.55,   0.60,   0.03,   0.37,   0.21
19771121,   0.15,   0.29,   0.22,  -0.06,   0.06,   0.10
19771122,   0.67,   0.66,   0.56,   0.96,   0.76,   0.90
19771123,   0.81,   0.79,   0.65,   0.85,   0.69,   0.65
19771125,   0.69,   0.53,   0.55,   0.59,   0.36,   0.45
19771128,  -0.10,   0.09,  -0.13,  -0.34,  -0.34,  -0.62
19771129,  -0.62,  -0.47,  -0.68,  -1.43,  -1.08,  -1.47
19771130,   0.25,   0.08,  -0.04,   0.19,   0.16,   0.09
19771201,   0.68,   0.42,   0.51,   0.35,   0.28,   0.05
19771202,   0.42,   0.42,   0.49,   0.04,   0.17,   0.06
19771205,  -0.11,   0.21,   0.05,  -0.38,  -0.24,  -0.36
19771206,  -0.94,  -1.03,  -1.18,  -1.66,  -1.44,  -1.58
19771207,  -0.18,  -0.15,  -0.22,  -0.29,  -0.16,  -0.22
19771208,   0.28,   0.14,   0.17,   0.27,   0.11,   0.25
19771209,   0.59,   0.49,   0.62,   0.70,   0.58,   0.57
19771212,  -0.05,   0.02,   0.19,  -0.03,   0.19,   0.15
19771213,  -0.03,  -0.26,  -0.05,   0.07,   0.04,  -0.09
19771214,   0.41,   0.28,   0.39,   0.37,   0.31,   0.09
19771215,   0.11,   0.21,   0.12,  -0.36,  -0.24,  -0.18
19771216,   0.36,   0.11,   0.22,   0.20,  -0.09,  -0.04
19771219,  -0.81,  -0.37,  -0.45,  -0.72,  -0.81,  -0.76
19771220,  -0.51,  -0.46,  -0.61,  -0.47,  -0.40,  -0.51
19771221,   0.37,   0.46,   0.57,   0.78,   0.47,   0.66
19771222,   0.68,   0.39,   0.55,   0.68,   0.58,   0.62
19771223,   0.65,   0.68,   0.88,   0.97,   0.70,   0.83
19771227,  -0.23,  -0.15,  -0.09,  -0.05,  -0.05,  -0.07
19771228,   0.06,   0.15,   0.02,   0.05,   0.13,   0.01
