This file was created using the 201509 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199101   ,1.10  ,-1.93   ,2.89   ,0.70  ,-0.62   ,2.36   ,7.46   ,6.88   ,0.95   ,1.39   ,3.56  ,-2.48   ,1.05   ,5.11   ,6.27   ,0.88   ,4.55   ,3.82   ,6.07   ,4.41   ,6.27   ,8.78   ,4.94   ,6.85   ,7.91
199102   ,0.28   ,7.30   ,3.41   ,2.82   ,6.92   ,9.69   ,4.58   ,9.23   ,7.04   ,5.22   ,9.07  ,26.08   ,7.82  ,19.12   ,7.88   ,3.41   ,9.76  ,10.51  ,11.24   ,9.73  ,11.97   ,9.23  ,16.95   ,8.02  ,12.61
199103   ,4.10  ,-1.12  ,12.04   ,3.99   ,5.22  ,-1.64   ,1.75   ,3.30   ,2.56  ,-0.49  ,-0.56  ,-4.33  ,-0.38  ,-1.38   ,3.68   ,0.02   ,2.14   ,2.52   ,0.79   ,2.56   ,0.15   ,2.02  ,-3.05   ,0.76   ,2.57
199104   ,1.74   ,5.46   ,9.40   ,1.31   ,7.36  ,-8.25   ,6.44   ,9.44   ,2.97   ,7.45   ,3.21  ,-5.77   ,6.90   ,2.88   ,0.69   ,5.82   ,8.99   ,2.61   ,0.12   ,3.46   ,4.42   ,3.34  ,-0.82   ,5.32  ,-0.41
199105   ,3.33  ,-0.02  ,-4.24  ,-2.05  ,-0.13  ,-0.55   ,1.66  ,-1.54  ,-2.90   ,0.91  ,-4.35  ,-1.54  ,-2.84  ,-5.15  ,-2.92  ,-4.37  ,-0.76   ,2.57  ,-1.63  ,-3.50  ,-2.29  ,-2.22  ,-4.95   ,0.73   ,3.26
199106  ,-0.33  ,-0.44   ,2.27   ,5.62   ,2.70   ,1.19  ,-1.01   ,0.62   ,0.51   ,2.64   ,1.14  ,-0.34  ,-1.45  ,-5.25  ,-0.78   ,1.61  ,-0.06  ,-0.59  ,-2.57  ,-2.04  ,-1.80  ,-3.03  ,-2.80  ,-1.67  ,-2.56
199107   ,2.88  ,10.09   ,9.01   ,6.61  ,11.83   ,3.37   ,1.35   ,5.34  ,15.54   ,4.39   ,3.55   ,1.66   ,4.25   ,3.88   ,5.89   ,4.28   ,6.64   ,2.00   ,2.45   ,8.15   ,3.74   ,5.18   ,5.85   ,8.92   ,9.95
199108  ,-2.97  ,-2.34   ,0.58   ,0.87   ,2.11  ,-4.17  ,-2.61   ,0.08  ,-2.00  ,-0.67  ,-0.87   ,0.93  ,-0.85   ,1.53  ,-2.97  ,-4.13   ,0.82  ,-2.81  ,-3.30  ,-1.48  ,-0.60  ,-2.48  ,-1.93  ,-1.72  ,-2.58
199109   ,3.24   ,0.57   ,2.98   ,5.52   ,6.18   ,0.77  ,-3.31   ,2.42   ,0.29   ,2.13   ,0.37   ,3.97   ,1.44  ,-0.99  ,-0.36  ,-2.89   ,0.58  ,-2.34   ,2.18   ,2.21   ,0.90   ,0.62   ,2.94   ,0.84   ,1.97
199110   ,1.48   ,3.19   ,6.99   ,9.41   ,9.43   ,2.42   ,4.73   ,2.88   ,3.73   ,4.48   ,2.71   ,8.50   ,2.54   ,1.49   ,2.70   ,1.03   ,4.80   ,4.11   ,3.78   ,0.18   ,4.45   ,4.44   ,3.94   ,3.58   ,3.41
199111  ,23.95  ,-3.21   ,2.47   ,3.47   ,4.43   ,1.57   ,2.64   ,0.30   ,2.49  ,-0.49   ,3.19   ,5.32  ,-0.20   ,6.67   ,2.78   ,6.32   ,1.27   ,1.15   ,0.65  ,-0.04   ,0.27   ,0.71  ,-2.12   ,0.49   ,0.50
199112  ,-1.14   ,0.19  ,-2.23  ,-4.07  ,-2.08   ,1.61  ,-0.29  ,-0.95  ,-0.71  ,-2.42   ,1.72   ,1.70  ,-0.90  ,-1.13  ,-0.59   ,4.23   ,2.29   ,2.71   ,1.62   ,0.03   ,2.30   ,1.88   ,2.20   ,1.22   ,0.82
199201   ,7.53  ,-2.22   ,0.46   ,1.16   ,3.33   ,3.37   ,0.67   ,1.93   ,0.58  ,-2.18   ,0.39   ,3.98   ,0.81   ,0.11   ,8.66   ,0.94  ,-0.66   ,0.38   ,1.90   ,4.18   ,1.42   ,0.64  ,-0.50   ,4.76   ,4.78
199202  ,21.42   ,1.23   ,4.12   ,4.96   ,4.32  ,-0.99   ,3.53   ,1.41   ,2.12   ,0.97  ,-0.28   ,1.77   ,2.38   ,1.87  ,-1.18   ,0.29   ,0.57  ,-2.47   ,0.71   ,1.15   ,0.28   ,0.11  ,-0.24   ,5.07   ,4.44
199203   ,1.34   ,2.01   ,1.47   ,3.13   ,1.12  ,-2.69  ,-3.68  ,-2.03  ,-6.04  ,-0.58   ,1.85   ,1.78   ,0.83  ,-2.39   ,0.03  ,-0.34  ,-0.80  ,-0.88   ,0.73   ,0.86  ,-0.52  ,-2.38   ,0.84  ,-0.80  ,-0.43
199204  ,-3.39   ,2.37  ,-2.88   ,0.54  ,-4.08  ,-3.28   ,1.60   ,5.87   ,2.15   ,0.32   ,2.80   ,2.84   ,4.64   ,7.59  ,-2.05   ,3.30   ,6.33   ,1.40   ,3.23   ,3.01   ,4.38   ,5.51   ,5.12   ,7.06   ,6.66
199205   ,7.45   ,4.55   ,3.51   ,4.04   ,3.09   ,8.98   ,4.69   ,2.45  ,10.64   ,7.70   ,4.75   ,4.77   ,9.21  ,10.28   ,8.99   ,6.99   ,4.84   ,4.19   ,8.24  ,13.32   ,2.63   ,5.81   ,3.95  ,15.70  ,16.00
199206  ,-3.59  ,-2.97  ,-2.09  ,-4.08  ,-4.33  ,-0.57  ,-1.71   ,0.68   ,2.03  ,-3.21  ,-2.88   ,0.17  ,-0.19  ,-1.32  ,-1.84   ,2.03   ,1.74   ,0.49  ,-1.86  ,-1.30  ,-3.12  ,-1.46  ,-1.54  ,-2.54   ,0.56
199207  ,12.45   ,4.19   ,2.04   ,3.22   ,2.19  ,-5.26  ,-5.11   ,0.83  ,-4.11  ,-4.38   ,0.00  ,-1.30  ,-2.87  ,-2.96  ,-3.82  ,-2.67  ,-5.35  ,-1.76  ,-0.86  ,-7.79  ,-2.16  ,-3.87  ,-3.57  ,-7.10  ,-4.80
199208  ,-9.84  ,-4.35  ,-6.01  ,-4.19  ,-5.02  ,-8.25  ,-5.22  ,-7.34  ,-6.63  ,-6.12  ,-4.28  ,-4.39  ,-6.93  ,-5.25  ,-5.96  ,-4.46  ,-7.22  ,-7.31  ,-5.68  ,-7.63  ,-4.78  ,-7.12  ,-7.71  ,-6.93  ,-7.54
199209   ,0.03  ,-0.45  ,-0.94  ,-0.55   ,0.83  ,-2.40  ,-2.04  ,-3.70  ,-2.64   ,2.33   ,1.70  ,-3.14  ,-2.37  ,-0.13   ,0.11  ,-0.46  ,-3.83  ,-3.18  ,-1.30  ,-0.22  ,-1.58  ,-3.44  ,-3.04  ,-2.65  ,-1.87
199210  ,-7.41  ,-2.29  ,-2.83  ,-1.79  ,-1.92   ,3.72  ,-1.68   ,1.05   ,5.05   ,2.48   ,9.32   ,2.70   ,1.51   ,1.13   ,2.32   ,2.92   ,0.81  ,-4.62   ,1.28   ,7.03   ,3.53  ,-1.77  ,-2.89   ,3.41   ,5.00
199211  ,-4.65  ,-3.14  ,-1.07  ,-0.75  ,-0.54   ,3.26  ,-0.46   ,0.02   ,0.11   ,1.96  ,-0.48  ,-1.62  ,-1.23   ,1.18   ,0.36   ,2.04   ,1.28  ,-2.50  ,-0.97  ,-1.27  ,-3.35  ,-2.54   ,1.60  ,-5.65   ,0.72
199212   ,5.50   ,6.71   ,5.81   ,8.48   ,3.83   ,5.00   ,1.20   ,1.77   ,2.56   ,0.14   ,0.40   ,1.67   ,3.23   ,0.30  ,-3.90   ,1.20   ,1.50   ,0.71   ,1.29  ,-4.91   ,3.67   ,2.74   ,5.41  ,-0.77  ,-3.20
199301   ,9.83   ,1.89   ,3.34   ,1.29   ,3.23   ,1.51   ,3.11   ,1.37   ,2.17   ,2.80   ,0.78   ,1.38   ,2.11   ,1.30   ,1.23   ,1.14   ,3.14   ,1.75   ,2.56   ,5.35   ,2.67   ,0.29  ,-2.15   ,0.26   ,2.25
199302  ,10.12  ,10.08  ,10.37   ,9.66  ,10.26   ,3.14   ,8.70   ,8.40   ,8.32   ,7.54  ,11.55   ,7.28   ,9.49   ,5.41   ,6.80   ,8.19   ,4.24   ,4.42  ,10.53   ,6.11   ,6.92   ,6.95   ,8.74  ,10.65  ,10.11
199303  ,12.56   ,9.82   ,8.87  ,14.57  ,10.93   ,6.20   ,7.24   ,3.23   ,8.76   ,4.54  ,13.53  ,-0.27   ,8.73   ,3.11   ,2.51   ,3.82   ,3.31   ,8.58   ,5.63   ,4.81   ,3.92   ,2.74   ,3.98   ,2.30  ,-1.57
199304  ,19.86  ,12.65   ,7.94  ,13.54  ,10.51  ,13.41   ,7.29   ,9.38  ,14.71   ,8.24   ,6.70   ,4.86   ,8.04  ,12.55   ,6.77   ,9.71   ,7.56   ,5.30   ,7.68  ,10.83   ,4.29   ,4.03   ,3.20   ,7.13   ,9.18
199305   ,6.48  ,11.13   ,9.06  ,13.02   ,7.71   ,9.63   ,8.10   ,7.04   ,3.97   ,3.23   ,7.09   ,3.92   ,6.13   ,6.46   ,8.73   ,5.30   ,0.00   ,8.01   ,7.69  ,11.20   ,6.07   ,3.05  ,-0.58   ,8.57   ,8.21
199306  ,-7.33   ,1.94  ,-1.25  ,-2.27   ,1.07  ,-3.74   ,1.63  ,-1.99   ,2.35   ,9.44  ,-2.05  ,-1.05  ,-1.34  ,-3.67  ,-2.14  ,-3.55  ,-2.23  ,-2.67  ,-3.64  ,-0.71  ,-2.43  ,-1.69  ,-3.21  ,-2.74  ,-3.18
199307  ,18.22  ,15.19  ,13.08  ,16.15  ,13.35   ,3.96   ,9.23   ,4.50  ,-3.46  ,-1.98   ,1.60   ,5.44   ,1.22   ,0.89  ,-7.08   ,5.16   ,2.16   ,2.01   ,3.38  ,-5.14   ,4.33   ,3.07   ,5.30   ,4.52   ,0.44
199308   ,1.02   ,6.20   ,3.68   ,5.75   ,8.96   ,5.00   ,3.59   ,4.69  ,-1.50   ,9.53   ,7.18   ,1.33   ,9.37   ,6.10   ,2.74   ,5.29   ,7.53   ,3.56   ,9.09   ,7.83   ,8.18   ,7.14   ,6.91   ,6.06   ,7.46
199309 ,-12.07 ,-10.47  ,-7.68  ,-3.39  ,-1.56  ,-0.64   ,1.14  ,-1.71   ,3.24  ,-3.29  ,-1.04  ,-2.32   ,1.16  ,-3.89  ,-1.58   ,0.65  ,-3.29  ,-3.27  ,-0.14   ,0.20  ,-0.05  ,-0.40  ,-0.93   ,1.23   ,2.27
199310  ,10.46  ,10.35   ,9.29   ,7.85  ,11.10  ,10.76  ,10.16   ,8.43   ,7.56  ,13.61  ,17.95   ,9.10  ,12.02  ,10.41  ,13.93  ,11.53  ,11.13  ,13.99  ,11.55  ,17.51  ,13.11  ,12.98  ,13.81  ,18.86  ,21.03
199311  ,-5.46  ,-4.42   ,0.28  ,-0.92   ,0.37   ,1.52  ,-1.75   ,0.01   ,0.50   ,1.73  ,-0.96   ,0.57  ,-0.73  ,-1.06   ,1.98  ,-2.89  ,-2.43  ,-4.09   ,1.94   ,0.87   ,0.11  ,-3.13  ,-1.07  ,-3.03   ,0.61
199312  ,13.57  ,19.37  ,22.40  ,20.26  ,15.78  ,11.45  ,14.42  ,14.83   ,9.51  ,15.62  ,14.84  ,16.46  ,15.98  ,18.04  ,16.95   ,9.12  ,11.85  ,12.02  ,14.94  ,22.47  ,17.22  ,17.83  ,14.85  ,20.08  ,37.97
199401  ,19.86  ,13.84  ,15.21  ,17.10  ,20.89  ,-0.87   ,2.71   ,1.92   ,0.74   ,6.76  ,-5.01   ,8.05   ,3.52   ,1.87   ,3.28   ,1.99  ,-0.12   ,1.45   ,3.56   ,3.07  ,-2.29   ,0.84   ,7.06   ,2.55   ,0.27
199402   ,3.83   ,3.25   ,6.27   ,6.91   ,7.65  ,-5.14  ,-2.00  ,-1.09  ,-1.07   ,0.95  ,-6.61  ,-1.96  ,-1.89  ,-3.98  ,-4.87  ,-2.90  ,-2.10  ,-4.91  ,-5.81  ,-3.29  ,-5.91  ,-5.14  ,-5.13  ,-5.85  ,-6.90
199403  ,-9.77  ,-9.42  ,-9.91  ,-7.43  ,-6.81  ,-9.30  ,-8.67  ,-6.66  ,-9.57 ,-12.00 ,-10.76  ,-5.33  ,-9.82  ,-9.78  ,-8.55  ,-5.36 ,-10.01  ,-9.60  ,-7.69 ,-11.22  ,-7.29  ,-6.64  ,-6.97  ,-8.32 ,-12.95
199404  ,-4.06  ,-1.70  ,-1.02   ,1.85   ,1.22  ,-0.13   ,3.89  ,-0.05  ,-1.99   ,3.34  ,-0.18   ,2.91   ,4.64   ,2.20   ,0.68  ,-0.63   ,4.77   ,0.14   ,3.83   ,1.94   ,2.96   ,5.04   ,3.87   ,1.68   ,3.04
199405   ,0.32  ,-0.91  ,-2.77   ,4.29   ,0.66  ,-0.89   ,1.01   ,1.83   ,0.85  ,-0.10  ,-1.26   ,1.57   ,1.49   ,1.92   ,3.54   ,2.71   ,0.29   ,0.43   ,3.19   ,3.44   ,5.17   ,2.98   ,3.94   ,4.46   ,3.73
199406  ,-6.64  ,-7.27  ,-4.14  ,-3.14  ,-5.58  ,-1.30  ,-6.43  ,-2.84  ,-6.05  ,-4.35  ,-8.21  ,-5.51  ,-4.01  ,-6.61  ,-3.85  ,-1.88  ,-2.19  ,-3.40  ,-6.71  ,-7.00  ,-5.10  ,-5.58  ,-5.51  ,-7.18  ,-7.00
199407   ,5.21   ,2.94   ,4.23   ,4.93   ,4.67  ,-0.93   ,2.41   ,2.00   ,2.61   ,1.12   ,1.05   ,3.53   ,0.40   ,1.53   ,1.48   ,3.44   ,3.67   ,3.14   ,4.30   ,4.56   ,4.70   ,4.43   ,4.33   ,7.56   ,3.48
199408   ,0.17  ,-0.62   ,0.09   ,2.20   ,0.96   ,2.60  ,-0.62   ,0.74   ,0.83   ,1.53   ,1.08   ,3.89   ,3.65   ,1.35   ,4.80   ,4.09   ,2.56   ,4.11   ,2.81   ,0.59   ,2.97   ,6.80   ,3.72   ,3.47   ,3.56
199409   ,0.00  ,-2.24  ,-2.08  ,-2.53   ,1.38   ,0.42  ,-2.28  ,-0.88   ,0.84  ,-2.24   ,0.33  ,-1.23  ,-0.87  ,-0.36  ,-0.88  ,-0.39  ,-0.26  ,-0.46  ,-2.10   ,1.68  ,-1.21   ,0.28  ,-2.87  ,-2.26  ,-1.31
199410  ,-3.08  ,-5.12  ,-2.31  ,-0.70  ,-1.50  ,-3.57  ,-1.15  ,-0.95  ,-0.69  ,-1.97  ,-1.26  ,-2.26  ,-1.77   ,1.54   ,1.82  ,-0.20  ,-0.52   ,1.13   ,4.12   ,1.06   ,0.50  ,-0.12   ,3.47   ,1.73   ,0.50
199411  ,-8.38  ,-6.49  ,-5.67  ,-5.26  ,-4.41 ,-10.00  ,-8.76  ,-8.44  ,-4.71  ,-8.21  ,-8.31  ,-7.09  ,-6.76  ,-6.05  ,-4.93  ,-9.99  ,-5.87  ,-5.61  ,-6.04 ,-13.08  ,-7.67  ,-8.74  ,-7.61  ,-6.54  ,-8.88
199412  ,-4.09   ,1.23  ,-2.29  ,-2.32  ,-1.05  ,-4.31  ,-5.36  ,-5.46  ,-3.29  ,-2.57  ,-1.59  ,-4.45  ,-0.12   ,1.22  ,-0.98  ,-1.52  ,-1.89   ,1.48   ,1.78  ,-1.54   ,0.16  ,-0.17  ,-0.05  ,-1.79  ,-0.52
199501 ,-10.59  ,-9.06  ,-6.67  ,-7.01  ,-4.13 ,-10.56  ,-9.22  ,-8.98  ,-7.12  ,-8.72  ,-8.84  ,-8.33  ,-9.83  ,-6.38  ,-8.18  ,-8.45  ,-9.60  ,-8.59  ,-6.42  ,-9.45  ,-6.64  ,-9.29  ,-9.55  ,-6.21  ,-4.59
199502  ,-2.46  ,-1.03  ,-3.80   ,0.31  ,-3.34   ,2.13   ,2.87   ,3.99  ,-0.60   ,4.54   ,0.82   ,4.07   ,0.48   ,1.83   ,3.78   ,0.42   ,2.27   ,1.81   ,3.37   ,7.45   ,5.60   ,7.51   ,4.93   ,7.08   ,6.20
199503  ,-1.71  ,-3.76  ,-3.92  ,-2.76  ,-2.98  ,-3.68  ,-2.11  ,-0.22   ,0.18  ,-1.54   ,0.41  ,-0.47   ,0.74  ,-1.46  ,-0.88  ,-1.04  ,-0.49  ,-0.66  ,-0.77   ,0.42   ,1.23   ,1.78  ,-0.39   ,0.08   ,2.02
199504   ,1.92   ,1.49   ,1.50   ,3.39   ,2.19   ,3.41  ,-1.03  ,-0.58  ,-0.15  ,-0.13  ,-3.74   ,2.84   ,1.12   ,0.86   ,0.74   ,2.28   ,3.28   ,5.64   ,4.05   ,0.90  ,-0.52   ,1.38   ,4.46   ,3.03   ,0.65
199505  ,-2.93  ,-3.47  ,-3.39  ,-3.44  ,-1.35   ,4.59   ,1.26   ,3.27   ,4.28   ,3.79   ,2.17   ,3.49   ,0.47   ,3.22   ,2.08   ,3.56   ,7.75   ,0.34  ,-0.52   ,5.21   ,5.34   ,5.37   ,3.10   ,0.99   ,2.98
199506  ,-4.71  ,-1.60  ,-3.84  ,-1.35  ,-1.47  ,-0.65   ,0.51   ,0.69   ,0.16   ,2.86   ,0.95   ,0.77  ,-1.24  ,-1.53  ,-0.90   ,0.04  ,-0.83  ,-0.85  ,-1.39  ,-0.27  ,-2.27  ,-1.33  ,-1.20  ,-1.44  ,-3.86
199507   ,7.00  ,11.36  ,11.79   ,8.70   ,9.20  ,10.15   ,6.43   ,9.11   ,5.70   ,8.12   ,9.09   ,7.10   ,4.33   ,9.31   ,6.11   ,3.80   ,7.47   ,4.35   ,5.86   ,3.55   ,6.38   ,7.88   ,5.97   ,3.38   ,2.14
199508  ,15.53  ,12.72  ,13.49   ,8.76   ,3.95   ,5.25   ,3.69  ,10.79   ,3.43  ,-3.00   ,5.32   ,1.77   ,1.79   ,0.60  ,-1.60   ,1.54  ,-0.18  ,-2.07  ,-0.53  ,-3.47  ,-0.54  ,-2.78   ,0.80  ,-2.84  ,-3.88
199509  ,-0.42   ,1.98  ,-0.61  ,-0.57   ,2.64  ,-1.50   ,0.21   ,4.11   ,3.54   ,2.30  ,-2.50   ,1.13  ,-0.25   ,1.92   ,3.50   ,2.38   ,0.23   ,2.14   ,1.98   ,0.35   ,1.20   ,2.44   ,0.95   ,1.73   ,4.46
199510  ,-3.38  ,-2.00  ,-1.80  ,-1.51  ,-1.75  ,-1.25  ,-2.52  ,-2.93  ,-1.23  ,-2.45  ,-3.87  ,-4.60  ,-1.65  ,-1.29  ,-0.16  ,-2.80  ,-1.62  ,-2.21  ,-2.81  ,-0.55   ,1.44  ,-0.21  ,-0.05  ,-1.00   ,3.18
199511   ,8.00   ,2.98   ,1.48   ,0.46  ,-0.23  ,-1.51  ,-2.42   ,0.94   ,0.19   ,0.47   ,1.04  ,-0.72  ,-0.01   ,0.40  ,-0.19  ,-0.58   ,0.57   ,2.33   ,1.79   ,0.94   ,2.64   ,2.49   ,0.62   ,1.66   ,0.72
199512  ,-1.85  ,-1.09   ,0.92   ,1.15   ,0.21   ,1.80   ,4.52   ,3.42   ,1.35   ,0.15   ,5.39   ,0.96   ,1.20   ,2.98   ,1.33   ,2.00   ,5.77   ,4.96   ,2.66   ,1.88   ,2.51   ,2.25   ,3.71   ,3.78   ,3.85
199601  ,14.07   ,9.70   ,5.98   ,7.78   ,8.68   ,9.47   ,6.29   ,4.00   ,9.10  ,11.00   ,7.05   ,8.44   ,6.14   ,6.50   ,9.63   ,9.64   ,6.11   ,9.29   ,6.04  ,11.15   ,7.67   ,8.25   ,8.52   ,5.48  ,17.61
199602   ,3.76   ,4.92   ,5.07   ,8.21   ,6.48   ,3.98   ,1.00   ,2.58   ,0.86   ,0.92   ,0.57   ,1.68   ,2.54   ,1.79   ,2.71  ,-0.49   ,0.79   ,2.03   ,3.67   ,2.97   ,1.17   ,1.45   ,1.04   ,2.36  ,-2.23
199603   ,1.24   ,0.79   ,0.51   ,1.34   ,1.08  ,-0.13  ,-3.06  ,-0.41   ,0.29  ,-2.82  ,-3.34   ,2.60   ,1.44   ,1.85  ,-2.90  ,-1.13   ,0.10   ,1.75  ,-1.29  ,-1.26  ,-0.86  ,-1.18   ,0.11  ,-1.07   ,1.12
199604   ,4.96   ,2.89   ,2.90   ,4.95   ,2.87   ,2.47   ,4.57   ,3.27   ,4.18   ,2.24   ,2.96   ,1.33   ,2.82   ,4.10   ,0.34   ,2.17   ,2.00   ,3.32   ,1.69   ,1.66   ,0.98   ,2.61   ,2.96   ,3.20   ,0.12
199605  ,11.74   ,3.31   ,4.29   ,6.48   ,6.83   ,2.84   ,1.17   ,1.89   ,1.18  ,-0.94   ,0.70  ,-0.37  ,-0.88   ,0.61   ,1.18  ,-1.09  ,-0.12  ,-2.04  ,-2.87   ,0.87   ,0.15   ,0.12  ,-1.69  ,-1.88   ,0.78
199606  ,-3.08  ,-3.48  ,-5.19  ,-2.74  ,-3.41   ,0.70  ,-3.19  ,-0.44  ,-1.73   ,0.35  ,-4.22  ,-2.02  ,-1.15  ,-0.35   ,0.82  ,-1.91  ,-2.78  ,-0.52  ,-0.45   ,0.95  ,-1.16  ,-1.62  ,-0.74  ,-1.24  ,-0.32
199607  ,-8.88  ,-7.87  ,-6.88  ,-5.22  ,-3.33  ,-9.33  ,-6.10  ,-3.66  ,-4.82  ,-1.92  ,-7.23  ,-4.93  ,-4.10  ,-6.01  ,-3.76  ,-6.46  ,-7.06  ,-3.94  ,-5.00  ,-2.03  ,-5.36  ,-5.28  ,-4.86  ,-4.74  ,-3.54
199608   ,7.24   ,6.18   ,6.28   ,4.51   ,5.54   ,6.42   ,6.72   ,3.86   ,5.53   ,1.91   ,7.81   ,7.85   ,4.57   ,2.49   ,0.21   ,4.91   ,3.86   ,6.58   ,4.81   ,0.82   ,2.84   ,4.14   ,6.93   ,4.71   ,5.28
199609  ,-0.80   ,1.52   ,2.59   ,2.38   ,4.59  ,-0.55   ,1.49   ,2.66   ,0.75   ,3.56   ,2.88   ,3.26   ,2.12   ,0.38   ,2.34  ,-2.93   ,1.68   ,2.78   ,3.81   ,0.53   ,3.79   ,3.66   ,2.18   ,1.91   ,2.84
199610   ,7.96   ,3.63   ,6.77   ,5.61   ,6.76   ,1.56   ,3.74   ,3.10   ,4.65   ,5.63   ,1.46   ,2.47   ,3.17  ,-0.60   ,1.52   ,2.13   ,0.57   ,3.97   ,1.07   ,4.96  ,-2.81   ,2.32   ,2.19   ,2.08   ,1.30
199611  ,11.31  ,12.53  ,20.76   ,8.16  ,10.21   ,4.36   ,5.03   ,3.92   ,5.73   ,8.20   ,4.62   ,5.90   ,6.63   ,8.98   ,8.54   ,5.61   ,6.63   ,4.87   ,7.07  ,13.67   ,3.86   ,4.83   ,6.73   ,5.44  ,13.20
199612  ,-2.13  ,-1.35   ,1.40  ,-0.35   ,1.23  ,-1.91  ,-0.08  ,-3.78  ,-1.44   ,7.30  ,-0.38  ,-1.82   ,1.34  ,-0.02  ,-0.67  ,-0.38   ,1.70  ,-0.35   ,1.85  ,-2.46  ,-2.09   ,0.58   ,1.65   ,1.86  ,-0.56
199701  ,-1.03  ,-3.01  ,-2.15   ,1.15   ,0.31   ,0.36  ,-0.94   ,1.37  ,-2.66   ,1.10  ,-1.40   ,2.32  ,-2.84  ,-1.19  ,-0.10  ,-5.82  ,-1.66  ,-0.96  ,-1.62  ,-0.97   ,1.71  ,-2.66  ,-2.40  ,-2.06  ,-0.05
199702   ,9.26   ,8.37   ,5.93   ,7.37   ,5.07   ,3.19   ,6.36   ,4.41   ,4.88   ,3.21  ,-0.40   ,2.87   ,4.41   ,3.10   ,2.75   ,6.12   ,1.50   ,3.67  ,-0.02   ,4.96   ,0.19   ,1.00   ,2.51   ,1.35  ,-0.84
199703  ,-5.71  ,-3.63  ,-2.39  ,-1.76   ,1.67  ,-6.10  ,-4.04  ,-3.34  ,-0.54   ,3.92  ,-4.96  ,-4.96  ,-2.59  ,-2.46  ,-3.12  ,-5.44  ,-4.70  ,-3.93  ,-0.45  ,-4.44  ,-3.87  ,-3.46  ,-2.45  ,-3.43  ,-6.24
199704  ,-4.80  ,-5.17  ,-2.58  ,-2.34   ,0.21  ,-2.54  ,-3.62   ,0.23  ,-1.06  ,-0.85  ,-1.03  ,-0.10   ,2.15  ,-0.15  ,-0.28  ,-0.93   ,0.62  ,-1.63   ,2.56   ,0.87  ,-0.83   ,2.23   ,0.57  ,-0.98  ,-1.35
199705   ,3.76   ,2.10   ,4.00   ,7.50   ,3.98   ,1.59   ,4.34   ,3.51   ,5.93   ,4.12   ,5.18   ,2.37   ,2.42   ,6.83   ,5.76   ,3.36   ,3.98   ,2.24   ,2.87   ,5.64   ,6.76   ,5.72   ,3.52   ,5.49   ,9.27
199706  ,-6.22  ,-4.05  ,-2.02  ,-2.74  ,-1.17  ,-3.28  ,-2.43   ,1.28  ,-1.59   ,0.10  ,-0.79  ,-0.79  ,-1.59   ,2.61   ,4.85  ,-0.02  ,-0.16   ,0.85   ,4.71   ,0.59  ,-0.64   ,3.02   ,3.06   ,1.89  ,-1.08
199707  ,-2.71  ,-1.04  ,-0.14  ,-1.41   ,4.71   ,3.33   ,3.11   ,0.87   ,5.35   ,9.84   ,2.03   ,0.12   ,7.19  ,-2.35   ,6.03   ,2.67   ,0.21  ,-1.13  ,-0.68   ,3.27   ,2.66   ,1.92   ,0.83  ,-0.02  ,-0.09
199708  ,-6.31  ,-4.44  ,-2.08  ,-0.70   ,1.32   ,1.26  ,-1.42  ,-5.77   ,1.95   ,2.53  ,-5.41   ,1.85  ,-6.61  ,-5.79   ,8.47  ,-3.85  ,-6.43  ,-6.50  ,-4.25   ,1.71 ,-14.44 ,-10.79  ,-4.07  ,-7.94  ,-3.87
199709   ,0.36  ,-1.07   ,3.04  ,-0.77  ,-2.44  ,-3.46   ,1.14  ,-2.58  ,-6.21  ,-0.78   ,3.68   ,1.43   ,4.03  ,-0.14  ,-5.54   ,8.46   ,2.19   ,0.49  ,-0.51  ,-5.28   ,9.04   ,5.96   ,4.44   ,5.87  ,-0.27
199710 ,-21.28 ,-21.43 ,-18.20 ,-19.85 ,-17.25 ,-24.67 ,-23.39 ,-22.42 ,-23.06 ,-24.45 ,-23.07 ,-20.90 ,-18.50 ,-19.52 ,-29.15 ,-22.61 ,-18.54 ,-20.61 ,-21.02 ,-31.12 ,-18.82 ,-21.77 ,-21.41 ,-19.90 ,-29.17
199711  ,-7.30 ,-10.18  ,-5.33  ,-7.80  ,-4.70  ,-3.80  ,-7.59  ,-6.12  ,-6.40  ,-9.00  ,-3.43  ,-3.46  ,-6.21  ,-6.49  ,-6.27   ,0.68  ,-1.12  ,-6.40  ,-6.08  ,-6.82  ,-0.86  ,-0.30  ,-1.97  ,-1.50  ,-1.53
