
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
198901  -2.80  -9.65  -1.90  -3.58  -5.75  -1.67   1.26  -7.31  -0.76  -3.09
198902  -1.32  -2.36  -1.88   1.14  -1.46  -1.15  -6.13  -3.72   0.92  -1.23
198903   0.79  -3.28   4.08  -1.05  -0.08   1.57   5.27  -3.86   6.16   0.98
198904   6.08   2.07  10.07   1.54   7.99  21.42   9.41   1.16   5.14  20.37
198905  -3.86  -5.83  -0.31  -6.00   0.19  -3.36  -6.00  -4.88   2.11  -5.85
198906  12.12   9.09  15.75   7.09  14.19  19.49  12.92   8.02  17.46  16.13
198907   9.18  12.07   6.69  14.90   6.91   6.22  12.77   9.75   5.01  14.09
198908 -11.46 -10.26 -11.84 -10.61 -11.60 -12.25 -15.17 -11.47  -7.60 -16.71
198909   2.91   5.10   2.81   3.28   2.63   6.02  10.55   3.55   0.36   8.53
198910   6.20  11.57   6.35   5.40   8.60   3.45   2.18   5.24   6.40   5.35
198911   6.91   7.08   6.98   7.10   6.91   3.22   5.83   5.18   7.97   4.96
198912   7.49   4.62   9.51   6.22   6.57  11.28  10.03   2.16   5.10  10.23
199001   2.65  -0.40   5.36  -0.18   5.90   5.50   3.39  -0.44   3.40  17.77
199002  -0.80  -6.41   2.15  -7.20   3.40  -0.15  -2.20  -6.08   2.11   3.91
199003   5.23   4.56   8.38   4.00   8.60   2.51   0.84   1.93  10.65  -2.72
199004  -6.79  -1.30 -10.35  -2.75 -10.63  -6.79   0.75  -4.27 -10.44 -16.97
199005   4.66   6.53   5.18   4.87   6.16   1.68   7.00   2.65   6.69  -0.93
199006   1.01   5.88  -1.05   4.48  -2.16   5.18   1.42   0.22  -1.08   1.21
199007   7.90   2.54   9.51   2.68   9.05   7.14   7.75   8.97   7.08   7.61
199008  -8.35  -6.92  -8.36  -8.95  -8.52  -7.22  -2.72  -7.38  -8.96 -16.92
199009  -7.69  -7.79  -7.93  -8.77  -8.59  -6.21 -10.02 -11.30  -7.40 -13.24
199010   8.60  19.70   3.92  20.02   3.84   7.86   9.09  10.51   6.84  12.15
199011  -3.40  -9.74  -1.04 -11.18  -0.97  -4.48  -0.21  -9.76  -2.70  -5.90
199012  -3.13  -5.08  -4.06  -6.10  -3.85  -3.47  -2.09  -6.62  -4.29 -11.56
199101   3.32   5.01   1.12   0.08   2.97  10.46   8.28   9.40  -0.72   3.63
199102   8.69   5.15  13.16   5.42  11.74   8.99   5.25   4.65  11.45   6.07
199103  -9.34  -9.79  -6.96 -10.80  -7.35  -7.03  -9.14 -11.02  -8.44 -12.85
199104  -1.42  -4.49  -1.27  -4.49  -0.14  -4.37  -0.02   0.29  -1.30  -2.49
199105   1.24   1.34  -0.66   1.53   0.49   3.36   0.23   3.56   2.02  -1.69
199106  -0.09  -3.92   2.04  -1.63   2.79   0.01   2.59  -2.82   0.74  -3.92
199107   6.91   9.81   7.05   8.59   6.56   7.95   7.59   5.84   5.99   9.84
199108  -0.54  -0.63   0.37   0.33   0.68   2.65   2.05  -5.74   0.77   1.21
199109   3.63  -0.08   4.13   0.52   4.93   1.26   6.98   3.94   3.22   4.04
199110  -0.50  -2.84   1.52  -3.46   1.98   1.26   2.23  -5.74   1.18  -2.08
