This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on AC/B.

The portfolios are constructed at the end of June. Ac/B (accruals) is the change in 
operating working capital per split-adjusted share from t-2 to t-1
divided by book equity per split-adjusted share in t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
199812,    9.65,    5.73,    4.38,    8.29,    9.22,   16.87,    7.50,    5.45,    6.21,    2.40,    7.41,    5.51,   10.52,   11.17,    5.76
199901,    9.99,    3.55,    0.15,    5.65,    3.16,   10.39,    9.86,    4.94,    1.16,    0.09,    0.25,    4.19,    6.78,    2.54,    4.35
199902,   -7.64,   -3.72,   -1.21,   -5.83,   -4.78,   -7.47,   -7.70,   -4.64,   -2.08,   -0.90,   -1.70,   -3.77,   -7.41,   -4.57,   -5.19
199903,    8.71,    1.37,    3.14,    2.62,    4.40,   15.32,    6.54,    2.34,   -0.30,    2.78,    3.71,    2.59,    2.65,    4.37,    4.46
199904,   -1.91,    5.24,    6.67,    5.39,    4.94,    3.61,   -3.86,    4.31,    6.89,    7.81,    4.90,    5.04,    5.68,    2.15,   10.27
199905,   -3.51,   -0.76,   -0.97,    1.33,   -1.73,   -9.05,   -1.38,   -1.68,    0.83,   -0.99,   -0.96,   -0.42,    2.72,   -2.27,   -0.78
199906,    6.76,    4.29,    3.11,    8.66,    6.74,    2.87,    8.13,    3.85,    5.11,    2.90,    3.46,    5.61,   11.02,    8.29,    4.08
199907,   -3.91,   -1.57,   -0.82,   -1.91,   -3.56,   -2.99,   -4.35,   -2.46,   -0.18,    0.34,   -2.70,   -1.85,   -1.99,   -2.37,   -4.41
199908,    2.15,   -2.16,    1.01,   -1.68,   -3.05,   -1.95,    4.14,   -3.19,   -0.61,    4.49,   -4.81,   -2.63,   -0.23,   -4.84,   -1.72
199909,   -0.35,   -1.85,   -3.61,   -3.25,   -3.29,   -1.54,    0.19,   -2.31,   -1.16,   -4.95,   -1.13,   -2.59,   -4.22,   -4.59,   -2.35
199910,    6.98,    5.22,    4.45,    4.30,   -1.65,    6.83,    7.06,    7.76,    1.79,    5.65,    2.31,    3.21,    5.96,   -0.56,   -2.38
199911,    7.68,    3.39,    1.31,    5.27,    7.79,   10.54,    6.39,    3.54,    3.18,    1.22,    1.49,    3.49,    7.92,    5.61,    9.31
199912,   14.96,    5.29,    3.44,    7.20,    8.94,    5.12,   19.58,    4.94,    5.85,    1.91,    6.28,    2.72,   13.60,    9.36,    8.66
200001,   -7.25,   -2.20,    0.81,   -3.68,  -10.29,   -6.60,   -7.52,   -1.60,   -3.17,    3.63,   -4.22,    0.68,   -9.30,   -5.88,  -13.25
200002,    6.51,    2.79,   -0.06,    2.50,    8.89,    5.14,    7.09,    2.81,    2.76,    1.54,   -3.15,   -1.08,    7.64,    8.62,    9.08
200003,    8.80,    4.52,    6.21,    3.10,    3.10,    8.14,    9.07,    4.13,    5.14,    5.29,    8.07,    2.96,    3.29,    8.06,   -0.51
200004,  -10.40,   -0.78,   -0.65,   -3.69,   -2.31,  -10.24,  -10.46,   -0.09,   -1.88,    0.86,   -3.62,   -1.50,   -6.56,    0.03,   -4.16
200005,   -8.71,   -3.62,   -0.10,   -3.94,   -3.57,  -10.72,   -7.88,   -3.83,   -3.27,    0.50,   -1.33,   -2.58,   -5.82,   -0.25,   -6.32
200006,   11.01,    1.51,    2.72,    5.70,    5.90,    7.21,   12.53,    0.70,    2.79,    3.76,    0.52,    6.00,    5.27,    6.36,    5.49
200007,   -1.85,   -3.62,   -3.03,   -5.30,   -6.85,   -4.11,   -0.98,   -1.85,   -5.78,   -3.19,   -2.84,   -6.07,   -4.16,   -3.65,  -12.32
200008,    8.71,    7.47,    3.71,    9.50,    6.23,   11.56,    7.66,    7.13,    7.90,    5.01,    2.18,   11.77,    6.23,    7.46,    3.91
200009,   -9.45,  -10.02,   -1.20,   -3.41,   -4.16,   -5.82,  -10.82,  -13.83,   -5.23,   -3.00,    1.00,   -5.20,   -0.68,   -0.84,  -10.62
200010,   -2.02,   -2.72,   -1.45,    0.37,   -5.82,   -5.20,   -0.79,   -2.40,   -3.08,   -1.88,   -0.93,   -1.24,    2.70,   -4.14,   -9.43
200011,  -17.01,  -10.57,   -4.96,   -8.36,  -12.07,  -18.42,  -16.49,   -9.26,  -12.07,   -5.35,   -4.50,  -13.06,   -1.93,  -10.96,  -14.58
200012,   -8.79,    0.16,    1.70,    4.56,    4.04,   -0.34,  -11.85,   -3.25,    4.21,    0.90,    2.63,    5.00,    4.02,    5.62,    0.29
200101,   12.18,    6.44,   -0.05,   -0.39,    5.48,   12.15,   12.19,    8.05,    4.68,    1.80,   -2.12,   -2.05,    1.65,    3.57,   10.25
200102,  -14.99,  -11.86,   -6.91,   -9.58,   -9.37,  -14.95,  -15.00,  -12.19,  -11.50,   -6.44,   -7.47,  -12.94,   -5.57,   -7.90,  -12.82
200103,  -12.84,   -5.87,   -5.07,   -6.89,  -10.02,   -9.23,  -14.41,   -5.67,   -6.09,   -3.16,   -7.34,   -6.47,   -7.35,  -11.12,   -7.26
200104,   13.63,    6.98,    7.75,    7.17,   10.64,   15.68,   12.69,    8.47,    5.30,    7.00,    8.67,    7.27,    7.05,   12.51,    6.16
200105,    1.99,   -0.08,    0.19,    0.20,    1.01,    0.57,    2.66,   -1.47,    1.53,    1.16,   -0.99,   -2.06,    2.70,    0.91,    1.28
200106,   -0.43,   -1.85,   -2.64,   -4.58,   -2.81,    0.07,   -0.65,   -1.68,   -2.04,   -2.02,   -3.41,   -4.08,   -5.10,   -4.25,    1.16
200107,   -0.71,   -0.94,   -1.45,   -2.68,   -1.58,    0.23,   -1.40,   -3.36,    1.34,   -4.12,    0.41,    3.03,   -6.79,   -0.55,   -2.75
200108,   -8.27,   -7.17,   -3.92,   -6.27,   -6.81,   -9.21,   -7.58,  -10.40,   -4.26,   -2.33,   -4.96,   -3.27,   -8.67,   -6.66,   -6.99
200109,   -6.90,   -9.10,   -8.73,  -12.56,  -12.21,   -5.22,   -8.12,  -10.28,   -8.12,   -8.73,   -8.73,  -10.45,  -14.34,   -7.63,  -17.73
200110,    4.40,    2.20,    4.90,    6.84,    3.87,    4.96,    3.97,    3.73,    0.94,    5.05,    4.79,    3.14,   10.11,    0.20,    8.86
200111,    8.02,    9.71,    6.39,    9.31,    7.72,    8.19,    7.89,   10.14,    9.35,    4.61,    7.63,    9.60,    9.07,    6.23,    9.57
200112,   -0.65,    0.99,   -0.93,    4.16,    2.85,    0.32,   -1.38,    1.24,    0.78,    2.12,   -2.99,    4.56,    3.83,    4.36,    1.02
200201,    1.43,   -0.69,   -0.50,   -1.97,   -2.07,    2.75,    0.42,   -2.68,    1.02,   -1.85,    0.46,   -0.07,   -3.56,   -1.83,   -2.38
200202,   -3.02,   -3.10,   -1.16,   -3.17,   -3.08,   -2.49,   -3.43,   -0.63,   -5.13,    1.47,   -3.00,    0.20,   -6.09,   -2.35,   -4.01
200203,    3.10,    2.99,    5.35,    3.68,    7.14,    0.72,    4.98,    2.84,    3.12,    5.72,    5.07,    2.56,    4.71,    5.76,    8.92
200204,   -5.25,   -7.19,   -5.60,   -5.33,   -4.85,   -6.03,   -4.66,   -7.94,   -6.54,   -4.53,   -6.39,   -1.09,   -9.18,   -6.18,   -3.18
200205,   -3.08,   -0.57,   -1.20,   -2.21,   -1.87,   -3.10,   -3.06,   -1.45,    0.18,   -1.63,   -0.89,   -3.20,   -1.22,   -0.20,   -3.98
200206,   -4.19,  -10.04,   -7.00,   -5.13,   -9.74,   -4.21,   -4.18,   -6.70,  -12.84,   -4.53,   -8.83,   -7.29,   -3.04,   -9.26,  -10.37
200207,   -8.95,   -7.19,   -9.98,   -8.00,  -11.37,  -10.81,   -7.58,   -8.10,   -6.10,   -8.09,  -10.86,   -6.56,  -10.16,  -11.21,  -11.50
200208,    1.31,   -0.60,    1.59,   -0.37,    1.10,    0.89,    1.60,   -2.57,    1.71,   -1.21,    2.94,   -1.45,    1.31,    0.69,    1.42
200209,  -10.55,  -10.12,   -9.03,   -9.29,  -11.85,   -8.83,  -11.77,  -11.69,   -8.36,   -8.55,   -9.26,   -9.87,   -8.38,  -11.12,  -12.41
200210,    7.07,    9.50,    9.87,    7.93,    5.76,    2.58,   10.35,    7.16,   12.03,    8.25,   10.62,    9.80,    5.08,    6.21,    5.41
200211,    7.48,    9.10,    4.98,    4.45,    8.31,    9.66,    6.01,   10.21,    7.94,    7.10,    4.01,    5.05,    3.48,    8.65,    8.06
200212,   -6.35,   -6.41,   -6.13,   -4.98,   -6.12,   -7.46,   -5.56,   -6.55,   -6.26,   -4.35,   -6.97,   -4.73,   -5.39,   -6.31,   -5.97
200301,   -2.51,   -1.97,   -4.14,   -3.67,   -1.92,   -1.63,   -3.12,   -1.99,   -1.94,   -3.22,   -4.59,   -1.55,   -7.11,   -4.96,    0.35
200302,   -0.92,   -2.76,   -1.83,   -1.05,   -2.32,   -1.88,   -0.25,   -2.91,   -2.60,   -2.90,   -1.31,   -0.49,   -2.01,   -1.88,   -2.63
200303,    1.56,    1.12,    2.32,   -0.03,    1.87,   -0.19,    2.75,   -0.41,    2.72,    1.59,    2.67,   -0.18,    0.24,    3.26,    0.89
200304,    7.66,    6.76,    7.54,    6.73,    7.16,    7.16,    8.04,    8.69,    4.79,    8.03,    7.31,    6.28,    7.53,    9.18,    5.68
200305,    8.93,    6.41,    3.50,    9.30,    7.68,    8.82,    9.02,    7.47,    5.29,    5.81,    2.40,    8.01,   11.51,    6.28,    8.74
200306,    2.12,    0.47,    2.68,    1.64,    1.29,    2.90,    1.53,    0.91,   -0.01,    2.17,    2.93,    1.25,    2.30,    1.07,    1.45
200307,    2.01,    3.10,    0.41,    2.10,    2.81,    5.04,    0.65,    3.40,    2.91,   -0.62,    1.03,    3.45,    0.05,    1.99,    3.65
200308,    3.24,    2.28,    1.50,    4.83,    4.42,    5.02,    2.42,    3.92,    1.24,    0.87,    1.87,    4.84,    4.82,    4.53,    4.31
200309,   -0.56,   -1.36,   -2.46,   -1.05,   -3.33,   -0.74,   -0.48,   -1.52,   -1.25,   -2.48,   -2.45,   -0.66,   -1.65,   -3.58,   -3.08
200310,    7.93,    6.06,    4.81,    6.41,    6.50,    9.58,    7.15,    8.41,    4.53,    5.98,    4.12,    6.16,    6.81,    6.29,    6.72
200311,    2.34,    1.38,    1.05,    1.84,    2.47,    1.61,    2.69,    1.31,    1.43,    1.11,    1.02,    1.84,    1.84,    2.90,    2.03
200312,    2.30,    5.01,    5.08,    4.45,    3.05,    0.26,    3.26,    4.30,    5.50,    4.99,    5.13,    3.88,    5.36,    3.59,    2.49
200401,    3.69,    2.77,    1.63,    0.60,    0.12,    4.02,    3.54,    2.80,    2.75,    1.68,    1.61,    0.50,    0.75,    0.17,    0.07
200402,    0.35,    0.09,    2.32,    0.70,    2.95,    0.02,    0.50,    1.30,   -0.72,    2.40,    2.27,    0.57,    0.89,    2.10,    3.85
200403,   -0.65,   -0.86,   -1.58,   -1.36,   -1.74,   -1.61,   -0.22,   -0.61,   -1.02,   -1.48,   -1.64,   -2.51,    0.43,   -1.77,   -1.69
200404,   -3.47,   -1.26,   -0.43,   -0.95,    0.65,   -3.09,   -3.64,   -1.93,   -0.80,    0.19,   -0.79,   -0.03,   -2.36,    0.24,    1.08
200405,    1.59,    1.66,    0.34,    1.35,    1.24,    1.21,    1.77,    1.72,    1.62,    0.79,    0.07,    1.50,    1.11,    0.92,    1.57
200406,    1.44,    2.73,    1.36,    2.47,    3.11,    1.97,    1.21,    2.27,    3.05,    2.73,    0.54,    3.05,    1.54,    4.30,    1.88
200407,   -3.93,   -4.03,   -4.69,   -4.32,   -7.28,   -4.47,   -3.62,   -4.18,   -3.93,   -4.54,   -4.94,   -4.81,   -3.82,   -7.84,   -6.71
200408,   -0.56,   -0.66,   -0.92,    0.17,   -0.55,   -0.95,   -0.34,   -0.19,   -0.96,   -0.77,   -1.16,    0.38,   -0.05,   -1.04,   -0.06
200409,    1.09,    2.20,    1.22,    3.53,    4.09,    4.75,   -0.99,    2.49,    2.01,    0.48,    2.37,    3.85,    3.21,    4.07,    4.11
200410,    1.53,    2.11,    2.06,    1.60,    1.23,    2.33,    1.06,    0.80,    2.97,    2.08,    2.01,    1.57,    1.63,    0.94,    1.50
200411,    7.22,    4.86,    3.48,    5.02,    6.98,   10.43,    5.27,    5.05,    4.73,    3.81,    2.98,    4.94,    5.09,    7.14,    6.83
200412,    3.71,    3.07,    2.82,    3.54,    4.81,    3.57,    3.80,    3.41,    2.84,    2.99,    2.55,    2.66,    4.44,    4.45,    5.16
200501,   -3.28,   -3.06,   -2.31,   -2.22,   -3.19,   -1.14,   -4.61,   -2.67,   -3.32,   -2.96,   -1.33,   -2.82,   -1.61,   -3.56,   -2.83
200502,    2.47,    1.75,    5.48,    1.05,    2.65,    1.66,    2.99,    2.42,    1.31,    7.33,    2.74,    1.36,    0.75,    3.05,    2.27
200503,   -0.70,   -1.82,   -1.17,   -0.62,   -1.50,   -2.00,    0.11,   -1.04,   -2.36,   -1.18,   -1.15,   -1.26,    0.02,   -1.41,   -1.58
200504,   -2.06,   -3.25,   -2.14,   -3.02,   -3.80,   -4.07,   -0.84,   -2.82,   -3.54,   -0.74,   -4.33,   -3.48,   -2.57,   -3.51,   -4.08
200505,    4.08,    3.77,    3.98,    4.40,    4.89,    5.38,    3.31,    3.95,    3.64,    3.79,    4.27,    5.05,    3.78,    4.22,    5.55
200506,    1.86,   -0.68,   -0.06,    1.49,    1.81,    2.58,    1.43,    0.25,   -1.32,    0.22,   -0.51,    0.52,    2.45,    2.19,    1.44
200507,    4.49,    4.77,    4.91,    4.76,    6.00,    3.64,    5.25,    6.01,    3.23,    5.27,    4.68,    4.61,    5.08,    5.20,    7.26
200508,   -1.90,    0.08,   -0.83,   -0.64,    0.55,   -2.37,   -1.49,   -0.20,    0.44,    0.40,   -1.63,   -0.13,   -1.68,    1.07,   -0.19
200509,    1.44,    0.74,    0.41,    0.69,    2.19,    0.89,    1.91,    2.25,   -1.18,    1.11,   -0.05,    1.44,   -0.87,    1.79,    2.77
200510,   -1.19,   -3.04,   -4.37,   -1.30,   -3.69,   -1.83,   -0.64,   -4.65,   -0.97,   -5.14,   -3.85,   -1.68,   -0.48,   -2.70,   -5.12
200511,    3.00,    4.63,    2.90,    2.81,    5.86,    2.30,    3.58,    6.14,    2.77,    4.18,    2.08,    2.09,    4.30,    5.30,    6.69
200512,    1.32,   -1.24,    0.76,    0.24,    0.35,    2.77,    0.14,   -1.50,   -0.91,    0.70,    0.81,    0.14,    0.43,    0.54,    0.09
200601,    3.28,    3.95,    4.54,    2.16,    9.07,    2.94,    3.57,    3.54,    4.46,    3.73,    5.08,    1.42,    3.69,    7.04,   11.97
200602,    0.26,   -1.02,   -0.27,    0.98,   -0.68,    0.65,   -0.07,   -1.79,   -0.05,   -1.50,    0.53,    1.30,    0.33,   -0.81,   -0.49
200603,    2.22,    1.43,    1.15,    2.55,    4.06,    2.85,    1.70,    1.81,    0.95,    1.75,    0.77,    2.06,    3.55,    3.38,    5.00
200604,   -0.55,   -0.08,    1.36,    1.23,    1.04,   -1.10,   -0.10,    0.92,   -1.31,    2.65,    0.53,    1.14,    1.43,    0.73,    1.46
200605,   -2.71,   -3.65,   -2.98,   -1.57,   -4.39,   -4.08,   -1.58,   -4.10,   -3.06,   -1.89,   -3.69,   -0.97,   -2.77,   -4.12,   -4.74
200606,    0.59,   -0.10,    0.86,    0.46,    0.92,    1.05,    0.22,   -0.10,   -0.11,    1.33,    0.54,    0.67,    0.02,    0.95,    0.88
200607,   -1.74,    2.35,   -2.78,   -2.00,   -2.63,   -3.96,    0.55,    1.10,    3.12,   -3.57,   -1.65,   -3.19,   -1.00,   -1.77,   -3.80
200608,    3.41,    3.35,    1.68,    3.18,    1.61,    3.23,    3.58,    5.27,    2.18,    1.07,    2.51,    2.45,    3.79,    1.59,    1.65
200609,    1.03,    1.52,    3.49,    1.57,    0.35,    0.68,    1.37,    1.48,    1.54,    4.25,    2.43,    2.02,    1.20,    0.42,    0.25
200610,    4.18,    3.79,    4.16,    3.64,    4.56,    4.54,    3.83,    4.07,    3.61,    3.84,    4.62,    3.97,    3.37,    2.70,    7.12
200611,    3.69,    3.54,    1.13,    1.50,    2.22,    4.31,    3.08,    3.05,    3.84,    0.49,    2.02,    1.82,    1.23,    1.71,    2.88
200612,   -0.25,    0.72,    0.08,    0.45,    0.49,   -0.74,    0.24,    1.03,    0.53,    0.23,   -0.11,   -0.72,    1.42,    1.40,   -0.69
200701,    2.86,    1.54,    2.91,    2.89,    2.08,    2.31,    3.40,    2.53,    0.95,    2.24,    3.83,    3.65,    2.26,    2.45,    1.58
200702,   -1.23,   -2.01,   -1.38,   -1.04,    1.22,   -2.05,   -0.44,   -0.68,   -2.80,   -1.20,   -1.61,    0.28,   -2.13,    0.98,    1.55
200703,    1.97,    2.81,   -0.18,    1.04,    2.07,    1.77,    2.16,    2.09,    3.24,   -0.38,    0.10,    1.57,    0.59,    2.33,    1.73
200704,    5.20,    3.87,    4.26,    3.65,    3.77,    4.59,    5.76,    3.43,    4.12,    4.05,    4.54,    1.77,    5.25,    3.86,    3.66
200705,    5.40,    4.18,    3.73,    2.69,    3.66,    7.10,    3.83,    3.54,    4.55,    3.67,    3.80,    3.34,    2.15,    4.05,    3.12
200706,   -1.47,   -1.04,   -0.82,   -1.74,   -1.89,   -1.00,   -1.92,   -1.52,   -0.76,   -1.35,   -0.10,   -1.85,   -1.64,   -1.94,   -1.81
200707,   -1.91,   -2.25,   -2.15,   -1.53,   -4.98,   -3.59,   -0.90,   -2.75,   -1.80,   -1.19,   -3.61,   -2.31,   -0.62,   -5.24,   -4.62
200708,    0.96,    1.89,    2.14,    0.16,    0.60,   -0.02,    1.54,    2.78,    1.09,    2.56,    1.50,    0.10,    0.23,    1.76,   -0.93
200709,    4.86,    3.24,    4.16,    3.87,    2.95,    2.28,    6.33,    2.21,    4.19,    3.97,    4.45,    4.76,    2.83,    2.79,    3.18
200710,    6.83,    2.80,    2.22,    1.30,    2.83,    3.60,    8.67,    2.56,    3.02,    1.31,    3.62,    1.05,    1.60,    3.62,    1.73
200711,   -6.39,   -3.57,   -2.44,   -3.93,   -4.78,   -5.85,   -6.67,   -3.38,   -3.75,   -1.64,   -3.67,   -3.93,   -3.93,   -3.78,   -6.15
200712,    1.92,   -0.62,    0.10,    1.10,   -0.05,    0.19,    2.84,   -1.03,   -0.25,    0.00,    0.24,    2.98,   -1.15,    0.15,   -0.35
200801,  -10.02,   -6.05,   -6.97,   -6.62,   -7.82,   -8.27,  -10.93,   -5.35,   -6.69,   -6.25,   -8.08,   -7.13,   -5.99,   -7.94,   -7.66
200802,   -5.45,    0.50,   -2.36,    0.82,    0.08,   -4.07,   -6.18,    0.37,    0.62,   -1.33,   -4.00,    0.30,    1.46,    0.88,   -1.05
200803,   -0.76,   -1.78,    0.70,   -0.03,   -1.00,   -3.87,    0.92,   -2.91,   -0.77,    0.20,    1.51,   -0.63,    0.70,   -0.83,   -1.25
200804,    5.80,    5.65,    4.61,    4.37,    5.00,    4.15,    6.64,    4.82,    6.38,    3.69,    6.08,    5.41,    3.12,    5.20,    4.73
200805,    4.60,    4.18,    2.16,    3.57,    5.16,    5.45,    4.17,    4.50,    3.91,    1.34,    3.46,    3.69,    3.41,    5.20,    5.11
200806,   -7.64,   -5.58,   -6.95,   -6.50,   -5.56,   -7.77,   -7.57,   -6.15,   -5.08,   -5.85,   -8.65,   -6.72,   -6.21,   -4.23,   -7.50
200807,   -4.06,   -2.74,   -2.76,   -1.90,    1.61,    0.13,   -8.05,   -3.63,   -2.06,   -3.47,   -1.73,   -1.41,   -2.69,    3.61,   -1.55
200808,    1.17,    1.83,    2.26,    3.04,    0.67,   -0.56,    2.93,    1.82,    1.85,    2.22,    2.32,    3.28,    2.67,    1.38,   -0.52
200809,  -13.94,  -12.12,   -8.07,   -9.94,   -9.57,  -13.61,  -14.25,  -16.08,   -9.21,   -7.98,   -8.19,   -8.77,  -11.82,   -7.67,  -12.83
200810,  -19.53,  -16.74,  -14.15,  -17.36,  -16.56,  -19.94,  -19.11,  -19.90,  -14.64,  -13.22,  -15.49,  -17.03,  -17.93,  -14.04,  -21.15
200811,  -10.69,   -5.94,   -3.93,   -6.49,   -9.28,  -11.10,  -10.30,   -7.78,   -4.79,   -4.56,   -3.03,   -8.15,   -3.66,   -9.85,   -8.15
200812,    3.38,    1.51,    0.76,    3.59,    5.08,    5.05,    1.72,    0.83,    1.91,   -0.05,    1.91,    4.35,    2.37,    3.21,    8.71
200901,   -2.90,   -6.07,   -6.83,   -3.60,   -4.90,   -3.33,   -2.46,   -2.24,   -8.36,   -6.91,   -6.71,   -4.72,   -1.76,   -4.42,   -5.79
200902,   -9.35,   -6.68,   -9.45,   -9.32,  -10.25,   -8.03,  -10.70,   -6.35,   -6.89,  -10.10,   -8.55,   -9.62,   -8.85,   -9.72,  -11.23
200903,    7.28,    8.73,    7.05,    7.43,    9.61,    7.08,    7.49,    9.69,    8.22,    7.01,    7.10,    7.17,    7.84,    7.86,   12.92
200904,   13.89,    9.08,    7.14,   10.12,    6.74,   13.40,   14.40,   11.89,    7.54,    7.21,    7.04,   10.09,   10.15,    5.50,    8.92
200905,    4.31,    4.16,    4.49,    3.77,    5.73,    2.03,    6.69,    6.46,    2.84,    4.36,    4.67,    4.98,    1.86,    6.12,    5.05
200906,    0.73,   -0.71,    1.97,    1.74,    1.07,    3.50,   -2.03,   -1.18,   -0.43,    2.50,    1.24,    1.69,    1.82,    0.50,    2.06
200907,    7.02,    5.44,    8.67,    7.46,    9.37,    7.87,    6.71,    5.79,    5.20,    9.12,    7.95,    7.41,    7.55,    8.92,    9.61
200908,    2.83,    1.78,    1.29,    1.54,    5.43,    1.44,    3.34,    2.17,    1.51,    0.85,    2.00,    1.22,    2.12,    3.68,    6.36
200909,    5.98,    3.19,    2.98,    6.27,    5.62,    8.39,    5.11,    3.22,    3.17,    2.71,    3.40,    6.14,    6.50,    6.80,    5.01
200910,   -0.81,   -0.48,   -2.33,   -1.75,   -4.56,   -1.07,   -0.71,   -0.99,   -0.13,   -2.04,   -2.77,   -0.97,   -3.35,   -4.38,   -4.66
200911,    7.10,    5.06,    5.04,    6.35,    6.16,    7.37,    7.00,    5.46,    4.79,    5.10,    4.94,    7.21,    4.53,    4.97,    6.79
200912,    4.11,    1.51,    4.32,    3.85,    4.63,    4.55,    3.95,    2.61,    0.79,    3.72,    5.27,    3.07,    5.53,    6.20,    3.81
201001,   -4.83,   -4.15,   -4.72,   -3.95,   -3.22,   -5.18,   -4.70,   -3.82,   -4.37,   -5.34,   -3.77,   -4.16,   -3.50,   -3.44,   -3.10
201002,    2.97,    3.91,    2.95,    3.61,    4.11,    2.65,    3.09,    4.13,    3.77,    2.94,    2.97,    3.03,    4.82,    5.31,    3.47
201003,    6.25,    5.31,    5.15,    5.29,    8.09,    8.65,    5.35,    5.79,    4.98,    5.13,    5.17,    4.88,    6.13,    6.49,    8.96
201004,    3.55,    2.29,    1.98,    0.89,    1.52,    3.21,    3.67,    0.80,    3.34,    1.63,    2.51,   -0.01,    2.74,    3.93,    0.23
201005,   -7.24,   -7.40,   -7.80,   -7.17,   -7.23,   -6.65,   -7.47,   -6.57,   -7.96,   -7.70,   -7.95,   -6.65,   -8.21,   -7.92,   -6.85
201006,   -6.07,   -5.96,   -4.53,   -4.79,   -6.28,   -5.30,   -6.37,   -5.43,   -6.32,   -4.31,   -4.86,   -4.40,   -5.61,   -6.62,   -6.09
201007,    8.11,    7.11,    7.08,    5.84,    8.13,    9.20,    6.83,    7.56,    6.84,    7.83,    6.78,    5.64,    6.16,    8.83,    6.67
201008,   -4.65,   -3.76,   -4.63,   -2.70,   -4.96,   -3.50,   -6.06,   -4.23,   -3.46,   -2.18,   -5.62,   -3.15,   -1.97,   -4.36,   -6.24
201009,   14.23,   11.16,    9.51,    9.11,    9.51,   16.90,   10.84,   12.28,   10.47,    9.90,    9.35,    9.10,    9.12,    7.94,   12.94
201010,    2.73,    4.63,    4.65,    4.41,    4.56,    2.67,    2.81,    4.20,    4.90,    5.33,    4.36,    4.95,    3.55,    4.79,    4.08
201011,    3.24,    2.20,   -0.91,    1.12,    0.29,    3.24,    3.24,    2.87,    1.78,    2.11,   -2.20,    1.50,    0.52,   -0.33,    1.63
201012,    7.22,    5.38,    4.76,    6.26,    6.77,    7.25,    7.17,    4.32,    6.06,    3.49,    5.32,    5.22,    7.91,    7.70,    4.80
201101,    1.56,    3.50,    1.68,    2.18,    0.54,    1.89,    1.10,    3.71,    3.36,    1.31,    1.85,    3.49,    0.14,    0.14,    1.42
201102,    5.28,    4.37,    1.70,    4.84,    3.77,    5.44,    5.07,    5.71,    3.53,    4.16,    0.63,    5.45,    3.86,    3.49,    4.37
201103,    1.36,    2.01,    0.64,    1.04,    0.60,    0.54,    2.48,    2.92,    1.42,    1.58,    0.22,    0.54,    1.86,    0.66,    0.48
201104,    3.75,    3.63,    3.84,    3.30,    3.08,    3.87,    3.57,    3.66,    3.62,    3.90,    3.81,    3.62,    2.78,    2.50,    4.30
201105,   -0.79,   -0.53,   -0.85,   -0.71,   -1.18,   -1.38,    0.00,   -0.48,   -0.56,   -1.28,   -0.65,   -0.77,   -0.61,   -1.05,   -1.45
201106,   -1.58,   -0.35,   -2.00,   -1.93,   -0.31,   -1.23,   -2.05,    0.06,   -0.61,    0.02,   -2.92,   -2.03,   -1.77,   -0.26,   -0.40
201107,   -1.15,   -0.34,   -2.60,   -2.69,   -2.93,    0.86,   -2.28,    0.71,   -0.91,   -1.72,   -3.38,   -1.82,   -3.47,   -3.28,   -2.27
201108,   -5.08,   -5.65,   -4.18,   -4.41,   -9.47,   -7.48,   -3.69,   -5.06,   -5.97,   -3.56,   -4.74,   -4.17,   -4.62,   -8.90,  -10.56
201109,   -6.80,   -5.79,   -5.63,   -8.41,  -11.90,   -8.21,   -6.02,   -6.71,   -5.28,   -4.97,   -6.23,   -7.22,   -9.49,  -10.81,  -13.98
201110,   10.77,   10.59,   10.25,   11.71,   13.33,   10.67,   10.82,   11.07,   10.33,    9.66,   10.80,    9.92,   13.37,   13.91,   12.17
201111,    0.52,   -0.08,    1.05,    0.41,   -0.39,   -0.67,    1.16,    0.20,   -0.24,    0.94,    1.15,   -0.91,    1.60,   -0.18,   -0.83
201112,    0.04,    0.49,    1.05,    0.84,   -1.27,   -0.96,    0.57,    0.64,    0.41,    0.63,    1.44,    1.05,    0.66,   -2.16,    0.53
201201,    4.77,    4.10,    2.75,    5.80,    8.62,    5.24,    4.52,    0.82,    5.89,    2.40,    3.07,    6.72,    5.00,    8.56,    8.74
201202,    3.86,    6.21,    3.14,    4.49,    2.64,    4.10,    3.74,    4.84,    6.91,    3.38,    2.93,    6.17,    2.99,    1.92,    4.06
201203,    4.75,    2.74,    2.11,    1.80,    0.39,    5.02,    4.60,    1.56,    3.34,    2.74,    1.55,    2.37,    1.29,    0.11,    0.94
201204,    0.21,   -1.19,   -0.10,   -0.27,   -0.96,    2.01,   -0.76,   -1.94,   -0.81,   -0.47,    0.23,   -0.38,   -0.17,   -0.85,   -1.17
201205,   -4.65,   -5.90,   -4.53,   -7.05,   -8.20,   -7.14,   -3.27,   -5.49,   -6.10,   -5.38,   -3.77,   -7.08,   -7.03,   -7.11,  -10.34
