This file was created by CMPT_VAR_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198606,    2.69,    1.28,    1.70,    0.47,    0.27,    3.79,    1.21,    1.36,    1.20,    1.98,    1.46,    0.70,    0.29,    1.00,   -0.06
198607,   -1.56,   -5.40,   -6.78,   -8.08,   -9.51,   -0.22,   -3.53,   -4.99,   -5.78,   -6.78,   -6.79,   -7.64,   -8.43,   -9.25,   -9.62
198608,    3.18,    3.70,    3.42,    2.56,    0.60,    2.27,    4.63,    3.40,    4.05,    3.58,    3.26,    2.22,    2.82,    2.20,   -0.08
198609,   -5.26,   -5.78,   -5.83,   -6.21,   -7.08,   -4.94,   -5.79,   -6.66,   -5.03,   -6.06,   -5.61,   -5.97,   -6.38,   -6.89,   -7.16
198610,    2.16,    3.21,    3.62,    3.39,    1.60,    1.17,    3.72,    3.90,    2.60,    3.41,    3.80,    4.44,    2.63,    3.50,    0.70
198611,    0.16,    0.49,   -0.19,    0.06,   -1.75,   -0.33,    1.00,    0.72,    0.28,   -0.15,   -0.22,   -0.01,    0.12,   -0.70,   -2.26
198612,   -2.05,   -2.55,   -1.98,   -3.24,   -5.04,   -1.36,   -3.08,   -2.29,   -2.81,   -1.76,   -2.16,   -3.23,   -3.25,   -4.27,   -5.37
198701,    8.87,   10.70,   11.18,   12.16,   12.74,    7.91,   10.22,   10.77,   10.64,   11.74,   10.74,   11.83,   12.37,   12.06,   13.10
198702,    3.04,    6.49,    6.87,    8.49,    8.63,    2.41,    4.05,    5.71,    7.35,    6.95,    6.81,    8.32,    8.59,    7.64,    9.02
198703,    2.06,    2.26,    2.30,    2.42,    3.94,    1.59,    2.83,    2.36,    2.17,    3.15,    1.70,    2.52,    2.35,    3.15,    4.26
198704,   -2.15,   -2.20,   -2.62,   -3.28,   -1.64,   -1.80,   -2.66,   -1.78,   -2.63,   -2.75,   -2.51,   -3.16,   -3.37,   -1.85,   -1.56
198705,    0.66,    0.09,   -0.20,   -0.42,    0.17,    0.80,    0.45,    0.27,   -0.07,    0.06,   -0.43,   -0.44,   -0.40,   -0.53,    0.44
198706,    3.01,    4.78,    3.50,    2.42,    1.20,    2.47,    3.82,    5.67,    3.91,    3.44,    3.54,    3.02,    1.92,    1.86,    0.95
198707,    2.29,    3.89,    3.93,    3.30,    3.30,    2.12,    2.60,    3.77,    4.02,    3.54,    4.27,    3.87,    2.83,    2.59,    3.63
198708,    2.32,    4.13,    3.37,    3.02,    0.11,    1.65,    3.34,    4.06,    4.19,    3.58,    3.19,    3.52,    2.63,    1.79,   -0.60
198709,   -1.18,   -1.42,   -1.45,   -1.51,   -1.92,   -1.04,   -1.40,   -1.57,   -1.28,   -1.08,   -1.73,   -1.26,   -1.66,   -1.81,   -1.96
198710,  -17.85,  -24.19,  -26.67,  -28.32,  -30.35,  -15.52,  -21.56,  -23.26,  -25.05,  -25.44,  -27.82,  -27.72,  -28.76,  -30.34,  -30.36
198711,   -2.53,   -4.15,   -4.46,   -4.82,   -6.83,   -2.29,   -2.91,   -4.20,   -4.09,   -4.74,   -4.20,   -4.46,   -5.15,   -5.08,   -7.71
198712,    2.37,    4.84,    5.17,    5.93,    1.04,    0.76,    4.61,    3.68,    5.71,    5.16,    5.17,    6.41,    5.54,    3.21,    0.00
198801,    4.86,    5.52,    6.05,    6.18,   10.34,    4.77,    5.00,    5.23,    5.79,    5.32,    6.57,    6.08,    6.24,    7.62,   11.55
198802,    3.00,    6.29,    7.79,    8.24,    6.46,    1.94,    4.76,    6.50,    6.11,    7.58,    7.94,    8.51,    8.04,    7.25,    6.13
198803,    1.07,    2.22,    3.42,    3.68,    4.67,    1.07,    1.06,    1.04,    3.31,    2.63,    4.03,    3.83,    3.58,    5.15,    4.48
198804,    0.50,    1.25,    2.12,    2.09,    1.37,    0.46,    0.58,    0.93,    1.56,    1.86,    2.33,    2.18,    2.01,    1.31,    1.39
198805,    0.68,    0.20,   -1.44,   -1.17,   -2.82,    0.75,    0.56,    0.12,    0.28,   -1.99,   -0.96,   -1.31,   -1.04,   -1.64,   -3.39
198806,    3.72,    5.50,    6.24,    6.60,    4.60,    3.17,    4.48,    4.70,    6.34,    6.18,    6.28,    6.13,    7.01,    5.87,    3.93
198807,    0.05,   -0.27,   -0.45,   -0.50,    0.42,    0.37,   -0.49,   -0.45,   -0.10,   -0.89,   -0.10,   -0.50,   -0.50,    0.30,    0.48
198808,   -0.75,   -1.43,   -2.02,   -2.17,   -2.68,   -0.60,   -1.00,   -0.86,   -1.93,   -2.12,   -1.93,   -2.26,   -2.11,   -2.28,   -2.92
198809,    1.97,    2.63,    2.79,    2.10,    1.65,    1.37,    2.97,    2.90,    2.37,    2.79,    2.79,    2.13,    2.09,    2.48,    1.20
198810,    0.93,    0.28,   -0.33,    0.21,   -2.82,    0.31,    1.93,    0.24,    0.32,    0.25,   -0.76,    0.34,    0.14,   -0.67,   -4.01
198811,   -1.85,   -2.36,   -3.14,   -3.35,   -5.21,   -1.76,   -2.00,   -2.19,   -2.50,   -2.92,   -3.35,   -2.98,   -3.58,   -4.44,   -5.63
198812,    0.48,    2.15,    3.44,    3.03,    1.95,    0.38,    0.63,    1.52,    2.86,    3.19,    3.68,    2.45,    3.41,    3.13,    1.26
198901,    3.01,    5.37,    4.76,    5.52,    7.66,    2.76,    3.38,    5.27,    5.46,    4.95,    4.62,    5.74,    5.38,    5.69,    8.60
198902,   -0.04,    0.31,    0.68,    0.73,    0.27,    0.05,   -0.17,    0.57,    0.05,    0.48,    0.83,    0.98,    0.56,    0.75,    0.05
198903,    1.75,    2.16,    2.11,    2.07,    1.34,    1.14,    2.62,    2.73,    1.73,    2.16,    2.07,    2.06,    2.08,    1.73,    1.16
198904,    4.04,    4.69,    3.98,    3.92,    2.46,    3.33,    5.16,    5.08,    4.32,    4.99,    3.01,    3.34,    4.31,    3.78,    1.77
198905,    3.30,    3.64,    3.34,    3.57,    2.15,    3.33,    3.23,    3.29,    3.96,    2.99,    3.64,    3.78,    3.42,    3.04,    1.65
198906,    0.87,    0.38,   -0.48,   -0.90,   -1.99,    0.73,    1.06,    0.47,    0.30,   -0.23,   -0.68,   -0.76,   -1.02,   -1.74,   -2.13
198907,    3.74,    6.41,    4.78,    3.63,    1.80,    2.80,    5.15,    6.16,    6.61,    5.02,    4.59,    3.52,    3.69,    3.06,    1.08
198908,    1.67,    3.00,    3.50,    2.91,    1.21,    1.37,    2.14,    2.88,    3.13,    2.93,    3.93,    3.37,    2.60,    2.12,    0.68
198909,    0.18,   -0.31,   -0.22,    0.35,    0.47,    0.39,   -0.15,   -0.37,   -0.26,   -0.17,   -0.27,    0.71,    0.12,    0.65,    0.38
198910,   -2.22,   -3.79,   -4.98,   -5.46,   -5.92,   -1.89,   -2.72,   -3.87,   -3.71,   -4.87,   -5.09,   -5.51,   -5.44,   -5.09,   -6.35
198911,    0.75,    0.46,    0.19,   -0.32,   -2.19,    0.87,    0.59,    0.96,   -0.01,   -0.18,    0.52,    0.00,   -0.57,   -0.21,   -3.16
198912,    0.70,    0.21,   -0.43,   -0.38,   -2.95,    0.87,    0.45,    0.68,   -0.25,   -0.12,   -0.62,   -0.12,   -0.55,   -0.99,   -3.89
199001,   -3.75,   -6.04,   -6.49,   -6.27,   -4.50,   -2.41,   -5.52,   -6.05,   -6.03,   -7.08,   -6.00,   -6.44,   -6.14,   -7.15,   -2.83
199002,    0.72,    1.09,    2.16,    2.30,    2.37,    0.66,    0.81,    0.58,    1.60,    1.81,    2.49,    2.15,    2.39,    2.32,    2.40
199003,    1.70,    2.04,    2.40,    3.29,    2.58,    1.28,    2.35,    2.20,    1.90,    2.50,    2.32,    2.74,    3.56,    3.06,    2.23
199004,   -2.16,   -3.05,   -2.89,   -2.98,   -2.34,   -1.84,   -2.66,   -3.27,   -2.85,   -3.62,   -2.33,   -2.83,   -3.09,   -2.57,   -2.19
199005,    4.76,    5.28,    6.04,    5.60,    3.75,    3.96,    6.03,    5.41,    5.15,    5.70,    6.34,    4.80,    6.23,    5.12,    2.83
199006,   -0.57,    0.02,    0.42,    0.59,    0.64,   -0.31,   -0.96,    0.19,   -0.13,    0.00,    0.72,    0.16,    0.90,    1.14,    0.31
199007,   -0.66,   -1.86,   -2.49,   -3.26,   -3.90,   -0.84,   -0.36,   -2.34,   -1.44,   -2.21,   -2.71,   -3.45,   -3.13,   -3.04,   -4.39
199008,   -6.20,  -10.10,  -10.40,  -11.34,  -13.02,   -4.75,   -8.39,   -9.40,  -10.70,  -10.51,  -10.32,  -10.57,  -11.88,  -13.35,  -12.84
199009,   -3.65,   -6.01,   -7.34,   -8.36,   -9.42,   -3.11,   -4.56,   -6.02,   -6.00,   -7.78,   -6.98,   -8.55,   -8.21,   -9.06,   -9.62
199010,   -2.56,   -4.29,   -5.00,   -6.12,   -7.38,   -2.07,   -3.38,   -3.56,   -4.98,   -4.87,   -5.11,   -5.99,   -6.21,   -5.81,   -8.16
199011,    2.13,    5.50,    6.30,    5.83,    2.41,    1.36,    3.23,    4.85,    6.11,    6.24,    6.35,    6.20,    5.56,    3.79,    1.55
199012,    1.31,    2.35,    3.29,    3.07,   -3.39,    0.76,    2.04,    2.33,    2.36,    2.54,    4.01,    3.39,    2.78,    0.54,   -6.05
199101,    1.24,    4.29,    5.28,    7.89,   12.89,    0.11,    2.74,    4.14,    4.43,    4.06,    6.34,    8.65,    7.34,    9.13,   15.60
199102,    5.62,    8.81,    9.51,   11.83,   18.33,    4.59,    6.95,    7.83,    9.65,    8.63,   10.22,   11.62,   11.97,   14.45,   21.40
199103,    3.27,    4.45,    4.93,    6.89,   11.67,    3.29,    3.25,    4.63,    4.29,    5.63,    4.37,    6.18,    7.37,    9.79,   13.26
199104,    4.58,    1.85,    2.95,    2.58,    3.75,    7.29,    0.71,    1.35,    2.30,    2.36,    3.49,    1.87,    3.05,    3.09,    4.28
199105,    1.62,    4.27,    4.74,    3.42,    2.68,    0.68,    3.00,    3.54,    4.91,    4.06,    5.31,    3.54,    3.33,    4.87,    1.21
199106,   -1.86,   -3.18,   -3.00,   -3.80,   -3.92,   -1.18,   -2.87,   -2.57,   -3.74,   -3.01,   -3.00,   -3.87,   -3.76,   -3.97,   -3.89
199107,    4.08,    2.47,    2.79,    3.91,    3.47,    4.39,    3.57,    3.00,    1.95,    2.39,    3.14,    3.86,    3.94,    3.27,    3.58
199108,    1.40,    2.16,    2.96,    3.11,    3.63,    1.20,    1.69,    2.16,    2.17,    3.33,    2.68,    3.47,    2.84,    3.41,    3.78
199109,    1.73,   -0.34,   -0.74,    0.96,    1.19,    1.91,    1.46,   -0.42,   -0.28,   -0.54,   -0.91,   -0.35,    1.89,    0.73,    1.53
199110,    2.78,    0.89,    2.33,    2.32,    2.98,    1.72,    4.35,    1.00,    0.79,    2.64,    2.05,    0.80,    3.46,    2.16,    3.53
199111,   -0.86,   -2.80,   -2.73,   -3.86,   -2.17,   -0.27,   -1.68,   -2.77,   -2.83,   -3.52,   -2.12,   -3.48,   -4.13,   -1.94,   -2.30
199112,    4.93,    7.73,    8.32,    6.64,    1.32,    3.86,    6.48,    7.13,    8.28,    8.72,    8.01,    6.58,    6.69,    4.82,   -0.54
199201,    8.58,    3.85,    6.06,    9.69,   24.16,   11.18,    5.11,    3.12,    4.47,    5.04,    6.94,    7.66,   11.39,   14.46,   29.67
199202,    1.58,    3.62,    3.80,    4.45,    7.61,    0.97,    2.31,    3.75,    3.49,    3.24,    4.24,    5.86,    3.40,    4.86,    9.18
199203,    0.59,    2.17,   -0.91,   -1.98,   -1.94,    1.26,   -0.28,    3.61,    0.65,   -0.51,   -1.27,   -1.60,   -2.22,   -3.44,   -1.20
199204,    1.13,    1.92,   -0.85,   -2.96,   -6.24,    1.47,    0.68,    1.81,    2.03,   -0.24,   -1.36,   -1.81,   -3.76,   -5.79,   -6.44
199205,    1.22,    0.64,    0.79,    0.20,    0.08,    1.35,    1.04,    0.87,    0.37,    0.81,    0.77,    0.51,   -0.04,   -0.03,    0.13
199206,   -0.16,   -1.77,   -3.38,   -3.70,   -5.46,   -0.14,   -0.20,   -1.75,   -1.79,   -3.18,   -3.58,   -3.86,   -3.58,   -5.27,   -5.55
199207,    4.00,    3.47,    2.95,    4.25,    1.87,    4.34,    3.69,    3.77,    3.17,    2.80,    3.11,    4.77,    3.91,    3.46,    1.21
199208,   -0.47,   -1.57,   -2.07,   -1.80,   -3.52,   -0.40,   -0.54,   -1.27,   -1.84,   -2.44,   -1.76,   -1.19,   -2.24,   -2.61,   -3.86
199209,    1.28,    1.41,    2.28,    2.22,    0.97,    0.77,    1.75,    1.47,    1.36,    2.93,    1.73,    2.12,    2.31,    1.98,    0.58
199210,    0.49,    1.76,    1.99,    3.65,    2.13,   -0.28,    1.19,    1.22,    2.26,    2.45,    1.56,    3.08,    4.11,    4.00,    1.49
199211,    2.85,    5.01,    6.37,    7.98,    8.42,    1.55,    4.11,    4.49,    5.51,    6.69,    6.10,    7.29,    8.47,    9.46,    8.05
199212,    2.66,    3.50,    4.19,    3.79,    4.03,    2.80,    2.54,    3.34,    3.63,    3.57,    4.67,    3.39,    4.01,    4.55,    3.83
199301,    2.08,    2.23,    3.81,    4.60,    9.25,    2.06,    2.10,    1.78,    2.67,    3.37,    4.22,    5.17,    4.20,    4.92,   11.06
199302,    2.70,    0.96,   -0.26,   -1.66,   -2.33,    3.60,    1.87,    0.64,    1.23,    0.05,   -0.52,   -1.23,   -1.95,   -3.08,   -2.02
199303,    2.71,    3.45,    3.63,    3.93,    2.47,    2.32,    3.09,    3.55,    3.37,    3.90,    3.41,    3.79,    4.05,    2.86,    2.31
199304,   -1.52,   -2.56,   -2.82,   -2.69,   -1.49,   -1.21,   -1.82,   -2.26,   -2.85,   -2.66,   -2.96,   -1.97,   -3.21,   -2.61,   -1.13
199305,    0.59,    1.98,    2.43,    3.84,    4.96,   -0.03,    1.15,    1.70,    2.26,    2.39,    2.46,    3.17,    4.35,    4.64,    5.07
199306,    1.62,    0.68,    0.86,    0.40,    1.73,    1.85,    1.44,    0.75,    0.62,    1.44,    0.46,    0.28,    0.49,    1.03,    1.98
199307,    1.67,    1.29,    1.88,    1.28,    1.17,    2.06,    1.35,    1.49,    1.10,    1.68,    2.07,    1.79,    0.94,    1.41,    1.07
199308,    3.03,    3.40,    4.97,    4.59,    3.81,    2.47,    3.55,    3.76,    3.11,    4.85,    5.08,    4.46,    4.68,    4.71,    3.52
199309,    0.37,    1.08,    1.60,    2.91,    3.50,    0.46,    0.28,    0.86,    1.28,    1.17,    1.98,    2.59,    3.13,    3.62,    3.46
199310,   -0.33,    0.96,    2.50,    3.04,    5.47,   -1.10,    0.40,    0.48,    1.45,    2.82,    2.20,    2.80,    3.20,    4.60,    5.80
199311,   -2.85,   -1.63,   -1.63,   -1.95,   -2.82,   -3.10,   -2.63,   -1.83,   -1.42,   -2.29,   -1.10,   -1.57,   -2.22,   -2.32,   -3.00
199312,    2.19,    3.08,    3.89,    3.31,   -0.17,    2.44,    1.94,    2.31,    3.86,    3.27,    4.42,    3.18,    3.41,    2.48,   -1.01
199401,    1.88,    3.02,    3.15,    3.88,    6.03,    1.15,    2.59,    2.31,    3.64,    3.04,    3.25,    3.98,    3.82,    4.81,    6.35
199402,   -1.81,   -0.82,   -0.58,   -0.55,   -0.59,   -1.78,   -1.84,   -1.26,   -0.38,   -0.34,   -0.76,   -0.51,   -0.57,   -0.66,   -0.57
199403,   -2.79,   -3.35,   -4.09,   -4.89,   -4.49,   -2.26,   -3.29,   -3.73,   -3.02,   -3.59,   -4.57,   -4.66,   -5.05,   -4.63,   -4.45
199404,    1.66,    0.50,    0.87,    0.61,   -2.91,    1.69,    1.63,    0.85,    0.17,    0.69,    1.04,    0.88,    0.40,   -0.49,   -3.56
199405,   -0.07,    1.09,    1.03,   -0.07,   -0.73,   -0.74,    0.59,    0.87,    1.29,    0.51,    1.45,   -0.54,    0.36,   -0.80,   -0.72
199406,   -1.05,   -1.03,   -0.35,   -0.91,   -4.00,   -1.00,   -1.11,   -1.09,   -0.97,   -0.10,   -0.57,   -0.12,   -1.50,   -2.58,   -4.39
199407,    2.16,    2.73,    2.16,    2.11,    0.81,    2.10,    2.22,    3.09,    2.42,    2.28,    2.06,    2.38,    1.91,    1.79,    0.51
199408,    3.18,    3.25,    4.06,    4.92,    3.77,    3.05,    3.31,    2.58,    3.89,    3.47,    4.56,    4.31,    5.36,    4.81,    3.50
199409,   -2.25,   -1.22,   -0.84,   -0.09,    1.68,   -2.00,   -2.48,   -1.63,   -0.82,   -1.20,   -0.52,   -0.60,    0.35,    1.59,    1.71
199410,    0.46,   -0.11,   -0.18,   -0.08,    0.12,    0.69,    0.23,   -0.27,    0.06,   -0.09,   -0.25,   -0.20,    0.00,    0.23,    0.09
199411,   -2.96,   -4.05,   -4.95,   -4.09,   -4.54,   -2.50,   -3.46,   -4.06,   -4.04,   -5.15,   -4.78,   -4.46,   -3.78,   -3.62,   -4.79
199412,    1.44,    1.67,    2.18,    1.49,   -2.94,    1.03,    1.86,    1.72,    1.63,    1.32,    2.90,    1.42,    1.54,   -0.19,   -3.66
199501,    2.94,    2.06,    0.78,    1.08,    4.27,    3.43,    2.42,    1.73,    2.37,    1.24,    0.40,    1.07,    1.09,    1.03,    5.15
199502,    3.48,    4.67,    4.19,    4.05,    2.56,    2.94,    4.00,    4.79,    4.56,    3.67,    4.61,    4.64,    3.63,    3.65,    2.23
199503,    0.90,    2.27,    2.27,    2.34,    1.64,    0.44,    1.32,    2.53,    2.03,    2.57,    2.01,    2.76,    1.99,    2.30,    1.44
199504,    1.85,    2.58,    2.51,    2.51,    2.42,    1.63,    2.07,    2.73,    2.45,    2.98,    2.12,    2.77,    2.32,    2.21,    2.48
199505,    3.45,    2.43,    2.62,    2.06,    1.54,    3.70,    3.23,    2.22,    2.60,    2.98,    2.33,    1.72,    2.32,    2.28,    1.35
199506,    1.87,    2.71,    3.05,    4.53,    6.91,    1.33,    2.42,    2.49,    2.91,    3.12,    2.99,    4.09,    4.84,    5.94,    7.15
199507,    2.11,    3.76,    5.03,    4.71,    7.07,    1.46,    2.76,    3.54,    3.95,    4.68,    5.35,    4.66,    4.75,    6.40,    7.26
199508,    2.84,    2.29,    3.38,    2.98,    4.04,    2.65,    3.02,    2.26,    2.33,    3.36,    3.39,    3.17,    2.84,    3.38,    4.23
199509,    3.62,    2.40,    1.96,    1.81,    3.15,    3.69,    3.55,    3.15,    1.76,    2.34,    1.65,    2.27,    1.45,    2.31,    3.40
199510,   -0.27,   -1.72,   -2.61,   -3.00,   -5.83,   -0.12,   -0.42,   -1.82,   -1.64,   -1.82,   -3.29,   -3.57,   -2.58,   -3.41,   -6.46
199511,    3.70,    4.21,    3.78,    3.22,    0.35,    2.76,    4.60,    4.89,    3.62,    3.79,    3.77,    3.48,    3.04,    3.37,   -0.51
199512,    3.09,    2.30,    2.02,    3.00,   -0.43,    3.42,    2.79,    2.41,    2.21,    2.06,    1.99,    3.33,    2.76,    1.05,   -0.83
199601,    1.15,    2.71,    1.16,    0.36,    3.98,    1.44,    0.89,    2.79,    2.64,    1.51,    0.87,    0.77,    0.07,    1.59,    4.69
199602,    1.34,    2.15,    2.50,    2.93,    4.62,    0.82,    1.77,    2.08,    2.21,    2.44,    2.56,    2.30,    3.40,    3.91,    4.80
199603,    1.39,    1.75,    2.25,    2.47,    3.09,    0.73,    2.01,    1.50,    1.98,    1.57,    2.91,    2.67,    2.32,    3.74,    2.93
199604,    0.02,    2.07,    3.16,    5.02,    8.43,   -0.90,    0.86,    1.75,    2.32,    2.83,    3.49,    4.45,    5.56,    7.35,    8.74
199605,    1.56,    1.93,    2.61,    4.07,    9.51,    1.32,    1.78,    1.78,    2.06,    2.78,    2.47,    3.65,    4.41,    5.50,   10.68
199606,    1.44,    0.03,   -0.70,   -1.50,   -5.26,    1.58,    1.32,    0.57,   -0.48,   -1.27,   -0.24,   -1.63,   -1.40,   -3.46,   -5.72
199607,   -3.06,   -3.52,   -4.78,   -5.33,  -11.43,   -2.58,   -3.53,   -3.08,   -3.94,   -4.91,   -4.67,   -5.53,   -5.19,   -8.02,  -12.27
199608,    3.70,    4.15,    4.35,    4.59,    4.58,    3.34,    4.05,    3.74,    4.52,    3.80,    4.84,    4.57,    4.60,    5.11,    4.45
199609,    3.34,    3.82,    3.69,    2.82,    2.79,    2.66,    4.08,    3.71,    3.94,    3.77,    3.62,    2.57,    3.01,    2.80,    2.79
199610,    2.78,    1.59,    1.62,    0.72,   -4.83,    2.65,    2.90,    1.90,    1.31,    1.93,    1.34,    0.87,    0.59,   -0.49,   -5.99
199611,    5.03,    5.64,    4.39,    3.75,    1.04,    4.33,    5.69,    5.77,    5.52,    5.09,    3.81,    4.81,    3.00,    3.75,    0.33
199612,    0.51,    1.20,    2.47,    1.66,   -1.93,    0.41,    0.61,    0.66,    1.69,    2.03,    2.84,    1.61,    1.69,    1.36,   -2.90
199701,    2.54,    3.45,    3.07,    4.06,    8.56,    2.26,    2.80,    3.37,    3.51,    3.31,    2.87,    2.66,    5.12,    4.26,    9.84
199702,    2.69,    2.49,    1.92,    0.35,   -3.48,    2.87,    2.51,    2.22,    2.73,    1.74,    2.09,    1.35,   -0.27,   -2.71,   -3.68
199703,   -1.70,   -2.51,   -2.27,   -2.91,   -7.02,   -1.71,   -1.69,   -2.47,   -2.55,   -2.50,   -2.06,   -3.16,   -2.72,   -4.33,   -7.76
199704,    1.49,    1.81,    0.80,   -0.44,   -4.45,    0.75,    2.23,    2.38,    1.36,    0.81,    0.79,   -0.27,   -0.58,   -2.23,   -5.08
199705,    5.27,    7.11,    6.86,    9.03,   10.20,    4.51,    6.06,    7.21,    7.03,    6.69,    7.03,    8.68,    9.27,   11.31,    9.88
199706,    5.32,    5.62,    5.89,    6.39,    3.59,    4.77,    5.82,    5.74,    5.52,    6.00,    5.79,    6.50,    6.32,    5.27,    3.04
199707,    5.97,    6.12,    5.56,    5.63,    4.69,    5.66,    6.25,    6.35,    5.91,    6.22,    4.96,    4.74,    6.32,    5.68,    4.42
199708,   -0.04,    0.85,    1.74,    2.77,    4.44,   -0.04,   -0.04,    0.08,    1.56,    0.80,    2.65,    1.89,    3.37,    3.64,    4.63
199709,    6.63,    6.87,    7.37,    8.43,    9.38,    7.31,    5.95,    6.81,    6.92,    7.09,    7.65,    8.54,    8.34,    9.34,    9.39
199710,   -0.27,   -1.27,   -1.47,   -2.03,   -2.51,    0.54,   -1.01,   -0.93,   -1.56,   -1.80,   -1.19,   -1.90,   -2.14,   -2.50,   -2.51
199711,    3.71,    1.97,    1.73,    0.32,   -4.41,    3.93,    3.51,    1.92,    2.01,    1.47,    1.96,    0.64,    0.07,   -1.06,   -5.23
199712,    5.71,    4.08,    3.74,    1.57,   -6.93,    5.98,    5.45,    3.75,    4.39,    3.39,    4.05,    1.69,    1.47,   -0.17,   -8.77
199801,   -1.73,   -1.37,   -0.85,   -0.32,    2.89,   -1.75,   -1.71,   -2.00,   -0.81,   -0.92,   -0.78,   -0.50,   -0.17,    0.34,    3.72
199802,    5.54,    6.31,    7.25,    6.64,    6.27,    5.22,    5.86,    6.59,    6.08,    7.21,    7.28,    6.85,    6.48,    7.26,    5.90
199803,    4.88,    4.40,    4.77,    5.74,    4.91,    5.68,    4.14,    4.33,    4.46,    5.39,    4.18,    5.49,    5.92,    6.00,    4.52
199804,    0.28,    1.23,    1.76,    1.75,    3.63,   -0.10,    0.62,    0.96,    1.46,    1.67,    1.85,    1.21,    2.12,    2.33,    4.09
199805,   -2.00,   -2.35,   -2.27,   -3.47,   -5.85,   -1.73,   -2.24,   -2.20,   -2.49,   -1.79,   -2.73,   -2.59,   -4.17,   -4.90,   -6.22
199806,   -0.16,   -1.21,   -1.16,   -0.50,   -4.55,    0.20,   -0.50,   -1.39,   -1.07,   -1.45,   -0.86,   -0.59,   -0.43,   -1.91,   -5.43
199807,   -3.75,   -4.34,   -4.17,   -6.27,   -6.41,   -3.17,   -4.35,   -4.32,   -4.36,   -3.90,   -4.38,   -6.01,   -6.45,   -5.98,   -6.53
199808,  -10.29,  -15.35,  -16.18,  -18.27,  -23.57,   -8.00,  -12.53,  -14.52,  -16.12,  -15.28,  -16.99,  -17.03,  -19.23,  -21.16,  -24.46
199809,    2.77,    3.23,    3.26,    4.07,    4.11,    2.11,    3.44,    2.69,    3.82,    2.92,    3.55,    3.89,    4.22,    5.92,    3.45
199810,    1.89,    3.79,    4.09,    3.75,    3.78,    0.73,    3.00,    3.75,    3.82,    4.12,    4.06,    2.62,    4.77,    4.46,    3.48
199811,    3.30,    4.55,    4.60,    6.21,   11.03,    2.17,    4.43,    4.10,    4.97,    4.24,    4.89,    5.62,    6.63,    9.97,   11.42
199812,    2.90,    2.62,    2.09,    3.69,    2.16,    2.97,    2.83,    2.65,    2.59,    1.19,    2.81,    3.90,    3.54,    3.64,    1.61
199901,   -3.31,   -1.33,   -0.09,    2.14,   13.76,   -3.67,   -2.98,   -2.13,   -0.55,   -0.05,   -0.13,    1.11,    2.98,    4.59,   16.79
199902,   -2.19,   -3.61,   -3.89,   -5.24,   -5.55,   -2.29,   -2.11,   -3.79,   -3.46,   -3.79,   -3.99,   -3.67,   -6.12,   -7.43,   -4.83
199903,   -2.32,   -0.82,   -1.30,   -1.12,   -0.84,   -2.83,   -1.85,   -0.42,   -1.17,   -0.66,   -1.78,   -1.24,   -1.03,   -2.02,   -0.44
199904,    4.94,    7.24,    7.67,    7.84,   10.00,    3.58,    6.29,    6.66,    7.85,    7.13,    8.20,    7.31,    8.21,    8.97,   10.43
199905,    2.51,    1.71,    2.57,    3.38,    4.19,    2.82,    2.18,    1.46,    1.97,    1.92,    3.13,    2.81,    3.76,    4.80,    3.94
199906,    1.88,    3.72,    4.18,    4.62,    3.87,    1.61,    2.15,    3.80,    3.64,    3.77,    4.56,    4.19,    4.92,    5.71,    3.11
199907,    0.51,   -0.71,   -0.30,    0.19,    1.57,    0.50,    0.52,   -0.68,   -0.73,   -1.13,    0.50,   -0.18,    0.48,    0.67,    1.91
199908,   -2.63,   -3.35,   -3.74,   -3.21,   -3.66,   -2.22,   -3.05,   -4.46,   -2.29,   -3.03,   -4.38,   -4.10,   -2.61,   -1.91,   -4.26
199909,   -3.15,   -3.45,   -3.13,   -2.37,   -0.76,   -2.65,   -3.66,   -3.78,   -3.12,   -2.93,   -3.30,   -3.12,   -1.81,   -2.11,   -0.30
199910,    1.26,    1.00,   -0.63,   -0.83,   -0.24,    0.59,    1.91,    1.19,    0.82,    0.14,   -1.33,   -0.80,   -0.84,   -0.11,   -0.29
199911,   -1.07,    0.47,    1.31,    4.13,   16.95,   -1.36,   -0.76,   -0.21,    1.11,    0.92,    1.61,    2.00,    5.71,    9.45,   20.10
199912,   -2.11,    0.36,    2.13,    5.64,   14.78,   -2.34,   -1.87,   -0.59,    1.32,    1.28,    2.93,    4.09,    6.79,    9.38,   16.99
200001,   -2.82,   -4.03,   -2.64,    1.10,   11.78,   -1.55,   -4.03,   -3.52,   -4.60,   -4.16,   -1.34,    0.08,    1.86,    3.48,   14.61
200002,   -3.60,   -4.59,   -1.44,    4.51,   24.65,   -2.27,   -5.20,   -5.63,   -3.53,   -2.17,   -0.85,    1.53,    6.89,   12.41,   28.51
