This file was created by CMPT_ME_BEME_NI_ACCR_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME, BEME, NI, and AC/B.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t−2 to t−1. 
Ac/B (accruals) is the change in operating working capital per split-adjusted share from t−2 to t−1
divided by book equity per split-adjusted share in t−1.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL NegNI,SMALL ZeroNI,SMALL LoNI,ME1 NI2,ME1 NI3,ME1 NI4,SMALL HiNI,ME2 NegNI,ME2 ZeroNI,ME2 LoNI,ME2 NI2,ME2 NI3,ME2 NI4,ME2 HiNI,ME3 NegNI,ME3 ZeroNI,ME3 LoNI,ME3 NI2,ME3 NI3,ME3 NI4,ME3 HiNI,ME4 NegNI,ME4 ZeroNI,ME4 LoNI,ME4 NI2,ME4 NI3,ME4 NI4,ME4 HiNI,BIG NegNI,BIG ZeroNI,BIG LoNI,ME5 NI2,ME5 NI3,ME5 NI4,BIG HiNI
199001,   -6.6437,   -5.4229,   -9.9229,   -7.2371,   -4.6361,   -7.4407,   -7.2513,   -8.9534,   -6.5817,   -5.9935,   -8.7788,   -7.9126,   -9.3566,  -10.8084,   -7.6802,   -5.3014,   -6.4410,   -8.6727,  -11.0180,   -9.1093,   -8.9972,   -8.4498,   -4.8907,   -6.6990,   -9.3147,   -7.6092,   -6.2405,   -8.6534,   -7.2056,   -3.0211,   -6.8306,   -6.7926,   -7.2898,   -6.1705,   -4.5775
199002,    1.4577,    1.1649,    2.1055,    2.4106,    1.1266,    2.6104,    2.3108,    2.4313,    3.2820,    3.7597,    3.2889,    3.3715,    4.0147,    3.3699,    1.7848,    1.5968,    1.3502,    2.1749,    4.2253,    3.2095,    4.0264,    1.4813,    2.2523,    2.5007,    0.2402,    1.8569,    1.8310,    4.2987,    1.2077,    0.2401,    2.2851,    0.1996,    1.0844,    3.5865,    2.3400
199003,    1.5739,    1.7058,    1.6876,    4.1021,    2.7811,    2.3116,    3.8567,    4.0212,    1.9083,    3.7019,    3.2992,    5.2700,    4.5766,    4.5331,    3.5387,    1.0318,    0.4846,    2.6532,    4.2513,    2.4326,    2.9148,    3.8084,    1.8773,    2.0500,    2.2041,    5.1404,   -1.9695,    1.8060,    2.9722,   -0.1443,    0.7985,    2.2929,    2.7420,    1.6871,   -0.4308
199004,   -3.3584,   -2.8311,   -2.3539,   -3.6623,   -2.9403,   -1.6353,   -2.3559,   -2.3187,   -3.4308,   -3.2171,   -3.6528,   -2.4875,   -5.0911,   -4.8916,   -3.1631,   -4.4134,   -4.7044,   -3.4801,   -2.8904,   -5.0482,   -2.9992,   -4.4485,   -5.9497,   -4.4411,   -4.3736,   -3.4500,   -6.0911,   -4.4272,   -1.8816,   -4.1774,   -0.9282,   -2.7935,   -0.9695,   -5.4728,   -2.8475
199005,    3.4045,    3.6689,    5.5581,    6.5092,    5.1343,    6.7996,    6.8896,    6.8862,    1.7902,    7.9920,    5.5122,    8.2917,    9.7490,    8.9669,    8.3139,    4.0052,    8.7541,    8.3135,    5.6856,   10.6549,    6.2235,    8.1838,    7.8786,    8.3271,   12.0223,    7.9249,   10.9939,   10.2353,    9.1178,    6.4113,   10.4426,   10.0946,   11.0177,   10.0617,    8.8728
199006,    2.0043,    0.5855,    0.6624,    0.7631,    2.3246,   -1.8617,    0.4577,    0.5678,   -0.3263,   -0.4282,   -1.5766,   -0.9977,   -0.2377,    0.4861,    0.4544,    4.3033,    0.4979,   -1.4317,    0.5643,    0.5118,    0.5200,   -1.1792,    1.6829,   -0.2643,   -1.1263,   -1.1423,   -1.5184,   -1.0524,   -1.0646,    0.7712,    0.9773,    0.5048,    1.1107,   -2.7446,   -1.7883
199007,   -3.4354,   -3.1655,   -4.3872,   -3.0174,   -5.2266,   -6.7977,   -4.4089,   -4.7945,   -0.2020,   -4.4634,   -3.5581,   -5.3648,   -4.2868,   -4.7210,   -2.0345,   -1.9870,   -3.9325,   -2.1605,   -5.6804,   -7.3205,   -3.6309,   -3.2984,    1.7661,    0.2411,   -0.4575,   -3.1686,   -3.2720,   -4.0492,    1.1333,    2.9833,   -0.8580,    0.2494,   -6.3004,   -0.3309,   -3.2443
199008,  -10.9385,  -12.1674,  -11.9921,  -15.2794,  -14.3286,  -14.4112,  -14.0488,  -12.7568,   -8.3432,  -11.3708,  -13.0266,  -13.3122,  -15.0704,  -13.8440,  -11.7802,  -11.2151,  -11.0736,  -13.8480,  -12.0803,  -11.3922,  -11.9157,  -10.9366,   -6.6623,   -9.9442,   -9.4500,  -10.1759,  -11.3339,  -11.3133,   -8.2578,   -6.7939,   -9.0108,   -8.9853,  -11.7672,   -8.1780,   -7.9033
199009,   -7.1443,   -7.4402,   -8.1801,   -7.6632,  -11.2324,  -10.3451,   -9.7180,   -8.1089,   -6.0611,   -8.1579,   -9.6753,  -11.1805,   -9.6671,   -9.6510,   -7.7203,   -5.6508,   -6.5877,   -6.4515,   -8.1926,  -10.5850,   -9.7567,   -7.2873,   -4.4309,   -6.1814,   -7.9524,   -6.7762,   -9.7764,   -7.8600,   -4.1673,   -3.3952,   -2.4709,   -6.2416,   -5.5028,   -4.2356,   -6.5482
199010,   -5.3351,   -7.2704,   -9.1205,   -5.4952,   -6.0576,   -5.2463,   -7.7641,   -4.0782,   -8.0522,   -7.4175,   -7.2099,   -2.6907,   -6.3132,   -5.6386,   -3.6758,   -1.8786,   -3.3197,   -3.0094,   -5.8142,   -7.0052,   -5.1239,   -4.1016,    2.1741,   -3.6803,   -2.8921,   -3.3961,   -4.1534,   -1.3078,   -0.2113,   -1.5182,    3.4162,   -0.5230,   -3.4537,    0.5169,   -1.1302
199011,    2.4154,    1.7081,    3.9533,    2.4344,    7.1453,    4.4536,    2.3517,    6.9069,    2.0684,    7.1080,    4.4212,   11.8951,    9.2573,    7.0707,    8.0315,    5.0693,    7.7493,    8.4429,   12.7024,   10.5553,    9.1739,    9.8020,    4.6002,    6.8739,    7.4694,    8.9778,   11.5986,   11.8868,    6.7162,    2.5069,    5.3386,    5.5401,    8.6438,    4.9941,    9.5159
199012,    0.1824,    0.7717,   -1.3672,    1.1399,    0.7383,    1.5255,   -0.8244,    4.8522,    5.2951,    3.8271,    5.6877,    5.1441,    3.8190,    2.9780,    4.0731,    4.8131,    6.1029,    6.6354,    5.0576,    5.0401,    3.1456,    4.2388,    0.2595,    5.1283,    3.3532,    6.4458,    5.1847,    3.4567,    2.4032,    4.0542,    0.7680,    3.6461,    4.7544,    3.3802,    3.0436
199101,    8.7357,    6.7503,    5.6793,   12.6596,   10.1918,   10.4246,    5.7279,    6.8875,    3.0692,    5.5585,    9.8559,   10.1126,   11.2287,    7.8530,    6.2306,    4.4713,    4.8356,    8.2208,    9.5178,    8.1775,   11.1383,    7.1832,    2.0321,    4.5245,    5.1980,    6.9250,    7.6242,    8.0132,    3.6334,    0.7793,    3.2143,    6.5419,    5.6285,    6.3146,    4.1964
199102,   11.8958,   10.7437,   14.7084,   11.5265,   15.8142,   12.8121,   13.6717,    9.7356,   11.8032,    9.8763,   10.2016,   12.4957,   12.4596,   10.3633,   10.0559,    7.5079,    7.0028,    7.4173,    9.0330,   10.1346,   11.2919,    7.8833,    8.8977,    7.9394,    7.9859,   10.7912,    8.7021,    8.3358,    6.5745,    4.2582,    5.3346,    9.8651,    7.1807,    5.8049,    8.6607
199103,    7.9170,    5.7183,    7.9724,    8.5858,    7.7619,   10.4986,    8.6189,    7.5874,    5.4037,    5.3119,    3.8245,    7.1675,    5.6497,    5.4989,    3.9313,    3.8068,    4.8956,    2.9442,    6.5791,    5.8193,    6.5758,    3.5292,    4.1758,    3.4840,    2.2050,    5.2256,    5.5495,    4.4705,    1.7784,    0.1409,    3.5985,    2.7716,    3.7113,    1.7837,    2.7776
199104,    1.8001,    2.0905,    1.3732,   -0.2327,    1.0287,    1.4534,    0.4642,    1.0083,   -1.2210,    0.1774,    1.1789,    0.0083,   -0.7929,    1.1580,    0.6247,    2.4112,   -0.0309,    1.0438,   -0.2433,    1.4004,   -2.3858,    1.4503,   -1.0793,    1.1767,    1.7294,   -1.2725,    1.2222,    1.8382,    0.2271,    0.9349,    0.9332,   -0.8518,    0.3860,   -1.1797,    1.7403
199105,    4.2199,    3.0009,    4.2397,    2.9304,    2.3762,    3.8007,    1.9311,    4.1471,    3.6176,    3.7211,    5.7823,    4.9814,    6.5036,    2.7513,    4.9583,    2.6247,    4.3447,    3.6972,    6.4933,    2.9133,    3.8373,    4.8598,    2.2066,    5.0178,    6.6263,    5.8120,    4.6844,    4.2427,    4.7559,    3.9723,    2.2480,    3.9530,    4.2345,    1.9821,    4.1684
199106,   -4.5185,   -3.5679,   -4.3858,   -2.7038,   -3.6970,   -5.4070,   -6.3181,   -4.2604,   -2.8319,   -2.0372,   -3.8018,   -6.0342,   -3.9946,   -6.1018,   -2.1215,   -1.6245,   -2.4999,   -3.3979,   -6.2234,   -4.9873,   -5.9621,   -4.3741,   -2.3969,   -3.0475,   -6.4780,   -4.5119,   -5.4345,   -4.8959,   -4.3856,   -1.6454,   -2.1375,   -4.9840,   -5.8040,   -5.8773,   -5.6146
199107,    2.9950,    2.9975,    2.4862,    6.6423,    2.6946,    1.8291,    1.8572,    3.5786,    1.3397,    1.0353,    2.7415,    3.5320,    3.1086,    5.5876,    4.3041,    3.2176,    3.7404,    4.7649,    5.9816,    5.5074,    6.4469,    2.1868,    3.7747,    4.0766,    5.4020,    5.0646,    5.9997,    7.8777,    4.4907,    2.9334,    5.5683,    4.8203,    3.9396,    5.2266,    7.3328
199108,    2.4296,    1.1415,    2.7776,    3.9698,    4.7229,    2.2266,    3.9443,    2.8414,    4.8019,    3.0043,    2.6474,    3.9195,    2.1459,    5.7388,    3.3536,    2.2621,    2.3120,    3.5067,    7.0003,    6.3568,    5.0843,    2.0414,    3.1795,    0.9469,    2.4435,    3.1812,    4.3517,    2.1904,    2.4258,    0.6445,    3.1729,    1.9927,    1.8416,    3.9578,    4.0046
199109,   -0.1307,    1.7956,   -0.6507,    1.7225,   -1.9231,    1.1529,    4.4254,    1.5546,   -1.3243,   -0.7577,   -0.0086,    3.8484,   -0.0571,    0.5227,   -1.3131,    1.7549,    0.7420,    1.3230,   -1.4860,   -0.4364,   -1.4124,   -1.2328,    2.0291,   -1.7423,   -1.4897,    2.0679,    0.5983,   -3.1897,   -1.4473,    3.7636,   -2.6427,   -1.4780,   -1.0424,   -1.1457,   -2.5255
199110,    2.1565,    2.6521,    2.2652,    5.5862,    3.6149,    5.1141,    5.3866,   -0.1064,    1.7933,   -1.6703,    1.5476,    2.9858,    4.5933,    3.7873,    4.5260,    3.4753,    1.4121,    3.2660,   -0.8029,    0.9448,    1.9815,    2.8064,    1.2127,    1.4377,    0.3634,    1.9725,    3.0275,    1.5934,    1.5220,    0.6657,    0.7810,    1.6207,    3.5081,    1.5441,   -1.4453
199111,   -1.8474,   -2.6610,   -2.1813,   -4.3330,   -3.3878,   -4.8194,   -2.3587,   -3.6163,   -1.2692,   -4.2698,   -4.8779,   -4.8879,   -4.5804,   -7.7390,   -5.6312,   -2.3576,   -3.2683,   -7.2360,   -2.6387,   -3.2754,   -3.5898,   -3.0673,   -0.6278,   -4.2777,   -3.3372,   -4.5146,   -4.1023,   -5.0524,   -4.3296,    1.1708,   -0.9260,   -3.7981,   -4.0345,   -2.1681,   -4.0714
199112,    4.5370,    3.4520,    5.0556,    8.1955,    5.0903,    5.5249,    2.7244,    7.9805,    3.8665,    8.6650,    7.3392,    8.7250,    9.4677,    8.5843,   11.5130,    4.0221,   10.6253,   12.1002,    8.4467,    9.6637,   15.4247,   10.5429,    4.9369,    9.9304,   14.4846,   11.7435,    8.5543,   11.5295,   11.0574,    7.1617,   13.6122,   11.2514,   11.4588,   13.1231,   12.5965
199201,   11.8366,   14.4992,   13.8248,   12.2853,   14.4630,   16.6395,   15.7710,    6.5113,    7.7655,    8.6913,    7.3197,    4.9864,    6.8760,    7.8918,    4.3524,    6.4689,    5.4389,    4.3323,    5.1324,    4.8744,    3.1830,    1.4030,   -1.1840,    3.3256,   -1.3782,   -0.2462,    1.3682,    4.8256,   -3.1422,   -3.8831,   -2.0279,   -0.8091,   -3.6993,    0.1647,    2.6640
199202,    6.1788,    4.5110,    8.1654,    2.9316,    5.2526,    5.4521,    1.6017,    3.5417,    0.6429,    4.4456,    5.5907,    2.1652,    1.5256,    1.1697,    3.8148,    4.6087,    2.3313,    1.9249,    5.9979,    5.3684,   -2.0146,    2.3071,    0.6870,    1.0880,    1.7355,    2.4846,    2.1405,    2.8714,    1.0363,   -1.6209,   -0.0676,    0.9240,    1.3761,    0.9736,    0.7206
199203,   -0.9867,   -0.8681,   -3.9453,   -2.0789,   -3.0511,   -4.2732,   -5.0472,   -1.1436,    0.1607,   -0.9625,   -1.1908,   -3.2822,   -5.5609,   -8.5981,   -0.3388,    2.5660,   -1.0113,   -2.5461,   -1.7989,   -3.1856,   -6.8200,   -1.7271,    0.2145,   -2.6649,   -4.3683,   -3.4427,   -3.8383,   -5.0470,   -2.3615,    0.4890,   -1.2937,   -2.5686,    0.4580,   -1.8678,   -3.0199
199204,   -2.8731,   -2.4660,   -3.1988,   -5.0984,   -5.0068,   -8.1818,   -7.9249,   -1.9904,   -3.0546,   -1.8824,   -1.8911,   -4.7565,   -6.0383,   -5.5009,   -1.2571,    0.3449,   -2.2698,   -0.2106,   -1.0544,   -1.7670,   -5.4302,    0.5369,    3.5565,    1.3357,    0.9365,    1.9708,    2.3611,   -1.9049,    3.9117,    3.0825,    0.7730,    2.4722,    2.8404,    0.9808,    0.7338
199205,    0.1139,    0.2490,    1.9629,    2.2312,   -0.3374,    0.0061,   -2.0436,    2.2879,    0.7051,   -0.1411,    0.2374,   -0.4507,    2.3193,    1.3138,   -0.4224,    0.0877,    1.3812,    0.3865,    2.1064,    1.4278,    2.4627,    0.7359,    0.3178,   -1.8626,   -0.3505,    1.0805,    1.7342,    2.6554,    0.8948,    2.5127,   -0.2728,   -0.3573,    0.3345,    0.6258,    0.8380
199206,   -4.2611,   -3.9291,   -5.0325,   -4.8429,   -5.2564,   -7.2526,   -7.8024,   -3.1403,   -2.3006,   -2.4204,   -4.6311,   -4.7048,   -5.2907,   -5.5037,   -1.4975,   -2.9677,   -1.1934,   -2.0628,   -3.9619,   -2.1800,   -6.7473,   -1.5091,    0.4985,   -2.3892,   -1.7637,   -3.0259,   -1.6196,   -2.8862,   -1.4030,    2.2917,   -1.7511,   -2.9377,   -0.0282,   -2.0929,   -5.0348
199207,    1.5562,    2.4633,    1.8983,    2.4730,    3.5741,    0.7631,    1.6293,    2.8914,    5.2038,    2.1988,    3.7403,    1.9394,    2.9852,    4.6135,    5.2670,    2.3863,    4.3213,    3.6465,    2.3346,    5.3334,    5.6826,    6.4337,    6.5978,    2.4857,    4.7809,    2.9784,    3.5661,    2.4673,    3.5875,    6.1919,    6.2001,    4.9679,    4.5455,    3.2807,    2.6179
199208,   -2.5288,   -2.0049,   -3.4672,   -3.3092,   -4.2183,   -4.0320,   -4.0805,   -1.3286,   -2.5534,   -1.8889,   -3.7093,   -1.1334,   -2.0830,   -4.5854,   -1.8482,   -2.2745,   -3.5962,   -2.9970,   -2.3561,   -3.3221,   -2.7922,   -0.8368,   -0.9486,   -1.0960,   -3.6287,   -1.3238,   -3.7752,   -3.7931,   -0.9622,   -2.5266,   -1.7674,   -0.5901,   -1.2294,   -5.6460,   -3.0221
199209,    1.6980,   -0.1526,    1.3025,    0.8589,    2.1886,    1.4198,    0.5043,    2.1175,    2.3813,    3.3943,    3.9324,    0.1992,    2.9987,    1.6098,    0.8517,    3.5498,    2.1032,    1.3293,    1.9829,    3.1678,    4.3142,    2.2224,    0.8203,    2.4306,    0.9077,    0.8845,    2.2104,    0.6750,    0.5480,    1.2783,    0.6089,    1.3460,    2.3098,    1.4755,    1.8323
199210,    3.3813,    1.7603,    1.2252,    2.2593,    1.6913,    2.3977,    1.8253,    2.0768,    3.0351,    3.8264,    1.1070,    4.5850,    5.2865,    2.8108,    2.2047,    0.2973,    2.7352,    2.7054,    2.6980,    5.0614,    5.2075,    2.1664,   -0.2595,    3.0779,    3.4742,    2.6234,    3.6542,    2.8063,   -0.9835,   -0.4239,    1.0607,   -0.2063,    1.6232,    2.3484,    1.2907
199211,    7.5869,    6.5807,    8.0490,   10.4082,    9.1467,   10.6062,    9.3386,    6.9721,    5.4407,    7.6313,    7.2126,    6.9267,    5.8394,   10.3744,    6.6991,    5.0708,    4.9238,    6.5315,    8.5110,    7.3011,    8.2506,    3.9386,    1.0796,    4.6403,    5.0545,    4.3782,    5.6072,    6.9953,    2.1367,    1.4211,    2.0484,    3.3321,    3.8962,    5.9498,    6.0386
199212,    5.0797,    4.1882,    4.4814,    4.0624,    3.9140,    2.8423,    2.3702,    4.7026,    3.5203,    3.7801,    3.8640,    3.6626,    2.6145,    1.4466,    4.3562,    4.3148,    3.5398,    1.9508,    3.5449,    4.6935,    2.9436,    4.7279,    2.4048,    1.4848,    1.8186,    3.1793,    4.7741,    1.7451,   -0.2091,    4.2582,    0.1818,    1.4318,    1.4015,    2.9537,    3.0985
199301,    6.1449,    8.6475,    5.4946,    5.1839,    4.3954,    3.3103,    5.4176,    3.4649,    5.3646,    4.5652,    5.9926,    4.3421,    2.9036,   -0.0018,    1.1304,    2.7160,    3.4741,    1.2697,    3.9552,    3.7152,   -0.2518,    3.1351,    2.3905,    1.1601,    1.3850,    2.7745,    3.7810,    1.1609,   -1.4937,    1.6554,   -0.5990,    0.4376,    0.5679,    3.7649,    2.2457
199302,   -1.4072,    0.4214,   -1.4589,   -2.5688,   -1.1040,   -3.4608,   -6.5872,   -0.4600,    1.3101,   -2.1563,   -0.9750,   -1.9283,   -1.3363,   -6.6409,   -0.2942,    2.5329,   -0.9191,    0.1680,    1.2036,   -2.4943,   -5.5902,   -0.4605,    5.1416,    0.1319,    0.6639,    2.4676,   -2.3892,   -1.1392,   -0.3385,    3.8187,    2.0413,    2.9452,    2.5645,    0.5301,    1.5060
199303,    3.3315,    4.0938,    2.5810,    4.1468,    2.9262,    2.1013,    1.9677,    2.7737,    4.4550,    3.3661,    2.9542,    1.0638,    2.3444,    1.3454,    2.5943,    3.7231,    4.5593,    3.1436,    4.9194,    5.4739,    3.1244,    3.9352,    2.7503,    2.8000,    2.6022,    3.3730,    4.7149,    5.1454,    1.3678,    2.3835,    3.2364,    3.3469,    1.0642,    2.4457,    2.5088
199304,   -3.1138,   -1.5565,   -2.4482,   -3.7007,   -2.2261,   -2.0512,   -3.0760,   -2.4610,   -2.2215,   -3.5828,   -5.0675,   -3.4743,   -3.0524,   -2.2688,   -3.9589,    1.8396,   -2.8202,   -3.6417,   -3.5303,   -1.9015,   -0.9196,   -2.3167,   -2.1466,   -1.5880,   -1.7367,   -3.4450,   -4.2367,   -5.0810,   -2.3521,    0.4503,   -1.0837,   -1.7560,   -4.8195,   -2.7229,   -5.1845
199305,    3.0659,    3.2127,    3.8056,    4.5700,    5.7426,    3.1417,    5.3654,    1.0366,    1.7065,    3.3599,    3.3647,    5.8757,    6.9526,    7.1432,    4.1867,    2.1624,    4.4249,    2.3556,    6.1586,    5.3648,    5.3951,    5.2076,    2.1032,    4.1149,    2.0986,    0.9770,    4.5748,    5.8805,    2.4552,    1.5459,    1.3332,    4.1781,    2.3349,    2.2833,    3.9556
199306,    1.5314,    0.3244,    0.1912,   -0.1242,   -0.5222,    0.0317,    0.2663,    0.1713,    0.0712,    1.0203,   -0.5210,    0.2371,    2.9784,    0.2743,    1.0572,    1.9898,    0.8193,   -0.2655,    0.2666,   -0.6728,    0.5061,    0.7907,   -0.5540,    1.0828,    0.3455,    2.4248,    3.8871,    1.7141,   -0.5353,    2.8553,   -2.2997,    0.3818,    1.5206,    0.2788,    3.2854
199307,    2.9434,    2.1688,    2.6318,    2.5018,    1.8233,   -1.5278,    0.0093,    2.8743,    2.6225,    1.5017,    1.3307,    2.1023,    0.8272,   -0.2112,    0.8605,    1.1891,    2.2838,    0.5218,   -0.2647,    0.2736,   -0.1629,   -1.2871,    0.9233,   -0.2972,    0.5286,    0.9235,    0.2303,    0.4883,   -2.0849,    1.4374,   -0.2737,    0.5549,    1.2602,   -1.8113,    2.0171
199308,    3.5652,    3.7504,    4.6515,    2.8695,    4.3293,    4.5444,    4.0943,    3.1331,    2.0558,    3.3533,    4.7922,    5.3155,    5.5136,    5.5676,    3.2422,    4.8352,    5.1260,    3.4893,    2.7429,    4.8955,    4.2531,    3.7360,    4.6389,    4.5224,    3.5934,    5.2384,    5.4137,    6.0179,    4.2792,    1.3254,    2.7676,    3.9577,    2.7855,    5.1646,    0.8968
199309,    2.5742,    3.2652,    4.4621,    2.7156,    3.5331,    2.9207,    2.8599,    2.0331,    3.6583,    1.4684,    2.1333,    3.2655,    1.5170,    4.9223,    1.8712,    1.5198,   -0.7910,    1.4191,    2.8312,    1.3982,    3.1392,    1.1928,   -0.3202,   -2.1258,   -0.6795,    0.7629,    0.6167,    2.1573,   -1.1752,   -1.6916,   -1.2130,   -1.9144,    0.2198,    2.1249,   -1.2451
199310,    5.5887,    4.1251,    4.1036,    4.2124,    4.9030,    3.8286,    5.6312,    0.7930,    3.2572,    2.8662,    2.8056,    0.3193,    1.0142,    4.4349,    2.6924,    4.4361,    3.6512,    0.7578,    0.9236,   -0.8686,   -0.5863,    2.2781,    2.6434,    0.3561,    0.7726,    0.7724,    0.5354,    1.1969,    2.5788,    1.9286,    1.5169,    4.2476,    1.2650,   -1.0954,   -0.5035
199311,   -3.0734,   -3.1650,   -2.9551,   -1.8222,   -1.9891,   -2.9082,   -4.3306,   -2.3469,   -3.3089,   -3.5645,   -2.9820,   -2.1854,   -3.2762,   -4.4266,   -1.5659,   -2.1499,   -1.5589,   -2.1879,   -1.6225,   -3.3233,   -3.4977,   -0.8826,   -2.9603,   -2.5813,   -0.7939,   -2.8477,   -3.4287,   -5.6532,    0.4905,   -5.0080,   -2.2943,    0.5426,   -2.8610,   -1.4900,    1.0216
199312,    1.7331,    0.9244,    0.5170,    3.5075,    0.6927,   -0.3121,    0.9631,    3.3411,    2.7493,    4.7313,    3.0186,    5.3222,    3.3340,    1.9773,    4.0956,    0.0074,    4.0900,    4.4553,    4.5648,    4.8411,    5.8142,    4.9944,    1.0499,    3.5017,    2.7985,    3.2834,    3.2943,    6.4142,    2.0726,    3.4973,    1.7820,   -2.0688,    0.5645,    1.3710,    3.0259
199401,    5.7727,    5.8404,    6.1269,    4.5809,    3.9501,    6.0858,    3.2962,    2.9426,    1.3453,    4.4015,    1.7587,    2.8755,    3.3455,    1.2145,    4.4879,    0.9914,    4.1687,    0.4656,    1.8985,    2.1214,    3.7386,    1.6998,   -0.3569,    2.4692,    4.5299,    2.4211,    3.5741,    2.4216,    1.4520,   -2.7900,    3.7484,    4.7726,    4.5968,    2.0617,    3.7638
199402,   -0.0382,    1.0594,   -0.1950,   -1.2227,    0.4378,   -3.2698,   -1.5269,    0.1043,   -0.9834,   -1.3839,   -1.2876,    0.9214,    0.7131,   -1.5330,    1.2138,    0.6784,   -1.5894,   -0.3806,    1.3670,   -0.9570,    0.3873,   -0.7905,   -3.0070,    0.4766,   -2.2230,   -0.1827,   -2.3854,   -3.1645,   -3.0512,   -3.6061,   -2.9174,   -1.5964,   -4.5073,   -2.5192,   -2.4077
199403,   -4.0156,   -4.4121,   -3.1210,   -3.5535,   -4.6691,   -4.9595,   -7.0046,   -4.7989,   -4.1601,   -4.8909,   -6.4853,   -6.0380,   -6.7262,   -6.6484,   -5.4939,   -5.0665,   -5.9871,   -3.2082,   -5.3892,   -4.6307,   -5.4700,   -3.6877,   -6.2227,   -4.2414,   -5.1120,   -3.7185,   -4.9744,   -4.0207,   -3.5885,   -5.4136,   -3.7264,   -4.8582,   -4.2968,   -4.6525,   -3.5724
199404,    0.4237,    0.5233,    0.4894,   -1.7477,   -1.3414,   -2.6716,   -2.2702,    0.2567,   -0.0829,    1.4688,    2.3006,    2.3576,   -0.6511,    0.0357,   -2.5541,    1.2603,    0.7991,   -0.1876,    0.2131,    1.7369,    1.3798,    0.4474,    4.7597,   -0.8044,    1.6398,    0.6908,    0.7673,    1.7782,    1.6139,    0.2030,    1.5437,    1.1737,    0.2310,    0.9978,    3.9493
199405,    0.3679,   -0.3256,    0.3092,    0.6178,   -0.9130,   -0.9105,   -2.5976,   -1.6315,   -0.9596,   -0.4953,   -0.0799,   -1.3749,    0.1583,   -2.6837,   -1.3455,   -3.8206,    0.9694,   -1.0978,   -2.9541,   -0.9325,   -0.9157,    0.9327,   -2.8412,   -1.7128,    1.0864,   -0.9645,   -1.0065,   -0.4168,    2.1097,   -5.3717,    1.7112,    2.0341,    1.1052,    2.0544,    2.2025
199406,   -0.9595,   -0.4883,   -2.0231,   -2.2027,   -5.0956,   -6.0630,   -5.2444,   -1.2300,   -2.3327,   -1.3571,   -0.8995,   -2.6358,   -4.3121,   -4.1443,   -2.0719,   -1.5565,   -1.2648,    0.4621,   -2.8338,   -4.7089,   -3.1945,   -3.8372,   -1.8516,   -1.3107,   -1.8356,   -2.1135,   -3.6421,   -4.9488,   -2.1501,   -3.0589,   -2.2562,   -2.9578,   -2.3237,   -2.2643,   -3.5783
199407,    1.5068,    1.4901,    1.5245,    0.3236,    0.5200,   -0.2650,   -0.1474,    2.7621,   -0.3782,    2.9337,    1.1975,    0.9238,    3.1680,    2.1183,    1.8120,    4.2433,    3.1696,    2.4649,    3.3980,    2.5849,    3.2354,    2.6957,    5.9985,    4.4601,    4.9081,    2.9313,    2.8143,    2.5364,    3.6665,    4.7337,    3.1517,    2.4834,    3.3485,    3.0727,    2.9570
199408,    3.1132,    2.4844,    3.3308,    3.0845,    3.4632,    5.5680,    3.1448,    5.8047,    5.2570,    4.4547,    4.8506,    6.6136,    5.9832,    7.1751,    5.4870,    5.5751,    4.7146,    6.1184,    5.1983,    8.7742,    5.6452,    4.7740,    4.1032,    3.8272,    2.8679,    4.5863,    7.1627,    6.4535,    6.0095,    2.0038,    1.6813,    3.4637,    2.4769,    5.5824,    4.9959
