This file was created by CMPT_ME_BEME_NI_ACCR_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME, BEME, NI, and AC/B.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t−2 to t−1. 
Ac/B (accruals) is the change in operating working capital per split-adjusted share from t−2 to t−1
divided by book equity per split-adjusted share in t−1.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
                             Small                                                2                                                 3                                                 4                                               Big                        
                             AllBM                                             AllBM                                             AllBM                                             AllBM                                             AllBM                       
                             AllNI                                             AllNI                                             AllNI                                             AllNI                                             AllNI                       
         LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB   
198111    2.0262    1.9428    2.8022    1.9433   -0.0563    3.9248    3.9636    4.0910    4.4962    1.6391    0.8765    4.2302    3.7436    2.7617   -0.0126    4.5341    4.1385    3.7716    6.3464    2.9579    7.0134    4.6450    5.3775    3.6510    1.9969
198112   -2.0172   -2.7645   -0.0521   -1.7862   -2.5485   -3.0948   -2.2246    0.2770   -2.0377   -0.6177   -3.0682   -0.4964   -2.3242   -1.9924   -0.8664   -2.1066   -2.4242   -2.8001   -2.0396   -2.7730   -4.1262   -3.0748   -2.7532   -2.4009   -2.5005
198201   -0.9233   -2.3702   -1.2728   -0.0716   -2.3549   -3.7532   -3.1731   -3.4933   -2.7723   -4.5058   -2.1624   -4.1164   -3.0387   -3.8806   -4.2483   -6.2238   -3.6407   -2.5625   -2.8575   -5.5407   -4.9197   -2.6132   -1.1341    0.1657   -2.5847
198202   -4.7311   -3.3284   -1.8675   -3.4204   -5.0840   -6.1333   -3.1860   -3.9533   -3.9911   -5.7563   -5.2125   -2.6896   -1.5205   -4.2790   -4.5936   -7.6312   -2.2585   -2.1244   -2.9286   -6.7280   -6.2801   -6.3265   -4.6390   -3.9167   -9.8993
198203   -1.0934    0.0154    0.5496   -1.3364   -1.3538   -0.8487   -0.0658   -0.7371   -0.5150   -0.6330    1.7306    0.2226    0.8199    1.0177   -3.0960   -0.6763    0.5488    0.2765   -1.5477   -1.9144    0.9428   -0.4504   -1.0045   -0.6209   -2.1856
198204    5.6584    4.9188    5.0216    6.7677    6.3364    6.6070    6.2283    5.2299    7.4516    5.3785    4.1023    5.6367    6.6526    4.7991    6.5219    6.0660    3.3448    4.2690    6.0094    6.5701    5.7610    3.6838    3.3377    4.6167    5.4655
198205   -2.1192   -0.9672   -1.0184   -1.1928   -1.7489   -3.4552   -2.0683   -2.3496   -3.2247   -3.1802   -3.1997   -2.5709   -1.3428   -0.2509   -5.2600   -4.6749   -2.5099   -2.8723   -3.4542   -6.4100    0.9906   -1.5233   -1.1303   -4.3747   -4.7498
198206   -1.9096   -2.4904   -2.7772   -1.9808   -3.3896   -2.4032    0.2249   -0.4962   -1.3002   -2.9547   -2.1354   -0.5842   -2.0410   -2.5783   -1.3445   -1.6174   -1.1887   -1.8408   -1.6190   -4.2335   -2.7586   -3.6972   -2.0374    0.9426   -1.6948
198207   -1.3167    0.6731   -1.0404   -2.3151   -2.5276   -1.0825   -0.8067    0.0251   -0.7512   -2.6201   -3.0183   -2.6800   -1.3579   -2.0325    0.1818   -3.9105   -3.1623   -2.3963   -1.9451   -2.2744    1.4512   -2.4616   -0.6282   -4.0177   -3.8993
198208    6.3137    5.7146    5.7132    5.4181    5.2792    9.7789   11.7732   10.6311    8.3300    7.0648   10.9366    9.0683   10.4575   11.1991   12.3459   12.3643   14.7221   13.1330   10.1066   12.6552   13.3392   12.6982   11.9407   13.1845   10.2780
198209    3.8948    4.0823    2.8602    4.1398    2.6283    3.3429    1.3029    3.1327    4.7482    0.8511    3.3755    1.9711    3.5318    4.6788    2.6229    1.0576    1.6652    1.3059    2.5009    4.4996    1.2094    1.7678    0.5397    0.0776    1.2570
198210   13.6147   12.8911   13.1559   12.5849   15.6494   10.6230   12.9729   13.1227   11.0827   17.9685   11.9798   11.4810   11.7395   15.0904   14.6327   13.0309   12.9683   11.5665   13.9268   16.2411   14.2378    8.6483   10.0795    9.6716   13.5305
198211    9.6801    9.6555    8.8981   10.8261   10.4583    7.6272   10.3002    9.6241    7.1698    9.8962    8.6951    7.3634    7.9567    7.9415    9.5460    6.2287    6.1011    4.7905    5.6130    8.5460    6.9147    4.0313    4.5191    1.3003    4.6244
198212    2.8009    2.8450    2.1820    1.4920    3.0282    1.8199    3.0164    3.5395    1.0319    0.3187    0.0515   -0.5315    2.9201    1.9989    1.7510    3.9548    0.7323    2.3096    0.7786    1.1566   -1.8449    0.6188    3.4129    2.3644   -2.1299
198301    9.8111    8.0850    8.7386    9.8613   11.4443    8.0133    6.8146    6.2032    5.8173    7.9845    4.6598    3.3956    6.6700    1.5943    6.6285    1.9885    3.1664    3.0319    4.0509    7.9995    2.2813    4.2127    5.3661    2.9206    2.9109
198302    7.2196    5.1193    6.7974    5.9325    5.1148    7.2252    5.8929    5.1899    5.5596    6.0082    5.0696    4.6523    4.5287    4.9381    4.3901    5.0562    4.1271    2.9561    3.6997    3.9938    3.8048    2.7850    1.9609    0.9860    3.1697
198303    5.2350    3.7184    4.7653    7.4275    5.1110    5.0001    6.3371    3.7668    3.8299    2.5524    5.1165    3.8056    2.8447    4.7026    4.2955    3.8655    2.9092    3.5876    2.8078    1.6295    3.8633    3.7286    1.3872    3.4139    4.4315
198304    7.3757    6.9600    7.8625    7.4251    8.2680    7.3737    5.6607    9.3870    7.3705    7.5739    7.4223    5.6592    4.5855    5.1477    6.4669    6.5277    6.3164    4.9233    3.7869    6.1986    7.8595    5.9718    8.1584    7.4081    5.1490
198305    9.3942    7.9815   11.2124   11.0851   10.4450    5.2775    6.5629    5.0673    5.8583    6.4853    4.6167    5.1417    3.6359    4.3175    3.7616    4.1724    4.0711    2.5151    4.5373    5.3645   -3.3119   -0.9605   -1.6494   -0.8063    4.3129
198306    5.7916    4.8771    3.7033    5.1775    3.8399    5.8822    4.7255    6.0415    3.9106    7.5049    5.2985    3.4060    3.8029    5.5505    4.1159    5.0728    1.9401    2.9144    3.6881    6.9557    4.3520    3.9279    4.2800    3.5967    4.3459
198307   -1.8248   -0.9383   -2.0780   -0.9237   -4.5509   -4.2788   -1.8620   -2.6818   -2.6842   -6.4317   -3.6976   -1.3617   -0.8933   -2.3708   -3.8945   -5.8622   -2.8961   -2.1842   -1.7265   -2.8310   -2.4324   -1.3366   -4.1437   -3.3893   -6.2449
198308   -3.5243   -4.9907   -4.0594   -2.1706   -4.4802   -5.0397   -1.8165   -3.6121   -4.3239   -3.8358   -2.9467   -1.8481   -2.8569    0.2374   -3.3911    1.8112    0.7498   -0.5382    0.1029   -2.1269   -3.2874    3.5566    3.0372    1.8270   -1.0019
198309   -1.3758    0.0827    0.2208    1.1583   -1.2768    1.4390    0.5773    2.8492    1.8046    1.9117    4.6832    2.7731    2.8303    3.6939    4.8887    3.0882    1.3449    2.7576    2.3162    3.3376    3.8303    0.4527    1.3700    2.3279    1.3792
198310   -6.3040   -5.8481   -5.5269   -4.4297   -7.9574   -6.8895   -4.7529   -3.7611   -6.4822  -10.1106   -4.6054   -5.0633   -2.1495   -4.3582   -5.9259   -4.3409   -0.7053   -0.8645   -3.9878   -5.8936   -0.5390    0.2331   -0.7882   -2.3300   -2.4716
198311    3.4760    5.1122    3.2955    2.3524    3.5548    6.0586    3.7811    5.4331    5.5811    6.8524    3.9030    5.2622    4.7106    5.1876    6.0594    7.4765    3.7466    3.6096    3.9598    3.8694    3.4685   -0.2017    2.7470    0.0135    4.9710
198312   -2.5182   -0.0481   -1.0438   -1.7275   -2.5354   -1.0752   -0.7310   -1.2268   -0.2897   -2.9782    0.0430   -1.8194   -1.5088   -1.6485   -2.0032   -1.2937   -1.8643   -3.4170   -0.0182   -2.7081   -0.4824   -0.0636    0.3676   -0.4301   -2.0388
198401    0.6354    0.4225   -0.0050   -0.0454   -0.9594   -2.8197    1.2666   -0.6897   -2.3791   -5.4913   -3.1147   -3.5142   -4.0341   -3.6829   -6.1714   -1.8958   -3.4902   -1.6359   -3.7672   -6.2625   -3.3653    0.4972    0.4854    1.3295   -4.5580
198402   -5.9955   -5.5531   -4.2968   -5.2873   -7.5210   -5.7315   -5.2300   -2.2155   -6.2827   -6.7021   -6.4823   -5.5553   -4.2088   -4.9801   -6.7365   -5.6819   -4.0065   -5.8727   -4.9069   -3.3596   -6.1258   -2.4322   -2.5881   -2.5729   -5.0020
198403    1.7268   -1.1448    1.1659    0.7263    1.2159    0.8770    2.2291    0.8324    0.4915    0.2465    4.0533    1.6032    1.4183    1.6376    0.6790    3.2602    2.7162    1.6242    2.4200   -0.1875    1.7855    0.1977    3.3257   -0.1471    1.4356
198404   -2.2193   -1.2478   -2.4741   -0.6552   -2.6269   -1.4217    1.6225    1.1246   -1.4195   -0.3365    0.4355   -0.2803   -0.4553   -0.5178    2.3979   -0.2581   -1.6745   -0.7067   -1.8940   -1.6954    0.4511    3.3293    1.1876    1.1185    0.3668
198405   -4.8059   -4.7667   -3.9834   -3.0943   -5.5115   -4.0015   -4.2210   -3.5568   -4.3172   -6.3069   -6.4198   -4.3869   -4.3061   -5.0683   -7.4373   -8.7500   -3.9310   -4.0920   -4.6459   -2.1125   -4.0582   -5.2176   -4.0023   -4.1041   -5.5569
198406    3.5338    2.1644    1.7360    1.2980    1.5131    4.2814    0.8819    1.4832    2.3932    3.8284    1.6629    3.1018    4.3193    3.6321    3.7067    4.2401    3.5762    2.5618    4.3441    4.2961    2.8920    1.2907    3.0358    3.0912    5.0150
198407   -7.0551   -4.6689   -3.8683   -4.2952   -5.7304   -5.2454   -5.5356   -4.4243   -5.9795   -5.3077   -4.9629   -3.4905   -2.6499   -3.0238   -4.8223   -5.6222   -4.6459   -2.4983   -2.6757   -3.9378   -1.4934   -2.9824   -2.6562    1.2380   -0.0405
198408    9.8669   10.4640   10.0455   10.9987    9.4076   12.7179   12.1877   10.7133   13.5933   14.3734   12.0544   13.5629   12.9478   12.5725   14.0834   12.1727   13.7411   10.3645   12.1047   12.0387   11.2693   12.4091    9.0455   10.4011   12.1565
198409   -0.9110    0.5573    0.3824   -0.8167   -1.6969   -1.9409   -2.5333   -1.5280   -0.9615   -2.7997    0.5761   -1.1288    2.0453   -1.6242   -2.8575   -1.1357   -1.6938    0.8564    0.6484   -0.3486   -1.0078   -0.9290    1.5112   -1.2068   -0.1314
198410   -4.5102   -2.4200   -1.4334   -0.9983   -3.2783   -2.4834   -3.4235    0.4224   -1.0094   -2.6945   -3.5143   -1.3468    1.3053   -1.1118   -0.7459   -0.2177   -0.5916    0.7618    1.1579   -0.6279    1.4708   -0.6062   -0.0419    1.1655    1.7092
198411   -3.9242   -2.6500   -1.6822   -3.6730   -4.5439   -3.0585   -0.5344   -1.8540   -4.1305   -3.4833    0.7764   -0.2095    0.0104    0.1668   -3.8515   -1.0017   -0.4591   -0.4696   -1.5056   -3.4574   -2.7074    0.3602   -0.8136   -1.3255   -2.2869
198412   -0.6183    1.7157    1.4911    0.8471    0.6159    0.3744    1.9142    2.4209    1.2965    2.6262    2.2888    2.0463    2.2992    3.5196    2.0322    2.0678    2.1285    1.6826    4.0480    2.4239    2.9099    2.2087    2.7574    1.0605    4.1918
198501   12.1355   10.8979   11.3612   13.5436   14.1635   12.5046   12.3154   12.4066    9.8975   14.8073    8.7264   10.4116    9.3239    9.8425   14.2660   11.5427   10.6432    7.7218    8.8585   11.1711    7.2068    6.0198    4.3500    9.7240    9.3066
198502    3.4426    3.8812    4.2644    2.4338    3.9550    3.0791    2.7478    1.7781    2.0832    3.0834    1.3226    1.0271    0.1085    1.6073    1.7204    0.5615    2.5614    1.5823    0.8504    1.7440    1.7395    1.8941    3.6443    0.9150   -1.2188
198503   -2.2554   -0.4731   -0.8420   -2.1364   -2.7180   -4.1103   -1.3508   -2.2119   -2.0651   -3.4502   -1.3758   -2.3708    0.6567   -0.6815   -4.4176   -4.1311    2.8844    1.1486   -1.7139   -2.9239   -0.6012    0.8776    1.8656   -0.3942   -1.9850
198504   -1.8637   -0.9569   -1.8753   -0.7840   -1.0122   -2.3388   -2.3139   -1.6462   -1.1550   -3.7750   -0.0867   -1.1541   -1.7342    0.7023   -1.2567   -4.4591   -0.6472   -0.7781   -0.3003   -1.7580   -2.2308    0.0149    1.1438   -0.9547   -3.7586
198505    1.6689    1.8437    2.7650    3.2401    2.7673    3.0528    4.1877    4.5283    3.6968    4.9796    4.1333    5.2749    4.0689    4.6392    7.1302    4.4860    3.8376    7.0334    6.2022    8.7348    6.6300    5.1044    5.5250    6.3705    8.2603
198506   -0.4429   -0.0584    0.4097    1.7759    0.6119    0.7292    0.9841    1.2554    2.1661    1.0367    1.5973    0.3089    4.8452    1.8360    0.6579    2.5441    1.9632    2.2686    2.5888    1.1845    1.7387    1.7608    1.8678    0.5797    1.1172
198507    2.5450    2.0682    1.5712    3.4349    2.8172    3.7256    1.9331    1.5506    3.5234    4.1911    2.6659    1.6307    1.3640    3.9217    1.5822    3.0019   -0.1698   -1.3915    0.4716   -0.4364   -0.9528   -2.0174   -0.1373    0.6441    1.6592
198508   -1.4604    0.1587   -2.1762    0.1907   -1.1982   -0.2376   -0.5896   -0.3731   -0.2494   -2.0417   -0.8529    0.5650    0.9144   -2.3081   -3.6868    1.0535    0.4708   -0.4903   -0.8536   -0.9149   -0.8452    0.2885    0.4199   -0.4544   -1.9503
198509   -6.2948   -3.8929   -5.4802   -5.3981   -6.6191   -6.3889   -5.0914   -6.5211   -6.1932   -5.9440   -5.7603   -5.0078   -4.2060   -2.8965   -5.9050   -5.0677   -3.3100   -4.8224   -4.7377   -5.5757   -2.5560   -2.8050   -3.1705   -3.0284   -2.6952
198510    0.4776    3.2021    3.8051    2.7160    1.3432    3.1192    2.2507    4.7226    3.2149    3.6540    0.9981    2.0737    5.3055    2.5444    1.5714    3.4326    6.0561    5.3892    4.8159    4.0041    6.2634    4.1425    4.3257    3.7124    3.6891
198511    4.5704    5.9153    5.1102    4.8348    6.5992    7.0349    6.8233    8.5721    6.6980    8.9409    3.6415    5.3132    4.6350    8.9785    9.8340    5.3602    6.9513    6.6119    7.3244    8.9613    5.4518    6.0775    5.5877    9.1231    9.4557
198512    4.0060    3.6751    3.7275    3.5007    4.7014    3.0924    2.6506    3.6016    6.1933    5.1072    4.0082    4.3425    4.9666    6.3765    4.5063    3.7653    2.4438    4.5044    4.7259    3.0661    1.8849    2.6841    4.7204    5.6118    9.0895
198601    3.5312    0.5722    2.9780    3.2538    2.6404    2.7931    2.5024    0.2294   -0.3633    0.9564    0.4793    2.0925    2.9359    2.0070    0.5666    0.1392    3.7278    1.0371    1.0523    1.4916   -0.6456    0.7896   -0.1635    1.2717   -1.9038
198602    5.9487    6.9315    4.6369    5.6744    6.7185    6.5580    6.8078    7.2165    5.9009    6.3200    8.1559    5.9762    5.2644    6.1043    8.5551    4.0943    7.6770    7.7242    8.2055    7.5358    8.6088    7.1147    9.1780    8.9500    4.2623
198603    5.4770    4.5350    4.5652    5.3332    4.7607    7.3907    5.3707    6.4589    3.6345    4.6990    5.4123    5.2052    6.7556    6.4363    7.1397    5.9098    3.8153    5.2603    4.9512    6.1597    4.8738    6.4426    7.5833    4.5855    0.8587
198604    1.9704    1.8408    1.1511    1.4732    2.2074    1.5990    0.4767    0.3964    2.0769    0.8994   -0.2186    0.5942    1.7570   -0.1808    2.9554   -2.2674   -1.0746   -0.7341    0.1287    0.2350   -1.5600   -1.5974   -0.9345   -1.8360    2.6733
198605    6.1116    4.7565    2.4591    4.1391    3.3591    3.1885    2.5715    3.1646    3.3711    3.8093    4.5683    3.7200    8.2456    4.6118    4.5778    5.4148    6.7329    4.3295    4.8328    4.4808    6.1673    5.9468    6.9395    5.7987    0.7905
198606    0.3408    0.9480   -0.4592    0.3061   -0.4914   -0.4659   -0.0615    0.9236   -0.5619    0.8767    1.2969    2.7477    1.4750   -0.4708   -2.0425    0.5346    2.6999    2.0727    0.5015    1.6900    1.4454    2.5028    3.9380    1.4554   -3.1156
198607  -10.3931   -7.9598   -6.3161   -8.8254   -8.8146   -9.4569   -7.4858   -8.5621   -8.2937  -12.2896  -10.2873   -7.5468   -4.8531   -6.9134  -11.1914   -5.5666   -5.8067   -5.9047   -6.3768   -9.6579   -7.0682   -2.6807   -4.1503   -6.4729   -6.0360
198608    1.9892    1.1898    2.2879    0.9693    0.4335    3.5335    4.9251    5.3374    3.0796    3.1523    5.9242    7.0183    6.6808    5.4405    4.7770    8.5875    8.8812    6.0975    7.2310    4.6127    7.5984    8.6491    7.5826    5.8901    4.0390
198609   -6.5634   -4.1972   -5.7535   -6.1005   -6.2963   -4.9431   -8.3669   -4.4850   -3.7279   -8.1869   -6.2972   -5.3826   -6.1268   -6.3317   -6.4509   -4.9468   -6.3743   -7.4178   -6.2944   -6.4600   -7.5496   -8.4198   -8.7876   -8.3476   -9.0367
198610    2.0141    2.3468    2.1821    2.6669    1.8561    2.6076    5.6004    4.3058    5.9907    5.3650    3.2268    3.9575    3.4901    5.5073    5.0962    7.9192    5.5486    7.3129    4.5050    6.1684    6.1434    5.9493    6.5807    3.7372    8.0823
198611    0.4100   -0.5892    0.4841   -0.5137   -0.4335    0.6183    0.1938   -0.5506   -0.1957    0.7140    1.0659    2.8578    1.2061   -0.1878    0.2912   -1.5411    0.7184    2.3663    1.7901    2.0913    1.4617    2.3162    3.2641    3.1935    2.2962
198612   -4.6056   -4.1095   -2.3709   -1.2076   -3.7921   -1.5052   -2.9771   -1.8302   -2.8398   -2.7064   -2.4688   -1.3521   -2.5913   -2.1868   -3.5566   -3.0459   -3.4580   -2.2257   -3.6267   -5.3586   -2.9173   -2.5609   -1.8151   -2.9893   -4.6770
198701   12.8475   10.5218    9.6556    8.7753   10.4222   13.2536   11.0980   10.9030   12.4477   13.5778   13.6494   11.6128   10.4521   12.9005   13.7181   12.2177   13.2024   12.5575   13.5692   14.1048   14.5465   13.3891   13.6056   13.1321   12.4784
198702    9.4506    8.6268    7.2082    7.9140    9.2077    7.1823    9.5813    8.6123    6.3433    9.1061    9.3775    6.7458    5.7519    6.3339    7.7107    4.7072    3.8920    4.4985    4.6152    9.4097    6.1294    0.7009    2.5294    5.8833    6.8874
198703    4.0344    3.1970    3.6954    2.2432    2.2133    2.9474    1.5670    2.7725    2.6657   -2.1904    0.8900    1.3906    1.0159    2.2081    0.2313    3.8207    1.7882    1.0219    1.9983    2.1021    4.3911    3.4697    2.6434    2.9285    1.7449
198704   -0.1952   -0.2098   -2.4240   -2.8446   -2.5985   -4.3887   -1.7055   -3.4945   -4.1808   -1.7746    2.5224   -1.1809   -3.5256   -1.7594   -2.7285   -0.8817   -0.5166   -1.0447   -2.7374   -2.6024    1.3950   -1.1454   -1.8029    0.4558   -2.4218
198705    0.6063    1.9359    1.9408   -0.3940   -0.1095    0.2744    0.0447   -0.3398    0.1757    0.3508    2.9702    0.5082    0.0855    2.0978    1.9588    4.3466   -0.5019    1.8465   -0.5902   -0.0923    0.1593    0.7248    1.1993    0.7234    2.1173
198706    1.3956    1.3043    3.8619    2.1324    0.6886    2.4367    1.8232    3.9157    4.2764    2.2206    0.8874    3.6459    4.2370    5.5279    1.4716    3.9456    5.3717    2.6386    3.9820    4.1985    4.9051    5.3704    5.4843    3.7779    7.8333
198707    3.8597    3.1949    2.1396    2.1266    2.8971    4.0770    5.1270    1.8572    3.1196    4.0477    6.0263    5.7694    3.1934    2.9284    4.7438    4.0727    5.9494    4.0762    4.9509    6.8373    8.2273    4.5192    3.4018    3.9146    6.2744
198708    0.5851    1.4024    2.7065    1.1837    1.7721    2.5092    3.8070    1.0802    4.7882    2.9022    2.3327    2.6355    2.4694    2.0073    4.6401    4.6182    2.6949    3.7795    3.8660    1.1123    2.9293    5.6964    3.3711    3.5967    4.0121
198709   -0.4117    0.4948   -1.0893   -2.1055   -1.4839   -1.8767   -0.2821   -0.9382   -1.2316   -1.9794   -1.1096   -2.4688   -2.2370   -2.5211   -2.1522   -2.7193   -0.4236   -0.8774   -0.8546   -0.5454   -0.5754   -2.6130   -1.4208   -3.3442   -2.9155
198710  -32.3252  -29.7879  -28.6688  -30.5108  -32.7249  -32.4580  -29.5800  -25.8094  -28.9060  -34.1273  -30.4809  -28.3709  -23.4097  -26.9242  -32.5746  -27.8075  -25.0637  -21.4160  -23.2983  -30.4400  -20.4149  -19.9341  -19.0606  -18.9756  -25.6066
198711   -6.1064   -3.1947   -4.5707   -4.8975   -7.5366   -4.2990   -3.5467   -3.6011   -4.6429   -6.0202   -3.5098   -4.7458   -3.7263   -2.3288   -7.6017   -6.1626   -4.5781   -4.2851   -5.6745   -5.7270   -9.6032   -7.8522   -8.0225  -10.4582   -4.8971
198712    4.0833    3.2175    5.0818    7.1381    4.2191    7.2875   10.7220    7.3769   11.0536   10.8334   11.0918    9.8956    7.0163   10.5849   12.9030   11.7518    8.8293    6.4269   10.9771   12.3899    7.0743    6.1440    7.6580    7.2725    7.9334
198801    6.8373    4.9959    4.9588    5.2795    5.8742    3.7875    2.1632    3.2082    3.1798    2.4505    3.1764    2.4734    4.0804    2.2034    1.5844    0.5761    3.7451    3.1241    2.6130    2.0645    4.8420    3.2193    6.0387    3.6473    3.5731
198802    7.7971    6.8758    5.5757    8.6364    7.6187   10.2933   10.3430    7.2955    9.0066    9.9809    8.0861   10.4047    7.0892    7.2099   10.8557   10.8722    7.9946    4.9439    8.0843   10.1359    3.8575    4.2558    3.0827    4.5789    7.7689
198803    3.9127    7.1122    5.8504    6.5285    4.7307    6.6745    4.6881    4.6028    3.9388    4.3313    2.2757    1.7850    1.4413    0.6467    2.2179    3.9658    3.2994    0.6869   -0.7889   -0.5481   -4.6457   -4.0414   -3.6781   -3.3944    0.6292
198804    2.5203    2.7416    1.7137    3.4183    1.4766    4.2101    2.2491    3.8610    2.9391    2.1629    0.6376    0.6094    0.1200    1.3046    2.0552    0.2828    1.7148   -0.1720    1.2176    0.4755    0.1568    1.5301    0.2109    2.5511    1.1213
198805   -2.7143   -2.4338   -1.5632   -1.1892   -1.9614   -1.6486   -2.2891   -2.9442   -1.9955   -2.2036   -0.9190    0.8472   -0.2278   -0.4304    0.0801    0.9362    0.1310    0.7458   -1.4906   -0.2615    1.6958    0.6296    0.7756   -0.3591   -0.4485
198806    5.1045    5.3168    5.6561    8.2374    5.5086    8.8167    9.5471    5.5699    7.4626    8.9304    5.4959    5.9448    4.9519    7.8581    8.3750    7.6453    4.7497    5.9218    4.9002    8.4651    2.7802    5.8682    2.9751    4.9286    4.3303
198807   -0.2358    1.0214   -0.7504   -0.6167   -0.7893   -0.7821    1.6060   -2.4437   -1.6714   -1.0231   -1.9801   -1.7501   -2.1989   -4.0516   -2.8117   -1.8607   -1.4897   -4.0133   -0.8824   -2.9968   -0.2090    0.1907   -0.0156   -2.0762   -0.4173
198808   -2.1870   -2.0979   -1.3266   -2.2308   -2.9329   -3.3531   -3.4344   -2.6336   -1.5013   -3.9733   -4.2685   -2.2991   -1.5985   -2.3961   -3.3103   -0.9870   -2.5265   -2.1542   -3.1576   -3.2756   -2.3111   -2.7004   -2.2736   -5.6045   -5.0739
198809    1.4984    4.0504    0.5392    3.6487    1.5353    3.8718    3.3842    3.5094    1.5771    1.0568    3.8851    3.6593    2.2251    2.8788    1.5477    1.7788    3.2295    4.1671    3.2967    2.4307    4.7057    3.4025    5.2339    3.4921    6.2284
198810   -1.1279   -2.8019   -2.8511   -2.0703   -2.6232   -1.2222    0.2268   -2.1848   -1.3360   -1.3030   -1.7071    0.3116    0.9184    0.0386    1.5312    0.1496    0.4399    0.4988    0.8542    1.0354    5.1888    3.6640    1.9237    3.6964    2.7449
198811   -4.6514   -2.9718   -3.8956   -4.2418   -4.4118   -2.6864   -3.8835   -4.3383   -2.5164   -4.4804   -0.8950   -4.8459   -2.8048   -0.7686   -2.5426   -0.7724   -1.7984   -1.5758   -2.7721   -2.6873    1.5194   -0.6408   -1.5357   -2.5047   -1.8080
198812    3.9489    4.2558    3.4076    3.4713    3.0295    5.8912    4.2757    4.1587    4.3033    4.7377    5.1455    5.6689    3.2825    3.4584    2.1255    2.1109    3.5220    1.5786    2.7150    3.8346    1.0330    1.8073    2.0328    2.8226    2.2380
198901    7.1979    3.5451    4.1878    5.0117    5.3376    3.5029    6.8498    4.4073    3.9344    4.6377    5.1976    4.5756    3.6846    5.3180    6.8715    6.8496    4.5713    3.7387    6.3350    3.9709    6.6245    7.1156    7.0189    7.5085    6.1964
198902    0.4915    0.5046    1.6933   -0.5999    0.0518    0.8587    1.1688    0.8997    2.3251    1.6262   -0.0932    0.1932   -0.0204    1.2302    0.4086    0.5932   -0.8598   -0.7408   -0.5350    1.1789   -1.0995   -2.8944   -2.4302   -3.5060   -4.0153
198903    2.6649    4.2521    3.8162    2.0578    2.8106    4.5320    2.6347    1.9841    1.5204    2.3036    3.5448    0.8560    0.1554    1.4018    3.6469    0.3906    2.6061   -0.3300   -0.0354    0.8914    2.0471    2.4247    3.6711   -1.3618    1.4487
198904    3.6778    4.9963    2.3426    1.9785    2.6986    4.9985    4.6247    3.8324    6.0891    4.5302    5.1385    5.0471    4.3109    3.2288    4.8500    6.7539    3.8393    5.0916    6.1287    5.4012    4.7859    4.6599    6.2555    4.9729    4.2710
198905    4.1150    3.1455    4.3960    2.6144    3.9657    5.9934    4.0740    1.3655    3.4791    3.5797    5.9164    5.3356    4.9301    5.4703    4.4227    4.9319    2.3506    5.0015    3.6116    3.8026    6.2213    3.7059    4.9956    2.0125    3.7042
198906   -2.2463   -1.1773   -0.4547   -1.0798   -1.8421   -2.0788   -1.7708   -3.1452   -0.9070   -3.7869   -2.7287   -0.5785    0.1566   -2.8158   -3.1992    0.4636   -0.2426    0.3232   -1.7428   -0.9568   -1.6646    0.1232   -0.7279   -1.6879    1.4742
198907    3.6749    4.0702    3.8555    2.8935    1.6914    4.8412    4.0121    4.5325    3.3223    5.5159    4.6511    4.3567    3.2297    6.1948    4.5945    9.5289    7.2800    7.1746    7.5365    4.9824    9.6061    8.4187    9.3640    8.9631    6.6766
198908    1.2197    1.0788    2.5137    1.6664    1.0237    4.1317    3.1617    2.2875    3.6997    3.7337    3.9351    2.9706    1.6703    2.6599    0.8117    2.0787    2.5623    3.0295    4.8003    5.5893    2.7399    0.9008    1.2739    2.0700    2.3331
198909   -0.2258    1.1289    0.7174    1.1872   -1.0898   -1.5076    1.6637    1.8074    1.1522    2.0752    1.1326    0.2620   -1.5599    0.9568   -2.2115   -1.4188   -2.8077   -1.4065   -1.5538   -0.4306   -0.3956    1.3989    0.0018   -0.2355   -2.1246
198910   -6.3725   -3.8674   -4.0122   -5.2763   -6.4658   -7.1459   -1.9572   -5.2027   -5.0074   -8.3541   -6.9447   -2.5971   -5.2812   -3.8758   -6.9085   -4.1720   -3.8920   -4.9834   -3.4472   -2.7179   -4.8825   -0.2441   -0.5493   -3.3362   -1.8024
198911   -0.5956    0.3354    0.7206    0.0252   -1.7468    3.3706    1.7943    1.3660    0.9547   -0.2756    3.2400    1.3969    1.4876    2.9241   -0.3277    1.3921    4.0732    2.6130    0.9536   -1.0718    0.8580    2.8852    2.8489    1.6275    0.4752
198912   -1.4716    0.9476   -0.2446    1.3101   -1.9824    0.4821    2.7149    2.3280    1.5340   -0.2320    1.6538    1.4383    2.5009   -0.2089   -0.5884    2.1686    3.2518    2.7348    1.7072    3.0054    1.8519    5.1840    3.5718    1.3403    1.8147
