This file was created by CMPT_ME_BEME_NI_ACCR_RETS using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME, BEME, NI, and AC/B.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t−2 to t−1. 
Ac/B (accruals) is the change in operating working capital per split-adjusted share from t−2 to t−1
divided by book equity per split-adjusted share in t−1.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
                             Small                                                2                                                 3                                                 4                                               Big                        
                             AllBM                                             AllBM                                             AllBM                                             AllBM                                             AllBM                       
                             AllNI                                             AllNI                                             AllNI                                             AllNI                                             AllNI                       
         LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB     LoAcB        2         3         4      HiAcB   
197301    287    133    119    121    280     61     47     38     50     73     43     38     45     54     52     33     50     52     48     41     27     51     62     48     33
197302    286    133    119    121    279     61     47     38     50     73     43     38     45     54     52     33     49     51     48     41     27     51     62     48     33
197303    285    133    119    120    278     61     47     38     50     73     43     38     45     54     52     33     49     51     48     41     27     51     62     48     33
197304    284    133    119    120    276     61     47     38     50     73     43     38     45     54     52     33     49     51     48     41     27     51     62     48     33
197305    284    132    117    119    273     61     47     38     50     72     43     38     45     54     51     33     49     51     48     41     27     51     62     48     33
197306    282    132    117    119    273     61     47     38     50     72     42     38     45     54     51     33     49     51     48     41     27     51     62     48     33
197307    425    233    206    301    551     87     57     72     81     97     47     71     48     60     62     44     58     55     52     43     33     69     67     35     19
197308    420    233    206    301    550     86     57     72     81     97     47     70     48     60     61     44     58     55     52     43     33     69     67     35     19
197309    418    233    206    300    548     86     57     72     81     97     47     70     48     60     60     44     58     55     52     43     33     69     67     35     19
197310    418    231    206    300    548     85     57     72     81     97     47     70     48     60     60     44     58     55     52     43     33     69     67     35     19
197311    414    231    205    299    546     84     57     72     81     97     47     70     46     60     60     44     58     55     52     43     33     69     67     35     19
197312    413    231    204    299    542     84     57     72     81     97     47     70     46     60     60     44     58     55     52     43     33     69     67     35     19
197401    411    230    203    297    537     84     57     72     81     97     47     70     46     59     60     44     58     55     52     43     33     69     67     35     19
197402    409    229    202    296    537     84     57     72     81     97     47     70     45     59     60     44     58     54     52     43     33     69     67     35     19
197403    405    229    202    295    534     84     57     72     81     97     47     70     45     59     60     44     58     54     52     43     33     69     67     35     19
197404    402    229    202    295    533     83     56     72     80     97     47     70     45     59     60     44     58     54     52     43     33     69     67     35     19
197405    399    227    201    294    530     82     56     72     80     97     47     70     45     59     60     44     58     54     52     43     33     69     67     35     19
197406    396    227    199    293    526     82     55     72     79     97     47     70     45     59     59     44     58     54     52     43     33     69     67     35     19
197407    356    242    274    278    612     90     88     68     71     98     49     60     68     69     68     47     47     61     52     40     46     63     53     46     27
197408    354    242    272    276    609     90     88     68     71     98     49     60     68     68     67     47     47     61     52     40     46     63     53     46     27
197409    349    242    272    274    608     90     87     68     71     98     49     60     67     68     67     47     47     61     52     40     46     63     53     46     27
197410    346    241    271    274    604     90     87     68     71     98     49     59     67     68     67     47     47     61     52     40     46     63     53     46     27
197411    343    241    270    274    603     89     87     68     71     98     49     59     67     68     67     47     47     61     52     40     46     63     53     46     27
197412    340    240    270    274    603     88     87     68     68     98     49     58     67     68     67     47     47     61     52     40     46     63     53     46     27
197501    339    239    270    273    600     88     87     68     67     98     49     58     67     68     67     47     47     61     52     40     46     63     53     46     27
197502    339    236    270    273    599     88     87     68     67     98     49     58     67     68     67     47     46     61     52     40     46     63     53     46     27
197503    339    235    270    273    597     88     87     68     67     98     49     58     67     68     67     47     46     61     52     40     46     63     53     46     27
197504    339    235    269    271    596     88     87     68     67     98     49     58     67     68     67     47     46     61     52     40     46     63     53     46     27
197505    339    235    268    271    596     88     87     68     66     98     48     58     67     68     67     47     46     61     52     40     46     63     53     46     27
197506    336    234    267    266    592     88     87     68     66     97     48     57     67     68     66     47     46     61     52     40     46     63     53     45     27
197507    435    240    263    327    532     89     93     65     81    116     79     61     72     85     59     39     74     70     60     54     40     58     61     59     37
197508    435    240    262    326    532     89     92     65     81    116     79     60     72     84     59     39     74     70     60     54     40     58     61     59     37
197509    434    239    262    326    532     89     92     65     81    114     79     60     72     84     59     39     74     70     60     54     40     58     61     59     37
197510    431    238    261    326    532     89     92     65     81    113     79     60     72     84     59     39     74     70     60     54     40     58     61     59     37
197511    431    238    261    324    531     89     91     65     81    113     79     60     72     83     59     39     74     70     60     54     40     58     61     59     37
197512    428    238    261    322    528     89     91     64     80    113     79     60     72     83     58     39     74     70     60     54     40     58     61     59     37
197601    426    237    260    320    526     88     91     64     79    113     79     60     72     83     58     39     74     70     60     54     40     58     61     59     37
197602    426    236    259    320    524     88     91     64     79    113     78     59     72     83     58     39     74     70     60     54     40     58     61     59     37
197603    424    235    259    319    522     88     91     64     79    112     78     59     71     83     58     39     74     70     60     54     40     58     61     59     37
197604    419    234    259    318    520     88     91     64     79    112     78     59     71     82     58     39     74     70     60     54     40     58     61     59     37
197605    418    234    258    317    517     88     91     64     79    112     77     59     71     81     58     39     74     70     59     54     40     58     61     59     37
197606    417    234    257    316    516     88     91     63     79    112     77     59     70     81     57     39     74     70     59     54     40     58     61     59     37
197607    612    358    239    351    630     92     75     75     85    126     58     82     72     61     76     38     53     76     70     47     35     46     56     74     48
197608    609    358    238    350    628     91     74     74     84    125     57     82     72     61     76     38     53     76     70     47     35     46     56     74     48
197609    605    357    236    350    626     91     74     74     83    125     57     82     72     61     76     38     53     76     70     47     35     46     56     74     48
197610    602    357    236    348    626     91     74     74     83    125     57     82     72     61     76     38     53     76     70     47     35     46     56     74     48
197611    600    357    235    348    624     91     74     74     83    125     57     82     71     60     76     38     53     76     70     47     35     46     56     74     48
197612    599    354    234    347    623     90     72     74     83    124     57     82     71     60     76     38     53     76     70     47     35     46     56     73     48
197701    597    354    232    345    621     89     71     73     83    123     57     82     71     60     73     38     53     76     70     47     35     46     56     72     48
197702    597    352    232    345    617     89     71     73     83    123     57     82     71     59     73     38     53     76     69     47     35     46     56     71     48
197703    594    350    232    345    614     89     71     73     83    123     57     81     71     59     73     38     53     76     69     47     35     46     56     71     48
197704    593    348    231    345    613     89     71     73     83    123     57     81     71     59     73     38     53     76     69     47     35     46     56     71     48
197705    592    344    229    343    611     89     71     71     82    121     57     81     70     59     73     38     53     76     69     47     35     46     56     71     48
197706    591    344    228    342    610     89     70     71     82    121     57     81     69     59     73     38     53     76     69     47     35     46     56     71     48
197707    588    270    223    345    819     81     80     67     95    111     61     69     72     67     71     35     64     61     77     47     41     62     66     65     28
197708    587    269    223    343    816     80     79     67     95    109     61     68     71     67     71     35     64     61     77     47     41     62     66     65     28
197709    584    269    221    342    811     80     79     67     94    109     61     68     71     67     71     35     64     61     76     47     41     62     66     65     28
197710    581    265    220    341    810     80     78     66     93    109     59     68     71     67     71     35     64     61     76     47     41     62     66     65     28
197711    580    265    220    339    808     80     78     66     93    109     59     68     71     67     70     34     64     61     76     47     41     62     66     65     28
197712    577    264    217    337    803     80     77     65     93    109     59     68     71     66     70     34     64     61     75     47     41     62     66     65     28
197801    568    263    215    333    799     80     76     64     92    108     59     67     71     65     70     34     64     61     74     47     41     62     66     65     28
197802    566    263    213    331    794     80     76     64     92    108     59     67     71     65     70     34     64     61     74     47     41     62     66     65     28
197803    564    261    213    330    789     80     76     64     92    108     59     67     71     65     70     34     64     61     74     47     41     62     66     65     28
197804    560    261    212    329    785     80     76     64     91    108     59     67     70     63     69     33     64     61     74     47     41     62     66     65     28
197805    556    257    211    328    780     79     76     64     89    108     58     66     70     62     68     33     64     61     73     47     41     62     66     65     28
197806    553    252    210    325    771     77     76     63     89    108     58     66     70     62     68     33     64     61     72     47     41     62     66     65     28
197807    542    264    239    278    840     83     63     80     86    125     68     65     68     72     62     65     61     64     45     44     35     88     57     56     26
197808    539    263    238    276    832     82     62     78     86    124     67     65     68     72     62     64     60     64     44     44     35     88     57     56     26
197809    535    261    238    276    827     81     62     78     86    122     67     64     68     72     62     64     60     63     44     44     35     88     57     56     26
197810    528    260    238    276    824     81     62     77     86    122     66     64     67     72     62     64     60     63     44     44     35     88     57     56     26
197811    526    258    237    276    820     79     62     77     86    121     66     63     67     72     62     64     59     63     44     44     35     87     57     56     26
197812    519    258    237    274    815     78     62     77     85    120     66     63     67     72     62     64     59     63     44     44     35     87     57     56     26
197901    518    257    232    273    809     78     62     75     83    119     66     63     66     72     60     64     58     63     44     43     35     87     57     56     26
197902    514    256    232    271    807     78     62     73     83    117     66     62     66     71     60     63     58     63     44     43     35     87     57     56     26
197903    512    255    231    270    805     76     62     73     82    117     66     62     66     71     60     63     58     63     44     43     34     87     57     56     26
197904    511    254    230    269    794     75     61     72     82    116     66     62     66     71     60     63     58     63     44     43     34     87     57     56     26
197905    510    254    229    266    791     75     61     72     81    116     65     62     66     70     60     63     58     63     44     42     34     87     57     56     26
197906    504    251    229    265    784     74     59     71     81    115     64     62     66     70     60     63     58     63     43     42     34     87     57     56     26
197907    477    244    249    384    773     90     67     69     95    119     61     63     76     62     71     43     71     72     51     35     53     75     54     48     26
197908    472    243    247    382    768     88     66     69     95    119     61     63     76     62     71     43     70     72     51     35     53     75     54     48     26
197909    468    243    247    379    763     87     66     69     95    118     61     63     76     62     71     43     69     71     51     35     53     75     54     48     26
197910    468    242    246    377    761     86     66     69     95    118     61     63     76     62     71     43     69     71     51     35     53     75     54     48     26
197911    466    239    246    373    756     86     66     69     94    117     61     62     75     62     71     43     69     71     51     35     53     75     54     48     26
197912    462    238    245    371    752     84     65     69     94    116     61     60     75     62     71     43     69     71     51     35     53     75     54     48     25
198001    459    237    242    364    746     84     64     69     94    115     60     60     75     61     71     40     69     71     51     35     53     75     54     48     25
198002    457    236    240    364    741     84     64     68     94    114     60     60     74     61     71     40     69     71     50     35     53     75     54     48     25
198003    451    236    240    363    737     84     64     68     94    114     60     60     74     61     71     40     68     71     50     35     53     75     54     48     25
198004    448    234    237    362    733     83     64     68     93    114     60     60     73     61     71     40     68     71     50     35     53     75     54     48     25
198005    443    231    235    361    731     83     64     68     91    112     60     59     73     61     71     40     68     71     50     34     53     75     54     48     25
198006    440    229    233    359    729     83     63     68     91    111     60     59     73     61     71     40     67     71     50     34     53     75     54     48     25
198007    517    249    245    336    668    105     76     70     87    132     64     68     74     66     62     46     69     65     54     40     48     60     77     47     25
198008    517    247    244    332    663    105     75     70     86    132     64     68     74     66     61     46     68     65     54     40     48     60     77     47     25
198009    509    246    241    331    661    104     75     68     83    131     64     68     74     66     61     46     68     65     54     40     48     60     76     46     25
198010    505    246    241    329    660    104     74     68     82    131     64     67     74     66     61     46     68     65     54     39     48     60     76     46     25
198011    503    246    240    329    656    104     74     67     82    131     63     66     74     66     60     46     67     64     54     39     48     60     76     46     25
198012    497    246    237    327    654    104     74     66     81    131     63     66     74     66     60     46     67     64     54     39     48     58     76     46     25
198101    489    244    234    325    651    103     74     66     79    131     63     66     74     66     59     46     67     64     54     39     48     58     76     46     25
198102    486    239    234    322    648    102     74     65     78    130     62     66     74     66     59     46     67     64     53     39     48     58     76     46     25
198103    484    239    233    321    644    100     73     64     77    130     62     66     73     66     59     46     66     64     53     39     48     58     76     46     25
198104    479    238    232    319    643    100     73     64     76    130     61     66     72     65     59     45     66     64     53     39     47     58     75     46     25
198105    479    237    231    318    643    100     73     64     75    128     61     65     71     65     59     45     66     64     52     39     47     58     75     46     25
198106    475    235    229    315    638    100     73     64     75    128     60     63     71     65     59     45     66     64     52     38     47     58     74     46     25
198107    586    256    246    326    612     95     73     68     76    141     62     69     63     80     74     42     66     63     53     43     24     62     68     66     34
198108    585    255    245    323    608     95     73     68     76    141     61     69     62     80     74     40     66     63     53     43     24     62     67     66     34
198109    580    254    244    320    605     95     73     68     76    140     61     69     62     80     74     40     66     63     52     43     24     61     67     66     34
198110    574    254    243    319    602     95     73     67     74    140     61     67     62     80     74     40     66     63     52     43     24     61     67     65     34
198111    572    254    243    319    597     95     72     67     74    140     61     67     61     80     74     40     65     63     52     43     24     61     67     65     34
198112    568    253    242    318    592     94     72     66     74    140     60     67     61     80     74     40     65     63     52     43     24     61     67     64     34
198201    565    253    239    316    592     94     72     66     74    139     60     67     61     79     74     40     65     63     52     42     24     61     67     64     34
198202    561    251    236    312    592     92     72     66     74    138     60     67     61     78     74     40     65     63     52     42     24     61     67     64     34
198203    555    251    235    310    590     91     71     66     73    138     59     67     61     78     74     40     65     63     50     42     23     61     67     64     34
198204    551    249    234    309    583     91     71     66     73    137     59     67     61     78     73     40     65     61     50     42     23     61     67     64     34
198205    547    246    229    309    581     91     71     65     73    137     59     67     61     78     73     40     65     61     50     42     23     61     67     64     34
198206    545    246    227    305    577     91     71     65     72    136     57     67     60     77     73     40     65     61     50     42     23     60     66     64     34
198207    602    263    263    290    744     92     64     57    103    137     60     62     72     69     69     43     58     59     60     39     27     64     76     56     30
198208    599    263    263    289    740     92     63     57    102    137     60     62     72     69     69     42     56     59     60     39     27     64     76     56     30
198209    591    261    262    285    738     87     63     57    102    137     60     61     72     69     68     42     56     59     59     39     27     64     76     56     30
198210    585    261    261    284    734     84     63     57    102    137     60     61     72     69     68     42     56     59     59     39     27     63     76     56     30
198211    580    259    261    282    723     84     63     57    101    137     59     61     72     69     68     42     56     59     58     39     27     63     76     56     30
198212    577    259    260    280    719     82     63     54    101    137     59     61     71     69     68     42     56     59     57     39     27     63     76     54     30
198301    569    256    257    279    711     82     62     52    101    134     59     61     71     69     68     41     56     59     57     39     27     63     76     54     30
198302    562    254    256    279    705     81     62     52    101    134     59     61     71     69     68     40     56     59     57     39     26     63     76     54     30
198303    557    253    253    277    703     81     62     52    101    134     58     61     71     69     68     40     55     59     57     39     26     63     76     54     30
198304    552    251    251    277    701     81     62     52    101    134     58     61     71     69     68     40     55     59     57     39     26     63     76     54     30
198305    546    250    250    277    696     81     62     52    100    134     58     61     71     69     68     40     55     59     57     39     26     63     75     54     30
198306    538    247    249    276    688     81     62     52    100    133     58     61     71     69     68     40     55     59     56     39     26     63     75     54     30
198307    589    308    279    313    765     83     82     72     81    145     53     52     80     78     76     36     51     65     57     59     30     59     62     57     43
198308    588    304    277    311    758     83     80     72     80    145     53     51     80     78     76     36     51     64     57     59     30     59     62     57     43
198309    586    304    274    309    752     82     80     72     80    145     53     51     78     77     76     36     51     64     57     59     30     59     62     56     43
198310    586    303    272    309    748     82     79     72     79    144     53     51     78     77     76     36     51     64     57     58     30     59     62     56     43
198311    581    303    271    307    745     81     79     72     79    144     53     51     78     77     76     36     51     64     57     58     30     59     62     56     43
198312    578    301    270    306    738     81     78     72     79    144     53     51     78     75     76     36     51     64     57     57     30     59     61     55     43
198401    568    298    268    301    732     80     78     72     79    144     53     51     78     75     76     36     50     64     57     57     30     59     61     55     43
198402    562    297    266    300    726     80     78     71     77    143     53     51     78     75     72     36     50     64     57     57     30     59     60     55     43
198403    561    296    264    300    722     80     77     69     77    142     53     51     78     75     72     36     50     64     57     57     30     59     60     55     43
198404    556    295    262    298    720     79     77     67     77    142     53     51     78     75     72     36     50     63     57     57     30     59     60     55     43
198405    551    293    262    297    712     78     77     66     77    141     53     51     78     75     72     36     50     63     57     57     30     59     60     55     43
198406    545    289    261    294    703     78     77     65     75    141     52     50     78     74     72     36     50     63     57     57     29     59     59     55     43
198407    597    297    285    359    906     95     67     73     84    153     50     64     58     94     59     41     61     70     48     45     33     61     64     65     23
198408    595    294    284    356    902     94     67     73     84    151     50     64     58     93     59     41     61     70     48     45     33     61     64     65     21
198409    587    291    280    353    890     93     67     73     83    151     49     62     58     93     58     40     61     70     47     45     33     61     64     65     21
198410    577    286    278    351    879     93     66     73     82    151     48     62     58     93     58     40     61     70     47     44     33     61     62     65     21
198411    571    279    273    348    870     93     66     73     82    151     47     61     58     91     58     40     61     69     46     44     33     61     61     64     21
198412    568    277    268    346    864     93     66     73     82    150     47     60     58     90     58     40     61     69     46     43     33     61     61     64     21
198501    562    275    265    343    856     93     65     72     81    150     46     60     58     89     58     40     61     69     45     43     33     61     61     64     20
198502    554    273    262    343    849     92     64     71     80    150     46     59     58     87     58     40     61     69     45     43     33     61     61     64     20
198503    550    272    258    340    844     92     64     71     80    150     46     59     58     87     57     40     60     69     45     43     33     61     61     64     20
198504    546    271    256    339    833     92     64     70     80    150     45     59     58     87     57     40     60     69     45     43     33     61     61     64     20
198505    539    268    253    337    826     91     63     70     79    149     43     59     57     87     56     40     58     69     45     43     33     61     61     64     20
198506    532    263    251    335    810     91     63     70     79    148     42     59     57     85     56     40     58     69     45     43     33     61     60     64     20
198507    671    284    239    370    969    102     69     78     96    160     52     68     59     54     92     40     52     63     61     52     30     68     65     48     21
198508    657    283    234    364    966    102     69     78     95    159     52     67     58     54     92     38     52     63     61     52     30     68     65     48     21
198509    650    281    233    364    960    102     69     78     95    159     51     66     58     54     92     37     51     63     61     52     30     68     62     48     21
198510    639    278    231    363    953    101     69     78     94    157     51     66     57     54     91     37     51     63     61     52     30     68     62     48     20
198511    626    276    230    361    942    100     68     77     94    157     50     66     56     54     91     37     50     63     61     52     30     67     62     47     20
198512    615    276    227    358    934    100     68     76     93    156     49     66     55     54     91     37     50     62     61     51     30     66     62     47     20
198601    602    272    225    358    926     99     67     76     93    156     49     66     55     54     88     37     50     62     61     51     29     66     62     47     20
198602    598    271    224    356    919     98     67     76     92    156     48     66     55     54     87     37     50     62     61     51     29     66     61     47     20
198603    591    266    221    354    913     97     67     76     92    155     48     66     54     52     87     36     50     62     61     51     29     66     61     47     20
198604    583    262    221    353    906     95     67     76     90    155     48     64     54     52     87     35     49     61     61     51     29     65     60     47     20
198605    572    260    218    348    897     95     67     76     90    155     48     64     54     52     85     35     49     61     61     50     29     65     60     47     20
198606    569    257    216    347    887     95     66     75     90    153     47     63     53     52     83     35     49     61     61     50     29     65     60     47     19
198607    710    292    237    383    856    104     75     75    118    139     62     65     63     63     79     38     49     71     60     46     28     62     59     51     32
198608    699    290    235    382    850    104     75     75    118    139     62     64     63     63     78     37     49     71     60     44     28     62     59     51     32
198609    687    288    235    379    839    102     74     75    118    139     60     64     63     63     77     37     49     71     60     44     28     62     59     51     31
198610    667    285    233    376    834    101     74     75    117    139     59     64     63     63     76     36     48     71     60     44     28     62     59     51     30
198611    652    279    227    373    820    100     74     75    117    139     57     64     61     63     76     36     48     71     60     44     27     62     59     51     30
198612    630    276    224    365    809     95     73     75    116    136     55     64     61     63     74     36     48     69     59     44     27     62     59     50     30
198701    623    275    222    361    800     95     72     74    115    135     55     63     61     63     74     35     48     69     58     44     27     62     59     50     30
198702    622    275    222    360    793     94     72     74    115    135     55     63     61     63     74     35     48     68     58     44     26     62     59     50     30
198703    615    270    220    356    786     94     72     74    115    135     55     63     61     62     74     35     48     68     58     44     26     61     59     50     30
198704    613    266    216    355    780     94     72     73    114    135     55     61     61     62     74     35     48     66     58     44     26     61     59     50     30
198705    609    264    216    354    778     94     72     72    113    135     55     60     61     62     74     35     48     66     58     44     26     61     59     50     30
198706    599    263    214    354    771     93     72     71    113    135     54     60     61     61     74     35     48     66     58     43     26     61     59     49     30
198707    746    341    355    393    823     91     78     74    102    136     65     65     86     58     73     29     55     53     65     48     38     66     65     43     23
198708    740    340    353    391    815     89     77     74    102    134     63     63     86     58     72     29     55     53     65     48     38     66     65     43     23
198709    733    337    352    387    811     88     77     74    102    131     62     62     86     58     71     28     54     53     65     48     38     66     65     43     23
198710    725    333    346    384    803     88     76     74    102    131     61     62     85     58     71     28     54     53     63     47     38     66     65     43     23
198711    711    330    343    382    796     88     75     74    102    130     61     62     85     58     70     27     54     53     62     47     38     66     65     43     23
198712    700    325    339    379    786     86     75     74    102    128     61     62     85     58     69     27     54     53     62     47     37     66     65     43     23
198801    693    322    337    375    785     85     74     74    102    127     61     62     85     57     69     27     54     53     62     47     37     66     65     43     23
198802    683    316    333    372    775     85     74     73    102    127     59     62     85     57     69     27     54     53     62     47     37     66     65     43     23
198803    675    311    330    368    768     85     74     72    101    126     59     61     83     56     69     27     54     53     62     47     37     65     65     43     23
198804    667    308    327    367    757     85     73     71    101    125     58     59     83     56     69     27     54     53     62     47     37     65     65     43     23
198805    656    306    323    360    745     83     73     71    100    124     57     59     83     56     68     26     53     53     62     47     37     65     65     43     23
198806    651    306    318    358    734     81     72     69    100    122     57     59     82     56     68     26     51     53     62     46     37     65     65     43     23
198807    747    375    263    405    933    121     87     66    119    146     49     74     76     81     73     50     47     60     61     42     25     53     74     48     27
198808    733    373    259    402    924    119     86     65    116    145     49     74     76     81     72     50     47     60     61     42     25     53     74     47     27
198809    722    370    258    400    914    116     86     64    115    145     49     72     76     80     72     50     47     60     61     41     25     53     74     47     27
198810    716    365    256    396    905    114     86     63    115    145     49     72     76     80     70     48     47     60     60     41     25     53     74     47     27
198811    708    360    253    391    892    113     85     63    115    144     49     72     76     78     69     46     47     60     60     40     25     53     74     47     27
198812    691    355    249    388    877    113     84     63    113    143     49     72     76     78     68     45     47     60     60     40     25     52     74     47     27
198901    682    353    246    385    872    113     84     63    112    143     49     72     76     78     67     45     47     59     60     40     25     52     73     47     27
198902    675    348    246    383    862    109     84     63    111    143     48     72     76     78     67     45     47     59     60     40     25     52     73     47     27
198903    665    345    246    380    852    109     83     63    110    141     48     72     76     78     67     45     47     59     59     40     24     52     73     47     27
198904    659    343    246    377    845    108     83     63    110    140     47     72     75     77     66     45     47     59     59     40     24     52     73     47     27
198905    654    340    242    372    833    107     82     63    108    140     47     72     75     76     66     45     47     59     59     40     23     52     73     47     27
198906    646    333    237    371    824    105     81     63    108    138     47     71     75     76     66     44     46     59     59     40     23     52     73     47     27
198907    838    281    301    422    810    104     68    104    125    142     56     65     69     71     60     42     62     53     56     26     29     59     54     36     23
198908    830    279    300    417    801    102     68    103    125    141     55     65     68     71     59     41     62     53     56     25     29     59     54     36     23
198909    819    277    299    412    792    100     68    102    125    140     55     65     68     71     59     41     62     53     56     25     29     59     54     36     23
198910    815    275    296    408    783    100     68    102    125    140     54     64     68     71     59     41     62     53     56     25     29     58     54     36     23
198911    803    274    294    406    778     99     67    101    122    139     54     64     68     69     58     41     62     53     56     25     29     58     54     36     23
198912    797    272    294    403    770     99     66    100    122    139     54     64     68     66     58     41     62     52     56     25     29     58     54     36     23
199001    787    271    294    402    760     97     65     98    121    139     54     64     68     66     58     40     62     51     55     25     29     58     53     36     22
199002    777    270    293    402    751     95     65     97    120    139     54     64     68     66     58     40     62     51     55     25     29     58     53     36     22
199003    770    268    290    400    742     95     65     97    120    138     54     64     67     65     57     40     62     51     55     25     29     58     53     36     22
199004    757    268    288    400    736     93     65     97    120    138     54     64     67     65     57     40     62     51     55     24     29     58     53     36     22
199005    742    266    286    399    726     92     65     97    120    138     54     64     66     65     57     40     62     51     55     24     29     58     53     36     22
199006    728    263    283    396    711     92     64     97    119    138     53     64     66     64     57     40     62     51     54     24     29     58     53     36     22
199007    751    306    217    392    817    111     86     78    109    166     57     71     67     71     71     41     53     62     50     39     24     51     59     53     22
199008    741    303    214    391    813    109     85     78    109    166     57     71     67     71     69     41     52     60     50     38     24     51     59     53     22
199009    735    301    213    390    809    109     84     77    108    166     57     71     67     71     69     41     52     60     50     38     24     51     59     53     22
199010    726    299    209    389    804    108     84     77    108    164     57     71     67     70     68     41     52     60     50     38     24     51     59     53     22
199011    720    298    209    388    793    108     84     77    108    164     57     70     66     69     68     41     52     59     50     38     24     51     59     53     22
199012    713    297    208    387    788    108     84     77    107    163     57     70     66     68     68     41     52     59     50     38     24     51     59     53     22
199101    706    294    208    384    782    107     84     77    107    163     57     70     66     68     68     41     52     59     50     38     24     50     59     53     22
199102    699    294    208    382    776    107     84     77    106    162     57     70     66     68     68     41     52     59     50     38     24     50     59     53     22
199103    693    290    206    379    771    107     84     77    106    161     57     70     66     68     68     41     52     59     50     38     24     49     59     53     22
199104    681    289    204    376    764    107     84     77    106    161     57     70     65     68     68     41     52     59     50     38     24     49     59     53     22
199105    674    288    202    374    756    107     84     77    105    161     57     70     65     68     68     41     52     59     50     37     24     49     59     53     22
199106    667    288    201    372    751    107     84     77    105    161     57     70     65     68     68     41     52     59     50     37     24     49     59     53     22
199107    804    330    215    297    747     99    117     93    129    147     58     72     69     74     64     35     53     80     52     40     23     54     53     57     30
199108    794    327    213    296    743     99    117     93    129    147     58     72     69     74     64     35     53     79     52     40     23     54     53     57     30
199109    789    326    212    296    739     99    116     93    129    147     58     72     69     74     64     35     53     79     52     40     22     54     53     57     30
199110    781    325    208    294    735     98    115     93    129    147     58     72     68     74     64     35     53     79     52     40     22     54     53     57     30
199111    773    325    207    292    730     98    115     93    127    145     58     72     68     74     64     35     53     79     52     40     22     54     53     57     30
199112    759    325    207    292    720     98    115     93    127    145     58     72     67     74     64     35     53     79     52     40     22     54     53     57     30
199201    749    322    206    291    717     98    115     93    127    145     58     72     65     74     64     35     53     79     52     40     22     54     53     57     30
199202    737    321    205    291    710     98    115     93    126    145     58     72     65     73     64     35     53     79     52     40     22     54     53     57     30
199203    730    318    204    289    706     98    115     92    126    143     58     72     65     73     64     35     53     79     52     40     22     54     53     57     30
199204    716    318    201    286    698     97    115     92    125    142     58     72     65     73     64     35     52     79     52     40     22     54     53     57     30
199205    702    313    200    284    686     97    115     91    125    142     58     72     65     73     64     35     52     79     52     40     21     54     53     57     30
199206    683    312    196    281    672     97    115     91    125    142     58     71     65     73     63     35     52     79     52     40     21     54     53     57     30
199207    723    312    214    346    742    116    115     80    143    167     53     75     73     73     91     33     45     67     64     56     21     47     65     53     37
199208    703    310    210    344    736    116    115     79    142    167     53     75     73     73     91     33     45     67     64     56     21     47     65     53     37
199209    700    306    209    344    734    116    114     79    142    167     53     74     73     73     91     33     45     67     63     56     21     47     65     53     37
199210    692    302    209    342    727    116    113     79    142    164     53     74     73     73     90     33     45     67     63     56     21     47     65     53     37
199211    683    302    209    342    721    116    113     79    142    164     53     74     73     73     90     33     45     67     63     56     21     47     65     53     37
199212    677    301    209    340    715    116    113     79    142    164     53     74     73     73     89     33     45     67     63     56     21     47     65     53     37
199301    669    300    208    339    713    116    113     79    142    164     53     74     73     73     89     33     45     67     63     56     21     47     65     53     37
199302    665    298    207    339    707    116    112     79    141    164     53     74     73     73     88     33     45     67     63     56     21     47     65     53     37
199303    657    297    204    338    701    116    112     79    141    164     53     74     73     73     88     33     45     66     63     56     21     47     65     53     37
199304    653    297    204    338    696    116    112     79    140    164     53     74     73     73     88     33     45     66     63     56     21     47     65     53     37
199305    648    295    203    336    695    116    112     79    140    164     53     73     73     73     88     33     45     66     63     56     21     47     65     53     37
199306    640    293    201    334    691    116    112     79    140    164     53     72     73     73     88     33     45     66     63     56     21     47     65     53     37
199307    702    361    270    403    848    124    125    113    107    158     65     70     62     75     90     44     51     71     71     45     32     43     70     52     31
199308    697    360    268    399    842    124    125    113    105    158     65     70     62     75     90     44     51     71     71     45     32     43     70     52     31
