This file was created by CMPT_ME_BEME_OP_INV_RETS_DAILY using the 201509 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and OP.

The portfolios are constructed at the end of June.  OP is operating profits (sales - cost
of goods sold - selling, general and administrative expenses - interest expense) divided by book
at the last fiscal year end of the prior calendar year.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
19630701,  -0.70,  -0.86,  -0.70,  -0.68,  -0.63,  -0.67
19630702,   0.64,   0.70,   0.31,   0.79,   0.75,   0.96
19630703,   0.39,   0.31,   0.66,   0.47,   0.75,   0.58
19630705,   0.41,   0.48,   0.60,   0.50,   0.43,   0.45
19630708,  -0.42,  -0.61,  -0.71,  -0.47,  -0.51,  -0.79
19630709,   0.24,   0.58,   0.65,   0.60,   0.39,   0.47
19630710,  -0.08,   0.20,  -0.04,  -0.28,  -0.17,  -0.18
19630711,  -0.09,   0.18,  -0.19,  -0.24,  -0.06,  -0.23
19630712,  -0.21,  -0.10,   0.05,  -0.10,  -0.08,  -0.13
19630715,  -0.67,  -0.52,  -0.38,  -0.64,  -0.69,  -0.56
19630716,   0.01,  -0.17,  -0.24,  -0.19,   0.00,  -0.06
19630717,  -0.44,  -0.32,  -0.32,  -0.29,  -0.24,  -0.37
19630718,  -0.31,  -0.37,  -0.24,  -0.55,  -0.43,  -0.70
19630719,  -0.29,  -0.43,  -0.26,  -0.47,  -0.10,  -0.18
19630722,  -0.75,  -0.80,  -1.03,  -0.95,  -0.61,  -0.67
19630723,  -0.11,  -0.07,  -0.01,  -0.05,   0.23,  -0.08
19630724,   0.39,   0.41,   0.38,   0.72,   0.38,   0.59
19630725,   0.28,   0.15,  -0.16,  -0.28,   0.10,  -0.14
19630726,   0.36,   0.06,   0.45,   0.52,   0.25,   0.52
19630729,  -0.08,   0.09,   0.08,   0.18,   0.13,   0.14
19630730,   0.50,   0.63,   0.78,   0.60,   0.59,   1.42
19630731,   0.04,  -0.02,  -0.09,  -0.03,  -0.10,  -0.19
19630801,  -0.26,  -0.14,  -0.25,  -0.32,  -0.08,   0.02
19630802,   0.22,   0.16,   0.19,   0.35,   0.31,   0.33
19630805,   0.22,   0.15,   0.37,   0.80,   0.46,   0.66
19630806,   0.19,   0.28,   0.46,   0.86,   0.65,   0.59
19630807,  -0.16,  -0.18,  -0.12,  -0.04,  -0.06,  -0.47
19630808,   0.01,   0.09,   0.14,  -0.18,   0.19,   0.27
19630809,   0.44,   0.48,   0.68,   0.50,   0.59,   0.73
19630812,   0.59,   0.43,   0.46,   0.28,   0.23,   0.16
19630813,  -0.01,   0.15,   0.04,   0.32,   0.20,   0.37
19630814,   0.39,   0.10,   0.38,   0.52,   0.47,   0.14
19630815,   0.26,   0.34,  -0.01,   0.62,   0.39,   0.53
19630816,   0.19,   0.29,   0.06,   0.03,   0.13,   0.26
19630819,  -0.02,  -0.15,  -0.17,  -0.11,   0.05,  -0.10
19630820,   0.00,  -0.09,  -0.06,  -0.17,  -0.01,  -0.03
19630821,   0.23,   0.22,   0.25,   0.03,  -0.21,  -0.11
19630822,   0.59,   0.55,   0.45,   0.65,   0.13,   0.61
19630823,   0.32,   0.46,   0.28,   0.30,   0.31,   0.48
19630826,   0.10,  -0.02,   0.28,   0.15,   0.19,   0.19
19630827,  -0.43,  -0.35,  -0.38,  -0.51,  -0.25,  -0.63
19630828,   0.94,   0.67,   1.05,   0.75,   0.61,   0.89
19630829,   0.34,   0.18,   0.44,   0.16,   0.15,   0.28
19630830,   0.61,   0.36,   0.67,   0.40,   0.36,   0.60
19630903,   0.27,   0.42,   0.38,   0.38,   0.13,   0.33
19630904,   0.23,   0.12,  -0.09,   0.36,  -0.05,  -0.11
19630905,   0.38,   0.52,   0.22,   0.61,   0.42,   0.61
19630906,  -0.41,  -0.33,  -0.43,  -0.26,  -0.40,  -0.01
19630909,  -0.62,  -0.45,  -0.53,  -0.39,  -0.26,  -0.37
19630910,   0.62,   0.40,   0.38,   0.53,   0.35,   0.83
19630911,   0.16,   0.12,   0.03,   0.36,   0.22,   0.33
19630912,   0.22,  -0.06,  -0.20,  -0.19,  -0.02,  -0.17
19630913,   0.55,   0.34,   0.14,   0.11,   0.03,  -0.07
19630916,  -0.16,   0.38,  -0.07,   0.12,  -0.16,  -0.18
19630917,  -0.20,  -0.27,  -0.02,   0.14,   0.06,   0.05
19630918,  -0.33,  -0.30,  -0.56,  -0.60,  -0.17,  -0.67
19630919,   0.23,   0.23,   0.33,   0.57,   0.43,   0.80
19630920,   0.24,  -0.21,  -0.03,  -0.18,  -0.06,   0.25
19630923,  -0.59,  -0.70,  -0.63,  -0.82,  -0.23,  -0.61
19630924,   0.08,   0.09,   0.07,   0.33,   0.63,   0.20
19630925,  -0.41,  -0.90,  -1.18,  -0.66,  -0.44,  -0.69
19630926,  -0.56,  -0.25,  -0.47,  -1.02,  -0.51,  -1.21
19630927,  -0.21,   0.28,   0.28,  -0.13,  -0.22,  -0.16
19630930,  -0.54,  -0.40,  -0.43,  -0.88,  -0.56,  -0.62
19631001,   0.52,   0.38,   0.42,   0.57,   0.84,   0.58
19631002,   0.00,  -0.11,   0.09,   0.21,   0.09,   0.18
19631003,   0.57,   0.78,   0.43,   1.29,   0.48,   0.74
19631004,  -0.08,   0.30,   0.06,   0.16,   0.00,   0.00
19631007,   0.09,  -0.01,  -0.20,  -0.11,  -0.25,  -0.23
19631008,   0.08,   0.28,   0.00,  -0.12,  -0.21,  -0.06
19631009,  -0.28,  -0.55,  -0.79,  -1.05,  -0.57,  -0.55
19631010,   0.08,   0.05,   0.07,   0.09,   0.00,   0.23
19631011,   0.47,   0.80,   0.48,   0.16,   0.03,   0.21
19631014,  -0.08,   0.10,   0.20,   0.26,  -0.06,   0.18
19631015,  -0.25,  -0.08,  -0.16,   0.29,   0.17,   0.19
19631016,   0.63,   0.32,   0.66,   0.77,   0.89,   1.08
19631017,   0.18,   0.38,   0.19,  -0.02,  -0.05,   0.45
19631018,   0.25,   0.16,   0.21,  -0.18,   0.00,   0.26
19631021,  -0.28,  -0.47,   0.15,  -0.36,   0.04,   0.29
19631022,  -0.24,  -0.40,  -0.52,  -1.23,  -0.48,  -0.39
19631023,  -0.07,  -0.34,   0.22,   0.12,  -0.03,   0.13
19631024,   0.43,   0.35,   0.39,   0.30,   0.33,   0.47
19631025,   0.25,   0.75,   0.29,   0.31,   0.79,   1.49
19631028,  -0.45,  -0.50,  -0.06,   0.05,   0.29,   1.03
19631029,  -0.22,  -0.27,  -0.35,  -0.19,  -0.32,   0.44
19631030,  -0.50,  -0.39,  -0.34,  -0.56,  -0.65,  -1.15
19631031,   0.21,   0.20,   0.22,   0.19,   0.14,   0.40
19631101,   0.12,   0.15,  -0.16,  -0.19,  -0.13,  -0.32
19631104,  -0.45,  -0.29,  -0.39,  -0.30,  -0.16,  -0.80
19631106,  -0.45,  -0.84,  -0.74,  -0.74,  -0.84,  -0.73
19631107,   0.46,   0.52,   0.12,   0.11,   0.39,   0.36
19631108,   0.50,   0.72,   0.70,   0.53,   0.57,   0.60
19631111,   0.29,   0.44,   0.58,   0.25,   0.11,   0.29
19631112,  -0.25,  -0.06,  -0.27,  -0.72,  -0.40,  -0.30
19631113,   0.13,   0.04,   0.08,  -0.11,   0.20,   0.03
19631114,  -0.13,  -0.47,  -0.37,  -0.32,  -0.56,  -0.30
19631115,  -0.40,  -0.34,  -0.64,  -0.94,  -0.63,  -0.96
19631118,  -0.80,  -0.49,  -0.75,  -0.99,  -0.86,  -0.49
19631119,  -0.03,  -0.14,  -0.33,   0.24,   0.09,   0.16
19631120,  -0.47,  -0.16,  -0.24,   0.03,   1.67,   0.27
19631121,  -1.30,  -1.42,  -1.51,  -1.05,  -1.00,  -1.70
19631122,  -3.67,  -3.61,  -3.35,  -3.32,  -2.97,  -2.65
19631126,   2.90,   3.58,   2.96,   4.63,   3.92,   4.19
19631127,   0.36,  -0.09,   0.39,  -0.03,  -0.29,  -0.12
19631129,   2.05,   1.51,   1.77,   1.63,   1.22,   1.44
19631202,  -0.02,   0.48,   0.27,   0.08,   0.56,   0.83
19631203,  -0.08,  -0.21,  -0.14,  -0.34,   0.01,  -0.02
19631204,   0.24,   0.72,   0.28,   0.38,   0.34,   0.12
19631205,   0.10,   0.03,  -0.22,   0.64,   0.75,   0.55
19631206,  -0.16,  -0.07,  -0.27,  -0.30,  -0.23,  -0.50
19631209,  -0.15,  -0.23,   0.03,  -0.26,   0.01,  -0.19
19631210,   0.04,  -0.24,   0.12,  -0.04,   0.03,   0.21
19631211,  -0.09,  -0.17,  -0.26,   0.01,  -0.02,  -0.42
19631212,  -0.25,  -0.13,  -0.03,   0.10,  -0.01,   0.01
19631213,   0.18,  -0.06,   0.36,   0.46,   0.13,   0.06
19631216,  -0.19,  -0.13,  -0.08,   0.35,   0.31,   0.32
19631217,  -0.14,  -0.02,  -0.03,   0.54,   0.24,   0.91
19631218,  -0.32,   0.10,  -0.40,   0.27,  -0.04,  -0.51
19631219,  -0.52,  -0.39,  -0.47,  -0.40,  -0.09,  -0.52
19631220,  -0.28,  -0.57,  -0.28,  -0.13,  -0.03,  -0.30
19631223,  -0.14,  -0.12,  -0.74,  -0.43,  -0.53,  -0.76
19631224,   0.26,   0.47,   0.49,   0.25,  -0.09,   0.60
19631226,   0.79,   0.62,   0.47,   0.52,   0.26,   0.71
19631227,   0.25,   0.23,   0.13,   0.28,   0.09,   0.19
19631230,  -0.62,   0.01,  -0.21,  -0.23,   0.17,   0.31
19631231,   1.04,   0.52,   1.48,   0.56,   0.57,   0.53
19640102,   1.66,   1.09,   1.33,   1.24,   0.21,   0.83
19640103,   0.67,   0.23,   0.47,   0.41,   0.30,  -0.03
19640106,   0.25,   0.45,   0.30,   0.55,   0.29,   0.02
19640107,   0.52,   0.41,   0.07,   0.20,   0.25,  -0.29
19640108,   0.36,   0.53,   0.27,   0.01,   0.32,   0.55
19640109,  -0.06,   0.40,   0.11,   0.00,   0.09,   0.76
19640110,  -0.22,  -0.03,   0.03,  -0.13,  -0.02,  -0.07
19640113,   0.22,   0.05,   0.19,   0.34,  -0.22,  -0.07
19640114,  -0.10,   0.47,   0.06,   0.67,   0.13,   0.11
19640115,   0.05,   0.14,  -0.36,   0.15,   0.17,   0.50
19640116,   0.31,  -0.23,  -0.19,  -0.35,   0.06,  -0.22
19640117,   0.30,   0.18,   0.33,  -0.30,  -0.07,   0.11
19640120,  -0.45,  -0.10,  -0.02,  -0.89,   0.22,  -0.50
19640121,  -0.33,   0.02,   0.17,   0.37,   0.50,   0.14
19640122,   0.66,  -0.01,  -0.02,   0.36,   0.59,   0.39
19640123,  -0.25,   0.30,   0.62,   0.08,   0.08,   0.13
19640124,   0.47,   0.32,   0.33,   0.07,  -0.02,   0.05
19640127,  -0.39,  -0.71,  -0.52,   0.29,   0.05,  -0.24
19640128,  -0.04,  -0.36,  -0.14,   0.04,   0.26,  -0.23
19640129,  -0.52,  -0.41,  -0.67,  -0.40,  -0.53,  -0.61
19640130,  -0.16,   0.10,   0.30,  -0.77,  -0.09,   0.52
19640131,  -0.01,   0.02,   0.25,   0.23,   0.29,   0.71
19640203,   0.14,   0.19,  -0.11,   0.30,   0.02,  -0.09
19640204,  -0.34,  -0.29,  -0.52,  -0.05,   0.00,  -0.15
19640205,   0.08,  -0.05,   0.08,  -0.15,  -0.07,  -0.16
19640206,   0.30,   0.18,   0.32,   0.25,   0.18,   0.32
19640207,   0.18,   0.55,   0.41,   0.56,   0.23,   0.56
19640210,  -0.10,   0.00,  -0.02,  -0.40,  -0.03,  -0.15
19640211,   0.23,   0.08,   0.45,   0.23,   0.32,   0.43
19640212,   0.38,   0.10,   0.41,   0.29,   0.37,   0.23
19640213,   0.15,  -0.11,   0.26,   0.07,   0.00,   0.24
19640214,   0.28,   0.09,  -0.40,  -0.10,  -0.21,   0.12
19640217,   0.15,   0.25,   0.45,  -0.03,   0.15,  -0.03
19640218,  -0.20,  -0.24,  -0.13,  -0.02,   0.11,  -0.04
19640219,  -0.04,   0.07,   0.43,   0.17,   0.10,   0.11
19640220,   0.32,   0.29,   0.27,   0.90,  -0.15,   0.15
19640224,   0.25,  -0.10,   0.27,   0.08,   0.18,   0.05
19640225,   0.00,  -0.09,   0.02,  -0.07,   0.00,   0.16
19640226,   0.64,   0.41,   0.69,   0.26,   0.15,   0.51
19640227,   0.04,  -0.16,  -0.18,  -0.40,  -0.18,  -0.37
19640228,   0.33,   0.08,   0.23,   0.34,   0.10,   0.29
19640302,   0.29,   0.24,   0.20,   0.61,   0.08,   0.27
19640303,  -0.09,   0.30,  -0.38,  -0.02,   0.38,   0.39
19640304,   0.09,  -0.27,  -0.31,   0.24,  -0.28,  -0.25
19640305,   0.07,   0.21,   0.26,   0.03,  -0.06,  -0.04
19640306,   0.83,   0.54,   0.57,   0.19,   0.20,   0.52
19640309,   0.30,  -0.19,   0.29,   0.37,  -0.30,   0.33
19640310,  -0.10,   0.22,  -0.20,   0.20,   0.11,   0.69
19640311,   0.33,   0.36,  -0.04,   0.33,   0.46,   0.51
19640312,   0.32,   0.07,   0.03,   0.09,   0.26,   0.16
19640313,   0.44,   0.38,   0.12,   0.26,   0.08,   0.06
19640316,   0.10,   0.03,   0.03,  -0.12,   0.26,  -0.14
19640317,   0.30,   0.14,   0.44,   0.25,   0.21,   0.14
19640318,   0.19,   0.40,   0.55,   0.91,   0.21,  -0.22
19640319,  -0.14,  -0.02,   0.26,   0.01,  -0.02,  -0.20
19640320,   0.05,  -0.21,  -0.14,  -0.32,  -0.48,  -0.48
19640323,   0.30,   0.27,   0.52,  -0.07,   0.07,   0.02
19640324,   0.12,   0.03,  -0.11,  -0.11,  -0.26,  -0.09
19640325,   0.94,   0.17,   0.52,   0.47,   0.12,   0.25
19640326,   0.85,   0.49,   0.33,   0.32,   0.05,   0.44
19640330,  -0.07,   0.07,  -0.29,  -0.18,   0.00,  -0.18
19640331,  -0.03,   0.09,  -0.13,  -0.29,  -0.05,  -0.30
19640401,   0.64,   0.79,   0.60,   0.46,   0.28,   0.37
19640402,   0.42,   0.35,   0.77,   0.32,   0.68,   0.52
19640403,   0.19,   0.28,   0.10,   0.05,   0.16,   0.43
19640406,   0.41,   0.30,   0.04,   0.54,  -0.03,   0.08
19640407,  -0.31,  -0.10,  -0.22,  -0.31,  -0.11,  -0.66
19640408,   0.35,   0.45,   0.69,   0.26,  -0.06,   0.04
19640409,   0.12,   0.08,   0.22,  -0.02,  -0.11,   0.17
19640410,   0.35,   0.21,   0.06,   0.32,  -0.03,   0.37
19640413,  -0.26,  -0.19,  -0.08,  -0.04,   0.10,  -0.30
19640414,  -0.39,   0.07,   0.41,   0.06,   0.48,   0.06
19640415,   0.15,  -0.17,  -0.19,   0.16,   0.24,   0.11
19640416,   0.04,  -0.14,  -0.09,   0.18,   0.28,  -0.12
19640417,  -0.09,   0.26,   0.55,   0.50,   0.56,   0.24
19640420,  -0.38,  -0.39,  -0.32,  -0.17,   0.07,  -0.16
19640421,   0.05,  -0.39,  -0.19,   0.08,  -0.15,   0.23
19640422,   0.00,  -0.26,  -0.46,   0.19,  -0.08,  -0.06
19640423,  -0.42,  -0.20,  -0.93,   0.14,  -0.17,  -0.20
19640424,  -1.14,  -0.79,  -0.99,  -0.85,  -0.90,  -0.52
19640427,  -0.44,  -0.78,  -0.37,  -0.08,  -0.39,  -0.82
19640428,   0.71,   0.72,   0.61,   1.12,   0.58,   0.68
19640429,  -0.71,  -0.60,  -0.84,  -0.56,  -0.07,  -0.66
19640430,  -0.55,  -0.27,  -0.70,  -0.08,  -0.23,  -0.23
19640501,   0.87,   0.72,   0.57,   0.76,   0.58,   1.20
19640504,   0.78,   0.47,   0.65,   0.57,   0.49,   0.35
19640505,   0.04,  -0.09,   0.32,   0.65,   0.53,   0.51
19640506,   0.14,  -0.09,   0.16,   0.34,   0.27,   0.21
19640507,   0.30,   0.19,  -0.06,   0.24,  -0.05,   0.24
19640508,  -0.25,  -0.16,  -0.24,   0.07,  -0.22,  -0.21
19640511,   0.26,  -0.10,   0.11,   0.06,  -0.12,   0.10
19640512,   0.39,  -0.14,   0.04,  -0.03,   0.32,   0.58
19640513,  -0.30,  -0.19,  -0.44,  -0.42,  -0.11,  -0.32
19640514,   0.08,   0.18,   0.14,  -0.10,  -0.15,  -0.11
19640515,  -0.12,  -0.19,   0.16,   0.25,   0.13,   0.19
19640518,  -0.28,  -0.46,  -0.46,  -0.42,  -0.40,  -0.31
19640519,  -0.35,   0.05,   0.02,  -0.50,  -0.32,  -0.63
19640520,   0.47,  -0.02,   0.34,   0.26,   0.34,   0.56
19640521,  -0.18,  -0.07,  -0.09,  -0.25,   0.03,   0.17
19640522,   0.24,   0.25,   0.47,   0.07,   0.11,   0.01
19640525,  -0.28,  -0.03,   0.00,  -0.10,  -0.09,  -0.13
19640526,   0.05,   0.06,  -0.29,  -0.15,  -0.08,  -0.34
19640527,  -0.39,  -0.25,  -0.44,   0.30,  -0.14,  -0.30
19640528,   0.51,   0.16,   0.38,   0.28,   0.09,   0.20
19640601,  -0.22,  -0.44,  -0.37,  -0.23,  -0.25,  -0.45
19640602,  -0.51,  -0.67,  -0.86,  -0.67,  -0.48,  -0.45
19640603,  -0.17,  -0.19,  -0.60,  -0.22,  -0.15,  -0.29
19640604,  -1.27,  -1.05,  -1.05,  -1.07,  -0.92,  -1.07
19640605,   0.47,   0.23,   0.44,   0.34,   0.41,   0.55
19640608,  -0.58,  -0.44,  -0.42,  -0.66,  -0.18,  -0.73
19640609,   0.45,   0.29,   0.79,   0.73,   0.28,   0.94
19640610,   0.26,   0.39,   0.37,   0.19,   0.31,   0.59
19640611,   0.22,   0.48,   0.19,   0.30,   0.23,   0.51
19640612,  -0.09,   0.01,   0.26,  -0.15,  -0.29,  -0.15
19640615,   0.63,   0.23,   0.81,   0.59,   0.47,   0.51
19640616,   0.42,   0.66,   0.77,   0.71,   0.49,   0.53
19640617,   0.75,   0.42,   0.21,   1.03,   0.56,   0.35
19640618,   0.15,   0.00,  -0.09,   0.04,   0.14,  -0.18
19640619,   0.22,   0.11,   0.08,  -0.01,   0.11,   0.20
19640622,   0.32,   0.15,  -0.07,   0.47,   0.39,   0.02
19640623,  -0.33,   0.14,   0.10,  -0.40,  -0.24,  -0.67
19640624,   0.28,   0.39,   0.53,   0.61,   0.37,   0.26
19640625,   0.15,   0.05,   0.27,   0.10,   0.52,  -0.20
19640626,   0.68,   0.65,   0.29,   0.27,   0.26,   0.25
19640629,  -0.13,   0.29,   0.18,  -0.02,   0.49,  -0.10
19640630,  -0.29,  -0.09,   0.15,  -0.10,   0.02,   0.15
19640701,   0.73,   0.54,   0.37,   0.78,   0.64,   0.57
19640702,   0.39,   0.53,   0.38,   0.38,   0.27,   0.53
19640706,   0.12,   0.40,   0.32,   0.07,   0.60,   0.40
19640707,  -0.05,   0.22,  -0.09,  -0.08,   0.23,   0.24
19640708,   0.12,   0.08,   0.15,   0.19,  -0.04,   0.07
19640709,   0.58,   0.57,   0.19,   0.31,   0.08,   0.12
19640710,   0.17,   0.36,   0.26,   0.19,  -0.06,   0.44
19640713,  -0.14,   0.18,   0.26,   0.00,  -0.27,   0.14
19640714,   0.25,  -0.11,  -0.33,  -0.14,  -0.37,  -0.28
19640715,   0.30,   0.20,   0.56,   0.11,   0.43,   0.45
19640716,   0.14,   0.32,  -0.14,   0.65,   0.17,   0.42
19640717,   0.24,   0.17,   0.47,   0.33,   0.34,   0.63
19640720,  -0.18,  -0.08,  -0.11,  -0.14,  -0.20,  -0.53
19640721,  -0.12,  -0.04,  -0.18,  -0.29,  -0.17,  -0.15
19640722,   0.10,   0.01,   0.09,  -0.01,  -0.13,   0.23
19640723,   0.20,  -0.06,   0.20,  -0.12,  -0.04,  -0.01
19640724,   0.12,  -0.12,   0.16,  -0.10,   0.14,  -0.17
19640727,  -0.53,  -0.36,  -0.72,  -0.50,  -0.44,  -0.49
19640728,  -0.14,  -0.03,  -0.02,  -0.53,  -0.08,  -0.33
19640729,  -0.10,   0.00,   0.46,   0.28,   0.02,   0.22
19640730,   0.04,  -0.10,   0.05,   0.51,   0.30,  -0.07
19640731,   0.46,   0.21,  -0.13,   0.00,   0.20,   0.01
19640803,  -0.69,  -0.15,  -0.41,   0.02,  -0.25,  -0.26
19640804,  -1.35,  -1.10,  -1.50,  -1.12,  -0.85,  -1.42
19640805,   0.02,  -0.31,  -0.21,   0.26,   0.12,   0.39
19640806,  -0.43,  -0.67,  -0.49,  -1.33,  -0.91,  -0.82
19640807,   0.44,   0.54,   0.50,   0.64,   0.56,   0.67
19640810,   0.12,  -0.03,   0.16,   0.17,   0.04,  -0.02
19640811,   0.25,   0.25,  -0.11,   0.07,   0.08,  -0.13
19640812,   0.67,   0.59,   0.80,   0.54,   0.44,   0.58
19640813,   0.52,   0.33,   0.42,   0.22,   0.26,   0.33
19640814,   0.03,   0.07,   0.10,   0.03,  -0.10,  -0.17
19640817,   0.04,  -0.16,  -0.09,  -0.24,  -0.01,   0.13
19640818,  -0.05,   0.10,   0.00,   0.09,  -0.01,   0.15
19640819,  -0.05,  -0.06,  -0.07,  -0.17,   0.04,  -0.18
19640820,  -0.55,  -0.43,  -0.42,  -0.39,  -0.19,  -0.73
19640821,   0.21,   0.29,   0.25,  -0.07,   0.15,   0.23
19640824,   0.14,  -0.10,   0.10,   0.25,  -0.22,  -0.34
19640825,  -0.60,  -0.43,  -0.43,  -0.70,  -0.34,  -0.61
19640826,  -0.04,  -0.10,  -0.23,  -0.10,  -0.09,  -0.22
19640827,   0.24,   0.35,   0.23,   0.33,   0.28,   0.89
19640828,   0.35,   0.19,   0.37,   0.39,   0.07,   0.62
19640831,   0.14,   0.01,   0.36,  -0.03,  -0.11,  -0.33
19640901,   0.27,   0.51,   0.60,   0.74,   0.25,   0.62
19640902,   0.55,   0.56,   0.31,   0.40,   0.10,   0.17
19640903,  -0.07,  -0.01,   0.26,  -0.01,   0.22,   0.43
19640904,   0.11,   0.37,   0.16,   0.40,   0.17,   0.20
19640908,   0.30,   0.09,   0.22,   0.23,   0.20,   0.08
19640909,   0.17,   0.22,   0.19,   0.31,   0.12,   0.31
19640910,  -0.13,   0.17,   0.28,   0.09,   0.09,   0.09
19640911,   0.38,   0.07,   0.30,   0.46,   0.29,   0.39
19640914,  -0.40,  -0.02,   0.01,   0.19,  -0.25,  -0.37
19640915,  -0.05,  -0.38,  -0.05,  -0.58,  -0.24,  -0.13
19640916,   0.38,  -0.01,   0.35,   0.07,   0.30,   0.32
19640917,   0.29,   0.35,   0.49,   0.70,   0.63,   0.63
19640918,  -0.20,  -0.28,  -0.21,  -0.44,  -0.24,  -0.41
19640921,   0.68,   0.24,   0.06,   0.61,   0.35,   0.45
19640922,   0.05,   0.24,   0.08,   0.32,  -0.02,   0.06
19640923,   0.17,   0.19,  -0.09,   0.11,  -0.08,   0.09
19640924,   0.25,  -0.26,   0.06,   0.44,   0.07,   0.14
19640925,   0.23,   0.33,   0.14,  -0.04,   0.32,   0.15
19640928,   0.18,   0.05,  -0.19,   0.31,   0.05,   0.05
19640929,  -0.17,   0.12,   0.08,   0.03,  -0.12,   0.11
19640930,   0.05,  -0.01,   0.27,  -0.08,  -0.03,  -0.07
19641001,  -0.26,   0.09,   0.10,  -0.25,  -0.11,  -0.13
19641002,   0.12,   0.17,  -0.06,   0.21,   0.42,   0.15
19641005,   0.36,   0.42,   0.17,   0.49,   0.45,   0.44
19641006,  -0.14,  -0.13,   0.19,  -0.05,   0.00,   0.08
19641007,   0.04,  -0.07,  -0.04,   0.06,  -0.11,   0.03
19641008,   0.30,   0.23,   0.45,   0.26,   0.10,   0.38
19641009,   0.39,   0.25,   0.40,   0.35,   0.21,   0.06
19641012,   0.16,   0.43,   0.66,   0.18,   0.16,  -0.06
19641013,  -0.03,  -0.17,  -0.02,  -0.09,  -0.13,  -0.48
19641014,   0.02,  -0.12,  -0.36,  -0.02,  -0.12,  -0.26
19641015,  -1.33,  -1.05,  -1.22,  -1.04,  -0.51,  -0.65
19641016,   1.53,   0.76,   1.13,   1.14,   0.44,   0.81
19641019,   0.54,   0.47,   0.49,   0.33,   0.16,   0.01
19641020,   0.28,   0.58,   0.41,   0.19,   0.03,   0.52
19641021,  -0.12,  -0.09,   0.24,  -0.02,   0.05,  -0.18
19641022,  -0.20,   0.18,   0.00,  -0.28,  -0.05,  -0.23
19641023,   0.13,   0.28,   0.16,   0.13,   0.10,   0.39
19641026,   0.24,   0.19,   0.01,   0.16,   0.07,  -0.59
19641027,  -0.22,   0.08,   0.02,  -0.08,   0.00,  -0.05
19641028,  -0.78,  -0.46,  -0.50,  -0.28,  -0.37,  -0.26
19641029,   0.06,  -0.08,   0.17,  -0.06,   0.21,  -0.05
19641030,   0.27,   0.15,   0.56,   0.30,   0.13,   0.21
19641102,   0.16,   0.21,   0.76,   0.30,   0.50,   0.50
19641104,  -0.24,   0.04,   0.05,   0.22,  -0.20,   0.12
19641105,  -0.47,  -0.05,  -0.27,  -0.02,   0.20,  -0.09
19641106,  -0.11,  -0.02,   0.04,   0.15,   0.42,   0.05
19641109,  -0.44,  -0.19,  -0.32,  -0.56,   0.00,   0.18
19641110,  -0.40,  -0.24,  -0.59,  -0.54,  -0.17,  -0.57
19641111,   0.26,   0.32,   0.52,   0.50,   0.35,   0.09
19641112,   0.60,   0.40,   0.29,   0.43,   0.09,   0.18
19641113,   0.56,   0.06,   0.49,   0.28,   0.04,   0.18
19641116,   0.23,   0.29,   0.42,   0.65,   0.28,   0.75
19641117,   0.05,   0.21,   0.16,   0.79,   0.37,   0.53
19641118,  -0.03,   0.10,   0.17,   0.39,   0.28,   0.17
19641119,  -0.28,  -0.03,   0.22,   0.10,  -0.01,   0.05
19641120,   0.10,   0.42,  -0.07,   0.20,   0.19,  -0.03
19641123,   0.14,  -0.27,   0.03,  -0.32,  -0.28,  -0.20
19641124,  -0.02,  -0.17,  -0.48,  -0.38,  -0.23,  -0.28
19641125,   0.09,  -0.08,   0.33,   0.13,  -0.26,  -0.21
19641127,  -0.12,  -0.17,   0.08,  -0.26,  -0.44,  -0.13
19641130,  -0.88,  -0.90,  -0.95,  -1.18,  -0.77,  -0.83
19641201,  -1.03,  -0.91,  -0.83,  -1.42,  -0.99,  -0.95
19641202,   0.21,   0.14,  -0.01,   0.17,   0.49,   0.22
19641203,   0.47,   0.28,   0.34,   0.45,   0.45,   0.30
19641204,   0.05,   0.17,   0.30,   0.06,   0.23,   0.16
19641207,  -0.24,   0.20,  -0.02,   0.45,  -0.09,   0.02
19641208,  -0.72,  -0.54,  -0.62,  -0.65,  -0.16,  -0.34
19641209,  -1.07,  -0.94,  -0.73,  -0.67,  -0.52,  -0.80
19641210,   0.10,  -0.26,  -0.26,  -0.20,   0.08,  -0.09
19641211,   0.56,   0.26,   0.22,   0.13,   0.18,   0.28
19641214,  -0.26,  -0.24,   0.01,  -0.35,  -0.33,  -0.15
19641215,  -0.42,  -0.38,  -0.60,  -0.53,  -0.31,  -0.18
19641216,   0.57,   0.29,   0.56,   0.34,   0.44,   0.43
19641217,   0.40,   0.42,   0.56,   0.44,   0.25,   0.50
19641218,   0.39,   0.51,   0.50,   0.45,   0.30,   0.67
19641221,   0.16,   0.12,   0.15,   0.06,  -0.08,   0.27
19641222,  -0.22,  -0.17,   0.06,  -0.30,  -0.09,   0.17
19641223,  -0.31,  -0.16,  -0.09,  -0.25,  -0.01,  -0.36
19641224,   0.37,   0.33,   0.27,   0.29,   0.01,  -0.10
19641228,  -0.20,   0.07,  -0.24,  -0.14,  -0.01,  -0.15
