This file was created using the 201509 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 BE/ME portfolios in North_America.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
               Small                 Big
          Low     2    High    Low     2    High
199007  -3.32  -3.15  -3.35  -0.78   0.85  -2.78
199008 -12.02 -11.61 -10.30  -8.50  -8.50  -9.75
199009  -8.91  -7.62  -7.88  -5.26  -3.94  -7.14
199010  -5.95  -5.65  -6.17   0.47  -1.31  -2.20
199011   7.41   6.18   4.99   6.40   6.22   7.32
199012   3.40   3.90   3.60   3.28   2.99   2.69
199101   7.50   6.79   6.93   5.15   2.85   7.10
199102  10.73  10.63  11.06   8.43   6.23   7.60
199103   6.83   5.10   6.20   3.94   1.95   0.57
199104   0.05   0.69   1.37  -0.03   0.71   0.25
199105   4.10   4.50   3.44   4.04   3.31   6.40
199106  -4.70  -3.64  -2.80  -4.55  -3.96  -4.78
199107   5.36   2.69   2.52   6.34   3.36   3.60
199108   4.30   3.28   3.08   3.72   1.79   1.73
199109   0.85   0.58  -0.76  -2.11  -0.65  -2.02
199110   4.22   3.43   2.48   2.08   1.19   2.37
199111  -3.66  -4.41  -4.65  -2.00  -4.46  -5.44
199112  10.57   6.26   5.97  14.52   7.87   8.79
199201   6.51   6.23   8.83  -2.64  -1.73   3.54
199202   0.10   1.98   5.24  -0.10   0.54   5.09
199203  -6.01  -2.57  -1.20  -3.10  -1.61  -1.34
199204  -4.92  -3.10  -1.53   0.15   3.75   2.69
199205  -0.21   0.04   1.96   0.98   0.85  -0.31
199206  -4.06  -3.34  -2.58  -2.81  -0.98  -0.53
199207   3.84   3.14   3.37   4.16   5.15   1.82
199208  -3.88  -1.98  -1.85  -0.99  -1.63  -4.56
199209   1.44   1.71   1.17   1.12   1.32  -0.20
199210   4.88   2.48   1.03   2.06   0.17  -0.23
199211   9.50   6.74   4.51   4.59   1.82   3.92
199212   2.64   3.84   4.54   0.50   2.68   1.71
199301   0.98   3.23   5.80  -1.43   1.39   3.80
199302  -6.31  -1.60   1.82  -2.50   3.70   2.98
199303   2.31   2.83   4.41   1.50   2.94   3.19
199304  -3.11  -2.56  -1.18  -4.78  -0.68  -0.87
199305   6.83   3.61   3.33   4.20   2.14   1.71
199306   0.23   1.79   1.46  -1.14   0.74   2.25
199307   0.64   0.57   2.03  -2.39   1.08   0.68
199308   3.59   4.69   4.03   3.73   3.69   3.51
199309   2.91   2.52   2.04  -1.08  -0.32   0.27
199310   4.73   2.75   3.10   4.00   0.40   0.40
199311  -3.08  -2.39  -2.52   0.17  -2.45  -1.80
199312   2.61   3.44   2.77   0.99   2.22   2.60
199401   2.58   3.34   4.23   1.84   3.80   4.16
199402  -1.35   0.50  -1.05  -2.03  -2.32  -3.83
199403  -6.18  -4.81  -3.87  -4.83  -3.87  -4.33
199404  -1.60   0.63   0.97   0.69   1.37   1.45
199405  -1.08  -1.80   0.15   1.19   1.10   1.47
199406  -4.49  -3.27  -2.33  -3.20  -2.35  -2.65
199407   1.50   1.55   1.81   2.80   3.64   3.15
199408   7.03   4.58   3.46   5.65   3.14   4.26
199409   0.69   0.99   0.50  -0.64  -2.89  -3.16
199410   0.72  -0.37  -0.72   1.93   2.16   0.44
199411  -3.52  -4.03  -4.04  -2.50  -4.27  -4.45
199412   0.83   1.90   0.82   1.74   0.99   1.05
199501  -1.07  -0.14   0.77   1.98   1.61   3.17
199502   3.18   3.53   3.54   3.76   4.21   4.45
199503   3.65   2.45   1.74   2.91   3.41   1.22
199504   1.39   2.99   3.30   2.37   2.72   3.10
199505   1.03   1.60   2.78   3.56   3.12   5.08
199506   8.52   5.43   4.55   3.81   1.92   1.60
199507   8.83   5.06   4.79   3.62   4.25   3.01
199508   1.91   2.22   3.47   0.04   0.33   2.76
199509   3.13   1.99   1.95   5.13   2.68   3.77
199510  -5.31  -5.52  -3.72  -0.06  -0.35  -2.20
199511   4.17   3.30   3.15   4.70   3.84   4.68
199512   2.43   2.73   2.17   0.71   2.21   1.57
199601   0.67   0.17   0.96   3.45   2.83   2.71
199602   5.48   2.80   2.22   1.47   1.71   1.11
199603   2.93   2.45   2.77   0.32   1.65   1.36
199604   9.32   6.60   4.89   2.10   2.57   0.31
199605   6.60   4.64   5.07   3.76   1.05   1.81
199606  -6.38  -4.21  -2.42   0.35  -0.75  -0.23
199607 -13.15  -8.52  -5.10  -5.75  -4.46  -3.64
199608   7.11   5.53   4.62   1.95   3.90   3.67
199609   5.25   2.74   3.05   7.21   4.14   3.81
199610  -4.53  -0.27   1.98   0.89   2.33   5.50
199611   0.72   4.20   4.22   7.01   6.90   7.86
199612   0.99   2.03   1.88  -1.92  -0.87  -1.45
199701   4.01   3.82   3.72   6.96   4.80   4.61
199702  -6.43  -2.86   1.03   0.09  -1.06   2.84
199703  -8.52  -5.05  -2.53  -5.69  -2.47  -4.79
199704  -3.26  -1.25  -0.34   7.21   3.36   3.60
199705  15.14  11.86   8.64   6.49   7.51   5.63
199706   3.46   4.50   6.19   4.54   3.64   4.08
199707   5.31   5.90   5.08   7.65   8.52   7.70
199708   4.33   3.41   2.37  -6.26  -2.98  -3.76
199709   9.39   8.01   7.89   4.86   5.92   6.43
199710  -5.88  -4.75  -2.21  -3.32  -3.89  -2.25
199711  -3.84  -3.47  -0.84   4.49   2.96   3.18
199712  -0.98  -1.08   2.37   0.86   2.04   4.38
199801  -1.18  -1.04  -1.42   2.97  -1.05  -1.03
199802   8.28   7.86   6.53   7.26   7.44   7.93
199803   4.16   4.15   4.89   4.79   5.04   6.54
199804   0.35   1.23   1.95   1.41   1.22   0.97
199805  -7.27  -5.55  -3.14  -2.70  -2.06  -1.03
199806   0.45  -0.72  -0.83   6.27   1.34   2.08
199807  -7.19  -7.73  -7.41  -0.45  -3.25  -3.07
199808 -23.93 -20.00 -18.05 -13.67 -16.89 -17.23
199809   9.31   5.91   4.48   7.81   4.34   5.93
199810   4.49   5.62   3.13   7.98   7.48   7.52
199811   9.30   5.42   4.63   7.62   5.10   3.87
199812   7.67   4.59   2.90   8.90   2.66   4.01
199901   3.13   1.85   0.11   5.50   1.25   0.26
199902  -7.86  -7.65  -7.06  -4.60  -1.19  -2.25
199903   1.53   0.75  -0.57   4.46   4.08   2.39
199904   8.22  10.14   9.19   1.07   8.62   7.69
199905   1.43   0.82   2.57  -2.51  -1.18  -1.49
199906   5.97   6.64   5.16   7.08   3.37   1.49
199907  -2.18  -1.20  -0.97  -3.66  -2.66  -2.81
199908  -1.63  -3.80  -2.09   0.97  -2.89  -3.16
199909   2.28   0.49  -1.52  -1.52  -3.04  -5.73
199910   3.28  -0.61  -1.80   7.28   6.26   4.98
199911  11.75   7.17   2.53   4.67   1.31  -2.38
199912  17.52  10.17   5.77   7.89   5.79   3.56
200001  -0.51  -0.77  -0.77  -4.05  -4.32  -4.73
200002  28.36  19.44   9.16   1.81  -2.61  -5.19
200003 -13.00  -4.72   0.40   8.29  10.09  12.65
200004 -11.40  -7.30  -2.81  -4.74  -2.46   0.24
200005  -6.31  -4.49  -2.81  -4.22  -0.63   1.81
200006  17.19   9.28   6.27   6.47  -1.22  -3.67
200007  -9.06  -3.90   1.74  -3.94   0.16   2.94
200008  10.05   9.03   6.00   8.07   6.64   7.52
200009  -8.64  -3.63   0.02  -8.79  -1.87   0.44
200010 -12.71  -4.48  -1.50  -3.93   0.99  -1.46
200011 -25.17  -8.96  -3.09 -13.17  -6.53  -4.50
200012   0.34   7.71  10.12  -3.81   5.19   7.63
200101  16.08   5.17   3.27   5.47   1.78   1.66
200102 -19.85  -7.70  -0.02 -16.02  -5.39  -2.07
200103 -13.93  -5.16  -1.94 -10.95  -4.95  -2.17
200104  15.46   8.44   5.50  11.51   6.45   4.77
200105   4.48   3.44   4.56  -0.91   1.79   2.49
200106   2.81   3.73   1.77  -2.03  -2.67  -1.42
200107 -10.12  -5.37  -2.28  -0.84  -1.76  -2.41
200108  -7.97  -4.53  -1.88  -7.13  -5.28  -5.69
200109 -17.11 -13.43 -12.82  -7.81  -9.32  -8.83
200110  12.65   7.97   3.95   4.04   2.06  -2.00
200111   8.63   7.64   7.82   8.87   6.51   7.93
200112   5.59   6.85   6.75   0.39   1.83   2.49
200201  -6.01  -1.90   2.22  -0.70  -2.27  -2.69
200202  -8.31  -3.01  -0.22  -3.11  -0.68  -1.50
200203   7.48   7.38   8.22   2.87   5.41   4.34
200204  -6.98   0.18   3.00  -7.70  -4.73  -2.74
200205  -5.42  -3.86  -1.45  -1.81   0.15   0.22
200206  -7.88  -6.23  -3.21  -8.39  -5.69  -8.30
200207 -13.52 -13.27 -14.10  -4.95  -9.01 -11.92
200208   0.75   0.83  -0.45  -1.18   0.83   3.89
200209  -7.73  -6.97  -7.21 -10.94  -9.43 -10.22
200210   8.62   4.30   1.81  10.72   5.43   5.14
200211  10.84   8.58   6.62   5.36   5.38   7.50
200212  -8.06  -4.95  -2.46  -6.55  -4.33  -3.95
200301  -0.83  -2.77  -1.04  -2.61  -1.90  -3.21
200302  -3.89  -1.77  -2.46  -0.91  -1.91  -2.59
200303   2.38   0.49   0.21   1.67   0.22  -0.32
