"Start","1/31/1973"
"End","6/22/2007"
"Frequency","M"
"Name","A.P. MOLLER-MAERSK - DEFERRED DOMESTIC INC TAX (~U$)","FONCINA SA - DEFERRED DOMESTIC INC TAX (~U$)","HUBER & SUHNER AG - DEFERRED DOMESTIC INC TAX (~U$)","DIORA EXPLORATION NL- DEFERRED DOMESTIC INC TAX (~U$)","HYSAN DEVELOPMENT CO- DEFERRED DOMESTIC INC TAX (~U$)","LUFKIN INDUSTRIES - DEFERRED DOMESTIC INC TAX (~U$)","LOOK INCORPORATED - DEFERRED DOMESTIC INC TAX (~U$)","FIEBM SA - DEFERRED DOMESTIC INC TAX (~U$)","C-COR INCORPORATED - DEFERRED DOMESTIC INC TAX (~U$)","HUFVUDSTADEN AB - DEFERRED DOMESTIC INC TAX (~U$)","INTERTECHNIQUE SA - DEFERRED DOMESTIC INC TAX (~U$)","INVESTOR AB - DEFERRED DOMESTIC INC TAX (~U$)","INVESTOR AB - DEFERRED DOMESTIC INC TAX (~U$)","FONCIERE EURIS - DEFERRED DOMESTIC INC TAX (~U$)","NH HOTELES S.A. - DEFERRED DOMESTIC INC TAX (~U$)","ELXSI CORPORATION - DEFERRED DOMESTIC INC TAX (~U$)","SEAGATE TECHNOLOGY - DEFERRED DOMESTIC INC TAX (~U$)","CYCARE SYSTEMS, INC.- DEFERRED DOMESTIC INC TAX (~U$)","BOLLORE - DEFERRED DOMESTIC INC TAX (~U$)","METAL DEPLOYE SA - DEFERRED DOMESTIC INC TAX (~U$)","NEW ZEALAND OIL - DEFERRED DOMESTIC INC TAX (~U$)","FIRST AMERICAN CORP - DEFERRED DOMESTIC INC TAX (~U$)","NEW ENGLAND BUSINESS- DEFERRED DOMESTIC INC TAX (~U$)","BANCA NAZ DELL'AGRIC- DEFERRED DOMESTIC INC TAX (~U$)","BIOGEN, INC. - DEFERRED DOMESTIC INC TAX (~U$)","ELECTROMETALS TECH - DEFERRED DOMESTIC INC TAX (~U$)","ORFEVRERIE CHRISTOFL- DEFERRED DOMESTIC INC TAX (~U$)","ROCAMAT SA - DEFERRED DOMESTIC INC TAX (~U$)","SADE-STE ALSACIENNE - DEFERRED DOMESTIC INC TAX (~U$)","COMPAGNIE GENERALE - DEFERRED DOMESTIC INC TAX (~U$)","FLSMIDTH & CO A/S - DEFERRED DOMESTIC INC TAX (~U$)","PERPETUAL LTD - DEFERRED DOMESTIC INC TAX (~U$)","SCHNEIDER ELECTRIC - DEFERRED DOMESTIC INC TAX (~U$)","STORA KOPPARBERGS - DEFERRED DOMESTIC INC TAX (~U$)","SV. HANDELSBANKEN AB- DEFERRED DOMESTIC INC TAX (~U$)","VIVAX SA - DEFERRED DOMESTIC INC TAX (~U$)","WIENERBERGER AG - DEFERRED DOMESTIC INC TAX (~U$)","UNI-INVEST NV - DEFERRED DOMESTIC INC TAX (~U$)","BASIC PETROLEUM CORP- DEFERRED DOMESTIC INC TAX (~U$)","SINO-I TECH LTD - DEFERRED DOMESTIC INC TAX (~U$)","HOKUETSU IND. CO. - DEFERRED DOMESTIC INC TAX (~U$)","JACKS INTERNATIONAL - DEFERRED DOMESTIC INC TAX (~U$)","PLASMA-THERM, INC. - DEFERRED DOMESTIC INC TAX (~U$)","APLUS COMPANY LTD - DEFERRED DOMESTIC INC TAX (~U$)","PHILIPPINE LONG DIST- DEFERRED DOMESTIC INC TAX (~U$)","REX TRUEFORM CLOTH - DEFERRED DOMESTIC INC TAX (~U$)","SUNCALL CORPORATION - DEFERRED DOMESTIC INC TAX (~U$)","SAN MIGUEL CORP - DEFERRED DOMESTIC INC TAX (~U$)","COLLAGEN AESTHETICS - DEFERRED DOMESTIC INC TAX (~U$)","SOLV-EX CORP - DEFERRED DOMESTIC INC TAX (~U$)","HOME DEPOT, INC. - DEFERRED DOMESTIC INC TAX (~U$)","INT'L GAME TECH - DEFERRED DOMESTIC INC TAX (~U$)","MEDIAVEST INC - DEFERRED DOMESTIC INC TAX (~U$)","ATLAS CONSOLIDATED - DEFERRED DOMESTIC INC TAX (~U$)","BENGUET CORPORATION - DEFERRED DOMESTIC INC TAX (~U$)","LEPANTO CONSOLIDATED- DEFERRED DOMESTIC INC TAX (~U$)","TAYCA CORPORATION - DEFERRED DOMESTIC INC TAX (~U$)","TOKYO AUTO. MACH. - DEFERRED DOMESTIC INC TAX (~U$)","IBERDROLA SA - DEFERRED DOMESTIC INC TAX (~U$)","DYNO ASA - DEFERRED DOMESTIC INC TAX (~U$)","CLECO CORPORATION - DEFERRED DOMESTIC INC TAX (~U$)","EMULEX CORPORATION - DEFERRED DOMESTIC INC TAX (~U$)","JAPAN VILENE CO. LTD- DEFERRED DOMESTIC INC TAX (~U$)","AWILCO ASA - DEFERRED DOMESTIC INC TAX (~U$)","ALITALIA SPA - DEFERRED DOMESTIC INC TAX (~U$)","WAKAMOTO PHARM CO - DEFERRED DOMESTIC INC TAX (~U$)","COMMUNICATIONS SYST - DEFERRED DOMESTIC INC TAX (~U$)","CONTINUUM CO., INC. - DEFERRED DOMESTIC INC TAX (~U$)","FONAR CORPORATION - DEFERRED DOMESTIC INC TAX (~U$)","PARGESA HOLDING SA - DEFERRED DOMESTIC INC TAX (~U$)","TELECOMM - TCI GROUP- DEFERRED DOMESTIC INC TAX (~U$)","GRUPO LAMOSA - DEFERRED DOMESTIC INC TAX (~U$)","KIMBERLY CLARK - DEFERRED DOMESTIC INC TAX (~U$)","BELO CORP - DEFERRED DOMESTIC INC TAX (~U$)","CA INC - DEFERRED DOMESTIC INC TAX (~U$)","HEALTHDYNE INC. - DEFERRED DOMESTIC INC TAX (~U$)","ALK-ABELO A/S - DEFERRED DOMESTIC INC TAX (~U$)","INTERMAGNETICS GEN - DEFERRED DOMESTIC INC TAX (~U$)","FORUM GROUP, INC. - DEFERRED DOMESTIC INC TAX (~U$)","TELEPHONE & DATA SYS- DEFERRED DOMESTIC INC TAX (~U$)","TUAN SING HOLDINGS - DEFERRED DOMESTIC INC TAX (~U$)","TURNER BROADCASTING - DEFERRED DOMESTIC INC TAX (~U$)","PRIMARK CORPORATION - DEFERRED DOMESTIC INC TAX (~U$)","HORIZON OIL LTD - DEFERRED DOMESTIC INC TAX (~U$)","MYND CORP - DEFERRED DOMESTIC INC TAX (~U$)","HONG LEONG FINANCE - DEFERRED DOMESTIC INC TAX (~U$)","SOCFINAL (STE FINAN)- DEFERRED DOMESTIC INC TAX (~U$)","CHINA AEROSPACE - DEFERRED DOMESTIC INC TAX (~U$)","GRONTMIJ - DEFERRED DOMESTIC INC TAX (~U$)","VHS ONROEREND GOED - DEFERRED DOMESTIC INC TAX (~U$)","LTX CORP - DEFERRED DOMESTIC INC TAX (~U$)","BIG B, INC. - DEFERRED DOMESTIC INC TAX (~U$)","JONES INTERCABLE INC- DEFERRED DOMESTIC INC TAX (~U$)","VSI HOLDINGS, INC. - DEFERRED DOMESTIC INC TAX (~U$)","SUNSTAR INC. - DEFERRED DOMESTIC INC TAX (~U$)","CIRCON CORPORATION - DEFERRED DOMESTIC INC TAX (~U$)","LAGARDERE SCA - DEFERRED DOMESTIC INC TAX (~U$)","ALLIED PROPERTIES - DEFERRED DOMESTIC INC TAX (~U$)","CITIC PACIFIC LTD. - DEFERRED DOMESTIC INC TAX (~U$)","AYALA INTERNL HOLDIN- DEFERRED DOMESTIC INC TAX (~U$)","MICHAELS STORES, INC- DEFERRED DOMESTIC INC TAX (~U$)","TCI INT'L INC. - DEFERRED DOMESTIC INC TAX (~U$)","MALAYSIAN RESOURCES - DEFERRED DOMESTIC INC TAX (~U$)","SINGAPURA FINANCE - DEFERRED DOMESTIC INC TAX (~U$)","LILLY INDUSTRIES INC- DEFERRED DOMESTIC INC TAX (~U$)","LASER PRECISION Corp- DEFERRED DOMESTIC INC TAX (~U$)","WILMINGTON TRST - DEFERRED DOMESTIC INC TAX (~U$)","SUMMA INDUSTRIES - DEFERRED DOMESTIC INC TAX (~U$)","REPUBLIC RESOURCES - DEFERRED DOMESTIC INC TAX (~U$)","PATLEX CORP - DEFERRED DOMESTIC INC TAX (~U$)","MASSTOR SYSTEMS CORP- DEFERRED DOMESTIC INC TAX (~U$)","ISETAN (SINGAPORE) - DEFERRED DOMESTIC INC TAX (~U$)","SANRIO COMPANY LTD - DEFERRED DOMESTIC INC TAX (~U$)","MIDAMERICAN ENERGY - DEFERRED DOMESTIC INC TAX (~U$)","DATA SWITCH CORP - DEFERRED DOMESTIC INC TAX (~U$)","TRANSMARCO LIMITED - DEFERRED DOMESTIC INC TAX (~U$)","ORCHARD PARADE HLDGS- DEFERRED DOMESTIC INC TAX (~U$)","QUEENSBOROUGH HLDGS - DEFERRED DOMESTIC INC TAX (~U$)","BERKELEY - DEFERRED DOMESTIC INC TAX (~U$)","MICRON TECHNOLOGY - DEFERRED DOMESTIC INC TAX (~U$)","SENETAS CORPORATION - DEFERRED DOMESTIC INC TAX (~U$)","WATSCO INC - DEFERRED DOMESTIC INC TAX (~U$)","TEISSEIRE FRANCE SA - DEFERRED DOMESTIC INC TAX (~U$)","TERAOKA SEISAKUSHO - DEFERRED DOMESTIC INC TAX (~U$)","CARL SCHENCK AG - DEFERRED DOMESTIC INC TAX (~U$)","SAAB AB - DEFERRED DOMESTIC INC TAX (~U$)","TECHNO ASIA HOLDINGS- DEFERRED DOMESTIC INC TAX (~U$)","GOLD PEAK INDUSTRIES- DEFERRED DOMESTIC INC TAX (~U$)","KATOKICHI CO., LTD. - DEFERRED DOMESTIC INC TAX (~U$)","LANDESBANK BERLIN - DEFERRED DOMESTIC INC TAX (~U$)","JOHNSON ELECTRIC - DEFERRED DOMESTIC INC TAX (~U$)","SONY PRECISION TECH.- DEFERRED DOMESTIC INC TAX (~U$)","BRADY CORP - DEFERRED DOMESTIC INC TAX (~U$)","HABER INC - DEFERRED DOMESTIC INC TAX (~U$)","MABUCHI MOTOR CO. - DEFERRED DOMESTIC INC TAX (~U$)","CHIYODA CO., LTD. - DEFERRED DOMESTIC INC TAX (~U$)","RPC, INC. - DEFERRED DOMESTIC INC TAX (~U$)","BIOFERMIN PHARM'L CO- DEFERRED DOMESTIC INC TAX (~U$)","IMW IMMOBILIEN AG - DEFERRED DOMESTIC INC TAX (~U$)","VICTORIA PETROLEUM - DEFERRED DOMESTIC INC TAX (~U$)","REX STORES CORP - DEFERRED DOMESTIC INC TAX (~U$)","NERCO, INC. - DEFERRED DOMESTIC INC TAX (~U$)","NORITZ CORP - DEFERRED DOMESTIC INC TAX (~U$)","HILLSDOWN HOLDINGS - DEFERRED DOMESTIC INC TAX (~U$)","CONTINENTAL FOODS - DEFERRED DOMESTIC INC TAX (~U$)","TINSLEY ROBOR PLC - DEFERRED DOMESTIC INC TAX (~U$)","PWS HOLDINGS PLC - DEFERRED DOMESTIC INC TAX (~U$)"
"Code","997863(WC18188)","997896(WC18188)","997912(WC18188)","997913(WC18188)","997914(WC18188)","997918(WC18188)","997921(WC18188)","997926(WC18188)","997927(WC18188)","997928(WC18188)","997940(WC18188)","997941(WC18188)","997942(WC18188)","997950(WC18188)","997952(WC18188)","997961(WC18188)","997963(WC18188)","997965(WC18188)","997966(WC18188)","997967(WC18188)","997978(WC18188)","997993(WC18188)","998004(WC18188)","998006(WC18188)","998014(WC18188)","998017(WC18188)","998030(WC18188)","998049(WC18188)","998052(WC18188)","998054(WC18188)","998064(WC18188)","998066(WC18188)","998075(WC18188)","998078(WC18188)","998080(WC18188)","998092(WC18188)","998096(WC18188)","998101(WC18188)","998113(WC18188)","998126(WC18188)","998130(WC18188)","998134(WC18188)","998139(WC18188)","998151(WC18188)","998153(WC18188)","998155(WC18188)","998157(WC18188)","998158(WC18188)","998160(WC18188)","998170(WC18188)","998171(WC18188)","998173(WC18188)","998174(WC18188)","998177(WC18188)","998178(WC18188)","998180(WC18188)","998193(WC18188)","998194(WC18188)","998213(WC18188)","998221(WC18188)","998223(WC18188)","998227(WC18188)","998237(WC18188)","998242(WC18188)","998250(WC18188)","998252(WC18188)","998258(WC18188)","998260(WC18188)","998261(WC18188)","998266(WC18188)","998278(WC18188)","998305(WC18188)","998306(WC18188)","998320(WC18188)","998326(WC18188)","998328(WC18188)","998329(WC18188)","998330(WC18188)","998332(WC18188)","998333(WC18188)","998340(WC18188)","998350(WC18188)","998355(WC18188)","998356(WC18188)","998357(WC18188)","998366(WC18188)","998392(WC18188)","998409(WC18188)","998414(WC18188)","998422(WC18188)","998434(WC18188)","998473(WC18188)","998479(WC18188)","998483(WC18188)","998487(WC18188)","998493(WC18188)","998500(WC18188)","998508(WC18188)","998511(WC18188)","998542(WC18188)","998558(WC18188)","998570(WC18188)","998572(WC18188)","998573(WC18188)","998579(WC18188)","998581(WC18188)","998589(WC18188)","998608(WC18188)","998627(WC18188)","998637(WC18188)","998642(WC18188)","998675(WC18188)","998676(WC18188)","998683(WC18188)","998685(WC18188)","998687(WC18188)","998697(WC18188)","998765(WC18188)","998777(WC18188)","999506(WC18188)","999519(WC18188)","999527(WC18188)","999542(WC18188)","999560(WC18188)","999564(WC18188)","999575(WC18188)","999583(WC18188)","999592(WC18188)","999594(WC18188)","999595(WC18188)","999604(WC18188)","999612(WC18188)","999617(WC18188)","999618(WC18188)","999619(WC18188)","999620(WC18188)","999657(WC18188)","999658(WC18188)","999661(WC18188)","999673(WC18188)","999677(WC18188)","999679(WC18188)","999709(WC18188)","999776(WC18188)","999858(WC18188)","999881(WC18188)","999897(WC18188)"
"Currency","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$","U$"
"1/31/1973",#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a
"2/28/1973",#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a
"3/30/1973",#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a
"4/30/1973",#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a
"5/31/1973",#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a
"6/29/1973",#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a
"7/31/1973",#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a
"8/31/1973",#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a
